year,pgisced97,regtyp,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,No answer / don't know,Urban regions,Next year,0.20163,54,187,0.14397,0.25929
2021,No answer / don't know,Urban regions,In the next 2 to 5 years,0.34496,61,187,0.27664,0.41327
2021,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.38971,36,70,0.27463,0.50478
2021,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.27479,34,70,0.16946,0.38013
2021,Primary Level,Urban regions,As soon as possible,0.28187,125,367,0.23578,0.32796
2021,Primary Level,Urban regions,Next year,0.36450,107,367,0.31519,0.41381
2021,Primary Level,Urban regions,In the next 2 to 5 years,0.24052,97,367,0.19674,0.28431
2021,Primary Level,Urban regions,"In the distant future, in more than five years",0.11310,38,367,0.08066,0.14555
2021,Primary Level,Rural regions,As soon as possible,0.30536,40,107,0.21768,0.39303
2021,Primary Level,Rural regions,Next year,0.33567,32,107,0.24577,0.42556
2021,Primary Level,Rural regions,In the next 2 to 5 years,0.32599,35,107,0.23675,0.41522
2021,Lower Secondary Level,Urban regions,As soon as possible,0.40666,141,383,0.35740,0.45592
2021,Lower Secondary Level,Urban regions,Next year,0.34027,103,383,0.29275,0.38778
2021,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.20321,99,383,0.16285,0.24356
2021,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.04987,40,383,0.02804,0.07169
2021,Lower Secondary Level,Rural regions,As soon as possible,0.23588,44,131,0.16290,0.30886
2021,Lower Secondary Level,Rural regions,Next year,0.45011,43,131,0.36459,0.53564
2021,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.20726,44,131,0.13758,0.27694
2021,Upper Secondary Level,Urban regions,As soon as possible,0.21756,190,695,0.18686,0.24825
2021,Upper Secondary Level,Urban regions,Next year,0.34427,235,695,0.30892,0.37962
2021,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.35494,205,695,0.31934,0.39054
2021,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.08324,65,695,0.06269,0.10379
2021,Upper Secondary Level,Rural regions,As soon as possible,0.31783,85,227,0.25713,0.37854
2021,Upper Secondary Level,Rural regions,Next year,0.39862,75,227,0.33478,0.46245
2021,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.22895,67,227,0.17418,0.28373
2021,Post-secondary Non-tertiary Level,Urban regions,As soon as possible,0.28642,44,119,0.20485,0.36799
2021,Post-secondary Non-tertiary Level,Urban regions,Next year,0.38391,35,119,0.29616,0.47166
2021,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.29934,40,119,0.21671,0.38197
2021,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.29896,133,374,0.25250,0.34542
2021,Second Stage of Tertiary Education,Urban regions,Next year,0.47469,157,374,0.42401,0.52537
2021,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.20342,84,374,0.16257,0.24427
2021,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.43146,39,82,0.32360,0.53932
2021,Second Stage of Tertiary Education,Rural regions,Next year,0.42268,43,82,0.31510,0.53026
2022,No answer / don't know,Urban regions,As soon as possible,0.30294,113,328,0.25314,0.35275
2022,No answer / don't know,Urban regions,Next year,0.39775,125,328,0.34470,0.45080
2022,No answer / don't know,Urban regions,In the next 2 to 5 years,0.26596,90,328,0.21807,0.31385
2022,No answer / don't know,Rural regions,As soon as possible,0.30693,32,79,0.20458,0.40929
2022,No answer / don't know,Rural regions,Next year,0.41034,47,79,0.30118,0.51951
2022,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.45805,54,54,0.32391,0.59219
2022,Primary Level,Urban regions,As soon as possible,0.33144,86,230,0.27047,0.39241
2022,Primary Level,Urban regions,Next year,0.29690,70,230,0.23772,0.35608
2022,Primary Level,Urban regions,In the next 2 to 5 years,0.26479,74,230,0.20764,0.32194
2022,Primary Level,Rural regions,In the next 2 to 5 years,0.34135,33,33,0.17706,0.50563
2022,Lower Secondary Level,Urban regions,As soon as possible,0.24092,86,276,0.19037,0.29146
2022,Lower Secondary Level,Urban regions,Next year,0.32310,89,276,0.26782,0.37837
2022,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.38311,101,276,0.32565,0.44056
2022,Lower Secondary Level,Rural regions,As soon as possible,0.30951,40,133,0.23064,0.38837
2022,Lower Secondary Level,Rural regions,Next year,0.24169,51,133,0.16865,0.31472
2022,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.38443,42,133,0.30144,0.46742
2022,Upper Secondary Level,Urban regions,As soon as possible,0.19443,171,708,0.16526,0.22360
2022,Upper Secondary Level,Urban regions,Next year,0.41213,262,708,0.37585,0.44841
2022,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.32078,217,708,0.28638,0.35519
2022,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.07266,58,708,0.05352,0.09179
2022,Upper Secondary Level,Rural regions,As soon as possible,0.22007,84,296,0.17279,0.26735
2022,Upper Secondary Level,Rural regions,Next year,0.39919,123,296,0.34330,0.45508
2022,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.29669,89,296,0.24456,0.34881
2022,Post-secondary Non-tertiary Level,Urban regions,As soon as possible,0.25402,40,135,0.18032,0.32773
2022,Post-secondary Non-tertiary Level,Urban regions,Next year,0.51222,55,135,0.42759,0.59686
2022,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.19315,40,135,0.12631,0.25999
2022,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.24211,184,507,0.20479,0.27944
2022,Second Stage of Tertiary Education,Urban regions,Next year,0.45025,212,507,0.40690,0.49360
2022,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.29200,111,507,0.25239,0.33162
2022,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.27410,36,100,0.18623,0.36197
2022,Second Stage of Tertiary Education,Rural regions,Next year,0.48556,64,100,0.38711,0.58401
