year,migback,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Direct migration background,female,Secondary School Degree,0.10521,249,3887,0.09556,0.11485
2016,Direct migration background,female,Intermediate School Degree,0.07964,255,3887,0.07113,0.08815
2016,Direct migration background,female,Technical School Degree,0.02504,76,3887,0.02013,0.02995
2016,Direct migration background,female,Upper Secondary Degree,0.07694,196,3887,0.06856,0.08532
2016,Direct migration background,female,Other Degree,0.56115,2335,3887,0.54555,0.57675
2016,Direct migration background,female,"Dropout, No School Degree",0.06744,484,3887,0.05956,0.07533
2016,Direct migration background,female,No School Degree Yet,0.00763,123,3887,0.00490,0.01037
2016,Direct migration background,female,No School Attended,0.00202,169,3887,0.00061,0.00343
2016,Indirect migration background,male,Secondary School Degree,0.14504,188,628,0.11748,0.17261
2016,Indirect migration background,male,Intermediate School Degree,0.10896,152,628,0.08457,0.13335
2016,Indirect migration background,male,Technical School Degree,0.05485,58,628,0.03702,0.07267
2016,Indirect migration background,male,Upper Secondary Degree,0.12615,157,628,0.10016,0.15214
2016,Indirect migration background,male,No School Degree Yet,0.02992,73,628,0.01658,0.04325
2016,Indirect migration background,female,Secondary School Degree,0.11384,162,762,0.09128,0.13641
2016,Indirect migration background,female,Intermediate School Degree,0.14607,243,762,0.12098,0.17117
2016,Indirect migration background,female,Technical School Degree,0.03793,60,762,0.02436,0.05150
2016,Indirect migration background,female,Upper Secondary Degree,0.15401,203,762,0.12836,0.17966
2016,Indirect migration background,female,No School Degree Yet,0.04533,94,762,0.03055,0.06011
2017,No migration background,male,Secondary School Degree,0.26237,2625,9202,0.25338,0.27136
2017,No migration background,male,Intermediate School Degree,0.25331,2848,9202,0.24442,0.26219
2017,No migration background,male,Technical School Degree,0.06673,727,9202,0.06163,0.07183
2017,No migration background,male,Upper Secondary Degree,0.21308,2580,9202,0.20472,0.22145
2017,No migration background,male,Other Degree,0.00737,75,9202,0.00562,0.00912
2017,No migration background,male,"Dropout, No School Degree",0.00864,90,9202,0.00675,0.01054
2017,No migration background,male,No School Degree Yet,0.01623,257,9202,0.01365,0.01881
2017,No migration background,female,Secondary School Degree,0.26151,2630,10615,0.25315,0.26987
2017,No migration background,female,Intermediate School Degree,0.29665,3989,10615,0.28796,0.30534
2017,No migration background,female,Technical School Degree,0.05237,672,10615,0.04813,0.05661
2017,No migration background,female,Upper Secondary Degree,0.20153,2852,10615,0.19390,0.20916
2017,No migration background,female,Other Degree,0.00812,87,10615,0.00641,0.00983
2017,No migration background,female,"Dropout, No School Degree",0.00851,103,10615,0.00676,0.01026
2017,No migration background,female,No School Degree Yet,0.01578,282,10615,0.01341,0.01815
2017,Direct migration background,male,Secondary School Degree,0.11946,280,4269,0.10973,0.12919
2017,Direct migration background,male,Intermediate School Degree,0.06632,158,4269,0.05886,0.07379
2017,Direct migration background,male,Technical School Degree,0.02849,66,4269,0.02350,0.03348
2017,Direct migration background,male,Upper Secondary Degree,0.06817,160,4269,0.06061,0.07573
2017,Direct migration background,male,Other Degree,0.55266,2611,4269,0.53774,0.56758
2017,Direct migration background,male,"Dropout, No School Degree",0.07130,696,4269,0.06358,0.07902
2017,Direct migration background,male,No School Degree Yet,0.01172,141,4269,0.00849,0.01495
2017,Direct migration background,male,No School Attended,0.00371,157,4269,0.00189,0.00554
2017,Direct migration background,female,Secondary School Degree,0.10862,252,4308,0.09933,0.11791
2017,Direct migration background,female,Intermediate School Degree,0.07579,263,4308,0.06789,0.08370
2017,Direct migration background,female,Technical School Degree,0.02488,83,4308,0.02023,0.02953
2017,Direct migration background,female,Upper Secondary Degree,0.06855,195,4308,0.06100,0.07609
2017,Direct migration background,female,Other Degree,0.54948,2524,4308,0.53462,0.56434
2017,Direct migration background,female,"Dropout, No School Degree",0.07689,604,4308,0.06893,0.08485
2017,Direct migration background,female,No School Degree Yet,0.00754,149,4308,0.00495,0.01012
2017,Direct migration background,female,No School Attended,0.00360,238,4308,0.00181,0.00539
2017,Indirect migration background,male,Secondary School Degree,0.13657,189,710,0.11129,0.16184
2017,Indirect migration background,male,Intermediate School Degree,0.10900,162,710,0.08606,0.13194
2017,Indirect migration background,male,Technical School Degree,0.05680,77,710,0.03976,0.07384
2017,Indirect migration background,male,Upper Secondary Degree,0.12970,190,710,0.10497,0.15443
2017,Indirect migration background,male,No School Degree Yet,0.03384,92,710,0.02053,0.04715
2017,Indirect migration background,female,Secondary School Degree,0.10464,157,820,0.08368,0.12561
2017,Indirect migration background,female,Intermediate School Degree,0.13443,254,820,0.11107,0.15780
2017,Indirect migration background,female,Technical School Degree,0.03914,66,820,0.02586,0.05242
2017,Indirect migration background,female,Upper Secondary Degree,0.15672,239,820,0.13183,0.18162
2017,Indirect migration background,female,No School Degree Yet,0.04250,104,820,0.02869,0.05632
2018,No migration background,male,Secondary School Degree,0.25712,2475,8813,0.24800,0.26625
2018,No migration background,male,Intermediate School Degree,0.25206,2727,8813,0.24300,0.26113
2018,No migration background,male,Technical School Degree,0.07144,712,8813,0.06606,0.07682
2018,No migration background,male,Upper Secondary Degree,0.22186,2522,8813,0.21318,0.23053
2018,No migration background,male,Other Degree,0.00547,66,8813,0.00393,0.00701
2018,No migration background,male,"Dropout, No School Degree",0.00729,88,8813,0.00552,0.00907
2018,No migration background,male,No School Degree Yet,0.01379,223,8813,0.01135,0.01622
2018,No migration background,female,Secondary School Degree,0.25446,2505,10235,0.24602,0.26290
2018,No migration background,female,Intermediate School Degree,0.29750,3852,10235,0.28865,0.30636
2018,No migration background,female,Technical School Degree,0.05360,655,10235,0.04924,0.05796
2018,No migration background,female,Upper Secondary Degree,0.20840,2808,10235,0.20053,0.21627
2018,No migration background,female,Other Degree,0.00791,88,10235,0.00619,0.00962
2018,No migration background,female,"Dropout, No School Degree",0.00832,107,10235,0.00656,0.01008
2018,No migration background,female,No School Degree Yet,0.01366,220,10235,0.01141,0.01590
2018,Direct migration background,male,Secondary School Degree,0.12459,275,3973,0.11432,0.13486
2018,Direct migration background,male,Intermediate School Degree,0.05788,151,3973,0.05062,0.06515
2018,Direct migration background,male,Technical School Degree,0.03043,72,3973,0.02509,0.03578
2018,Direct migration background,male,Upper Secondary Degree,0.06848,154,3973,0.06062,0.07633
2018,Direct migration background,male,Other Degree,0.54332,2380,3973,0.52782,0.55881
2018,Direct migration background,male,"Dropout, No School Degree",0.07047,676,3973,0.06251,0.07843
2018,Direct migration background,male,No School Degree Yet,0.00767,132,3973,0.00496,0.01039
2018,Direct migration background,male,No School Attended,0.00306,133,3973,0.00134,0.00478
2018,Direct migration background,female,Secondary School Degree,0.10400,233,3920,0.09445,0.11356
2018,Direct migration background,female,Intermediate School Degree,0.08430,256,3920,0.07560,0.09299
2018,Direct migration background,female,Technical School Degree,0.02504,78,3920,0.02015,0.02994
2018,Direct migration background,female,Upper Secondary Degree,0.06226,186,3920,0.05469,0.06982
2018,Direct migration background,female,Other Degree,0.55276,2289,3920,0.53719,0.56832
2018,Direct migration background,female,"Dropout, No School Degree",0.08084,577,3920,0.07230,0.08937
2018,Direct migration background,female,No School Degree Yet,0.00595,115,3920,0.00354,0.00835
2018,Direct migration background,female,No School Attended,0.00367,186,3920,0.00177,0.00556
2018,Indirect migration background,male,Secondary School Degree,0.14243,196,686,0.11625,0.16860
2018,Indirect migration background,male,Intermediate School Degree,0.11295,166,686,0.08925,0.13666
2018,Indirect migration background,male,Technical School Degree,0.04792,68,686,0.03192,0.06391
2018,Indirect migration background,male,Upper Secondary Degree,0.12620,168,686,0.10134,0.15107
2018,Indirect migration background,male,No School Degree Yet,0.03408,88,686,0.02049,0.04766
2018,Indirect migration background,female,Secondary School Degree,0.09802,162,797,0.07736,0.11868
2018,Indirect migration background,female,Intermediate School Degree,0.14469,253,797,0.12025,0.16912
2018,Indirect migration background,female,Technical School Degree,0.04443,70,797,0.03012,0.05875
2018,Indirect migration background,female,Upper Secondary Degree,0.16387,233,797,0.13815,0.18958
2018,Indirect migration background,female,No School Degree Yet,0.03600,79,797,0.02306,0.04895
2019,No migration background,male,Secondary School Degree,0.24827,2401,9524,0.23960,0.25695
2019,No migration background,male,Intermediate School Degree,0.25420,2962,9524,0.24545,0.26295
2019,No migration background,male,Technical School Degree,0.06885,805,9524,0.06376,0.07393
2019,No migration background,male,Upper Secondary Degree,0.22824,2995,9524,0.21981,0.23666
2019,No migration background,male,Other Degree,0.00532,73,9524,0.00386,0.00678
2019,No migration background,male,"Dropout, No School Degree",0.00731,86,9524,0.00560,0.00902
2019,No migration background,male,No School Degree Yet,0.01232,202,9524,0.01010,0.01453
2019,No migration background,female,Secondary School Degree,0.24086,2280,10198,0.23256,0.24916
2019,No migration background,female,Intermediate School Degree,0.30057,3843,10198,0.29167,0.30947
2019,No migration background,female,Technical School Degree,0.05298,670,10198,0.04863,0.05733
2019,No migration background,female,Upper Secondary Degree,0.21700,3032,10198,0.20900,0.22500
2019,No migration background,female,Other Degree,0.00738,84,10198,0.00572,0.00904
2019,No migration background,female,"Dropout, No School Degree",0.00787,95,10198,0.00615,0.00958
2019,No migration background,female,No School Degree Yet,0.01286,194,10198,0.01067,0.01504
2019,Direct migration background,male,Secondary School Degree,0.12858,261,3567,0.11760,0.13957
2019,Direct migration background,male,Intermediate School Degree,0.05557,145,3567,0.04805,0.06309
2019,Direct migration background,male,Technical School Degree,0.02799,65,3567,0.02258,0.03341
2019,Direct migration background,male,Upper Secondary Degree,0.06494,154,3567,0.05685,0.07303
2019,Direct migration background,male,Other Degree,0.55455,2076,3567,0.53823,0.57086
2019,Direct migration background,male,"Dropout, No School Degree",0.07255,632,3567,0.06403,0.08106
2019,Direct migration background,male,No School Degree Yet,0.00719,81,3567,0.00442,0.00996
2019,Direct migration background,male,No School Attended,0.00427,153,3567,0.00213,0.00641
2019,Direct migration background,female,Secondary School Degree,0.10148,202,3437,0.09139,0.11158
2019,Direct migration background,female,Intermediate School Degree,0.08592,238,3437,0.07655,0.09529
2019,Direct migration background,female,Technical School Degree,0.02410,75,3437,0.01897,0.02923
2019,Direct migration background,female,Upper Secondary Degree,0.06439,187,3437,0.05618,0.07259
2019,Direct migration background,female,Other Degree,0.54560,1966,3437,0.52895,0.56224
2019,Direct migration background,female,"Dropout, No School Degree",0.08618,482,3437,0.07680,0.09556
2019,Direct migration background,female,No School Degree Yet,0.00623,75,3437,0.00360,0.00886
2019,Direct migration background,female,No School Attended,0.00485,212,3437,0.00253,0.00718
2019,Indirect migration background,male,Secondary School Degree,0.13027,167,676,0.10488,0.15567
2019,Indirect migration background,male,Intermediate School Degree,0.10937,151,676,0.08583,0.13292
2019,Indirect migration background,male,Technical School Degree,0.05720,73,676,0.03968,0.07471
2019,Indirect migration background,male,Upper Secondary Degree,0.13041,203,676,0.10501,0.15582
2019,Indirect migration background,male,No School Degree Yet,0.03370,82,676,0.02009,0.04732
2019,Indirect migration background,female,Secondary School Degree,0.09447,139,759,0.07365,0.11530
2019,Indirect migration background,female,Intermediate School Degree,0.13526,235,759,0.11091,0.15961
2019,Indirect migration background,female,Technical School Degree,0.05535,74,759,0.03907,0.07163
2019,Indirect migration background,female,Upper Secondary Degree,0.16031,248,759,0.13419,0.18643
2019,Indirect migration background,female,No School Degree Yet,0.02557,63,759,0.01433,0.03681
2020,No migration background,male,Secondary School Degree,0.23867,2124,8625,0.22968,0.24767
2020,No migration background,male,Intermediate School Degree,0.25121,2661,8625,0.24205,0.26036
2020,No migration background,male,Technical School Degree,0.06797,731,8625,0.06265,0.07328
2020,No migration background,male,Upper Secondary Degree,0.23492,2759,8625,0.22597,0.24387
2020,No migration background,male,Other Degree,0.00512,64,8625,0.00361,0.00663
2020,No migration background,male,"Dropout, No School Degree",0.00635,70,8625,0.00467,0.00803
2020,No migration background,male,No School Degree Yet,0.01491,216,8625,0.01235,0.01747
2020,No migration background,female,Secondary School Degree,0.23472,2072,9582,0.22624,0.24321
2020,No migration background,female,Intermediate School Degree,0.29436,3562,9582,0.28523,0.30348
2020,No migration background,female,Technical School Degree,0.05300,637,9582,0.04852,0.05749
2020,No migration background,female,Upper Secondary Degree,0.22524,2931,9582,0.21688,0.23361
2020,No migration background,female,Other Degree,0.00769,82,9582,0.00594,0.00944
2020,No migration background,female,"Dropout, No School Degree",0.00758,82,9582,0.00585,0.00932
2020,No migration background,female,No School Degree Yet,0.01428,216,9582,0.01191,0.01666
2020,Direct migration background,male,Secondary School Degree,0.12370,252,4627,0.11422,0.13319
2020,Direct migration background,male,Intermediate School Degree,0.06237,161,4627,0.05540,0.06934
2020,Direct migration background,male,Technical School Degree,0.02386,60,4627,0.01946,0.02826
2020,Direct migration background,male,Upper Secondary Degree,0.06775,150,4627,0.06051,0.07500
2020,Direct migration background,male,Other Degree,0.54144,2925,4627,0.52709,0.55580
2020,Direct migration background,male,"Dropout, No School Degree",0.06733,713,4627,0.06011,0.07455
2020,Direct migration background,male,No School Degree Yet,0.01070,121,4627,0.00773,0.01366
2020,Direct migration background,male,No School Attended,0.00788,245,4627,0.00533,0.01043
2020,Direct migration background,female,Secondary School Degree,0.10157,192,3982,0.09219,0.11095
2020,Direct migration background,female,Intermediate School Degree,0.09216,230,3982,0.08318,0.10115
2020,Direct migration background,female,Technical School Degree,0.02578,73,3982,0.02085,0.03070
2020,Direct migration background,female,Upper Secondary Degree,0.06062,188,3982,0.05320,0.06803
2020,Direct migration background,female,Other Degree,0.54092,2479,3982,0.52544,0.55640
2020,Direct migration background,female,"Dropout, No School Degree",0.07756,483,3982,0.06925,0.08587
2020,Direct migration background,female,No School Degree Yet,0.00640,108,3982,0.00392,0.00888
2020,Direct migration background,female,No School Attended,0.00822,229,3982,0.00542,0.01103
2020,Indirect migration background,male,Secondary School Degree,0.14046,159,667,0.11407,0.16685
2020,Indirect migration background,male,Intermediate School Degree,0.11617,157,667,0.09183,0.14051
2020,Indirect migration background,male,Technical School Degree,0.05897,79,667,0.04108,0.07686
2020,Indirect migration background,male,Upper Secondary Degree,0.11694,187,667,0.09254,0.14135
2020,Indirect migration background,male,No School Degree Yet,0.03418,85,667,0.02038,0.04798
2020,Indirect migration background,female,Secondary School Degree,0.09264,139,741,0.07175,0.11353
2020,Indirect migration background,female,Intermediate School Degree,0.13190,211,741,0.10752,0.15628
2020,Indirect migration background,female,Technical School Degree,0.06825,78,741,0.05008,0.08642
2020,Indirect migration background,female,Upper Secondary Degree,0.14701,245,741,0.12149,0.17252
2020,Indirect migration background,female,No School Degree Yet,0.02461,68,741,0.01345,0.03577
2021,No migration background,male,Secondary School Degree,0.22623,1364,6052,0.21568,0.23677
2021,No migration background,male,Intermediate School Degree,0.23860,1789,6052,0.22786,0.24934
2021,No migration background,male,Technical School Degree,0.07439,555,6052,0.06778,0.08101
2021,No migration background,male,Upper Secondary Degree,0.25193,2116,6052,0.24099,0.26286
2021,No migration background,male,Other Degree,0.00442,43,6052,0.00275,0.00609
2021,No migration background,male,"Dropout, No School Degree",0.00683,42,6052,0.00475,0.00890
2021,No migration background,male,No School Degree Yet,0.01251,143,6052,0.00971,0.01531
2021,No migration background,female,Secondary School Degree,0.22335,1345,6813,0.21346,0.23324
2021,No migration background,female,Intermediate School Degree,0.28436,2446,6813,0.27364,0.29507
2021,No migration background,female,Technical School Degree,0.05809,474,6813,0.05254,0.06365
2021,No migration background,female,Upper Secondary Degree,0.24395,2306,6813,0.23375,0.25415
2021,No migration background,female,Other Degree,0.00572,49,6813,0.00393,0.00751
2021,No migration background,female,"Dropout, No School Degree",0.00626,63,6813,0.00439,0.00814
2021,No migration background,female,No School Degree Yet,0.01327,130,6813,0.01055,0.01599
2021,Direct migration background,male,Secondary School Degree,0.10660,139,2552,0.09462,0.11857
2021,Direct migration background,male,Intermediate School Degree,0.06651,119,2552,0.05684,0.07618
2021,Direct migration background,male,Technical School Degree,0.02256,46,2552,0.01680,0.02833
2021,Direct migration background,male,Upper Secondary Degree,0.09424,131,2552,0.08290,0.10558
2021,Direct migration background,male,Other Degree,0.46997,1512,2552,0.45061,0.48934
2021,Direct migration background,male,"Dropout, No School Degree",0.07775,399,2552,0.06735,0.08814
2021,Direct migration background,male,No School Degree Yet,0.01144,79,2552,0.00731,0.01557
2021,Direct migration background,male,No School Attended,0.01026,127,2552,0.00635,0.01417
2021,Direct migration background,female,Secondary School Degree,0.10350,131,2426,0.09137,0.11562
2021,Direct migration background,female,Intermediate School Degree,0.08018,153,2426,0.06937,0.09099
2021,Direct migration background,female,Technical School Degree,0.02799,51,2426,0.02143,0.03456
2021,Direct migration background,female,Upper Secondary Degree,0.06855,157,2426,0.05849,0.07860
2021,Direct migration background,female,Other Degree,0.53455,1435,2426,0.51469,0.55440
2021,Direct migration background,female,"Dropout, No School Degree",0.04861,276,2426,0.04005,0.05717
2021,Direct migration background,female,No School Degree Yet,0.01023,72,2426,0.00623,0.01424
2021,Direct migration background,female,No School Attended,0.00822,151,2426,0.00462,0.01181
2021,Indirect migration background,male,Secondary School Degree,0.12246,75,426,0.09130,0.15363
2021,Indirect migration background,male,Intermediate School Degree,0.09449,105,426,0.06668,0.12230
2021,Indirect migration background,male,Technical School Degree,0.06400,55,426,0.04073,0.08727
2021,Indirect migration background,male,Upper Secondary Degree,0.12180,155,426,0.09071,0.15290
2021,Indirect migration background,male,No School Degree Yet,0.02570,36,426,0.01065,0.04074
2021,Indirect migration background,female,Secondary School Degree,0.09050,74,462,0.06431,0.11668
2021,Indirect migration background,female,Intermediate School Degree,0.10556,122,462,0.07751,0.13361
2021,Indirect migration background,female,Technical School Degree,0.07073,53,462,0.04733,0.09413
2021,Indirect migration background,female,Upper Secondary Degree,0.19654,179,462,0.16026,0.23281
2021,Indirect migration background,female,No School Degree Yet,0.01187,34,462,0.00199,0.02176
2022,No migration background,male,Secondary School Degree,0.18142,1500,7823,0.17288,0.18996
2022,No migration background,male,Intermediate School Degree,0.21587,2301,7823,0.20676,0.22499
2022,No migration background,male,Technical School Degree,0.07287,778,7823,0.06711,0.07863
2022,No migration background,male,Upper Secondary Degree,0.24772,2944,7823,0.23815,0.25728
2022,No migration background,male,Other Degree,0.00636,71,7823,0.00460,0.00812
2022,No migration background,male,"Dropout, No School Degree",0.00697,76,7823,0.00513,0.00881
2022,No migration background,male,No School Degree Yet,0.00943,153,7823,0.00729,0.01157
2022,No migration background,female,Secondary School Degree,0.19088,1410,8507,0.18253,0.19923
2022,No migration background,female,Intermediate School Degree,0.26167,2974,8507,0.25232,0.27101
2022,No migration background,female,Technical School Degree,0.05249,625,8507,0.04775,0.05723
2022,No migration background,female,Upper Secondary Degree,0.24237,3173,8507,0.23326,0.25148
2022,No migration background,female,Other Degree,0.00757,75,8507,0.00573,0.00941
2022,No migration background,female,"Dropout, No School Degree",0.00547,76,8507,0.00390,0.00703
2022,No migration background,female,No School Degree Yet,0.00973,174,8507,0.00764,0.01182
2022,Direct migration background,male,Secondary School Degree,0.07352,157,3225,0.06451,0.08253
2022,Direct migration background,male,Intermediate School Degree,0.04998,136,3225,0.04246,0.05750
2022,Direct migration background,male,Technical School Degree,0.02706,66,3225,0.02146,0.03266
2022,Direct migration background,male,Upper Secondary Degree,0.07688,194,3225,0.06769,0.08608
2022,Direct migration background,male,Other Degree,0.38241,2118,3225,0.36564,0.39919
2022,Direct migration background,male,"Dropout, No School Degree",0.04894,317,3225,0.04150,0.05639
2022,Direct migration background,male,No School Degree Yet,0.01212,114,3225,0.00834,0.01589
2022,Direct migration background,male,No School Attended,0.01129,123,3225,0.00765,0.01494
2022,Direct migration background,female,Secondary School Degree,0.06250,117,3163,0.05407,0.07094
2022,Direct migration background,female,Intermediate School Degree,0.08771,175,3163,0.07785,0.09757
2022,Direct migration background,female,Technical School Degree,0.03102,75,3163,0.02497,0.03706
2022,Direct migration background,female,Upper Secondary Degree,0.06266,224,3163,0.05422,0.07111
2022,Direct migration background,female,Other Degree,0.42729,2074,3163,0.41004,0.44453
2022,Direct migration background,female,"Dropout, No School Degree",0.04115,246,3163,0.03423,0.04808
2022,Direct migration background,female,No School Degree Yet,0.01369,138,3163,0.00964,0.01774
2022,Direct migration background,female,No School Attended,0.00978,114,3163,0.00635,0.01321
2022,Indirect migration background,male,Secondary School Degree,0.11494,93,635,0.09011,0.13977
2022,Indirect migration background,male,Intermediate School Degree,0.10809,158,635,0.08392,0.13226
2022,Indirect migration background,male,Technical School Degree,0.07380,83,635,0.05345,0.09415
2022,Indirect migration background,male,Upper Secondary Degree,0.16341,257,635,0.13463,0.19219
2022,Indirect migration background,male,No School Degree Yet,0.02137,44,635,0.01011,0.03262
2022,Indirect migration background,female,Secondary School Degree,0.08118,101,728,0.06133,0.10103
2022,Indirect migration background,female,Intermediate School Degree,0.14827,213,728,0.12243,0.17410
2022,Indirect migration background,female,Technical School Degree,0.06806,82,728,0.04975,0.08637
2022,Indirect migration background,female,Upper Secondary Degree,0.20929,295,728,0.17972,0.23886
2022,Indirect migration background,female,No School Degree Yet,0.01554,37,728,0.00655,0.02453
