year,regtyp,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Rural regions,female,"Dropout, No School Degree",0.00669,87,3140,0.00384,0.00954
2021,Rural regions,female,No School Degree Yet,0.00964,65,3140,0.00622,0.01306
2022,Urban regions,male,Secondary School Degree,0.13885,992,8042,0.13129,0.14641
2022,Urban regions,male,Intermediate School Degree,0.14794,1380,8042,0.14018,0.15570
2022,Urban regions,male,Technical School Degree,0.07192,669,8042,0.06627,0.07757
2022,Urban regions,male,Upper Secondary Degree,0.23409,2511,8042,0.22483,0.24334
2022,Urban regions,male,Other Degree,0.07469,1832,8042,0.06894,0.08043
2022,Urban regions,male,"Dropout, No School Degree",0.01369,307,8042,0.01115,0.01623
2022,Urban regions,male,No School Degree Yet,0.01327,244,8042,0.01077,0.01577
2022,Urban regions,male,No School Attended,0.00261,107,8042,0.00150,0.00373
2022,Urban regions,female,Secondary School Degree,0.14875,965,8420,0.14115,0.15635
2022,Urban regions,female,Intermediate School Degree,0.19408,1840,8420,0.18563,0.20253
2022,Urban regions,female,Technical School Degree,0.05493,575,8420,0.05006,0.05980
2022,Urban regions,female,Upper Secondary Degree,0.23132,2692,8420,0.22231,0.24032
2022,Urban regions,female,Other Degree,0.08186,1772,8420,0.07600,0.08772
2022,Urban regions,female,"Dropout, No School Degree",0.01099,234,8420,0.00876,0.01321
2022,Urban regions,female,No School Degree Yet,0.01176,254,8420,0.00946,0.01407
2022,Urban regions,female,No School Attended,0.00283,88,8420,0.00169,0.00396
2022,Rural regions,male,Secondary School Degree,0.19925,758,3655,0.18629,0.21220
2022,Rural regions,male,Intermediate School Degree,0.24730,1215,3655,0.23331,0.26128
2022,Rural regions,male,Technical School Degree,0.05195,258,3655,0.04475,0.05914
2022,Rural regions,male,Upper Secondary Degree,0.16316,884,3655,0.15118,0.17514
2022,Rural regions,male,Other Degree,0.04395,377,3655,0.03731,0.05060
2022,Rural regions,male,"Dropout, No School Degree",0.01294,96,3655,0.00927,0.01660
2022,Rural regions,male,No School Degree Yet,0.00614,67,3655,0.00360,0.00867
2022,Rural regions,female,Secondary School Degree,0.18374,663,4019,0.17176,0.19571
2022,Rural regions,female,Intermediate School Degree,0.28589,1522,4019,0.27191,0.29986
2022,Rural regions,female,Technical School Degree,0.04139,207,4019,0.03523,0.04755
2022,Rural regions,female,Upper Secondary Degree,0.16662,1000,4019,0.15510,0.17814
2022,Rural regions,female,Other Degree,0.05506,398,4019,0.04800,0.06211
2022,Rural regions,female,"Dropout, No School Degree",0.01091,100,4019,0.00770,0.01412
2022,Rural regions,female,No School Degree Yet,0.00908,95,4019,0.00615,0.01201
2022,Rural regions,female,No School Attended,0.00168,34,4019,0.00041,0.00294
