year,pgisced97,sampreg,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Post-secondary Non-tertiary Level,West,Technical School Degree,0.31140,559,1681,0.28926,0.33354
2011,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.50826,877,1681,0.48435,0.53216
2011,Post-secondary Non-tertiary Level,West,Other Degree,0.14020,245,1681,0.12359,0.15680
2011,Post-secondary Non-tertiary Level,East,Technical School Degree,0.22464,60,279,0.17558,0.27370
2011,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.75247,219,279,0.70174,0.80320
2011,First Stage of Tertiary Education,West,Secondary School Degree,0.29007,363,1355,0.26590,0.31424
2011,First Stage of Tertiary Education,West,Intermediate School Degree,0.36619,532,1355,0.34053,0.39185
2011,First Stage of Tertiary Education,West,Technical School Degree,0.13851,206,1355,0.12011,0.15691
2011,First Stage of Tertiary Education,West,Upper Secondary Degree,0.14511,207,1355,0.12635,0.16387
2011,First Stage of Tertiary Education,West,Other Degree,0.04302,47,1355,0.03221,0.05383
2011,First Stage of Tertiary Education,East,Secondary School Degree,0.20108,90,441,0.16363,0.23853
2011,First Stage of Tertiary Education,East,Intermediate School Degree,0.63595,300,441,0.59100,0.68091
2011,First Stage of Tertiary Education,East,Upper Secondary Degree,0.10568,51,441,0.07696,0.13441
2011,Second Stage of Tertiary Education,West,Secondary School Degree,0.02005,70,4591,0.01599,0.02410
2011,Second Stage of Tertiary Education,West,Intermediate School Degree,0.07030,313,4591,0.06290,0.07770
2011,Second Stage of Tertiary Education,West,Technical School Degree,0.13535,556,4591,0.12545,0.14524
2011,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.66368,3252,4591,0.65001,0.67735
2011,Second Stage of Tertiary Education,West,Other Degree,0.09397,400,4591,0.08553,0.10242
2011,Second Stage of Tertiary Education,East,Secondary School Degree,0.08862,96,1527,0.07436,0.10288
2011,Second Stage of Tertiary Education,East,Intermediate School Degree,0.29542,427,1527,0.27252,0.31831
2011,Second Stage of Tertiary Education,East,Technical School Degree,0.07285,81,1527,0.05981,0.08589
2011,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.52126,923,1527,0.49620,0.54633
2012,Primary Level,West,Other Degree,0.12622,52,336,0.09066,0.16178
2012,Primary Level,West,"Dropout, No School Degree",0.86753,284,336,0.83122,0.90383
2012,Primary Level,East,"Dropout, No School Degree",0.68234,36,36,0.52809,0.83658
2012,Lower Secondary Level,West,Secondary School Degree,0.60544,1558,2602,0.58665,0.62422
2012,Lower Secondary Level,West,Intermediate School Degree,0.22165,665,2602,0.20568,0.23761
2012,Lower Secondary Level,West,Other Degree,0.17292,379,2602,0.15838,0.18745
2012,Lower Secondary Level,East,Secondary School Degree,0.61826,215,366,0.56842,0.66810
2012,Lower Secondary Level,East,Intermediate School Degree,0.32949,151,366,0.28127,0.37771
2012,Upper Secondary Level,West,Secondary School Degree,0.47802,4544,10087,0.46827,0.48777
2012,Upper Secondary Level,West,Intermediate School Degree,0.35410,4156,10087,0.34477,0.36344
2012,Upper Secondary Level,West,Technical School Degree,0.01043,120,10087,0.00845,0.01241
2012,Upper Secondary Level,West,Upper Secondary Degree,0.06553,608,10087,0.06070,0.07035
2012,Upper Secondary Level,West,Other Degree,0.06528,583,10087,0.06046,0.07010
2012,Upper Secondary Level,West,"Dropout, No School Degree",0.00791,76,10087,0.00618,0.00964
2012,Upper Secondary Level,East,Secondary School Degree,0.32562,1017,3240,0.30948,0.34175
2012,Upper Secondary Level,East,Intermediate School Degree,0.57683,2011,3240,0.55982,0.59385
2012,Upper Secondary Level,East,Upper Secondary Degree,0.04906,154,3240,0.04162,0.05650
2012,Upper Secondary Level,East,Other Degree,0.01710,58,3240,0.01263,0.02156
2012,Post-secondary Non-tertiary Level,West,Technical School Degree,0.32802,551,1642,0.30530,0.35073
2012,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.47983,830,1642,0.45565,0.50400
2012,Post-secondary Non-tertiary Level,West,Other Degree,0.15892,261,1642,0.14123,0.17661
2012,Post-secondary Non-tertiary Level,East,Technical School Degree,0.24667,60,286,0.19662,0.29672
2012,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.73026,226,286,0.67873,0.78179
2012,First Stage of Tertiary Education,West,Secondary School Degree,0.27835,357,1304,0.25402,0.30269
2012,First Stage of Tertiary Education,West,Intermediate School Degree,0.37160,511,1304,0.34536,0.39783
2012,First Stage of Tertiary Education,West,Technical School Degree,0.13473,188,1304,0.11619,0.15327
2012,First Stage of Tertiary Education,West,Upper Secondary Degree,0.15856,206,1304,0.13873,0.17839
2012,First Stage of Tertiary Education,West,Other Degree,0.04092,42,1304,0.03017,0.05168
2012,First Stage of Tertiary Education,East,Secondary School Degree,0.18482,86,442,0.14860,0.22105
2012,First Stage of Tertiary Education,East,Intermediate School Degree,0.60865,298,442,0.56310,0.65420
2012,First Stage of Tertiary Education,East,Upper Secondary Degree,0.14162,58,442,0.10908,0.17416
2012,Second Stage of Tertiary Education,West,Secondary School Degree,0.01824,74,4545,0.01435,0.02213
2012,Second Stage of Tertiary Education,West,Intermediate School Degree,0.06639,300,4545,0.05916,0.07363
2012,Second Stage of Tertiary Education,West,Technical School Degree,0.13553,562,4545,0.12558,0.14549
2012,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.65269,3210,4545,0.63885,0.66653
2012,Second Stage of Tertiary Education,West,Other Degree,0.10754,399,4545,0.09853,0.11655
2012,Second Stage of Tertiary Education,East,Secondary School Degree,0.08515,95,1495,0.07100,0.09930
2012,Second Stage of Tertiary Education,East,Intermediate School Degree,0.27993,403,1495,0.25716,0.30270
2012,Second Stage of Tertiary Education,East,Technical School Degree,0.06995,82,1495,0.05701,0.08288
2012,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.53817,915,1495,0.51289,0.56345
2013,Primary Level,West,Other Degree,0.11014,56,566,0.08433,0.13596
2013,Primary Level,West,"Dropout, No School Degree",0.88603,510,566,0.85983,0.91223
2013,Primary Level,East,"Dropout, No School Degree",0.72734,51,51,0.60390,0.85078
2013,Lower Secondary Level,West,Secondary School Degree,0.58739,1715,3380,0.57079,0.60399
2013,Lower Secondary Level,West,Intermediate School Degree,0.23471,846,3380,0.22042,0.24900
2013,Lower Secondary Level,West,Other Degree,0.17785,819,3380,0.16496,0.19075
2013,Lower Secondary Level,East,Secondary School Degree,0.59566,204,427,0.54905,0.64226
2013,Lower Secondary Level,East,Intermediate School Degree,0.32325,166,427,0.27883,0.36766
2013,Lower Secondary Level,East,Other Degree,0.08109,57,427,0.05517,0.10702
2013,Upper Secondary Level,West,Secondary School Degree,0.46756,4374,10811,0.45815,0.47697
2013,Upper Secondary Level,West,Intermediate School Degree,0.35596,4148,10811,0.34694,0.36499
2013,Upper Secondary Level,West,Technical School Degree,0.01296,187,10811,0.01082,0.01509
2013,Upper Secondary Level,West,Upper Secondary Degree,0.06895,759,10811,0.06417,0.07372
2013,Upper Secondary Level,West,Other Degree,0.07018,1254,10811,0.06536,0.07499
2013,Upper Secondary Level,West,"Dropout, No School Degree",0.00832,89,10811,0.00661,0.01004
2013,Upper Secondary Level,East,Secondary School Degree,0.31376,932,3110,0.29745,0.33007
2013,Upper Secondary Level,East,Intermediate School Degree,0.58697,1914,3110,0.56966,0.60428
2013,Upper Secondary Level,East,Upper Secondary Degree,0.04851,140,3110,0.04096,0.05606
2013,Upper Secondary Level,East,Other Degree,0.02127,124,3110,0.01620,0.02634
2013,Post-secondary Non-tertiary Level,West,Technical School Degree,0.33008,571,2023,0.30959,0.35058
2013,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.46650,849,2023,0.44476,0.48825
2013,Post-secondary Non-tertiary Level,West,Other Degree,0.18479,603,2023,0.16787,0.20170
2013,Post-secondary Non-tertiary Level,East,Technical School Degree,0.22783,59,317,0.18159,0.27408
2013,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.69081,208,317,0.63985,0.74176
2013,Post-secondary Non-tertiary Level,East,Other Degree,0.08136,50,317,0.05122,0.11150
2013,First Stage of Tertiary Education,West,Secondary School Degree,0.28804,328,1263,0.26306,0.31303
2013,First Stage of Tertiary Education,West,Intermediate School Degree,0.36599,490,1263,0.33941,0.39257
2013,First Stage of Tertiary Education,West,Technical School Degree,0.15223,198,1263,0.13241,0.17205
2013,First Stage of Tertiary Education,West,Upper Secondary Degree,0.14683,199,1263,0.12730,0.16636
2013,First Stage of Tertiary Education,West,Other Degree,0.03035,48,1263,0.02089,0.03982
2013,First Stage of Tertiary Education,East,Secondary School Degree,0.18948,79,401,0.15108,0.22789
2013,First Stage of Tertiary Education,East,Intermediate School Degree,0.63767,274,401,0.59056,0.68477
2013,First Stage of Tertiary Education,East,Upper Secondary Degree,0.11546,48,401,0.08414,0.14677
2013,Second Stage of Tertiary Education,West,Secondary School Degree,0.01699,72,5224,0.01348,0.02049
2013,Second Stage of Tertiary Education,West,Intermediate School Degree,0.06991,302,5224,0.06300,0.07683
2013,Second Stage of Tertiary Education,West,Technical School Degree,0.12806,563,5224,0.11900,0.13712
2013,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.65271,3291,5224,0.63980,0.66562
2013,Second Stage of Tertiary Education,West,Other Degree,0.11318,996,5224,0.10459,0.12178
2013,Second Stage of Tertiary Education,East,Secondary School Degree,0.08323,89,1541,0.06944,0.09703
2013,Second Stage of Tertiary Education,East,Intermediate School Degree,0.28154,388,1541,0.25907,0.30400
2013,Second Stage of Tertiary Education,East,Technical School Degree,0.07233,82,1541,0.05939,0.08526
2013,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.51383,877,1541,0.48887,0.53880
2013,Second Stage of Tertiary Education,East,Other Degree,0.03844,105,1541,0.02884,0.04805
2014,Primary Level,West,Other Degree,0.10570,49,447,0.07716,0.13423
2014,Primary Level,West,"Dropout, No School Degree",0.88863,398,447,0.85943,0.91783
2014,Primary Level,East,"Dropout, No School Degree",0.70612,41,41,0.56495,0.84729
2014,Lower Secondary Level,West,Secondary School Degree,0.57655,1469,2833,0.55835,0.59475
2014,Lower Secondary Level,West,Intermediate School Degree,0.23475,729,2833,0.21914,0.25036
2014,Lower Secondary Level,West,Other Degree,0.18870,635,2833,0.17429,0.20311
2014,Lower Secondary Level,East,Secondary School Degree,0.61697,200,400,0.56927,0.66467
2014,Lower Secondary Level,East,Intermediate School Degree,0.31391,152,400,0.26838,0.35945
2014,Lower Secondary Level,East,Other Degree,0.06912,48,400,0.04423,0.09401
2014,Upper Secondary Level,West,Secondary School Degree,0.45988,3906,9546,0.44988,0.46987
2014,Upper Secondary Level,West,Intermediate School Degree,0.35377,3656,9546,0.34418,0.36337
2014,Upper Secondary Level,West,Technical School Degree,0.01433,169,9546,0.01195,0.01671
2014,Upper Secondary Level,West,Upper Secondary Degree,0.07454,728,9546,0.06927,0.07980
2014,Upper Secondary Level,West,Other Degree,0.07174,1006,9546,0.06656,0.07692
2014,Upper Secondary Level,West,"Dropout, No School Degree",0.00841,81,9546,0.00658,0.01024
2014,Upper Secondary Level,East,Secondary School Degree,0.31664,849,2783,0.29936,0.33393
2014,Upper Secondary Level,East,Intermediate School Degree,0.59003,1708,2783,0.57176,0.60831
2014,Upper Secondary Level,East,Upper Secondary Degree,0.04569,130,2783,0.03793,0.05345
2014,Upper Secondary Level,East,Other Degree,0.02188,96,2783,0.01644,0.02731
2014,Post-secondary Non-tertiary Level,West,Technical School Degree,0.32685,518,1728,0.30472,0.34897
2014,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.47669,748,1728,0.45314,0.50025
2014,Post-secondary Non-tertiary Level,West,Other Degree,0.17513,462,1728,0.15720,0.19306
2014,Post-secondary Non-tertiary Level,East,Technical School Degree,0.26674,58,296,0.21627,0.31720
2014,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.66871,200,296,0.61500,0.72242
2014,Post-secondary Non-tertiary Level,East,Other Degree,0.06456,38,296,0.03651,0.09260
2014,First Stage of Tertiary Education,West,Secondary School Degree,0.28606,301,1153,0.25997,0.31216
2014,First Stage of Tertiary Education,West,Intermediate School Degree,0.34229,438,1153,0.31489,0.36969
2014,First Stage of Tertiary Education,West,Technical School Degree,0.15839,184,1153,0.13731,0.17948
2014,First Stage of Tertiary Education,West,Upper Secondary Degree,0.15018,181,1153,0.12955,0.17081
2014,First Stage of Tertiary Education,West,Other Degree,0.04073,49,1153,0.02931,0.05214
2014,First Stage of Tertiary Education,East,Secondary School Degree,0.18491,73,375,0.14556,0.22425
2014,First Stage of Tertiary Education,East,Intermediate School Degree,0.62461,256,375,0.57553,0.67368
2014,First Stage of Tertiary Education,East,Upper Secondary Degree,0.11169,46,375,0.07977,0.14362
2014,Second Stage of Tertiary Education,West,Secondary School Degree,0.01512,65,4693,0.01163,0.01861
2014,Second Stage of Tertiary Education,West,Intermediate School Degree,0.07133,288,4693,0.06397,0.07870
2014,Second Stage of Tertiary Education,West,Technical School Degree,0.13026,529,4693,0.12063,0.13989
2014,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.64668,3006,4693,0.63300,0.66036
2014,Second Stage of Tertiary Education,West,Other Degree,0.11059,805,4693,0.10162,0.11956
2014,Second Stage of Tertiary Education,East,Secondary School Degree,0.07727,86,1426,0.06340,0.09113
2014,Second Stage of Tertiary Education,East,Intermediate School Degree,0.27571,370,1426,0.25251,0.29891
2014,Second Stage of Tertiary Education,East,Technical School Degree,0.07814,79,1426,0.06420,0.09207
2014,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.50921,803,1426,0.48325,0.53517
2014,Second Stage of Tertiary Education,East,Other Degree,0.04144,88,1426,0.03109,0.05179
2015,Primary Level,West,Other Degree,0.10695,48,480,0.07928,0.13463
2015,Primary Level,West,"Dropout, No School Degree",0.89305,432,480,0.86537,0.92072
2015,Primary Level,East,"Dropout, No School Degree",0.72661,39,39,0.58490,0.86832
2015,Lower Secondary Level,West,Secondary School Degree,0.56565,1345,2722,0.54702,0.58427
2015,Lower Secondary Level,West,Intermediate School Degree,0.24721,708,2722,0.23100,0.26342
2015,Lower Secondary Level,West,Other Degree,0.18714,669,2722,0.17249,0.20180
2015,Lower Secondary Level,East,Secondary School Degree,0.61492,193,383,0.56612,0.66372
2015,Lower Secondary Level,East,Intermediate School Degree,0.30937,137,383,0.26302,0.35572
2015,Lower Secondary Level,East,Other Degree,0.07571,53,383,0.04918,0.10223
2015,Upper Secondary Level,West,Secondary School Degree,0.44982,3617,9277,0.43970,0.45995
2015,Upper Secondary Level,West,Intermediate School Degree,0.35986,3490,9277,0.35009,0.36962
2015,Upper Secondary Level,West,Technical School Degree,0.01657,173,9277,0.01397,0.01917
2015,Upper Secondary Level,West,Upper Secondary Degree,0.07144,733,9277,0.06619,0.07668
2015,Upper Secondary Level,West,Other Degree,0.07511,1177,9277,0.06975,0.08048
2015,Upper Secondary Level,West,"Dropout, No School Degree",0.00793,87,9277,0.00613,0.00974
2015,Upper Secondary Level,East,Secondary School Degree,0.30574,789,2666,0.28825,0.32324
2015,Upper Secondary Level,East,Intermediate School Degree,0.59171,1624,2666,0.57305,0.61037
2015,Upper Secondary Level,East,Upper Secondary Degree,0.03999,120,2666,0.03255,0.04742
2015,Upper Secondary Level,East,Other Degree,0.02986,133,2666,0.02340,0.03632
2015,Post-secondary Non-tertiary Level,West,Technical School Degree,0.29398,487,1850,0.27322,0.31475
2015,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.47072,713,1850,0.44797,0.49347
2015,Post-secondary Non-tertiary Level,West,Other Degree,0.21530,650,1850,0.19656,0.23403
2015,Post-secondary Non-tertiary Level,East,Technical School Degree,0.24326,54,287,0.19353,0.29298
2015,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.66177,184,287,0.60694,0.71660
2015,Post-secondary Non-tertiary Level,East,Other Degree,0.09497,49,287,0.06099,0.12895
2015,First Stage of Tertiary Education,West,Secondary School Degree,0.26318,281,1095,0.23709,0.28928
2015,First Stage of Tertiary Education,West,Intermediate School Degree,0.36637,422,1095,0.33782,0.39492
2015,First Stage of Tertiary Education,West,Technical School Degree,0.16764,183,1095,0.14550,0.18977
2015,First Stage of Tertiary Education,West,Upper Secondary Degree,0.14263,166,1095,0.12191,0.16335
2015,First Stage of Tertiary Education,West,Other Degree,0.03509,43,1095,0.02418,0.04599
2015,First Stage of Tertiary Education,East,Secondary School Degree,0.18137,67,367,0.14189,0.22084
2015,First Stage of Tertiary Education,East,Intermediate School Degree,0.62677,254,367,0.57722,0.67632
2015,First Stage of Tertiary Education,East,Upper Secondary Degree,0.11791,46,367,0.08487,0.15095
2015,Second Stage of Tertiary Education,West,Secondary School Degree,0.01589,62,4908,0.01239,0.01939
2015,Second Stage of Tertiary Education,West,Intermediate School Degree,0.06922,277,4908,0.06212,0.07632
2015,Second Stage of Tertiary Education,West,Technical School Degree,0.12549,507,4908,0.11622,0.13476
2015,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.64262,2932,4908,0.62921,0.65603
2015,Second Stage of Tertiary Education,West,Other Degree,0.12056,1130,4908,0.11145,0.12967
2015,Second Stage of Tertiary Education,East,Secondary School Degree,0.06645,75,1402,0.05341,0.07950
2015,Second Stage of Tertiary Education,East,Intermediate School Degree,0.26603,351,1402,0.24289,0.28917
2015,Second Stage of Tertiary Education,East,Technical School Degree,0.07184,73,1402,0.05832,0.08536
2015,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.53830,788,1402,0.51220,0.56441
2015,Second Stage of Tertiary Education,East,Other Degree,0.04672,115,1402,0.03567,0.05777
2016,Primary Level,West,Other Degree,0.09266,39,1185,0.07614,0.10917
2016,Primary Level,West,"Dropout, No School Degree",0.88866,932,1185,0.87075,0.90658
2016,Primary Level,West,No School Attended,0.01559,214,1185,0.00853,0.02265
2016,Primary Level,East,"Dropout, No School Degree",0.63231,148,217,0.56800,0.69661
2016,Primary Level,East,No School Attended,0.06658,69,217,0.03333,0.09982
2016,Lower Secondary Level,West,Secondary School Degree,0.55681,1245,2859,0.53859,0.57502
2016,Lower Secondary Level,West,Intermediate School Degree,0.25526,665,2859,0.23928,0.27125
2016,Lower Secondary Level,West,Other Degree,0.18793,949,2859,0.17361,0.20225
2016,Lower Secondary Level,East,Secondary School Degree,0.57287,174,433,0.52622,0.61951
2016,Lower Secondary Level,East,Intermediate School Degree,0.33290,131,433,0.28846,0.37733
2016,Lower Secondary Level,East,Other Degree,0.09424,128,433,0.06669,0.12179
2016,Upper Secondary Level,West,Secondary School Degree,0.44477,3327,8742,0.43435,0.45519
2016,Upper Secondary Level,West,Intermediate School Degree,0.35829,3169,8742,0.34824,0.36834
2016,Upper Secondary Level,West,Technical School Degree,0.01636,158,8742,0.01370,0.01902
2016,Upper Secondary Level,West,Upper Secondary Degree,0.07148,656,8742,0.06608,0.07688
2016,Upper Secondary Level,West,Other Degree,0.07854,1325,8742,0.07290,0.08418
2016,Upper Secondary Level,West,"Dropout, No School Degree",0.00770,107,8742,0.00586,0.00953
2016,Upper Secondary Level,East,Secondary School Degree,0.28269,710,2551,0.26521,0.30017
2016,Upper Secondary Level,East,Intermediate School Degree,0.60420,1538,2551,0.58522,0.62318
2016,Upper Secondary Level,East,Upper Secondary Degree,0.04555,118,2551,0.03746,0.05365
2016,Upper Secondary Level,East,Other Degree,0.02659,185,2551,0.02035,0.03284
2016,Post-secondary Non-tertiary Level,West,Technical School Degree,0.30538,466,1787,0.28402,0.32674
2016,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.45073,683,1787,0.42765,0.47381
2016,Post-secondary Non-tertiary Level,West,Other Degree,0.22278,638,1787,0.20348,0.24208
2016,Post-secondary Non-tertiary Level,East,Technical School Degree,0.22325,47,287,0.17499,0.27151
2016,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.66661,181,287,0.61197,0.72124
2016,Post-secondary Non-tertiary Level,East,Other Degree,0.11014,59,287,0.07386,0.14643
2016,First Stage of Tertiary Education,West,Secondary School Degree,0.24700,255,1004,0.22031,0.27369
2016,First Stage of Tertiary Education,West,Intermediate School Degree,0.36364,381,1004,0.33387,0.39341
2016,First Stage of Tertiary Education,West,Technical School Degree,0.16692,167,1004,0.14384,0.19000
2016,First Stage of Tertiary Education,West,Upper Secondary Degree,0.15721,160,1004,0.13468,0.17974
2016,First Stage of Tertiary Education,West,Other Degree,0.03783,41,1004,0.02603,0.04964
2016,First Stage of Tertiary Education,East,Secondary School Degree,0.17316,61,339,0.13282,0.21350
2016,First Stage of Tertiary Education,East,Intermediate School Degree,0.61401,232,339,0.56210,0.66591
2016,First Stage of Tertiary Education,East,Upper Secondary Degree,0.13885,46,339,0.10198,0.17571
2016,Second Stage of Tertiary Education,West,Secondary School Degree,0.01721,61,4942,0.01358,0.02083
2016,Second Stage of Tertiary Education,West,Intermediate School Degree,0.06561,263,4942,0.05870,0.07251
2016,Second Stage of Tertiary Education,West,Technical School Degree,0.11916,471,4942,0.11013,0.12820
2016,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.64104,2762,4942,0.62766,0.65441
2016,Second Stage of Tertiary Education,West,Other Degree,0.13035,1385,4942,0.12096,0.13974
2016,Second Stage of Tertiary Education,East,Secondary School Degree,0.05525,64,1420,0.04336,0.06714
2016,Second Stage of Tertiary Education,East,Intermediate School Degree,0.24040,326,1420,0.21817,0.26264
2016,Second Stage of Tertiary Education,East,Technical School Degree,0.07532,76,1420,0.06159,0.08905
2016,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.54389,758,1420,0.51798,0.56981
2016,Second Stage of Tertiary Education,East,Other Degree,0.06394,196,1420,0.05121,0.07667
2017,Primary Level,West,Other Degree,0.09149,40,1634,0.07751,0.10548
2017,Primary Level,West,"Dropout, No School Degree",0.87584,1193,1634,0.85985,0.89184
2017,Primary Level,West,No School Degree Yet,0.00524,82,1634,0.00174,0.00874
2017,Primary Level,West,No School Attended,0.02643,319,1634,0.01865,0.03422
2017,Primary Level,East,"Dropout, No School Degree",0.64538,179,251,0.58608,0.70468
2017,Primary Level,East,No School Attended,0.07031,72,251,0.03862,0.10200
2017,Lower Secondary Level,West,Secondary School Degree,0.55659,1292,3198,0.53936,0.57381
2017,Lower Secondary Level,West,Intermediate School Degree,0.25397,738,3198,0.23888,0.26906
2017,Lower Secondary Level,West,Other Degree,0.18944,1168,3198,0.17586,0.20303
2017,Lower Secondary Level,East,Secondary School Degree,0.54827,189,503,0.50473,0.59180
2017,Lower Secondary Level,East,Intermediate School Degree,0.37085,161,503,0.32859,0.41310
2017,Lower Secondary Level,East,Other Degree,0.08089,153,503,0.05703,0.10474
2017,Upper Secondary Level,West,Secondary School Degree,0.43214,3477,9628,0.42224,0.44204
2017,Upper Secondary Level,West,Intermediate School Degree,0.37161,3639,9628,0.36195,0.38126
2017,Upper Secondary Level,West,Technical School Degree,0.01774,199,9628,0.01510,0.02037
2017,Upper Secondary Level,West,Upper Secondary Degree,0.07048,809,9628,0.06536,0.07559
2017,Upper Secondary Level,West,Other Degree,0.07781,1394,9628,0.07246,0.08316
2017,Upper Secondary Level,West,"Dropout, No School Degree",0.00813,110,9628,0.00633,0.00992
2017,Upper Secondary Level,East,Secondary School Degree,0.27570,733,2857,0.25931,0.29209
2017,Upper Secondary Level,East,Intermediate School Degree,0.60836,1767,2857,0.59046,0.62626
2017,Upper Secondary Level,East,Upper Secondary Degree,0.05112,151,2857,0.04304,0.05920
2017,Upper Secondary Level,East,Other Degree,0.02508,206,2857,0.01934,0.03081
2017,Post-secondary Non-tertiary Level,West,Technical School Degree,0.31443,574,1956,0.29385,0.33501
2017,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.44931,794,1956,0.42726,0.47136
2017,Post-secondary Non-tertiary Level,West,Other Degree,0.21681,588,1956,0.19854,0.23508
2017,Post-secondary Non-tertiary Level,East,Technical School Degree,0.21456,60,339,0.17080,0.25833
2017,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.68347,224,339,0.63389,0.73306
2017,Post-secondary Non-tertiary Level,East,Other Degree,0.10197,55,339,0.06971,0.13423
2017,First Stage of Tertiary Education,West,Secondary School Degree,0.23364,268,1103,0.20865,0.25862
2017,First Stage of Tertiary Education,West,Intermediate School Degree,0.39909,448,1103,0.37018,0.42800
2017,First Stage of Tertiary Education,West,Technical School Degree,0.14715,180,1103,0.12623,0.16806
2017,First Stage of Tertiary Education,West,Upper Secondary Degree,0.15432,168,1103,0.13299,0.17565
2017,First Stage of Tertiary Education,West,Other Degree,0.03945,39,1103,0.02795,0.05094
2017,First Stage of Tertiary Education,East,Secondary School Degree,0.15687,49,367,0.11961,0.19413
2017,First Stage of Tertiary Education,East,Intermediate School Degree,0.64489,267,367,0.59586,0.69391
2017,First Stage of Tertiary Education,East,Upper Secondary Degree,0.13432,51,367,0.09938,0.16925
2017,Second Stage of Tertiary Education,West,Secondary School Degree,0.01660,68,5581,0.01324,0.01995
2017,Second Stage of Tertiary Education,West,Intermediate School Degree,0.06245,297,5581,0.05610,0.06880
2017,Second Stage of Tertiary Education,West,Technical School Degree,0.12587,553,5581,0.11717,0.13458
2017,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.63235,3181,5581,0.61970,0.64501
2017,Second Stage of Tertiary Education,West,Other Degree,0.13301,1482,5581,0.12410,0.14192
2017,Second Stage of Tertiary Education,East,Secondary School Degree,0.05328,54,1506,0.04193,0.06463
2017,Second Stage of Tertiary Education,East,Intermediate School Degree,0.22936,343,1506,0.20812,0.25060
2017,Second Stage of Tertiary Education,East,Technical School Degree,0.07088,76,1506,0.05791,0.08385
2017,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.57371,838,1506,0.54872,0.59869
2017,Second Stage of Tertiary Education,East,Other Degree,0.05863,195,1506,0.04676,0.07050
2018,Pre-primary Level,West,No School Degree Yet,0.99939,641,641,0.99748,1.00130
2018,Primary Level,West,Other Degree,0.08242,42,1542,0.06869,0.09615
2018,Primary Level,West,"Dropout, No School Degree",0.88125,1183,1542,0.86510,0.89740
2018,Primary Level,West,No School Degree Yet,0.00563,63,1542,0.00189,0.00936
2018,Primary Level,West,No School Attended,0.02388,254,1542,0.01626,0.03151
2018,Primary Level,East,"Dropout, No School Degree",0.66961,157,217,0.60688,0.73234
2018,Primary Level,East,No School Attended,0.07187,60,217,0.03743,0.10632
2018,Lower Secondary Level,West,Secondary School Degree,0.57085,1270,3038,0.55324,0.58845
2018,Lower Secondary Level,West,Intermediate School Degree,0.24469,731,3038,0.22940,0.25998
2018,Lower Secondary Level,West,Other Degree,0.18447,1037,3038,0.17067,0.19826
2018,Lower Secondary Level,East,Secondary School Degree,0.56465,208,538,0.52272,0.60659
2018,Lower Secondary Level,East,Intermediate School Degree,0.32695,174,538,0.28727,0.36662
2018,Lower Secondary Level,East,Other Degree,0.10840,156,538,0.08210,0.13469
2018,Upper Secondary Level,West,Secondary School Degree,0.42072,3262,9093,0.41058,0.43087
2018,Upper Secondary Level,West,Intermediate School Degree,0.37364,3444,9093,0.36370,0.38359
2018,Upper Secondary Level,West,Technical School Degree,0.01857,214,9093,0.01580,0.02135
2018,Upper Secondary Level,West,Upper Secondary Degree,0.06996,780,9093,0.06472,0.07521
2018,Upper Secondary Level,West,Other Degree,0.08154,1293,9093,0.07591,0.08716
2018,Upper Secondary Level,West,"Dropout, No School Degree",0.00706,100,9093,0.00534,0.00879
2018,Upper Secondary Level,East,Secondary School Degree,0.25893,686,2764,0.24259,0.27526
2018,Upper Secondary Level,East,Intermediate School Degree,0.61745,1741,2764,0.59933,0.63557
2018,Upper Secondary Level,East,Upper Secondary Degree,0.06464,159,2764,0.05548,0.07381
2018,Upper Secondary Level,East,Other Degree,0.02315,178,2764,0.01755,0.02876
