year,pgisced97,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.12774,376,3228,0.11622,0.13926
2006,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.65049,2223,3228,0.63404,0.66694
2006,Second Stage of Tertiary Education,Urban regions,Other Degree,0.08440,175,3228,0.07481,0.09400
2006,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.08264,102,1323,0.06780,0.09748
2006,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.23036,331,1323,0.20766,0.25306
2006,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.11939,126,1323,0.10191,0.13687
2006,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.52833,731,1323,0.50142,0.55524
2006,Second Stage of Tertiary Education,Rural regions,Other Degree,0.03685,33,1323,0.02669,0.04701
2007,Primary Level,Urban regions,"Dropout, No School Degree",0.89466,131,131,0.84189,0.94743
2007,Primary Level,Rural regions,"Dropout, No School Degree",0.67559,40,40,0.52865,0.82252
2007,Lower Secondary Level,Urban regions,Secondary School Degree,0.62923,906,1491,0.60470,0.65375
2007,Lower Secondary Level,Urban regions,Intermediate School Degree,0.21118,355,1491,0.19046,0.23191
2007,Lower Secondary Level,Urban regions,Other Degree,0.15959,230,1491,0.14099,0.17819
2007,Lower Secondary Level,Rural regions,Secondary School Degree,0.68888,516,765,0.65605,0.72170
2007,Lower Secondary Level,Rural regions,Intermediate School Degree,0.22783,192,765,0.19809,0.25757
2007,Lower Secondary Level,Rural regions,Other Degree,0.08329,57,765,0.06370,0.10289
2007,Upper Secondary Level,Urban regions,Secondary School Degree,0.50722,3080,6372,0.49494,0.51949
2007,Upper Secondary Level,Urban regions,Intermediate School Degree,0.35543,2445,6372,0.34368,0.36718
2007,Upper Secondary Level,Urban regions,Technical School Degree,0.00873,61,6372,0.00645,0.01102
2007,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.06865,496,6372,0.06244,0.07486
2007,Upper Secondary Level,Urban regions,Other Degree,0.05370,290,6372,0.04817,0.05924
2007,Upper Secondary Level,Rural regions,Secondary School Degree,0.50096,1784,3762,0.48498,0.51694
2007,Upper Secondary Level,Rural regions,Intermediate School Degree,0.43063,1745,3762,0.41481,0.44646
2007,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02877,155,3762,0.02343,0.03411
2007,Upper Secondary Level,Rural regions,Other Degree,0.02619,78,3762,0.02109,0.03130
2007,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.27824,256,829,0.24772,0.30877
2007,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.52969,478,829,0.49569,0.56369
2007,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.12692,95,829,0.10425,0.14960
2007,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.33842,94,261,0.28090,0.39593
2007,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.51548,167,261,0.45473,0.57623
2007,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.29706,257,939,0.26781,0.32630
2007,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.39120,383,939,0.35997,0.42244
2007,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.10783,116,939,0.08798,0.12767
2007,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.15658,144,939,0.13332,0.17984
2007,First Stage of Tertiary Education,Urban regions,Other Degree,0.04677,39,939,0.03326,0.06029
2007,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.31401,182,573,0.27598,0.35205
2007,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.49115,300,573,0.45018,0.53212
2007,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.06570,36,573,0.04539,0.08600
2007,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.09472,55,573,0.07072,0.11871
2007,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.03133,91,3092,0.02519,0.03747
2007,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.09496,330,3092,0.08462,0.10529
2007,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.13165,350,3092,0.11973,0.14357
2007,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.66317,2156,3092,0.64651,0.67983
2007,Second Stage of Tertiary Education,Urban regions,Other Degree,0.07854,165,3092,0.06906,0.08802
2007,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.08365,97,1270,0.06842,0.09888
2007,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.21843,303,1270,0.19569,0.24116
2007,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.11569,118,1270,0.09809,0.13329
2007,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.53663,716,1270,0.50919,0.56407
2007,Second Stage of Tertiary Education,Rural regions,Other Degree,0.04487,36,1270,0.03348,0.05625
2008,Primary Level,Urban regions,"Dropout, No School Degree",0.88833,115,115,0.83051,0.94615
2008,Lower Secondary Level,Urban regions,Secondary School Degree,0.63301,841,1367,0.60745,0.65857
2008,Lower Secondary Level,Urban regions,Intermediate School Degree,0.21377,327,1367,0.19203,0.23552
2008,Lower Secondary Level,Urban regions,Other Degree,0.15321,199,1367,0.13411,0.17232
2008,Lower Secondary Level,Rural regions,Secondary School Degree,0.68832,468,698,0.65394,0.72271
2008,Lower Secondary Level,Rural regions,Intermediate School Degree,0.22746,178,698,0.19634,0.25858
2008,Lower Secondary Level,Rural regions,Other Degree,0.08421,52,698,0.06360,0.10483
2008,Upper Secondary Level,Urban regions,Secondary School Degree,0.50157,2882,5983,0.48890,0.51424
2008,Upper Secondary Level,Urban regions,Intermediate School Degree,0.36285,2342,5983,0.35066,0.37503
2008,Upper Secondary Level,Urban regions,Technical School Degree,0.01196,72,5983,0.00921,0.01472
2008,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.06622,437,5983,0.05992,0.07253
2008,Upper Secondary Level,Urban regions,Other Degree,0.05094,250,5983,0.04536,0.05651
2008,Upper Secondary Level,Rural regions,Secondary School Degree,0.49182,1675,3545,0.47536,0.50828
2008,Upper Secondary Level,Rural regions,Intermediate School Degree,0.43597,1661,3545,0.41964,0.45229
2008,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02826,138,3545,0.02281,0.03372
2008,Upper Secondary Level,Rural regions,Other Degree,0.02703,71,3545,0.02169,0.03236
2008,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.28235,244,773,0.25059,0.31410
2008,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.52394,441,773,0.48871,0.55917
2008,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.12949,88,773,0.10581,0.15318
2008,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.34031,89,250,0.28145,0.39916
2008,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.54103,161,250,0.47913,0.60293
2008,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.30398,245,871,0.27341,0.33454
2008,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.38720,349,871,0.35483,0.41957
2008,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.11169,108,871,0.09076,0.13262
2008,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.14994,132,871,0.12622,0.17366
2008,First Stage of Tertiary Education,Urban regions,Other Degree,0.04666,37,871,0.03265,0.06068
2008,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.31850,171,494,0.27737,0.35962
2008,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.50751,274,494,0.46338,0.55164
2008,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.08353,49,494,0.05911,0.10796
2008,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.03066,89,2954,0.02444,0.03687
2008,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.09614,319,2954,0.08551,0.10677
2008,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.12582,328,2954,0.11386,0.13778
2008,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.67315,2069,2954,0.65623,0.69007
2008,Second Stage of Tertiary Education,Urban regions,Other Degree,0.07385,149,2954,0.06442,0.08329
2008,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.07798,87,1178,0.06266,0.09330
2008,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.21257,290,1178,0.18919,0.23594
2008,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.11949,122,1178,0.10096,0.13802
2008,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.54415,679,1178,0.51570,0.57261
2009,Primary Level,Urban regions,"Dropout, No School Degree",0.86569,103,103,0.79952,0.93187
2009,Lower Secondary Level,Urban regions,Secondary School Degree,0.63896,762,1219,0.61199,0.66593
2009,Lower Secondary Level,Urban regions,Intermediate School Degree,0.22603,300,1219,0.20254,0.24952
2009,Lower Secondary Level,Urban regions,Other Degree,0.13501,157,1219,0.11582,0.15420
2009,Lower Secondary Level,Rural regions,Secondary School Degree,0.69069,418,611,0.65401,0.72737
2009,Lower Secondary Level,Rural regions,Intermediate School Degree,0.21711,147,611,0.18439,0.24983
2009,Lower Secondary Level,Rural regions,Other Degree,0.09220,46,611,0.06924,0.11516
2009,Upper Secondary Level,Urban regions,Secondary School Degree,0.49683,2637,5482,0.48359,0.51007
2009,Upper Secondary Level,Urban regions,Intermediate School Degree,0.36701,2170,5482,0.35425,0.37977
2009,Upper Secondary Level,Urban regions,Technical School Degree,0.01255,66,5482,0.00961,0.01550
2009,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.06833,401,5482,0.06165,0.07501
2009,Upper Secondary Level,Urban regions,Other Degree,0.04839,208,5482,0.04271,0.05407
2009,Upper Secondary Level,Rural regions,Secondary School Degree,0.47672,1573,3379,0.45988,0.49356
2009,Upper Secondary Level,Rural regions,Intermediate School Degree,0.44404,1600,3379,0.42728,0.46079
2009,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.03451,141,3379,0.02836,0.04067
2009,Upper Secondary Level,Rural regions,Other Degree,0.02549,65,3379,0.02018,0.03081
2009,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.29611,226,701,0.26229,0.32993
2009,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.52882,403,701,0.49184,0.56580
2009,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.11281,72,701,0.08937,0.13624
2009,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.37688,89,234,0.31465,0.43910
2009,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.51986,145,234,0.45571,0.58401
2009,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.30125,223,773,0.26889,0.33362
2009,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.38979,327,773,0.35539,0.42419
2009,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.11017,96,773,0.08809,0.13226
2009,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.15560,127,773,0.13003,0.18117
2009,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.29592,160,510,0.25626,0.33557
2009,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.52051,273,510,0.47710,0.56391
2009,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.07260,31,510,0.05006,0.09514
2009,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.08702,46,510,0.06253,0.11151
2009,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.03176,81,2798,0.02526,0.03826
2009,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.09740,304,2798,0.08641,0.10838
2009,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.12574,308,2798,0.11346,0.13803
2009,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.67196,1964,2798,0.65456,0.68936
2009,Second Stage of Tertiary Education,Urban regions,Other Degree,0.07295,141,2798,0.06331,0.08258
2009,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.07204,79,1172,0.05723,0.08685
2009,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.20304,284,1172,0.18000,0.22608
2009,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.12528,123,1172,0.10632,0.14424
2009,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.55390,686,1172,0.52543,0.58237
2010,Primary Level,Urban regions,Other Degree,0.17382,40,252,0.12694,0.22070
2010,Primary Level,Urban regions,"Dropout, No School Degree",0.82618,212,252,0.77930,0.87306
2010,Primary Level,Rural regions,"Dropout, No School Degree",0.85196,75,75,0.77105,0.93288
2010,Lower Secondary Level,Urban regions,Secondary School Degree,0.59725,977,1690,0.57386,0.62064
2010,Lower Secondary Level,Urban regions,Intermediate School Degree,0.22787,420,1690,0.20787,0.24788
2010,Lower Secondary Level,Urban regions,Other Degree,0.17488,293,1690,0.15676,0.19300
2010,Lower Secondary Level,Rural regions,Secondary School Degree,0.66694,504,820,0.63466,0.69922
2010,Lower Secondary Level,Rural regions,Intermediate School Degree,0.22230,233,820,0.19382,0.25078
2010,Lower Secondary Level,Rural regions,Other Degree,0.11076,83,820,0.08926,0.13225
2010,Upper Secondary Level,Urban regions,Secondary School Degree,0.47983,2963,7025,0.46815,0.49151
2010,Upper Secondary Level,Urban regions,Intermediate School Degree,0.37273,3065,7025,0.36143,0.38404
2010,Upper Secondary Level,Urban regions,Technical School Degree,0.01358,87,7025,0.01087,0.01628
2010,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.07376,483,7025,0.06765,0.07987
2010,Upper Secondary Level,Urban regions,Other Degree,0.05286,388,7025,0.04763,0.05809
2010,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00712,39,7025,0.00515,0.00909
2010,Upper Secondary Level,Rural regions,Secondary School Degree,0.46645,1875,4523,0.45191,0.48099
2010,Upper Secondary Level,Rural regions,Intermediate School Degree,0.44732,2350,4523,0.43283,0.46181
2010,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.03408,156,4523,0.02879,0.03937
2010,Upper Secondary Level,Rural regions,Other Degree,0.03526,142,4523,0.02988,0.04063
2010,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.29847,385,1224,0.27283,0.32412
2010,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.53527,669,1224,0.50731,0.56322
2010,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.10247,170,1224,0.08547,0.11947
2010,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.36808,153,450,0.32347,0.41270
2010,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.50884,249,450,0.46259,0.55508
2010,Post-secondary Non-tertiary Level,Rural regions,Other Degree,0.10281,48,450,0.07471,0.13090
2010,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.27415,233,975,0.24613,0.30216
2010,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.38020,406,975,0.34971,0.41068
2010,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.12897,137,975,0.10792,0.15001
2010,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.16357,165,975,0.14034,0.18680
2010,First Stage of Tertiary Education,Urban regions,Other Degree,0.05263,34,975,0.03861,0.06665
2010,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.27115,164,615,0.23599,0.30631
2010,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.53324,338,615,0.49378,0.57270
2010,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.08002,49,615,0.05856,0.10149
2010,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.09430,64,615,0.07118,0.11741
2010,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.03104,79,3863,0.02557,0.03651
2010,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.09725,350,3863,0.08790,0.10659
2010,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.12587,368,3863,0.11541,0.13633
2010,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.65777,2769,3863,0.64281,0.67274
2010,Second Stage of Tertiary Education,Urban regions,Other Degree,0.08750,297,3863,0.07859,0.09641
2010,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.06726,72,1457,0.05439,0.08012
2010,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.20135,295,1457,0.18075,0.22195
2010,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.12168,161,1457,0.10489,0.13847
2010,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.55665,860,1457,0.53113,0.58216
2010,Second Stage of Tertiary Education,Rural regions,Other Degree,0.05241,69,1457,0.04096,0.06386
2011,Primary Level,Urban regions,Other Degree,0.16994,53,281,0.12595,0.21393
2011,Primary Level,Urban regions,"Dropout, No School Degree",0.83006,228,281,0.78607,0.87405
2011,Primary Level,Rural regions,"Dropout, No School Degree",0.85244,105,105,0.78428,0.92061
2011,Lower Secondary Level,Urban regions,Secondary School Degree,0.60184,1164,1964,0.58019,0.62350
2011,Lower Secondary Level,Urban regions,Intermediate School Degree,0.22723,487,1964,0.20869,0.24576
2011,Lower Secondary Level,Urban regions,Other Degree,0.17093,313,1964,0.15428,0.18758
2011,Lower Secondary Level,Rural regions,Secondary School Degree,0.64226,663,1088,0.61377,0.67076
2011,Lower Secondary Level,Rural regions,Intermediate School Degree,0.25385,320,1088,0.22797,0.27972
2011,Lower Secondary Level,Rural regions,Other Degree,0.10389,105,1088,0.08575,0.12203
2011,Upper Secondary Level,Urban regions,Secondary School Degree,0.46771,3470,8185,0.45690,0.47852
2011,Upper Secondary Level,Urban regions,Intermediate School Degree,0.37653,3525,8185,0.36603,0.38703
2011,Upper Secondary Level,Urban regions,Technical School Degree,0.01308,113,8185,0.01061,0.01554
2011,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.07507,570,8185,0.06936,0.08077
2011,Upper Secondary Level,Urban regions,Other Degree,0.05985,455,8185,0.05471,0.06499
2011,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00777,52,8185,0.00587,0.00967
2011,Upper Secondary Level,Rural regions,Secondary School Degree,0.44953,2272,5535,0.43642,0.46264
2011,Upper Secondary Level,Rural regions,Intermediate School Degree,0.44741,2785,5535,0.43431,0.46051
2011,Upper Secondary Level,Rural regions,Technical School Degree,0.01000,37,5535,0.00738,0.01263
2011,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.04684,203,5535,0.04127,0.05241
2011,Upper Secondary Level,Rural regions,Other Degree,0.04081,203,5535,0.03560,0.04602
2011,Upper Secondary Level,Rural regions,"Dropout, No School Degree",0.00530,35,5535,0.00339,0.00722
2011,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.29486,444,1423,0.27116,0.31856
2011,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.53700,783,1423,0.51108,0.56291
2011,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.12175,196,1423,0.10475,0.13875
2011,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.32098,175,547,0.28182,0.36014
2011,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.53490,313,547,0.49306,0.57674
2011,Post-secondary Non-tertiary Level,Rural regions,Other Degree,0.13978,59,547,0.11070,0.16887
2011,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.27605,262,1083,0.24941,0.30268
2011,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.37735,444,1083,0.34846,0.40623
2011,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.13132,154,1083,0.11120,0.15145
2011,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.16788,185,1083,0.14561,0.19015
2011,First Stage of Tertiary Education,Urban regions,Other Degree,0.04689,38,1083,0.03430,0.05949
2011,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.26921,191,724,0.23688,0.30154
2011,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.52880,388,724,0.49241,0.56518
2011,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.09516,72,724,0.07377,0.11655
2011,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.08407,73,724,0.06384,0.10429
2011,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.02771,89,4413,0.02287,0.03256
2011,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.09154,397,4413,0.08303,0.10005
2011,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.12294,437,4413,0.11325,0.13263
2011,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.66967,3148,4413,0.65579,0.68355
2011,Second Stage of Tertiary Education,Urban regions,Other Degree,0.08732,342,4413,0.07899,0.09565
2011,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.05529,77,1730,0.04452,0.06607
2011,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.19743,343,1730,0.17867,0.21620
2011,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.12725,200,1730,0.11154,0.14296
2011,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.56729,1027,1730,0.54393,0.59064
2011,Second Stage of Tertiary Education,Rural regions,Other Degree,0.05218,83,1730,0.04170,0.06266
2012,Primary Level,Urban regions,Other Degree,0.14195,44,258,0.09928,0.18462
2012,Primary Level,Urban regions,"Dropout, No School Degree",0.85805,214,258,0.81538,0.90072
2012,Primary Level,Rural regions,"Dropout, No School Degree",0.82739,106,106,0.75510,0.89967
2012,Lower Secondary Level,Urban regions,Secondary School Degree,0.58133,1110,1904,0.55916,0.60349
2012,Lower Secondary Level,Urban regions,Intermediate School Degree,0.23469,497,1904,0.21565,0.25373
2012,Lower Secondary Level,Urban regions,Other Degree,0.18398,297,1904,0.16658,0.20139
2012,Lower Secondary Level,Rural regions,Secondary School Degree,0.65565,663,1086,0.62738,0.68393
2012,Lower Secondary Level,Rural regions,Intermediate School Degree,0.22955,319,1086,0.20453,0.25458
2012,Lower Secondary Level,Rural regions,Other Degree,0.11479,104,1086,0.09583,0.13376
2012,Upper Secondary Level,Urban regions,Secondary School Degree,0.45853,3302,7871,0.44752,0.46954
2012,Upper Secondary Level,Urban regions,Intermediate School Degree,0.38213,3419,7871,0.37139,0.39286
2012,Upper Secondary Level,Urban regions,Technical School Degree,0.01193,106,7871,0.00953,0.01432
2012,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.07570,560,7871,0.06985,0.08154
2012,Upper Secondary Level,Urban regions,Other Degree,0.06276,427,7871,0.05740,0.06812
2012,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00855,57,7871,0.00652,0.01059
2012,Upper Secondary Level,Rural regions,Secondary School Degree,0.45377,2259,5459,0.44056,0.46698
2012,Upper Secondary Level,Rural regions,Intermediate School Degree,0.44482,2748,5459,0.43164,0.45800
2012,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.04219,202,5459,0.03686,0.04752
2012,Upper Secondary Level,Rural regions,Other Degree,0.04682,214,5459,0.04121,0.05242
2012,Upper Secondary Level,Rural regions,"Dropout, No School Degree",0.00560,36,5459,0.00362,0.00758
2012,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.31676,441,1385,0.29225,0.34127
2012,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.50407,744,1385,0.47773,0.53041
2012,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.14098,200,1385,0.12265,0.15932
2012,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.32266,170,555,0.28373,0.36159
2012,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.52636,312,555,0.48478,0.56793
2012,Post-secondary Non-tertiary Level,Rural regions,Other Degree,0.14750,73,555,0.11797,0.17703
2012,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.26044,252,1047,0.23385,0.28704
2012,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.37674,430,1047,0.34737,0.40611
2012,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.13142,145,1047,0.11094,0.15189
2012,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.18516,185,1047,0.16162,0.20870
2012,First Stage of Tertiary Education,Urban regions,Other Degree,0.04576,35,1047,0.03309,0.05842
2012,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.25775,191,718,0.22573,0.28976
2012,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.52941,379,718,0.49288,0.56595
2012,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.08918,69,718,0.06832,0.11004
2012,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.10546,79,718,0.08298,0.12794
2012,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.02674,95,4327,0.02193,0.03155
2012,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.08455,374,4327,0.07626,0.09284
2012,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.12465,448,4327,0.11480,0.13449
2012,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.66476,3074,4327,0.65069,0.67882
2012,Second Stage of Tertiary Education,Urban regions,Other Degree,0.09829,336,4327,0.08942,0.10716
2012,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.04834,74,1743,0.03827,0.05842
2012,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.19014,329,1743,0.17172,0.20857
2012,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.12403,196,1743,0.10855,0.13951
2012,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.56640,1051,1743,0.54313,0.58967
2012,Second Stage of Tertiary Education,Rural regions,Other Degree,0.06910,93,1743,0.05719,0.08101
2013,Primary Level,Urban regions,Other Degree,0.10647,44,452,0.07800,0.13493
2013,Primary Level,Urban regions,"Dropout, No School Degree",0.89353,408,452,0.86507,0.92200
2013,Primary Level,Rural regions,"Dropout, No School Degree",0.80511,153,153,0.74213,0.86808
2013,Lower Secondary Level,Urban regions,Secondary School Degree,0.55792,1268,2574,0.53873,0.57711
2013,Lower Secondary Level,Urban regions,Intermediate School Degree,0.24983,664,2574,0.23310,0.26656
2013,Lower Secondary Level,Urban regions,Other Degree,0.19225,642,2574,0.17702,0.20748
2013,Lower Secondary Level,Rural regions,Secondary School Degree,0.65143,651,1233,0.62482,0.67804
2013,Lower Secondary Level,Rural regions,Intermediate School Degree,0.23108,348,1233,0.20754,0.25462
2013,Lower Secondary Level,Rural regions,Other Degree,0.11749,234,1233,0.09951,0.13548
2013,Upper Secondary Level,Urban regions,Secondary School Degree,0.44294,3189,8486,0.43237,0.45351
2013,Upper Secondary Level,Urban regions,Intermediate School Degree,0.38372,3411,8486,0.37337,0.39406
2013,Upper Secondary Level,Urban regions,Technical School Degree,0.01416,157,8486,0.01165,0.01667
2013,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.07918,689,8486,0.07344,0.08493
2013,Upper Secondary Level,Urban regions,Other Degree,0.06991,971,8486,0.06448,0.07534
2013,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00960,69,8486,0.00753,0.01168
2013,Upper Secondary Level,Rural regions,Secondary School Degree,0.44536,2117,5468,0.43218,0.45853
2013,Upper Secondary Level,Rural regions,Intermediate School Degree,0.45129,2651,5468,0.43810,0.46448
2013,Upper Secondary Level,Rural regions,Technical School Degree,0.00733,44,5468,0.00507,0.00959
2013,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.04324,210,5468,0.03785,0.04863
2013,Upper Secondary Level,Rural regions,Other Degree,0.04678,407,5468,0.04118,0.05238
