year,pgisced97,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Lower Secondary Level,male,Intermediate School Degree,0.26499,212,716,0.23264,0.29734
2007,Lower Secondary Level,male,Other Degree,0.16145,110,716,0.13448,0.18842
2007,Lower Secondary Level,female,Secondary School Degree,0.68295,1028,1540,0.65970,0.70619
2007,Lower Secondary Level,female,Intermediate School Degree,0.19408,335,1540,0.17432,0.21384
2007,Lower Secondary Level,female,Other Degree,0.12297,177,1540,0.10656,0.13938
2007,Upper Secondary Level,male,Secondary School Degree,0.54009,2547,4819,0.52602,0.55416
2007,Upper Secondary Level,male,Intermediate School Degree,0.33662,1719,4819,0.32328,0.34996
2007,Upper Secondary Level,male,Technical School Degree,0.01011,41,4819,0.00729,0.01294
2007,Upper Secondary Level,male,Upper Secondary Degree,0.05546,308,4819,0.04900,0.06192
2007,Upper Secondary Level,male,Other Degree,0.05148,204,4819,0.04524,0.05772
2007,Upper Secondary Level,female,Secondary School Degree,0.47102,2317,5342,0.45763,0.48440
2007,Upper Secondary Level,female,Intermediate School Degree,0.42577,2471,5342,0.41251,0.43903
2007,Upper Secondary Level,female,Technical School Degree,0.00829,47,5342,0.00586,0.01072
2007,Upper Secondary Level,female,Upper Secondary Degree,0.05381,343,5342,0.04776,0.05986
2007,Upper Secondary Level,female,Other Degree,0.03680,164,5342,0.03175,0.04185
2007,Post-secondary Non-tertiary Level,male,Technical School Degree,0.28057,145,438,0.23845,0.32270
2007,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.52003,241,438,0.47319,0.56687
2007,Post-secondary Non-tertiary Level,male,Other Degree,0.12926,52,438,0.09781,0.16072
2007,Post-secondary Non-tertiary Level,female,Technical School Degree,0.30080,205,676,0.26620,0.33540
2007,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.53096,404,676,0.49331,0.56861
2007,Post-secondary Non-tertiary Level,female,Other Degree,0.12219,67,676,0.09748,0.14690
2007,First Stage of Tertiary Education,male,Secondary School Degree,0.36190,320,867,0.32990,0.39391
2007,First Stage of Tertiary Education,male,Intermediate School Degree,0.37152,346,867,0.33934,0.40371
2007,First Stage of Tertiary Education,male,Technical School Degree,0.10423,104,867,0.08388,0.12458
2007,First Stage of Tertiary Education,male,Upper Secondary Degree,0.11524,97,867,0.09397,0.13650
2007,First Stage of Tertiary Education,female,Secondary School Degree,0.21461,119,606,0.18190,0.24732
2007,First Stage of Tertiary Education,female,Intermediate School Degree,0.50967,337,606,0.46984,0.54951
2007,First Stage of Tertiary Education,female,Technical School Degree,0.07578,48,606,0.05469,0.09687
2007,First Stage of Tertiary Education,female,Upper Secondary Degree,0.16375,102,606,0.13426,0.19324
2007,Second Stage of Tertiary Education,male,Secondary School Degree,0.05907,138,2397,0.04963,0.06851
2007,Second Stage of Tertiary Education,male,Intermediate School Degree,0.11278,295,2397,0.10011,0.12545
2007,Second Stage of Tertiary Education,male,Technical School Degree,0.15263,307,2397,0.13823,0.16703
2007,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.62317,1572,2397,0.60377,0.64257
2007,Second Stage of Tertiary Education,male,Other Degree,0.05177,85,2397,0.04290,0.06065
2007,Second Stage of Tertiary Education,female,Secondary School Degree,0.02667,50,1965,0.01954,0.03380
2007,Second Stage of Tertiary Education,female,Intermediate School Degree,0.14512,338,1965,0.12954,0.16070
2007,Second Stage of Tertiary Education,female,Technical School Degree,0.09528,161,1965,0.08230,0.10827
2007,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.63966,1300,1965,0.61843,0.66089
2007,Second Stage of Tertiary Education,female,Other Degree,0.09298,116,1965,0.08013,0.10582
2008,Primary Level,male,"Dropout, No School Degree",0.80852,55,55,0.70357,0.91346
2008,Primary Level,female,"Dropout, No School Degree",0.85097,90,90,0.77699,0.92496
2008,Lower Secondary Level,male,Secondary School Degree,0.58448,362,653,0.54665,0.62231
2008,Lower Secondary Level,male,Intermediate School Degree,0.26409,199,653,0.23025,0.29793
2008,Lower Secondary Level,male,Other Degree,0.15143,92,653,0.12391,0.17895
2008,Lower Secondary Level,female,Secondary School Degree,0.68219,947,1412,0.65790,0.70649
2008,Lower Secondary Level,female,Intermediate School Degree,0.19673,306,1412,0.17599,0.21747
2008,Lower Secondary Level,female,Other Degree,0.12108,159,1412,0.10406,0.13810
2008,Upper Secondary Level,male,Secondary School Degree,0.53269,2379,4511,0.51813,0.54726
2008,Upper Secondary Level,male,Intermediate School Degree,0.34211,1639,4511,0.32826,0.35595
2008,Upper Secondary Level,male,Technical School Degree,0.01264,41,4511,0.00938,0.01590
2008,Upper Secondary Level,male,Upper Secondary Degree,0.05589,273,4511,0.04918,0.06259
2008,Upper Secondary Level,male,Other Degree,0.05010,179,4511,0.04374,0.05647
2008,Upper Secondary Level,female,Secondary School Degree,0.46501,2178,5042,0.45124,0.47878
2008,Upper Secondary Level,female,Intermediate School Degree,0.43257,2364,5042,0.41890,0.44625
2008,Upper Secondary Level,female,Technical School Degree,0.01182,56,5042,0.00884,0.01480
2008,Upper Secondary Level,female,Upper Secondary Degree,0.05032,302,5042,0.04428,0.05635
2008,Upper Secondary Level,female,Other Degree,0.03546,142,5042,0.03035,0.04056
2008,Post-secondary Non-tertiary Level,male,Technical School Degree,0.29958,140,415,0.25545,0.34370
2008,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.51168,226,415,0.46353,0.55984
2008,Post-secondary Non-tertiary Level,male,Other Degree,0.12536,49,415,0.09346,0.15725
2008,Post-secondary Non-tertiary Level,female,Technical School Degree,0.29381,193,629,0.25818,0.32943
2008,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.54048,376,629,0.50150,0.57946
2008,Post-secondary Non-tertiary Level,female,Other Degree,0.11874,60,629,0.09344,0.14404
2008,First Stage of Tertiary Education,male,Secondary School Degree,0.36359,299,801,0.33026,0.39693
2008,First Stage of Tertiary Education,male,Intermediate School Degree,0.37882,320,801,0.34520,0.41243
2008,First Stage of Tertiary Education,male,Technical School Degree,0.10864,94,801,0.08707,0.13020
2008,First Stage of Tertiary Education,male,Upper Secondary Degree,0.10659,88,801,0.08521,0.12797
2008,First Stage of Tertiary Education,female,Secondary School Degree,0.22805,117,556,0.19314,0.26295
2008,First Stage of Tertiary Education,female,Intermediate School Degree,0.50030,303,556,0.45870,0.54190
2008,First Stage of Tertiary Education,female,Technical School Degree,0.07623,43,556,0.05415,0.09831
2008,First Stage of Tertiary Education,female,Upper Secondary Degree,0.15840,93,556,0.12802,0.18877
2008,Second Stage of Tertiary Education,male,Secondary School Degree,0.05664,129,2281,0.04715,0.06613
2008,Second Stage of Tertiary Education,male,Intermediate School Degree,0.11680,286,2281,0.10362,0.12998
2008,Second Stage of Tertiary Education,male,Technical School Degree,0.14583,293,2281,0.13135,0.16032
2008,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.63164,1496,2281,0.61184,0.65144
2008,Second Stage of Tertiary Education,male,Other Degree,0.04849,77,2281,0.03968,0.05731
2008,Second Stage of Tertiary Education,female,Secondary School Degree,0.02487,47,1881,0.01783,0.03191
2008,Second Stage of Tertiary Education,female,Intermediate School Degree,0.13746,323,1881,0.12189,0.15302
2008,Second Stage of Tertiary Education,female,Technical School Degree,0.09643,157,1881,0.08309,0.10977
2008,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.65129,1252,1881,0.62975,0.67283
2008,Second Stage of Tertiary Education,female,Other Degree,0.08870,102,1881,0.07585,0.10155
2009,Primary Level,male,"Dropout, No School Degree",0.81032,53,53,0.70376,0.91688
2009,Primary Level,female,"Dropout, No School Degree",0.84800,77,77,0.76729,0.92872
2009,Lower Secondary Level,male,Secondary School Degree,0.58491,327,580,0.54478,0.62505
2009,Lower Secondary Level,male,Intermediate School Degree,0.26708,176,580,0.23104,0.30312
2009,Lower Secondary Level,male,Other Degree,0.14801,77,580,0.11908,0.17693
2009,Lower Secondary Level,female,Secondary School Degree,0.68891,853,1250,0.66323,0.71458
2009,Lower Secondary Level,female,Intermediate School Degree,0.20233,271,1250,0.18005,0.22461
2009,Lower Secondary Level,female,Other Degree,0.10877,126,1250,0.09150,0.12603
2009,Upper Secondary Level,male,Secondary School Degree,0.53065,2199,4176,0.51551,0.54579
2009,Upper Secondary Level,male,Intermediate School Degree,0.34135,1528,4176,0.32697,0.35573
2009,Upper Secondary Level,male,Technical School Degree,0.01456,41,4176,0.01093,0.01819
2009,Upper Secondary Level,male,Upper Secondary Degree,0.06062,256,4176,0.05338,0.06786
2009,Upper Secondary Level,male,Other Degree,0.04642,152,4176,0.04004,0.05280
2009,Upper Secondary Level,female,Secondary School Degree,0.45052,2011,4709,0.43631,0.46474
2009,Upper Secondary Level,female,Intermediate School Degree,0.44519,2242,4709,0.43100,0.45939
2009,Upper Secondary Level,female,Technical School Degree,0.01289,49,4709,0.00967,0.01612
2009,Upper Secondary Level,female,Upper Secondary Degree,0.05213,286,4709,0.04578,0.05848
2009,Upper Secondary Level,female,Other Degree,0.03432,121,4709,0.02912,0.03952
2009,Post-secondary Non-tertiary Level,male,Technical School Degree,0.32686,130,372,0.27913,0.37459
2009,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.52145,205,372,0.47062,0.57228
2009,Post-secondary Non-tertiary Level,male,Other Degree,0.09019,37,372,0.06104,0.11934
2009,Post-secondary Non-tertiary Level,female,Technical School Degree,0.30741,185,582,0.26989,0.34493
2009,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.53039,343,582,0.48981,0.57097
2009,Post-secondary Non-tertiary Level,female,Other Degree,0.11514,54,582,0.08919,0.14110
2009,First Stage of Tertiary Education,male,Secondary School Degree,0.34644,273,759,0.31257,0.38032
2009,First Stage of Tertiary Education,male,Intermediate School Degree,0.39774,314,759,0.36290,0.43258
2009,First Stage of Tertiary Education,male,Technical School Degree,0.10856,88,759,0.08642,0.13071
2009,First Stage of Tertiary Education,male,Upper Secondary Degree,0.10788,84,759,0.08579,0.12996
2009,First Stage of Tertiary Education,female,Secondary School Degree,0.23053,110,524,0.19443,0.26663
2009,First Stage of Tertiary Education,female,Intermediate School Degree,0.49136,286,524,0.44852,0.53421
2009,First Stage of Tertiary Education,female,Technical School Degree,0.07999,39,524,0.05674,0.10324
2009,First Stage of Tertiary Education,female,Upper Secondary Degree,0.16601,89,524,0.13412,0.19790
2009,Second Stage of Tertiary Education,male,Secondary School Degree,0.05663,117,2174,0.04691,0.06635
2009,Second Stage of Tertiary Education,male,Intermediate School Degree,0.12005,276,2174,0.10638,0.13371
2009,Second Stage of Tertiary Education,male,Technical School Degree,0.15313,286,2174,0.13799,0.16827
2009,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.62281,1421,2174,0.60243,0.64319
2009,Second Stage of Tertiary Education,male,Other Degree,0.04707,74,2174,0.03816,0.05597
2009,Second Stage of Tertiary Education,female,Secondary School Degree,0.02378,43,1824,0.01679,0.03077
2009,Second Stage of Tertiary Education,female,Intermediate School Degree,0.13091,312,1824,0.11543,0.14639
2009,Second Stage of Tertiary Education,female,Technical School Degree,0.09045,145,1824,0.07728,0.10362
2009,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.66499,1229,1824,0.64333,0.68666
2009,Second Stage of Tertiary Education,female,Other Degree,0.08860,95,1824,0.07555,0.10164
2010,Primary Level,male,"Dropout, No School Degree",0.79893,108,108,0.72299,0.87488
2010,Primary Level,female,Other Degree,0.13131,31,210,0.08552,0.17710
2010,Primary Level,female,"Dropout, No School Degree",0.85798,179,210,0.81066,0.90531
2010,Lower Secondary Level,male,Secondary School Degree,0.54495,448,836,0.51118,0.57873
2010,Lower Secondary Level,male,Intermediate School Degree,0.27813,228,836,0.24774,0.30852
2010,Lower Secondary Level,male,Other Degree,0.17692,160,836,0.15103,0.20280
2010,Lower Secondary Level,female,Secondary School Degree,0.65753,1033,1674,0.63479,0.68027
2010,Lower Secondary Level,female,Intermediate School Degree,0.19908,425,1674,0.17994,0.21821
2010,Lower Secondary Level,female,Other Degree,0.14339,216,1674,0.12660,0.16019
2010,Upper Secondary Level,male,Secondary School Degree,0.51034,2511,5190,0.49674,0.52395
2010,Upper Secondary Level,male,Intermediate School Degree,0.35140,2021,5190,0.33841,0.36439
2010,Upper Secondary Level,male,Technical School Degree,0.01534,45,5190,0.01200,0.01869
2010,Upper Secondary Level,male,Upper Secondary Degree,0.06410,299,5190,0.05744,0.07077
2010,Upper Secondary Level,male,Other Degree,0.05179,275,5190,0.04576,0.05782
2010,Upper Secondary Level,male,"Dropout, No School Degree",0.00701,39,5190,0.00474,0.00928
2010,Upper Secondary Level,female,Secondary School Degree,0.44180,2327,6388,0.42962,0.45397
2010,Upper Secondary Level,female,Intermediate School Degree,0.44407,3394,6388,0.43188,0.45625
2010,Upper Secondary Level,female,Technical School Degree,0.01109,72,6388,0.00852,0.01366
2010,Upper Secondary Level,female,Upper Secondary Degree,0.05568,340,6388,0.05005,0.06130
2010,Upper Secondary Level,female,Other Degree,0.04179,255,6388,0.03689,0.04670
2010,Post-secondary Non-tertiary Level,male,Technical School Degree,0.29861,193,581,0.26137,0.33586
2010,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.55143,304,581,0.51095,0.59191
2010,Post-secondary Non-tertiary Level,male,Other Degree,0.08577,84,581,0.06298,0.10856
2010,Post-secondary Non-tertiary Level,female,Technical School Degree,0.32840,345,1093,0.30054,0.35625
2010,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.51144,614,1093,0.48179,0.54109
2010,Post-secondary Non-tertiary Level,female,Other Degree,0.11545,134,1093,0.09650,0.13441
2010,First Stage of Tertiary Education,male,Secondary School Degree,0.30537,288,930,0.27575,0.33499
2010,First Stage of Tertiary Education,male,Intermediate School Degree,0.41328,405,930,0.38162,0.44495
2010,First Stage of Tertiary Education,male,Technical School Degree,0.12259,122,930,0.10150,0.14368
2010,First Stage of Tertiary Education,male,Upper Secondary Degree,0.11348,115,930,0.09309,0.13388
2010,First Stage of Tertiary Education,female,Secondary School Degree,0.22502,109,626,0.19228,0.25776
2010,First Stage of Tertiary Education,female,Intermediate School Degree,0.46002,339,626,0.42095,0.49910
2010,First Stage of Tertiary Education,female,Technical School Degree,0.09717,64,626,0.07395,0.12039
2010,First Stage of Tertiary Education,female,Upper Secondary Degree,0.17984,114,626,0.14973,0.20995
2010,Second Stage of Tertiary Education,male,Secondary School Degree,0.05268,110,2750,0.04433,0.06103
2010,Second Stage of Tertiary Education,male,Intermediate School Degree,0.12227,304,2750,0.11003,0.13452
2010,Second Stage of Tertiary Education,male,Technical School Degree,0.15010,336,2750,0.13675,0.16345
2010,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.61768,1846,2750,0.59951,0.63584
2010,Second Stage of Tertiary Education,male,Other Degree,0.05674,154,2750,0.04809,0.06539
2010,Second Stage of Tertiary Education,female,Secondary School Degree,0.02506,41,2570,0.01902,0.03111
2010,Second Stage of Tertiary Education,female,Intermediate School Degree,0.12631,341,2570,0.11346,0.13916
2010,Second Stage of Tertiary Education,female,Technical School Degree,0.09331,193,2570,0.08206,0.10456
2010,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.64917,1783,2570,0.63072,0.66763
2010,Second Stage of Tertiary Education,female,Other Degree,0.10547,212,2570,0.09359,0.11735
2011,Primary Level,male,Other Degree,0.17587,33,160,0.11669,0.23505
2011,Primary Level,male,"Dropout, No School Degree",0.82413,127,160,0.76495,0.88331
2011,Primary Level,female,Other Degree,0.14793,40,246,0.10347,0.19238
2011,Primary Level,female,"Dropout, No School Degree",0.84487,206,246,0.79953,0.89020
2011,Lower Secondary Level,male,Secondary School Degree,0.54052,546,997,0.50957,0.57148
2011,Lower Secondary Level,male,Intermediate School Degree,0.28624,274,997,0.25817,0.31431
2011,Lower Secondary Level,male,Other Degree,0.17323,177,997,0.14973,0.19674
2011,Lower Secondary Level,female,Secondary School Degree,0.65485,1281,2055,0.63429,0.67541
2011,Lower Secondary Level,female,Intermediate School Degree,0.20947,533,2055,0.19187,0.22707
2011,Lower Secondary Level,female,Other Degree,0.13568,241,2055,0.12087,0.15049
2011,Upper Secondary Level,male,Secondary School Degree,0.50012,2963,6070,0.48754,0.51270
2011,Upper Secondary Level,male,Intermediate School Degree,0.35203,2324,6070,0.34001,0.36404
2011,Upper Secondary Level,male,Technical School Degree,0.01305,64,6070,0.01019,0.01590
2011,Upper Secondary Level,male,Upper Secondary Degree,0.06894,352,6070,0.06257,0.07532
2011,Upper Secondary Level,male,Other Degree,0.05698,312,6070,0.05115,0.06281
2011,Upper Secondary Level,male,"Dropout, No School Degree",0.00880,55,6070,0.00645,0.01115
2011,Upper Secondary Level,female,Secondary School Degree,0.42509,2779,7650,0.41401,0.43617
2011,Upper Secondary Level,female,Intermediate School Degree,0.44847,3986,7650,0.43732,0.45961
2011,Upper Secondary Level,female,Technical School Degree,0.01097,86,7650,0.00863,0.01330
2011,Upper Secondary Level,female,Upper Secondary Degree,0.06111,421,7650,0.05574,0.06648
2011,Upper Secondary Level,female,Other Degree,0.04927,346,7650,0.04442,0.05412
2011,Upper Secondary Level,female,"Dropout, No School Degree",0.00510,32,7650,0.00350,0.00670
2011,Post-secondary Non-tertiary Level,male,Technical School Degree,0.29049,213,652,0.25562,0.32537
2011,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.54985,343,652,0.51163,0.58806
2011,Post-secondary Non-tertiary Level,male,Other Degree,0.11684,96,652,0.09217,0.14152
2011,Post-secondary Non-tertiary Level,female,Technical School Degree,0.30922,406,1318,0.28426,0.33419
2011,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.52683,753,1318,0.49986,0.55379
2011,Post-secondary Non-tertiary Level,female,Other Degree,0.13303,159,1318,0.11469,0.15137
2011,First Stage of Tertiary Education,male,Secondary School Degree,0.30725,340,1124,0.28027,0.33424
2011,First Stage of Tertiary Education,male,Intermediate School Degree,0.42182,468,1124,0.39293,0.45070
2011,First Stage of Tertiary Education,male,Technical School Degree,0.12035,151,1124,0.10132,0.13938
2011,First Stage of Tertiary Education,male,Upper Secondary Degree,0.10833,130,1124,0.09015,0.12651
2011,First Stage of Tertiary Education,male,Other Degree,0.04032,35,1124,0.02882,0.05183
2011,First Stage of Tertiary Education,female,Secondary School Degree,0.21642,113,680,0.18544,0.24739
2011,First Stage of Tertiary Education,female,Intermediate School Degree,0.44742,364,680,0.41002,0.48482
2011,First Stage of Tertiary Education,female,Technical School Degree,0.11520,75,680,0.09118,0.13921
2011,First Stage of Tertiary Education,female,Upper Secondary Degree,0.18850,128,680,0.15908,0.21792
2011,Second Stage of Tertiary Education,male,Secondary School Degree,0.04626,124,3177,0.03896,0.05357
2011,Second Stage of Tertiary Education,male,Intermediate School Degree,0.11762,358,3177,0.10642,0.12883
2011,Second Stage of Tertiary Education,male,Technical School Degree,0.15406,402,3177,0.14151,0.16662
2011,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.62811,2118,3177,0.61130,0.64492
2011,Second Stage of Tertiary Education,male,Other Degree,0.05324,175,3177,0.04543,0.06105
2011,Second Stage of Tertiary Education,female,Secondary School Degree,0.02121,42,2966,0.01603,0.02640
2011,Second Stage of Tertiary Education,female,Intermediate School Degree,0.12072,382,2966,0.10899,0.13245
2011,Second Stage of Tertiary Education,female,Technical School Degree,0.08807,235,2966,0.07787,0.09827
2011,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.66106,2057,2966,0.64402,0.67810
2011,Second Stage of Tertiary Education,female,Other Degree,0.10813,250,2966,0.09695,0.11931
2012,Primary Level,male,Other Degree,0.17125,31,158,0.11232,0.23018
2012,Primary Level,male,"Dropout, No School Degree",0.82875,127,158,0.76982,0.88768
2012,Primary Level,female,Other Degree,0.12456,34,227,0.08151,0.16762
2012,Primary Level,female,"Dropout, No School Degree",0.86552,193,227,0.82104,0.91000
2012,Lower Secondary Level,male,Secondary School Degree,0.54419,552,1026,0.51370,0.57468
2012,Lower Secondary Level,male,Intermediate School Degree,0.27706,301,1026,0.24966,0.30446
2012,Lower Secondary Level,male,Other Degree,0.17875,173,1026,0.15529,0.20221
2012,Lower Secondary Level,female,Secondary School Degree,0.64149,1221,1964,0.62027,0.66270
2012,Lower Secondary Level,female,Intermediate School Degree,0.20846,515,1964,0.19049,0.22643
2012,Lower Secondary Level,female,Other Degree,0.15005,228,1964,0.13425,0.16585
2012,Upper Secondary Level,male,Secondary School Degree,0.49567,2881,5944,0.48296,0.50839
2012,Upper Secondary Level,male,Intermediate School Degree,0.35520,2298,5944,0.34303,0.36736
2012,Upper Secondary Level,male,Technical School Degree,0.01088,56,5944,0.00825,0.01352
2012,Upper Secondary Level,male,Upper Secondary Degree,0.06755,350,5944,0.06117,0.07393
2012,Upper Secondary Level,male,Other Degree,0.06086,303,5944,0.05478,0.06694
2012,Upper Secondary Level,male,"Dropout, No School Degree",0.00957,56,5944,0.00709,0.01204
2012,Upper Secondary Level,female,Secondary School Degree,0.42050,2680,7416,0.40926,0.43174
2012,Upper Secondary Level,female,Intermediate School Degree,0.45143,3869,7416,0.44010,0.46275
2012,Upper Secondary Level,female,Technical School Degree,0.00929,80,7416,0.00711,0.01148
2012,Upper Secondary Level,female,Upper Secondary Degree,0.05971,412,7416,0.05431,0.06510
2012,Upper Secondary Level,female,Other Degree,0.05330,338,7416,0.04819,0.05842
2012,Upper Secondary Level,female,"Dropout, No School Degree",0.00552,37,7416,0.00384,0.00721
2012,Post-secondary Non-tertiary Level,male,Technical School Degree,0.30237,210,656,0.26720,0.33754
2012,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.50909,337,656,0.47081,0.54738
2012,Post-secondary Non-tertiary Level,male,Other Degree,0.15185,109,656,0.12437,0.17934
2012,Post-secondary Non-tertiary Level,female,Technical School Degree,0.32973,401,1284,0.30401,0.35545
2012,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.51032,719,1284,0.48296,0.53767
2012,Post-secondary Non-tertiary Level,female,Other Degree,0.13605,164,1284,0.11729,0.15481
2012,First Stage of Tertiary Education,male,Secondary School Degree,0.29728,338,1072,0.26990,0.32465
2012,First Stage of Tertiary Education,male,Intermediate School Degree,0.42589,459,1072,0.39627,0.45550
2012,First Stage of Tertiary Education,male,Technical School Degree,0.11454,143,1072,0.09546,0.13361
2012,First Stage of Tertiary Education,male,Upper Secondary Degree,0.12580,132,1072,0.10594,0.14566
2012,First Stage of Tertiary Education,female,Secondary School Degree,0.19334,105,658,0.16315,0.22354
2012,First Stage of Tertiary Education,female,Intermediate School Degree,0.44231,350,658,0.40433,0.48028
2012,First Stage of Tertiary Education,female,Technical School Degree,0.11902,71,658,0.09426,0.14378
2012,First Stage of Tertiary Education,female,Upper Secondary Degree,0.20988,132,658,0.17874,0.24102
2012,Second Stage of Tertiary Education,male,Secondary School Degree,0.04217,124,3113,0.03511,0.04923
2012,Second Stage of Tertiary Education,male,Intermediate School Degree,0.11217,341,3113,0.10109,0.12326
2012,Second Stage of Tertiary Education,male,Technical School Degree,0.15525,412,3113,0.14253,0.16798
2012,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.62089,2061,3113,0.60384,0.63793
2012,Second Stage of Tertiary Education,male,Other Degree,0.06869,175,3113,0.05981,0.07758
2012,Second Stage of Tertiary Education,female,Secondary School Degree,0.02047,45,2957,0.01537,0.02558
2012,Second Stage of Tertiary Education,female,Intermediate School Degree,0.10916,362,2957,0.09791,0.12040
2012,Second Stage of Tertiary Education,female,Technical School Degree,0.08894,232,2957,0.07867,0.09920
2012,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.66280,2064,2957,0.64576,0.67984
2012,Second Stage of Tertiary Education,female,Other Degree,0.11687,254,2957,0.10529,0.12846
2013,Primary Level,male,Other Degree,0.14056,32,271,0.09910,0.18202
2013,Primary Level,male,"Dropout, No School Degree",0.85944,239,271,0.81798,0.90090
2013,Primary Level,female,Other Degree,0.11633,37,359,0.08311,0.14954
2013,Primary Level,female,"Dropout, No School Degree",0.87764,322,359,0.84369,0.91159
2013,Lower Secondary Level,male,Secondary School Degree,0.52303,652,1451,0.49733,0.54874
2013,Lower Secondary Level,male,Intermediate School Degree,0.27928,410,1451,0.25619,0.30238
2013,Lower Secondary Level,male,Other Degree,0.19768,389,1451,0.17718,0.21818
2013,Lower Secondary Level,female,Secondary School Degree,0.62672,1267,2356,0.60718,0.64625
2013,Lower Secondary Level,female,Intermediate School Degree,0.22279,602,2356,0.20598,0.23960
2013,Lower Secondary Level,female,Other Degree,0.15049,487,2356,0.13605,0.16494
2013,Upper Secondary Level,male,Secondary School Degree,0.48360,2759,6262,0.47122,0.49598
2013,Upper Secondary Level,male,Intermediate School Degree,0.35617,2254,6262,0.34431,0.36803
2013,Upper Secondary Level,male,Technical School Degree,0.01233,87,6262,0.00959,0.01506
2013,Upper Secondary Level,male,Upper Secondary Degree,0.07136,412,6262,0.06499,0.07774
2013,Upper Secondary Level,male,Other Degree,0.06668,688,6262,0.06050,0.07286
2013,Upper Secondary Level,male,"Dropout, No School Degree",0.00938,62,6262,0.00699,0.01176
2013,Upper Secondary Level,female,Secondary School Degree,0.40723,2547,7692,0.39625,0.41821
2013,Upper Secondary Level,female,Intermediate School Degree,0.45701,3808,7692,0.44587,0.46814
2013,Upper Secondary Level,female,Technical School Degree,0.01100,114,7692,0.00867,0.01333
2013,Upper Secondary Level,female,Upper Secondary Degree,0.06088,487,7692,0.05553,0.06622
2013,Upper Secondary Level,female,Other Degree,0.05648,690,7692,0.05132,0.06164
2013,Upper Secondary Level,female,"Dropout, No School Degree",0.00688,46,7692,0.00503,0.00873
2013,Post-secondary Non-tertiary Level,male,Technical School Degree,0.32439,230,839,0.29270,0.35609
2013,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.47599,342,839,0.44217,0.50980
2013,Post-secondary Non-tertiary Level,male,Other Degree,0.18462,267,839,0.15835,0.21089
2013,Post-secondary Non-tertiary Level,female,Technical School Degree,0.31349,400,1501,0.29002,0.33697
2013,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.50518,715,1501,0.47988,0.53048
2013,Post-secondary Non-tertiary Level,female,Other Degree,0.16373,386,1501,0.14500,0.18245
2013,First Stage of Tertiary Education,male,Secondary School Degree,0.30065,310,1052,0.27293,0.32838
2013,First Stage of Tertiary Education,male,Intermediate School Degree,0.42504,425,1052,0.39516,0.45493
2013,First Stage of Tertiary Education,male,Technical School Degree,0.12081,153,1052,0.10111,0.14052
2013,First Stage of Tertiary Education,male,Upper Secondary Degree,0.12438,131,1052,0.10443,0.14434
2013,First Stage of Tertiary Education,male,Other Degree,0.02516,33,1052,0.01569,0.03463
2013,First Stage of Tertiary Education,female,Secondary School Degree,0.20846,97,622,0.17651,0.24040
2013,First Stage of Tertiary Education,female,Intermediate School Degree,0.45100,339,622,0.41186,0.49013
2013,First Stage of Tertiary Education,female,Technical School Degree,0.14003,70,622,0.11274,0.16733
2013,First Stage of Tertiary Education,female,Upper Secondary Degree,0.17049,116,622,0.14092,0.20007
2013,Second Stage of Tertiary Education,male,Secondary School Degree,0.03947,117,3405,0.03293,0.04601
2013,Second Stage of Tertiary Education,male,Intermediate School Degree,0.11335,337,3405,0.10270,0.12401
2013,Second Stage of Tertiary Education,male,Technical School Degree,0.14949,409,3405,0.13751,0.16147
2013,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.60862,2089,3405,0.59223,0.62502
2013,Second Stage of Tertiary Education,male,Other Degree,0.08748,453,3405,0.07799,0.09697
2013,Second Stage of Tertiary Education,female,Secondary School Degree,0.02035,44,3360,0.01557,0.02512
2013,Second Stage of Tertiary Education,female,Intermediate School Degree,0.11499,353,3360,0.10420,0.12578
