year,bula_h,pgisced97,plj0046,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2017,Lower Saxony,First Stage of Tertiary Education,Very concerned,0.44149,44,24184,0.43966,0.44332
2017,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.55851,65,24184,0.55668,0.56034
2017,Lower Saxony,Second Stage of Tertiary Education,Very concerned,0.19845,120,24184,0.19778,0.19912
2017,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.48018,273,24184,0.47934,0.48101
2017,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.32138,169,24184,0.32059,0.32216
2017,Bremen,Upper Secondary Level,Very concerned,0.64519,39,24184,0.64330,0.64708
2017,Bremen,Upper Secondary Level,Somewhat concerned,0.35481,42,24184,0.35292,0.35670
2017,Bremen,Second Stage of Tertiary Education,Somewhat concerned,1.00000,31,24184,1.00000,1.00000
2017,North Rhine-Westphalia,Pre-primary Level,Somewhat concerned,0.54022,53,24184,0.53808,0.54236
2017,North Rhine-Westphalia,Pre-primary Level,Not concerned at all,0.45978,46,24184,0.45764,0.46192
2017,North Rhine-Westphalia,Primary Level,Very concerned,0.64099,69,24184,0.63916,0.64283
2017,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.35901,45,24184,0.35717,0.36084
2017,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.44139,288,24184,0.44064,0.44214
2017,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.41482,254,24184,0.41408,0.41556
2017,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.14379,98,24184,0.14326,0.14432
2017,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.46834,1061,24184,0.46797,0.46872
2017,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.39630,960,24184,0.39594,0.39667
2017,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.13536,353,24184,0.13510,0.13561
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very concerned,0.31546,189,24184,0.31473,0.31620
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.47417,302,24184,0.47338,0.47496
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.21037,134,24184,0.20972,0.21101
2017,North Rhine-Westphalia,First Stage of Tertiary Education,Very concerned,0.32469,86,24184,0.32361,0.32577
2017,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.53722,139,24184,0.53607,0.53837
2017,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.13809,40,24184,0.13729,0.13888
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.21282,270,24184,0.21236,0.21328
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.46826,546,24184,0.46770,0.46882
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.31892,368,24184,0.31840,0.31945
2017,Hesse,Lower Secondary Level,Very concerned,0.33995,73,24184,0.33879,0.34111
2017,Hesse,Lower Secondary Level,Somewhat concerned,0.46704,86,24184,0.46582,0.46827
2017,Hesse,Lower Secondary Level,Not concerned at all,0.19301,36,24184,0.19204,0.19398
2017,Hesse,Upper Secondary Level,Very concerned,0.43898,315,24184,0.43832,0.43963
2017,Hesse,Upper Secondary Level,Somewhat concerned,0.40145,307,24184,0.40080,0.40209
2017,Hesse,Upper Secondary Level,Not concerned at all,0.15958,104,24184,0.15909,0.16006
2017,Hesse,Post-secondary Non-tertiary Level,Very concerned,0.32525,55,24184,0.32390,0.32661
2017,Hesse,Post-secondary Non-tertiary Level,Somewhat concerned,0.46288,69,24184,0.46143,0.46432
2017,Hesse,Post-secondary Non-tertiary Level,Not concerned at all,0.21187,33,24184,0.21068,0.21305
2017,Hesse,First Stage of Tertiary Education,Very concerned,0.41855,31,24184,0.41627,0.42084
2017,Hesse,First Stage of Tertiary Education,Somewhat concerned,0.58145,35,24184,0.57916,0.58373
2017,Hesse,Second Stage of Tertiary Education,Very concerned,0.20366,102,24184,0.20295,0.20438
2017,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.48214,248,24184,0.48125,0.48302
2017,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.31420,151,24184,0.31338,0.31502
2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.32357,68,24184,0.32237,0.32477
2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.48919,121,24184,0.48790,0.49047
2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.18724,38,24184,0.18624,0.18824
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.39950,268,24184,0.39882,0.40019
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.45451,345,24184,0.45382,0.45521
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.14598,102,24184,0.14549,0.14648
2017,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Very concerned,0.20546,32,24184,0.20394,0.20699
2017,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Somewhat concerned,0.40781,58,24184,0.40595,0.40966
2017,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not concerned at all,0.38673,34,24184,0.38489,0.38857
2017,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very concerned,0.68531,40,24184,0.68342,0.68720
2017,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Somewhat concerned,0.31469,31,24184,0.31280,0.31658
2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very concerned,0.15549,51,24184,0.15461,0.15637
2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Somewhat concerned,0.59147,159,24184,0.59028,0.59267
2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not concerned at all,0.25304,70,24184,0.25198,0.25409
2017,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.45910,131,24184,0.45817,0.46002
2017,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.39483,118,24184,0.39393,0.39574
2017,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.14607,55,24184,0.14541,0.14673
2017,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.41906,497,24184,0.41857,0.41955
2017,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.41207,512,24184,0.41158,0.41255
2017,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.16887,256,24184,0.16850,0.16924
2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very concerned,0.33256,76,24184,0.33147,0.33365
2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Somewhat concerned,0.41223,111,24184,0.41109,0.41337
2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not concerned at all,0.25521,66,24184,0.25421,0.25622
2017,Baden-Wuerttemberg,First Stage of Tertiary Education,Very concerned,0.38054,73,24184,0.37939,0.38169
2017,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.44560,83,24184,0.44443,0.44678
2017,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.17386,33,24184,0.17296,0.17476
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very concerned,0.18611,162,24184,0.18559,0.18663
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.49868,419,24184,0.49801,0.49934
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.31521,272,24184,0.31459,0.31583
2017,Bavaria,Pre-primary Level,Not concerned at all,1.00000,31,24184,1.00000,1.00000
2017,Bavaria,Lower Secondary Level,Very concerned,0.47273,171,24184,0.47183,0.47363
2017,Bavaria,Lower Secondary Level,Somewhat concerned,0.38269,173,24184,0.38181,0.38357
2017,Bavaria,Lower Secondary Level,Not concerned at all,0.14458,71,24184,0.14394,0.14521
2017,Bavaria,Upper Secondary Level,Very concerned,0.45842,872,24184,0.45799,0.45886
2017,Bavaria,Upper Secondary Level,Somewhat concerned,0.40212,785,24184,0.40169,0.40255
2017,Bavaria,Upper Secondary Level,Not concerned at all,0.13945,306,24184,0.13915,0.13976
2017,Bavaria,Post-secondary Non-tertiary Level,Very concerned,0.19959,82,24184,0.19855,0.20063
2017,Bavaria,Post-secondary Non-tertiary Level,Somewhat concerned,0.60718,146,24184,0.60590,0.60845
2017,Bavaria,Post-secondary Non-tertiary Level,Not concerned at all,0.19324,72,24184,0.19221,0.19427
2017,Bavaria,First Stage of Tertiary Education,Very concerned,0.36086,100,24184,0.35974,0.36197
2017,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.48859,120,24184,0.48743,0.48975
2017,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.15055,46,24184,0.14972,0.15139
2017,Bavaria,Second Stage of Tertiary Education,Very concerned,0.20682,222,24184,0.20631,0.20733
2017,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.43998,466,24184,0.43936,0.44061
2017,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.35319,348,24184,0.35259,0.35379
2017,Berlin,Lower Secondary Level,Very concerned,1.00000,42,24184,1.00000,1.00000
2017,Berlin,Upper Secondary Level,Very concerned,0.45913,159,24184,0.45822,0.46003
2017,Berlin,Upper Secondary Level,Somewhat concerned,0.35778,123,24184,0.35691,0.35866
2017,Berlin,Upper Secondary Level,Not concerned at all,0.18309,67,24184,0.18238,0.18380
2017,Berlin,Second Stage of Tertiary Education,Very concerned,0.21655,81,24184,0.21576,0.21734
2017,Berlin,Second Stage of Tertiary Education,Somewhat concerned,0.48349,187,24184,0.48253,0.48444
2017,Berlin,Second Stage of Tertiary Education,Not concerned at all,0.29996,131,24184,0.29909,0.30084
2017,Brandenburg,Lower Secondary Level,Very concerned,1.00000,50,24184,1.00000,1.00000
2017,Brandenburg,Upper Secondary Level,Very concerned,0.60815,285,24184,0.60721,0.60908
2017,Brandenburg,Upper Secondary Level,Somewhat concerned,0.31875,177,24184,0.31785,0.31964
2017,Brandenburg,Upper Secondary Level,Not concerned at all,0.07311,46,24184,0.07261,0.07361
2017,Brandenburg,Post-secondary Non-tertiary Level,Very concerned,0.51046,38,24184,0.50734,0.51358
2017,Brandenburg,Post-secondary Non-tertiary Level,Somewhat concerned,0.48954,31,24184,0.48642,0.49266
2017,Brandenburg,First Stage of Tertiary Education,Very concerned,0.48929,32,24184,0.48684,0.49174
2017,Brandenburg,First Stage of Tertiary Education,Somewhat concerned,0.51071,31,24184,0.50826,0.51316
2017,Brandenburg,Second Stage of Tertiary Education,Very concerned,0.30484,91,24184,0.30355,0.30614
2017,Brandenburg,Second Stage of Tertiary Education,Somewhat concerned,0.50514,117,24184,0.50374,0.50655
2017,Brandenburg,Second Stage of Tertiary Education,Not concerned at all,0.19001,41,24184,0.18891,0.19112
2017,Mecklenburg-Western Pomerania,Upper Secondary Level,Very concerned,0.54794,159,24184,0.54678,0.54910
2017,Mecklenburg-Western Pomerania,Upper Secondary Level,Somewhat concerned,0.33645,107,24184,0.33535,0.33755
2017,Mecklenburg-Western Pomerania,Upper Secondary Level,Not concerned at all,0.11561,35,24184,0.11487,0.11636
2017,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very concerned,0.39187,39,24184,0.38990,0.39383
2017,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Somewhat concerned,0.60813,72,24184,0.60617,0.61010
2017,Saxony,Lower Secondary Level,Very concerned,0.50730,48,24184,0.50511,0.50949
2017,Saxony,Lower Secondary Level,Somewhat concerned,0.49270,42,24184,0.49051,0.49489
2017,Saxony,Upper Secondary Level,Very concerned,0.50517,441,24184,0.50446,0.50587
2017,Saxony,Upper Secondary Level,Somewhat concerned,0.38656,304,24184,0.38588,0.38725
2017,Saxony,Upper Secondary Level,Not concerned at all,0.10827,103,24184,0.10783,0.10871
2017,Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,1.00000,40,24184,1.00000,1.00000
2017,Saxony,First Stage of Tertiary Education,Very concerned,0.53296,62,24184,0.53106,0.53485
2017,Saxony,First Stage of Tertiary Education,Somewhat concerned,0.46704,40,24184,0.46515,0.46894
2017,Saxony,Second Stage of Tertiary Education,Very concerned,0.34301,140,24184,0.34200,0.34402
2017,Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.36934,181,24184,0.36832,0.37037
2017,Saxony,Second Stage of Tertiary Education,Not concerned at all,0.28765,110,24184,0.28668,0.28861
2017,Saxony-Anhalt,Lower Secondary Level,Very concerned,1.00000,40,24184,1.00000,1.00000
2017,Saxony-Anhalt,Upper Secondary Level,Very concerned,0.56687,263,24184,0.56590,0.56783
2017,Saxony-Anhalt,Upper Secondary Level,Somewhat concerned,0.34058,162,24184,0.33966,0.34151
2017,Saxony-Anhalt,Upper Secondary Level,Not concerned at all,0.09255,43,24184,0.09199,0.09312
2017,Saxony-Anhalt,First Stage of Tertiary Education,Very concerned,1.00000,37,24184,1.00000,1.00000
2017,Saxony-Anhalt,Second Stage of Tertiary Education,Very concerned,0.46548,79,24184,0.46385,0.46711
2017,Saxony-Anhalt,Second Stage of Tertiary Education,Somewhat concerned,0.38388,90,24184,0.38229,0.38547
2017,Saxony-Anhalt,Second Stage of Tertiary Education,Not concerned at all,0.15064,44,24184,0.14947,0.15181
2017,Thuringa,Upper Secondary Level,Very concerned,0.51482,291,24184,0.51385,0.51580
2017,Thuringa,Upper Secondary Level,Somewhat concerned,0.36367,208,24184,0.36273,0.36460
2017,Thuringa,Upper Secondary Level,Not concerned at all,0.12151,51,24184,0.12087,0.12214
2017,Thuringa,First Stage of Tertiary Education,Very concerned,1.00000,36,24184,1.00000,1.00000
2017,Thuringa,Second Stage of Tertiary Education,Very concerned,0.36863,66,24184,0.36692,0.37035
2017,Thuringa,Second Stage of Tertiary Education,Somewhat concerned,0.40564,103,24184,0.40390,0.40739
2017,Thuringa,Second Stage of Tertiary Education,Not concerned at all,0.22572,55,24184,0.22424,0.22720
2018,Schleswig-Holstein,Lower Secondary Level,Very concerned,0.47263,41,22964,0.47060,0.47465
2018,Schleswig-Holstein,Lower Secondary Level,Somewhat concerned,0.52737,52,22964,0.52535,0.52940
2018,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.32249,139,22964,0.32170,0.32327
2018,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.40531,193,22964,0.40449,0.40614
2018,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.27220,101,22964,0.27145,0.27295
2018,Schleswig-Holstein,Post-secondary Non-tertiary Level,Somewhat concerned,1.00000,37,22964,1.00000,1.00000
2018,Schleswig-Holstein,Second Stage of Tertiary Education,Somewhat concerned,0.49686,88,22964,0.49531,0.49841
2018,Schleswig-Holstein,Second Stage of Tertiary Education,Not concerned at all,0.50314,79,22964,0.50159,0.50469
2018,Hamburg,Upper Secondary Level,Very concerned,0.32112,50,22964,0.31988,0.32237
2018,Hamburg,Upper Secondary Level,Somewhat concerned,0.43805,79,22964,0.43672,0.43937
2018,Hamburg,Upper Secondary Level,Not concerned at all,0.24083,41,22964,0.23969,0.24197
2018,Hamburg,Second Stage of Tertiary Education,Somewhat concerned,0.45909,75,22964,0.45765,0.46052
2018,Hamburg,Second Stage of Tertiary Education,Not concerned at all,0.54091,84,22964,0.53948,0.54235
2018,Lower Saxony,Lower Secondary Level,Very concerned,0.34814,115,22964,0.34712,0.34917
2018,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.46478,143,22964,0.46370,0.46585
2018,Lower Saxony,Lower Secondary Level,Not concerned at all,0.18708,82,22964,0.18624,0.18792
2018,Lower Saxony,Upper Secondary Level,Very concerned,0.32236,344,22964,0.32185,0.32288
2018,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.47241,561,22964,0.47186,0.47296
2018,Lower Saxony,Upper Secondary Level,Not concerned at all,0.20523,232,22964,0.20478,0.20567
2018,Lower Saxony,Post-secondary Non-tertiary Level,Very concerned,0.21180,52,22964,0.21071,0.21290
2018,Lower Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.44163,108,22964,0.44030,0.44296
2018,Lower Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.34656,67,22964,0.34529,0.34784
2018,Lower Saxony,First Stage of Tertiary Education,Very concerned,0.31633,31,22964,0.31474,0.31793
2018,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.42407,54,22964,0.42237,0.42576
2018,Lower Saxony,First Stage of Tertiary Education,Not concerned at all,0.25960,31,22964,0.25809,0.26110
2018,Lower Saxony,Second Stage of Tertiary Education,Very concerned,0.15571,92,22964,0.15511,0.15632
2018,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.39997,226,22964,0.39915,0.40079
2018,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.44431,218,22964,0.44348,0.44514
2018,Bremen,Upper Secondary Level,Very concerned,1.00000,33,22964,1.00000,1.00000
2018,North Rhine-Westphalia,Pre-primary Level,Not concerned at all,1.00000,54,22964,1.00000,1.00000
2018,North Rhine-Westphalia,Primary Level,Very concerned,0.41219,62,22964,0.41057,0.41380
2018,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.32983,60,22964,0.32828,0.33137
2018,North Rhine-Westphalia,Primary Level,Not concerned at all,0.25799,35,22964,0.25655,0.25942
2018,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.36700,250,22964,0.36629,0.36770
2018,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.43533,267,22964,0.43460,0.43605
2018,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.19768,138,22964,0.19709,0.19826
2018,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.38392,839,22964,0.38355,0.38429
2018,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.43507,983,22964,0.43470,0.43545
2018,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.18100,462,22964,0.18071,0.18130
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very concerned,0.23203,142,22964,0.23137,0.23268
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.49678,293,22964,0.49601,0.49756
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.27119,176,22964,0.27050,0.27188
2018,North Rhine-Westphalia,First Stage of Tertiary Education,Very concerned,0.26569,69,22964,0.26467,0.26671
2018,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.51718,127,22964,0.51602,0.51834
2018,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.21713,58,22964,0.21618,0.21809
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.12692,175,22964,0.12656,0.12729
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.45127,521,22964,0.45073,0.45182
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.42181,478,22964,0.42127,0.42235
2018,Hesse,Lower Secondary Level,Very concerned,0.26785,54,22964,0.26670,0.26900
2018,Hesse,Lower Secondary Level,Somewhat concerned,0.50619,90,22964,0.50489,0.50748
2018,Hesse,Lower Secondary Level,Not concerned at all,0.22596,44,22964,0.22487,0.22704
2018,Hesse,Upper Secondary Level,Very concerned,0.38401,260,22964,0.38338,0.38464
2018,Hesse,Upper Secondary Level,Somewhat concerned,0.41108,303,22964,0.41045,0.41172
2018,Hesse,Upper Secondary Level,Not concerned at all,0.20491,130,22964,0.20439,0.20543
2018,Hesse,Post-secondary Non-tertiary Level,Very concerned,0.30988,48,22964,0.30861,0.31115
2018,Hesse,Post-secondary Non-tertiary Level,Somewhat concerned,0.35553,60,22964,0.35422,0.35685
2018,Hesse,Post-secondary Non-tertiary Level,Not concerned at all,0.33458,42,22964,0.33329,0.33588
2018,Hesse,First Stage of Tertiary Education,Somewhat concerned,1.00000,32,22964,1.00000,1.00000
2018,Hesse,Second Stage of Tertiary Education,Very concerned,0.17232,81,22964,0.17167,0.17296
2018,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.39860,206,22964,0.39776,0.39944
2018,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.42908,198,22964,0.42823,0.42993
2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.37145,78,22964,0.37016,0.37275
2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.45843,107,22964,0.45709,0.45976
2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.17012,43,22964,0.16911,0.17113
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.34885,238,22964,0.34817,0.34953
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.49923,320,22964,0.49852,0.49995
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.15192,110,22964,0.15141,0.15243
2018,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Somewhat concerned,0.55684,63,22964,0.55492,0.55876
2018,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not concerned at all,0.44316,36,22964,0.44124,0.44508
2018,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Somewhat concerned,1.00000,48,22964,1.00000,1.00000
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very concerned,0.16480,49,22964,0.16391,0.16570
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Somewhat concerned,0.42953,122,22964,0.42834,0.43073
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not concerned at all,0.40566,106,22964,0.40448,0.40685
2018,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.30223,78,22964,0.30134,0.30312
2018,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.49326,121,22964,0.49229,0.49423
2018,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.20451,71,22964,0.20372,0.20529
2018,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.30326,341,22964,0.30281,0.30371
2018,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.48248,540,22964,0.48198,0.48297
2018,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.21427,282,22964,0.21386,0.21467
2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very concerned,0.23770,41,22964,0.23669,0.23870
2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Somewhat concerned,0.42773,96,22964,0.42656,0.42890
2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not concerned at all,0.33457,94,22964,0.33346,0.33569
2018,Baden-Wuerttemberg,First Stage of Tertiary Education,Very concerned,0.23840,46,22964,0.23739,0.23941
2018,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.51330,80,22964,0.51212,0.51448
2018,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.24830,40,22964,0.24728,0.24932
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very concerned,0.13443,101,22964,0.13397,0.13488
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.46494,389,22964,0.46428,0.46561
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.40063,324,22964,0.39998,0.40128
2018,Bavaria,Lower Secondary Level,Very concerned,0.38467,136,22964,0.38376,0.38558
2018,Bavaria,Lower Secondary Level,Somewhat concerned,0.44458,165,22964,0.44365,0.44551
2018,Bavaria,Lower Secondary Level,Not concerned at all,0.17075,82,22964,0.17004,0.17145
2018,Bavaria,Upper Secondary Level,Very concerned,0.39874,717,22964,0.39831,0.39916
2018,Bavaria,Upper Secondary Level,Somewhat concerned,0.41065,806,22964,0.41022,0.41108
2018,Bavaria,Upper Secondary Level,Not concerned at all,0.19061,362,22964,0.19027,0.19096
2018,Bavaria,Post-secondary Non-tertiary Level,Very concerned,0.15472,57,22964,0.15380,0.15564
2018,Bavaria,Post-secondary Non-tertiary Level,Somewhat concerned,0.56703,130,22964,0.56577,0.56830
2018,Bavaria,Post-secondary Non-tertiary Level,Not concerned at all,0.27824,95,22964,0.27710,0.27938
2018,Bavaria,First Stage of Tertiary Education,Very concerned,0.33011,77,22964,0.32899,0.33124
2018,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.44968,114,22964,0.44849,0.45087
2018,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.22021,59,22964,0.21921,0.22120
2018,Bavaria,Second Stage of Tertiary Education,Very concerned,0.14211,140,22964,0.14167,0.14255
2018,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.46358,451,22964,0.46295,0.46421
2018,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.39431,396,22964,0.39369,0.39493
2018,Berlin,Lower Secondary Level,Very concerned,1.00000,40,22964,1.00000,1.00000
2018,Berlin,Upper Secondary Level,Very concerned,0.41891,132,22964,0.41803,0.41980
2018,Berlin,Upper Secondary Level,Somewhat concerned,0.33346,126,22964,0.33261,0.33430
2018,Berlin,Upper Secondary Level,Not concerned at all,0.24763,89,22964,0.24685,0.24841
2018,Berlin,Second Stage of Tertiary Education,Very concerned,0.15314,57,22964,0.15249,0.15380
2018,Berlin,Second Stage of Tertiary Education,Somewhat concerned,0.40370,164,22964,0.40281,0.40459
2018,Berlin,Second Stage of Tertiary Education,Not concerned at all,0.44315,202,22964,0.44225,0.44405
2018,Brandenburg,Lower Secondary Level,Very concerned,1.00000,42,22964,1.00000,1.00000
2018,Brandenburg,Upper Secondary Level,Very concerned,0.51027,248,22964,0.50930,0.51124
2018,Brandenburg,Upper Secondary Level,Somewhat concerned,0.41683,200,22964,0.41587,0.41779
2018,Brandenburg,Upper Secondary Level,Not concerned at all,0.07290,56,22964,0.07239,0.07340
2018,Brandenburg,Post-secondary Non-tertiary Level,Somewhat concerned,1.00000,36,22964,1.00000,1.00000
2018,Brandenburg,First Stage of Tertiary Education,Very concerned,1.00000,33,22964,1.00000,1.00000
2018,Brandenburg,Second Stage of Tertiary Education,Very concerned,0.22586,65,22964,0.22467,0.22705
2018,Brandenburg,Second Stage of Tertiary Education,Somewhat concerned,0.50012,108,22964,0.49870,0.50155
2018,Brandenburg,Second Stage of Tertiary Education,Not concerned at all,0.27402,64,22964,0.27275,0.27529
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Very concerned,0.46897,123,22964,0.46780,0.47015
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Somewhat concerned,0.42466,137,22964,0.42349,0.42582
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Not concerned at all,0.10637,42,22964,0.10565,0.10710
2018,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very concerned,0.39372,37,22964,0.39173,0.39571
2018,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Somewhat concerned,0.60628,75,22964,0.60429,0.60827
2018,Saxony,Lower Secondary Level,Very concerned,0.49704,48,22964,0.49450,0.49957
2018,Saxony,Lower Secondary Level,Somewhat concerned,0.50296,40,22964,0.50043,0.50550
2018,Saxony,Upper Secondary Level,Very concerned,0.46899,398,22964,0.46829,0.46969
2018,Saxony,Upper Secondary Level,Somewhat concerned,0.36963,305,22964,0.36895,0.37031
2018,Saxony,Upper Secondary Level,Not concerned at all,0.16138,125,22964,0.16086,0.16190
2018,Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,1.00000,38,22964,1.00000,1.00000
2018,Saxony,First Stage of Tertiary Education,Very concerned,0.53001,55,22964,0.52817,0.53185
