,Unnamed: 0,year,bula_h,hhtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
3247,3247,2017,Hesse,Couple without children,2 rooms,0.11765,37,14904,0.07578,0.16667
3248,3248,2017,Hesse,Couple without children,3 rooms,0.35474,79,14904,0.2794,0.43038
3249,3249,2017,Hesse,Couple without children,4 rooms,0.24266,61,14904,0.19251,0.29882
3250,3250,2017,Hesse,Couple without children,5 rooms,0.14928,38,14904,0.11716,0.18448
3251,3251,2017,Hesse,Couple without children,6 rooms,0.13567,36,14904,0.10707,0.17855
3252,3252,2017,Hesse,Single parent,3 rooms,1.0,54,14904,0.66508,1.38725
3253,3253,2017,Hesse,Couple with children,3 rooms,0.30922,132,14904,0.23214,0.3846
3254,3254,2017,Hesse,Couple with children,4 rooms,0.2234,135,14904,0.169,0.28094
3255,3255,2017,Hesse,Couple with children,5 rooms,0.33518,87,14904,0.25084,0.41566
3256,3256,2017,Hesse,Couple with children,6 rooms,0.13219,54,14904,0.10103,0.16306
3257,3257,2017,"Rhineland-Palatinate, Saarland",Single-person household,1 room,0.13316,36,14904,0.07395,0.19509
3258,3258,2017,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.40265,74,14904,0.32972,0.48816
3259,3259,2017,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.46419,69,14904,0.39288,0.53697
3260,3260,2017,"Rhineland-Palatinate, Saarland",Couple without children,2 rooms,0.13637,35,14904,0.09027,0.18706
3261,3261,2017,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.18565,52,14904,0.14696,0.23789
3262,3262,2017,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.29647,54,14904,0.23668,0.35962
3263,3263,2017,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.23552,51,14904,0.19919,0.28
3264,3264,2017,"Rhineland-Palatinate, Saarland",Couple without children,6 rooms,0.14599,37,14904,0.11289,0.18517
3265,3265,2017,"Rhineland-Palatinate, Saarland",Single parent,3 rooms,1.0,39,14904,0.63576,1.44626
3266,3266,2017,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.22273,102,14904,0.15047,0.30744
3267,3267,2017,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.27926,90,14904,0.19062,0.36436
3268,3268,2017,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.23151,72,14904,0.16297,0.29815
3269,3269,2017,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.26649,61,14904,0.19933,0.35125
3270,3270,2017,Baden-Wuerttemberg,Single-person household,1 room,0.1154,55,14904,0.08739,0.1501
3271,3271,2017,Baden-Wuerttemberg,Single-person household,2 rooms,0.3492,131,14904,0.30383,0.39264
3272,3272,2017,Baden-Wuerttemberg,Single-person household,3 rooms,0.34449,115,14904,0.30517,0.38184
3273,3273,2017,Baden-Wuerttemberg,Single-person household,4 rooms,0.1909,62,14904,0.16014,0.23383
3274,3274,2017,Baden-Wuerttemberg,Couple without children,2 rooms,0.08053,51,14904,0.05804,0.10355
3275,3275,2017,Baden-Wuerttemberg,Couple without children,3 rooms,0.29122,134,14904,0.24456,0.33408
3276,3276,2017,Baden-Wuerttemberg,Couple without children,4 rooms,0.26402,114,14904,0.21938,0.31434
3277,3277,2017,Baden-Wuerttemberg,Couple without children,5 rooms,0.22637,103,14904,0.19026,0.26887
3278,3278,2017,Baden-Wuerttemberg,Couple without children,6 rooms,0.10042,46,14904,0.07623,0.13104
3279,3279,2017,Baden-Wuerttemberg,Couple without children,7 rooms,0.03744,31,14904,0.02635,0.04804
3280,3280,2017,Baden-Wuerttemberg,Single parent,3 rooms,0.48543,63,14904,0.38321,0.60697
3281,3281,2017,Baden-Wuerttemberg,Single parent,4 rooms,0.51457,39,14904,0.34413,0.72475
3282,3282,2017,Baden-Wuerttemberg,Couple with children,2 rooms,0.0218,35,14904,0.01002,0.03583
3283,3283,2017,Baden-Wuerttemberg,Couple with children,3 rooms,0.2071,191,14904,0.16713,0.25028
3284,3284,2017,Baden-Wuerttemberg,Couple with children,4 rooms,0.22342,212,14904,0.17463,0.28507
3285,3285,2017,Baden-Wuerttemberg,Couple with children,5 rooms,0.21916,167,14904,0.18011,0.26307
3286,3286,2017,Baden-Wuerttemberg,Couple with children,6 rooms,0.16082,120,14904,0.12508,0.20076
3287,3287,2017,Baden-Wuerttemberg,Couple with children,7 rooms,0.09656,69,14904,0.07519,0.11779
3288,3288,2017,Baden-Wuerttemberg,Couple with children,8 rooms,0.07115,39,14904,0.04433,0.10917
3289,3289,2017,Bavaria,Single-person household,1 room,0.11612,93,14904,0.09364,0.14208
3290,3290,2017,Bavaria,Single-person household,2 rooms,0.31564,188,14904,0.28145,0.36136
3291,3291,2017,Bavaria,Single-person household,3 rooms,0.33668,185,14904,0.30509,0.37209
3292,3292,2017,Bavaria,Single-person household,4 rooms,0.14856,77,14904,0.12781,0.17412
3293,3293,2017,Bavaria,Single-person household,5 rooms,0.08299,44,14904,0.06589,0.10195
3294,3294,2017,Bavaria,Couple without children,2 rooms,0.13053,103,14904,0.10634,0.16161
3295,3295,2017,Bavaria,Couple without children,3 rooms,0.31192,217,14904,0.27363,0.35123
3296,3296,2017,Bavaria,Couple without children,4 rooms,0.22616,141,14904,0.18996,0.26434
3297,3297,2017,Bavaria,Couple without children,5 rooms,0.16409,108,14904,0.13931,0.1916
3298,3298,2017,Bavaria,Couple without children,6 rooms,0.08836,70,14904,0.06793,0.11021
3299,3299,2017,Bavaria,Couple without children,7 rooms,0.07894,43,14904,0.05943,0.09883
3300,3300,2017,Bavaria,Single parent,2 rooms,0.155,32,14904,0.10062,0.22509
3301,3301,2017,Bavaria,Single parent,3 rooms,0.46603,108,14904,0.39677,0.55812
3302,3302,2017,Bavaria,Single parent,4 rooms,0.23207,55,14904,0.14592,0.33837
3303,3303,2017,Bavaria,Single parent,5 rooms,0.1469,33,14904,0.09387,0.22224
3304,3304,2017,Bavaria,Couple with children,2 rooms,0.03072,47,14904,0.01827,0.04221
3305,3305,2017,Bavaria,Couple with children,3 rooms,0.20588,241,14904,0.15446,0.24675
3306,3306,2017,Bavaria,Couple with children,4 rooms,0.23255,227,14904,0.19917,0.2707
3307,3307,2017,Bavaria,Couple with children,5 rooms,0.25864,231,14904,0.21714,0.29901
3308,3308,2017,Bavaria,Couple with children,6 rooms,0.16193,159,14904,0.1323,0.199
3309,3309,2017,Bavaria,Couple with children,7 rooms,0.07405,73,14904,0.05515,0.09543
3310,3310,2017,Bavaria,Couple with children,8 rooms,0.03622,49,14904,0.02382,0.0505
3311,3311,2017,Berlin,Single-person household,1 room,0.20358,56,14904,0.16301,0.25172
3312,3312,2017,Berlin,Single-person household,2 rooms,0.54259,123,14904,0.46825,0.61372
3313,3313,2017,Berlin,Single-person household,3 rooms,0.25383,64,14904,0.20885,0.31284
3314,3314,2017,Berlin,Couple without children,2 rooms,0.25679,36,14904,0.18565,0.33117
3315,3315,2017,Berlin,Couple without children,3 rooms,0.47646,81,14904,0.38793,0.5923
3316,3316,2017,Berlin,Couple without children,4 rooms,0.26675,41,14904,0.18317,0.34863
3317,3317,2017,Berlin,Single parent,3 rooms,1.0,36,14904,0.63958,1.3236
3318,3318,2017,Berlin,Couple with children,3 rooms,0.60986,76,14904,0.41101,0.8103
3319,3319,2017,Berlin,Couple with children,4 rooms,0.39014,47,14904,0.26177,0.54213
3320,3320,2017,Brandenburg,Single-person household,2 rooms,0.55735,62,14904,0.45125,0.65472
3321,3321,2017,Brandenburg,Single-person household,3 rooms,0.44265,67,14904,0.33943,0.54487
3322,3322,2017,Brandenburg,Couple without children,3 rooms,0.5399,92,14904,0.44409,0.65012
3323,3323,2017,Brandenburg,Couple without children,4 rooms,0.32286,54,14904,0.24376,0.42445
3324,3324,2017,Brandenburg,Couple without children,5 rooms,0.13724,33,14904,0.10123,0.17588
3325,3325,2017,Brandenburg,Couple with children,3 rooms,0.29102,63,14904,0.20606,0.42186
3326,3326,2017,Brandenburg,Couple with children,4 rooms,0.41839,83,14904,0.28976,0.55919
3327,3327,2017,Brandenburg,Couple with children,5 rooms,0.29059,39,14904,0.1482,0.47178
3328,3328,2017,Mecklenburg-Western Pomerania,Single-person household,2 rooms,0.65192,54,14904,0.52453,0.78157
3329,3329,2017,Mecklenburg-Western Pomerania,Single-person household,3 rooms,0.34808,39,14904,0.25269,0.45782
3330,3330,2017,Mecklenburg-Western Pomerania,Couple without children,3 rooms,1.0,42,14904,0.74562,1.35678
3331,3331,2017,Mecklenburg-Western Pomerania,Couple with children,4 rooms,1.0,38,14904,0.64814,1.33501
3332,3332,2017,Saxony,Single-person household,1 room,0.09478,33,14904,0.06984,0.12125
3333,3333,2017,Saxony,Single-person household,2 rooms,0.53846,129,14904,0.46735,0.62464
3334,3334,2017,Saxony,Single-person household,3 rooms,0.36676,89,14904,0.31409,0.42976
3335,3335,2017,Saxony,Couple without children,2 rooms,0.14605,43,14904,0.10809,0.19288
3336,3336,2017,Saxony,Couple without children,3 rooms,0.53346,153,14904,0.45045,0.62451
3337,3337,2017,Saxony,Couple without children,4 rooms,0.20721,64,14904,0.17629,0.24867
3338,3338,2017,Saxony,Couple without children,5 rooms,0.11329,34,14904,0.08951,0.14059
3339,3339,2017,Saxony,Single parent,3 rooms,0.55748,43,14904,0.35774,0.80597
3340,3340,2017,Saxony,Single parent,4 rooms,0.44252,34,14904,0.27626,0.66618
3341,3341,2017,Saxony,Couple with children,3 rooms,0.38159,99,14904,0.26448,0.54644
3342,3342,2017,Saxony,Couple with children,4 rooms,0.35086,127,14904,0.27738,0.45674
3343,3343,2017,Saxony,Couple with children,5 rooms,0.15664,55,14904,0.10459,0.23117
3344,3344,2017,Saxony,Couple with children,6 rooms,0.11091,32,14904,0.08393,0.14627
3345,3345,2017,Saxony-Anhalt,Single-person household,2 rooms,0.54653,67,14904,0.42326,0.69097
3346,3346,2017,Saxony-Anhalt,Single-person household,3 rooms,0.45347,51,14904,0.37245,0.54088
3347,3347,2017,Saxony-Anhalt,Couple without children,3 rooms,0.70001,83,14904,0.56617,0.86122
3348,3348,2017,Saxony-Anhalt,Couple without children,4 rooms,0.29999,40,14904,0.24733,0.35306
3349,3349,2017,Saxony-Anhalt,Single parent,3 rooms,1.0,39,14904,0.70386,1.41365
3350,3350,2017,Saxony-Anhalt,Couple with children,3 rooms,0.24668,42,14904,0.18458,0.32826
3351,3351,2017,Saxony-Anhalt,Couple with children,4 rooms,0.51177,75,14904,0.37667,0.65356
3352,3352,2017,Saxony-Anhalt,Couple with children,5 rooms,0.24156,31,14904,0.14373,0.3392
3353,3353,2017,Thuringa,Single-person household,1 room,0.17934,37,14904,0.12602,0.24846
3354,3354,2017,Thuringa,Single-person household,2 rooms,0.45759,66,14904,0.37004,0.57618
3355,3355,2017,Thuringa,Single-person household,3 rooms,0.36307,56,14904,0.28208,0.44466
3356,3356,2017,Thuringa,Couple without children,3 rooms,0.38405,67,14904,0.32384,0.45459
3357,3357,2017,Thuringa,Couple without children,4 rooms,0.40273,58,14904,0.30922,0.51478
3358,3358,2017,Thuringa,Couple without children,5 rooms,0.21322,37,14904,0.12826,0.32118
3359,3359,2017,Thuringa,Single parent,3 rooms,1.0,31,14904,0.6594,1.31364
3360,3360,2017,Thuringa,Couple with children,3 rooms,0.31982,46,14904,0.19794,0.45314
3361,3361,2017,Thuringa,Couple with children,4 rooms,0.28033,52,14904,0.20238,0.40323
3362,3362,2017,Thuringa,Couple with children,5 rooms,0.39985,45,14904,0.2317,0.67161
3363,3363,2018,Schleswig-Holstein,Single-person household,2 rooms,0.52244,50,14535,0.40518,0.65166
3364,3364,2018,Schleswig-Holstein,Single-person household,3 rooms,0.47756,41,14535,0.35973,0.58898
3365,3365,2018,Schleswig-Holstein,Couple without children,3 rooms,0.34465,50,14535,0.24906,0.45194
3366,3366,2018,Schleswig-Holstein,Couple without children,4 rooms,0.38746,46,14535,0.2771,0.49361
3367,3367,2018,Schleswig-Holstein,Couple without children,5 rooms,0.26789,33,14535,0.20537,0.34657
3368,3368,2018,Schleswig-Holstein,Couple with children,3 rooms,0.16134,56,14535,0.0987,0.23552
3369,3369,2018,Schleswig-Holstein,Couple with children,4 rooms,0.2835,80,14535,0.18303,0.41754
3370,3370,2018,Schleswig-Holstein,Couple with children,5 rooms,0.35454,61,14535,0.25642,0.44093
3371,3371,2018,Schleswig-Holstein,Couple with children,6 rooms,0.20062,39,14535,0.13409,0.30411
3372,3372,2018,Hamburg,Single-person household,2 rooms,0.49988,43,14535,0.39251,0.64114
3373,3373,2018,Hamburg,Single-person household,3 rooms,0.50012,35,14535,0.39531,0.62969
3374,3374,2018,Hamburg,Couple without children,3 rooms,1.0,32,14535,0.70213,1.41742
3375,3375,2018,Hamburg,Couple with children,3 rooms,0.43055,37,14535,0.26811,0.64344
3376,3376,2018,Hamburg,Couple with children,4 rooms,0.56945,40,14535,0.3705,0.78531
3377,3377,2018,Lower Saxony,Single-person household,1 room,0.06364,35,14535,0.04243,0.0884
3378,3378,2018,Lower Saxony,Single-person household,2 rooms,0.37034,142,14535,0.30848,0.45153
3379,3379,2018,Lower Saxony,Single-person household,3 rooms,0.30152,107,14535,0.25036,0.35597
3380,3380,2018,Lower Saxony,Single-person household,4 rooms,0.16943,51,14535,0.14073,0.21024
3381,3381,2018,Lower Saxony,Single-person household,5 rooms,0.09506,32,14535,0.07108,0.12148
3382,3382,2018,Lower Saxony,Couple without children,2 rooms,0.04696,44,14535,0.0304,0.06355
3383,3383,2018,Lower Saxony,Couple without children,3 rooms,0.20552,105,14535,0.16493,0.24086
3384,3384,2018,Lower Saxony,Couple without children,4 rooms,0.29001,109,14535,0.2375,0.34119
3385,3385,2018,Lower Saxony,Couple without children,5 rooms,0.22939,78,14535,0.18976,0.27791
3386,3386,2018,Lower Saxony,Couple without children,6 rooms,0.15971,62,14535,0.12913,0.1925
3387,3387,2018,Lower Saxony,Couple without children,7 rooms,0.06841,36,14535,0.05312,0.08557
3388,3388,2018,Lower Saxony,Single parent,3 rooms,0.57,67,14535,0.3916,0.76114
3389,3389,2018,Lower Saxony,Single parent,4 rooms,0.43,47,14535,0.29224,0.60775
3390,3390,2018,Lower Saxony,Couple with children,3 rooms,0.15437,161,14535,0.10703,0.22051
3391,3391,2018,Lower Saxony,Couple with children,4 rooms,0.25527,178,14535,0.19728,0.32817
3392,3392,2018,Lower Saxony,Couple with children,5 rooms,0.29954,142,14535,0.2467,0.36257
3393,3393,2018,Lower Saxony,Couple with children,6 rooms,0.18476,100,14535,0.14609,0.22938
3394,3394,2018,Lower Saxony,Couple with children,7 rooms,0.10607,56,14535,0.07901,0.13614
3395,3395,2018,North Rhine-Westphalia,Single-person household,1 room,0.1162,134,14535,0.09146,0.14237
3396,3396,2018,North Rhine-Westphalia,Single-person household,2 rooms,0.38439,341,14535,0.33766,0.43158
3397,3397,2018,North Rhine-Westphalia,Single-person household,3 rooms,0.31942,233,14535,0.27911,0.35333
3398,3398,2018,North Rhine-Westphalia,Single-person household,4 rooms,0.10704,72,14535,0.08953,0.12432
3399,3399,2018,North Rhine-Westphalia,Single-person household,5 rooms,0.07294,38,14535,0.05915,0.0875
3400,3400,2018,North Rhine-Westphalia,Couple without children,2 rooms,0.11154,122,14535,0.0913,0.13509
3401,3401,2018,North Rhine-Westphalia,Couple without children,3 rooms,0.35217,312,14535,0.31407,0.3854
3402,3402,2018,North Rhine-Westphalia,Couple without children,4 rooms,0.24376,206,14535,0.21727,0.2686
3403,3403,2018,North Rhine-Westphalia,Couple without children,5 rooms,0.14849,134,14535,0.12903,0.17049
3404,3404,2018,North Rhine-Westphalia,Couple without children,6 rooms,0.10297,84,14535,0.08719,0.1237
3405,3405,2018,North Rhine-Westphalia,Couple without children,7 rooms,0.04107,33,14535,0.02793,0.05608
3406,3406,2018,North Rhine-Westphalia,Single parent,2 rooms,0.17203,57,14535,0.12791,0.23212
3407,3407,2018,North Rhine-Westphalia,Single parent,3 rooms,0.44947,167,14535,0.36563,0.5479
3408,3408,2018,North Rhine-Westphalia,Single parent,4 rooms,0.24729,79,14535,0.17768,0.34813
3409,3409,2018,North Rhine-Westphalia,Single parent,5 rooms,0.13121,40,14535,0.07883,0.17758
3410,3410,2018,North Rhine-Westphalia,Couple with children,2 rooms,0.02053,56,14535,0.01313,0.03159
3411,3411,2018,North Rhine-Westphalia,Couple with children,3 rooms,0.21274,388,14535,0.17676,0.24335
3412,3412,2018,North Rhine-Westphalia,Couple with children,4 rooms,0.30249,425,14535,0.26833,0.34862
3413,3413,2018,North Rhine-Westphalia,Couple with children,5 rooms,0.23436,269,14535,0.20063,0.26992
3414,3414,2018,North Rhine-Westphalia,Couple with children,6 rooms,0.14066,159,14535,0.11593,0.17017
3415,3415,2018,North Rhine-Westphalia,Couple with children,7 rooms,0.06392,80,14535,0.04496,0.08348
3416,3416,2018,North Rhine-Westphalia,Couple with children,8 rooms,0.0253,31,14535,0.01588,0.03525
3417,3417,2018,North Rhine-Westphalia,Other Combinations,3 rooms,1.0,35,14535,0.58772,1.60856
3418,3418,2018,Hesse,Single-person household,1 room,0.0853,45,14535,0.04186,0.14064
3419,3419,2018,Hesse,Single-person household,2 rooms,0.49168,115,14535,0.41236,0.57708
3420,3420,2018,Hesse,Single-person household,3 rooms,0.42302,73,14535,0.33426,0.50083
3421,3421,2018,Hesse,Couple without children,3 rooms,0.34115,77,14535,0.2672,0.42231
3422,3422,2018,Hesse,Couple without children,4 rooms,0.30671,65,14535,0.23521,0.38011
3423,3423,2018,Hesse,Couple without children,5 rooms,0.20447,40,14535,0.13929,0.26248
3424,3424,2018,Hesse,Couple without children,6 rooms,0.14767,35,14535,0.1095,0.19587
3425,3425,2018,Hesse,Single parent,3 rooms,1.0,61,14535,0.66465,1.3827
3426,3426,2018,Hesse,Couple with children,3 rooms,0.27599,130,14535,0.19533,0.38736
3427,3427,2018,Hesse,Couple with children,4 rooms,0.22267,128,14535,0.16173,0.29064
3428,3428,2018,Hesse,Couple with children,5 rooms,0.32588,75,14535,0.23824,0.41771
3429,3429,2018,Hesse,Couple with children,6 rooms,0.17547,48,14535,0.13121,0.23358
3430,3430,2018,"Rhineland-Palatinate, Saarland",Single-person household,1 room,0.09788,31,14535,0.05295,0.16896
3431,3431,2018,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.39536,81,14535,0.30361,0.48562
3432,3432,2018,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.50676,69,14535,0.41647,0.58758
3433,3433,2018,"Rhineland-Palatinate, Saarland",Couple without children,2 rooms,0.11113,35,14535,0.07876,0.15551
3434,3434,2018,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.20585,60,14535,0.16477,0.27469
3435,3435,2018,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.30596,63,14535,0.24219,0.37483
3436,3436,2018,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.20834,42,14535,0.16516,0.26106
3437,3437,2018,"Rhineland-Palatinate, Saarland",Couple without children,6 rooms,0.16871,37,14535,0.11728,0.22424
3438,3438,2018,"Rhineland-Palatinate, Saarland",Single parent,3 rooms,1.0,39,14535,0.56972,1.57028
3439,3439,2018,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.22381,103,14535,0.15605,0.33492
3440,3440,2018,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.21419,84,14535,0.13795,0.29056
3441,3441,2018,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.25704,64,14535,0.18662,0.34447
3442,3442,2018,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.30496,57,14535,0.21897,0.43707
3443,3443,2018,Baden-Wuerttemberg,Single-person household,1 room,0.13293,58,14535,0.10527,0.16541
3444,3444,2018,Baden-Wuerttemberg,Single-person household,2 rooms,0.35771,129,14535,0.31929,0.40138
3445,3445,2018,Baden-Wuerttemberg,Single-person household,3 rooms,0.31943,108,14535,0.27801,0.36755
3446,3446,2018,Baden-Wuerttemberg,Single-person household,4 rooms,0.18993,56,14535,0.15605,0.22671
3447,3447,2018,Baden-Wuerttemberg,Couple without children,2 rooms,0.07706,54,14535,0.05558,0.10259
3448,3448,2018,Baden-Wuerttemberg,Couple without children,3 rooms,0.28263,118,14535,0.23667,0.32659
3449,3449,2018,Baden-Wuerttemberg,Couple without children,4 rooms,0.27936,116,14535,0.24136,0.3274
3450,3450,2018,Baden-Wuerttemberg,Couple without children,5 rooms,0.20457,93,14535,0.16939,0.24966
3451,3451,2018,Baden-Wuerttemberg,Couple without children,6 rooms,0.11663,49,14535,0.08555,0.14882
3452,3452,2018,Baden-Wuerttemberg,Couple without children,7 rooms,0.03975,31,14535,0.02941,0.05179
3453,3453,2018,Baden-Wuerttemberg,Single parent,3 rooms,0.53927,67,14535,0.40014,0.67653
3454,3454,2018,Baden-Wuerttemberg,Single parent,4 rooms,0.46073,31,14535,0.3019,0.64062
3455,3455,2018,Baden-Wuerttemberg,Couple with children,2 rooms,0.02589,40,14535,0.01195,0.04135
3456,3456,2018,Baden-Wuerttemberg,Couple with children,3 rooms,0.20897,170,14535,0.16306,0.2579
3457,3457,2018,Baden-Wuerttemberg,Couple with children,4 rooms,0.23999,187,14535,0.19016,0.29154
3458,3458,2018,Baden-Wuerttemberg,Couple with children,5 rooms,0.24504,155,14535,0.20092,0.28223
3459,3459,2018,Baden-Wuerttemberg,Couple with children,6 rooms,0.1635,108,14535,0.13118,0.20364
3460,3460,2018,Baden-Wuerttemberg,Couple with children,7 rooms,0.11661,68,14535,0.08686,0.15319
3461,3461,2018,Bavaria,Single-person household,1 room,0.09766,85,14535,0.07782,0.12048
3462,3462,2018,Bavaria,Single-person household,2 rooms,0.32304,215,14535,0.27755,0.36632
3463,3463,2018,Bavaria,Single-person household,3 rooms,0.35062,190,14535,0.3097,0.3928
3464,3464,2018,Bavaria,Single-person household,4 rooms,0.14361,79,14535,0.11901,0.1712
3465,3465,2018,Bavaria,Single-person household,5 rooms,0.08507,46,14535,0.06512,0.10771
3466,3466,2018,Bavaria,Couple without children,2 rooms,0.13743,98,14535,0.11364,0.16368
3467,3467,2018,Bavaria,Couple without children,3 rooms,0.26686,196,14535,0.23187,0.3061
3468,3468,2018,Bavaria,Couple without children,4 rooms,0.26802,149,14535,0.2279,0.3274
3469,3469,2018,Bavaria,Couple without children,5 rooms,0.14469,94,14535,0.11884,0.1717
3470,3470,2018,Bavaria,Couple without children,6 rooms,0.10345,70,14535,0.08134,0.13132
3471,3471,2018,Bavaria,Couple without children,7 rooms,0.07956,38,14535,0.05545,0.10479
3472,3472,2018,Bavaria,Single parent,2 rooms,0.21011,39,14535,0.14838,0.28721
3473,3473,2018,Bavaria,Single parent,3 rooms,0.38935,104,14535,0.30421,0.50281
3474,3474,2018,Bavaria,Single parent,4 rooms,0.24136,53,14535,0.16288,0.37168
3475,3475,2018,Bavaria,Single parent,5 rooms,0.15918,35,14535,0.09902,0.23891
3476,3476,2018,Bavaria,Couple with children,2 rooms,0.03499,44,14535,0.01938,0.05101
3477,3477,2018,Bavaria,Couple with children,3 rooms,0.1742,204,14535,0.13546,0.2335
3478,3478,2018,Bavaria,Couple with children,4 rooms,0.25085,226,14535,0.20748,0.28998
3479,3479,2018,Bavaria,Couple with children,5 rooms,0.24669,203,14535,0.2035,0.28758
3480,3480,2018,Bavaria,Couple with children,6 rooms,0.19247,150,14535,0.15966,0.22953
3481,3481,2018,Bavaria,Couple with children,7 rooms,0.07226,67,14535,0.05242,0.09719
3482,3482,2018,Bavaria,Couple with children,8 rooms,0.02853,45,14535,0.02044,0.03835
3483,3483,2018,Berlin,Single-person household,1 room,0.2353,83,14535,0.19203,0.28236
3484,3484,2018,Berlin,Single-person household,2 rooms,0.54836,140,14535,0.46964,0.63269
3485,3485,2018,Berlin,Single-person household,3 rooms,0.21634,59,14535,0.17779,0.25164
3486,3486,2018,Berlin,Couple without children,2 rooms,0.24056,38,14535,0.1785,0.31299
3487,3487,2018,Berlin,Couple without children,3 rooms,0.45942,75,14535,0.35153,0.57921
3488,3488,2018,Berlin,Couple without children,4 rooms,0.30002,49,14535,0.23336,0.38661
3489,3489,2018,Berlin,Single parent,3 rooms,1.0,34,14535,0.6664,1.38289
3490,3490,2018,Berlin,Couple with children,3 rooms,0.70591,92,14535,0.52435,0.92379
3491,3491,2018,Berlin,Couple with children,4 rooms,0.29409,44,14535,0.21291,0.40941
3492,3492,2018,Brandenburg,Single-person household,1 room,0.10287,31,14535,0.06848,0.14456
3493,3493,2018,Brandenburg,Single-person household,2 rooms,0.45881,64,14535,0.36411,0.56942
3494,3494,2018,Brandenburg,Single-person household,3 rooms,0.43832,68,14535,0.34222,0.55654
3495,3495,2018,Brandenburg,Couple without children,3 rooms,0.55177,98,14535,0.44737,0.68838
3496,3496,2018,Brandenburg,Couple without children,4 rooms,0.2766,52,14535,0.20739,0.36506
3497,3497,2018,Brandenburg,Couple without children,5 rooms,0.17163,32,14535,0.12776,0.23165
3498,3498,2018,Brandenburg,Couple with children,3 rooms,0.24017,57,14535,0.16322,0.33401
3499,3499,2018,Brandenburg,Couple with children,4 rooms,0.40827,65,14535,0.27707,0.56146
3500,3500,2018,Brandenburg,Couple with children,5 rooms,0.35156,42,14535,0.22518,0.58064
3501,3501,2018,Mecklenburg-Western Pomerania,Single-person household,2 rooms,0.68016,64,14535,0.53697,0.83978
3502,3502,2018,Mecklenburg-Western Pomerania,Single-person household,3 rooms,0.31984,34,14535,0.21921,0.44183
3503,3503,2018,Mecklenburg-Western Pomerania,Couple without children,3 rooms,1.0,50,14535,0.81235,1.18038
3504,3504,2018,Mecklenburg-Western Pomerania,Couple with children,4 rooms,1.0,47,14535,0.64808,1.34206
3505,3505,2018,Saxony,Single-person household,2 rooms,0.52286,119,14535,0.45269,0.58607
3506,3506,2018,Saxony,Single-person household,3 rooms,0.37848,98,14535,0.31638,0.46182
3507,3507,2018,Saxony,Single-person household,4 rooms,0.09866,36,14535,0.07141,0.13307
3508,3508,2018,Saxony,Couple without children,2 rooms,0.12871,46,14535,0.09658,0.16083
3509,3509,2018,Saxony,Couple without children,3 rooms,0.60099,154,14535,0.51624,0.70713
3510,3510,2018,Saxony,Couple without children,4 rooms,0.17664,58,14535,0.15473,0.20621
3511,3511,2018,Saxony,Couple without children,5 rooms,0.09366,31,14535,0.07182,0.11703
3512,3512,2018,Saxony,Single parent,3 rooms,0.64257,45,14535,0.37379,0.93345
3513,3513,2018,Saxony,Single parent,4 rooms,0.35743,31,14535,0.21268,0.5067
3514,3514,2018,Saxony,Couple with children,3 rooms,0.34197,94,14535,0.22254,0.48845
3515,3515,2018,Saxony,Couple with children,4 rooms,0.39715,113,14535,0.29189,0.51457
3516,3516,2018,Saxony,Couple with children,5 rooms,0.26088,64,14535,0.16942,0.35641
3517,3517,2018,Saxony-Anhalt,Single-person household,2 rooms,0.5267,75,14535,0.41809,0.64131
3518,3518,2018,Saxony-Anhalt,Single-person household,3 rooms,0.4733,56,14535,0.36938,0.56853
3519,3519,2018,Saxony-Anhalt,Couple without children,3 rooms,0.69116,76,14535,0.5348,0.89043
3520,3520,2018,Saxony-Anhalt,Couple without children,4 rooms,0.30884,39,14535,0.25105,0.36284
3521,3521,2018,Saxony-Anhalt,Single parent,3 rooms,1.0,35,14535,0.76237,1.25247
3522,3522,2018,Saxony-Anhalt,Couple with children,3 rooms,0.29531,38,14535,0.21686,0.37791
3523,3523,2018,Saxony-Anhalt,Couple with children,4 rooms,0.70469,74,14535,0.51638,0.8893
3524,3524,2018,Thuringa,Single-person household,1 room,0.11218,31,14535,0.07845,0.15417
3525,3525,2018,Thuringa,Single-person household,2 rooms,0.54578,76,14535,0.42476,0.68592
