year,hhtyp,regtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Single-person household,Rural regions,3 rooms,0.28495,326,1094,0.25819,0.31171
2011,Single-person household,Rural regions,4 rooms,0.14202,163,1094,0.12132,0.16271
2011,Single-person household,Rural regions,5 rooms,0.07752,85,1094,0.06166,0.09337
2011,Single-person household,Rural regions,6 rooms,0.04304,48,1094,0.03101,0.05507
2011,Couple without children,Urban regions,2 rooms,0.11322,308,2730,0.10133,0.12511
2011,Couple without children,Urban regions,3 rooms,0.38596,975,2730,0.36769,0.40422
2011,Couple without children,Urban regions,4 rooms,0.21917,607,2730,0.20365,0.23469
2011,Couple without children,Urban regions,5 rooms,0.14554,437,2730,0.13231,0.15877
2011,Couple without children,Urban regions,6 rooms,0.06912,238,2730,0.05960,0.07864
2011,Couple without children,Urban regions,7 rooms,0.03459,111,2730,0.02773,0.04144
2011,Couple without children,Urban regions,8 rooms,0.01671,54,2730,0.01190,0.02152
2011,Couple without children,Rural regions,2 rooms,0.09837,146,1570,0.08363,0.11311
2011,Couple without children,Rural regions,3 rooms,0.29809,491,1570,0.27546,0.32072
2011,Couple without children,Rural regions,4 rooms,0.24729,404,1570,0.22594,0.26864
2011,Couple without children,Rural regions,5 rooms,0.18526,270,1570,0.16603,0.20448
2011,Couple without children,Rural regions,6 rooms,0.09014,155,1570,0.07597,0.10431
2011,Couple without children,Rural regions,7 rooms,0.04086,71,1570,0.03107,0.05066
2011,Couple without children,Rural regions,8 rooms,0.02025,33,1570,0.01328,0.02722
2011,Single parent,Urban regions,2 rooms,0.13628,186,1449,0.11860,0.15395
2011,Single parent,Urban regions,3 rooms,0.49804,746,1449,0.47229,0.52380
2011,Single parent,Urban regions,4 rooms,0.18123,316,1449,0.16139,0.20107
2011,Single parent,Urban regions,5 rooms,0.10147,137,1449,0.08592,0.11702
2011,Single parent,Urban regions,6 rooms,0.04274,64,1449,0.03233,0.05316
2011,Single parent,Rural regions,2 rooms,0.08539,67,766,0.06559,0.10519
2011,Single parent,Rural regions,3 rooms,0.39344,342,766,0.35883,0.42806
2011,Single parent,Rural regions,4 rooms,0.28746,218,766,0.25539,0.31953
2011,Single parent,Rural regions,5 rooms,0.11641,100,766,0.09368,0.13914
2011,Single parent,Rural regions,6 rooms,0.05549,39,766,0.03927,0.07172
2011,Couple with children,Urban regions,2 rooms,0.01498,74,3951,0.01120,0.01877
2011,Couple with children,Urban regions,3 rooms,0.23409,880,3951,0.22089,0.24730
2011,Couple with children,Urban regions,4 rooms,0.26375,1031,3951,0.25001,0.27749
2011,Couple with children,Urban regions,5 rooms,0.22066,827,3951,0.20773,0.23360
2011,Couple with children,Urban regions,6 rooms,0.14244,588,3951,0.13154,0.15334
2011,Couple with children,Urban regions,7 rooms,0.06221,278,3951,0.05468,0.06974
2011,Couple with children,Urban regions,8 rooms,0.03673,158,3951,0.03086,0.04260
2011,Couple with children,Urban regions,9 rooms,0.01570,72,3951,0.01182,0.01957
2011,Couple with children,Urban regions,10 or more rooms,0.00943,43,3951,0.00642,0.01245
2011,Couple with children,Rural regions,3 rooms,0.16572,365,2187,0.15013,0.18131
2011,Couple with children,Rural regions,4 rooms,0.24667,552,2187,0.22860,0.26474
2011,Couple with children,Rural regions,5 rooms,0.23666,473,2187,0.21884,0.25448
2011,Couple with children,Rural regions,6 rooms,0.15957,363,2187,0.14422,0.17492
2011,Couple with children,Rural regions,7 rooms,0.09829,229,2187,0.08581,0.11077
2011,Couple with children,Rural regions,8 rooms,0.05042,116,2187,0.04125,0.05960
2011,Couple with children,Rural regions,9 rooms,0.01459,45,2187,0.00956,0.01961
2011,Couple with children,Rural regions,10 or more rooms,0.01881,44,2187,0.01312,0.02451
2012,Single-person household,Urban regions,1 room,0.09016,246,2422,0.07875,0.10157
2012,Single-person household,Urban regions,2 rooms,0.38099,904,2422,0.36165,0.40034
2012,Single-person household,Urban regions,3 rooms,0.31904,785,2422,0.30047,0.33761
2012,Single-person household,Urban regions,4 rooms,0.10086,260,2422,0.08886,0.11285
2012,Single-person household,Urban regions,5 rooms,0.06642,152,2422,0.05650,0.07634
2012,Single-person household,Urban regions,6 rooms,0.02717,75,2422,0.02070,0.03365
2012,Single-person household,Rural regions,1 room,0.07110,90,1180,0.05643,0.08577
2012,Single-person household,Rural regions,2 rooms,0.35471,425,1180,0.32740,0.38202
2012,Single-person household,Rural regions,3 rooms,0.31067,372,1180,0.28426,0.33709
2012,Single-person household,Rural regions,4 rooms,0.14373,169,1180,0.12370,0.16375
2012,Single-person household,Rural regions,5 rooms,0.05572,80,1180,0.04262,0.06881
2012,Single-person household,Rural regions,6 rooms,0.03687,44,1180,0.02612,0.04763
2012,Couple without children,Urban regions,2 rooms,0.11658,293,2721,0.10451,0.12864
2012,Couple without children,Urban regions,3 rooms,0.37204,970,2721,0.35387,0.39020
2012,Couple without children,Urban regions,4 rooms,0.22308,601,2721,0.20744,0.23873
2012,Couple without children,Urban regions,5 rooms,0.13842,437,2721,0.12544,0.15140
2012,Couple without children,Urban regions,6 rooms,0.07785,252,2721,0.06778,0.08792
2012,Couple without children,Urban regions,7 rooms,0.03856,117,2721,0.03133,0.04580
2012,Couple without children,Urban regions,8 rooms,0.01544,51,2721,0.01081,0.02008
2012,Couple without children,Rural regions,2 rooms,0.09094,153,1614,0.07691,0.10497
2012,Couple without children,Rural regions,3 rooms,0.28677,505,1614,0.26470,0.30884
2012,Couple without children,Rural regions,4 rooms,0.25877,425,1614,0.23740,0.28014
2012,Couple without children,Rural regions,5 rooms,0.18027,283,1614,0.16151,0.19903
2012,Couple without children,Rural regions,6 rooms,0.09906,161,1614,0.08448,0.11364
2012,Couple without children,Rural regions,7 rooms,0.04895,87,1614,0.03842,0.05948
2012,Single parent,Urban regions,2 rooms,0.11730,157,1343,0.10008,0.13451
2012,Single parent,Urban regions,3 rooms,0.50628,685,1343,0.47953,0.53303
2012,Single parent,Urban regions,4 rooms,0.19719,310,1343,0.17591,0.21848
2012,Single parent,Urban regions,5 rooms,0.08849,131,1343,0.07329,0.10368
2012,Single parent,Urban regions,6 rooms,0.04522,60,1343,0.03410,0.05634
2012,Single parent,Rural regions,2 rooms,0.06956,55,738,0.05120,0.08793
2012,Single parent,Rural regions,3 rooms,0.39114,321,738,0.35590,0.42637
2012,Single parent,Rural regions,4 rooms,0.27884,229,738,0.24647,0.31122
2012,Single parent,Rural regions,5 rooms,0.11418,93,738,0.09122,0.13714
2012,Single parent,Rural regions,6 rooms,0.07331,40,738,0.05449,0.09213
2012,Couple with children,Urban regions,2 rooms,0.01824,63,3689,0.01392,0.02256
2012,Couple with children,Urban regions,3 rooms,0.21527,763,3689,0.20201,0.22854
2012,Couple with children,Urban regions,4 rooms,0.27423,987,3689,0.25983,0.28863
2012,Couple with children,Urban regions,5 rooms,0.22593,785,3689,0.21243,0.23942
2012,Couple with children,Urban regions,6 rooms,0.13945,575,3689,0.12827,0.15063
2012,Couple with children,Urban regions,7 rooms,0.06932,262,3689,0.06112,0.07752
2012,Couple with children,Urban regions,8 rooms,0.02829,136,3689,0.02294,0.03364
2012,Couple with children,Urban regions,9 rooms,0.01394,68,3689,0.01016,0.01773
2012,Couple with children,Urban regions,10 or more rooms,0.01527,50,3689,0.01131,0.01923
2012,Couple with children,Rural regions,3 rooms,0.16316,329,2069,0.14723,0.17909
2012,Couple with children,Rural regions,4 rooms,0.25979,527,2069,0.24089,0.27869
2012,Couple with children,Rural regions,5 rooms,0.24157,453,2069,0.22313,0.26002
2012,Couple with children,Rural regions,6 rooms,0.14638,334,2069,0.13115,0.16162
2012,Couple with children,Rural regions,7 rooms,0.09136,217,2069,0.07894,0.10377
2012,Couple with children,Rural regions,8 rooms,0.05851,127,2069,0.04840,0.06863
2012,Couple with children,Rural regions,9 rooms,0.01297,36,2069,0.00809,0.01785
2012,Couple with children,Rural regions,10 or more rooms,0.01953,46,2069,0.01357,0.02550
2013,Single-person household,Urban regions,1 room,0.09295,294,2611,0.08181,0.10409
2013,Single-person household,Urban regions,2 rooms,0.37685,1003,2611,0.35826,0.39544
2013,Single-person household,Urban regions,3 rooms,0.31133,775,2611,0.29357,0.32910
2013,Single-person household,Urban regions,4 rooms,0.10707,272,2611,0.09521,0.11894
2013,Single-person household,Urban regions,5 rooms,0.06385,143,2611,0.05447,0.07323
2013,Single-person household,Urban regions,6 rooms,0.03078,89,2611,0.02415,0.03741
2013,Single-person household,Urban regions,7 rooms,0.01075,35,2611,0.00679,0.01471
2013,Single-person household,Rural regions,1 room,0.07240,101,1172,0.05755,0.08724
2013,Single-person household,Rural regions,2 rooms,0.35926,441,1172,0.33178,0.38674
2013,Single-person household,Rural regions,3 rooms,0.28933,340,1172,0.26336,0.31530
2013,Single-person household,Rural regions,4 rooms,0.14094,174,1172,0.12101,0.16087
2013,Single-person household,Rural regions,5 rooms,0.07145,76,1172,0.05669,0.08620
2013,Single-person household,Rural regions,6 rooms,0.03813,40,1172,0.02716,0.04910
2013,Couple without children,Urban regions,2 rooms,0.12175,413,2908,0.10986,0.13363
2013,Couple without children,Urban regions,3 rooms,0.35504,1010,2908,0.33764,0.37244
2013,Couple without children,Urban regions,4 rooms,0.22366,632,2908,0.20851,0.23881
2013,Couple without children,Urban regions,5 rooms,0.14652,436,2908,0.13366,0.15937
2013,Couple without children,Urban regions,6 rooms,0.07836,245,2908,0.06859,0.08813
2013,Couple without children,Urban regions,7 rooms,0.04133,118,2908,0.03409,0.04856
2013,Couple without children,Urban regions,8 rooms,0.01707,54,2908,0.01236,0.02178
2013,Couple without children,Rural regions,2 rooms,0.07646,161,1639,0.06359,0.08933
2013,Couple without children,Rural regions,3 rooms,0.29664,521,1639,0.27451,0.31876
2013,Couple without children,Rural regions,4 rooms,0.25983,408,1639,0.23859,0.28107
2013,Couple without children,Rural regions,5 rooms,0.19171,289,1639,0.17265,0.21078
2013,Couple without children,Rural regions,6 rooms,0.09444,152,1639,0.08028,0.10860
2013,Couple without children,Rural regions,7 rooms,0.04580,77,1639,0.03568,0.05592
2013,Couple without children,Rural regions,8 rooms,0.01856,31,1639,0.01203,0.02510
2013,Single parent,Urban regions,2 rooms,0.13703,180,1430,0.11920,0.15486
2013,Single parent,Urban regions,3 rooms,0.47999,723,1430,0.45409,0.50589
2013,Single parent,Urban regions,4 rooms,0.21344,329,1430,0.19220,0.23469
2013,Single parent,Urban regions,5 rooms,0.08829,139,1430,0.07358,0.10301
2013,Single parent,Urban regions,6 rooms,0.03636,59,1430,0.02665,0.04606
2013,Single parent,Rural regions,2 rooms,0.08349,56,725,0.06334,0.10364
2013,Single parent,Rural regions,3 rooms,0.40777,320,725,0.37197,0.44357
2013,Single parent,Rural regions,4 rooms,0.25284,212,725,0.22118,0.28450
2013,Single parent,Rural regions,5 rooms,0.12029,101,725,0.09659,0.14398
2013,Single parent,Rural regions,6 rooms,0.07408,36,725,0.05500,0.09316
2013,Couple with children,Urban regions,2 rooms,0.02251,106,4430,0.01814,0.02688
2013,Couple with children,Urban regions,3 rooms,0.23898,1165,4430,0.22642,0.25154
2013,Couple with children,Urban regions,4 rooms,0.25160,1185,4430,0.23882,0.26438
2013,Couple with children,Urban regions,5 rooms,0.23265,871,4430,0.22020,0.24509
2013,Couple with children,Urban regions,6 rooms,0.13534,587,4430,0.12526,0.14541
2013,Couple with children,Urban regions,7 rooms,0.06620,275,4430,0.05887,0.07352
2013,Couple with children,Urban regions,8 rooms,0.02795,130,4430,0.02309,0.03280
2013,Couple with children,Urban regions,9 rooms,0.01472,61,4430,0.01118,0.01827
2013,Couple with children,Urban regions,10 or more rooms,0.00943,50,4430,0.00658,0.01228
2013,Couple with children,Rural regions,3 rooms,0.17689,389,2184,0.16088,0.19289
2013,Couple with children,Rural regions,4 rooms,0.25000,590,2184,0.23183,0.26816
2013,Couple with children,Rural regions,5 rooms,0.23037,455,2184,0.21271,0.24803
2013,Couple with children,Rural regions,6 rooms,0.15665,346,2184,0.14140,0.17189
2013,Couple with children,Rural regions,7 rooms,0.08810,207,2184,0.07621,0.09999
2013,Couple with children,Rural regions,8 rooms,0.05498,115,2184,0.04542,0.06454
2013,Couple with children,Rural regions,9 rooms,0.01676,43,2184,0.01137,0.02214
2013,Couple with children,Rural regions,10 or more rooms,0.01490,39,2184,0.00982,0.01998
2013,Other Combinations,Urban regions,2 rooms,0.14048,35,196,0.09171,0.18925
2013,Other Combinations,Urban regions,3 rooms,0.36767,100,196,0.29999,0.43534
2013,Other Combinations,Urban regions,4 rooms,0.20354,61,196,0.14703,0.26005
2014,Single-person household,Urban regions,1 room,0.09353,259,2400,0.08188,0.10519
2014,Single-person household,Urban regions,2 rooms,0.37187,883,2400,0.35253,0.39121
2014,Single-person household,Urban regions,3 rooms,0.30653,738,2400,0.28808,0.32498
2014,Single-person household,Urban regions,4 rooms,0.11588,273,2400,0.10307,0.12869
2014,Single-person household,Urban regions,5 rooms,0.05997,137,2400,0.05046,0.06947
2014,Single-person household,Urban regions,6 rooms,0.03239,78,2400,0.02531,0.03948
2014,Single-person household,Urban regions,7 rooms,0.01147,32,2400,0.00721,0.01573
2014,Single-person household,Rural regions,1 room,0.06636,78,1101,0.05165,0.08107
2014,Single-person household,Rural regions,2 rooms,0.36153,416,1101,0.33314,0.38992
2014,Single-person household,Rural regions,3 rooms,0.29446,342,1101,0.26753,0.32140
2014,Single-person household,Rural regions,4 rooms,0.13946,152,1101,0.11899,0.15993
2014,Single-person household,Rural regions,5 rooms,0.07342,78,1101,0.05801,0.08884
2014,Single-person household,Rural regions,6 rooms,0.03378,35,1101,0.02310,0.04445
2014,Couple without children,Urban regions,2 rooms,0.12520,367,2697,0.11270,0.13769
2014,Couple without children,Urban regions,3 rooms,0.34433,948,2697,0.32639,0.36226
2014,Couple without children,Urban regions,4 rooms,0.22939,586,2697,0.21352,0.24526
2014,Couple without children,Urban regions,5 rooms,0.14613,405,2697,0.13279,0.15946
2014,Couple without children,Urban regions,6 rooms,0.07788,232,2697,0.06777,0.08800
2014,Couple without children,Urban regions,7 rooms,0.03860,102,2697,0.03133,0.04587
2014,Couple without children,Urban regions,8 rooms,0.01960,57,2697,0.01437,0.02484
2014,Couple without children,Rural regions,2 rooms,0.08118,154,1581,0.06771,0.09465
2014,Couple without children,Rural regions,3 rooms,0.32130,522,1581,0.29827,0.34433
2014,Couple without children,Rural regions,4 rooms,0.24008,376,1581,0.21901,0.26114
2014,Couple without children,Rural regions,5 rooms,0.17530,267,1581,0.15655,0.19405
2014,Couple without children,Rural regions,6 rooms,0.09606,157,1581,0.08153,0.11059
2014,Couple without children,Rural regions,7 rooms,0.04695,71,1581,0.03652,0.05738
2014,Couple without children,Rural regions,8 rooms,0.01937,34,1581,0.01257,0.02617
2014,Single parent,Urban regions,2 rooms,0.12914,130,1146,0.10972,0.14857
2014,Single parent,Urban regions,3 rooms,0.49851,584,1146,0.46954,0.52747
2014,Single parent,Urban regions,4 rooms,0.20048,258,1146,0.17729,0.22367
2014,Single parent,Urban regions,5 rooms,0.10601,122,1146,0.08818,0.12384
2014,Single parent,Urban regions,6 rooms,0.03374,52,1146,0.02328,0.04420
2014,Single parent,Rural regions,2 rooms,0.08351,49,600,0.06136,0.10567
2014,Single parent,Rural regions,3 rooms,0.41872,257,600,0.37921,0.45823
2014,Single parent,Rural regions,4 rooms,0.22834,178,600,0.19473,0.26196
2014,Single parent,Rural regions,5 rooms,0.13207,82,600,0.10495,0.15918
2014,Single parent,Rural regions,6 rooms,0.06909,34,600,0.04878,0.08940
2014,Couple with children,Urban regions,2 rooms,0.01792,74,3780,0.01369,0.02215
2014,Couple with children,Urban regions,3 rooms,0.23732,919,3780,0.22375,0.25088
2014,Couple with children,Urban regions,4 rooms,0.25917,998,3780,0.24520,0.27314
2014,Couple with children,Urban regions,5 rooms,0.22244,796,3780,0.20918,0.23570
2014,Couple with children,Urban regions,6 rooms,0.13615,519,3780,0.12521,0.14708
2014,Couple with children,Urban regions,7 rooms,0.07208,258,3780,0.06384,0.08033
2014,Couple with children,Urban regions,8 rooms,0.03107,114,3780,0.02554,0.03661
2014,Couple with children,Urban regions,9 rooms,0.01361,59,3780,0.00992,0.01731
2014,Couple with children,Urban regions,10 or more rooms,0.00917,43,3780,0.00613,0.01221
2014,Couple with children,Rural regions,3 rooms,0.15971,311,1897,0.14322,0.17620
2014,Couple with children,Rural regions,4 rooms,0.26052,500,1897,0.24076,0.28028
2014,Couple with children,Rural regions,5 rooms,0.23417,402,1897,0.21511,0.25324
2014,Couple with children,Rural regions,6 rooms,0.14686,308,1897,0.13093,0.16280
2014,Couple with children,Rural regions,7 rooms,0.10424,202,1897,0.09049,0.11800
2014,Couple with children,Rural regions,8 rooms,0.04832,104,1897,0.03867,0.05798
2014,Couple with children,Rural regions,9 rooms,0.01894,35,1897,0.01280,0.02507
2014,Couple with children,Rural regions,10 or more rooms,0.02026,35,1897,0.01392,0.02660
2014,Other Combinations,Urban regions,3 rooms,0.37165,76,124,0.28625,0.45706
2014,Other Combinations,Urban regions,4 rooms,0.26936,48,124,0.19096,0.34777
2015,Single-person household,Urban regions,1 room,0.09903,307,2435,0.08716,0.11089
2015,Single-person household,Urban regions,2 rooms,0.36166,875,2435,0.34257,0.38075
2015,Single-person household,Urban regions,3 rooms,0.30895,745,2435,0.29059,0.32731
2015,Single-person household,Urban regions,4 rooms,0.11564,264,2435,0.10294,0.12835
2015,Single-person household,Urban regions,5 rooms,0.05701,128,2435,0.04780,0.06622
2015,Single-person household,Urban regions,6 rooms,0.03632,85,2435,0.02888,0.04375
2015,Single-person household,Urban regions,7 rooms,0.01145,31,2435,0.00722,0.01568
2015,Single-person household,Rural regions,1 room,0.06174,88,1119,0.04763,0.07585
2015,Single-person household,Rural regions,2 rooms,0.35182,406,1119,0.32383,0.37981
2015,Single-person household,Rural regions,3 rooms,0.29915,357,1119,0.27231,0.32599
2015,Single-person household,Rural regions,4 rooms,0.14521,152,1119,0.12456,0.16586
2015,Single-person household,Rural regions,5 rooms,0.07607,82,1119,0.06053,0.09160
2015,Single-person household,Rural regions,6 rooms,0.03024,34,1119,0.02020,0.04027
2015,Couple without children,Urban regions,1 room,0.00625,33,2753,0.00330,0.00919
2015,Couple without children,Urban regions,2 rooms,0.11957,425,2753,0.10745,0.13169
2015,Couple without children,Urban regions,3 rooms,0.34830,956,2753,0.33050,0.36610
2015,Couple without children,Urban regions,4 rooms,0.23255,562,2753,0.21677,0.24834
2015,Couple without children,Urban regions,5 rooms,0.15004,397,2753,0.13669,0.16338
2015,Couple without children,Urban regions,6 rooms,0.08182,228,2753,0.07158,0.09207
2015,Couple without children,Urban regions,7 rooms,0.03862,101,2753,0.03142,0.04581
2015,Couple without children,Urban regions,8 rooms,0.01605,51,2753,0.01135,0.02074
2015,Couple without children,Rural regions,2 rooms,0.08396,172,1531,0.07006,0.09785
2015,Couple without children,Rural regions,3 rooms,0.32151,513,1531,0.29810,0.34491
2015,Couple without children,Rural regions,4 rooms,0.21732,342,1531,0.19666,0.23799
2015,Couple without children,Rural regions,5 rooms,0.17298,266,1531,0.15402,0.19193
2015,Couple without children,Rural regions,6 rooms,0.11130,168,1531,0.09554,0.12706
2015,Couple without children,Rural regions,7 rooms,0.04957,70,1531,0.03869,0.06045
2015,Single parent,Urban regions,2 rooms,0.13907,137,1085,0.11847,0.15967
2015,Single parent,Urban regions,3 rooms,0.46731,539,1085,0.43761,0.49701
2015,Single parent,Urban regions,4 rooms,0.20092,228,1085,0.17707,0.22478
2015,Single parent,Urban regions,5 rooms,0.11572,121,1085,0.09668,0.13477
2015,Single parent,Urban regions,6 rooms,0.04310,60,1085,0.03101,0.05519
2015,Single parent,Rural regions,2 rooms,0.07382,36,552,0.05199,0.09566
2015,Single parent,Rural regions,3 rooms,0.35485,220,552,0.31490,0.39480
2015,Single parent,Rural regions,4 rooms,0.27345,180,552,0.23624,0.31067
2015,Single parent,Rural regions,5 rooms,0.12457,80,552,0.09699,0.15214
2015,Single parent,Rural regions,6 rooms,0.08490,36,552,0.06162,0.10817
2015,Couple with children,Urban regions,2 rooms,0.02611,143,3745,0.02101,0.03122
2015,Couple with children,Urban regions,3 rooms,0.22821,969,3745,0.21476,0.24165
2015,Couple with children,Urban regions,4 rooms,0.24394,940,3745,0.23018,0.25769
2015,Couple with children,Urban regions,5 rooms,0.23746,758,3745,0.22383,0.25109
2015,Couple with children,Urban regions,6 rooms,0.13409,491,3745,0.12317,0.14500
2015,Couple with children,Urban regions,7 rooms,0.07278,233,3745,0.06446,0.08110
2015,Couple with children,Urban regions,8 rooms,0.03435,116,3745,0.02852,0.04019
2015,Couple with children,Urban regions,9 rooms,0.01573,59,3745,0.01175,0.01972
2015,Couple with children,Urban regions,10 or more rooms,0.00612,36,3745,0.00362,0.00862
2015,Couple with children,Rural regions,2 rooms,0.01237,32,1904,0.00741,0.01734
2015,Couple with children,Rural regions,3 rooms,0.17430,349,1904,0.15726,0.19135
2015,Couple with children,Rural regions,4 rooms,0.25385,463,1904,0.23429,0.27340
2015,Couple with children,Rural regions,5 rooms,0.22572,391,1904,0.20693,0.24450
2015,Couple with children,Rural regions,6 rooms,0.17018,314,1904,0.15329,0.18706
2015,Couple with children,Rural regions,7 rooms,0.08479,185,1904,0.07227,0.09730
2015,Couple with children,Rural regions,8 rooms,0.04198,92,1904,0.03297,0.05099
2015,Couple with children,Rural regions,9 rooms,0.01821,44,1904,0.01220,0.02422
2015,Couple with children,Rural regions,10 or more rooms,0.01839,34,1904,0.01235,0.02443
2015,Other Combinations,Urban regions,2 rooms,0.20499,38,143,0.13859,0.27139
2015,Other Combinations,Urban regions,3 rooms,0.34548,66,143,0.26727,0.42369
2015,Other Combinations,Urban regions,4 rooms,0.21682,39,143,0.14904,0.28460
2016,Single-person household,Urban regions,1 room,0.10083,398,2587,0.08922,0.11243
2016,Single-person household,Urban regions,2 rooms,0.36912,949,2587,0.35052,0.38772
2016,Single-person household,Urban regions,3 rooms,0.30191,738,2587,0.28422,0.31961
2016,Single-person household,Urban regions,4 rooms,0.11265,258,2587,0.10046,0.12483
2016,Single-person household,Urban regions,5 rooms,0.05762,124,2587,0.04864,0.06660
2016,Single-person household,Urban regions,6 rooms,0.03645,86,2587,0.02923,0.04368
2016,Single-person household,Urban regions,7 rooms,0.01192,34,2587,0.00774,0.01610
2016,Single-person household,Rural regions,1 room,0.06413,111,1149,0.04996,0.07830
2016,Single-person household,Rural regions,2 rooms,0.32489,406,1149,0.29780,0.35198
2016,Single-person household,Rural regions,3 rooms,0.31406,375,1149,0.28721,0.34091
2016,Single-person household,Rural regions,4 rooms,0.14520,143,1149,0.12482,0.16558
2016,Single-person household,Rural regions,5 rooms,0.07771,77,1149,0.06223,0.09320
2016,Single-person household,Rural regions,6 rooms,0.03853,37,1149,0.02739,0.04966
2016,Couple without children,Urban regions,2 rooms,0.12155,389,2557,0.10889,0.13422
2016,Couple without children,Urban regions,3 rooms,0.33895,877,2557,0.32060,0.35730
2016,Couple without children,Urban regions,4 rooms,0.23743,552,2557,0.22094,0.25393
2016,Couple without children,Urban regions,5 rooms,0.14319,379,2557,0.12961,0.15677
2016,Couple without children,Urban regions,6 rooms,0.08066,218,2557,0.07010,0.09121
2016,Couple without children,Urban regions,7 rooms,0.04326,96,2557,0.03537,0.05115
2016,Couple without children,Urban regions,8 rooms,0.01886,46,2557,0.01358,0.02413
2016,Couple without children,Rural regions,2 rooms,0.07507,159,1511,0.06178,0.08836
2016,Couple without children,Rural regions,3 rooms,0.31159,487,1511,0.28823,0.33495
2016,Couple without children,Rural regions,4 rooms,0.20929,325,1511,0.18877,0.22981
2016,Couple without children,Rural regions,5 rooms,0.18857,270,1511,0.16884,0.20830
2016,Couple without children,Rural regions,6 rooms,0.11406,160,1511,0.09802,0.13009
2016,Couple without children,Rural regions,7 rooms,0.05525,73,1511,0.04373,0.06678
2016,Couple without children,Rural regions,8 rooms,0.02823,37,1511,0.01988,0.03658
2016,Single parent,Urban regions,2 rooms,0.13490,157,1073,0.11445,0.15535
2016,Single parent,Urban regions,3 rooms,0.44183,522,1073,0.41211,0.47156
2016,Single parent,Urban regions,4 rooms,0.20849,229,1073,0.18417,0.23280
2016,Single parent,Urban regions,5 rooms,0.13265,109,1073,0.11235,0.15296
2016,Single parent,Urban regions,6 rooms,0.04273,56,1073,0.03062,0.05484
2016,Single parent,Rural regions,2 rooms,0.08041,51,554,0.05775,0.10307
2016,Single parent,Rural regions,3 rooms,0.35682,228,554,0.31689,0.39674
2016,Single parent,Rural regions,4 rooms,0.27466,166,554,0.23746,0.31186
2016,Single parent,Rural regions,5 rooms,0.12221,74,554,0.09491,0.14951
2016,Single parent,Rural regions,6 rooms,0.08658,35,554,0.06314,0.11002
2016,Couple with children,Urban regions,2 rooms,0.02607,214,4105,0.02120,0.03095
2016,Couple with children,Urban regions,3 rooms,0.24230,1186,4105,0.22919,0.25541
2016,Couple with children,Urban regions,4 rooms,0.24056,1059,4105,0.22749,0.25364
2016,Couple with children,Urban regions,5 rooms,0.23102,738,4105,0.21813,0.24392
2016,Couple with children,Urban regions,6 rooms,0.13558,480,4105,0.12511,0.14606
2016,Couple with children,Urban regions,7 rooms,0.06424,220,4105,0.05674,0.07174
2016,Couple with children,Urban regions,8 rooms,0.03542,119,4105,0.02976,0.04107
2016,Couple with children,Urban regions,9 rooms,0.01208,51,4105,0.00874,0.01542
2016,Couple with children,Urban regions,10 or more rooms,0.01078,38,4105,0.00762,0.01394
2016,Couple with children,Rural regions,2 rooms,0.01247,79,2037,0.00765,0.01729
2016,Couple with children,Rural regions,3 rooms,0.16317,435,2037,0.14712,0.17922
2016,Couple with children,Rural regions,4 rooms,0.26258,549,2037,0.24346,0.28169
2016,Couple with children,Rural regions,5 rooms,0.21172,382,2037,0.19397,0.22946
2016,Couple with children,Rural regions,6 rooms,0.16417,289,2037,0.14808,0.18026
2016,Couple with children,Rural regions,7 rooms,0.09968,182,2037,0.08666,0.11269
2016,Couple with children,Rural regions,8 rooms,0.05504,90,2037,0.04513,0.06494
2016,Couple with children,Rural regions,9 rooms,0.01568,31,2037,0.01028,0.02108
2016,Other Combinations,Urban regions,2 rooms,0.12505,61,212,0.08042,0.16968
2016,Other Combinations,Urban regions,3 rooms,0.36689,106,212,0.30186,0.43193
2016,Other Combinations,Urban regions,4 rooms,0.19444,45,212,0.14104,0.24785
2016,Other Combinations,Rural regions,3 rooms,0.35754,47,47,0.21903,0.49604
2017,Single-person household,Urban regions,1 room,0.10614,451,2879,0.09489,0.11740
2017,Single-person household,Urban regions,2 rooms,0.35124,1053,2879,0.33380,0.36868
2017,Single-person household,Urban regions,3 rooms,0.30942,825,2879,0.29253,0.32631
2017,Single-person household,Urban regions,4 rooms,0.10953,285,2879,0.09812,0.12094
2017,Single-person household,Urban regions,5 rooms,0.06320,145,2879,0.05431,0.07209
2017,Single-person household,Urban regions,6 rooms,0.03946,85,2879,0.03235,0.04658
2017,Single-person household,Urban regions,7 rooms,0.01308,35,2879,0.00893,0.01723
2017,Single-person household,Rural regions,1 room,0.06835,155,1341,0.05484,0.08186
2017,Single-person household,Rural regions,2 rooms,0.34357,485,1341,0.31814,0.36899
2017,Single-person household,Rural regions,3 rooms,0.30500,418,1341,0.28034,0.32965
2017,Single-person household,Rural regions,4 rooms,0.12938,157,1341,0.11141,0.14735
2017,Single-person household,Rural regions,5 rooms,0.08030,88,1341,0.06575,0.09485
2017,Single-person household,Rural regions,6 rooms,0.03676,38,1341,0.02668,0.04683
2017,Couple without children,Urban regions,2 rooms,0.12230,423,2906,0.11039,0.13421
2017,Couple without children,Urban regions,3 rooms,0.32837,982,2906,0.31129,0.34544
2017,Couple without children,Urban regions,4 rooms,0.24214,640,2906,0.22656,0.25772
