"ple0011","year","bula_h","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nein","2018","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Nein","2018","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Sachsen","kein Migrationshintergrund","","","",""
"Nein","2018","Sachsen","direkter Migrationshintergrund","","","",""
"Nein","2018","Sachsen","indirekter Migrationshintergrund","","","",""
"Nein","2018","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Nein","2018","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Nein","2018","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Nein","2018","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Thueringen","kein Migrationshintergrund","","","",""
"Nein","2018","Thueringen","direkter Migrationshintergrund","","","",""
"Nein","2018","Thueringen","indirekter Migrationshintergrund","","","",""
"Nein","2018","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Schleswig-Holstein","kein Migrationshintergrund","59","0.0794548176688425","0.0603896329911803","0.0985200023465048"
"Ja","2019","Schleswig-Holstein","direkter Migrationshintergrund","9","","",""
"Ja","2019","Schleswig-Holstein","indirekter Migrationshintergrund","7","","",""
"Ja","2019","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Hamburg","kein Migrationshintergrund","30","0.0811390798066318","0.0533920468080804","0.108886112805183"
"Ja","2019","Hamburg","direkter Migrationshintergrund","8","","",""
"Ja","2019","Hamburg","indirekter Migrationshintergrund","4","","",""
"Ja","2019","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Niedersachsen","kein Migrationshintergrund","177","0.100202904383344","0.0870201278557258","0.113385680910962"
"Ja","2019","Niedersachsen","direkter Migrationshintergrund","31","0.126638173429293","0.0927516784172257","0.16052466844136"
"Ja","2019","Niedersachsen","indirekter Migrationshintergrund","9","","",""
"Ja","2019","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Bremen","kein Migrationshintergrund","13","","",""
"Ja","2019","Bremen","direkter Migrationshintergrund","4","","",""
"Ja","2019","Bremen","indirekter Migrationshintergrund","","","",""
"Ja","2019","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Nordrhein-Westfalen","kein Migrationshintergrund","389","0.109550706395872","0.0996553589469195","0.119446053844824"
"Ja","2019","Nordrhein-Westfalen","direkter Migrationshintergrund","111","0.105297672293683","0.0868375530660606","0.123757791521305"
"Ja","2019","Nordrhein-Westfalen","indirekter Migrationshintergrund","48","0.0708465262798109","0.0491260820089175","0.0925669705507042"
"Ja","2019","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Hessen","kein Migrationshintergrund","122","0.116242925958838","0.0986842071357873","0.133801644781888"
"Ja","2019","Hessen","direkter Migrationshintergrund","35","0.112530366795826","0.0759693083009169","0.149091425290735"
"Ja","2019","Hessen","indirekter Migrationshintergrund","11","","",""
"Ja","2019","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","101","0.100576635306325","0.0824533932451016","0.118699877367549"
"Ja","2019","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","24","","",""
"Ja","2019","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","7","","",""
"Ja","2019","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Baden-Wuerttemberg","kein Migrationshintergrund","190","0.110863337560296","0.0972557960308391","0.124470879089752"
"Ja","2019","Baden-Wuerttemberg","direkter Migrationshintergrund","57","0.134516078995371","0.104786453777572","0.164245704213169"
"Ja","2019","Baden-Wuerttemberg","indirekter Migrationshintergrund","13","","",""
"Ja","2019","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Bayern","kein Migrationshintergrund","257","0.0864544661401583","0.076456134008042","0.0964527982722747"
"Ja","2019","Bayern","direkter Migrationshintergrund","62","0.12248896849869","0.0972072487306769","0.147770688266703"
"Ja","2019","Bayern","indirekter Migrationshintergrund","22","","",""
"Ja","2019","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Saarland","kein Migrationshintergrund","","","",""
"Ja","2019","Saarland","direkter Migrationshintergrund","","","",""
"Ja","2019","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","2019","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Berlin","kein Migrationshintergrund","81","0.101110960185705","0.0803109530708911","0.121910967300518"
"Ja","2019","Berlin","direkter Migrationshintergrund","15","","",""
"Ja","2019","Berlin","indirekter Migrationshintergrund","8","","",""
"Ja","2019","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Brandenburg","kein Migrationshintergrund","92","0.09550364727284","0.0772690486079649","0.113738245937715"
"Ja","2019","Brandenburg","direkter Migrationshintergrund","7","","",""
"Ja","2019","Brandenburg","indirekter Migrationshintergrund","1","","",""
"Ja","2019","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Mecklenburg-Vorpommern","kein Migrationshintergrund","47","0.0876818263023386","0.0646043591708306","0.110759293433847"
"Ja","2019","Mecklenburg-Vorpommern","direkter Migrationshintergrund","1","","",""
"Ja","2019","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Ja","2019","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Sachsen","kein Migrationshintergrund","114","0.0833938170531128","0.069612152855728","0.0971754812504976"
"Ja","2019","Sachsen","direkter Migrationshintergrund","5","","",""
"Ja","2019","Sachsen","indirekter Migrationshintergrund","3","","",""
"Ja","2019","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Sachsen-Anhalt","kein Migrationshintergrund","74","0.0903586152524827","0.0708543796890403","0.109862850815925"
"Ja","2019","Sachsen-Anhalt","direkter Migrationshintergrund","2","","",""
"Ja","2019","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Ja","2019","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Thueringen","kein Migrationshintergrund","71","0.0881085444311014","0.069108893579311","0.107108195282892"
"Ja","2019","Thueringen","direkter Migrationshintergrund","2","","",""
"Ja","2019","Thueringen","indirekter Migrationshintergrund","2","","",""
"Ja","2019","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Schleswig-Holstein","kein Migrationshintergrund","714","0.920545182331158","0.901479997653495","0.93961036700882"
"Nein","2019","Schleswig-Holstein","direkter Migrationshintergrund","113","0.98590919433169","0.964994354320943","1.00682403434244"
"Nein","2019","Schleswig-Holstein","indirekter Migrationshintergrund","56","0.924047226505884","0.858629308396161","0.989465144615606"
"Nein","2019","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Hamburg","kein Migrationshintergrund","342","0.918860920193368","0.891113887194817","0.94660795319192"
"Nein","2019","Hamburg","direkter Migrationshintergrund","94","0.91588432944925","0.862019315700734","0.969749343197765"
"Nein","2019","Hamburg","indirekter Migrationshintergrund","54","0.922251581974464","0.853338038871432","0.991165125077496"
"Nein","2019","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Niedersachsen","kein Migrationshintergrund","1816","0.899797095616656","0.886614319089037","0.912979872144274"
"Nein","2019","Niedersachsen","direkter Migrationshintergrund","339","0.873361826570707","0.839475331558639","0.907248321582774"
"Nein","2019","Niedersachsen","indirekter Migrationshintergrund","133","0.94364917758222","0.90572123096156","0.98157712420288"
"Nein","2019","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Bremen","kein Migrationshintergrund","135","0.922646092869449","0.879605729009174","0.965686456729724"
"Nein","2019","Bremen","direkter Migrationshintergrund","53","0.798055588166744","0.693837487358462","0.902273688975027"
"Nein","2019","Bremen","indirekter Migrationshintergrund","16","","",""
"Nein","2019","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Nordrhein-Westfalen","kein Migrationshintergrund","3438","0.890449293604128","0.880553946155176","0.900344641053081"
"Nein","2019","Nordrhein-Westfalen","direkter Migrationshintergrund","951","0.894702327706317","0.876242208478695","0.913162446933939"
"Nein","2019","Nordrhein-Westfalen","indirekter Migrationshintergrund","488","0.929153473720189","0.907433029449296","0.950873917991082"
"Nein","2019","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Hessen","kein Migrationshintergrund","1158","0.883757074041162","0.866198355218112","0.901315792864213"
"Nein","2019","Hessen","direkter Migrationshintergrund","252","0.887469633204174","0.850908574709265","0.924030691699083"
"Nein","2019","Hessen","indirekter Migrationshintergrund","137","0.958131627095958","0.925863566549618","0.990399687642297"
"Nein","2019","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","957","0.899423364693675","0.881300122632451","0.917546606754898"
"Nein","2019","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","286","0.926053774063046","0.896923581613934","0.955183966512157"
"Nein","2019","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","96","0.932408351034838","0.883926512954949","0.980890189114727"
"Nein","2019","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Baden-Wuerttemberg","kein Migrationshintergrund","1855","0.889136662439704","0.875529120910248","0.902744203969161"
"Nein","2019","Baden-Wuerttemberg","direkter Migrationshintergrund","449","0.865483921004629","0.835754295786831","0.895213546222428"
"Nein","2019","Baden-Wuerttemberg","indirekter Migrationshintergrund","244","0.953591183240737","0.92787166136988","0.979310705111594"
"Nein","2019","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Bayern","kein Migrationshintergrund","2778","0.913545533859842","0.903547201727725","0.923543865991958"
"Nein","2019","Bayern","direkter Migrationshintergrund","584","0.87751103150131","0.852229311733297","0.902792751269323"
"Nein","2019","Bayern","indirekter Migrationshintergrund","267","0.893754142822801","0.858226678995244","0.929281606650358"
"Nein","2019","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Saarland","kein Migrationshintergrund","","","",""
"Nein","2019","Saarland","direkter Migrationshintergrund","","","",""
"Nein","2019","Saarland","indirekter Migrationshintergrund","","","",""
"Nein","2019","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Berlin","kein Migrationshintergrund","726","0.898889039814296","0.878089032699482","0.919689046929109"
"Nein","2019","Berlin","direkter Migrationshintergrund","131","0.924873754242254","0.882116605744498","0.96763090274001"
"Nein","2019","Berlin","indirekter Migrationshintergrund","71","0.904882403965891","0.840188844072027","0.969575963859755"
"Nein","2019","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Brandenburg","kein Migrationshintergrund","906","0.90449635272716","0.886261754062285","0.922730951392035"
"Nein","2019","Brandenburg","direkter Migrationshintergrund","72","0.897783347985841","0.830982627851864","0.964584068119819"
"Nein","2019","Brandenburg","indirekter Migrationshintergrund","37","0.997239778256765","0.980558548051841","1.01392100846169"
"Nein","2019","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Mecklenburg-Vorpommern","kein Migrationshintergrund","530","0.912318173697661","0.889240706566154","0.935395640829169"
"Nein","2019","Mecklenburg-Vorpommern","direkter Migrationshintergrund","17","","",""
"Nein","2019","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","16","","",""
"Nein","2019","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Sachsen","kein Migrationshintergrund","1432","0.916606182946887","0.902824518749502","0.930387847144272"
"Nein","2019","Sachsen","direkter Migrationshintergrund","53","0.820880511236498","0.72219679693608","0.919564225536916"
"Nein","2019","Sachsen","indirekter Migrationshintergrund","37","0.98195807089801","0.940709770994037","1.02320637080198"
"Nein","2019","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Sachsen-Anhalt","kein Migrationshintergrund","756","0.909641384747517","0.890137149184075","0.92914562031096"
"Nein","2019","Sachsen-Anhalt","direkter Migrationshintergrund","37","0.99743049356567","0.981542027784587","1.01331895934675"
"Nein","2019","Sachsen-Anhalt","indirekter Migrationshintergrund","24","","",""
"Nein","2019","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Thueringen","kein Migrationshintergrund","784","0.911891455568899","0.892891804717108","0.930891106420689"
"Nein","2019","Thueringen","direkter Migrationshintergrund","50","0.98943287136646","0.961640981278065","1.01722476145486"
"Nein","2019","Thueringen","indirekter Migrationshintergrund","18","","",""
"Nein","2019","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
