"plb0022_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Altersteilzeit mit Arbeitszeit Null","2013","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2013","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2013","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2013","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2013","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2013","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2013","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2013","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2013","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2013","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2013","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2013","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2013","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2013","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2013","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2013","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2013","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2013","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2013","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2013","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","6219","0.423988602544031","0.416473136717997","0.431504068370065"
"Nicht erwerbstaetig","2013","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2295","0.433355345082928","0.42037779296373","0.446332897202125"
"Nicht erwerbstaetig","2013","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","2149","0.390219275630202","0.37785275095933","0.402585800301074"
"Nicht erwerbstaetig","2013","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","212","0.527911081178525","0.481105282004954","0.574716880352096"
"Nicht erwerbstaetig","2013","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","689","0.330192386956471","0.309739637566466","0.350645136346477"
"Nicht erwerbstaetig","2013","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","31","0.403821951776671","0.309971494353881","0.497672409199461"
"Betriebliches Praktikum","2013","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2013","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2013","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2013","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2013","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2013","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2013","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2013","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2013","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2013","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2013","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2013","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2014","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5580","0.375871238868622","0.3681500123214","0.383592465415844"
"Voll erwerbstaetig","2014","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2000","0.390319294338963","0.377020690137861","0.403617898540066"
"Voll erwerbstaetig","2014","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1875","0.385678551815605","0.371888295862549","0.39946880776866"
"Voll erwerbstaetig","2014","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","99","0.281189472523276","0.233818010922873","0.32856093412368"
"Voll erwerbstaetig","2014","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","638","0.404391787060222","0.381014122961886","0.427769451158558"
"Voll erwerbstaetig","2014","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","51","0.519849059277894","0.42382966883695","0.615868449718838"
"Teilzeitbeschaeftigung","2014","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2360","0.118229866577247","0.113082667787062","0.123377065367433"
"Teilzeitbeschaeftigung","2014","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","627","0.100865268674992","0.0926555545111023","0.109074982838882"
"Teilzeitbeschaeftigung","2014","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","662","0.115317653932275","0.10626859693862","0.12436671092593"
"Teilzeitbeschaeftigung","2014","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","41","0.118210077843398","0.0841912097872445","0.152228945899552"
"Teilzeitbeschaeftigung","2014","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","211","0.103078252747536","0.088594522981046","0.117561982514027"
"Teilzeitbeschaeftigung","2014","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2014","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","364","0.021917546989997","0.0195834797859701","0.0242516141940239"
"Ausbildung/Lehre","2014","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","96","0.0232628024478575","0.019153532188515","0.0273720727072001"
"Ausbildung/Lehre","2014","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","100","0.0126321981765958","0.00946816747152114","0.0157962288816705"
"Ausbildung/Lehre","2014","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2014","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","130","0.0822988697911761","0.0692080398595986","0.0953896997227536"
"Ausbildung/Lehre","2014","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2014","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1037","0.0605025011305883","0.0567017964320442","0.0643032058291324"
"Geringfuegig erwerbstaetig","2014","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","222","0.0384504695435466","0.0332086570837774","0.0436922820033159"
"Geringfuegig erwerbstaetig","2014","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","423","0.0869610053822334","0.0789779584413801","0.0949440523230868"
"Geringfuegig erwerbstaetig","2014","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2014","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","149","0.0790669280192562","0.0662131415974673","0.0919207144410452"
"Geringfuegig erwerbstaetig","2014","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","73","0.00557742062171864","0.00439019889209807","0.00676464235133921"
"Altersteilzeit mit Arbeitszeit Null","2014","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2014","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2014","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2014","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2014","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2014","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2014","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2014","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","30","0.00101414315179154","0.000506733235418345","0.00152155306816473"
"FSJ/FOeJ/BFD","2014","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2014","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2014","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2014","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2014","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2014","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2014","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2014","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2014","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2014","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2014","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2014","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5655","0.413730993457008","0.405879773488826","0.421582213425191"
"Nicht erwerbstaetig","2014","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2170","0.437821595159952","0.424296806301924","0.45134638401798"
"Nicht erwerbstaetig","2014","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1712","0.393376302971684","0.379536639595705","0.407215966347663"
"Nicht erwerbstaetig","2014","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","175","0.544180623555491","0.491702539606095","0.596658707504887"
"Nicht erwerbstaetig","2014","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","549","0.319506417987132","0.297295248714124","0.341717587260139"
"Nicht erwerbstaetig","2014","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","32","0.292286155152278","0.204875497162396","0.37969681314216"
"Betriebliches Praktikum","2014","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2014","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2014","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2014","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2014","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2014","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2014","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2014","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2014","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2014","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2014","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2014","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5248","0.372995734751087","0.365099256900737","0.380892212601438"
"Voll erwerbstaetig","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1865","0.391787045931614","0.378142758618702","0.405431333244527"
"Voll erwerbstaetig","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","2226","0.392507881238647","0.379618009095895","0.405397753381399"
"Voll erwerbstaetig","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","149","0.336877158898113","0.292204002399302","0.381550315396925"
"Voll erwerbstaetig","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","590","0.431863663215829","0.407485773105389","0.456241553326268"
"Voll erwerbstaetig","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","46","0.519888331344932","0.42432756869752","0.615449093992345"
"Teilzeitbeschaeftigung","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2310","0.12209695039878","0.116751036886722","0.127442863910839"
"Teilzeitbeschaeftigung","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","607","0.106712333105485","0.0980825284828975","0.115342137728072"
"Teilzeitbeschaeftigung","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","777","0.130359021258695","0.121471213785217","0.139246828732173"
"Teilzeitbeschaeftigung","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","51","0.159996946530845","0.125346395704062","0.194647497357629"
"Teilzeitbeschaeftigung","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","206","0.0926698378715701","0.0783990360460494","0.106940639697091"
"Teilzeitbeschaeftigung","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","369","0.0216784107140804","0.0193004713297071","0.0240563500984536"
"Ausbildung/Lehre","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","106","0.0207017150546741","0.0167219388859405","0.0246814912234077"
"Ausbildung/Lehre","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","105","0.0168114280235304","0.0134177173955119","0.020205138651549"
"Ausbildung/Lehre","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","129","0.083136448475387","0.0695487910869846","0.0967241058637895"
"Ausbildung/Lehre","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","928","0.0589244809903995","0.0550793922966052","0.0627695696841938"
"Geringfuegig erwerbstaetig","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","203","0.0419661365048298","0.0363616231096512","0.0475706499000084"
"Geringfuegig erwerbstaetig","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","418","0.0727535269580964","0.0658974021346211","0.0796096517815718"
"Geringfuegig erwerbstaetig","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","118","0.0725539294804111","0.0597874455897083","0.0853204133711138"
"Geringfuegig erwerbstaetig","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","57","0.00479210635717814","0.00366447700690257","0.00591973570745371"
"Altersteilzeit mit Arbeitszeit Null","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","35","0.00129107383880721","0.00070474501116027","0.00187740266645415"
"FSJ/FOeJ/BFD","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5442","0.414811767622146","0.406766887678799","0.422856647565494"
"Nicht erwerbstaetig","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2094","0.430144451918153","0.416305999011173","0.443982904825133"
"Nicht erwerbstaetig","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1972","0.384302095517501","0.371461820999366","0.397142370035636"
"Nicht erwerbstaetig","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","193","0.428551693853438","0.381777754727965","0.475325632978912"
"Nicht erwerbstaetig","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","534","0.314376198213377","0.291527352172422","0.337225044254332"
"Nicht erwerbstaetig","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","32","0.271422822817825","0.186364972149349","0.3564806734863"
"Betriebliches Praktikum","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2016","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","4851","0.383709993403858","0.375460988229595","0.39195899857812"
"Voll erwerbstaetig","2016","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1767","0.390967234372117","0.376878163104975","0.405056305639258"
"Voll erwerbstaetig","2016","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1957","0.374311488397054","0.363849017339839","0.384773959454269"
"Voll erwerbstaetig","2016","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","141","0.292356331864747","0.266033661408232","0.318679002321261"
"Voll erwerbstaetig","2016","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","542","0.416627116649656","0.391373450300949","0.441880782998362"
"Voll erwerbstaetig","2016","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","42","0.453222701840845","0.359337471022269","0.547107932659421"
"Teilzeitbeschaeftigung","2016","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2204","0.122953510360398","0.11738307381079","0.128523946910006"
"Teilzeitbeschaeftigung","2016","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","599","0.117165286001491","0.107879235629139","0.126451336373844"
"Teilzeitbeschaeftigung","2016","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","755","0.129704777804077","0.12244121179743","0.136968343810723"
"Teilzeitbeschaeftigung","2016","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","62","0.155766374547503","0.134780138134161","0.176752610960844"
"Teilzeitbeschaeftigung","2016","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","220","0.114166242599472","0.0978761887546785","0.130456296444265"
"Teilzeitbeschaeftigung","2016","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2016","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","352","0.0219317496996282","0.0194473087482567","0.0244161906509997"
"Ausbildung/Lehre","2016","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","90","0.0217632865418617","0.0175504357786946","0.0259761373050288"
"Ausbildung/Lehre","2016","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","124","0.012362702810679","0.00997382433935255","0.0147515812820055"
"Ausbildung/Lehre","2016","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2016","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","118","0.0779571338729879","0.0642236399226072","0.0916906278233685"
"Ausbildung/Lehre","2016","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2016","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","814","0.0552631499092756","0.0513871772611784","0.0591391225573729"
"Geringfuegig erwerbstaetig","2016","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","184","0.0400970963036342","0.0344325912273532","0.0457616013799151"
"Geringfuegig erwerbstaetig","2016","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","467","0.0798541515868877","0.0739939077579245","0.0857143954158508"
"Geringfuegig erwerbstaetig","2016","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","47","0.0513935089930685","0.0386154889914181","0.0641715289947188"
"Geringfuegig erwerbstaetig","2016","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","117","0.0592796570613372","0.0471831311022","0.0713761830204743"
"Geringfuegig erwerbstaetig","2016","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","38","0.00311359856919085","0.00216853373458973","0.00405866340379196"
"Altersteilzeit mit Arbeitszeit Null","2016","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
