"plb0022_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Wehrpflicht/Zivildienst","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","2013","kein Migrationshintergrund","maennlich","5604","0.526205839626094","0.51648440579345","0.535927273458739"
"Voll erwerbstaetig","2013","kein Migrationshintergrund","weiblich","2781","0.246264821750552","0.238580967124637","0.253948676376467"
"Voll erwerbstaetig","2013","direkter Migrationshintergrund","maennlich","1766","0.565783400689743","0.54769694394808","0.583869857431405"
"Voll erwerbstaetig","2013","direkter Migrationshintergrund","weiblich","737","0.213691444614798","0.200167221407615","0.227215667821981"
"Voll erwerbstaetig","2013","indirekter Migrationshintergrund","maennlich","548","0.528444533919768","0.497839790713715","0.559049277125821"
"Voll erwerbstaetig","2013","indirekter Migrationshintergrund","weiblich","245","0.282234671045739","0.255804381828672","0.308664960262806"
"Teilzeitbeschaeftigung","2013","kein Migrationshintergrund","maennlich","348","0.0300391222862384","0.0267157547792879","0.033362489793189"
"Teilzeitbeschaeftigung","2013","kein Migrationshintergrund","weiblich","2990","0.183832592252406","0.176924320113081","0.190740864391731"
"Teilzeitbeschaeftigung","2013","direkter Migrationshintergrund","maennlich","124","0.0448445615395112","0.0372924725335691","0.0523966505454533"
"Teilzeitbeschaeftigung","2013","direkter Migrationshintergrund","weiblich","739","0.189776070718832","0.176838714988979","0.202713426448686"
"Teilzeitbeschaeftigung","2013","indirekter Migrationshintergrund","maennlich","38","0.0416856487001357","0.0294318731482709","0.0539394242520005"
"Teilzeitbeschaeftigung","2013","indirekter Migrationshintergrund","weiblich","223","0.172993480936665","0.150782137318771","0.195204824554559"
"Ausbildung/Lehre","2013","kein Migrationshintergrund","maennlich","263","0.0267282799702182","0.023588059074684","0.0298685008657525"
"Ausbildung/Lehre","2013","kein Migrationshintergrund","weiblich","216","0.0163270748266865","0.0140668683847323","0.0185872812686407"
"Ausbildung/Lehre","2013","direkter Migrationshintergrund","maennlich","83","0.0178362597761238","0.0130065723423572","0.0226659472098904"
"Ausbildung/Lehre","2013","direkter Migrationshintergrund","weiblich","90","0.0146702064864034","0.0107034898047869","0.0186369231680199"
"Ausbildung/Lehre","2013","indirekter Migrationshintergrund","maennlich","120","0.0938560825734259","0.0759767029924834","0.111735462154368"
"Ausbildung/Lehre","2013","indirekter Migrationshintergrund","weiblich","72","0.0677999290673751","0.053036926979452","0.0825629311552983"
"Geringfuegig erwerbstaetig","2013","kein Migrationshintergrund","maennlich","341","0.0333726182083806","0.0298757253372206","0.0368695110795405"
"Geringfuegig erwerbstaetig","2013","kein Migrationshintergrund","weiblich","986","0.0698060772352991","0.0652614117348935","0.0743507427357048"
"Geringfuegig erwerbstaetig","2013","direkter Migrationshintergrund","maennlich","102","0.0389799222323033","0.0319173663531174","0.0460424781114893"
"Geringfuegig erwerbstaetig","2013","direkter Migrationshintergrund","weiblich","399","0.117750656853861","0.107116584695919","0.128384729011804"
"Geringfuegig erwerbstaetig","2013","indirekter Migrationshintergrund","maennlich","41","0.0400707814475514","0.0280465824631335","0.0520949804319694"
"Geringfuegig erwerbstaetig","2013","indirekter Migrationshintergrund","weiblich","120","0.0936491572932103","0.0765409066632001","0.11075740792322"
"Altersteilzeit mit Arbeitszeit Null","2013","kein Migrationshintergrund","maennlich","59","0.00631945269703058","0.0047766131277178","0.00786229226634335"
"Altersteilzeit mit Arbeitszeit Null","2013","kein Migrationshintergrund","weiblich","56","0.00614745932560324","0.00475341248667489","0.00754150616453158"
"Altersteilzeit mit Arbeitszeit Null","2013","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2013","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2013","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2013","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2013","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2013","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2013","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2013","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2013","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2013","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2013","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2013","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2013","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2013","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2013","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2013","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2013","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2013","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2013","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","2013","kein Migrationshintergrund","maennlich","3498","0.373953799021714","0.3645333889504","0.383374209093028"
"Nicht erwerbstaetig","2013","kein Migrationshintergrund","weiblich","5016","0.474743012392886","0.465836990307232","0.483649034478541"
"Nicht erwerbstaetig","2013","direkter Migrationshintergrund","maennlich","802","0.32841991456261","0.311282755456455","0.345557073668765"
"Nicht erwerbstaetig","2013","direkter Migrationshintergrund","weiblich","1559","0.459477639688653","0.443035388265611","0.475919891111696"
"Nicht erwerbstaetig","2013","indirekter Migrationshintergrund","maennlich","272","0.293502026254302","0.265584067882201","0.321419984626403"
"Nicht erwerbstaetig","2013","indirekter Migrationshintergrund","weiblich","448","0.378356904942665","0.349877764013017","0.406836045872314"
"Betriebliches Praktikum","2013","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2013","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2013","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2013","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2013","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2013","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2013","kein Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2013","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2013","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2013","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2013","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2013","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","2014","kein Migrationshintergrund","maennlich","5027","0.518955255706662","0.508812610451103","0.529097900962221"
"Voll erwerbstaetig","2014","kein Migrationshintergrund","weiblich","2553","0.246969412082781","0.238896852175246","0.255041971990315"
"Voll erwerbstaetig","2014","direkter Migrationshintergrund","maennlich","1409","0.568638934726443","0.548537706905351","0.588740162547536"
"Voll erwerbstaetig","2014","direkter Migrationshintergrund","weiblich","565","0.204083620627704","0.189155440330077","0.219011800925331"
"Voll erwerbstaetig","2014","indirekter Migrationshintergrund","maennlich","466","0.519186522839831","0.485358539882614","0.553014505797048"
"Voll erwerbstaetig","2014","indirekter Migrationshintergrund","weiblich","223","0.281451932000009","0.252989708965518","0.3099141550345"
"Teilzeitbeschaeftigung","2014","kein Migrationshintergrund","maennlich","335","0.039013322118463","0.0350827235463185","0.0429439206906074"
"Teilzeitbeschaeftigung","2014","kein Migrationshintergrund","weiblich","2652","0.185770731340118","0.178490496574675","0.193050966105561"
"Teilzeitbeschaeftigung","2014","direkter Migrationshintergrund","maennlich","106","0.0363049691539877","0.0287133106522932","0.0438966276556822"
"Teilzeitbeschaeftigung","2014","direkter Migrationshintergrund","weiblich","597","0.189971538969695","0.17544161020635","0.20450146773304"
"Teilzeitbeschaeftigung","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2014","indirekter Migrationshintergrund","weiblich","197","0.184772293833","0.160208430175482","0.209336157490519"
"Ausbildung/Lehre","2014","kein Migrationshintergrund","maennlich","244","0.0279105487556997","0.0245668215054158","0.0312542760059836"
"Ausbildung/Lehre","2014","kein Migrationshintergrund","weiblich","216","0.0168207376754293","0.0144134817868566","0.019227993564002"
"Ausbildung/Lehre","2014","direkter Migrationshintergrund","maennlich","55","0.0145134453219209","0.00965950502498977","0.0193673856188521"
"Ausbildung/Lehre","2014","direkter Migrationshintergrund","weiblich","56","0.0113617902864039","0.00743614409184804","0.0152874364809598"
"Ausbildung/Lehre","2014","indirekter Migrationshintergrund","maennlich","75","0.0894279289217244","0.0701073635465466","0.108748494296902"
"Ausbildung/Lehre","2014","indirekter Migrationshintergrund","weiblich","65","0.0725859435731331","0.056164857109618","0.0890070300366482"
"Geringfuegig erwerbstaetig","2014","kein Migrationshintergrund","maennlich","360","0.0378946825813085","0.0340185913898002","0.0417707737728168"
"Geringfuegig erwerbstaetig","2014","kein Migrationshintergrund","weiblich","899","0.0727979002689586","0.0679346119912481","0.0776611885466692"
"Geringfuegig erwerbstaetig","2014","direkter Migrationshintergrund","maennlich","101","0.04948846297947","0.0406857914386419","0.058291134520298"
"Geringfuegig erwerbstaetig","2014","direkter Migrationshintergrund","weiblich","342","0.117889858838184","0.105945338708942","0.129834378967426"
"Geringfuegig erwerbstaetig","2014","indirekter Migrationshintergrund","maennlich","34","0.036510243129081","0.0238116094499146","0.0492088768082473"
"Geringfuegig erwerbstaetig","2014","indirekter Migrationshintergrund","weiblich","118","0.125636333384731","0.104659377474765","0.146613289294698"
"Altersteilzeit mit Arbeitszeit Null","2014","kein Migrationshintergrund","maennlich","51","0.00555702153032334","0.00404796842188281","0.00706607463876388"
"Altersteilzeit mit Arbeitszeit Null","2014","kein Migrationshintergrund","weiblich","50","0.00523278175985869","0.00388223250507845","0.00658333101463893"
"Altersteilzeit mit Arbeitszeit Null","2014","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2014","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2014","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2014","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2014","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2014","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2014","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2014","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2014","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2014","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2014","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2014","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2014","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2014","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2014","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","2014","kein Migrationshintergrund","maennlich","3270","0.365455665645074","0.355680100444962","0.375231230845186"
"Nicht erwerbstaetig","2014","kein Migrationshintergrund","weiblich","4555","0.46904762254402","0.459706057579993","0.478389187508047"
"Nicht erwerbstaetig","2014","direkter Migrationshintergrund","maennlich","656","0.328800947270513","0.30973422610374","0.347867668437287"
"Nicht erwerbstaetig","2014","direkter Migrationshintergrund","weiblich","1231","0.467637343326757","0.449156258539585","0.486118428113928"
"Nicht erwerbstaetig","2014","indirekter Migrationshintergrund","maennlich","231","0.307790072564081","0.276538469651155","0.339041675477008"
"Nicht erwerbstaetig","2014","indirekter Migrationshintergrund","weiblich","350","0.330628611035617","0.300854241346918","0.360402980724315"
"Betriebliches Praktikum","2014","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2014","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2014","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2014","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2014","kein Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2014","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2014","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2014","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2014","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","2015","kein Migrationshintergrund","maennlich","4700","0.51388015149828","0.503488774539583","0.524271528456977"
"Voll erwerbstaetig","2015","kein Migrationshintergrund","weiblich","2413","0.247019848302208","0.238746198505168","0.255293498099247"
"Voll erwerbstaetig","2015","direkter Migrationshintergrund","maennlich","1691","0.564695986775538","0.546108016840738","0.583283956710337"
"Voll erwerbstaetig","2015","direkter Migrationshintergrund","weiblich","684","0.222922563128041","0.208524477957694","0.237320648298388"
"Voll erwerbstaetig","2015","indirekter Migrationshintergrund","maennlich","431","0.556648527794003","0.521673195475833","0.591623860112172"
"Voll erwerbstaetig","2015","indirekter Migrationshintergrund","weiblich","205","0.301842455203335","0.272114349644112","0.331570560762558"
"Teilzeitbeschaeftigung","2015","kein Migrationshintergrund","maennlich","323","0.036412868581653","0.0325184426937296","0.0403072944695764"
"Teilzeitbeschaeftigung","2015","kein Migrationshintergrund","weiblich","2594","0.197098174708788","0.189466638509947","0.20472971090763"
"Teilzeitbeschaeftigung","2015","direkter Migrationshintergrund","maennlich","134","0.0450963949260831","0.0373164064410441","0.0528763834111221"
"Teilzeitbeschaeftigung","2015","direkter Migrationshintergrund","weiblich","694","0.214543322037877","0.200342476829779","0.228744167245975"
"Teilzeitbeschaeftigung","2015","indirekter Migrationshintergrund","maennlich","39","0.0455449375236928","0.0308659859405988","0.0602238891067869"
"Teilzeitbeschaeftigung","2015","indirekter Migrationshintergrund","weiblich","176","0.143292019787281","0.120602371572156","0.165981668002406"
"Ausbildung/Lehre","2015","kein Migrationshintergrund","maennlich","263","0.0276869072433915","0.0242756789062931","0.0310981355804898"
"Ausbildung/Lehre","2015","kein Migrationshintergrund","weiblich","212","0.0155795310359227","0.0132037470381074","0.0179553150337381"
"Ausbildung/Lehre","2015","direkter Migrationshintergrund","maennlich","54","0.0159872271333628","0.0112848742672361","0.0206895799994895"
"Ausbildung/Lehre","2015","direkter Migrationshintergrund","weiblich","59","0.0178905080439783","0.0133050062695651","0.0224760098183914"
"Ausbildung/Lehre","2015","indirekter Migrationshintergrund","maennlich","66","0.0941549574217953","0.0735938836466553","0.114716031196935"
"Ausbildung/Lehre","2015","indirekter Migrationshintergrund","weiblich","70","0.0671652655418955","0.0509555618315401","0.083374969252251"
"Geringfuegig erwerbstaetig","2015","kein Migrationshintergrund","maennlich","334","0.0418380353517688","0.0376753306290811","0.0460007400744565"
"Geringfuegig erwerbstaetig","2015","kein Migrationshintergrund","weiblich","797","0.0682075659870422","0.0633712428480558","0.0730438891260285"
"Geringfuegig erwerbstaetig","2015","direkter Migrationshintergrund","maennlich","106","0.0385725156834465","0.0313527097518067","0.0457923216150863"
"Geringfuegig erwerbstaetig","2015","direkter Migrationshintergrund","weiblich","340","0.103444132100561","0.0929090679715243","0.113979196229598"
"Geringfuegig erwerbstaetig","2015","indirekter Migrationshintergrund","maennlich","30","0.030441363501107","0.0183460722663822","0.0425366547358318"
"Geringfuegig erwerbstaetig","2015","indirekter Migrationshintergrund","weiblich","97","0.119795505000619","0.0987668059093431","0.140824204091895"
"Altersteilzeit mit Arbeitszeit Null","2015","kein Migrationshintergrund","maennlich","38","0.00410390807628635","0.0027747509404614","0.00543306521211129"
"Altersteilzeit mit Arbeitszeit Null","2015","kein Migrationshintergrund","weiblich","42","0.00501064964508708","0.00365609765248895","0.00636520163768521"
"Altersteilzeit mit Arbeitszeit Null","2015","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2015","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2015","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2015","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2015","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2015","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2015","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2015","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2015","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2015","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2015","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2015","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2015","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2015","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2015","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2015","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2015","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2015","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2015","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","2015","kein Migrationshintergrund","maennlich","3190","0.369220523632593","0.35918702963922","0.379254017625966"
"Nicht erwerbstaetig","2015","kein Migrationshintergrund","weiblich","4346","0.464324165705819","0.454756607442099","0.473891723969538"
"Nicht erwerbstaetig","2015","direkter Migrationshintergrund","maennlich","742","0.334247429313259","0.316561872443605","0.351932986182914"
"Nicht erwerbstaetig","2015","direkter Migrationshintergrund","weiblich","1423","0.436426483456098","0.419270073648659","0.453582893263537"
"Nicht erwerbstaetig","2015","indirekter Migrationshintergrund","maennlich","202","0.266870836996711","0.235729443199438","0.298012230793984"
"Nicht erwerbstaetig","2015","indirekter Migrationshintergrund","weiblich","364","0.363018387240756","0.331877705664094","0.394159068817418"
"Betriebliches Praktikum","2015","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2015","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2015","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2015","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2015","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2015","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2015","kein Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2015","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2015","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2015","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2015","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2015","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","2016","kein Migrationshintergrund","maennlich","4308","0.520708418144108","0.509925161017735","0.531491675270482"
"Voll erwerbstaetig","2016","kein Migrationshintergrund","weiblich","2310","0.256306629077472","0.247624059519135","0.26498919863581"
"Voll erwerbstaetig","2016","direkter Migrationshintergrund","maennlich","1480","0.508783451915524","0.494922393318162","0.522644510512885"
"Voll erwerbstaetig","2016","direkter Migrationshintergrund","weiblich","618","0.230561945034601","0.218072656092118","0.243051233977084"
"Voll erwerbstaetig","2016","indirekter Migrationshintergrund","maennlich","387","0.523291382493131","0.486758481346081","0.559824283640182"
"Voll erwerbstaetig","2016","indirekter Migrationshintergrund","weiblich","197","0.307964631080762","0.277002294872711","0.338926967288813"
"Teilzeitbeschaeftigung","2016","kein Migrationshintergrund","maennlich","340","0.0427076682366878","0.0383432337254075","0.0470721027479681"
"Teilzeitbeschaeftigung","2016","kein Migrationshintergrund","weiblich","2463","0.196953060304235","0.189044030192121","0.204862090416348"
"Teilzeitbeschaeftigung","2016","direkter Migrationshintergrund","maennlich","200","0.0481907538077839","0.0422526164968973","0.0541288911186706"
"Teilzeitbeschaeftigung","2016","direkter Migrationshintergrund","weiblich","617","0.214046681715221","0.20188455022754","0.226208813202902"
"Teilzeitbeschaeftigung","2016","indirekter Migrationshintergrund","maennlich","35","0.0510916230913163","0.0349861732714247","0.0671970729112079"
"Teilzeitbeschaeftigung","2016","indirekter Migrationshintergrund","weiblich","197","0.175981971963244","0.150441930246166","0.201522013680322"
"Ausbildung/Lehre","2016","kein Migrationshintergrund","maennlich","246","0.0277271710702182","0.0241831228963784","0.031271219244058"
"Ausbildung/Lehre","2016","kein Migrationshintergrund","weiblich","196","0.0163486028039703","0.013826676888387","0.0188705287195535"
"Ausbildung/Lehre","2016","direkter Migrationshintergrund","maennlich","84","0.0161907707200844","0.0126914590600864","0.0196900823800823"
"Ausbildung/Lehre","2016","direkter Migrationshintergrund","weiblich","49","0.00835836318703574","0.00565879025759891","0.0110579361164726"
"Ausbildung/Lehre","2016","indirekter Migrationshintergrund","maennlich","64","0.0832374207585732","0.0630317340453084","0.103443107471838"
"Ausbildung/Lehre","2016","indirekter Migrationshintergrund","weiblich","65","0.0713859465873226","0.0541179027315765","0.0886539904430687"
"Geringfuegig erwerbstaetig","2016","kein Migrationshintergrund","maennlich","307","0.039823488205361","0.035602657347515","0.0440443190632069"
"Geringfuegig erwerbstaetig","2016","kein Migrationshintergrund","weiblich","691","0.0637784447385069","0.0589188765892258","0.068638012887788"
"Geringfuegig erwerbstaetig","2016","direkter Migrationshintergrund","maennlich","176","0.0470417671308227","0.0411713067234172","0.0529122275382282"
"Geringfuegig erwerbstaetig","2016","direkter Migrationshintergrund","weiblich","338","0.109193618351867","0.099945628229755","0.11844160847398"
"Geringfuegig erwerbstaetig","2016","indirekter Migrationshintergrund","maennlich","33","0.0400427606168298","0.0257019461104367","0.0543835751232229"
"Geringfuegig erwerbstaetig","2016","indirekter Migrationshintergrund","weiblich","90","0.0777785290361145","0.0598160351648649","0.0957410229073642"
"Altersteilzeit mit Arbeitszeit Null","2016","kein Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","kein Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2016","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2016","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2016","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2016","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2016","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2016","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2016","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2016","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2016","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2016","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2016","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2016","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2016","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2016","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","2016","kein Migrationshintergrund","maennlich","2981","0.360079491931697","0.349718174742246","0.370440809121147"
"Nicht erwerbstaetig","2016","kein Migrationshintergrund","weiblich","3991","0.459898283027722","0.449986767408467","0.469809798646978"
"Nicht erwerbstaetig","2016","direkter Migrationshintergrund","maennlich","2986","0.376332578761166","0.36290010955507","0.389765047967263"
"Nicht erwerbstaetig","2016","direkter Migrationshintergrund","weiblich","2726","0.434315234802286","0.419617620652631","0.449012848951941"
"Nicht erwerbstaetig","2016","indirekter Migrationshintergrund","maennlich","191","0.291877557299393","0.258623824730112","0.325131289868673"
"Nicht erwerbstaetig","2016","indirekter Migrationshintergrund","weiblich","296","0.353272547053801","0.321214670751717","0.385330423355885"
"Betriebliches Praktikum","2016","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2016","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2016","direkter Migrationshintergrund","maennlich","68","0.0026773195949273","0.00124459943358189","0.00411003975627271"
"Betriebliches Praktikum","2016","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2016","kein Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2016","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2016","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2016","direkter Migrationshintergrund","weiblich","","","",""
