"plb0022_h","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Ausbildung/Lehre","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","189","0.0346374994944598","0.0293353008964623","0.0399396980924573"
"Ausbildung/Lehre","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","36","0.0150846259714614","0.0097639163421646","0.0204053356007581"
"Ausbildung/Lehre","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","140","0.0415202166257489","0.0350608246096109","0.047979608641887"
"Ausbildung/Lehre","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","88","0.106516398419713","0.0858259127280767","0.127206884111349"
"Geringfuegig erwerbstaetig","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","437","0.0599998163160298","0.0542932054507732","0.0657064271812863"
"Geringfuegig erwerbstaetig","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","46","0.0407101709373011","0.029634724390685","0.0517856174839173"
"Geringfuegig erwerbstaetig","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","313","0.0563367102497801","0.049651088781091","0.0630223317184692"
"Geringfuegig erwerbstaetig","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","84","0.0384224878759429","0.0300319902792537","0.046812985472632"
"Geringfuegig erwerbstaetig","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","322","0.0913055931423286","0.081978893798734","0.100632292485923"
"Geringfuegig erwerbstaetig","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","37","0.0690566015868287","0.0474296469618724","0.0906835562117849"
"Geringfuegig erwerbstaetig","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","242","0.0418947011180274","0.0363563585164743","0.0474330437195806"
"Geringfuegig erwerbstaetig","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","62","0.0458170213388962","0.0349800149225136","0.0566540277552788"
"Altersteilzeit mit Arbeitszeit Null","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","571","0.670555430453163","0.639032420852812","0.702078440053514"
"Nicht erwerbstaetig","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","96","0.806087364705291","0.735052963897704","0.877121765512879"
"Nicht erwerbstaetig","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3241","0.546284219374631","0.534321205699085","0.558247233050176"
"Nicht erwerbstaetig","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","890","0.753064564384631","0.72889645506032","0.777232673708942"
"Nicht erwerbstaetig","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","1349","0.329425562248726","0.315797325892617","0.343053798604835"
"Nicht erwerbstaetig","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","605","0.280764217745075","0.261148267607854","0.300380167882297"
"Nicht erwerbstaetig","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1125","0.308222759111156","0.293271221923954","0.323174296298359"
"Nicht erwerbstaetig","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","158","0.277649965906648","0.239450807848007","0.31584912396529"
"Nicht erwerbstaetig","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","1371","0.288067622725446","0.275548893531658","0.300586351919234"
"Nicht erwerbstaetig","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","520","0.371396582121936","0.346353522199933","0.396439642043938"
"Betriebliches Praktikum","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","137","0.135325992268519","0.120667676833387","0.149984307703651"
"Voll erwerbstaetig","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1931","0.293967766813263","0.283080985525367","0.304854548101158"
"Voll erwerbstaetig","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","175","0.150763556386452","0.131029838556575","0.170497274216329"
"Voll erwerbstaetig","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","1594","0.423527624958024","0.408517821441823","0.438537428474224"
"Voll erwerbstaetig","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","896","0.491620455237793","0.469147197176224","0.514093713299362"
"Voll erwerbstaetig","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1257","0.41583332063972","0.400289062848573","0.431377578430868"
"Voll erwerbstaetig","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","214","0.462519020183286","0.423304343426673","0.501733696939899"
"Voll erwerbstaetig","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","2265","0.517824200767942","0.504258577134191","0.531389824401693"
"Voll erwerbstaetig","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","612","0.437047007723747","0.41176776001417","0.462326255433325"
"Teilzeitbeschaeftigung","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","73","0.0528645355361901","0.0432759287188363","0.0624531423535439"
"Teilzeitbeschaeftigung","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","675","0.0963770327438787","0.0893249437680887","0.103429121719669"
"Teilzeitbeschaeftigung","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","84","0.0700706809192258","0.0559927264948384","0.0841486353436131"
"Teilzeitbeschaeftigung","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","884","0.157627194853988","0.146558086775179","0.168696302932797"
"Teilzeitbeschaeftigung","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","288","0.13086965933785","0.115708969109774","0.146030349565925"
"Teilzeitbeschaeftigung","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","648","0.143187562606513","0.132140737316286","0.154234387896741"
"Teilzeitbeschaeftigung","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","89","0.161989118443353","0.133011009494998","0.190967227391707"
"Teilzeitbeschaeftigung","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","851","0.140565307965743","0.131129232577644","0.150001383353841"
"Teilzeitbeschaeftigung","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","191","0.135428262966282","0.11798935943553","0.152867166497034"
"Ausbildung/Lehre","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","121","0.0104784943438947","0.00804517315719126","0.0129118155305981"
"Ausbildung/Lehre","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","164","0.0329411026773557","0.0275193411134833","0.0383628642412281"
"Ausbildung/Lehre","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","37","0.0181119665405247","0.0121172200821239","0.0241067129989256"
"Ausbildung/Lehre","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","140","0.0399853669056513","0.0338061786672477","0.0461645551440548"
"Ausbildung/Lehre","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","120","0.0969756895011212","0.0842948381953727","0.10965654080687"
"Geringfuegig erwerbstaetig","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","411","0.0572243319722676","0.0516738342905311","0.0627748296540041"
"Geringfuegig erwerbstaetig","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","41","0.0281050756812481","0.018990248215698","0.0372199031467981"
"Geringfuegig erwerbstaetig","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","265","0.0496798224793238","0.043079428211477","0.0562802167471706"
"Geringfuegig erwerbstaetig","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","84","0.0413095083195882","0.0323636656586776","0.0502553509804987"
"Geringfuegig erwerbstaetig","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","321","0.0929418740125634","0.0837846207007133","0.102099127324414"
"Geringfuegig erwerbstaetig","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","34","0.0726605441228148","0.0522445288015642","0.0930765594440654"
"Geringfuegig erwerbstaetig","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","214","0.0387306769102007","0.0334923092971618","0.0439690445232395"
"Geringfuegig erwerbstaetig","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","59","0.0331847114093604","0.0240560987160882","0.0423133241026325"
"Altersteilzeit mit Arbeitszeit Null","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","1724","0.68799095865898","0.668137224337795","0.707844692980165"
"Nicht erwerbstaetig","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","364","0.803742410912127","0.765157050714654","0.8423277711096"
"Nicht erwerbstaetig","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3550","0.533714464934162","0.521793323640008","0.545635606228315"
"Nicht erwerbstaetig","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","935","0.730018084846179","0.70553418681215","0.754501982880208"
"Nicht erwerbstaetig","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","1237","0.331215839903864","0.316918889064184","0.345512790743544"
"Nicht erwerbstaetig","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","585","0.310122774849332","0.289330128492105","0.330915421206558"
"Nicht erwerbstaetig","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1452","0.299567640238529","0.285120812094007","0.31401446838305"
"Nicht erwerbstaetig","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","242","0.229354771315997","0.196288636848806","0.262420905783187"
"Nicht erwerbstaetig","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","1830","0.297287585024211","0.28487897638877","0.309696193659653"
"Nicht erwerbstaetig","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","601","0.382223133290156","0.357458134619045","0.406988131961267"
"Betriebliches Praktikum","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","194","0.141970111886243","0.128865791334602","0.155074432437884"
"Voll erwerbstaetig","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2064","0.291996658789144","0.281441352496894","0.302551965081394"
"Voll erwerbstaetig","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","205","0.165634439114696","0.145228973721376","0.186039904508015"
"Voll erwerbstaetig","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","1944","0.433941214514119","0.419877838120089","0.44800459090815"
"Voll erwerbstaetig","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1090","0.509871551380049","0.48900130183621","0.530741800923888"
"Voll erwerbstaetig","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1392","0.39154266411021","0.377052968305162","0.406032359915257"
"Voll erwerbstaetig","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","262","0.462751124406457","0.426330839255257","0.499171409557657"
"Voll erwerbstaetig","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","2651","0.523869040670104","0.511142552275284","0.536595529064924"
"Voll erwerbstaetig","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","682","0.457430641420388","0.432772217190599","0.482089065650176"
"Teilzeitbeschaeftigung","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","110","0.0518607800489707","0.0435350866048512","0.0601864734930902"
"Teilzeitbeschaeftigung","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","751","0.0893992644135598","0.0827756473452867","0.096022881481833"
"Teilzeitbeschaeftigung","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","79","0.0479497554766598","0.0362219668084825","0.0596775441448371"
"Teilzeitbeschaeftigung","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","1008","0.153466187175008","0.143238630630395","0.163693743719622"
"Teilzeitbeschaeftigung","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","325","0.146841837637281","0.132064983840791","0.16161869143377"
"Teilzeitbeschaeftigung","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","752","0.166448763926663","0.155391158376164","0.177506369477162"
"Teilzeitbeschaeftigung","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","95","0.148818597063898","0.122821700332587","0.17481549379521"
"Teilzeitbeschaeftigung","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","977","0.141001993535593","0.132133645821653","0.149870341249533"
"Teilzeitbeschaeftigung","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","210","0.123932347073826","0.107623013263152","0.140241680884501"
"Ausbildung/Lehre","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","140","0.0104891004024351","0.00812403226110008","0.0128541685437701"
"Ausbildung/Lehre","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","156","0.033844947923884","0.0287138095998433","0.0389760862479246"
"Ausbildung/Lehre","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","38","0.00954024981673867","0.00548198310929225","0.0135985165241851"
"Ausbildung/Lehre","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","206","0.0456956028153169","0.0394964074322817","0.0518947981983522"
"Ausbildung/Lehre","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","39","0.0477698889686262","0.0321912356086807","0.0633485423285717"
"Ausbildung/Lehre","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","39","0.0054227830000281","0.00355139269782101","0.00729417330223519"
"Ausbildung/Lehre","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
