"erwst","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","2004","(Fach-)Abitur","Ostdeutschland","164","0.460094166681975","0.410692444873673","0.509495888490276"
"nicht erwerbstätig","2004","AkademikerIn","Westdeutschland","745","0.288688203955664","0.272523749227013","0.304852658684315"
"nicht erwerbstätig","2004","AkademikerIn","Ostdeutschland","427","0.440844439528891","0.413602892858697","0.468085986199085"
"Andere","2004","(noch) kein Abschluss","Westdeutschland","46","0.0625438137836474","0.0448937364721451","0.0801938910951497"
"Andere","2004","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Andere","2004","Hauptschule","Westdeutschland","388","0.0526847430928519","0.0473357999529873","0.0580336862327165"
"Andere","2004","Hauptschule","Ostdeutschland","57","0.0360312168273432","0.0261697394004889","0.0458926942541975"
"Andere","2004","Realschule","Westdeutschland","346","0.0826706090091555","0.0737900998168608","0.0915511182014501"
"Andere","2004","Realschule","Ostdeutschland","133","0.0741714783759248","0.0624774074706368","0.0858655492812129"
"Andere","2004","(Fach-)Abitur","Westdeutschland","236","0.110749061218847","0.0970195019024879","0.124478620535206"
"Andere","2004","(Fach-)Abitur","Ostdeutschland","79","0.213001905362856","0.172419452120147","0.253584358605566"
"Andere","2004","AkademikerIn","Westdeutschland","101","0.0358886858933885","0.0292534112681704","0.0425239605186065"
"Andere","2004","AkademikerIn","Ostdeutschland","33","0.0305458412401979","0.021103875115954","0.0399878073644417"
"voll erwerbstätig","2005","(noch) kein Abschluss","Westdeutschland","43","0.0868780571417833","0.0665573250645889","0.107198789218978"
"voll erwerbstätig","2005","(noch) kein Abschluss","Ostdeutschland","4","","",""
"voll erwerbstätig","2005","Hauptschule","Westdeutschland","1999","0.305380741958093","0.293991538328554","0.316769945587632"
"voll erwerbstätig","2005","Hauptschule","Ostdeutschland","157","0.109549934291726","0.0924996164918243","0.126600252091628"
"voll erwerbstätig","2005","Realschule","Westdeutschland","1563","0.454101033899441","0.437699712419061","0.470502355379821"
"voll erwerbstätig","2005","Realschule","Ostdeutschland","958","0.497025291326985","0.474216904978482","0.519833677675488"
"voll erwerbstätig","2005","(Fach-)Abitur","Westdeutschland","741","0.39550688689232","0.373526783226654","0.417486990557987"
"voll erwerbstätig","2005","(Fach-)Abitur","Ostdeutschland","124","0.30778167414667","0.262262699740909","0.353300648552431"
"voll erwerbstätig","2005","AkademikerIn","Westdeutschland","1672","0.552516552382565","0.534459827418158","0.570573277346972"
"voll erwerbstätig","2005","AkademikerIn","Ostdeutschland","649","0.435537111824655","0.408083288422248","0.462990935227062"
"Teilzeit","2005","(noch) kein Abschluss","Westdeutschland","20","","",""
"Teilzeit","2005","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Teilzeit","2005","Hauptschule","Westdeutschland","559","0.0847875519577032","0.0778990286482776","0.0916760752671289"
"Teilzeit","2005","Hauptschule","Ostdeutschland","27","","",""
"Teilzeit","2005","Realschule","Westdeutschland","514","0.118176032344299","0.107541898755523","0.128810165933075"
"Teilzeit","2005","Realschule","Ostdeutschland","205","0.108293008256338","0.0941173401140252","0.12246867639865"
"Teilzeit","2005","(Fach-)Abitur","Westdeutschland","239","0.129999629555758","0.114881856945576","0.14511740216594"
"Teilzeit","2005","(Fach-)Abitur","Ostdeutschland","28","","",""
"Teilzeit","2005","AkademikerIn","Westdeutschland","360","0.112497291804173","0.101022792974403","0.123971790633943"
"Teilzeit","2005","AkademikerIn","Ostdeutschland","127","0.0931489047578573","0.0770561859479011","0.109241623567813"
"nicht erwerbstätig","2005","(noch) kein Abschluss","Westdeutschland","625","0.8080042464805","0.779587618391761","0.836420874569239"
"nicht erwerbstätig","2005","(noch) kein Abschluss","Ostdeutschland","154","0.9044770380081","0.859896786046625","0.949057289969574"
"nicht erwerbstätig","2005","Hauptschule","Westdeutschland","3335","0.548163527427316","0.535856736143809","0.560470318710823"
"nicht erwerbstätig","2005","Hauptschule","Ostdeutschland","1057","0.841895118294257","0.821978148360099","0.861812088228415"
"nicht erwerbstätig","2005","Realschule","Westdeutschland","1133","0.339629972693417","0.324029306592371","0.355230638794463"
"nicht erwerbstätig","2005","Realschule","Ostdeutschland","574","0.33518824598708","0.313654183063995","0.356722308910165"
"nicht erwerbstätig","2005","(Fach-)Abitur","Westdeutschland","688","0.359627910581215","0.33805543803506","0.381200383127371"
"nicht erwerbstätig","2005","(Fach-)Abitur","Ostdeutschland","180","0.481217125389981","0.431943683949126","0.530490566830835"
"nicht erwerbstätig","2005","AkademikerIn","Westdeutschland","773","0.2938885306836","0.277345853292458","0.310431208074742"
"nicht erwerbstätig","2005","AkademikerIn","Ostdeutschland","433","0.430283365533407","0.402868931523479","0.457697799543335"
"Andere","2005","(noch) kein Abschluss","Westdeutschland","50","0.0705287574242316","0.0520564560655544","0.0890010587829088"
"Andere","2005","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Andere","2005","Hauptschule","Westdeutschland","389","0.0616681786568879","0.0557196725979584","0.0676166847158175"
"Andere","2005","Hauptschule","Ostdeutschland","48","0.0304474305542287","0.0210678668486373","0.0398269942598201"
"Andere","2005","Realschule","Westdeutschland","330","0.0880929610628431","0.0787562837764056","0.0974296383492805"
"Andere","2005","Realschule","Ostdeutschland","109","0.0594934544295978","0.0487028009276143","0.0702841079315812"
"Andere","2005","(Fach-)Abitur","Westdeutschland","233","0.114865572970707","0.100531929736597","0.129199216204816"
"Andere","2005","(Fach-)Abitur","Ostdeutschland","63","0.148102019559141","0.113073335044265","0.183130704074017"
"Andere","2005","AkademikerIn","Westdeutschland","108","0.0410976251296616","0.0338886519622643","0.0483065982970589"
"Andere","2005","AkademikerIn","Ostdeutschland","44","0.0410306178840805","0.0300474162984812","0.0520138194696798"
"voll erwerbstätig","2006","(noch) kein Abschluss","Westdeutschland","39","0.0834498729437148","0.0632628903045574","0.103636855582872"
"voll erwerbstätig","2006","(noch) kein Abschluss","Ostdeutschland","5","","",""
"voll erwerbstätig","2006","Hauptschule","Westdeutschland","2067","0.302550515221369","0.2915855049145","0.313515525528239"
"voll erwerbstätig","2006","Hauptschule","Ostdeutschland","158","0.105403854554545","0.0892725224924277","0.121535186616662"
"voll erwerbstätig","2006","Realschule","Westdeutschland","1600","0.43524513474772","0.419512633569102","0.450977635926339"
"voll erwerbstätig","2006","Realschule","Ostdeutschland","981","0.498320285583406","0.476224295582136","0.520416275584676"
"voll erwerbstätig","2006","(Fach-)Abitur","Westdeutschland","771","0.390755189794747","0.369602970426334","0.41190740916316"
"voll erwerbstätig","2006","(Fach-)Abitur","Ostdeutschland","130","0.310557936199021","0.26582294209349","0.355292930304551"
"voll erwerbstätig","2006","AkademikerIn","Westdeutschland","1813","0.555488474024257","0.538391479218728","0.572585468829786"
"voll erwerbstätig","2006","AkademikerIn","Ostdeutschland","661","0.424527677217077","0.397983992884267","0.451071361549887"
"Teilzeit","2006","(noch) kein Abschluss","Westdeutschland","17","","",""
"Teilzeit","2006","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Teilzeit","2006","Hauptschule","Westdeutschland","605","0.081287204492579","0.0747640946210813","0.0878103143640767"
"Teilzeit","2006","Hauptschule","Ostdeutschland","28","","",""
"Teilzeit","2006","Realschule","Westdeutschland","585","0.129894248318836","0.119226277964244","0.140562218673428"
"Teilzeit","2006","Realschule","Ostdeutschland","219","0.0965741570575804","0.0835207876410814","0.109627526474079"
"Teilzeit","2006","(Fach-)Abitur","Westdeutschland","269","0.13156016706178","0.116906722655114","0.146213611468447"
"Teilzeit","2006","(Fach-)Abitur","Ostdeutschland","26","","",""
"Teilzeit","2006","AkademikerIn","Westdeutschland","398","0.104740911554729","0.0942049716615212","0.115276851447936"
"Teilzeit","2006","AkademikerIn","Ostdeutschland","144","0.10251642689309","0.0862269940626612","0.118805859723519"
"nicht erwerbstätig","2006","(noch) kein Abschluss","Westdeutschland","558","0.761356357629221","0.730242820790194","0.792469894468248"
"nicht erwerbstätig","2006","(noch) kein Abschluss","Ostdeutschland","147","0.881806669822224","0.833560033329119","0.93005330631533"
"nicht erwerbstätig","2006","Hauptschule","Westdeutschland","3667","0.555766909211892","0.54390634054097","0.567627477882815"
"nicht erwerbstätig","2006","Hauptschule","Ostdeutschland","1136","0.826622434748196","0.806735011467455","0.846509858028937"
"nicht erwerbstätig","2006","Realschule","Westdeutschland","1285","0.347676572294776","0.332564639218709","0.362788505370843"
"nicht erwerbstätig","2006","Realschule","Ostdeutschland","608","0.32357484842503","0.302899960543581","0.344249736306479"
"nicht erwerbstätig","2006","(Fach-)Abitur","Westdeutschland","768","0.369471253752972","0.348546978808212","0.390395528697732"
"nicht erwerbstätig","2006","(Fach-)Abitur","Ostdeutschland","194","0.486802403680405","0.438480298772696","0.535124508588114"
"nicht erwerbstätig","2006","AkademikerIn","Westdeutschland","903","0.295051385070465","0.27935974636498","0.31074302377595"
"nicht erwerbstätig","2006","AkademikerIn","Ostdeutschland","485","0.439506134714947","0.412852043410679","0.466160226019215"
"Andere","2006","(noch) kein Abschluss","Westdeutschland","107","0.134154327766901","0.109277038982403","0.1590316165514"
"Andere","2006","(noch) kein Abschluss","Ostdeutschland","18","","",""
"Andere","2006","Hauptschule","Westdeutschland","403","0.0603953710741595","0.0547090926897593","0.0660816494585596"
"Andere","2006","Hauptschule","Ostdeutschland","70","0.0488827272021851","0.0375555101766767","0.0602099442276935"
"Andere","2006","Realschule","Westdeutschland","345","0.0871840446386676","0.078232232952025","0.0961358563253102"
"Andere","2006","Realschule","Ostdeutschland","159","0.0815307089339835","0.0694375756199934","0.0936238422479737"
"Andere","2006","(Fach-)Abitur","Westdeutschland","236","0.108213389390501","0.0947461487933994","0.121680629987602"
"Andere","2006","(Fach-)Abitur","Ostdeutschland","61","0.153205259348475","0.118383308894025","0.188027209802925"
"Andere","2006","AkademikerIn","Westdeutschland","131","0.0447192293505488","0.0376078570848728","0.0518306016162249"
"Andere","2006","AkademikerIn","Ostdeutschland","42","0.0334497611748855","0.0237935955671293","0.0431059267826418"
"voll erwerbstätig","2007","(noch) kein Abschluss","Westdeutschland","35","0.0792068411302699","0.0587577938823472","0.0996558883781925"
"voll erwerbstätig","2007","(noch) kein Abschluss","Ostdeutschland","4","","",""
"voll erwerbstätig","2007","Hauptschule","Westdeutschland","1909","0.31079740663053","0.299172559551037","0.322422253710022"
"voll erwerbstätig","2007","Hauptschule","Ostdeutschland","149","0.121862739920861","0.103885574815141","0.139839905026582"
"voll erwerbstätig","2007","Realschule","Westdeutschland","1498","0.434472500720673","0.418269082023118","0.450675919418228"
"voll erwerbstätig","2007","Realschule","Ostdeutschland","957","0.512151867611521","0.489312667839354","0.534991067383687"
"voll erwerbstätig","2007","(Fach-)Abitur","Westdeutschland","739","0.380797137547855","0.359349051260181","0.402245223835529"
"voll erwerbstätig","2007","(Fach-)Abitur","Ostdeutschland","133","0.357660459753756","0.310272325590962","0.40504859391655"
"voll erwerbstätig","2007","AkademikerIn","Westdeutschland","1714","0.555185775442052","0.537661194746516","0.572710356137587"
"voll erwerbstätig","2007","AkademikerIn","Ostdeutschland","636","0.431046137095926","0.404126027800668","0.457966246391184"
"Teilzeit","2007","(noch) kein Abschluss","Westdeutschland","17","","",""
"Teilzeit","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teilzeit","2007","Hauptschule","Westdeutschland","551","0.0824862447773016","0.0755763384145527","0.0893961511400505"
"Teilzeit","2007","Hauptschule","Ostdeutschland","28","","",""
"Teilzeit","2007","Realschule","Westdeutschland","605","0.139974470889901","0.128632755823717","0.151316185956086"
"Teilzeit","2007","Realschule","Ostdeutschland","217","0.114499824868368","0.0999507319867641","0.129048917749972"
"Teilzeit","2007","(Fach-)Abitur","Westdeutschland","263","0.132631216340035","0.117649899011298","0.147612533668772"
"Teilzeit","2007","(Fach-)Abitur","Ostdeutschland","39","0.0849066301258933","0.0573481461764785","0.112465114075308"
"Teilzeit","2007","AkademikerIn","Westdeutschland","405","0.11779335209018","0.106425335719273","0.129161368461088"
"Teilzeit","2007","AkademikerIn","Ostdeutschland","147","0.0953634595819624","0.0793971525380822","0.111329766625843"
"nicht erwerbstätig","2007","(noch) kein Abschluss","Westdeutschland","521","0.756167178670941","0.723653531914336","0.788680825427546"
"nicht erwerbstätig","2007","(noch) kein Abschluss","Ostdeutschland","154","0.900719277522244","0.856029204847308","0.94540935019718"
"nicht erwerbstätig","2007","Hauptschule","Westdeutschland","3253","0.545679928978083","0.533173738017087","0.558186119939079"
"nicht erwerbstätig","2007","Hauptschule","Ostdeutschland","1039","0.809347832528598","0.787760796673654","0.830934868383542"
"nicht erwerbstätig","2007","Realschule","Westdeutschland","1192","0.344985035899746","0.32944598879219","0.360524083007301"
"nicht erwerbstätig","2007","Realschule","Ostdeutschland","540","0.306338208439087","0.285275527443297","0.327400889434876"
"nicht erwerbstätig","2007","(Fach-)Abitur","Westdeutschland","734","0.36155982593858","0.340338358040685","0.382781293836474"
"nicht erwerbstätig","2007","(Fach-)Abitur","Ostdeutschland","158","0.412803560736187","0.364127520671881","0.461479600800493"
"nicht erwerbstätig","2007","AkademikerIn","Westdeutschland","856","0.282544230739722","0.266666811041614","0.298421650437831"
"nicht erwerbstätig","2007","AkademikerIn","Ostdeutschland","477","0.436270991058155","0.409312860332773","0.463229121783536"
"Andere","2007","(noch) kein Abschluss","Westdeutschland","97","0.130550000518582","0.105039355804694","0.15606064523247"
"Andere","2007","(noch) kein Abschluss","Ostdeutschland","14","","",""
"Andere","2007","Hauptschule","Westdeutschland","376","0.061036419614086","0.0550233808609367","0.0670494583672352"
"Andere","2007","Hauptschule","Ostdeutschland","56","0.0421184698824782","0.0310803087963951","0.0531566309685613"
"Andere","2007","Realschule","Westdeutschland","300","0.0805679924896799","0.0716710716976777","0.0894649132816822"
"Andere","2007","Realschule","Ostdeutschland","126","0.067010099081025","0.0555853207891229","0.0784348773729272"
"Andere","2007","(Fach-)Abitur","Westdeutschland","233","0.12501182017353","0.110403446634525","0.139620193712536"
"Andere","2007","(Fach-)Abitur","Ostdeutschland","63","0.144629349384164","0.109855144831086","0.179403553937242"
"Andere","2007","AkademikerIn","Westdeutschland","114","0.0444766417280456","0.0372067861249944","0.0517464973310968"
"Andere","2007","AkademikerIn","Ostdeutschland","40","0.0373194122639572","0.0270159088378675","0.0476229156900469"
"voll erwerbstätig","2008","(noch) kein Abschluss","Westdeutschland","36","0.089267318255179","0.0667325945345321","0.111802041975826"
"voll erwerbstätig","2008","(noch) kein Abschluss","Ostdeutschland","3","","",""
"voll erwerbstätig","2008","Hauptschule","Westdeutschland","1781","0.319149884832086","0.306985416144896","0.331314353519275"
"voll erwerbstätig","2008","Hauptschule","Ostdeutschland","150","0.130614337249984","0.111524480111645","0.149704194388323"
"voll erwerbstätig","2008","Realschule","Westdeutschland","1415","0.437482684982476","0.42078837200378","0.454176997961173"
"voll erwerbstätig","2008","Realschule","Ostdeutschland","953","0.543447634372238","0.520136819973649","0.566758448770826"
"voll erwerbstätig","2008","(Fach-)Abitur","Westdeutschland","694","0.3846783483335","0.362264895090521","0.407091801576478"
"voll erwerbstätig","2008","(Fach-)Abitur","Ostdeutschland","143","0.395755909934045","0.345519648786354","0.445992171081737"
"voll erwerbstätig","2008","AkademikerIn","Westdeutschland","1618","0.564052024902277","0.546157754458095","0.58194629534646"
"voll erwerbstätig","2008","AkademikerIn","Ostdeutschland","612","0.442604445170981","0.414981058084461","0.470227832257501"
"Teilzeit","2008","(noch) kein Abschluss","Westdeutschland","17","","",""
"Teilzeit","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teilzeit","2008","Hauptschule","Westdeutschland","521","0.0845145375071694","0.0772557935599481","0.0917732814543908"
"Teilzeit","2008","Hauptschule","Ostdeutschland","25","","",""
"Teilzeit","2008","Realschule","Westdeutschland","554","0.136224632925153","0.124680843400048","0.147768422450258"
"Teilzeit","2008","Realschule","Ostdeutschland","191","0.104576680959373","0.0902559586424952","0.118897403276251"
"Teilzeit","2008","(Fach-)Abitur","Westdeutschland","255","0.139628703852992","0.123661123388752","0.155596284317232"
"Teilzeit","2008","(Fach-)Abitur","Ostdeutschland","29","","",""
"Teilzeit","2008","AkademikerIn","Westdeutschland","379","0.112077543363363","0.100693831240992","0.123461255485734"
"Teilzeit","2008","AkademikerIn","Ostdeutschland","136","0.096835806263255","0.0803887326855041","0.113282879841006"
"nicht erwerbstätig","2008","(noch) kein Abschluss","Westdeutschland","463","0.725477279754221","0.690206782062317","0.760747777446125"
"nicht erwerbstätig","2008","(noch) kein Abschluss","Ostdeutschland","118","0.896186493567548","0.843954263270739","0.948418723864356"
"nicht erwerbstätig","2008","Hauptschule","Westdeutschland","2980","0.529747793961502","0.516723024639559","0.542772563283445"
"nicht erwerbstätig","2008","Hauptschule","Ostdeutschland","978","0.804004604120759","0.781516480581075","0.826492727660444"
"nicht erwerbstätig","2008","Realschule","Westdeutschland","1116","0.337257243330964","0.321347128758994","0.353167357902935"
"nicht erwerbstätig","2008","Realschule","Ostdeutschland","478","0.28363914827214","0.262544013474234","0.304734283070045"
"nicht erwerbstätig","2008","(Fach-)Abitur","Westdeutschland","637","0.342648541615422","0.320784418567569","0.364512664663275"
"nicht erwerbstätig","2008","(Fach-)Abitur","Ostdeutschland","143","0.413940894788063","0.363342437571135","0.464539352004991"
"nicht erwerbstätig","2008","AkademikerIn","Westdeutschland","839","0.27955137425964","0.263356804767189","0.295745943752092"
"nicht erwerbstätig","2008","AkademikerIn","Ostdeutschland","460","0.426560346108824","0.399054728948898","0.454065963268749"
"Andere","2008","(noch) kein Abschluss","Westdeutschland","99","0.153372764905817","0.124893368924555","0.181852160887079"
"Andere","2008","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Andere","2008","Hauptschule","Westdeutschland","359","0.0665877836992432","0.0600819334656181","0.0730936339328683"
"Andere","2008","Hauptschule","Ostdeutschland","44","0.0429586649835543","0.0314720582657745","0.054445271701334"
"Andere","2008","Realschule","Westdeutschland","307","0.0890354387614065","0.0794513161315007","0.0986195613913123"
"Andere","2008","Realschule","Ostdeutschland","132","0.0683365363962497","0.0565281838665983","0.080144888925901"
"Andere","2008","(Fach-)Abitur","Westdeutschland","224","0.133044406198086","0.117398326435952","0.14869048596022"
"Andere","2008","(Fach-)Abitur","Ostdeutschland","49","0.123955232625749","0.0901025584298503","0.157807906821647"
"Andere","2008","AkademikerIn","Westdeutschland","114","0.044319057474719","0.0368924784992788","0.0517456364501592"
"Andere","2008","AkademikerIn","Ostdeutschland","34","0.0339994024569405","0.0239205373488799","0.0440782675650011"
"voll erwerbstätig","2009","(noch) kein Abschluss","Westdeutschland","29","","",""
"voll erwerbstätig","2009","(noch) kein Abschluss","Ostdeutschland","3","","",""
"voll erwerbstätig","2009","Hauptschule","Westdeutschland","1583","0.315570904599939","0.302833514841945","0.328308294357933"
"voll erwerbstätig","2009","Hauptschule","Ostdeutschland","130","0.118831703184575","0.0998890469736192","0.13777435939553"
"voll erwerbstätig","2009","Realschule","Westdeutschland","1340","0.445820948640963","0.4284877558982","0.463154141383726"
"voll erwerbstätig","2009","Realschule","Ostdeutschland","889","0.524631019096085","0.500686712310509","0.548575325881662"
"voll erwerbstätig","2009","(Fach-)Abitur","Westdeutschland","641","0.397564390222031","0.374007666727372","0.42112111371669"
"voll erwerbstätig","2009","(Fach-)Abitur","Ostdeutschland","127","0.348805881979565","0.298660552622602","0.398951211336528"
"voll erwerbstätig","2009","AkademikerIn","Westdeutschland","1540","0.559797621664171","0.541501876382257","0.578093366946085"
"voll erwerbstätig","2009","AkademikerIn","Ostdeutschland","592","0.466049250430219","0.437906861344053","0.494191639516385"
"Teilzeit","2009","(noch) kein Abschluss","Westdeutschland","14","","",""
"Teilzeit","2009","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Teilzeit","2009","Hauptschule","Westdeutschland","458","0.0810077571998766","0.073529731452668","0.0884857829470853"
"Teilzeit","2009","Hauptschule","Ostdeutschland","30","0.0232057101135817","0.0143922940623489","0.0320191261648145"
"Teilzeit","2009","Realschule","Westdeutschland","503","0.13724599721082","0.125246401528517","0.149245592893122"
"Teilzeit","2009","Realschule","Ostdeutschland","209","0.119793831054579","0.104224523522952","0.135363138586207"
"Teilzeit","2009","(Fach-)Abitur","Westdeutschland","224","0.122099661431389","0.106340407043418","0.13785891581936"
"Teilzeit","2009","(Fach-)Abitur","Ostdeutschland","26","","",""
"Teilzeit","2009","AkademikerIn","Westdeutschland","372","0.116896574427971","0.105054846858634","0.128738301997308"
"Teilzeit","2009","AkademikerIn","Ostdeutschland","128","0.0948398186938528","0.0783105920784185","0.111369045309287"
"nicht erwerbstätig","2009","(noch) kein Abschluss","Westdeutschland","449","0.745135721043848","0.709608899971365","0.780662542116332"
"nicht erwerbstätig","2009","(noch) kein Abschluss","Ostdeutschland","83","0.832927196818534","0.759070232315654","0.906784161321415"
"nicht erwerbstätig","2009","Hauptschule","Westdeutschland","2742","0.538889151189818","0.525226967519459","0.552551334860177"
"nicht erwerbstätig","2009","Hauptschule","Ostdeutschland","921","0.818532230502912","0.795970992462854","0.84109346854297"
"nicht erwerbstätig","2009","Realschule","Westdeutschland","1029","0.334089486726862","0.317641504862322","0.350537468591402"
"nicht erwerbstätig","2009","Realschule","Ostdeutschland","456","0.288040960603607","0.266328227419782","0.309753693787432"
"nicht erwerbstätig","2009","(Fach-)Abitur","Westdeutschland","563","0.329878577088739","0.307247270129829","0.352509884047649"
"nicht erwerbstätig","2009","(Fach-)Abitur","Ostdeutschland","150","0.419287037365929","0.367368812889086","0.471205261842773"
"nicht erwerbstätig","2009","AkademikerIn","Westdeutschland","804","0.268464430433566","0.25213129779779","0.284797563069343"
"nicht erwerbstätig","2009","AkademikerIn","Ostdeutschland","460","0.408623108066351","0.380890667392893","0.436355548739809"
"Andere","2009","(noch) kein Abschluss","Westdeutschland","86","0.142473743548524","0.113978307775388","0.17096917932166"
"Andere","2009","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Andere","2009","Hauptschule","Westdeutschland","331","0.0645321870103659","0.0577982299057833","0.0712661441149485"
"Andere","2009","Hauptschule","Ostdeutschland","40","0.0394303561989319","0.0280376981081691","0.0508230142896947"
"Andere","2009","Realschule","Westdeutschland","287","0.0828435674213552","0.0732313323660624","0.0924558024766481"
"Andere","2009","Realschule","Ostdeutschland","117","0.067534189245728","0.0555021796415778","0.0795661988498782"
"Andere","2009","(Fach-)Abitur","Westdeutschland","230","0.150457371257841","0.133248390429859","0.167666352085823"
"Andere","2009","(Fach-)Abitur","Ostdeutschland","44","0.170391968908259","0.130833052397624","0.209950885418893"
"Andere","2009","AkademikerIn","Westdeutschland","112","0.0548413734742918","0.0464503506736113","0.0632323962749722"
"Andere","2009","AkademikerIn","Ostdeutschland","27","","",""
"voll erwerbstätig","2010","(noch) kein Abschluss","Westdeutschland","60","0.0742161465139029","0.0574861347578171","0.0909461582699886"
"voll erwerbstätig","2010","(noch) kein Abschluss","Ostdeutschland","5","","",""
"voll erwerbstätig","2010","Hauptschule","Westdeutschland","2039","0.29671926682478","0.285480955071102","0.307957578578458"
"voll erwerbstätig","2010","Hauptschule","Ostdeutschland","174","0.134148923031757","0.114727953153825","0.153569892909689"
"voll erwerbstätig","2010","Realschule","Westdeutschland","1762","0.442390037935702","0.428063670513729","0.456716405357674"
"voll erwerbstätig","2010","Realschule","Ostdeutschland","1076","0.531261643786138","0.510451757345382","0.552071530226894"
"voll erwerbstätig","2010","(Fach-)Abitur","Westdeutschland","899","0.390476281042751","0.371592814854393","0.409359747231108"
"voll erwerbstätig","2010","(Fach-)Abitur","Ostdeutschland","174","0.328242926378311","0.287001162477088","0.369484690279534"
"voll erwerbstätig","2010","AkademikerIn","Westdeutschland","2026","0.550602986020757","0.535148985328797","0.566056986712718"
"voll erwerbstätig","2010","AkademikerIn","Ostdeutschland","681","0.458073205673685","0.431936963923534","0.484209447423836"
"Teilzeit","2010","(noch) kein Abschluss","Westdeutschland","22","","",""
"Teilzeit","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teilzeit","2010","Hauptschule","Westdeutschland","584","0.0871235126195193","0.080185460772735","0.0940615644663036"
"Teilzeit","2010","Hauptschule","Ostdeutschland","41","0.0350175713203754","0.0245424651773447","0.0454926774634062"
"Teilzeit","2010","Realschule","Westdeutschland","811","0.128291649847399","0.118645523370714","0.137937776324084"
"Teilzeit","2010","Realschule","Ostdeutschland","294","0.123617052562629","0.109891293077581","0.137342812047677"
"Teilzeit","2010","(Fach-)Abitur","Westdeutschland","424","0.131118791224726","0.118054021738962","0.144183560710489"
"Teilzeit","2010","(Fach-)Abitur","Ostdeutschland","53","0.090433883458052","0.0652445806709646","0.115623186245139"
"Teilzeit","2010","AkademikerIn","Westdeutschland","629","0.123714089162157","0.113484950859428","0.133943227464886"
"Teilzeit","2010","AkademikerIn","Ostdeutschland","171","0.0967512622218013","0.0812439195657228","0.11225860487788"
"nicht erwerbstätig","2010","(noch) kein Abschluss","Westdeutschland","714","0.776591184475099","0.750006064423533","0.803176304526665"
"nicht erwerbstätig","2010","(noch) kein Abschluss","Ostdeutschland","99","0.843282447219825","0.779037217508828","0.907527676930823"
"nicht erwerbstätig","2010","Hauptschule","Westdeutschland","3237","0.549549741536437","0.537309478065849","0.561790005007024"
"nicht erwerbstätig","2010","Hauptschule","Ostdeutschland","917","0.791557143177072","0.768410374933573","0.814703911420571"
"nicht erwerbstätig","2010","Realschule","Westdeutschland","1558","0.331220090842915","0.317644207460802","0.344795974225028"
"nicht erwerbstätig","2010","Realschule","Ostdeutschland","664","0.267229008635903","0.248775618331924","0.285682398939883"
"nicht erwerbstätig","2010","(Fach-)Abitur","Westdeutschland","924","0.328750588783344","0.310567640263825","0.346933537302863"
"nicht erwerbstätig","2010","(Fach-)Abitur","Ostdeutschland","211","0.454373917319731","0.410643091598052","0.498104743041409"
"nicht erwerbstätig","2010","AkademikerIn","Westdeutschland","1165","0.277869209922629","0.263952560099277","0.291785859745981"
"nicht erwerbstätig","2010","AkademikerIn","Ostdeutschland","506","0.421018925738814","0.395119604931984","0.446918246545645"
"Andere","2010","(noch) kein Abschluss","Westdeutschland","147","0.129351508804118","0.107932497504527","0.150770520103709"
"Andere","2010","(noch) kein Abschluss","Ostdeutschland","19","","",""
"Andere","2010","Hauptschule","Westdeutschland","487","0.0666074790192639","0.0604732851369104","0.0727416729016174"
"Andere","2010","Hauptschule","Ostdeutschland","51","0.039276362470796","0.028207051546151","0.0503456733954409"
"Andere","2010","Realschule","Westdeutschland","486","0.0980982213739838","0.0895183981069017","0.106678044641066"
"Andere","2010","Realschule","Ostdeutschland","175","0.0778922950153295","0.0667162457229538","0.0890683443077051"
"Andere","2010","(Fach-)Abitur","Westdeutschland","317","0.14965433894918","0.135846316416615","0.163462361481744"
"Andere","2010","(Fach-)Abitur","Ostdeutschland","60","0.126949272843906","0.0977098855618296","0.156188660125983"
"Andere","2010","AkademikerIn","Westdeutschland","160","0.0478137148944571","0.0411847799081123","0.0544426498808019"
"Andere","2010","AkademikerIn","Ostdeutschland","38","0.0241566063656996","0.016102573336588","0.0322106393948112"
"voll erwerbstätig","2011","(noch) kein Abschluss","Westdeutschland","88","0.104858493805443","0.0872050651526841","0.122511922458201"
"voll erwerbstätig","2011","(noch) kein Abschluss","Ostdeutschland","7","","",""
"voll erwerbstätig","2011","Hauptschule","Westdeutschland","2392","0.303634874149427","0.293284631456019","0.313985116842836"
"voll erwerbstätig","2011","Hauptschule","Ostdeutschland","200","0.129583460048779","0.112022498886308","0.147144421211251"
"voll erwerbstätig","2011","Realschule","Westdeutschland","2126","0.454301534856703","0.441054561939975","0.467548507773431"
