"erwst","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Andere","2013","17-29","kein Migrationshintergrund","893","0.247842999350495","0.233250582192448","0.262435416508543"
"Andere","2013","17-29","direkter Migrationshintergrund","234","0.228995779152454","0.204164798873932","0.253826759430976"
"Andere","2013","17-29","indirekter Migrationshintergrund","302","0.246958853993384","0.221646513071101","0.272271194915668"
"Andere","2013","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2013","30-45","kein Migrationshintergrund","433","0.0537561932376296","0.0482546806827376","0.0592577057925215"
"Andere","2013","30-45","direkter Migrationshintergrund","286","0.088128997794037","0.0779492045427367","0.0983087910453372"
"Andere","2013","30-45","indirekter Migrationshintergrund","63","0.0461921165847926","0.032687306285913","0.0596969268836722"
"Andere","2013","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2013","46-65","kein Migrationshintergrund","497","0.0588421346807468","0.0537261210675949","0.0639581482938987"
"Andere","2013","46-65","direkter Migrationshintergrund","144","0.0719336410783894","0.0602510214191116","0.0836162607376671"
"Andere","2013","46-65","indirekter Migrationshintergrund","15","","",""
"Andere","2013","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2013","66","kein Migrationshintergrund","","","",""
"Andere","2013","66","direkter Migrationshintergrund","","","",""
"Andere","2013","66","indirekter Migrationshintergrund","","","",""
"Andere","2013","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2014","17-29","kein Migrationshintergrund","758","0.333536050432226","0.316831026586983","0.350241074277468"
"voll erwerbstätig","2014","17-29","direkter Migrationshintergrund","219","0.302390743463411","0.271144385161457","0.333637101765366"
"voll erwerbstätig","2014","17-29","indirekter Migrationshintergrund","210","0.261041663171049","0.233459171033272","0.288624155308826"
"voll erwerbstätig","2014","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2014","30-45","kein Migrationshintergrund","2869","0.610887185571973","0.597922961975727","0.623851409168219"
"voll erwerbstätig","2014","30-45","direkter Migrationshintergrund","1056","0.516411251966191","0.496137524363107","0.536684979569275"
"voll erwerbstätig","2014","30-45","indirekter Migrationshintergrund","377","0.587440515521978","0.552278331787266","0.622602699256689"
"voll erwerbstätig","2014","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2014","46-65","kein Migrationshintergrund","3888","0.533560604718666","0.522313670964659","0.544807538472673"
"voll erwerbstätig","2014","46-65","direkter Migrationshintergrund","685","0.428828658925183","0.404285374443653","0.453371943406714"
"voll erwerbstätig","2014","46-65","indirekter Migrationshintergrund","102","0.526616918658505","0.455808454058209","0.597425383258802"
"voll erwerbstätig","2014","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2014","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","2014","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","2014","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","2014","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2014","17-29","kein Migrationshintergrund","171","0.0741429246462176","0.0648597994134359","0.0834260498789994"
"Teilzeit","2014","17-29","direkter Migrationshintergrund","49","0.0675654270901644","0.0504896494037435","0.0846412047765852"
"Teilzeit","2014","17-29","indirekter Migrationshintergrund","38","0.0613093202140194","0.046243488366988","0.0763751520610509"
"Teilzeit","2014","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2014","30-45","kein Migrationshintergrund","1315","0.180898354474934","0.170662727600891","0.191133981348976"
"Teilzeit","2014","30-45","direkter Migrationshintergrund","405","0.138896875249025","0.124866428960339","0.152927321537712"
"Teilzeit","2014","30-45","indirekter Migrationshintergrund","144","0.134357192824374","0.109998699268285","0.158715686380462"
"Teilzeit","2014","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2014","46-65","kein Migrationshintergrund","1422","0.166191885356559","0.15779955418592","0.174584216527198"
"Teilzeit","2014","46-65","direkter Migrationshintergrund","241","0.159912326789269","0.141735801977459","0.17808885160108"
"Teilzeit","2014","46-65","indirekter Migrationshintergrund","38","0.195932627453308","0.139642658590012","0.252222596316603"
"Teilzeit","2014","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2014","66","kein Migrationshintergrund","","","",""
"Teilzeit","2014","66","direkter Migrationshintergrund","","","",""
"Teilzeit","2014","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","2014","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2014","17-29","kein Migrationshintergrund","1270","0.32784943470559","0.311216921325996","0.344481948085184"
"nicht erwerbstätig","2014","17-29","direkter Migrationshintergrund","362","0.404290217979312","0.370903553908963","0.437676882049661"
"nicht erwerbstätig","2014","17-29","indirekter Migrationshintergrund","464","0.424121790240403","0.393084826525976","0.455158753954829"
"nicht erwerbstätig","2014","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2014","30-45","kein Migrationshintergrund","873","0.149597110023839","0.140112877257798","0.15908134278988"
"nicht erwerbstätig","2014","30-45","direkter Migrationshintergrund","657","0.258294487007138","0.24053743007624","0.276051543938037"
"nicht erwerbstätig","2014","30-45","indirekter Migrationshintergrund","182","0.234186070409146","0.203938342107013","0.264433798711279"
"nicht erwerbstätig","2014","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2014","46-65","kein Migrationshintergrund","1781","0.241985023149637","0.232329456093568","0.251640590205707"
"nicht erwerbstätig","2014","46-65","direkter Migrationshintergrund","497","0.324773820703713","0.301550585564553","0.347997055842874"
"nicht erwerbstätig","2014","46-65","indirekter Migrationshintergrund","29","","",""
"nicht erwerbstätig","2014","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2014","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","2014","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","2014","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","2014","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2014","17-29","kein Migrationshintergrund","861","0.264471590215966","0.248844554056659","0.280098626375274"
"Andere","2014","17-29","direkter Migrationshintergrund","200","0.225753611467112","0.197311227680039","0.254195995254185"
"Andere","2014","17-29","indirekter Migrationshintergrund","262","0.253527226374529","0.226206773049397","0.280847679699661"
"Andere","2014","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2014","30-45","kein Migrationshintergrund","376","0.0586173499292545","0.0523710271372562","0.0648636727212527"
"Andere","2014","30-45","direkter Migrationshintergrund","216","0.0863973857776455","0.0749994387867464","0.0977953327685445"
"Andere","2014","30-45","indirekter Migrationshintergrund","50","0.0440162212445028","0.0293647160799797","0.0586677264090258"
"Andere","2014","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2014","46-65","kein Migrationshintergrund","467","0.0582624867751375","0.0529816336208184","0.0635433399294566"
"Andere","2014","46-65","direkter Migrationshintergrund","139","0.086485193581834","0.0725460448328121","0.100424342330856"
"Andere","2014","46-65","indirekter Migrationshintergrund","22","","",""
"Andere","2014","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2014","66","kein Migrationshintergrund","","","",""
"Andere","2014","66","direkter Migrationshintergrund","","","",""
"Andere","2014","66","indirekter Migrationshintergrund","","","",""
"Andere","2014","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2015","17-29","kein Migrationshintergrund","738","0.326752198660947","0.309895429479187","0.343608967842706"
"voll erwerbstätig","2015","17-29","direkter Migrationshintergrund","357","0.359621447213398","0.331516662617958","0.387726231808839"
"voll erwerbstätig","2015","17-29","indirekter Migrationshintergrund","190","0.307281100951255","0.277516937295672","0.337045264606838"
"voll erwerbstätig","2015","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2015","30-45","kein Migrationshintergrund","2516","0.600238008898907","0.586432022503316","0.614043995294498"
"voll erwerbstätig","2015","30-45","direkter Migrationshintergrund","1264","0.520492217678395","0.501881205283451","0.539103230073339"
"voll erwerbstätig","2015","30-45","indirekter Migrationshintergrund","342","0.579804486137416","0.542787229443219","0.616821742831613"
"voll erwerbstätig","2015","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2015","46-65","kein Migrationshintergrund","3798","0.539243451381328","0.52782698316202","0.550659919600636"
"voll erwerbstätig","2015","46-65","direkter Migrationshintergrund","724","0.422655648186621","0.398623110591627","0.446688185781616"
"voll erwerbstätig","2015","46-65","indirekter Migrationshintergrund","107","0.5490740275973","0.478321922445625","0.619826132748975"
"voll erwerbstätig","2015","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2015","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","2015","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","2015","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","2015","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2015","17-29","kein Migrationshintergrund","151","0.0625318213569442","0.0538300750886265","0.0712335676252619"
"Teilzeit","2015","17-29","direkter Migrationshintergrund","99","0.103642899152751","0.0857924401593828","0.121493358146119"
"Teilzeit","2015","17-29","indirekter Migrationshintergrund","43","0.0453951789770891","0.0319655529675174","0.0588248049866608"
"Teilzeit","2015","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2015","30-45","kein Migrationshintergrund","1239","0.206000965669486","0.194602416941455","0.217399514397517"
"Teilzeit","2015","30-45","direkter Migrationshintergrund","452","0.150605207407129","0.137281047398562","0.163929367415696"
"Teilzeit","2015","30-45","indirekter Migrationshintergrund","139","0.141570990591766","0.115426687635819","0.167715293547714"
"Teilzeit","2015","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2015","46-65","kein Migrationshintergrund","1448","0.169162042426901","0.160575601256514","0.177748483597287"
"Teilzeit","2015","46-65","direkter Migrationshintergrund","264","0.17442013440228","0.155958647101304","0.192881621703256"
"Teilzeit","2015","46-65","indirekter Migrationshintergrund","33","0.157837125825599","0.105996060389684","0.209678191261515"
"Teilzeit","2015","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2015","66","kein Migrationshintergrund","","","",""
"Teilzeit","2015","66","direkter Migrationshintergrund","","","",""
"Teilzeit","2015","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","2015","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2015","17-29","kein Migrationshintergrund","1219","0.339267516326907","0.322251355643071","0.356283677010742"
"nicht erwerbstätig","2015","17-29","direkter Migrationshintergrund","474","0.341481483908364","0.313709515976145","0.369253451840583"
"nicht erwerbstätig","2015","17-29","indirekter Migrationshintergrund","442","0.40179148830216","0.370163330225948","0.433419646378372"
"nicht erwerbstätig","2015","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2015","30-45","kein Migrationshintergrund","771","0.135529076076661","0.125881984991124","0.145176167162198"
"nicht erwerbstätig","2015","30-45","direkter Migrationshintergrund","825","0.255647536343851","0.2393967204908","0.271898352196901"
"nicht erwerbstätig","2015","30-45","indirekter Migrationshintergrund","162","0.208296280918154","0.177841194259176","0.238751367577132"
"nicht erwerbstätig","2015","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2015","46-65","kein Migrationshintergrund","1649","0.234939567285437","0.225229337057081","0.244649797513793"
"nicht erwerbstätig","2015","46-65","direkter Migrationshintergrund","502","0.326953735434352","0.304131696497266","0.349775774371438"
"nicht erwerbstätig","2015","46-65","indirekter Migrationshintergrund","32","0.221853397756895","0.16277413794653","0.28093265756726"
"nicht erwerbstätig","2015","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2015","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","2015","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","2015","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","2015","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2015","17-29","kein Migrationshintergrund","866","0.271448463655202","0.255465716019366","0.287431211291039"
"Andere","2015","17-29","direkter Migrationshintergrund","190","0.195254169725487","0.172039174118482","0.218469165332492"
"Andere","2015","17-29","indirekter Migrationshintergrund","248","0.245532231769496","0.217765686900978","0.273298776638014"
"Andere","2015","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2015","30-45","kein Migrationshintergrund","310","0.0582319493549461","0.0516317419087323","0.0648321568011599"
"Andere","2015","30-45","direkter Migrationshintergrund","227","0.073255038570625","0.0635485104836089","0.0829615666576411"
"Andere","2015","30-45","indirekter Migrationshintergrund","40","0.0703282423526638","0.0511518264638643","0.0895046582414633"
"Andere","2015","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2015","46-65","kein Migrationshintergrund","428","0.0566549389063345","0.0513600390361062","0.0619498387765627"
"Andere","2015","46-65","direkter Migrationshintergrund","133","0.0759704819767466","0.0630804440729772","0.088860519880516"
"Andere","2015","46-65","indirekter Migrationshintergrund","18","","",""
"Andere","2015","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2015","66","kein Migrationshintergrund","","","",""
"Andere","2015","66","direkter Migrationshintergrund","","","",""
"Andere","2015","66","indirekter Migrationshintergrund","","","",""
"Andere","2015","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2016","17-29","kein Migrationshintergrund","674","0.32884854129877","0.311334462442422","0.346362620155118"
"voll erwerbstätig","2016","17-29","direkter Migrationshintergrund","292","0.347735615354614","0.325635879357523","0.369835351351706"
"voll erwerbstätig","2016","17-29","indirekter Migrationshintergrund","166","0.259928977853686","0.23042651344259","0.289431442264782"
"voll erwerbstätig","2016","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2016","30-45","kein Migrationshintergrund","2258","0.614215458991007","0.599596143016878","0.628834774965136"
"voll erwerbstätig","2016","30-45","direkter Migrationshintergrund","1089","0.508957153551578","0.492954548880382","0.524959758222774"
"voll erwerbstätig","2016","30-45","indirekter Migrationshintergrund","306","0.589286298392799","0.550561870202717","0.628010726582881"
"voll erwerbstätig","2016","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2016","46-65","kein Migrationshintergrund","3613","0.54610817675112","0.534361700730349","0.557854652771892"
"voll erwerbstätig","2016","46-65","direkter Migrationshintergrund","672","0.425270098538533","0.40319085093057","0.447349346146495"
"voll erwerbstätig","2016","46-65","indirekter Migrationshintergrund","111","0.560645505931203","0.492871026577839","0.628419985284566"
"voll erwerbstätig","2016","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2016","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","2016","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","2016","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","2016","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2016","17-29","kein Migrationshintergrund","152","0.0603046825636564","0.0514300961841473","0.0691792689431656"
"Teilzeit","2016","17-29","direkter Migrationshintergrund","87","0.102045584534815","0.0879988647119308","0.116092304357699"
"Teilzeit","2016","17-29","indirekter Migrationshintergrund","39","0.050169599772455","0.035485828975317","0.064853370569593"
"Teilzeit","2016","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2016","30-45","kein Migrationshintergrund","1107","0.189046492760092","0.177287325668819","0.200805659851364"
"Teilzeit","2016","30-45","direkter Migrationshintergrund","427","0.162533895374898","0.150724002395126","0.17434378835467"
"Teilzeit","2016","30-45","indirekter Migrationshintergrund","151","0.185966722217112","0.155340675256516","0.216592769177708"
"Teilzeit","2016","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2016","46-65","kein Migrationshintergrund","1458","0.183307266017775","0.174178517077771","0.19243601495778"
"Teilzeit","2016","46-65","direkter Migrationshintergrund","263","0.170483534397964","0.153688779298588","0.18727828949734"
"Teilzeit","2016","46-65","indirekter Migrationshintergrund","44","0.17160397410965","0.12011702539688","0.22309092282242"
"Teilzeit","2016","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2016","66","kein Migrationshintergrund","","","",""
"Teilzeit","2016","66","direkter Migrationshintergrund","","","",""
"Teilzeit","2016","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","2016","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2016","17-29","kein Migrationshintergrund","1176","0.371319150141652","0.353306904485903","0.389331395797402"
"nicht erwerbstätig","2016","17-29","direkter Migrationshintergrund","1204","0.387523296233323","0.364916221966973","0.410130370499673"
"nicht erwerbstätig","2016","17-29","indirekter Migrationshintergrund","408","0.459218456054739","0.425697619872499","0.49273929223698"
"nicht erwerbstätig","2016","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2016","30-45","kein Migrationshintergrund","643","0.139763564159814","0.129349981437133","0.150177146882496"
"nicht erwerbstätig","2016","30-45","direkter Migrationshintergrund","1946","0.253214632043738","0.23929484247984","0.267134421607636"
"nicht erwerbstätig","2016","30-45","indirekter Migrationshintergrund","131","0.191208576820154","0.160254047883158","0.22216310575715"
"nicht erwerbstätig","2016","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2016","46-65","kein Migrationshintergrund","1446","0.214608648571132","0.204922330086454","0.224294967055809"
"nicht erwerbstätig","2016","46-65","direkter Migrationshintergrund","846","0.310588163681787","0.289922385294941","0.331253942068632"
"nicht erwerbstätig","2016","46-65","indirekter Migrationshintergrund","37","0.227061848613878","0.169853562434038","0.284270134793718"
"nicht erwerbstätig","2016","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2016","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","2016","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","2016","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","2016","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2016","17-29","kein Migrationshintergrund","762","0.239527625995921","0.223616584892128","0.255438667099715"
"Andere","2016","17-29","direkter Migrationshintergrund","201","0.162695503877248","0.145568549010022","0.179822458744473"
"Andere","2016","17-29","indirekter Migrationshintergrund","236","0.230682966319119","0.202345913234843","0.259020019403396"
"Andere","2016","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2016","30-45","kein Migrationshintergrund","251","0.0569744840890866","0.0500130904266898","0.0639358777514834"
"Andere","2016","30-45","direkter Migrationshintergrund","287","0.0752943190297863","0.0668478880298264","0.0837407500297461"
"Andere","2016","30-45","indirekter Migrationshintergrund","32","0.0335384025699349","0.0193669054155018","0.0477098997243679"
"Andere","2016","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2016","46-65","kein Migrationshintergrund","384","0.0559759086599729","0.050552351867389","0.0613994654525568"
"Andere","2016","46-65","direkter Migrationshintergrund","145","0.0936582033817164","0.0806463588664786","0.106670047896954"
"Andere","2016","46-65","indirekter Migrationshintergrund","14","","",""
"Andere","2016","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2016","66","kein Migrationshintergrund","","","",""
"Andere","2016","66","direkter Migrationshintergrund","","","",""
"Andere","2016","66","indirekter Migrationshintergrund","","","",""
"Andere","2016","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2017","17-29","kein Migrationshintergrund","946","0.353784824000471","0.337505738087348","0.370063909913593"
"voll erwerbstätig","2017","17-29","direkter Migrationshintergrund","276","0.283185550156463","0.264333060996725","0.302038039316201"
"voll erwerbstätig","2017","17-29","indirekter Migrationshintergrund","197","0.255008590421727","0.226919979494087","0.283097201349367"
"voll erwerbstätig","2017","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2017","30-45","kein Migrationshintergrund","2479","0.612789813038632","0.598667067090546","0.626912558986718"
"voll erwerbstätig","2017","30-45","direkter Migrationshintergrund","1072","0.495703542163596","0.480065887778236","0.511341196548957"
"voll erwerbstätig","2017","30-45","indirekter Migrationshintergrund","325","0.621897225625051","0.584240494575181","0.659553956674922"
"voll erwerbstätig","2017","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2017","46-65","kein Migrationshintergrund","4385","0.55267656531995","0.541896939351109","0.563456191288791"
"voll erwerbstätig","2017","46-65","direkter Migrationshintergrund","735","0.437648615999804","0.416722509381332","0.458574722618277"
"voll erwerbstätig","2017","46-65","indirekter Migrationshintergrund","132","0.559049940656797","0.497256517249989","0.620843364063605"
"voll erwerbstätig","2017","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2017","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","2017","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","2017","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","2017","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2017","17-29","kein Migrationshintergrund","188","0.0605914054130671","0.0524686268013086","0.0687141840248256"
"Teilzeit","2017","17-29","direkter Migrationshintergrund","107","0.085260012385015","0.0735744045516633","0.0969456202183667"
"Teilzeit","2017","17-29","indirekter Migrationshintergrund","56","0.0570020730993708","0.0420611331920454","0.0719430130066962"
"Teilzeit","2017","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2017","30-45","kein Migrationshintergrund","1204","0.207389257820202","0.195634515948278","0.219143999692126"
"Teilzeit","2017","30-45","direkter Migrationshintergrund","443","0.152899247992715","0.141643150429314","0.164155345556117"
"Teilzeit","2017","30-45","indirekter Migrationshintergrund","151","0.162605802735932","0.133950079877908","0.191261525593956"
"Teilzeit","2017","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2017","46-65","kein Migrationshintergrund","1746","0.181960968635764","0.173596594036729","0.190325343234798"
"Teilzeit","2017","46-65","direkter Migrationshintergrund","282","0.163201573983216","0.147613431433792","0.178789716532639"
"Teilzeit","2017","46-65","indirekter Migrationshintergrund","53","0.211277027314221","0.160471538443306","0.262082516185137"
"Teilzeit","2017","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2017","66","kein Migrationshintergrund","","","",""
"Teilzeit","2017","66","direkter Migrationshintergrund","","","",""
"Teilzeit","2017","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","2017","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2017","17-29","kein Migrationshintergrund","1321","0.340179098094187","0.324048937689526","0.356309258498848"
"nicht erwerbstätig","2017","17-29","direkter Migrationshintergrund","1553","0.452915314119103","0.432086451229134","0.473744177009072"
"nicht erwerbstätig","2017","17-29","indirekter Migrationshintergrund","440","0.433254408544059","0.401321182501282","0.465187634586837"
"nicht erwerbstätig","2017","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2017","30-45","kein Migrationshintergrund","651","0.132900098989371","0.123058011721527","0.142742186257215"
"nicht erwerbstätig","2017","30-45","direkter Migrationshintergrund","2120","0.273963004787513","0.26001400793826","0.287912001636767"
"nicht erwerbstätig","2017","30-45","indirekter Migrationshintergrund","125","0.169564639201447","0.140424009198449","0.198705269204445"
"nicht erwerbstätig","2017","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2017","46-65","kein Migrationshintergrund","1594","0.207679363462209","0.198884998243487","0.216473728680932"
"nicht erwerbstätig","2017","46-65","direkter Migrationshintergrund","998","0.308591190582498","0.289107062034173","0.328075319130824"
"nicht erwerbstätig","2017","46-65","indirekter Migrationshintergrund","46","0.18960790981141","0.140821588396518","0.238394231226302"
"nicht erwerbstätig","2017","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2017","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","2017","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","2017","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","2017","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2017","17-29","kein Migrationshintergrund","859","0.245444672492275","0.230792764296927","0.260096580687623"
"Andere","2017","17-29","direkter Migrationshintergrund","258","0.178639123339419","0.162610911450117","0.194667335228721"
"Andere","2017","17-29","indirekter Migrationshintergrund","232","0.254734927934843","0.226656236957597","0.282813618912089"
"Andere","2017","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2017","30-45","kein Migrationshintergrund","236","0.0469208301517945","0.0407897453431601","0.0530519149604288"
"Andere","2017","30-45","direkter Migrationshintergrund","292","0.0774342050561751","0.0690746581915246","0.0857937519208255"
"Andere","2017","30-45","indirekter Migrationshintergrund","36","0.0459323324375695","0.0296758262495816","0.0621888386255573"
"Andere","2017","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2017","46-65","kein Migrationshintergrund","448","0.0576831025820769","0.052628580051127","0.0627376251130267"
"Andere","2017","46-65","direkter Migrationshintergrund","144","0.0905586194344817","0.0784533622158252","0.102663876653138"
"Andere","2017","46-65","indirekter Migrationshintergrund","17","","",""
"Andere","2017","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","2017","66","kein Migrationshintergrund","","","",""
"Andere","2017","66","direkter Migrationshintergrund","","","",""
"Andere","2017","66","indirekter Migrationshintergrund","","","",""
"Andere","2017","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2018","17-29","kein Migrationshintergrund","938","0.355479902548531","0.339018537764272","0.37194126733279"
"voll erwerbstätig","2018","17-29","direkter Migrationshintergrund","328","0.304283208135799","0.283479539050253","0.325086877221344"
"voll erwerbstätig","2018","17-29","indirekter Migrationshintergrund","199","0.272228343713024","0.2434820065453","0.300974680880748"
"voll erwerbstätig","2018","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2018","30-45","kein Migrationshintergrund","2286","0.629603204117602","0.615048736512722","0.644157671722481"
"voll erwerbstätig","2018","30-45","direkter Migrationshintergrund","1085","0.507835074337508","0.491519900844381","0.524150247830635"
"voll erwerbstätig","2018","30-45","indirekter Migrationshintergrund","302","0.590315366264785","0.551257696749797","0.629373035779773"
"voll erwerbstätig","2018","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2018","46-65","kein Migrationshintergrund","4139","0.549239746637216","0.538217338988947","0.560262154285485"
"voll erwerbstätig","2018","46-65","direkter Migrationshintergrund","758","0.485301742601951","0.464254212505872","0.50634927269803"
"voll erwerbstätig","2018","46-65","indirekter Migrationshintergrund","144","0.625562886399221","0.567181949619241","0.683943823179201"
"voll erwerbstätig","2018","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","2018","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","2018","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","2018","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","2018","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2018","17-29","kein Migrationshintergrund","213","0.0710482460627951","0.0622131079915564","0.0798833841340337"
"Teilzeit","2018","17-29","direkter Migrationshintergrund","118","0.0942297885918586","0.0810202445802429","0.107439332603474"
"Teilzeit","2018","17-29","indirekter Migrationshintergrund","62","0.0940822095319465","0.0752276485610239","0.112936770502869"
