year,bula_h,pgisced97,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Hesse,Upper Secondary Level,Easy,0.45472,41,108,0.36037,0.54907
2018,Hesse,Upper Secondary Level,Difficult,0.42566,67,108,0.33198,0.51935
2018,Hesse,Second Stage of Tertiary Education,Difficult,0.32713,32,32,0.16197,0.49229
2018,"Rhineland-Palatinate, Saarland",Primary Level,Difficult,0.57601,33,33,0.40479,0.74724
2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Difficult,0.45295,42,42,0.30058,0.60532
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.64590,45,45,0.50459,0.78721
2018,Baden-Wuerttemberg,Primary Level,Difficult,0.48156,65,65,0.35914,0.60397
2018,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.27222,37,37,0.12682,0.41762
2018,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.33895,54,129,0.25695,0.42096
2018,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.48008,75,129,0.39353,0.56663
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Difficult,0.60227,60,60,0.47738,0.72716
2018,Bavaria,Primary Level,Difficult,0.78948,61,61,0.68632,0.89263
2018,Bavaria,Lower Secondary Level,Difficult,0.44165,50,50,0.30261,0.58070
2018,Bavaria,Upper Secondary Level,Easy,0.34037,76,208,0.27582,0.40492
2018,Bavaria,Upper Secondary Level,Difficult,0.46461,97,208,0.39667,0.53255
2018,Bavaria,Upper Secondary Level,Almost impossible,0.19502,35,208,0.14104,0.24900
2018,Bavaria,Second Stage of Tertiary Education,Easy,0.25880,32,103,0.17380,0.34379
2018,Bavaria,Second Stage of Tertiary Education,Difficult,0.67913,71,103,0.58853,0.76972
2018,Berlin,Upper Secondary Level,Difficult,0.66536,35,35,0.50675,0.82397
2018,Berlin,Second Stage of Tertiary Education,Difficult,0.56324,32,32,0.38864,0.73784
2018,Saxony,Lower Secondary Level,Difficult,0.81906,31,31,0.68130,0.95682
2018,Saxony,Upper Secondary Level,Difficult,0.55023,61,61,0.42435,0.67611
2018,Saxony-Anhalt,Upper Secondary Level,Difficult,0.71826,59,59,0.60249,0.83403
2019,Lower Saxony,Primary Level,Difficult,0.67170,98,98,0.57824,0.76515
2019,Lower Saxony,Lower Secondary Level,Difficult,0.69549,80,80,0.59400,0.79697
2019,Lower Saxony,Upper Secondary Level,Easy,0.32613,41,113,0.23931,0.41296
2019,Lower Saxony,Upper Secondary Level,Difficult,0.52308,72,113,0.43058,0.61558
2019,Lower Saxony,Second Stage of Tertiary Education,Difficult,0.46533,31,31,0.28684,0.64382
2019,North Rhine-Westphalia,No answer / don't know,Difficult,0.52757,72,72,0.41144,0.64370
2019,North Rhine-Westphalia,Primary Level,Easy,0.08059,44,163,0.03868,0.12251
2019,North Rhine-Westphalia,Primary Level,Difficult,0.56845,119,163,0.49218,0.64472
2019,North Rhine-Westphalia,Lower Secondary Level,Easy,0.10272,35,189,0.05932,0.14611
2019,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.64184,123,189,0.57331,0.71038
2019,North Rhine-Westphalia,Lower Secondary Level,Almost impossible,0.25544,31,189,0.19310,0.31778
2019,North Rhine-Westphalia,Upper Secondary Level,Easy,0.29117,91,327,0.24185,0.34049
2019,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.51007,170,327,0.45580,0.56433
2019,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.19876,66,327,0.15544,0.24208
2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.63565,41,41,0.48651,0.78479
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Easy,0.34734,49,163,0.27402,0.42066
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.42070,114,163,0.34468,0.49672
2019,Hesse,Primary Level,Difficult,0.84524,63,63,0.75521,0.93527
2019,Hesse,Lower Secondary Level,Difficult,0.54389,41,41,0.38953,0.69824
2019,Hesse,Upper Secondary Level,Easy,0.47164,34,82,0.36293,0.58035
2019,Hesse,Upper Secondary Level,Difficult,0.35142,48,82,0.24745,0.45539
2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Difficult,0.70887,37,37,0.56047,0.85727
2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.40324,31,31,0.22770,0.57878
2019,Baden-Wuerttemberg,Primary Level,Difficult,0.20690,46,46,0.08854,0.32525
2019,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.64034,46,46,0.50013,0.78056
2019,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.32828,49,114,0.24169,0.41486
2019,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.51451,65,114,0.42236,0.60666
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Easy,0.45171,32,87,0.34653,0.55689
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Difficult,0.42862,55,87,0.32403,0.53321
2019,Bavaria,Primary Level,Difficult,0.32906,56,56,0.20488,0.45325
2019,Bavaria,Lower Secondary Level,Difficult,0.35963,45,45,0.21783,0.50142
2019,Bavaria,Upper Secondary Level,Easy,0.35561,62,171,0.28365,0.42757
2019,Bavaria,Upper Secondary Level,Difficult,0.46355,77,171,0.38859,0.53851
2019,Bavaria,Upper Secondary Level,Almost impossible,0.18084,32,171,0.12299,0.23870
2019,Bavaria,Second Stage of Tertiary Education,Difficult,0.61977,60,60,0.49590,0.74364
2019,Berlin,Upper Secondary Level,Difficult,0.53979,31,31,0.36144,0.71815
2019,Brandenburg,Upper Secondary Level,Difficult,0.61180,32,32,0.44024,0.78336
2019,Saxony,Upper Secondary Level,Difficult,0.58693,45,45,0.44144,0.73242
2019,Saxony-Anhalt,Upper Secondary Level,Difficult,0.53246,42,42,0.37973,0.68519
2020,Lower Saxony,Primary Level,Difficult,0.83712,79,79,0.75518,0.91907
2020,Lower Saxony,Lower Secondary Level,Difficult,0.52478,72,72,0.40861,0.64094
2020,Lower Saxony,Upper Secondary Level,Easy,0.32031,48,123,0.23751,0.40311
2020,Lower Saxony,Upper Secondary Level,Difficult,0.44843,75,123,0.36018,0.53668
2020,North Rhine-Westphalia,No answer / don't know,Difficult,0.47705,56,56,0.34505,0.60905
2020,North Rhine-Westphalia,Primary Level,Easy,0.19982,31,190,0.14282,0.25683
2020,North Rhine-Westphalia,Primary Level,Difficult,0.49348,124,190,0.42221,0.56476
2020,North Rhine-Westphalia,Primary Level,Almost impossible,0.30669,35,190,0.24095,0.37243
2020,North Rhine-Westphalia,Lower Secondary Level,Easy,0.06876,37,228,0.03584,0.10168
2020,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.63204,150,228,0.56930,0.69477
2020,North Rhine-Westphalia,Lower Secondary Level,Almost impossible,0.29921,41,228,0.23964,0.35877
2020,North Rhine-Westphalia,Upper Secondary Level,Easy,0.35702,95,333,0.30548,0.40856
2020,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.42367,186,333,0.37052,0.47682
2020,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.21931,52,333,0.17480,0.26382
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.43089,32,32,0.25657,0.60522
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Easy,0.41792,37,137,0.33503,0.50082
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.47729,100,137,0.39334,0.56123
2020,Hesse,Primary Level,Difficult,0.78494,48,48,0.66748,0.90241
2020,Hesse,Lower Secondary Level,Difficult,0.49428,34,34,0.32369,0.66486
2020,Hesse,Upper Secondary Level,Difficult,0.38520,44,44,0.23975,0.53066
2020,Hesse,Second Stage of Tertiary Education,Difficult,0.70179,31,31,0.53808,0.86549
2020,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Difficult,0.75677,40,40,0.62211,0.89142
2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.51945,39,39,0.36059,0.67830
2020,Baden-Wuerttemberg,Primary Level,Difficult,0.55210,47,47,0.40840,0.69581
2020,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.68478,49,49,0.55334,0.81622
2020,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.33583,46,117,0.24988,0.42177
2020,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.52531,71,117,0.43443,0.61618
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Difficult,0.52028,57,57,0.38943,0.65113
2020,Bavaria,Primary Level,Difficult,0.60128,46,46,0.45822,0.74434
2020,Bavaria,Lower Secondary Level,Difficult,0.42494,45,45,0.27887,0.57101
2020,Bavaria,Upper Secondary Level,Easy,0.35276,56,169,0.28050,0.42501
2020,Bavaria,Upper Secondary Level,Difficult,0.49077,82,169,0.41517,0.56637
2020,Bavaria,Upper Secondary Level,Almost impossible,0.15647,31,169,0.10154,0.21141
2020,Bavaria,Second Stage of Tertiary Education,Easy,0.39120,32,88,0.28865,0.49375
2020,Bavaria,Second Stage of Tertiary Education,Difficult,0.53104,56,88,0.42618,0.63591
2020,Brandenburg,Upper Secondary Level,Difficult,0.67075,33,33,0.50793,0.83358
2020,Saxony,Lower Secondary Level,Difficult,0.63319,33,33,0.46621,0.80017
2020,Saxony,Upper Secondary Level,Difficult,0.61726,58,58,0.49108,0.74345
2020,Saxony-Anhalt,Upper Secondary Level,Difficult,0.45343,40,40,0.29718,0.60967
2021,Lower Saxony,Primary Level,Difficult,0.55443,33,33,0.38221,0.72664
2021,North Rhine-Westphalia,Primary Level,Difficult,0.59723,51,51,0.46129,0.73318
2021,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.56553,34,34,0.39640,0.73465
2021,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.75939,33,33,0.61129,0.90750
2021,Hesse,Primary Level,Difficult,0.55651,42,42,0.40444,0.70858
2022,North Rhine-Westphalia,No answer / don't know,Difficult,0.68091,31,31,0.51411,0.84771
2022,North Rhine-Westphalia,Primary Level,Difficult,0.50135,57,57,0.37039,0.63231
2022,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.62970,31,31,0.45690,0.80249
