"pli0097_h","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nie","2005","Hauptschule","Ostdeutschland","1213","0.958561763722839","0.947634954866989","0.969488572578688"
"Nie","2005","Realschule","Westdeutschland","3146","0.896610851220408","0.886538427016719","0.906683275424097"
"Nie","2005","Realschule","Ostdeutschland","1698","0.925958446332556","0.91399129627257","0.937925596392541"
"Nie","2005","(Fach-)Abitur","Westdeutschland","1703","0.899971245865862","0.886444481157977","0.913498010573748"
"Nie","2005","(Fach-)Abitur","Ostdeutschland","357","0.917362632860149","0.890175792375221","0.944549473345077"
"Nie","2005","AkademikerIn","Westdeutschland","2416","0.839777035367635","0.826419749454239","0.853134321281031"
"Nie","2005","AkademikerIn","Ostdeutschland","992","0.806200128372741","0.784217203934757","0.828183052810725"
"Taeglich","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2006","Hauptschule","Westdeutschland","","","",""
"Taeglich","2006","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2006","Realschule","Westdeutschland","","","",""
"Taeglich","2006","Realschule","Ostdeutschland","","","",""
"Taeglich","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2006","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2006","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2006","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2006","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2006","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2006","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2006","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2006","Hauptschule","Westdeutschland","","","",""
"Seltener","2006","Hauptschule","Ostdeutschland","","","",""
"Seltener","2006","Realschule","Westdeutschland","","","",""
"Seltener","2006","Realschule","Ostdeutschland","","","",""
"Seltener","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2006","AkademikerIn","Westdeutschland","","","",""
"Seltener","2006","AkademikerIn","Ostdeutschland","","","",""
"Nie","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2006","Hauptschule","Westdeutschland","","","",""
"Nie","2006","Hauptschule","Ostdeutschland","","","",""
"Nie","2006","Realschule","Westdeutschland","","","",""
"Nie","2006","Realschule","Ostdeutschland","","","",""
"Nie","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2006","AkademikerIn","Westdeutschland","","","",""
"Nie","2006","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2007","Hauptschule","Westdeutschland","","","",""
"Taeglich","2007","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2007","Realschule","Westdeutschland","","","",""
"Taeglich","2007","Realschule","Ostdeutschland","","","",""
"Taeglich","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2007","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2007","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Westdeutschland","2","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2007","Hauptschule","Westdeutschland","42","0.00660299377969763","0.00455352867801066","0.0086524588813846"
"Min 1x pro Woche","2007","Hauptschule","Ostdeutschland","2","","",""
"Min 1x pro Woche","2007","Realschule","Westdeutschland","25","","",""
"Min 1x pro Woche","2007","Realschule","Ostdeutschland","9","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Westdeutschland","28","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Ostdeutschland","3","","",""
"Min 1x pro Woche","2007","AkademikerIn","Westdeutschland","64","0.0172497811710767","0.0126358435135056","0.0218637188286479"
"Min 1x pro Woche","2007","AkademikerIn","Ostdeutschland","23","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Westdeutschland","4","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Min 1x pro Monat","2007","Hauptschule","Westdeutschland","78","0.0120121153157531","0.00925538542060262","0.0147688452109036"
"Min 1x pro Monat","2007","Hauptschule","Ostdeutschland","7","","",""
"Min 1x pro Monat","2007","Realschule","Westdeutschland","54","0.0126147053120886","0.0089356589204289","0.0162937517037483"
"Min 1x pro Monat","2007","Realschule","Ostdeutschland","15","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Westdeutschland","25","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Ostdeutschland","3","","",""
"Min 1x pro Monat","2007","AkademikerIn","Westdeutschland","70","0.0187146077645829","0.0139123398638846","0.0235168756652812"
"Min 1x pro Monat","2007","AkademikerIn","Ostdeutschland","50","0.0344795225062162","0.0245228413061432","0.0444362037062892"
"Seltener","2007","(noch) kein Abschluss","Westdeutschland","10","","",""
"Seltener","2007","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Seltener","2007","Hauptschule","Westdeutschland","276","0.0422106647043834","0.0371225750620921","0.0472987543466746"
"Seltener","2007","Hauptschule","Ostdeutschland","31","0.0193401884875802","0.0117360090134843","0.0269443679616761"
"Seltener","2007","Realschule","Westdeutschland","188","0.0504632520345347","0.043247245999517","0.0576792580695523"
"Seltener","2007","Realschule","Ostdeutschland","67","0.0371391272551562","0.0284417604741472","0.0458364940361651"
"Seltener","2007","(Fach-)Abitur","Westdeutschland","112","0.0595119187032358","0.0490114324760664","0.0700124049304052"
"Seltener","2007","(Fach-)Abitur","Ostdeutschland","23","","",""
"Seltener","2007","AkademikerIn","Westdeutschland","297","0.0898568860044509","0.0797226998316497","0.0999910721772521"
"Seltener","2007","AkademikerIn","Ostdeutschland","153","0.112296751854234","0.0950673286888925","0.129526175019576"
"Nie","2007","(noch) kein Abschluss","Westdeutschland","431","0.976918148311438","0.962997523089292","0.990838773533585"
"Nie","2007","(noch) kein Abschluss","Ostdeutschland","99","0.988118850296492","0.966987792866116","1.00924990772687"
"Nie","2007","Hauptschule","Westdeutschland","5603","0.939174226200166","0.933126034272897","0.945222418127435"
"Nie","2007","Hauptschule","Ostdeutschland","1220","0.971523724526601","0.962339740567899","0.980707708485303"
"Nie","2007","Realschule","Westdeutschland","3268","0.931467801628873","0.92313895936708","0.939796643890666"
"Nie","2007","Realschule","Ostdeutschland","1725","0.951108059730954","0.941190068130639","0.961026051331269"
"Nie","2007","(Fach-)Abitur","Westdeutschland","1785","0.916935904073288","0.904686726067297","0.92918508207928"
"Nie","2007","(Fach-)Abitur","Ostdeutschland","361","0.915735184065216","0.888166002336766","0.943304365793667"
"Nie","2007","AkademikerIn","Westdeutschland","2628","0.874178725059889","0.862426082991881","0.885931367127898"
"Nie","2007","AkademikerIn","Ostdeutschland","1064","0.840067870576987","0.820065646731093","0.860070094422881"
"Taeglich","2008","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2008","Hauptschule","Westdeutschland","8","","",""
"Taeglich","2008","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2008","Realschule","Westdeutschland","8","","",""
"Taeglich","2008","Realschule","Ostdeutschland","","","",""
"Taeglich","2008","(Fach-)Abitur","Westdeutschland","4","","",""
"Taeglich","2008","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2008","AkademikerIn","Westdeutschland","11","","",""
"Taeglich","2008","AkademikerIn","Ostdeutschland","6","","",""
"Min 1x pro Woche","2008","(noch) kein Abschluss","Westdeutschland","4","","",""
"Min 1x pro Woche","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2008","Hauptschule","Westdeutschland","24","","",""
"Min 1x pro Woche","2008","Hauptschule","Ostdeutschland","1","","",""
"Min 1x pro Woche","2008","Realschule","Westdeutschland","30","0.00686252972947467","0.00406861359791472","0.00965644586103461"
"Min 1x pro Woche","2008","Realschule","Ostdeutschland","8","","",""
"Min 1x pro Woche","2008","(Fach-)Abitur","Westdeutschland","16","","",""
"Min 1x pro Woche","2008","(Fach-)Abitur","Ostdeutschland","4","","",""
"Min 1x pro Woche","2008","AkademikerIn","Westdeutschland","51","0.0140822067156496","0.00982153664808931","0.0183428767832099"
"Min 1x pro Woche","2008","AkademikerIn","Ostdeutschland","16","","",""
"Min 1x pro Monat","2008","(noch) kein Abschluss","Westdeutschland","8","","",""
"Min 1x pro Monat","2008","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Min 1x pro Monat","2008","Hauptschule","Westdeutschland","91","0.013981037012724","0.0109014838016407","0.0170605902238074"
"Min 1x pro Monat","2008","Hauptschule","Ostdeutschland","11","","",""
"Min 1x pro Monat","2008","Realschule","Westdeutschland","58","0.0133007205005223","0.00942371380435666","0.0171777271966879"
"Min 1x pro Monat","2008","Realschule","Ostdeutschland","23","","",""
"Min 1x pro Monat","2008","(Fach-)Abitur","Westdeutschland","34","0.0151524074696675","0.00950748679392443","0.0207973281454106"
"Min 1x pro Monat","2008","(Fach-)Abitur","Ostdeutschland","4","","",""
"Min 1x pro Monat","2008","AkademikerIn","Westdeutschland","101","0.0241843100656902","0.0186294522786354","0.0297391678527451"
"Min 1x pro Monat","2008","AkademikerIn","Ostdeutschland","57","0.0395124361379074","0.0286737915176685","0.0503510807581464"
"Seltener","2008","(noch) kein Abschluss","Westdeutschland","19","","",""
"Seltener","2008","(noch) kein Abschluss","Ostdeutschland","4","","",""
"Seltener","2008","Hauptschule","Westdeutschland","384","0.0625608535439693","0.056209032387136","0.0689126747008026"
"Seltener","2008","Hauptschule","Ostdeutschland","53","0.0346109750341191","0.0242253483895948","0.0449966016786434"
"Seltener","2008","Realschule","Westdeutschland","259","0.0782273067244687","0.0691395295441867","0.0873150839047507"
"Seltener","2008","Realschule","Ostdeutschland","100","0.0541794043844189","0.0435429969865967","0.0648158117822412"
"Seltener","2008","(Fach-)Abitur","Westdeutschland","154","0.0834435269154232","0.0706641861796727","0.0962228676511738"
"Seltener","2008","(Fach-)Abitur","Ostdeutschland","23","","",""
"Seltener","2008","AkademikerIn","Westdeutschland","329","0.104477226835046","0.0934168141719163","0.115537639498176"
"Seltener","2008","AkademikerIn","Ostdeutschland","137","0.108481882118773","0.0911795002513918","0.125784263986154"
"Nie","2008","(noch) kein Abschluss","Westdeutschland","411","0.952279640077058","0.932406290991471","0.972152989162646"
"Nie","2008","(noch) kein Abschluss","Ostdeutschland","95","0.936805213692959","0.889116746296797","0.984493681089122"
"Nie","2008","Hauptschule","Westdeutschland","5077","0.918832054562685","0.911669206623669","0.925994902501702"
"Nie","2008","Hauptschule","Ostdeutschland","1125","0.954126539650072","0.942239920471789","0.966013158828354"
"Nie","2008","Realschule","Westdeutschland","2999","0.900736336343293","0.89061680142217","0.910855871264416"
"Nie","2008","Realschule","Ostdeutschland","1609","0.932055251617726","0.920231038654056","0.943879464581397"
"Nie","2008","(Fach-)Abitur","Westdeutschland","1591","0.890281233624791","0.875838926483995","0.904723540765587"
"Nie","2008","(Fach-)Abitur","Ostdeutschland","331","0.920264294409984","0.892359648716963","0.948168940103005"
"Nie","2008","AkademikerIn","Westdeutschland","2446","0.854810860955458","0.842072185416704","0.867549536494211"
"Nie","2008","AkademikerIn","Ostdeutschland","1025","0.837565023332427","0.817043422212762","0.858086624452091"
"Taeglich","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2009","Hauptschule","Westdeutschland","","","",""
"Taeglich","2009","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2009","Realschule","Westdeutschland","","","",""
"Taeglich","2009","Realschule","Ostdeutschland","","","",""
"Taeglich","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2009","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2009","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2009","(noch) kein Abschluss","Westdeutschland","3","","",""
"Min 1x pro Woche","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2009","Hauptschule","Westdeutschland","21","","",""
"Min 1x pro Woche","2009","Hauptschule","Ostdeutschland","1","","",""
"Min 1x pro Woche","2009","Realschule","Westdeutschland","24","","",""
"Min 1x pro Woche","2009","Realschule","Ostdeutschland","5","","",""
"Min 1x pro Woche","2009","(Fach-)Abitur","Westdeutschland","21","","",""
"Min 1x pro Woche","2009","(Fach-)Abitur","Ostdeutschland","2","","",""
"Min 1x pro Woche","2009","AkademikerIn","Westdeutschland","49","0.0142864074631912","0.00989406721144731","0.0186787477149352"
"Min 1x pro Woche","2009","AkademikerIn","Ostdeutschland","22","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Westdeutschland","14","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Min 1x pro Monat","2009","Hauptschule","Westdeutschland","73","0.0135391622713748","0.0103476395798884","0.0167306849628612"
"Min 1x pro Monat","2009","Hauptschule","Ostdeutschland","3","","",""
"Min 1x pro Monat","2009","Realschule","Westdeutschland","46","0.00924402446293803","0.00588383891377093","0.0126042100121051"
"Min 1x pro Monat","2009","Realschule","Ostdeutschland","13","","",""
"Min 1x pro Monat","2009","(Fach-)Abitur","Westdeutschland","17","","",""
"Min 1x pro Monat","2009","(Fach-)Abitur","Ostdeutschland","6","","",""
"Min 1x pro Monat","2009","AkademikerIn","Westdeutschland","74","0.0213142484603766","0.0159684112309464","0.0266600856898068"
"Min 1x pro Monat","2009","AkademikerIn","Ostdeutschland","38","0.0255931501356337","0.0166619746316858","0.0345243256395817"
"Seltener","2009","(noch) kein Abschluss","Westdeutschland","13","","",""
"Seltener","2009","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Seltener","2009","Hauptschule","Westdeutschland","261","0.051356258182759","0.0452607435892926","0.0574517727762254"
"Seltener","2009","Hauptschule","Ostdeutschland","42","0.0358205247710298","0.0248926433280628","0.0467484062139967"
"Seltener","2009","Realschule","Westdeutschland","177","0.0626573085789372","0.0541481927931071","0.0711664243647673"
"Seltener","2009","Realschule","Ostdeutschland","81","0.0553222180511948","0.0442949940409918","0.0663494420613977"
"Seltener","2009","(Fach-)Abitur","Westdeutschland","114","0.0663579966686671","0.0543589017646291","0.0783570915727051"
"Seltener","2009","(Fach-)Abitur","Ostdeutschland","19","","",""
"Seltener","2009","AkademikerIn","Westdeutschland","243","0.0789347813371678","0.0689545988396131","0.0889149638347225"
"Seltener","2009","AkademikerIn","Ostdeutschland","118","0.096960286827838","0.0802252389958308","0.113695334659845"
"Nie","2009","(noch) kein Abschluss","Westdeutschland","376","0.957629791025462","0.93803619267047","0.977223389380454"
"Nie","2009","(noch) kein Abschluss","Ostdeutschland","67","0.905485623378649","0.8379128786896","0.973058368067698"
"Nie","2009","Hauptschule","Westdeutschland","4682","0.931488242179363","0.924511810275636","0.93846467408309"
"Nie","2009","Hauptschule","Ostdeutschland","1065","0.960231364592069","0.948740588823933","0.971722140360206"
"Nie","2009","Realschule","Westdeutschland","2869","0.922185625784805","0.91277998354891","0.931591268020701"
"Nie","2009","Realschule","Ostdeutschland","1552","0.931523737951389","0.919341094322807","0.943706381579971"
"Nie","2009","(Fach-)Abitur","Westdeutschland","1501","0.912231569776663","0.89859097276517","0.925872166788155"
"Nie","2009","(Fach-)Abitur","Ostdeutschland","319","0.892060255745882","0.859364014488837","0.924756497002926"
"Nie","2009","AkademikerIn","Westdeutschland","2438","0.885464562739264","0.873677255113402","0.897251870365127"
"Nie","2009","AkademikerIn","Ostdeutschland","1023","0.865511689355785","0.846216220967838","0.884807157743732"
"Taeglich","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2010","Hauptschule","Westdeutschland","","","",""
"Taeglich","2010","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2010","Realschule","Westdeutschland","","","",""
"Taeglich","2010","Realschule","Ostdeutschland","","","",""
"Taeglich","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2010","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2010","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2010","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2010","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2010","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2010","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2010","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2010","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2010","Hauptschule","Westdeutschland","","","",""
"Seltener","2010","Hauptschule","Ostdeutschland","","","",""
"Seltener","2010","Realschule","Westdeutschland","","","",""
"Seltener","2010","Realschule","Ostdeutschland","","","",""
"Seltener","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2010","AkademikerIn","Westdeutschland","","","",""
"Seltener","2010","AkademikerIn","Ostdeutschland","","","",""
"Nie","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2010","Hauptschule","Westdeutschland","","","",""
"Nie","2010","Hauptschule","Ostdeutschland","","","",""
"Nie","2010","Realschule","Westdeutschland","","","",""
"Nie","2010","Realschule","Ostdeutschland","","","",""
"Nie","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2010","AkademikerIn","Westdeutschland","","","",""
"Nie","2010","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2011","Hauptschule","Westdeutschland","","","",""
"Taeglich","2011","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2011","Realschule","Westdeutschland","","","",""
"Taeglich","2011","Realschule","Ostdeutschland","","","",""
"Taeglich","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2011","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2011","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2011","(noch) kein Abschluss","Westdeutschland","8","","",""
"Min 1x pro Woche","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2011","Hauptschule","Westdeutschland","51","0.00530069058040224","0.00365602611857458","0.00694535504222991"
"Min 1x pro Woche","2011","Hauptschule","Ostdeutschland","3","","",""
"Min 1x pro Woche","2011","Realschule","Westdeutschland","47","0.00666478892786945","0.00448998961091749","0.00883958824482142"
"Min 1x pro Woche","2011","Realschule","Ostdeutschland","7","","",""
"Min 1x pro Woche","2011","(Fach-)Abitur","Westdeutschland","36","0.0152627363947553","0.0109161551266833","0.0196093176628274"
"Min 1x pro Woche","2011","(Fach-)Abitur","Ostdeutschland","3","","",""
"Min 1x pro Woche","2011","AkademikerIn","Westdeutschland","96","0.0205363332345311","0.0164515753741045","0.0246210910949578"
"Min 1x pro Woche","2011","AkademikerIn","Ostdeutschland","28","","",""
"Min 1x pro Monat","2011","(noch) kein Abschluss","Westdeutschland","11","","",""
"Min 1x pro Monat","2011","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Min 1x pro Monat","2011","Hauptschule","Westdeutschland","83","0.0126808518111277","0.0101464926203931","0.0152152110018623"
"Min 1x pro Monat","2011","Hauptschule","Ostdeutschland","10","","",""
"Min 1x pro Monat","2011","Realschule","Westdeutschland","86","0.0092720301811646","0.00671024503556802","0.0118338153267612"
"Min 1x pro Monat","2011","Realschule","Ostdeutschland","23","","",""
"Min 1x pro Monat","2011","(Fach-)Abitur","Westdeutschland","41","0.0117290821958713","0.00791191275211848","0.0155462516396242"
"Min 1x pro Monat","2011","(Fach-)Abitur","Ostdeutschland","7","","",""
"Min 1x pro Monat","2011","AkademikerIn","Westdeutschland","134","0.0283456900221674","0.0235658858059977","0.0331254942383371"
"Min 1x pro Monat","2011","AkademikerIn","Ostdeutschland","59","0.0335103377379586","0.0245741481646561","0.0424465273112612"
"Seltener","2011","(noch) kein Abschluss","Westdeutschland","30","0.0468749678074656","0.032191217656154","0.0615587179587771"
"Seltener","2011","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Seltener","2011","Hauptschule","Westdeutschland","361","0.0521417006365322","0.04710635278727","0.0571770484857945"
"Seltener","2011","Hauptschule","Ostdeutschland","44","0.032548822922236","0.0232234394740171","0.0418742063704548"
"Seltener","2011","Realschule","Westdeutschland","294","0.0629001808781978","0.0564108944018289","0.0693894673545667"
"Seltener","2011","Realschule","Ostdeutschland","122","0.0510140436210908","0.0424183436030015","0.0596097436391801"
"Seltener","2011","(Fach-)Abitur","Westdeutschland","174","0.0555063393330877","0.0473884667031668","0.0636242119630086"
"Seltener","2011","(Fach-)Abitur","Ostdeutschland","29","","",""
"Seltener","2011","AkademikerIn","Westdeutschland","422","0.0926201822186395","0.0842707282696024","0.100969636167677"
"Seltener","2011","AkademikerIn","Ostdeutschland","168","0.10953076211185","0.0940232589078669","0.125038265315833"
"Nie","2011","(noch) kein Abschluss","Westdeutschland","747","0.928835723922168","0.910975288998605","0.946696158845731"
"Nie","2011","(noch) kein Abschluss","Ostdeutschland","97","0.961694894003072","0.924263638570256","0.999126149435888"
"Nie","2011","Hauptschule","Westdeutschland","6993","0.929876756971938","0.924093015584821","0.935660498359055"
"Nie","2011","Hauptschule","Ostdeutschland","1334","0.953255112100192","0.942161929575605","0.964348294624779"
"Nie","2011","Realschule","Westdeutschland","4950","0.921163000012768","0.913960034087007","0.92836596593853"
"Nie","2011","Realschule","Ostdeutschland","2365","0.936089007806926","0.926533520588325","0.945644495025528"
"Nie","2011","(Fach-)Abitur","Westdeutschland","2805","0.917501842076286","0.907747521733332","0.927256162419239"
"Nie","2011","(Fach-)Abitur","Ostdeutschland","529","0.931289489357973","0.91048639868646","0.952092580029485"
"Nie","2011","AkademikerIn","Westdeutschland","3979","0.858497794524662","0.848459454625006","0.868536134424318"
"Nie","2011","AkademikerIn","Ostdeutschland","1303","0.842121922974257","0.824016329492132","0.860227516456382"
"Taeglich","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2012","Hauptschule","Westdeutschland","","","",""
"Taeglich","2012","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2012","Realschule","Westdeutschland","","","",""
"Taeglich","2012","Realschule","Ostdeutschland","","","",""
"Taeglich","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2012","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2012","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2012","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2012","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2012","Hauptschule","Westdeutschland","","","",""
