"pli0097_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","2011","AkademikerIn","indirekter Migrationshintergrund","12","","",""
"Seltener","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","(noch) kein Abschluss","kein Migrationshintergrund","519","0.904592794283066","0.880347598847404","0.928837989718729"
"Nie","2011","(noch) kein Abschluss","direkter Migrationshintergrund","224","0.99144456674217","0.979489943601491","1.00339918988285"
"Nie","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","101","0.900251275319443","0.842933544307157","0.95756900633173"
"Nie","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","Hauptschule","kein Migrationshintergrund","6729","0.927144173704985","0.921149227739074","0.933139119670897"
"Nie","2011","Hauptschule","direkter Migrationshintergrund","1286","0.957478218382734","0.946642289240262","0.968314147525207"
"Nie","2011","Hauptschule","indirekter Migrationshintergrund","312","0.957201256658027","0.935263543510075","0.97913896980598"
"Nie","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","Realschule","kein Migrationshintergrund","6719","0.92484425903984","0.918782678306144","0.930905839773537"
"Nie","2011","Realschule","direkter Migrationshintergrund","278","0.932267324652418","0.903245735243761","0.961288914061074"
"Nie","2011","Realschule","indirekter Migrationshintergrund","318","0.931904760396309","0.905088860038632","0.958720660753987"
"Nie","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","(Fach-)Abitur","kein Migrationshintergrund","2504","0.915826939208171","0.905447975626249","0.926205902790094"
"Nie","2011","(Fach-)Abitur","direkter Migrationshintergrund","626","0.938416348580127","0.919963866445256","0.956868830714997"
"Nie","2011","(Fach-)Abitur","indirekter Migrationshintergrund","204","0.900111414371568","0.860756250426355","0.939466578316782"
"Nie","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","AkademikerIn","kein Migrationshintergrund","4546","0.844770817950799","0.835094434072181","0.854447201829417"
"Nie","2011","AkademikerIn","direkter Migrationshintergrund","563","0.917823428561031","0.896153419767057","0.939493437355005"
"Nie","2011","AkademikerIn","indirekter Migrationshintergrund","173","0.880701933037559","0.834853061099897","0.926550804975221"
"Nie","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2012","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2012","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2012","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2012","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2012","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2012","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","Realschule","kein Migrationshintergrund","","","",""
"Nie","2012","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2013","(noch) kein Abschluss","kein Migrationshintergrund","1","","",""
"Taeglich","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Taeglich","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2013","Hauptschule","kein Migrationshintergrund","7","","",""
"Taeglich","2013","Hauptschule","direkter Migrationshintergrund","2","","",""
"Taeglich","2013","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2013","Realschule","kein Migrationshintergrund","8","","",""
"Taeglich","2013","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2013","Realschule","indirekter Migrationshintergrund","2","","",""
"Taeglich","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2013","(Fach-)Abitur","kein Migrationshintergrund","9","","",""
"Taeglich","2013","(Fach-)Abitur","direkter Migrationshintergrund","1","","",""
"Taeglich","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2013","AkademikerIn","kein Migrationshintergrund","32","0.00651988100609039","0.0043018985653973","0.00873786344678349"
"Taeglich","2013","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2013","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2013","(noch) kein Abschluss","kein Migrationshintergrund","3","","",""
"Min 1x pro Woche","2013","(noch) kein Abschluss","direkter Migrationshintergrund","1","","",""
"Min 1x pro Woche","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Woche","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2013","Hauptschule","kein Migrationshintergrund","34","0.00496772011310077","0.00323436839027755","0.00670107183592399"
"Min 1x pro Woche","2013","Hauptschule","direkter Migrationshintergrund","2","","",""
"Min 1x pro Woche","2013","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2013","Realschule","kein Migrationshintergrund","36","0.00502358821831982","0.00332090395347488","0.00672627248316476"
"Min 1x pro Woche","2013","Realschule","direkter Migrationshintergrund","1","","",""
"Min 1x pro Woche","2013","Realschule","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2013","(Fach-)Abitur","kein Migrationshintergrund","32","0.0131039930548735","0.00865513291115927","0.0175528531985877"
"Min 1x pro Woche","2013","(Fach-)Abitur","direkter Migrationshintergrund","2","","",""
"Min 1x pro Woche","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2013","AkademikerIn","kein Migrationshintergrund","103","0.0213735073948843","0.0173878032284019","0.0253592115613667"
"Min 1x pro Woche","2013","AkademikerIn","direkter Migrationshintergrund","6","","",""
"Min 1x pro Woche","2013","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Woche","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2013","(noch) kein Abschluss","kein Migrationshintergrund","9","","",""
"Min 1x pro Monat","2013","(noch) kein Abschluss","direkter Migrationshintergrund","1","","",""
"Min 1x pro Monat","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2013","Hauptschule","kein Migrationshintergrund","92","0.0166783894332161","0.0135210999798269","0.0198356788866053"
"Min 1x pro Monat","2013","Hauptschule","direkter Migrationshintergrund","11","","",""
"Min 1x pro Monat","2013","Hauptschule","indirekter Migrationshintergrund","4","","",""
"Min 1x pro Monat","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2013","Realschule","kein Migrationshintergrund","112","0.0154790878823896","0.0125060128541125","0.0184521629106668"
"Min 1x pro Monat","2013","Realschule","direkter Migrationshintergrund","4","","",""
"Min 1x pro Monat","2013","Realschule","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Monat","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2013","(Fach-)Abitur","kein Migrationshintergrund","58","0.0204368367612151","0.0149016243575986","0.0259720491648316"
"Min 1x pro Monat","2013","(Fach-)Abitur","direkter Migrationshintergrund","2","","",""
"Min 1x pro Monat","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2013","AkademikerIn","kein Migrationshintergrund","186","0.0345924306963504","0.0295562121493603","0.0396286492433406"
"Min 1x pro Monat","2013","AkademikerIn","direkter Migrationshintergrund","8","","",""
"Min 1x pro Monat","2013","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Monat","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2013","(noch) kein Abschluss","kein Migrationshintergrund","48","0.0826681168827614","0.0590671653433312","0.106269068422192"
"Seltener","2013","(noch) kein Abschluss","direkter Migrationshintergrund","5","","",""
"Seltener","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Seltener","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2013","Hauptschule","kein Migrationshintergrund","487","0.0831585104916745","0.0763509731574888","0.0899660478258601"
"Seltener","2013","Hauptschule","direkter Migrationshintergrund","50","0.040552166997024","0.0287056412236697","0.0523986927703783"
"Seltener","2013","Hauptschule","indirekter Migrationshintergrund","15","","",""
"Seltener","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2013","Realschule","kein Migrationshintergrund","467","0.0744420438709844","0.0681203761177964","0.0807637116241724"
"Seltener","2013","Realschule","direkter Migrationshintergrund","16","","",""
"Seltener","2013","Realschule","indirekter Migrationshintergrund","23","","",""
"Seltener","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2013","(Fach-)Abitur","kein Migrationshintergrund","214","0.0914397516389834","0.0801637374178965","0.10271576586007"
"Seltener","2013","(Fach-)Abitur","direkter Migrationshintergrund","36","0.0743123555834428","0.0523929136039753","0.0962317975629103"
"Seltener","2013","(Fach-)Abitur","indirekter Migrationshintergrund","22","","",""
"Seltener","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2013","AkademikerIn","kein Migrationshintergrund","618","0.127523960343013","0.118331509232038","0.136716411453988"
"Seltener","2013","AkademikerIn","direkter Migrationshintergrund","52","0.127837282262395","0.100181776760884","0.155492787763905"
"Seltener","2013","AkademikerIn","indirekter Migrationshintergrund","16","","",""
"Seltener","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","(noch) kein Abschluss","kein Migrationshintergrund","462","0.904447006035149","0.87925220349468","0.929641808575618"
"Nie","2013","(noch) kein Abschluss","direkter Migrationshintergrund","161","0.987224894742244","0.970243093915393","1.0042066955691"
"Nie","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","97","0.781427476461523","0.704888755262727","0.857966197660318"
"Nie","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","Hauptschule","kein Migrationshintergrund","5700","0.894299270059353","0.886719256487369","0.901879283631337"
"Nie","2013","Hauptschule","direkter Migrationshintergrund","1000","0.938542057161792","0.924117942501258","0.952966171822327"
"Nie","2013","Hauptschule","indirekter Migrationshintergrund","280","0.952238614169754","0.928065987151792","0.976411241187716"
"Nie","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","Realschule","kein Migrationshintergrund","6000","0.904243830183419","0.897157084077997","0.911330576288842"
"Nie","2013","Realschule","direkter Migrationshintergrund","221","0.891661756254319","0.852502776019201","0.930820736489438"
"Nie","2013","Realschule","indirekter Migrationshintergrund","267","0.85669477176973","0.81684609155442","0.896543451985039"
"Nie","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","(Fach-)Abitur","kein Migrationshintergrund","2197","0.870373391682463","0.857232915238498","0.883513868126427"
"Nie","2013","(Fach-)Abitur","direkter Migrationshintergrund","509","0.911225218960961","0.887455479770394","0.934994958151528"
"Nie","2013","(Fach-)Abitur","indirekter Migrationshintergrund","166","0.905375626972424","0.863536263056479","0.947214990888369"
"Nie","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","AkademikerIn","kein Migrationshintergrund","4119","0.809990220559662","0.799178705859421","0.820801735259903"
"Nie","2013","AkademikerIn","direkter Migrationshintergrund","494","0.846203503705487","0.816324596604677","0.876082410806298"
"Nie","2013","AkademikerIn","indirekter Migrationshintergrund","162","0.892519138270485","0.847767028106384","0.937271248434587"
"Nie","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2014","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2014","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2014","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2014","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2014","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2014","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","Realschule","kein Migrationshintergrund","","","",""
"Nie","2014","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
