"plh0258_h","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Christlich orthodox","2016","66 und älter","(noch) kein Abschluss","","","",""
"Christlich orthodox","2016","66 und älter","Hauptschulabschluss","","","",""
"Christlich orthodox","2016","66 und älter","Realschulabschluss","","","",""
"Christlich orthodox","2016","66 und älter","(Fach-)Abitur","","","",""
"Christlich orthodox","2016","66 und älter","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","2016","16-34 Jahre alt","(noch) kein Abschluss","86","0.116578767995892","0.0964247213364499","0.136732814655334"
"Schiitische Rel.gemeinschaft","2016","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2016","16-34 Jahre alt","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2016","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","2016","35-65 Jahre alt","(noch) kein Abschluss","72","0.0679284793481117","0.0488040786816435","0.0870528800145799"
"Schiitische Rel.gemeinschaft","2016","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2016","35-65 Jahre alt","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2016","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","2016","66 und älter","(noch) kein Abschluss","","","",""
"Schiitische Rel.gemeinschaft","2016","66 und älter","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2016","66 und älter","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2016","66 und älter","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","2016","66 und älter","AkademikerInnen","","","",""
"Sunnitische Rel.gemeinschaft","2016","16-34 Jahre alt","(noch) kein Abschluss","467","0.403697630902471","0.37288491495342","0.434510346851522"
"Sunnitische Rel.gemeinschaft","2016","16-34 Jahre alt","Hauptschulabschluss","303","0.415976678932017","0.375080702864694","0.456872654999341"
"Sunnitische Rel.gemeinschaft","2016","16-34 Jahre alt","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2016","16-34 Jahre alt","(Fach-)Abitur","261","0.399650187469244","0.353881974780308","0.445418400158181"
"Sunnitische Rel.gemeinschaft","2016","16-34 Jahre alt","AkademikerInnen","267","0.385563540248665","0.33923467836186","0.43189240213547"
"Sunnitische Rel.gemeinschaft","2016","35-65 Jahre alt","(noch) kein Abschluss","370","0.458037334846095","0.420169332725507","0.495905336966684"
"Sunnitische Rel.gemeinschaft","2016","35-65 Jahre alt","Hauptschulabschluss","246","0.337347597364487","0.29042333150763","0.384271863221343"
"Sunnitische Rel.gemeinschaft","2016","35-65 Jahre alt","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2016","35-65 Jahre alt","(Fach-)Abitur","197","0.31934807824866","0.268660551403272","0.370035605094048"
"Sunnitische Rel.gemeinschaft","2016","35-65 Jahre alt","AkademikerInnen","200","0.382777625080148","0.331263166418939","0.434292083741356"
"Sunnitische Rel.gemeinschaft","2016","66 und älter","(noch) kein Abschluss","","","",""
"Sunnitische Rel.gemeinschaft","2016","66 und älter","Hauptschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2016","66 und älter","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2016","66 und älter","(Fach-)Abitur","","","",""
"Sunnitische Rel.gemeinschaft","2016","66 und älter","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","2016","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","2016","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2016","16-34 Jahre alt","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2016","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","2016","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","2016","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2016","35-65 Jahre alt","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2016","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","2016","66 und älter","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","2016","66 und älter","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2016","66 und älter","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2016","66 und älter","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","2016","66 und älter","AkademikerInnen","","","",""
"Mehrfachnennung","2016","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Mehrfachnennung","2016","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Mehrfachnennung","2016","16-34 Jahre alt","Realschulabschluss","","","",""
"Mehrfachnennung","2016","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Mehrfachnennung","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"Mehrfachnennung","2016","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Mehrfachnennung","2016","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Mehrfachnennung","2016","35-65 Jahre alt","Realschulabschluss","","","",""
"Mehrfachnennung","2016","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Mehrfachnennung","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"Mehrfachnennung","2016","66 und älter","(noch) kein Abschluss","","","",""
"Mehrfachnennung","2016","66 und älter","Hauptschulabschluss","","","",""
"Mehrfachnennung","2016","66 und älter","Realschulabschluss","","","",""
"Mehrfachnennung","2016","66 und älter","(Fach-)Abitur","","","",""
"Mehrfachnennung","2016","66 und älter","AkademikerInnen","","","",""
"Katholisch","2017","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Katholisch","2017","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Katholisch","2017","16-34 Jahre alt","Realschulabschluss","","","",""
"Katholisch","2017","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Katholisch","2017","16-34 Jahre alt","AkademikerInnen","","","",""
"Katholisch","2017","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Katholisch","2017","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Katholisch","2017","35-65 Jahre alt","Realschulabschluss","","","",""
"Katholisch","2017","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Katholisch","2017","35-65 Jahre alt","AkademikerInnen","","","",""
"Katholisch","2017","66 und älter","(noch) kein Abschluss","","","",""
"Katholisch","2017","66 und älter","Hauptschulabschluss","","","",""
"Katholisch","2017","66 und älter","Realschulabschluss","","","",""
"Katholisch","2017","66 und älter","(Fach-)Abitur","","","",""
"Katholisch","2017","66 und älter","AkademikerInnen","","","",""
"Evangelisch","2017","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Evangelisch","2017","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Evangelisch","2017","16-34 Jahre alt","Realschulabschluss","","","",""
"Evangelisch","2017","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Evangelisch","2017","16-34 Jahre alt","AkademikerInnen","","","",""
"Evangelisch","2017","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Evangelisch","2017","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Evangelisch","2017","35-65 Jahre alt","Realschulabschluss","","","",""
"Evangelisch","2017","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Evangelisch","2017","35-65 Jahre alt","AkademikerInnen","","","",""
"Evangelisch","2017","66 und älter","(noch) kein Abschluss","","","",""
"Evangelisch","2017","66 und älter","Hauptschulabschluss","","","",""
"Evangelisch","2017","66 und älter","Realschulabschluss","","","",""
"Evangelisch","2017","66 und älter","(Fach-)Abitur","","","",""
"Evangelisch","2017","66 und älter","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","2017","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","2017","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2017","16-34 Jahre alt","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2017","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","2017","16-34 Jahre alt","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","2017","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","2017","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2017","35-65 Jahre alt","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2017","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","2017","35-65 Jahre alt","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","2017","66 und älter","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","2017","66 und älter","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2017","66 und älter","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2017","66 und älter","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","2017","66 und älter","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","2017","16-34 Jahre alt","(noch) kein Abschluss","43","0.0847145327763605","0.0656556074634493","0.103773458089272"
"Islamische Religionsgemeinschaft","2017","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2017","16-34 Jahre alt","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2017","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Islamische Religionsgemeinschaft","2017","16-34 Jahre alt","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","2017","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","2017","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2017","35-65 Jahre alt","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2017","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Islamische Religionsgemeinschaft","2017","35-65 Jahre alt","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","2017","66 und älter","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","2017","66 und älter","Hauptschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2017","66 und älter","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2017","66 und älter","(Fach-)Abitur","","","",""
"Islamische Religionsgemeinschaft","2017","66 und älter","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","2017","16-34 Jahre alt","(noch) kein Abschluss","106","0.074908602186738","0.056890902968407","0.092926301405069"
"Andere Religionsgemeinschaft","2017","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","2017","16-34 Jahre alt","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","2017","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","2017","16-34 Jahre alt","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","2017","35-65 Jahre alt","(noch) kein Abschluss","56","0.134372350879472","0.102432597874421","0.166312103884524"
"Andere Religionsgemeinschaft","2017","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","2017","35-65 Jahre alt","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","2017","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","2017","35-65 Jahre alt","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","2017","66 und älter","(noch) kein Abschluss","","","",""
"Andere Religionsgemeinschaft","2017","66 und älter","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","2017","66 und älter","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","2017","66 und älter","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","2017","66 und älter","AkademikerInnen","","","",""
"Konfessionslos","2017","16-34 Jahre alt","(noch) kein Abschluss","47","0.0813967448314834","0.0626809328576528","0.100112556805314"
"Konfessionslos","2017","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Konfessionslos","2017","16-34 Jahre alt","Realschulabschluss","","","",""
"Konfessionslos","2017","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Konfessionslos","2017","16-34 Jahre alt","AkademikerInnen","","","",""
"Konfessionslos","2017","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Konfessionslos","2017","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Konfessionslos","2017","35-65 Jahre alt","Realschulabschluss","","","",""
"Konfessionslos","2017","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Konfessionslos","2017","35-65 Jahre alt","AkademikerInnen","","","",""
"Konfessionslos","2017","66 und älter","(noch) kein Abschluss","","","",""
"Konfessionslos","2017","66 und älter","Hauptschulabschluss","","","",""
"Konfessionslos","2017","66 und älter","Realschulabschluss","","","",""
"Konfessionslos","2017","66 und älter","(Fach-)Abitur","","","",""
"Konfessionslos","2017","66 und älter","AkademikerInnen","","","",""
"Christlich orthodox","2017","16-34 Jahre alt","(noch) kein Abschluss","47","0.0443749929332406","0.0302803503855877","0.0584696354808936"
"Christlich orthodox","2017","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Christlich orthodox","2017","16-34 Jahre alt","Realschulabschluss","","","",""
"Christlich orthodox","2017","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Christlich orthodox","2017","16-34 Jahre alt","AkademikerInnen","","","",""
"Christlich orthodox","2017","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Christlich orthodox","2017","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Christlich orthodox","2017","35-65 Jahre alt","Realschulabschluss","","","",""
"Christlich orthodox","2017","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Christlich orthodox","2017","35-65 Jahre alt","AkademikerInnen","","","",""
"Christlich orthodox","2017","66 und älter","(noch) kein Abschluss","","","",""
"Christlich orthodox","2017","66 und älter","Hauptschulabschluss","","","",""
"Christlich orthodox","2017","66 und älter","Realschulabschluss","","","",""
"Christlich orthodox","2017","66 und älter","(Fach-)Abitur","","","",""
"Christlich orthodox","2017","66 und älter","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","2017","16-34 Jahre alt","(noch) kein Abschluss","73","0.0938036239993628","0.0738481460496357","0.11375910194909"
"Schiitische Rel.gemeinschaft","2017","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2017","16-34 Jahre alt","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2017","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","2017","16-34 Jahre alt","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","2017","35-65 Jahre alt","(noch) kein Abschluss","37","0.0830287010416574","0.0571880751363171","0.108869326946998"
"Schiitische Rel.gemeinschaft","2017","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2017","35-65 Jahre alt","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2017","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","2017","35-65 Jahre alt","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","2017","66 und älter","(noch) kein Abschluss","","","",""
"Schiitische Rel.gemeinschaft","2017","66 und älter","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2017","66 und älter","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","2017","66 und älter","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","2017","66 und älter","AkademikerInnen","","","",""
"Sunnitische Rel.gemeinschaft","2017","16-34 Jahre alt","(noch) kein Abschluss","457","0.477219308635269","0.44303239161671","0.511406225653827"
"Sunnitische Rel.gemeinschaft","2017","16-34 Jahre alt","Hauptschulabschluss","269","0.450175374575406","0.402193630937815","0.498157118212996"
"Sunnitische Rel.gemeinschaft","2017","16-34 Jahre alt","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2017","16-34 Jahre alt","(Fach-)Abitur","202","0.382351788268649","0.328940052965042","0.435763523572256"
"Sunnitische Rel.gemeinschaft","2017","16-34 Jahre alt","AkademikerInnen","188","0.363415105731699","0.308896825338668","0.417933386124731"
"Sunnitische Rel.gemeinschaft","2017","35-65 Jahre alt","(noch) kein Abschluss","267","0.346911620441755","0.302335072031332","0.391488168852177"
"Sunnitische Rel.gemeinschaft","2017","35-65 Jahre alt","Hauptschulabschluss","132","0.322331144489677","0.257066965899192","0.387595323080162"
"Sunnitische Rel.gemeinschaft","2017","35-65 Jahre alt","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2017","35-65 Jahre alt","(Fach-)Abitur","104","0.34180544874838","0.268310966990506","0.415299930506253"
"Sunnitische Rel.gemeinschaft","2017","35-65 Jahre alt","AkademikerInnen","90","0.137253828739454","0.0844265739063423","0.190081083572566"
"Sunnitische Rel.gemeinschaft","2017","66 und älter","(noch) kein Abschluss","","","",""
"Sunnitische Rel.gemeinschaft","2017","66 und älter","Hauptschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2017","66 und älter","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","2017","66 und älter","(Fach-)Abitur","","","",""
"Sunnitische Rel.gemeinschaft","2017","66 und älter","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","2017","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","2017","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2017","16-34 Jahre alt","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2017","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","2017","16-34 Jahre alt","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","2017","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","2017","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2017","35-65 Jahre alt","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2017","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","2017","35-65 Jahre alt","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","2017","66 und älter","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","2017","66 und älter","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2017","66 und älter","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","2017","66 und älter","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","2017","66 und älter","AkademikerInnen","","","",""
"Mehrfachnennung","2017","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Mehrfachnennung","2017","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Mehrfachnennung","2017","16-34 Jahre alt","Realschulabschluss","","","",""
"Mehrfachnennung","2017","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Mehrfachnennung","2017","16-34 Jahre alt","AkademikerInnen","","","",""
"Mehrfachnennung","2017","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Mehrfachnennung","2017","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Mehrfachnennung","2017","35-65 Jahre alt","Realschulabschluss","","","",""
"Mehrfachnennung","2017","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Mehrfachnennung","2017","35-65 Jahre alt","AkademikerInnen","","","",""
"Mehrfachnennung","2017","66 und älter","(noch) kein Abschluss","","","",""
"Mehrfachnennung","2017","66 und älter","Hauptschulabschluss","","","",""
"Mehrfachnennung","2017","66 und älter","Realschulabschluss","","","",""
"Mehrfachnennung","2017","66 und älter","(Fach-)Abitur","","","",""
"Mehrfachnennung","2017","66 und älter","AkademikerInnen","","","",""
"Katholisch","2018","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Katholisch","2018","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Katholisch","2018","16-34 Jahre alt","Realschulabschluss","","","",""
"Katholisch","2018","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Katholisch","2018","16-34 Jahre alt","AkademikerInnen","","","",""
"Katholisch","2018","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Katholisch","2018","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Katholisch","2018","35-65 Jahre alt","Realschulabschluss","","","",""
"Katholisch","2018","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Katholisch","2018","35-65 Jahre alt","AkademikerInnen","","","",""
"Katholisch","2018","66 und älter","(noch) kein Abschluss","","","",""
"Katholisch","2018","66 und älter","Hauptschulabschluss","","","",""
"Katholisch","2018","66 und älter","Realschulabschluss","","","",""
"Katholisch","2018","66 und älter","(Fach-)Abitur","","","",""
"Katholisch","2018","66 und älter","AkademikerInnen","","","",""
"Evangelisch","2018","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Evangelisch","2018","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Evangelisch","2018","16-34 Jahre alt","Realschulabschluss","","","",""
"Evangelisch","2018","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Evangelisch","2018","16-34 Jahre alt","AkademikerInnen","","","",""
"Evangelisch","2018","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Evangelisch","2018","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Evangelisch","2018","35-65 Jahre alt","Realschulabschluss","","","",""
"Evangelisch","2018","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Evangelisch","2018","35-65 Jahre alt","AkademikerInnen","","","",""
"Evangelisch","2018","66 und älter","(noch) kein Abschluss","","","",""
"Evangelisch","2018","66 und älter","Hauptschulabschluss","","","",""
"Evangelisch","2018","66 und älter","Realschulabschluss","","","",""
"Evangelisch","2018","66 und älter","(Fach-)Abitur","","","",""
"Evangelisch","2018","66 und älter","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","2018","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","2018","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2018","16-34 Jahre alt","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2018","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","2018","16-34 Jahre alt","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","2018","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","2018","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2018","35-65 Jahre alt","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2018","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","2018","35-65 Jahre alt","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","2018","66 und älter","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","2018","66 und älter","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2018","66 und älter","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","2018","66 und älter","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","2018","66 und älter","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","2018","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","2018","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2018","16-34 Jahre alt","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2018","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Islamische Religionsgemeinschaft","2018","16-34 Jahre alt","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","2018","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","2018","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2018","35-65 Jahre alt","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2018","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Islamische Religionsgemeinschaft","2018","35-65 Jahre alt","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","2018","66 und älter","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","2018","66 und älter","Hauptschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2018","66 und älter","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","2018","66 und älter","(Fach-)Abitur","","","",""
"Islamische Religionsgemeinschaft","2018","66 und älter","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","2018","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Andere Religionsgemeinschaft","2018","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","2018","16-34 Jahre alt","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","2018","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","2018","16-34 Jahre alt","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","2018","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Andere Religionsgemeinschaft","2018","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","2018","35-65 Jahre alt","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","2018","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","2018","35-65 Jahre alt","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","2018","66 und älter","(noch) kein Abschluss","","","",""
"Andere Religionsgemeinschaft","2018","66 und älter","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","2018","66 und älter","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","2018","66 und älter","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","2018","66 und älter","AkademikerInnen","","","",""
"Konfessionslos","2018","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Konfessionslos","2018","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Konfessionslos","2018","16-34 Jahre alt","Realschulabschluss","","","",""
"Konfessionslos","2018","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Konfessionslos","2018","16-34 Jahre alt","AkademikerInnen","","","",""
"Konfessionslos","2018","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Konfessionslos","2018","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Konfessionslos","2018","35-65 Jahre alt","Realschulabschluss","","","",""
"Konfessionslos","2018","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Konfessionslos","2018","35-65 Jahre alt","AkademikerInnen","","","",""
"Konfessionslos","2018","66 und älter","(noch) kein Abschluss","","","",""
"Konfessionslos","2018","66 und älter","Hauptschulabschluss","","","",""
"Konfessionslos","2018","66 und älter","Realschulabschluss","","","",""
"Konfessionslos","2018","66 und älter","(Fach-)Abitur","","","",""
"Konfessionslos","2018","66 und älter","AkademikerInnen","","","",""
"Christlich orthodox","2018","16-34 Jahre alt","(noch) kein Abschluss","","","",""
