year,bula_h,pgisced97,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Baden-Wuerttemberg,First Stage of Tertiary Education,Catholic,0.35034,65,182,0.28084,0.41984
2019,Baden-Wuerttemberg,First Stage of Tertiary Education,Protestant,0.38303,67,182,0.31220,0.45385
2019,Baden-Wuerttemberg,First Stage of Tertiary Education,Non-denominational,0.21309,50,182,0.15343,0.27275
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Catholic,0.31041,247,912,0.28037,0.34045
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Protestant,0.31636,298,912,0.28616,0.34656
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Non-denominational,0.29188,267,912,0.26236,0.32141
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Christian orthodox,0.03550,33,912,0.02349,0.04752
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sunni denomination,0.01993,67,912,0.01085,0.02900
2019,Bavaria,No answer / don't know,Catholic,0.64560,31,31,0.47444,0.81677
2019,Bavaria,Primary Level,Sunni denomination,0.17312,102,102,0.09933,0.24690
2019,Bavaria,Lower Secondary Level,Catholic,0.49973,182,388,0.44991,0.54954
2019,Bavaria,Lower Secondary Level,Protestant,0.23537,81,388,0.19311,0.27764
2019,Bavaria,Lower Secondary Level,Non-denominational,0.15201,62,388,0.11624,0.18778
2019,Bavaria,Lower Secondary Level,Sunni denomination,0.02083,63,388,0.00660,0.03506
2019,Bavaria,Upper Secondary Level,Catholic,0.53939,959,1816,0.51646,0.56232
2019,Bavaria,Upper Secondary Level,Protestant,0.20110,377,1816,0.18266,0.21954
2019,Bavaria,Upper Secondary Level,Non-denominational,0.21416,382,1816,0.19528,0.23303
2019,Bavaria,Upper Secondary Level,Christian orthodox,0.00794,43,1816,0.00386,0.01202
2019,Bavaria,Upper Secondary Level,Sunni denomination,0.00702,55,1816,0.00318,0.01087
2019,Bavaria,Post-secondary Non-tertiary Level,Catholic,0.36782,94,243,0.30706,0.42857
2019,Bavaria,Post-secondary Non-tertiary Level,Protestant,0.25526,64,243,0.20033,0.31020
2019,Bavaria,Post-secondary Non-tertiary Level,Non-denominational,0.24591,85,243,0.19166,0.30017
2019,Bavaria,First Stage of Tertiary Education,Catholic,0.44853,144,286,0.39079,0.50627
2019,Bavaria,First Stage of Tertiary Education,Protestant,0.29080,65,286,0.23807,0.34352
2019,Bavaria,First Stage of Tertiary Education,Non-denominational,0.25514,77,286,0.20452,0.30575
2019,Bavaria,Second Stage of Tertiary Education,Catholic,0.37841,428,1093,0.34964,0.40717
2019,Bavaria,Second Stage of Tertiary Education,Protestant,0.22064,233,1093,0.19604,0.24523
2019,Bavaria,Second Stage of Tertiary Education,Non-denominational,0.35226,351,1093,0.32392,0.38059
2019,Bavaria,Second Stage of Tertiary Education,Christian orthodox,0.01768,36,1093,0.00986,0.02550
2019,Bavaria,Second Stage of Tertiary Education,Sunni denomination,0.00868,45,1093,0.00318,0.01418
2019,Berlin,Lower Secondary Level,Non-denominational,0.52993,34,34,0.35964,0.70022
2019,Berlin,Upper Secondary Level,Protestant,0.23948,75,297,0.19086,0.28809
2019,Berlin,Upper Secondary Level,Non-denominational,0.65848,222,297,0.60446,0.71251
2019,Berlin,Post-secondary Non-tertiary Level,Non-denominational,0.57481,47,47,0.43194,0.71768
2019,Berlin,Second Stage of Tertiary Education,Catholic,0.13007,46,444,0.09875,0.16140
2019,Berlin,Second Stage of Tertiary Education,Protestant,0.16789,101,444,0.13308,0.20269
2019,Berlin,Second Stage of Tertiary Education,Non-denominational,0.64695,297,444,0.60245,0.69145
2019,Brandenburg,Primary Level,Sunni denomination,0.08315,32,32,-0.01405,0.18034
2019,Brandenburg,Lower Secondary Level,Non-denominational,0.75250,63,63,0.64508,0.85992
2019,Brandenburg,Upper Secondary Level,Protestant,0.19897,91,496,0.16380,0.23414
2019,Brandenburg,Upper Secondary Level,Non-denominational,0.76830,405,496,0.73113,0.80547
2019,Brandenburg,Post-secondary Non-tertiary Level,Non-denominational,0.79968,58,58,0.69577,0.90358
2019,Brandenburg,First Stage of Tertiary Education,Non-denominational,0.60029,53,53,0.46715,0.73343
2019,Brandenburg,Second Stage of Tertiary Education,Protestant,0.13641,57,265,0.09501,0.17782
2019,Brandenburg,Second Stage of Tertiary Education,Non-denominational,0.77038,208,265,0.71965,0.82112
2019,Mecklenburg-Western Pomerania,Lower Secondary Level,Non-denominational,0.96986,39,39,0.91550,1.02422
2019,Mecklenburg-Western Pomerania,Upper Secondary Level,Protestant,0.08358,31,279,0.05105,0.11611
2019,Mecklenburg-Western Pomerania,Upper Secondary Level,Non-denominational,0.90178,248,279,0.86679,0.93676
2019,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,Non-denominational,0.94197,35,35,0.86338,1.02056
2019,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Non-denominational,0.71786,42,42,0.58011,0.85562
2019,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Non-denominational,0.87745,134,134,0.82172,0.93318
2019,Saxony,Lower Secondary Level,Non-denominational,0.76659,80,80,0.67331,0.85987
2019,Saxony,Upper Secondary Level,Protestant,0.17768,145,724,0.14981,0.20554
2019,Saxony,Upper Secondary Level,Non-denominational,0.79097,579,724,0.76133,0.82061
2019,Saxony,Post-secondary Non-tertiary Level,Non-denominational,0.67700,60,60,0.55768,0.79633
2019,Saxony,First Stage of Tertiary Education,Protestant,0.31690,47,133,0.23753,0.39628
2019,Saxony,First Stage of Tertiary Education,Non-denominational,0.64749,86,133,0.56598,0.72899
2019,Saxony,Second Stage of Tertiary Education,Protestant,0.30098,117,452,0.25865,0.34331
2019,Saxony,Second Stage of Tertiary Education,Non-denominational,0.63093,335,452,0.58640,0.67547
2019,Saxony-Anhalt,Primary Level,Sunni denomination,0.16932,33,33,0.03937,0.29926
2019,Saxony-Anhalt,Lower Secondary Level,Non-denominational,0.83396,57,57,0.73649,0.93142
2019,Saxony-Anhalt,Upper Secondary Level,Protestant,0.08452,49,416,0.05776,0.11129
2019,Saxony-Anhalt,Upper Secondary Level,Non-denominational,0.90028,367,416,0.87145,0.92910
2019,Saxony-Anhalt,Post-secondary Non-tertiary Level,Non-denominational,0.80109,43,43,0.68036,0.92181
2019,Saxony-Anhalt,First Stage of Tertiary Education,Non-denominational,0.79112,55,55,0.68269,0.89954
2019,Saxony-Anhalt,Second Stage of Tertiary Education,Protestant,0.22914,49,221,0.17360,0.28468
2019,Saxony-Anhalt,Second Stage of Tertiary Education,Non-denominational,0.73892,172,221,0.68088,0.79696
2019,Thuringa,Lower Secondary Level,Non-denominational,0.57141,32,32,0.39720,0.74562
2019,Thuringa,Upper Secondary Level,Catholic,0.11045,56,481,0.08240,0.13849
2019,Thuringa,Upper Secondary Level,Protestant,0.24871,113,481,0.21004,0.28738
2019,Thuringa,Upper Secondary Level,Non-denominational,0.63196,312,481,0.58882,0.67511
2019,Thuringa,First Stage of Tertiary Education,Non-denominational,0.52755,42,42,0.37473,0.68037
2019,Thuringa,Second Stage of Tertiary Education,Protestant,0.31349,74,208,0.25029,0.37669
2019,Thuringa,Second Stage of Tertiary Education,Non-denominational,0.59763,134,208,0.53082,0.66443
