year,pgisced97,sex,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.48995,2597,5769,0.47705,0.50285
2017,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.36595,2083,5769,0.35352,0.37838
2017,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.11170,1007,5769,0.10357,0.11983
2017,Upper Secondary Level,female,(1a) Inadequately completed,0.00708,59,6775,0.00508,0.00907
2017,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.40625,2329,6775,0.39455,0.41794
2017,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.46619,3326,6775,0.45431,0.47807
2017,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.09863,1061,6775,0.09153,0.10573
2017,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.25914,253,918,0.23078,0.28750
2017,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.46394,410,918,0.43166,0.49622
2017,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.24764,255,918,0.21971,0.27558
2017,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.17105,87,576,0.14027,0.20183
2017,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.43485,303,576,0.39433,0.47537
2017,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.37941,186,576,0.33975,0.41907
2017,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.37664,1144,3731,0.36109,0.39219
2017,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.62336,2587,3731,0.60781,0.63891
2017,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.37970,1137,3520,0.36366,0.39573
2017,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.62030,2383,3520,0.60427,0.63634
2018,Pre-primary Level,male,(0) No qualification (yet),0.99903,406,406,0.99600,1.00206
2018,Primary Level,male,(1a) Inadequately completed,0.89115,882,882,0.87058,0.91171
2018,Primary Level,female,(1a) Inadequately completed,0.91312,896,896,0.89467,0.93157
2018,Lower Secondary Level,male,(1b) General Elementary School,0.72922,1220,1592,0.70739,0.75106
2018,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.27078,372,1592,0.24894,0.29261
2018,Lower Secondary Level,female,(1b) General Elementary School,0.75905,1451,1984,0.74023,0.77787
2018,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.24095,533,1984,0.22213,0.25977
2018,Upper Secondary Level,male,(1a) Inadequately completed,0.01018,77,5441,0.00751,0.01284
2018,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.48026,2404,5441,0.46698,0.49353
2018,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.36865,1982,5441,0.35583,0.38147
2018,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.11271,978,5441,0.10431,0.12112
2018,Upper Secondary Level,female,(1a) Inadequately completed,0.00524,57,6472,0.00348,0.00700
2018,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.39324,2200,6472,0.38134,0.40514
2018,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.46996,3206,6472,0.45780,0.48213
2018,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.10666,1009,6472,0.09914,0.11418
2018,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.27444,238,854,0.24450,0.30439
2018,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.44435,379,854,0.41101,0.47770
2018,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.24945,237,854,0.22041,0.27849
2018,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.16902,84,560,0.13795,0.20009
2018,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.41323,284,560,0.37241,0.45405
2018,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.39992,192,560,0.35931,0.44053
2018,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.38804,1132,3555,0.37202,0.40406
2018,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.61196,2423,3555,0.59594,0.62798
2018,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.38641,1125,3422,0.37009,0.40272
2018,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.61359,2297,3422,0.59728,0.62991
2019,Pre-primary Level,male,(0) No qualification (yet),0.99992,319,319,0.99892,1.00092
2019,Primary Level,male,(1a) Inadequately completed,0.85822,855,889,0.83527,0.88116
2019,Primary Level,male,(1b) General Elementary School,0.14178,34,889,0.11884,0.16473
2019,Primary Level,female,(1a) Inadequately completed,0.90156,810,810,0.88104,0.92209
2019,Lower Secondary Level,male,(1b) General Elementary School,0.70687,1086,1466,0.68356,0.73018
2019,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.29313,380,1466,0.26982,0.31644
2019,Lower Secondary Level,female,(1b) General Elementary School,0.75849,1242,1752,0.73844,0.77854
2019,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.24151,510,1752,0.22146,0.26156
2019,Upper Secondary Level,male,(1a) Inadequately completed,0.00974,73,5261,0.00708,0.01239
2019,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.47301,2233,5261,0.45952,0.48651
2019,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.37164,2021,5261,0.35858,0.38470
2019,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.11867,934,5261,0.10993,0.12741
2019,Upper Secondary Level,female,(1a) Inadequately completed,0.00599,53,6176,0.00407,0.00792
2019,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.37632,1985,6176,0.36423,0.38840
2019,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.48111,3165,6176,0.46865,0.49358
2019,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.11063,973,6176,0.10281,0.11846
2019,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.25506,280,1042,0.22858,0.28154
2019,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.43959,473,1042,0.40943,0.46974
2019,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.26941,289,1042,0.24245,0.29636
2019,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.16014,77,570,0.13000,0.19027
2019,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.42903,295,570,0.38837,0.46970
2019,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.39683,198,570,0.35663,0.43703
2019,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.37744,1299,4033,0.36248,0.39240
2019,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.62256,2734,4033,0.60760,0.63752
2019,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.37881,1180,3550,0.36285,0.39477
2019,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.62119,2370,3550,0.60523,0.63715
2020,Pre-primary Level,male,(0) No qualification (yet),0.99999,398,398,0.99962,1.00035
2020,Primary Level,male,(1a) Inadequately completed,0.85358,979,1016,0.83183,0.87533
2020,Primary Level,male,(1b) General Elementary School,0.14642,37,1016,0.12467,0.16817
2020,Primary Level,female,(1a) Inadequately completed,0.89875,788,788,0.87767,0.91982
2020,Lower Secondary Level,male,(1b) General Elementary School,0.71372,1204,1574,0.69138,0.73605
2020,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.28628,370,1574,0.26395,0.30862
2020,Lower Secondary Level,female,(1b) General Elementary School,0.73938,1270,1760,0.71886,0.75989
2020,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.26062,490,1760,0.24011,0.28114
2020,Upper Secondary Level,male,(1a) Inadequately completed,0.00888,88,5154,0.00631,0.01144
2020,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.46422,2105,5154,0.45060,0.47784
2020,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.37986,1849,5154,0.36661,0.39311
2020,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.11475,1112,5154,0.10605,0.12345
2020,Upper Secondary Level,female,(1a) Inadequately completed,0.00535,53,5932,0.00350,0.00721
2020,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.38034,1877,5932,0.36799,0.39270
2020,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.47689,2921,5932,0.46418,0.48961
2020,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.10785,1081,5932,0.09996,0.11574
2020,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.24954,221,896,0.22119,0.27790
2020,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.45488,417,896,0.42226,0.48751
2020,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.26318,258,896,0.23433,0.29203
2020,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.15354,72,528,0.12276,0.18432
2020,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.43864,268,528,0.39628,0.48101
2020,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.39080,188,528,0.34914,0.43246
2020,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.39549,1231,4099,0.38052,0.41046
2020,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.60451,2868,4099,0.58954,0.61948
2020,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.38448,1132,3662,0.36872,0.40024
2020,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.61552,2530,3662,0.59976,0.63128
2021,Primary Level,male,(1a) Inadequately completed,0.87845,542,542,0.85092,0.90599
2021,Primary Level,female,(1a) Inadequately completed,0.94063,475,475,0.91935,0.96190
2021,Lower Secondary Level,male,(1b) General Elementary School,0.66956,610,865,0.63820,0.70093
2021,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.33044,255,865,0.29907,0.36180
2021,Lower Secondary Level,female,(1b) General Elementary School,0.77745,739,1029,0.75202,0.80288
2021,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.22255,290,1029,0.19712,0.24798
2021,Upper Secondary Level,male,(1a) Inadequately completed,0.01105,56,3296,0.00748,0.01462
2021,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.45661,1289,3296,0.43960,0.47362
2021,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.37012,1251,3296,0.35364,0.38661
2021,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.13138,700,3296,0.11984,0.14291
2021,Upper Secondary Level,female,(1a) Inadequately completed,0.00547,46,3955,0.00317,0.00777
2021,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.37661,1214,3955,0.36151,0.39172
2021,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.47340,1994,3955,0.45784,0.48897
2021,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.12088,701,3955,0.11072,0.13105
2021,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.27023,146,595,0.23452,0.30594
2021,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.43700,272,595,0.39711,0.47689
2021,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.26610,177,595,0.23056,0.30164
2021,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.16836,51,385,0.13093,0.20578
2021,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.44982,201,385,0.40006,0.49958
2021,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.37090,133,385,0.32259,0.41922
2021,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.37417,883,2960,0.35673,0.39161
2021,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.62583,2077,2960,0.60839,0.64327
2021,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.35126,856,2744,0.33340,0.36913
2021,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.64874,1888,2744,0.63087,0.66660
2022,Primary Level,male,(1a) Inadequately completed,0.86910,445,445,0.83773,0.90048
2022,Primary Level,female,(1a) Inadequately completed,0.91254,384,384,0.88424,0.94083
2022,Lower Secondary Level,male,(1b) General Elementary School,0.67856,573,870,0.64751,0.70961
2022,Lower Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.32144,297,870,0.29039,0.35249
2022,Lower Secondary Level,female,(1b) General Elementary School,0.75471,715,1048,0.72864,0.78077
2022,Lower Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.24529,333,1048,0.21923,0.27136
2022,Upper Secondary Level,male,(1a) Inadequately completed,0.01216,85,4087,0.00880,0.01552
2022,Upper Secondary Level,male,(1c) Basic Vocational Qualification,0.42740,1420,4087,0.41223,0.44257
2022,Upper Secondary Level,male,(2) Intermediate General/Vocational Qualification,0.38094,1610,4087,0.36605,0.39583
2022,Upper Secondary Level,male,(2c_gen) General Maturity Certificate,0.14629,972,4087,0.13546,0.15713
2022,Upper Secondary Level,female,(0) No qualification (yet),0.00209,35,4874,0.00081,0.00337
2022,Upper Secondary Level,female,(1a) Inadequately completed,0.00721,72,4874,0.00484,0.00959
2022,Upper Secondary Level,female,(1c) Basic Vocational Qualification,0.35419,1324,4874,0.34077,0.36762
2022,Upper Secondary Level,female,(2) Intermediate General/Vocational Qualification,0.48246,2479,4874,0.46843,0.49649
2022,Upper Secondary Level,female,(2c_gen) General Maturity Certificate,0.12612,964,4874,0.11680,0.13545
2022,First Stage of Tertiary Education,male,(1c) Basic Vocational Qualification,0.25499,184,837,0.22545,0.28454
2022,First Stage of Tertiary Education,male,(2) Intermediate General/Vocational Qualification,0.40940,363,837,0.37606,0.44273
2022,First Stage of Tertiary Education,male,(2c_voc) Vocational Maturity Certificate,0.30314,290,837,0.27198,0.33429
2022,First Stage of Tertiary Education,female,(1c) Basic Vocational Qualification,0.13822,56,486,0.10750,0.16893
2022,First Stage of Tertiary Education,female,(2) Intermediate General/Vocational Qualification,0.48480,244,486,0.44032,0.52928
2022,First Stage of Tertiary Education,female,(2c_voc) Vocational Maturity Certificate,0.36187,186,486,0.31911,0.40464
2022,Second Stage of Tertiary Education,male,(3a) Lower Tertiary Education,0.34720,1162,4487,0.33327,0.36113
2022,Second Stage of Tertiary Education,male,(3b) Higher Tertiary Education,0.65280,3325,4487,0.63887,0.66673
2022,Second Stage of Tertiary Education,female,(3a) Lower Tertiary Education,0.31000,1065,4178,0.29597,0.32403
2022,Second Stage of Tertiary Education,female,(3b) Higher Tertiary Education,0.69000,3113,4178,0.67597,0.70403
