"pgcasmin","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"(2c_voc) vocational maturity certificate","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2012","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2012","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2012","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2012","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2012","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2012","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2012","(Fach-)Abitur","kein Migrationshintergrund","1954","0.687939693287407","0.670498436270849","0.705380950303964"
"(2c_voc) vocational maturity certificate","2012","(Fach-)Abitur","direkter Migrationshintergrund","406","0.604232489716356","0.566346362757552","0.64211861667516"
"(2c_voc) vocational maturity certificate","2012","(Fach-)Abitur","indirekter Migrationshintergrund","117","0.415552530481069","0.351158955185231","0.479946105776906"
"(2c_voc) vocational maturity certificate","2012","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2012","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2012","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2012","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","2012","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2012","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2012","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","2012","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2012","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2012","AkademikerInnen","kein Migrationshintergrund","2070","0.412369655302231","0.399188842461003","0.42555046814346"
"(3a) lower tertiary education","2012","AkademikerInnen","direkter Migrationshintergrund","100","0.160431144665368","0.131330675772069","0.189531613558667"
"(3a) lower tertiary education","2012","AkademikerInnen","indirekter Migrationshintergrund","65","0.406112520596641","0.336826644828444","0.475398396364838"
"(3b) higher tertiary education","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2012","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","2012","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2012","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2012","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","2012","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2012","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2012","AkademikerInnen","kein Migrationshintergrund","3288","0.587630344697769","0.57444953185654","0.600811157538997"
"(3b) higher tertiary education","2012","AkademikerInnen","direkter Migrationshintergrund","511","0.839568855334632","0.810468386441333","0.868669324227931"
"(3b) higher tertiary education","2012","AkademikerInnen","indirekter Migrationshintergrund","128","0.593887479403359","0.524601603635162","0.663173355171556"
"(0) in school","2013","(noch) kein Abschluss","kein Migrationshintergrund","710","0.700159395586597","0.670519925602281","0.729798865570912"
"(0) in school","2013","(noch) kein Abschluss","direkter Migrationshintergrund","129","0.125238315664523","0.0975513473346642","0.152925283994382"
"(0) in school","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","249","0.825072528415173","0.782083014293236","0.868062042537111"
"(0) in school","2013","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","2013","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","2013","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","2013","Realschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","2013","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","2013","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","2013","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(0) in school","2013","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(0) in school","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(0) in school","2013","AkademikerInnen","kein Migrationshintergrund","","","",""
"(0) in school","2013","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(0) in school","2013","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2013","(noch) kein Abschluss","kein Migrationshintergrund","208","0.299840604413403","0.270201134429088","0.329480074397719"
"(1a) inadequately completed","2013","(noch) kein Abschluss","direkter Migrationshintergrund","420","0.874761684335477","0.847074716005618","0.902448652665336"
"(1a) inadequately completed","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","51","0.174927471584827","0.131937957462889","0.217916985706764"
"(1a) inadequately completed","2013","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2013","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2013","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2013","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2013","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2013","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2013","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2013","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2013","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2013","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2013","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2013","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2013","Hauptschulabschluss","kein Migrationshintergrund","1391","0.215688492908276","0.205733976513137","0.225643009303415"
"(1b) general elementary school","2013","Hauptschulabschluss","direkter Migrationshintergrund","1200","0.480488393293238","0.460428660304952","0.500548126281525"
"(1b) general elementary school","2013","Hauptschulabschluss","indirekter Migrationshintergrund","288","0.410919684765572","0.37091362741116","0.450925742119984"
"(1b) general elementary school","2013","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2013","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2013","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2013","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2013","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2013","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2013","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2013","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2013","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2013","Hauptschulabschluss","kein Migrationshintergrund","5167","0.784311507091724","0.774356990696585","0.794266023486863"
"(1c) basic vocational qualification","2013","Hauptschulabschluss","direkter Migrationshintergrund","1183","0.519511606706762","0.499451873718475","0.539571339695048"
"(1c) basic vocational qualification","2013","Hauptschulabschluss","indirekter Migrationshintergrund","293","0.589080315234428","0.549074257880016","0.629086372588839"
"(1c) basic vocational qualification","2013","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2013","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2013","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2013","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2013","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2013","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2013","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2013","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2013","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2013","Realschulabschluss","kein Migrationshintergrund","662","0.0964071676371379","0.0894115736894557","0.10340276158482"
"(2b) intermediate general qualification","2013","Realschulabschluss","direkter Migrationshintergrund","156","0.242408494498398","0.204770637742911","0.280046351253884"
"(2b) intermediate general qualification","2013","Realschulabschluss","indirekter Migrationshintergrund","199","0.385809862684304","0.344561256132973","0.427058469235635"
"(2b) intermediate general qualification","2013","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2013","Realschulabschluss","kein Migrationshintergrund","6176","0.903592832362862","0.89659723841518","0.910588426310544"
"(2a) intermediate vocational","2013","Realschulabschluss","direkter Migrationshintergrund","342","0.757591505501602","0.719953648746116","0.795229362257089"
"(2a) intermediate vocational","2013","Realschulabschluss","indirekter Migrationshintergrund","336","0.614190137315696","0.572941530764365","0.655438743867027"
"(2a) intermediate vocational","2013","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","kein Migrationshintergrund","761","0.311705686186802","0.293986535950558","0.329424836423046"
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","direkter Migrationshintergrund","645","0.446225304706169","0.420959318334608","0.471491291077729"
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","indirekter Migrationshintergrund","217","0.642360362483949","0.594483033183958","0.69023769178394"
"(2c_gen) general maturity certificate","2013","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","kein Migrationshintergrund","1864","0.688294313813198","0.670575163576954","0.706013464049442"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","direkter Migrationshintergrund","842","0.553774695293831","0.528508708922271","0.579040681665392"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","indirekter Migrationshintergrund","168","0.357639637516051","0.30976230821606","0.405516966816042"
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2013","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2013","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","2013","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2013","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2013","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","2013","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2013","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2013","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","2013","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2013","AkademikerInnen","kein Migrationshintergrund","1983","0.407237517892547","0.393893800111735","0.420581235673359"
"(3a) lower tertiary education","2013","AkademikerInnen","direkter Migrationshintergrund","128","0.147000184051232","0.128075860839291","0.165924507263173"
"(3a) lower tertiary education","2013","AkademikerInnen","indirekter Migrationshintergrund","92","0.341116532277636","0.289653546397551","0.392579518157721"
"(3b) higher tertiary education","2013","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2013","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","2013","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2013","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2013","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","2013","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2013","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2013","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","2013","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2013","AkademikerInnen","kein Migrationshintergrund","3225","0.592762482107453","0.579418764326641","0.606106199888265"
"(3b) higher tertiary education","2013","AkademikerInnen","direkter Migrationshintergrund","1217","0.852999815948768","0.834075492736828","0.871924139160709"
"(3b) higher tertiary education","2013","AkademikerInnen","indirekter Migrationshintergrund","234","0.658883467722364","0.607420481842279","0.710346453602449"
"(0) in school","2014","(noch) kein Abschluss","kein Migrationshintergrund","580","0.667469045369944","0.634192798867033","0.700745291872856"
"(0) in school","2014","(noch) kein Abschluss","direkter Migrationshintergrund","108","0.157087267497082","0.122492100953112","0.191682434041053"
"(0) in school","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","207","0.821280682321786","0.773307712857914","0.869253651785659"
"(0) in school","2014","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","2014","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","2014","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","2014","Realschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","2014","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","2014","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(0) in school","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(0) in school","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(0) in school","2014","AkademikerInnen","kein Migrationshintergrund","","","",""
"(0) in school","2014","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(0) in school","2014","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2014","(noch) kein Abschluss","kein Migrationshintergrund","190","0.332530954630056","0.299254708127144","0.365807201132967"
"(1a) inadequately completed","2014","(noch) kein Abschluss","direkter Migrationshintergrund","317","0.842912732502917","0.808317565958946","0.877507899046888"
"(1a) inadequately completed","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","38","0.178719317678214","0.130746348214341","0.226692287142086"
"(1a) inadequately completed","2014","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2014","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2014","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2014","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2014","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2014","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2014","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2014","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2014","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2014","Hauptschulabschluss","kein Migrationshintergrund","1268","0.21670813603851","0.206236885811007","0.227179386266013"
"(1b) general elementary school","2014","Hauptschulabschluss","direkter Migrationshintergrund","931","0.482724044584109","0.460219578423876","0.505228510744341"
"(1b) general elementary school","2014","Hauptschulabschluss","indirekter Migrationshintergrund","229","0.416866461669089","0.372292457417895","0.461440465920282"
"(1b) general elementary school","2014","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2014","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2014","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2014","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2014","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2014","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2014","Hauptschulabschluss","kein Migrationshintergrund","4679","0.78329186396149","0.772820613733987","0.793763114188993"
"(1c) basic vocational qualification","2014","Hauptschulabschluss","direkter Migrationshintergrund","963","0.517275955415891","0.494771489255659","0.539780421576124"
"(1c) basic vocational qualification","2014","Hauptschulabschluss","indirekter Migrationshintergrund","241","0.583133538330911","0.538559534079718","0.627707542582105"
"(1c) basic vocational qualification","2014","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2014","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2014","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2014","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2014","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2014","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","Realschulabschluss","kein Migrationshintergrund","596","0.0963348463077023","0.0889348823695189","0.103734810245886"
"(2b) intermediate general qualification","2014","Realschulabschluss","direkter Migrationshintergrund","113","0.223286148365412","0.182474934568638","0.264097362162185"
"(2b) intermediate general qualification","2014","Realschulabschluss","indirekter Migrationshintergrund","172","0.393237851309945","0.34859971308424","0.437875989535651"
"(2b) intermediate general qualification","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2014","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","2014","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2014","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2014","Realschulabschluss","kein Migrationshintergrund","5511","0.903665153692298","0.896265189754114","0.911065117630481"
"(2a) intermediate vocational","2014","Realschulabschluss","direkter Migrationshintergrund","287","0.776713851634588","0.735902637837815","0.817525065431361"
"(2a) intermediate vocational","2014","Realschulabschluss","indirekter Migrationshintergrund","288","0.606762148690055","0.562124010464349","0.65140028691576"
"(2a) intermediate vocational","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2014","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","2014","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2014","AkademikerInnen","indirekter Migrationshintergrund","","","",""
