year,pgisced97,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.13338,1202,5594,0.12447,0.14229
2021,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.25303,389,1642,0.23200,0.27407
2021,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.62164,1052,1642,0.59818,0.64511
2021,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.09336,201,1642,0.07928,0.10743
2021,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.26296,171,716,0.23069,0.29523
2021,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.38974,289,716,0.35399,0.42549
2021,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.32446,256,716,0.29015,0.35878
2021,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.61031,184,238,0.54822,0.67240
2021,First Stage of Tertiary Education,East,(2c_voc) Vocational Maturity Certificate,0.23197,54,238,0.17823,0.28571
2021,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.35331,1307,4515,0.33937,0.36726
2021,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.64669,3208,4515,0.63274,0.66063
2021,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.41091,432,1191,0.38295,0.43886
2021,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.58909,759,1191,0.56114,0.61705
2022,Primary Level,West,(1a) Inadequately completed,0.91214,713,749,0.89185,0.93243
2022,Primary Level,West,(1b) General Elementary School,0.08786,36,749,0.06757,0.10815
2022,Primary Level,East,(1a) Inadequately completed,0.74946,116,116,0.67026,0.82866
2022,Lower Secondary Level,West,(1b) General Elementary School,0.74379,1085,1558,0.72210,0.76547
2022,Lower Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.25621,473,1558,0.23453,0.27790
2022,Lower Secondary Level,East,(1b) General Elementary School,0.59907,204,362,0.54851,0.64962
2022,Lower Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.40093,158,362,0.35038,0.45149
2022,Upper Secondary Level,West,(0) No qualification (yet),0.00211,51,6907,0.00103,0.00319
2022,Upper Secondary Level,West,(1a) Inadequately completed,0.01020,130,6907,0.00783,0.01257
2022,Upper Secondary Level,West,(1c) Basic Vocational Qualification,0.42122,2346,6907,0.40957,0.43286
2022,Upper Secondary Level,West,(2) Intermediate General/Vocational Qualification,0.39767,2779,6907,0.38613,0.40921
2022,Upper Secondary Level,West,(2c_gen) General Maturity Certificate,0.13916,1601,6907,0.13099,0.14732
2022,Upper Secondary Level,East,(1c) Basic Vocational Qualification,0.22374,399,2048,0.20569,0.24180
2022,Upper Secondary Level,East,(2) Intermediate General/Vocational Qualification,0.62216,1310,2048,0.60115,0.64316
2022,Upper Secondary Level,East,(2c_gen) General Maturity Certificate,0.11810,339,2048,0.10412,0.13209
2022,First Stage of Tertiary Education,West,(1c) Basic Vocational Qualification,0.24148,214,986,0.21475,0.26821
2022,First Stage of Tertiary Education,West,(2) Intermediate General/Vocational Qualification,0.37812,378,986,0.34784,0.40841
2022,First Stage of Tertiary Education,West,(2c_voc) Vocational Maturity Certificate,0.35077,394,986,0.32097,0.38057
2022,First Stage of Tertiary Education,East,(2) Intermediate General/Vocational Qualification,0.62909,229,311,0.57532,0.68287
2022,First Stage of Tertiary Education,East,(2c_voc) Vocational Maturity Certificate,0.23026,82,311,0.18340,0.27713
2022,Second Stage of Tertiary Education,West,(3a) Lower Tertiary Education,0.32144,1692,6915,0.31043,0.33245
2022,Second Stage of Tertiary Education,West,(3b) Higher Tertiary Education,0.67856,5223,6915,0.66755,0.68957
2022,Second Stage of Tertiary Education,East,(3a) Lower Tertiary Education,0.37051,537,1758,0.34793,0.39309
2022,Second Stage of Tertiary Education,East,(3b) Higher Tertiary Education,0.62949,1221,1758,0.60691,0.65207
