"pgcasmin","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"(2c_voc) vocational maturity certificate","2013","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2013","16-34 Jahre alt","(Fach-)Abitur","679","0.390199205009915","0.3671666225052","0.413231787514629"
"(2c_voc) vocational maturity certificate","2013","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2013","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2013","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2013","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2013","35-65 Jahre alt","(Fach-)Abitur","1992","0.820232051349235","0.805239611335952","0.835224491362517"
"(2c_voc) vocational maturity certificate","2013","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2013","66 und älter","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2013","66 und älter","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2013","66 und älter","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2013","66 und älter","(Fach-)Abitur","203","0.81501333267743","0.767262186162746","0.862764479192114"
"(2c_voc) vocational maturity certificate","2013","66 und älter","AkademikerInnen","","","",""
"(3a) lower tertiary education","2013","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2013","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2013","16-34 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","2013","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2013","16-34 Jahre alt","AkademikerInnen","286","0.29465747474566","0.267982106219323","0.321332843271998"
"(3a) lower tertiary education","2013","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2013","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2013","35-65 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","2013","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2013","35-65 Jahre alt","AkademikerInnen","1440","0.364550255154445","0.350609635533332","0.378490874775559"
"(3a) lower tertiary education","2013","66 und älter","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2013","66 und älter","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2013","66 und älter","Realschulabschluss","","","",""
"(3a) lower tertiary education","2013","66 und älter","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2013","66 und älter","AkademikerInnen","477","0.441108292331537","0.412754451971104","0.46946213269197"
"(3b) higher tertiary education","2013","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2013","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2013","16-34 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","2013","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2013","16-34 Jahre alt","AkademikerInnen","836","0.70534252525434","0.678667156728002","0.732017893780677"
"(3b) higher tertiary education","2013","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2013","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2013","35-65 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","2013","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2013","35-65 Jahre alt","AkademikerInnen","3139","0.635449744845555","0.621509125224441","0.649390364466668"
"(3b) higher tertiary education","2013","66 und älter","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2013","66 und älter","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2013","66 und älter","Realschulabschluss","","","",""
"(3b) higher tertiary education","2013","66 und älter","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2013","66 und älter","AkademikerInnen","701","0.558891707668463","0.53053786730803","0.587245548028896"
"(0) in school","2014","16-34 Jahre alt","(noch) kein Abschluss","895","0.864982324086549","0.844071394430631","0.885893253742467"
"(0) in school","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"(0) in school","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"(0) in school","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(0) in school","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"(0) in school","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"(0) in school","2014","66 und älter","(noch) kein Abschluss","","","",""
"(0) in school","2014","66 und älter","Hauptschulabschluss","","","",""
"(0) in school","2014","66 und älter","Realschulabschluss","","","",""
"(0) in school","2014","66 und älter","(Fach-)Abitur","","","",""
"(0) in school","2014","66 und älter","AkademikerInnen","","","",""
"(1a) inadequately completed","2014","16-34 Jahre alt","(noch) kein Abschluss","131","0.135017675913451","0.114106746257533","0.155928605569369"
"(1a) inadequately completed","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","2014","35-65 Jahre alt","(noch) kein Abschluss","342","1","1","1"
"(1a) inadequately completed","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","2014","66 und älter","(noch) kein Abschluss","72","1","1","1"
"(1a) inadequately completed","2014","66 und älter","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2014","66 und älter","Realschulabschluss","","","",""
"(1a) inadequately completed","2014","66 und älter","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2014","66 und älter","AkademikerInnen","","","",""
"(1b) general elementary school","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2014","16-34 Jahre alt","Hauptschulabschluss","746","0.490647987502127","0.464069370024321","0.517226604979933"
"(1b) general elementary school","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2014","35-65 Jahre alt","Hauptschulabschluss","1046","0.224204989822389","0.211719139178897","0.23669084046588"
"(1b) general elementary school","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","2014","66 und älter","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2014","66 und älter","Hauptschulabschluss","636","0.251574329295733","0.2351031187808","0.268045539810666"
"(1b) general elementary school","2014","66 und älter","Realschulabschluss","","","",""
"(1b) general elementary school","2014","66 und älter","(Fach-)Abitur","","","",""
"(1b) general elementary school","2014","66 und älter","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2014","16-34 Jahre alt","Hauptschulabschluss","613","0.509352012497873","0.482773395020067","0.535930629975679"
"(1c) basic vocational qualification","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2014","35-65 Jahre alt","Hauptschulabschluss","3240","0.775795010177611","0.76330915953412","0.788280860821103"
"(1c) basic vocational qualification","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2014","66 und älter","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2014","66 und älter","Hauptschulabschluss","2030","0.748425670704267","0.731954460189334","0.7648968812192"
"(1c) basic vocational qualification","2014","66 und älter","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2014","66 und älter","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2014","66 und älter","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2014","16-34 Jahre alt","Realschulabschluss","610","0.326252456342747","0.30382664132744","0.348678271358055"
"(2b) intermediate general qualification","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2014","35-65 Jahre alt","Realschulabschluss","206","0.0451901679386942","0.0391075645032769","0.0512727713741114"
"(2b) intermediate general qualification","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2014","66 und älter","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2014","66 und älter","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2014","66 und älter","Realschulabschluss","65","0.087268265261665","0.0678082956593252","0.106728234864005"
"(2b) intermediate general qualification","2014","66 und älter","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2014","66 und älter","AkademikerInnen","","","",""
"(2a) intermediate vocational","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2014","16-34 Jahre alt","Realschulabschluss","1069","0.673747543657253","0.651321728641945","0.69617335867256"
"(2a) intermediate vocational","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2014","35-65 Jahre alt","Realschulabschluss","4274","0.954809832061306","0.948727228625889","0.960892435496723"
"(2a) intermediate vocational","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","2014","66 und älter","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2014","66 und älter","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2014","66 und älter","Realschulabschluss","743","0.912731734738335","0.893271765135995","0.932191704340675"
"(2a) intermediate vocational","2014","66 und älter","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2014","66 und älter","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2014","16-34 Jahre alt","(Fach-)Abitur","962","0.608145970378687","0.583621093256095","0.632670847501279"
"(2c_gen) general maturity certificate","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2014","35-65 Jahre alt","(Fach-)Abitur","453","0.174833119535679","0.159004673595116","0.190661565476241"
"(2c_gen) general maturity certificate","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2014","66 und älter","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2014","66 und älter","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2014","66 und älter","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2014","66 und älter","(Fach-)Abitur","53","0.189453448612675","0.141356420816987","0.237550476408363"
"(2c_gen) general maturity certificate","2014","66 und älter","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2014","16-34 Jahre alt","(Fach-)Abitur","560","0.391854029621313","0.367329152498721","0.416378906743905"
"(2c_voc) vocational maturity certificate","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2014","35-65 Jahre alt","(Fach-)Abitur","1759","0.825166880464321","0.809338434523759","0.840995326404884"
"(2c_voc) vocational maturity certificate","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2014","66 und älter","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2014","66 und älter","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2014","66 und älter","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2014","66 und älter","(Fach-)Abitur","202","0.810546551387325","0.762449523591637","0.858643579183013"
"(2c_voc) vocational maturity certificate","2014","66 und älter","AkademikerInnen","","","",""
"(3a) lower tertiary education","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2014","16-34 Jahre alt","AkademikerInnen","256","0.300816337829148","0.271699246652946","0.329933429005349"
"(3a) lower tertiary education","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2014","35-65 Jahre alt","AkademikerInnen","1314","0.359838900934586","0.345179925551924","0.374497876317247"
"(3a) lower tertiary education","2014","66 und älter","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2014","66 und älter","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2014","66 und älter","Realschulabschluss","","","",""
"(3a) lower tertiary education","2014","66 und älter","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2014","66 und älter","AkademikerInnen","476","0.436510561717638","0.408104572898772","0.464916550536504"
"(3b) higher tertiary education","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2014","16-34 Jahre alt","AkademikerInnen","697","0.699183662170852","0.670066570994651","0.728300753347054"
"(3b) higher tertiary education","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2014","35-65 Jahre alt","AkademikerInnen","2804","0.640161099065414","0.625502123682753","0.654820074448076"
"(3b) higher tertiary education","2014","66 und älter","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2014","66 und älter","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2014","66 und älter","Realschulabschluss","","","",""
"(3b) higher tertiary education","2014","66 und älter","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2014","66 und älter","AkademikerInnen","695","0.563489438282362","0.535083449463496","0.591895427101228"
"(0) in school","2015","16-34 Jahre alt","(noch) kein Abschluss","782","0.837787959044177","0.81417128322929","0.861404634859065"
"(0) in school","2015","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","2015","16-34 Jahre alt","Realschulabschluss","","","",""
"(0) in school","2015","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","2015","16-34 Jahre alt","AkademikerInnen","","","",""
"(0) in school","2015","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(0) in school","2015","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","2015","35-65 Jahre alt","Realschulabschluss","","","",""
"(0) in school","2015","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","2015","35-65 Jahre alt","AkademikerInnen","","","",""
"(0) in school","2015","66 und älter","(noch) kein Abschluss","","","",""
"(0) in school","2015","66 und älter","Hauptschulabschluss","","","",""
"(0) in school","2015","66 und älter","Realschulabschluss","","","",""
"(0) in school","2015","66 und älter","(Fach-)Abitur","","","",""
"(0) in school","2015","66 und älter","AkademikerInnen","","","",""
"(1a) inadequately completed","2015","16-34 Jahre alt","(noch) kein Abschluss","154","0.162212040955823","0.138595365140935","0.18582871677071"
"(1a) inadequately completed","2015","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2015","16-34 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","2015","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2015","16-34 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","2015","35-65 Jahre alt","(noch) kein Abschluss","377","1","1","1"
"(1a) inadequately completed","2015","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2015","35-65 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","2015","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2015","35-65 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","2015","66 und älter","(noch) kein Abschluss","60","1","1","1"
"(1a) inadequately completed","2015","66 und älter","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2015","66 und älter","Realschulabschluss","","","",""
"(1a) inadequately completed","2015","66 und älter","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2015","66 und älter","AkademikerInnen","","","",""
"(1b) general elementary school","2015","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2015","16-34 Jahre alt","Hauptschulabschluss","734","0.492133187078823","0.465091612787952","0.519174761369694"
"(1b) general elementary school","2015","16-34 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","2015","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","2015","16-34 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","2015","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2015","35-65 Jahre alt","Hauptschulabschluss","1001","0.224084979435882","0.211222278589579","0.236947680282185"
"(1b) general elementary school","2015","35-65 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","2015","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","2015","35-65 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","2015","66 und älter","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2015","66 und älter","Hauptschulabschluss","603","0.252097467896621","0.235358658624691","0.268836277168551"
"(1b) general elementary school","2015","66 und älter","Realschulabschluss","","","",""
"(1b) general elementary school","2015","66 und älter","(Fach-)Abitur","","","",""
"(1b) general elementary school","2015","66 und älter","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2015","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2015","16-34 Jahre alt","Hauptschulabschluss","579","0.507866812921177","0.480825238630306","0.534908387212048"
"(1c) basic vocational qualification","2015","16-34 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2015","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2015","16-34 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2015","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2015","35-65 Jahre alt","Hauptschulabschluss","3036","0.775915020564118","0.763052319717815","0.788777721410421"
"(1c) basic vocational qualification","2015","35-65 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2015","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2015","35-65 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2015","66 und älter","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2015","66 und älter","Hauptschulabschluss","1982","0.747902532103379","0.731163722831449","0.764641341375309"
"(1c) basic vocational qualification","2015","66 und älter","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2015","66 und älter","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2015","66 und älter","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2015","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2015","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2015","16-34 Jahre alt","Realschulabschluss","586","0.34217214981603","0.318218597851176","0.366125701780885"
"(2b) intermediate general qualification","2015","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2015","16-34 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2015","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2015","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2015","35-65 Jahre alt","Realschulabschluss","198","0.0435448972880969","0.0374641693483717","0.0496256252278221"
"(2b) intermediate general qualification","2015","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2015","35-65 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2015","66 und älter","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2015","66 und älter","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2015","66 und älter","Realschulabschluss","64","0.0895424691405579","0.070129500260253","0.108955438020863"
"(2b) intermediate general qualification","2015","66 und älter","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2015","66 und älter","AkademikerInnen","","","",""
"(2a) intermediate vocational","2015","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2015","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2015","16-34 Jahre alt","Realschulabschluss","921","0.65782785018397","0.633874298219115","0.681781402148824"
"(2a) intermediate vocational","2015","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2015","16-34 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","2015","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2015","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2015","35-65 Jahre alt","Realschulabschluss","4129","0.956455102711903","0.950374374772178","0.962535830651628"
"(2a) intermediate vocational","2015","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2015","35-65 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","2015","66 und älter","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2015","66 und älter","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2015","66 und älter","Realschulabschluss","767","0.910457530859442","0.891044561979137","0.929870499739747"
"(2a) intermediate vocational","2015","66 und älter","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2015","66 und älter","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2015","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2015","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2015","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2015","16-34 Jahre alt","(Fach-)Abitur","1068","0.590901630122195","0.567292387187282","0.614510873057107"
"(2c_gen) general maturity certificate","2015","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2015","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2015","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2015","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2015","35-65 Jahre alt","(Fach-)Abitur","472","0.17836171140229","0.162648251646942","0.194075171157639"
"(2c_gen) general maturity certificate","2015","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2015","66 und älter","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2015","66 und älter","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2015","66 und älter","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2015","66 und älter","(Fach-)Abitur","51","0.207780994164424","0.158369982318787","0.257192006010061"
"(2c_gen) general maturity certificate","2015","66 und älter","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2015","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2015","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2015","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2015","16-34 Jahre alt","(Fach-)Abitur","598","0.409098369877805","0.385489126942893","0.432707612812718"
"(2c_voc) vocational maturity certificate","2015","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2015","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2015","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2015","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2015","35-65 Jahre alt","(Fach-)Abitur","1808","0.82163828859771","0.805924828842361","0.837351748353058"
"(2c_voc) vocational maturity certificate","2015","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2015","66 und älter","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2015","66 und älter","Hauptschulabschluss","","","",""
