"pgcasmin","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"(1c) basic vocational qualification","2014","66 und älter","direkter Migrationshintergrund","107","0.256370869241456","0.215053564814064","0.297688173668847"
"(1c) basic vocational qualification","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","16-34 Jahre alt","kein Migrationshintergrund","369","0.0817976123891672","0.0733332003029089","0.0902620244754256"
"(2b) intermediate general qualification","2014","16-34 Jahre alt","direkter Migrationshintergrund","86","0.0314469222573726","0.0222821153543829","0.0406117291603623"
"(2b) intermediate general qualification","2014","16-34 Jahre alt","indirekter Migrationshintergrund","155","0.133004337113759","0.113107941316091","0.152900732911427"
"(2b) intermediate general qualification","2014","35-65 Jahre alt","kein Migrationshintergrund","168","0.0145575896507323","0.0123751523650347","0.01674002693643"
"(2b) intermediate general qualification","2014","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","66 und älter","kein Migrationshintergrund","59","0.0140411656195193","0.0106178509777265","0.0174644802613121"
"(2b) intermediate general qualification","2014","66 und älter","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2014","16-34 Jahre alt","kein Migrationshintergrund","787","0.193771682221943","0.181564049487832","0.205979314956055"
"(2a) intermediate vocational","2014","16-34 Jahre alt","direkter Migrationshintergrund","152","0.0938176782196799","0.0785060045007023","0.109129351938657"
"(2a) intermediate vocational","2014","16-34 Jahre alt","indirekter Migrationshintergrund","130","0.125212696367882","0.105821327518236","0.144604065217527"
"(2a) intermediate vocational","2014","35-65 Jahre alt","kein Migrationshintergrund","4001","0.33911644856666","0.330490272648097","0.347742624485222"
"(2a) intermediate vocational","2014","35-65 Jahre alt","direkter Migrationshintergrund","115","0.0368803072313653","0.0303452400526354","0.0434153744100951"
"(2a) intermediate vocational","2014","35-65 Jahre alt","indirekter Migrationshintergrund","158","0.200583433414136","0.170330000542219","0.230836866286052"
"(2a) intermediate vocational","2014","66 und älter","kein Migrationshintergrund","723","0.160475879783207","0.149796714282722","0.171155045283691"
"(2a) intermediate vocational","2014","66 und älter","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2014","16-34 Jahre alt","kein Migrationshintergrund","574","0.148220636694757","0.137246378584839","0.159194894804675"
"(2c_gen) general maturity certificate","2014","16-34 Jahre alt","direkter Migrationshintergrund","209","0.215855375462942","0.194250485843371","0.237460265082512"
"(2c_gen) general maturity certificate","2014","16-34 Jahre alt","indirekter Migrationshintergrund","179","0.18311990570561","0.160458858137266","0.205780953273953"
"(2c_gen) general maturity certificate","2014","35-65 Jahre alt","kein Migrationshintergrund","143","0.0109311330514786","0.00903649058367779","0.0128257755192794"
"(2c_gen) general maturity certificate","2014","35-65 Jahre alt","direkter Migrationshintergrund","288","0.0800236504952025","0.0706153718666653","0.0894319291237397"
"(2c_gen) general maturity certificate","2014","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2014","66 und älter","kein Migrationshintergrund","30","0.00800757255574366","0.00541446539224304","0.0106006797192443"
"(2c_gen) general maturity certificate","2014","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2014","16-34 Jahre alt","kein Migrationshintergrund","354","0.113936468153498","0.104123032392982","0.123749903914015"
"(2c_voc) vocational maturity certificate","2014","16-34 Jahre alt","direkter Migrationshintergrund","142","0.110068303541354","0.093632838126233","0.126503768956475"
"(2c_voc) vocational maturity certificate","2014","16-34 Jahre alt","indirekter Migrationshintergrund","64","0.060414933840407","0.0464553248899779","0.0743745427908361"
"(2c_voc) vocational maturity certificate","2014","35-65 Jahre alt","kein Migrationshintergrund","1192","0.0975629878278111","0.0921562861554695","0.102969689500153"
"(2c_voc) vocational maturity certificate","2014","35-65 Jahre alt","direkter Migrationshintergrund","483","0.151660346127334","0.139222832631073","0.164097859623595"
"(2c_voc) vocational maturity certificate","2014","35-65 Jahre alt","indirekter Migrationshintergrund","84","0.0939658318800399","0.0719214549460965","0.116010208813983"
"(2c_voc) vocational maturity certificate","2014","66 und älter","kein Migrationshintergrund","160","0.0408305217902291","0.0350727296101274","0.0465883139703307"
"(2c_voc) vocational maturity certificate","2014","66 und älter","direkter Migrationshintergrund","42","0.0886124959302522","0.0617207831241505","0.115504208736354"
"(2c_voc) vocational maturity certificate","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","16-34 Jahre alt","kein Migrationshintergrund","192","0.0650470601372386","0.0574303752520527","0.0726637450224245"
"(3a) lower tertiary education","2014","16-34 Jahre alt","direkter Migrationshintergrund","38","0.0493519441315938","0.0379773856539452","0.0607265026092425"
"(3a) lower tertiary education","2014","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","35-65 Jahre alt","kein Migrationshintergrund","1197","0.0965098969995707","0.0911293176884096","0.101890476310732"
"(3a) lower tertiary education","2014","35-65 Jahre alt","direkter Migrationshintergrund","61","0.0244834173946741","0.0191246364280715","0.0298421983612766"
"(3a) lower tertiary education","2014","35-65 Jahre alt","indirekter Migrationshintergrund","56","0.115076928458646","0.0909674703741845","0.139186386543108"
"(3a) lower tertiary education","2014","66 und älter","kein Migrationshintergrund","459","0.0875263305119877","0.0793039915476874","0.0957486694762879"
"(3a) lower tertiary education","2014","66 und älter","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2014","16-34 Jahre alt","kein Migrationshintergrund","454","0.138542390623197","0.127872362338926","0.149212418907468"
"(3b) higher tertiary education","2014","16-34 Jahre alt","direkter Migrationshintergrund","183","0.183237049714642","0.162921564815452","0.203552534613833"
"(3b) higher tertiary education","2014","16-34 Jahre alt","indirekter Migrationshintergrund","60","0.0778686831322396","0.0621682783769641","0.093569087887515"
"(3b) higher tertiary education","2014","35-65 Jahre alt","kein Migrationshintergrund","1935","0.141914911640673","0.135556324834193","0.148273498447153"
"(3b) higher tertiary education","2014","35-65 Jahre alt","direkter Migrationshintergrund","740","0.197924984513047","0.184109361829759","0.211740607196336"
"(3b) higher tertiary education","2014","35-65 Jahre alt","indirekter Migrationshintergrund","129","0.174106572781871","0.145457527940575","0.202755617623167"
"(3b) higher tertiary education","2014","66 und älter","kein Migrationshintergrund","621","0.105759577769642","0.0968120542624667","0.114707101276817"
"(3b) higher tertiary education","2014","66 und älter","direkter Migrationshintergrund","74","0.138882932296736","0.106158284414943","0.171607580178529"
"(3b) higher tertiary education","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"(0) in school","2015","16-34 Jahre alt","kein Migrationshintergrund","505","0.0870624462740253","0.0779598493099317","0.0961650432381189"
"(0) in school","2015","16-34 Jahre alt","direkter Migrationshintergrund","100","0.028439568574946","0.0210178643050333","0.0358612728448586"
"(0) in school","2015","16-34 Jahre alt","indirekter Migrationshintergrund","177","0.126908957532461","0.106226008808111","0.147591906256811"
"(0) in school","2015","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(0) in school","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(0) in school","2015","66 und älter","kein Migrationshintergrund","","","",""
"(0) in school","2015","66 und älter","direkter Migrationshintergrund","","","",""
"(0) in school","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","16-34 Jahre alt","kein Migrationshintergrund","41","0.00939564283247361","0.00628075285453164","0.0125105328104156"
"(1a) inadequately completed","2015","16-34 Jahre alt","direkter Migrationshintergrund","98","0.0353558091952755","0.0271102293580093","0.0436013890325416"
"(1a) inadequately completed","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","35-65 Jahre alt","kein Migrationshintergrund","110","0.00998013052425367","0.00811808369921664","0.0118421773492907"
"(1a) inadequately completed","2015","35-65 Jahre alt","direkter Migrationshintergrund","252","0.0797650580238199","0.0707570992658351","0.0887730167818047"
"(1a) inadequately completed","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","66 und älter","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","66 und älter","direkter Migrationshintergrund","31","0.0676469493969875","0.0436288989804062","0.0916649998135689"
"(1a) inadequately completed","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2015","16-34 Jahre alt","kein Migrationshintergrund","294","0.0670773691412675","0.0590005535092661","0.0751541847732689"
"(1b) general elementary school","2015","16-34 Jahre alt","direkter Migrationshintergrund","298","0.135446477016651","0.120167754877132","0.15072519915617"
"(1b) general elementary school","2015","16-34 Jahre alt","indirekter Migrationshintergrund","142","0.1108324709125","0.0913267567512885","0.130338185073711"
"(1b) general elementary school","2015","35-65 Jahre alt","kein Migrationshintergrund","372","0.0420315366344184","0.03827261067027","0.0457904625985667"
"(1b) general elementary school","2015","35-65 Jahre alt","direkter Migrationshintergrund","574","0.183328286583614","0.170463304580383","0.196193268586846"
"(1b) general elementary school","2015","35-65 Jahre alt","indirekter Migrationshintergrund","55","0.0808200395742068","0.060288876155351","0.101351202993063"
"(1b) general elementary school","2015","66 und älter","kein Migrationshintergrund","514","0.129946329272734","0.120126500164665","0.139766158380803"
"(1b) general elementary school","2015","66 und älter","direkter Migrationshintergrund","89","0.259126857934876","0.217223233770573","0.301030482099178"
"(1b) general elementary school","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2015","16-34 Jahre alt","kein Migrationshintergrund","289","0.0808018916393833","0.0720026616350387","0.0896011216437278"
"(1c) basic vocational qualification","2015","16-34 Jahre alt","direkter Migrationshintergrund","195","0.0981003561793066","0.0848196357811212","0.111381076577492"
"(1c) basic vocational qualification","2015","16-34 Jahre alt","indirekter Migrationshintergrund","95","0.110697961457708","0.0912026128169101","0.130193310098507"
"(1c) basic vocational qualification","2015","35-65 Jahre alt","kein Migrationshintergrund","2186","0.23263491897453","0.224720136194347","0.240549701754713"
"(1c) basic vocational qualification","2015","35-65 Jahre alt","direkter Migrationshintergrund","713","0.225062977225666","0.211177656318104","0.238948298133228"
"(1c) basic vocational qualification","2015","35-65 Jahre alt","indirekter Migrationshintergrund","137","0.241228350470534","0.209001083403221","0.273455617537847"
"(1c) basic vocational qualification","2015","66 und älter","kein Migrationshintergrund","1866","0.431887034222475","0.417420938525556","0.446353129919394"
"(1c) basic vocational qualification","2015","66 und älter","direkter Migrationshintergrund","113","0.271527137234545","0.22899308547778","0.314061188991311"
"(1c) basic vocational qualification","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2015","16-34 Jahre alt","kein Migrationshintergrund","351","0.0849867462380535","0.0759830955286584","0.0939903969474487"
"(2b) intermediate general qualification","2015","16-34 Jahre alt","direkter Migrationshintergrund","79","0.0331380029704278","0.0251460550495556","0.0411299508912999"
"(2b) intermediate general qualification","2015","16-34 Jahre alt","indirekter Migrationshintergrund","156","0.141039772627354","0.119412892266023","0.162666652988684"
"(2b) intermediate general qualification","2015","35-65 Jahre alt","kein Migrationshintergrund","159","0.0136096792453054","0.0114392337817178","0.015780124708893"
"(2b) intermediate general qualification","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2015","66 und älter","kein Migrationshintergrund","59","0.0152284830992942","0.0116520923545527","0.0188048738440358"
"(2b) intermediate general qualification","2015","66 und älter","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2015","16-34 Jahre alt","kein Migrationshintergrund","667","0.188955415964414","0.176315872682115","0.201594959246712"
"(2a) intermediate vocational","2015","16-34 Jahre alt","direkter Migrationshintergrund","143","0.0904973240524544","0.0776879740319789","0.10330667407293"
"(2a) intermediate vocational","2015","16-34 Jahre alt","indirekter Migrationshintergrund","111","0.114726278122357","0.0949243814733729","0.134528174771342"
"(2a) intermediate vocational","2015","35-65 Jahre alt","kein Migrationshintergrund","3857","0.347393651019575","0.338474220685291","0.356313081353858"
"(2a) intermediate vocational","2015","35-65 Jahre alt","direkter Migrationshintergrund","117","0.0417909251721924","0.0351375529727232","0.0484442973716616"
"(2a) intermediate vocational","2015","35-65 Jahre alt","indirekter Migrationshintergrund","155","0.203251368272284","0.172938211973464","0.233564524571104"
"(2a) intermediate vocational","2015","66 und älter","kein Migrationshintergrund","747","0.16638088097193","0.155504499204965","0.177257262738895"
"(2a) intermediate vocational","2015","66 und älter","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2015","16-34 Jahre alt","kein Migrationshintergrund","583","0.145840279554444","0.134444668108155","0.157235891000733"
"(2c_gen) general maturity certificate","2015","16-34 Jahre alt","direkter Migrationshintergrund","318","0.183801579593495","0.166508205816676","0.201094953370313"
"(2c_gen) general maturity certificate","2015","16-34 Jahre alt","indirekter Migrationshintergrund","167","0.174181439689946","0.150615768793348","0.197747110586543"
"(2c_gen) general maturity certificate","2015","35-65 Jahre alt","kein Migrationshintergrund","149","0.0120174014322252","0.00997622538179305","0.0140585774826573"
"(2c_gen) general maturity certificate","2015","35-65 Jahre alt","direkter Migrationshintergrund","297","0.0790611712783317","0.0700896167589164","0.088032725797747"
"(2c_gen) general maturity certificate","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2015","66 und älter","kein Migrationshintergrund","32","0.00911693513899669","0.00634115837717668","0.0118927119008167"
"(2c_gen) general maturity certificate","2015","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2015","16-34 Jahre alt","kein Migrationshintergrund","333","0.115173980331859","0.104866904398585","0.125481056265132"
"(2c_voc) vocational maturity certificate","2015","16-34 Jahre alt","direkter Migrationshintergrund","214","0.12443567852696","0.10969818179205","0.13917317526187"
"(2c_voc) vocational maturity certificate","2015","16-34 Jahre alt","indirekter Migrationshintergrund","51","0.0557806645728416","0.0415208185025707","0.0700405106431126"
"(2c_voc) vocational maturity certificate","2015","35-65 Jahre alt","kein Migrationshintergrund","1134","0.0998858719738114","0.09426891168124","0.105502832266383"
"(2c_voc) vocational maturity certificate","2015","35-65 Jahre alt","direkter Migrationshintergrund","585","0.157718882361408","0.14560060008841","0.169837164634407"
"(2c_voc) vocational maturity certificate","2015","35-65 Jahre alt","indirekter Migrationshintergrund","89","0.102446510726007","0.0796045956756378","0.125288425776376"
"(2c_voc) vocational maturity certificate","2015","66 und älter","kein Migrationshintergrund","154","0.0409249843163075","0.0351391039480819","0.046710864684533"
"(2c_voc) vocational maturity certificate","2015","66 und älter","direkter Migrationshintergrund","54","0.108530982088897","0.0787832789117788","0.138278685266015"
"(2c_voc) vocational maturity certificate","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2015","16-34 Jahre alt","kein Migrationshintergrund","183","0.0675100023226667","0.0594090607957761","0.0756109438495573"
"(3a) lower tertiary education","2015","16-34 Jahre alt","direkter Migrationshintergrund","38","0.0443682349162733","0.0351745715394084","0.0535618982931382"
"(3a) lower tertiary education","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2015","35-65 Jahre alt","kein Migrationshintergrund","1143","0.0944156746365227","0.0889381160582406","0.0998932332148049"
"(3a) lower tertiary education","2015","35-65 Jahre alt","direkter Migrationshintergrund","58","0.0197620380099251","0.0151344753243452","0.024389600695505"
"(3a) lower tertiary education","2015","35-65 Jahre alt","indirekter Migrationshintergrund","54","0.116955247766335","0.0927474674053968","0.141163028127274"
"(3a) lower tertiary education","2015","66 und älter","kein Migrationshintergrund","445","0.0856909535736467","0.0775164216093056","0.0938654855379877"
"(3a) lower tertiary education","2015","66 und älter","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2015","16-34 Jahre alt","kein Migrationshintergrund","439","0.153196225701414","0.14156716144285","0.164825289959979"
"(3b) higher tertiary education","2015","16-34 Jahre alt","direkter Migrationshintergrund","444","0.226416968974211","0.207731018770792","0.245102919177629"
"(3b) higher tertiary education","2015","16-34 Jahre alt","indirekter Migrationshintergrund","58","0.104553109274631","0.085541234573321","0.123564983975941"
"(3b) higher tertiary education","2015","35-65 Jahre alt","kein Migrationshintergrund","1837","0.148031135559358","0.141378573584542","0.154683697534174"
"(3b) higher tertiary education","2015","35-65 Jahre alt","direkter Migrationshintergrund","859","0.205576347103532","0.192139934177325","0.21901276002974"
"(3b) higher tertiary education","2015","35-65 Jahre alt","indirekter Migrationshintergrund","127","0.17918106803002","0.150292667321255","0.208069468738784"
"(3b) higher tertiary education","2015","66 und älter","kein Migrationshintergrund","658","0.111573606173403","0.102378846946507","0.120768365400299"
"(3b) higher tertiary education","2015","66 und älter","direkter Migrationshintergrund","76","0.137349902198806","0.104430271008283","0.170269533389329"
"(3b) higher tertiary education","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"(0) in school","2016","16-34 Jahre alt","kein Migrationshintergrund","494","0.0883356740202036","0.0786985750585061","0.097972772981901"
"(0) in school","2016","16-34 Jahre alt","direkter Migrationshintergrund","250","0.031219282909757","0.0257492668632343","0.0366892989562798"
"(0) in school","2016","16-34 Jahre alt","indirekter Migrationshintergrund","164","0.108184515545621","0.0879921962007229","0.128376834890518"
"(0) in school","2016","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(0) in school","2016","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","2016","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(0) in school","2016","66 und älter","kein Migrationshintergrund","","","",""
"(0) in school","2016","66 und älter","direkter Migrationshintergrund","","","",""
"(0) in school","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2016","16-34 Jahre alt","kein Migrationshintergrund","33","0.0080222332429611","0.00499281395457215","0.0110516525313501"
"(1a) inadequately completed","2016","16-34 Jahre alt","direkter Migrationshintergrund","1019","0.0774072028111391","0.0690017693873956","0.0858126362348826"
"(1a) inadequately completed","2016","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2016","35-65 Jahre alt","kein Migrationshintergrund","96","0.00922097950825517","0.00735966270609997","0.0110822963104104"
"(1a) inadequately completed","2016","35-65 Jahre alt","direkter Migrationshintergrund","883","0.0772380800260176","0.0696451818991918","0.0848309781528434"
"(1a) inadequately completed","2016","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2016","66 und älter","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2016","66 und älter","direkter Migrationshintergrund","46","0.088627609485955","0.0612839589929436","0.115971259978966"
"(1a) inadequately completed","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2016","16-34 Jahre alt","kein Migrationshintergrund","271","0.0660912813589623","0.0576543391256037","0.0745282235923209"
"(1b) general elementary school","2016","16-34 Jahre alt","direkter Migrationshintergrund","710","0.142223439200866","0.131237503032355","0.153209375369378"
"(1b) general elementary school","2016","16-34 Jahre alt","indirekter Migrationshintergrund","129","0.117114000632909","0.0962103146494974","0.138017686616321"
"(1b) general elementary school","2016","35-65 Jahre alt","kein Migrationshintergrund","335","0.0401643787146247","0.0363408678662263","0.0439878895630231"
"(1b) general elementary school","2016","35-65 Jahre alt","direkter Migrationshintergrund","776","0.172377372985163","0.161634923677596","0.183119822292731"
"(1b) general elementary school","2016","35-65 Jahre alt","indirekter Migrationshintergrund","53","0.0784201547475515","0.0576734768044517","0.0991668326906513"
"(1b) general elementary school","2016","66 und älter","kein Migrationshintergrund","480","0.126858300670926","0.116969232768136","0.136747368573716"
"(1b) general elementary school","2016","66 und älter","direkter Migrationshintergrund","83","0.274700338995794","0.231755361688963","0.317645316302626"
"(1b) general elementary school","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2016","16-34 Jahre alt","kein Migrationshintergrund","243","0.0786333398911318","0.069492620382156","0.0877740594001076"
"(1c) basic vocational qualification","2016","16-34 Jahre alt","direkter Migrationshintergrund","199","0.0978286615860002","0.0884844650466683","0.107172858125332"
"(1c) basic vocational qualification","2016","16-34 Jahre alt","indirekter Migrationshintergrund","79","0.109298923875979","0.089015555370108","0.12958229238185"
"(1c) basic vocational qualification","2016","35-65 Jahre alt","kein Migrationshintergrund","1991","0.22936359047655","0.221176485302476","0.237550695650625"
"(1c) basic vocational qualification","2016","35-65 Jahre alt","direkter Migrationshintergrund","701","0.22704894032461","0.215134250403649","0.23896363024557"
"(1c) basic vocational qualification","2016","35-65 Jahre alt","indirekter Migrationshintergrund","128","0.252947510632526","0.21940010057663","0.286494920688422"
"(1c) basic vocational qualification","2016","66 und älter","kein Migrationshintergrund","1747","0.421233871642211","0.406562634210268","0.435905109074153"
"(1c) basic vocational qualification","2016","66 und älter","direkter Migrationshintergrund","109","0.266070970248985","0.223555222432433","0.308586718065537"
"(1c) basic vocational qualification","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2016","16-34 Jahre alt","kein Migrationshintergrund","345","0.0901503784088554","0.080424488236342","0.0998762685813688"
"(2b) intermediate general qualification","2016","16-34 Jahre alt","direkter Migrationshintergrund","63","0.0249486798968194","0.0200429693649939","0.029854390428645"
"(2b) intermediate general qualification","2016","16-34 Jahre alt","indirekter Migrationshintergrund","138","0.127976143394596","0.106259392895559","0.149692893893634"
"(2b) intermediate general qualification","2016","35-65 Jahre alt","kein Migrationshintergrund","149","0.0147064680460825","0.0123623451540738","0.0170505909380913"
"(2b) intermediate general qualification","2016","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2016","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2016","66 und älter","kein Migrationshintergrund","60","0.0159624115884081","0.0122384203906434","0.0196864027861728"
"(2b) intermediate general qualification","2016","66 und älter","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2016","16-34 Jahre alt","kein Migrationshintergrund","560","0.187980966434991","0.174713108329588","0.201248824540394"
"(2a) intermediate vocational","2016","16-34 Jahre alt","direkter Migrationshintergrund","110","0.061975564574421","0.0543918545701911","0.0695592745786509"
"(2a) intermediate vocational","2016","16-34 Jahre alt","indirekter Migrationshintergrund","98","0.128759365805585","0.106986047323624","0.150532684287546"
"(2a) intermediate vocational","2016","35-65 Jahre alt","kein Migrationshintergrund","3552","0.341607713772849","0.332372444349561","0.350842983196138"
"(2a) intermediate vocational","2016","35-65 Jahre alt","direkter Migrationshintergrund","122","0.0406087217180029","0.0349949525787637","0.0462224908572421"
"(2a) intermediate vocational","2016","35-65 Jahre alt","indirekter Migrationshintergrund","146","0.182280326997104","0.152485535105013","0.212075118889196"
"(2a) intermediate vocational","2016","66 und älter","kein Migrationshintergrund","745","0.174282853523943","0.163010968975176","0.18555473807271"
"(2a) intermediate vocational","2016","66 und älter","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2016","16-34 Jahre alt","kein Migrationshintergrund","521","0.14839731596948","0.13632495233467","0.16046967960429"
"(2c_gen) general maturity certificate","2016","16-34 Jahre alt","direkter Migrationshintergrund","550","0.156071085350889","0.144656015996166","0.167486154705611"
"(2c_gen) general maturity certificate","2016","16-34 Jahre alt","indirekter Migrationshintergrund","170","0.188937982397028","0.163490031510625","0.214385933283431"
"(2c_gen) general maturity certificate","2016","35-65 Jahre alt","kein Migrationshintergrund","138","0.0120489652772059","0.00992432233502775","0.014173608219384"
"(2c_gen) general maturity certificate","2016","35-65 Jahre alt","direkter Migrationshintergrund","482","0.0760340913629738","0.0684956916753329","0.0835724910506148"
"(2c_gen) general maturity certificate","2016","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2016","66 und älter","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2016","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2016","16-34 Jahre alt","kein Migrationshintergrund","305","0.117725355566965","0.10678081137426","0.12866989975967"
"(2c_voc) vocational maturity certificate","2016","16-34 Jahre alt","direkter Migrationshintergrund","240","0.14469459963436","0.133629606111076","0.155759593157645"
"(2c_voc) vocational maturity certificate","2016","16-34 Jahre alt","indirekter Migrationshintergrund","47","0.058066902492895","0.0428635099825068","0.0732702950032832"
"(2c_voc) vocational maturity certificate","2016","35-65 Jahre alt","kein Migrationshintergrund","1087","0.10706474706823","0.101043636525132","0.113085857611328"
"(2c_voc) vocational maturity certificate","2016","35-65 Jahre alt","direkter Migrationshintergrund","596","0.159738901387858","0.149319099023883","0.170158703751834"
"(2c_voc) vocational maturity certificate","2016","35-65 Jahre alt","indirekter Migrationshintergrund","89","0.103883273787969","0.0803369376635682","0.127429609912369"
"(2c_voc) vocational maturity certificate","2016","66 und älter","kein Migrationshintergrund","151","0.0408905890391811","0.0350062280324133","0.0467749500459488"
"(2c_voc) vocational maturity certificate","2016","66 und älter","direkter Migrationshintergrund","45","0.0942864884451659","0.0661710929726087","0.122401883917723"
"(2c_voc) vocational maturity certificate","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2016","16-34 Jahre alt","kein Migrationshintergrund","156","0.0628910458260094","0.0546468134055223","0.0711352782464965"
"(3a) lower tertiary education","2016","16-34 Jahre alt","direkter Migrationshintergrund","36","0.0342804644534198","0.0285576027259248","0.0400033261809148"
"(3a) lower tertiary education","2016","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2016","35-65 Jahre alt","kein Migrationshintergrund","1061","0.0939021367299089","0.088221870924212","0.0995824025356059"
"(3a) lower tertiary education","2016","35-65 Jahre alt","direkter Migrationshintergrund","59","0.0205752998058471","0.016537864109539","0.0246127355021552"
"(3a) lower tertiary education","2016","35-65 Jahre alt","indirekter Migrationshintergrund","46","0.105731517540921","0.0820011519578903","0.129461883123951"
"(3a) lower tertiary education","2016","66 und älter","kein Migrationshintergrund","448","0.0882160624159976","0.0797890554602156","0.0966430693717796"
"(3a) lower tertiary education","2016","66 und älter","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2016","16-34 Jahre alt","kein Migrationshintergrund","403","0.15177240928044","0.139587750091396","0.163957068469485"
"(3b) higher tertiary education","2016","16-34 Jahre alt","direkter Migrationshintergrund","706","0.229351019582328","0.216127622562828","0.242574416601829"
"(3b) higher tertiary education","2016","16-34 Jahre alt","indirekter Migrationshintergrund","53","0.10541042133458","0.0854476955419063","0.125373147127254"
"(3b) higher tertiary education","2016","35-65 Jahre alt","kein Migrationshintergrund","1721","0.151921020406293","0.144931128621392","0.158910912191194"
