year,migback,pgisced97,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.82095,534,647,0.79138,0.85051
2012,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.51332,128,222,0.44743,0.57922
2012,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.48668,94,222,0.42078,0.55257
2012,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.36882,167,471,0.32520,0.41244
2012,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.37438,201,471,0.33063,0.41814
2012,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.25392,103,471,0.21457,0.29327
2012,Indirect migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41041,58,169,0.33603,0.48480
2012,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58959,111,169,0.51520,0.66397
2013,No migration background,Primary Level,(1a) Inadequately completed,0.75753,142,187,0.69594,0.81913
2013,No migration background,Primary Level,(1b) General Elementary School,0.24247,45,187,0.18087,0.30406
2013,No migration background,Lower Secondary Level,(1b) General Elementary School,0.72302,1324,1977,0.70328,0.74275
2013,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.27698,653,1977,0.25725,0.29672
2013,No migration background,Upper Secondary Level,(1a) Inadequately completed,0.00476,60,10968,0.00347,0.00605
2013,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.48278,4748,10968,0.47343,0.49213
2013,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.44373,5422,10968,0.43443,0.45303
2013,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06850,738,10968,0.06377,0.07323
2013,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.27744,377,1512,0.25486,0.30001
2013,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.44916,710,1512,0.42408,0.47424
2013,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.27205,425,1512,0.24961,0.29449
2013,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42177,2037,5180,0.40832,0.43522
2013,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57823,3143,5180,0.56478,0.59168
2013,Direct migration background,Primary Level,(1a) Inadequately completed,0.97260,378,378,0.95612,0.98908
2013,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.91559,1204,1366,0.90085,0.93034
2013,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.08441,162,1366,0.06966,0.09915
2013,Direct migration background,Upper Secondary Level,(1a) Inadequately completed,0.03717,42,2209,0.02928,0.04507
2013,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.53607,1167,2209,0.51527,0.55687
2013,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.15201,353,2209,0.13704,0.16699
2013,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.27418,647,2209,0.25557,0.29279
2013,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.30486,42,123,0.22317,0.38654
2013,Direct migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.23912,34,123,0.16343,0.31482
2013,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.43146,47,123,0.34358,0.51935
2013,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.16164,148,1381,0.14222,0.18106
2013,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.83836,1233,1381,0.81894,0.85778
2013,Indirect migration background,Primary Level,(1a) Inadequately completed,0.80736,42,42,0.68664,0.92808
2013,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.53566,266,464,0.49023,0.58109
2013,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.46434,198,464,0.41891,0.50977
2013,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.37355,262,771,0.33938,0.40772
2013,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.33981,296,771,0.30636,0.37327
2013,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.27511,213,771,0.24356,0.30665
2013,Indirect migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.36620,91,301,0.31169,0.42072
2013,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.63380,210,301,0.57928,0.68831
2014,No migration background,Primary Level,(1a) Inadequately completed,0.77010,131,175,0.70758,0.83262
2014,No migration background,Primary Level,(1b) General Elementary School,0.22990,44,175,0.16738,0.29242
2014,No migration background,Lower Secondary Level,(1b) General Elementary School,0.72456,1202,1791,0.70387,0.74526
2014,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.27544,589,1791,0.25474,0.29613
2014,No migration background,Upper Secondary Level,(1a) Inadequately completed,0.00472,55,9886,0.00337,0.00607
2014,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.48040,4292,9886,0.47055,0.49025
2014,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.44451,4819,9886,0.43472,0.45431
2014,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.06999,720,9886,0.06496,0.07502
2014,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.28046,348,1392,0.25685,0.30407
2014,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.43420,649,1392,0.40816,0.46025
2014,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.28351,395,1392,0.25983,0.30720
2014,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42841,1951,4829,0.41445,0.44237
2014,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57159,2878,4829,0.55763,0.58555
2014,Direct migration background,Primary Level,(1a) Inadequately completed,0.97924,277,277,0.96241,0.99606
2014,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.92485,936,1054,0.90892,0.94077
2014,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.07515,118,1054,0.05923,0.09108
2014,Direct migration background,Upper Secondary Level,(1a) Inadequately completed,0.03802,40,1819,0.02922,0.04681
2014,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.53087,947,1819,0.50793,0.55381
2014,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.13898,307,1819,0.12308,0.15489
2014,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.29160,525,1819,0.27071,0.31250
2014,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.25987,43,87,0.16718,0.35256
2014,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.51856,44,87,0.41295,0.62416
2014,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.16557,141,1153,0.14411,0.18704
2014,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.83443,1012,1153,0.81296,0.85589
2014,Indirect migration background,Primary Level,(1a) Inadequately completed,0.74296,32,32,0.58912,0.89679
2014,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.51078,213,388,0.46098,0.56059
2014,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.48922,175,388,0.43941,0.53902
2014,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.35466,213,649,0.31783,0.39150
2014,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.32874,246,649,0.29257,0.36491
2014,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.30579,190,649,0.27031,0.34126
2014,Indirect migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41875,85,245,0.35685,0.48066
2014,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58125,160,245,0.51934,0.64315
2015,No migration background,Primary Level,(1a) Inadequately completed,0.79251,122,161,0.72967,0.85534
2015,No migration background,Primary Level,(1b) General Elementary School,0.20749,39,161,0.14466,0.27033
2015,No migration background,Lower Secondary Level,(1b) General Elementary School,0.71558,1122,1686,0.69404,0.73712
2015,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.28442,564,1686,0.26288,0.30596
2015,No migration background,Upper Secondary Level,(1a) Inadequately completed,0.00528,51,9356,0.00381,0.00675
2015,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.47032,3971,9356,0.46020,0.48043
2015,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.45411,4595,9356,0.44402,0.46420
2015,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07021,739,9356,0.06503,0.07539
2015,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.25956,325,1330,0.23599,0.28313
2015,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.45077,628,1330,0.42402,0.47752
2015,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.28743,377,1330,0.26309,0.31176
2015,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42842,1906,4674,0.41423,0.44260
2015,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57158,2768,4674,0.55740,0.58577
2015,Direct migration background,Primary Level,(1a) Inadequately completed,0.97084,326,326,0.95255,0.98913
2015,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.91472,958,1067,0.89795,0.93148
2015,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.08528,109,1067,0.06852,0.10205
2015,Direct migration background,Upper Secondary Level,(1a) Inadequately completed,0.03613,54,1998,0.02794,0.04431
2015,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.52999,1007,1998,0.50810,0.55188
2015,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.14834,302,1998,0.13276,0.16393
2015,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.28546,635,1998,0.26566,0.30527
2015,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.29878,40,82,0.19910,0.39846
2015,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.43583,42,82,0.32784,0.54382
2015,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.15221,139,1511,0.13409,0.17032
2015,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.84779,1372,1511,0.82968,0.86591
2015,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.46640,179,352,0.41421,0.51859
2015,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.53360,173,352,0.48141,0.58579
2015,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.38176,212,625,0.34364,0.41988
2015,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.31077,225,625,0.27446,0.34708
2015,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.30303,188,625,0.26697,0.33909
2015,Indirect migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43201,85,237,0.36881,0.49521
2015,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56799,152,237,0.50479,0.63119
2016,No migration background,Primary Level,(1a) Inadequately completed,0.79707,102,134,0.72872,0.86542
2016,No migration background,Primary Level,(1b) General Elementary School,0.20293,32,134,0.13458,0.27128
2016,No migration background,Lower Secondary Level,(1b) General Elementary School,0.69342,1033,1579,0.67067,0.71617
2016,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.30658,546,1579,0.28383,0.32933
2016,No migration background,Upper Secondary Level,(1a) Inadequately completed,0.00526,49,8595,0.00373,0.00679
2016,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.46284,3644,8595,0.45230,0.47338
2016,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.46012,4239,8595,0.44958,0.47066
2016,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07178,663,8595,0.06632,0.07724
2016,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.24427,295,1217,0.22012,0.26842
2016,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.44395,569,1217,0.41603,0.47188
2016,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.30920,353,1217,0.28322,0.33518
2016,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42496,1802,4422,0.41039,0.43953
2016,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57504,2620,4422,0.56047,0.58961
2016,Direct migration background,Primary Level,(1a) Inadequately completed,0.97317,1269,1269,0.96427,0.98206
2016,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.92251,1295,1384,0.90842,0.93660
2016,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.07749,89,1384,0.06340,0.09158
2016,Direct migration background,Upper Secondary Level,(1a) Inadequately completed,0.03433,79,2169,0.02667,0.04199
2016,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.56800,969,2169,0.54715,0.58885
2016,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.13415,272,2169,0.11980,0.14850
2016,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.26351,849,2169,0.24497,0.28205
2016,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.33080,37,76,0.22432,0.43729
2016,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.39708,39,76,0.28634,0.50782
2016,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.16662,140,1854,0.14965,0.18358
2016,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.83338,1714,1854,0.81642,0.85035
2016,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.50800,167,329,0.45390,0.56211
2016,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.49200,162,329,0.43789,0.54610
2016,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.36996,183,574,0.33043,0.40949
2016,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.30957,203,574,0.27171,0.34742
2016,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.31553,188,574,0.27748,0.35358
2016,Indirect migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.44217,73,212,0.37515,0.50918
2016,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.55783,139,212,0.49082,0.62485
2017,No migration background,Primary Level,(1a) Inadequately completed,0.77335,127,165,0.70928,0.83743
2017,No migration background,Primary Level,(1b) General Elementary School,0.22665,38,165,0.16257,0.29072
2017,No migration background,Lower Secondary Level,(1b) General Elementary School,0.68543,1105,1777,0.66384,0.70703
2017,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.31457,672,1777,0.29297,0.33616
2017,No migration background,Upper Secondary Level,(1a) Inadequately completed,0.00626,61,9614,0.00468,0.00783
2017,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.45078,3827,9614,0.44083,0.46072
2017,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.47010,4885,9614,0.46012,0.48008
2017,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07272,841,9614,0.06753,0.07791
2017,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.23118,297,1343,0.20863,0.25374
2017,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.47426,665,1343,0.44754,0.50098
2017,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.29139,381,1343,0.26707,0.31570
2017,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42092,2052,5038,0.40728,0.43455
2017,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57908,2986,5038,0.56545,0.59272
2017,Direct migration background,Primary Level,(1a) Inadequately completed,0.98052,1718,1718,0.97399,0.98706
2017,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.90857,1542,1630,0.89458,0.92257
2017,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.09143,88,1630,0.07743,0.10542
2017,Direct migration background,Upper Secondary Level,(1a) Inadequately completed,0.03370,77,2269,0.02627,0.04113
2017,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.54490,910,2269,0.52440,0.56539
2017,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.13814,285,2269,0.12394,0.15234
2017,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.28326,997,2269,0.26472,0.30181
2017,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.29424,36,77,0.19178,0.39669
2017,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.42020,41,77,0.30922,0.53117
2017,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.13922,133,1958,0.12388,0.15455
2017,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.86078,1825,1958,0.84545,0.87612
2017,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.54337,155,294,0.48633,0.60041
2017,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.45663,139,294,0.39959,0.51367
2017,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.35977,189,658,0.32307,0.39647
2017,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.32410,239,658,0.28831,0.35989
2017,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.31333,230,658,0.27786,0.34879
2017,Indirect migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.44076,96,255,0.37970,0.50182
2017,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.55924,159,255,0.49818,0.62030
2018,No migration background,Primary Level,(1a) Inadequately completed,0.81275,133,169,0.75376,0.87174
2018,No migration background,Primary Level,(1b) General Elementary School,0.18725,36,169,0.12826,0.24624
2018,No migration background,Lower Secondary Level,(1b) General Elementary School,0.70382,1096,1762,0.68249,0.72514
2018,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.29618,666,1762,0.27486,0.31751
2018,No migration background,Upper Secondary Level,(1a) Inadequately completed,0.00512,57,9171,0.00366,0.00658
2018,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.43851,3578,9171,0.42836,0.44867
2018,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.47719,4682,9171,0.46697,0.48742
2018,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.07915,854,9171,0.07363,0.08468
2018,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.24121,281,1284,0.21780,0.26462
2018,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.45408,621,1284,0.42684,0.48133
2018,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.30394,382,1284,0.27878,0.32911
2018,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42974,2018,4914,0.41590,0.44359
2018,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57026,2896,4914,0.55641,0.58410
2018,Direct migration background,Primary Level,(1a) Inadequately completed,0.97711,1613,1613,0.96981,0.98441
2018,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.91771,1413,1503,0.90382,0.93161
2018,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.08229,90,1503,0.06839,0.09618
2018,Direct migration background,Upper Secondary Level,(1a) Inadequately completed,0.02869,72,2098,0.02154,0.03583
2018,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.55584,835,2098,0.53457,0.57711
2018,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.14157,271,2098,0.12665,0.15649
2018,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.27390,920,2098,0.25482,0.29299
2018,Direct migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.27157,32,65,0.16260,0.38054
2018,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.39701,33,65,0.27713,0.51688
2018,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.15614,140,1817,0.13944,0.17283
2018,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.84386,1677,1817,0.82717,0.86056
2018,Indirect migration background,Primary Level,(1a) Inadequately completed,0.67063,32,32,0.50518,0.83607
2018,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.56606,162,311,0.51089,0.62124
2018,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.43394,149,311,0.37876,0.48911
2018,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.33344,191,639,0.29686,0.37002
2018,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.35807,235,639,0.32087,0.39527
2018,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.30091,213,639,0.26532,0.33650
2018,Indirect migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46190,99,246,0.39948,0.52433
2018,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53810,147,246,0.47567,0.60052
2019,No migration background,Primary Level,(1a) Inadequately completed,0.78588,114,148,0.71956,0.85219
2019,No migration background,Primary Level,(1b) General Elementary School,0.21412,34,148,0.14781,0.28044
2019,No migration background,Lower Secondary Level,(1b) General Elementary School,0.69016,996,1675,0.66801,0.71231
2019,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.30984,679,1675,0.28769,0.33199
2019,No migration background,Upper Secondary Level,(1a) Inadequately completed,0.00581,59,9022,0.00424,0.00737
2019,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.42361,3323,9022,0.41342,0.43381
2019,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.48766,4720,9022,0.47735,0.49798
2019,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.08288,920,9022,0.07719,0.08857
2019,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.22869,323,1473,0.20724,0.25015
2019,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.45821,718,1473,0.43275,0.48366
2019,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.31203,432,1473,0.28836,0.33570
2019,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42361,2234,5621,0.41069,0.43653
2019,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57639,3387,5621,0.56347,0.58931
2019,Direct migration background,Primary Level,(1a) Inadequately completed,0.95879,1526,1526,0.94882,0.96877
2019,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.92324,1201,1290,0.90871,0.93777
2019,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.07676,89,1290,0.06223,0.09129
2019,Direct migration background,Upper Secondary Level,(1a) Inadequately completed,0.02520,63,1812,0.01798,0.03242
2019,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.55560,726,1812,0.53272,0.57849
2019,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.14805,246,1812,0.13169,0.16440
2019,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.27101,777,1812,0.25054,0.29148
2019,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.43905,35,35,0.27223,0.60586
2019,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.13423,134,1676,0.11790,0.15055
2019,Direct migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.86577,1542,1676,0.84945,0.88210
2019,Indirect migration background,Lower Secondary Level,(1b) General Elementary School,0.53808,131,254,0.47664,0.59951
2019,Indirect migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.46192,123,254,0.40049,0.52336
2019,Indirect migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.32471,169,602,0.28728,0.36215
2019,Indirect migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.33453,220,602,0.29681,0.37225
2019,Indirect migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.33560,213,602,0.29784,0.37335
2019,Indirect migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.44472,111,287,0.38712,0.50231
2019,Indirect migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.55528,176,287,0.49769,0.61288
2020,No migration background,Primary Level,(1a) Inadequately completed,0.77725,96,129,0.70516,0.84933
2020,No migration background,Primary Level,(1b) General Elementary School,0.22275,33,129,0.15067,0.29484
2020,No migration background,Lower Secondary Level,(1b) General Elementary School,0.68495,897,1530,0.66166,0.70823
2020,No migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.31505,633,1530,0.29177,0.33834
2020,No migration background,Upper Secondary Level,(1a) Inadequately completed,0.00515,51,8231,0.00360,0.00670
2020,No migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.42246,3008,8231,0.41179,0.43314
2020,No migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.48731,4325,8231,0.47651,0.49811
2020,No migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.08497,847,8231,0.07894,0.09099
2020,No migration background,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.21581,264,1300,0.19343,0.23818
2020,No migration background,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.46750,643,1300,0.44037,0.49464
2020,No migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.31596,393,1300,0.29067,0.34124
2020,No migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42841,2103,5281,0.41507,0.44176
2020,No migration background,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57159,3178,5281,0.55824,0.58493
2020,Direct migration background,Primary Level,(1a) Inadequately completed,0.94946,1647,1647,0.93888,0.96004
2020,Direct migration background,Lower Secondary Level,(1b) General Elementary School,0.89859,1454,1563,0.88362,0.91356
2020,Direct migration background,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.10141,109,1563,0.08644,0.11638
2020,Direct migration background,Upper Secondary Level,(1a) Inadequately completed,0.02615,86,2270,0.01958,0.03272
2020,Direct migration background,Upper Secondary Level,(1c) Basic Vocational Qualification,0.55110,801,2270,0.53063,0.57156
2020,Direct migration background,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.15205,238,2270,0.13728,0.16682
2020,Direct migration background,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.27054,1145,2270,0.25226,0.28882
2020,Direct migration background,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.33462,34,34,0.17362,0.49561
2020,Direct migration background,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.15664,141,2189,0.14141,0.17187
