"pli0091_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","2011","17-34","direkter Migrationshintergrund","46","0.0680044039817247","0.0513235026339957","0.0846853053294538"
"Min 1x pro Woche","2011","17-34","indirekter Migrationshintergrund","88","0.128444869362825","0.105142970507426","0.151746768218224"
"Min 1x pro Woche","2011","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2011","35-65","kein Migrationshintergrund","493","0.0331030314367684","0.0301344166950113","0.0360716461785256"
"Min 1x pro Woche","2011","35-65","direkter Migrationshintergrund","44","0.0194534288600839","0.0133218211068823","0.0255850366132856"
"Min 1x pro Woche","2011","35-65","indirekter Migrationshintergrund","12","","",""
"Min 1x pro Woche","2011","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2011","66 +","kein Migrationshintergrund","100","0.0236931276597551","0.0193338431911181","0.0280524121283921"
"Min 1x pro Woche","2011","66 +","direkter Migrationshintergrund","5","","",""
"Min 1x pro Woche","2011","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2011","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2011","17-34","kein Migrationshintergrund","1609","0.397302808175026","0.383891284193897","0.410714332156154"
"Min 1x pro Monat","2011","17-34","direkter Migrationshintergrund","168","0.277250857048271","0.247590641293919","0.306911072802623"
"Min 1x pro Monat","2011","17-34","indirekter Migrationshintergrund","263","0.405702141345052","0.371504887438338","0.439899395251766"
"Min 1x pro Monat","2011","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2011","35-65","kein Migrationshintergrund","2174","0.157532394302739","0.151487462586972","0.163577326018507"
"Min 1x pro Monat","2011","35-65","direkter Migrationshintergrund","203","0.112748056133444","0.0987063402063648","0.126789772060523"
"Min 1x pro Monat","2011","35-65","indirekter Migrationshintergrund","99","0.181918488639289","0.148104235670046","0.215732741608532"
"Min 1x pro Monat","2011","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2011","66 +","kein Migrationshintergrund","328","0.0611915129291289","0.0543216995598783","0.0680613262983795"
"Min 1x pro Monat","2011","66 +","direkter Migrationshintergrund","18","","",""
"Min 1x pro Monat","2011","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2011","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2011","17-34","kein Migrationshintergrund","2309","0.382789902285772","0.369468054199741","0.396111750371803"
"Seltener","2011","17-34","direkter Migrationshintergrund","405","0.495012582107004","0.461884792280656","0.528140371933352"
"Seltener","2011","17-34","indirekter Migrationshintergrund","334","0.384063927784249","0.350190817243859","0.417937038324638"
"Seltener","2011","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2011","35-65","kein Migrationshintergrund","7962","0.561755483610244","0.55352241446602","0.569988552754467"
"Seltener","2011","35-65","direkter Migrationshintergrund","829","0.450396730918445","0.428308321684306","0.472485140152585"
"Seltener","2011","35-65","indirekter Migrationshintergrund","270","0.549239540173953","0.505626446632676","0.59285263371523"
"Seltener","2011","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2011","66 +","kein Migrationshintergrund","1345","0.266812114048857","0.254134975052195","0.279489253045518"
"Seltener","2011","66 +","direkter Migrationshintergrund","84","0.182993521142665","0.145926254911041","0.22006078737429"
"Seltener","2011","66 +","indirekter Migrationshintergrund","3","","",""
"Seltener","2011","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","17-34","kein Migrationshintergrund","609","0.0671606978124854","0.0603006246602207","0.0740207709647501"
"Nie","2011","17-34","direkter Migrationshintergrund","256","0.159732156863","0.135457722758287","0.184006590967713"
"Nie","2011","17-34","indirekter Migrationshintergrund","107","0.0817890615078742","0.0627035262762778","0.100874596739471"
"Nie","2011","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","35-65","kein Migrationshintergrund","3323","0.247609090650249","0.240447080706776","0.254771100593721"
"Nie","2011","35-65","direkter Migrationshintergrund","873","0.417401784088027","0.395508853649895","0.439294714526158"
"Nie","2011","35-65","indirekter Migrationshintergrund","119","0.252166134828084","0.214102607322392","0.290229662333776"
"Nie","2011","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2011","66 +","kein Migrationshintergrund","2903","0.648303245362259","0.634617006416676","0.661989484307843"
"Nie","2011","66 +","direkter Migrationshintergrund","311","0.763674430492952","0.722948648553678","0.804400212432226"
"Nie","2011","66 +","indirekter Migrationshintergrund","2","","",""
"Nie","2011","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2012","17-34","kein Migrationshintergrund","","","",""
"Taeglich","2012","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","2012","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2012","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2012","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2012","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","2012","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2012","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2012","66 +","kein Migrationshintergrund","","","",""
"Taeglich","2012","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2012","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2012","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2012","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2012","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2012","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2012","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2012","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2012","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2012","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2012","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2012","17-34","kein Migrationshintergrund","","","",""
"Seltener","2012","17-34","direkter Migrationshintergrund","","","",""
"Seltener","2012","17-34","indirekter Migrationshintergrund","","","",""
"Seltener","2012","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2012","35-65","kein Migrationshintergrund","","","",""
"Seltener","2012","35-65","direkter Migrationshintergrund","","","",""
"Seltener","2012","35-65","indirekter Migrationshintergrund","","","",""
"Seltener","2012","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2012","66 +","kein Migrationshintergrund","","","",""
"Seltener","2012","66 +","direkter Migrationshintergrund","","","",""
"Seltener","2012","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","2012","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","17-34","kein Migrationshintergrund","","","",""
"Nie","2012","17-34","direkter Migrationshintergrund","","","",""
"Nie","2012","17-34","indirekter Migrationshintergrund","","","",""
"Nie","2012","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","35-65","kein Migrationshintergrund","","","",""
"Nie","2012","35-65","direkter Migrationshintergrund","","","",""
"Nie","2012","35-65","indirekter Migrationshintergrund","","","",""
"Nie","2012","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2012","66 +","kein Migrationshintergrund","","","",""
"Nie","2012","66 +","direkter Migrationshintergrund","","","",""
"Nie","2012","66 +","indirekter Migrationshintergrund","","","",""
"Nie","2012","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2013","17-34","kein Migrationshintergrund","3","","",""
"Taeglich","2013","17-34","direkter Migrationshintergrund","2","","",""
"Taeglich","2013","17-34","indirekter Migrationshintergrund","3","","",""
"Taeglich","2013","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2013","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2013","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","2013","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2013","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2013","66 +","kein Migrationshintergrund","1","","",""
"Taeglich","2013","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2013","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2013","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2013","17-34","kein Migrationshintergrund","314","0.0893935077740684","0.0809169015557181","0.0978701139924188"
"Min 1x pro Woche","2013","17-34","direkter Migrationshintergrund","25","","",""
"Min 1x pro Woche","2013","17-34","indirekter Migrationshintergrund","53","0.0857462802336492","0.0642877373032039","0.107204823164094"
"Min 1x pro Woche","2013","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2013","35-65","kein Migrationshintergrund","141","0.012668834850922","0.0107240229261891","0.0146136467756549"
"Min 1x pro Woche","2013","35-65","direkter Migrationshintergrund","21","","",""
"Min 1x pro Woche","2013","35-65","indirekter Migrationshintergrund","10","","",""
"Min 1x pro Woche","2013","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2013","66 +","kein Migrationshintergrund","29","","",""
"Min 1x pro Woche","2013","66 +","direkter Migrationshintergrund","1","","",""
"Min 1x pro Woche","2013","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2013","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2013","17-34","kein Migrationshintergrund","1591","0.404338428132921","0.389757809577728","0.418919046688114"
"Min 1x pro Monat","2013","17-34","direkter Migrationshintergrund","152","0.407751502435591","0.368463438866179","0.447039566005003"
"Min 1x pro Monat","2013","17-34","indirekter Migrationshintergrund","258","0.421705665543359","0.3838580604576","0.459553270629118"
"Min 1x pro Monat","2013","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2013","35-65","kein Migrationshintergrund","2028","0.157707397769194","0.15136964382022","0.164045151718168"
"Min 1x pro Monat","2013","35-65","direkter Migrationshintergrund","212","0.130336928730937","0.114271223081689","0.146402634380185"
"Min 1x pro Monat","2013","35-65","indirekter Migrationshintergrund","108","0.196505893395679","0.162418642495275","0.230593144296082"
"Min 1x pro Monat","2013","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2013","66 +","kein Migrationshintergrund","327","0.0656583232044411","0.0584432523877859","0.0728733940210963"
"Min 1x pro Monat","2013","66 +","direkter Migrationshintergrund","19","","",""
"Min 1x pro Monat","2013","66 +","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","2013","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2013","17-34","kein Migrationshintergrund","1951","0.414716030764981","0.40007868358668","0.429353377943281"
"Seltener","2013","17-34","direkter Migrationshintergrund","257","0.358410648637213","0.32007261087463","0.396748686399795"
"Seltener","2013","17-34","indirekter Migrationshintergrund","248","0.359712349152309","0.322931271158478","0.39649342714614"
"Seltener","2013","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2013","35-65","kein Migrationshintergrund","7224","0.551486099066662","0.542837752450007","0.560134445683318"
"Seltener","2013","35-65","direkter Migrationshintergrund","717","0.428248118083307","0.404635612007377","0.451860624159237"
"Seltener","2013","35-65","indirekter Migrationshintergrund","305","0.556623428358317","0.514006715248281","0.599240141468354"
"Seltener","2013","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2013","66 +","kein Migrationshintergrund","1291","0.266441408597361","0.253563032374743","0.279319784819979"
"Seltener","2013","66 +","direkter Migrationshintergrund","65","0.166688376001586","0.128661444220259","0.204715307782912"
"Seltener","2013","66 +","indirekter Migrationshintergrund","1","","",""
"Seltener","2013","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","17-34","kein Migrationshintergrund","493","0.0901519256202793","0.0816429830671058","0.0986608681734528"
"Nie","2013","17-34","direkter Migrationshintergrund","165","0.146388016153232","0.118126603301577","0.174649429004887"
"Nie","2013","17-34","indirekter Migrationshintergrund","92","0.131810226968296","0.105883893443562","0.157736560493031"
"Nie","2013","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","35-65","kein Migrationshintergrund","3311","0.278137668313222","0.270345919504697","0.285929417121746"
"Nie","2013","35-65","direkter Migrationshintergrund","737","0.424859977343366","0.401271481102821","0.448448473583911"
"Nie","2013","35-65","indirekter Migrationshintergrund","99","0.220812138905027","0.185228906196579","0.256395371613476"
"Nie","2013","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","66 +","kein Migrationshintergrund","2879","0.66104265226799","0.647253736734056","0.674831567801924"
"Nie","2013","66 +","direkter Migrationshintergrund","284","0.795874912601974","0.754749950818605","0.836999874385343"
"Nie","2013","66 +","indirekter Migrationshintergrund","2","","",""
"Nie","2013","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2014","17-34","kein Migrationshintergrund","","","",""
"Taeglich","2014","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","2014","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2014","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2014","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2014","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","2014","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2014","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2014","66 +","kein Migrationshintergrund","","","",""
"Taeglich","2014","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2014","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2014","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2014","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2014","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2014","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2014","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2014","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2014","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2014","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2014","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2014","17-34","kein Migrationshintergrund","","","",""
"Seltener","2014","17-34","direkter Migrationshintergrund","","","",""
"Seltener","2014","17-34","indirekter Migrationshintergrund","","","",""
"Seltener","2014","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2014","35-65","kein Migrationshintergrund","","","",""
"Seltener","2014","35-65","direkter Migrationshintergrund","","","",""
"Seltener","2014","35-65","indirekter Migrationshintergrund","","","",""
"Seltener","2014","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2014","66 +","kein Migrationshintergrund","","","",""
"Seltener","2014","66 +","direkter Migrationshintergrund","","","",""
"Seltener","2014","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","2014","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","17-34","kein Migrationshintergrund","","","",""
"Nie","2014","17-34","direkter Migrationshintergrund","","","",""
"Nie","2014","17-34","indirekter Migrationshintergrund","","","",""
"Nie","2014","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","35-65","kein Migrationshintergrund","","","",""
"Nie","2014","35-65","direkter Migrationshintergrund","","","",""
"Nie","2014","35-65","indirekter Migrationshintergrund","","","",""
"Nie","2014","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","66 +","kein Migrationshintergrund","","","",""
"Nie","2014","66 +","direkter Migrationshintergrund","","","",""
"Nie","2014","66 +","indirekter Migrationshintergrund","","","",""
"Nie","2014","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2015","17-34","kein Migrationshintergrund","","","",""
"Taeglich","2015","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","2015","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2015","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2015","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2015","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","2015","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2015","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2015","66 +","kein Migrationshintergrund","","","",""
"Taeglich","2015","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2015","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2015","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2015","17-34","kein Migrationshintergrund","327","0.0856245387157928","0.0766509906863595","0.0945980867452261"
"Min 1x pro Woche","2015","17-34","direkter Migrationshintergrund","116","0.0845445362597725","0.0721005689847243","0.0969885035348207"
"Min 1x pro Woche","2015","17-34","indirekter Migrationshintergrund","85","0.0735806474090305","0.0573170690888516","0.0898442257292094"
"Min 1x pro Woche","2015","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2015","35-65","kein Migrationshintergrund","294","0.0294915209392957","0.0263282454372299","0.0326547964413615"
"Min 1x pro Woche","2015","35-65","direkter Migrationshintergrund","73","0.0190440984477118","0.0145320528337447","0.0235561440616789"
"Min 1x pro Woche","2015","35-65","indirekter Migrationshintergrund","15","","",""
"Min 1x pro Woche","2015","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2015","66 +","kein Migrationshintergrund","84","0.020685552553322","0.0164985795331559","0.0248725255734881"
"Min 1x pro Woche","2015","66 +","direkter Migrationshintergrund","8","","",""
"Min 1x pro Woche","2015","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2015","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2015","17-34","kein Migrationshintergrund","1341","0.381438356890683","0.365860544742648","0.397016169038717"
"Min 1x pro Monat","2015","17-34","direkter Migrationshintergrund","487","0.29069487943791","0.270383813544724","0.311005945331096"
"Min 1x pro Monat","2015","17-34","indirekter Migrationshintergrund","388","0.423387081048","0.392609004246833","0.454165157849167"
"Min 1x pro Monat","2015","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2015","35-65","kein Migrationshintergrund","1825","0.168204173697476","0.161210336509134","0.175198010885818"
"Min 1x pro Monat","2015","35-65","direkter Migrationshintergrund","400","0.117854595545189","0.107210423655079","0.1284987674353"
"Min 1x pro Monat","2015","35-65","indirekter Migrationshintergrund","122","0.178579679881595","0.149898200628343","0.207261159134846"
"Min 1x pro Monat","2015","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2015","66 +","kein Migrationshintergrund","402","0.0863733356533789","0.0781095366117502","0.0946371346950076"
"Min 1x pro Monat","2015","66 +","direkter Migrationshintergrund","29","","",""
"Min 1x pro Monat","2015","66 +","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","2015","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2015","17-34","kein Migrationshintergrund","1722","0.451920073787565","0.435959240833972","0.467880906741158"
"Seltener","2015","17-34","direkter Migrationshintergrund","841","0.432287578669904","0.410128686032105","0.454446471307703"
"Seltener","2015","17-34","indirekter Migrationshintergrund","402","0.387884405860753","0.357531632749813","0.418237178971693"
"Seltener","2015","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2015","35-65","kein Migrationshintergrund","6609","0.579306283222814","0.570075768954273","0.588536797491356"
"Seltener","2015","35-65","direkter Migrationshintergrund","1493","0.408489538786769","0.392262464859541","0.424716612713997"
"Seltener","2015","35-65","indirekter Migrationshintergrund","412","0.56940035796896","0.532319608330865","0.606481107607056"
"Seltener","2015","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2015","66 +","kein Migrationshintergrund","1499","0.310361790961172","0.296752036160314","0.323971545762031"
"Seltener","2015","66 +","direkter Migrationshintergrund","75","0.168212862657717","0.132775458025532","0.203650267289902"
"Seltener","2015","66 +","indirekter Migrationshintergrund","2","","",""
"Seltener","2015","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","17-34","kein Migrationshintergrund","345","0.0810170306059593","0.072266292622366","0.0897677685895526"
"Nie","2015","17-34","direkter Migrationshintergrund","476","0.192473005632413","0.17483859638806","0.210107414876766"
"Nie","2015","17-34","indirekter Migrationshintergrund","115","0.115147865682216","0.0952643218333221","0.135031409531111"
"Nie","2015","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","35-65","kein Migrationshintergrund","2260","0.222998022140414","0.215214962948623","0.230781081332206"
"Nie","2015","35-65","direkter Migrationshintergrund","1559","0.45461176722033","0.438174040782333","0.471049493658326"
"Nie","2015","35-65","indirekter Migrationshintergrund","136","0.226585356651655","0.195236267975453","0.257934445327858"
"Nie","2015","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","66 +","kein Migrationshintergrund","2454","0.582579320832127","0.568072574026208","0.597086067638046"
"Nie","2015","66 +","direkter Migrationshintergrund","316","0.721319990471899","0.678844040657375","0.763795940286422"
"Nie","2015","66 +","indirekter Migrationshintergrund","1","","",""
"Nie","2015","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2016","17-34","kein Migrationshintergrund","","","",""
"Taeglich","2016","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","2016","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2016","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2016","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2016","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","2016","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2016","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2016","66 +","kein Migrationshintergrund","","","",""
"Taeglich","2016","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2016","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2016","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2016","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2016","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2016","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2016","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2016","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2016","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2016","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2016","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2016","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2016","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2016","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2016","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2016","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2016","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2016","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2016","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2016","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2016","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2016","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2016","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2016","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2016","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2016","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2016","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2016","17-34","kein Migrationshintergrund","","","",""
"Seltener","2016","17-34","direkter Migrationshintergrund","","","",""
"Seltener","2016","17-34","indirekter Migrationshintergrund","","","",""
"Seltener","2016","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2016","35-65","kein Migrationshintergrund","","","",""
"Seltener","2016","35-65","direkter Migrationshintergrund","","","",""
"Seltener","2016","35-65","indirekter Migrationshintergrund","","","",""
"Seltener","2016","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2016","66 +","kein Migrationshintergrund","","","",""
"Seltener","2016","66 +","direkter Migrationshintergrund","","","",""
"Seltener","2016","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","2016","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","17-34","kein Migrationshintergrund","","","",""
"Nie","2016","17-34","direkter Migrationshintergrund","","","",""
"Nie","2016","17-34","indirekter Migrationshintergrund","","","",""
