"pli0091_h","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","2007","indirekter Migrationshintergrund","Staedtischer Raum","99","0.175271683731947","0.146374960346492","0.204168407117402"
"Nie","2007","indirekter Migrationshintergrund","Laendlicher Raum","11","","",""
"Nie","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2008","kein Migrationshintergrund","Staedtischer Raum","6","0.000484204814161172","6.12567809936766e-05","0.000907152847328667"
"Taeglich","2008","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"Taeglich","2008","direkter Migrationshintergrund","Staedtischer Raum","1","","",""
"Taeglich","2008","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2008","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2008","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2008","kein Migrationshintergrund","Staedtischer Raum","352","0.0338838098834362","0.0304053385745481","0.0373622811923244"
"Min 1x pro Woche","2008","kein Migrationshintergrund","Laendlicher Raum","170","","",""
"Min 1x pro Woche","2008","direkter Migrationshintergrund","Staedtischer Raum","29","","",""
"Min 1x pro Woche","2008","direkter Migrationshintergrund","Laendlicher Raum","8","0.0312965945539624","0.013234923102531","0.0493582660053938"
"Min 1x pro Woche","2008","indirekter Migrationshintergrund","Staedtischer Raum","68","0.10197603551974","0.0787477413006859","0.125204329738793"
"Min 1x pro Woche","2008","indirekter Migrationshintergrund","Laendlicher Raum","9","0.105211687078177","0.0486397547635571","0.161783619392797"
"Min 1x pro Woche","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2008","kein Migrationshintergrund","Staedtischer Raum","1755","","",""
"Min 1x pro Monat","2008","kein Migrationshintergrund","Laendlicher Raum","858","0.13407273839673","0.125588001460409","0.142557475333051"
"Min 1x pro Monat","2008","direkter Migrationshintergrund","Staedtischer Raum","196","","",""
"Min 1x pro Monat","2008","direkter Migrationshintergrund","Laendlicher Raum","32","0.106309451572209","0.074335706773367","0.138283196371052"
"Min 1x pro Monat","2008","indirekter Migrationshintergrund","Staedtischer Raum","200","","",""
"Min 1x pro Monat","2008","indirekter Migrationshintergrund","Laendlicher Raum","36","0.419920261295374","0.328921363401433","0.510919159189316"
"Min 1x pro Monat","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2008","kein Migrationshintergrund","Staedtischer Raum","4547","0.424078001623263","0.414576716883119","0.433579286363408"
"Seltener","2008","kein Migrationshintergrund","Laendlicher Raum","2768","","",""
"Seltener","2008","direkter Migrationshintergrund","Staedtischer Raum","519","0.345658861118168","0.32193691019195","0.369380812044385"
"Seltener","2008","direkter Migrationshintergrund","Laendlicher Raum","109","","",""
"Seltener","2008","indirekter Migrationshintergrund","Staedtischer Raum","275","","",""
"Seltener","2008","indirekter Migrationshintergrund","Laendlicher Raum","47","0.338227358117148","0.250997002991747","0.425457713242548"
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2008","kein Migrationshintergrund","Staedtischer Raum","3733","0.375618359584904","0.366307793319608","0.384928925850199"
"Nie","2008","kein Migrationshintergrund","Laendlicher Raum","2398","","",""
"Nie","2008","direkter Migrationshintergrund","Staedtischer Raum","799","0.49418735570096","0.469249155992659","0.51912555540926"
"Nie","2008","direkter Migrationshintergrund","Laendlicher Raum","208","","",""
"Nie","2008","indirekter Migrationshintergrund","Staedtischer Raum","109","","",""
"Nie","2008","indirekter Migrationshintergrund","Laendlicher Raum","21","","",""
"Nie","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2009","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2009","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2009","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2009","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2009","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2009","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2009","kein Migrationshintergrund","Staedtischer Raum","535","0.0557780707689416","0.0512061190881551","0.0603500224497281"
"Min 1x pro Woche","2009","kein Migrationshintergrund","Laendlicher Raum","306","0.055664843237223","0.0498135847876881","0.0615161016867578"
"Min 1x pro Woche","2009","direkter Migrationshintergrund","Staedtischer Raum","46","0.0390527666436898","0.0286259436131521","0.0494795896742275"
"Min 1x pro Woche","2009","direkter Migrationshintergrund","Laendlicher Raum","11","","",""
"Min 1x pro Woche","2009","indirekter Migrationshintergrund","Staedtischer Raum","72","0.128672564793334","0.101654405464973","0.155690724121694"
"Min 1x pro Woche","2009","indirekter Migrationshintergrund","Laendlicher Raum","5","0.0158419226260115","-0.00678323089102876","0.0384670761430517"
"Min 1x pro Woche","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2009","kein Migrationshintergrund","Staedtischer Raum","1845","","",""
"Min 1x pro Monat","2009","kein Migrationshintergrund","Laendlicher Raum","900","0.151174565982349","0.142032501836346","0.160316630128352"
"Min 1x pro Monat","2009","direkter Migrationshintergrund","Staedtischer Raum","170","","",""
"Min 1x pro Monat","2009","direkter Migrationshintergrund","Laendlicher Raum","38","0.133983895951745","0.0967781993562427","0.171189592547246"
"Min 1x pro Monat","2009","indirekter Migrationshintergrund","Staedtischer Raum","180","","",""
"Min 1x pro Monat","2009","indirekter Migrationshintergrund","Laendlicher Raum","41","0.417251239138178","0.327901218519275","0.506601259757082"
"Min 1x pro Monat","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2009","kein Migrationshintergrund","Staedtischer Raum","4575","0.461414118775125","0.451482826392203","0.471345411158047"
"Seltener","2009","kein Migrationshintergrund","Laendlicher Raum","2926","","",""
"Seltener","2009","direkter Migrationshintergrund","Staedtischer Raum","533","0.409506858094621","0.383039271193456","0.435974444995787"
"Seltener","2009","direkter Migrationshintergrund","Laendlicher Raum","120","","",""
"Seltener","2009","indirekter Migrationshintergrund","Staedtischer Raum","274","","",""
"Seltener","2009","indirekter Migrationshintergrund","Laendlicher Raum","55","0.487843977402344","0.397271389660236","0.578416565144451"
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2009","kein Migrationshintergrund","Staedtischer Raum","2724","","",""
"Nie","2009","kein Migrationshintergrund","Laendlicher Raum","1766","","",""
"Nie","2009","direkter Migrationshintergrund","Staedtischer Raum","577","0.42161879028503","0.395039499067981","0.448198081502079"
"Nie","2009","direkter Migrationshintergrund","Laendlicher Raum","153","","",""
"Nie","2009","indirekter Migrationshintergrund","Staedtischer Raum","64","0.101738218924392","0.0773451967075191","0.126131241141266"
"Nie","2009","indirekter Migrationshintergrund","Laendlicher Raum","16","","",""
"Nie","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2010","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2010","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2010","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2010","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2010","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2010","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2010","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2010","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2010","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2010","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2010","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2010","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2010","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2010","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2010","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2010","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2010","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2010","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2010","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2010","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2010","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2010","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2010","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2010","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2010","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2010","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2010","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2010","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2010","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2010","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2011","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2011","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2011","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2011","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2011","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2011","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2011","kein Migrationshintergrund","Staedtischer Raum","752","0.0581709319587105","0.0543693730718961","0.0619724908455248"
"Min 1x pro Woche","2011","kein Migrationshintergrund","Laendlicher Raum","428","0.0522243429563831","0.0476729988324848","0.0567756870802815"
"Min 1x pro Woche","2011","direkter Migrationshintergrund","Staedtischer Raum","69","0.0303768003208202","0.0235921157115196","0.0371614849301209"
"Min 1x pro Woche","2011","direkter Migrationshintergrund","Laendlicher Raum","26","","",""
"Min 1x pro Woche","2011","indirekter Migrationshintergrund","Staedtischer Raum","81","0.104027424310535","0.0855701309817972","0.122484717639272"
"Min 1x pro Woche","2011","indirekter Migrationshintergrund","Laendlicher Raum","19","","",""
"Min 1x pro Woche","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2011","kein Migrationshintergrund","Staedtischer Raum","2749","","",""
"Min 1x pro Monat","2011","kein Migrationshintergrund","Laendlicher Raum","1362","","",""
"Min 1x pro Monat","2011","direkter Migrationshintergrund","Staedtischer Raum","301","0.145849863479105","0.131896552531401","0.159803174426809"
"Min 1x pro Monat","2011","direkter Migrationshintergrund","Laendlicher Raum","88","0.113781091485027","0.0915533358597413","0.136008847110313"
"Min 1x pro Monat","2011","indirekter Migrationshintergrund","Staedtischer Raum","298","","",""
"Min 1x pro Monat","2011","indirekter Migrationshintergrund","Laendlicher Raum","64","0.332317439393847","0.273454476280191","0.391180402507503"
"Min 1x pro Monat","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2011","kein Migrationshintergrund","Staedtischer Raum","7072","0.443620013827057","0.435551120361594","0.45168890729252"
"Seltener","2011","kein Migrationshintergrund","Laendlicher Raum","4544","0.453472587774658","0.443288270967278","0.463656904582039"
"Seltener","2011","direkter Migrationshintergrund","Staedtischer Raum","1003","","",""
"Seltener","2011","direkter Migrationshintergrund","Laendlicher Raum","315","0.405508470677712","0.371139790047464","0.43987715130796"
"Seltener","2011","indirekter Migrationshintergrund","Staedtischer Raum","492","0.421719042569283","0.391863306376196","0.451574778762371"
"Seltener","2011","indirekter Migrationshintergrund","Laendlicher Raum","115","","",""
"Seltener","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2011","kein Migrationshintergrund","Staedtischer Raum","3990","0.300899161064069","0.293450073724441","0.308348248403698"
"Nie","2011","kein Migrationshintergrund","Laendlicher Raum","2845","","",""
"Nie","2011","direkter Migrationshintergrund","Staedtischer Raum","1085","","",""
"Nie","2011","direkter Migrationshintergrund","Laendlicher Raum","355","0.455948678745479","0.421085420322062","0.490811937168896"
"Nie","2011","indirekter Migrationshintergrund","Staedtischer Raum","180","","",""
"Nie","2011","indirekter Migrationshintergrund","Laendlicher Raum","48","0.12976211741476","0.0877694471636862","0.171754787665833"
"Nie","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2013","kein Migrationshintergrund","Staedtischer Raum","2","","",""
"Taeglich","2013","kein Migrationshintergrund","Laendlicher Raum","2","","",""
"Taeglich","2013","direkter Migrationshintergrund","Staedtischer Raum","1","","",""
"Taeglich","2013","direkter Migrationshintergrund","Laendlicher Raum","1","","",""
"Taeglich","2013","indirekter Migrationshintergrund","Staedtischer Raum","3","","",""
"Taeglich","2013","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2013","kein Migrationshintergrund","Staedtischer Raum","313","0.0283847846179447","0.0255466980638974","0.0312228711719919"
"Min 1x pro Woche","2013","kein Migrationshintergrund","Laendlicher Raum","171","","",""
"Min 1x pro Woche","2013","direkter Migrationshintergrund","Staedtischer Raum","33","0.0187488369455275","0.0127984517449747","0.0246992221460803"
"Min 1x pro Woche","2013","direkter Migrationshintergrund","Laendlicher Raum","14","","",""
"Min 1x pro Woche","2013","indirekter Migrationshintergrund","Staedtischer Raum","54","0.0666464896252428","0.0508282508272249","0.0824647284232607"
"Min 1x pro Woche","2013","indirekter Migrationshintergrund","Laendlicher Raum","9","0.0375233004387727","0.012691828756946","0.0623547721205994"
"Min 1x pro Woche","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2013","kein Migrationshintergrund","Staedtischer Raum","2620","","",""
"Min 1x pro Monat","2013","kein Migrationshintergrund","Laendlicher Raum","1326","","",""
"Min 1x pro Monat","2013","direkter Migrationshintergrund","Staedtischer Raum","298","","",""
"Min 1x pro Monat","2013","direkter Migrationshintergrund","Laendlicher Raum","85","0.154830987968567","0.127253920194281","0.182408055742853"
"Min 1x pro Monat","2013","indirekter Migrationshintergrund","Staedtischer Raum","298","","",""
"Min 1x pro Monat","2013","indirekter Migrationshintergrund","Laendlicher Raum","69","0.274407334159822","0.216102960875633","0.332711707444011"
"Min 1x pro Monat","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2013","kein Migrationshintergrund","Staedtischer Raum","6388","0.446393385951048","0.437897763741399","0.454889008160697"
"Seltener","2013","kein Migrationshintergrund","Laendlicher Raum","4078","0.446730465652011","0.436117775921646","0.457343155382376"
"Seltener","2013","direkter Migrationshintergrund","Staedtischer Raum","782","0.364282530732171","0.343171031880491","0.385394029583852"
"Seltener","2013","direkter Migrationshintergrund","Laendlicher Raum","257","","",""
"Seltener","2013","indirekter Migrationshintergrund","Staedtischer Raum","453","0.428977346410341","0.397587423192401","0.460367269628281"
"Seltener","2013","indirekter Migrationshintergrund","Laendlicher Raum","101","","",""
"Seltener","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2013","kein Migrationshintergrund","Staedtischer Raum","3830","0.324564693884896","0.316563068816229","0.332566318953562"
"Nie","2013","kein Migrationshintergrund","Laendlicher Raum","2853","","",""
"Nie","2013","direkter Migrationshintergrund","Staedtischer Raum","882","0.457452899876121","0.435597450612999","0.479308349139243"
"Nie","2013","direkter Migrationshintergrund","Laendlicher Raum","304","0.493318963308147","0.45520548443136","0.531432442184934"
"Nie","2013","indirekter Migrationshintergrund","Staedtischer Raum","147","","",""
"Nie","2013","indirekter Migrationshintergrund","Laendlicher Raum","46","0.210794973237681","0.157500536269159","0.264089410206203"
"Nie","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Woche","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Woche","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Min 1x pro Monat","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Min 1x pro Monat","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Monat","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nie","2014","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2014","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2014","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2014","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2014","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Nie","2014","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Nie","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nie","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Taeglich","2015","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2015","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2015","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2015","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2015","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Taeglich","2015","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Taeglich","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Taeglich","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Woche","2015","kein Migrationshintergrund","Staedtischer Raum","447","0.040500121076653","0.0369241922236709","0.0440760499296351"
"Min 1x pro Woche","2015","kein Migrationshintergrund","Laendlicher Raum","258","","",""
"Min 1x pro Woche","2015","direkter Migrationshintergrund","Staedtischer Raum","147","","",""
"Min 1x pro Woche","2015","direkter Migrationshintergrund","Laendlicher Raum","50","0.042826386735074","0.0325804059373581","0.0530723675327898"
"Min 1x pro Woche","2015","indirekter Migrationshintergrund","Staedtischer Raum","81","0.0537989957155526","0.0418299217178417","0.0657680697132635"
"Min 1x pro Woche","2015","indirekter Migrationshintergrund","Laendlicher Raum","19","","",""
"Min 1x pro Woche","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Min 1x pro Woche","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Min 1x pro Monat","2015","kein Migrationshintergrund","Staedtischer Raum","2371","","",""
"Min 1x pro Monat","2015","kein Migrationshintergrund","Laendlicher Raum","1197","","",""
