year,migback,pgisced97,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Indirect migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.68594,32,32,0.52255,0.84933
2015,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.47272,130,169,0.39723,0.54822
2015,Indirect migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.16019,39,169,0.10473,0.21566
2016,No migration background,Pre-primary Level,Not leaning towards specific party,0.37869,155,155,0.30208,0.45530
2016,No migration background,Primary Level,Not leaning towards specific party,0.75225,112,112,0.67194,0.83257
2016,No migration background,Lower Secondary Level,Not leaning towards specific party,0.65265,1006,1376,0.62748,0.67782
2016,No migration background,Lower Secondary Level,SPD,0.09647,143,1376,0.08087,0.11208
2016,No migration background,Lower Secondary Level,CDU/CSU,0.14219,193,1376,0.12373,0.16065
2016,No migration background,Lower Secondary Level,AfD,0.02024,34,1376,0.01280,0.02769
2016,No migration background,Upper Secondary Level,Not leaning towards specific party,0.58559,5226,8595,0.57518,0.59601
2016,No migration background,Upper Secondary Level,SPD,0.11485,956,8595,0.10811,0.12159
2016,No migration background,Upper Secondary Level,CDU/CSU,0.17692,1468,8595,0.16885,0.18499
2016,No migration background,Upper Secondary Level,FDP,0.00733,69,8595,0.00552,0.00913
2016,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.03715,315,8595,0.03315,0.04115
2016,No migration background,Upper Secondary Level,PDS/Linke,0.02157,207,8595,0.01850,0.02464
2016,No migration background,Upper Secondary Level,Far right parties,0.00533,40,8595,0.00379,0.00687
2016,No migration background,Upper Secondary Level,AfD,0.02887,263,8595,0.02533,0.03241
2016,No migration background,Upper Secondary Level,Others,0.00551,51,8595,0.00395,0.00708
2016,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.48208,592,1132,0.45296,0.51121
2016,No migration background,Post-secondary Non-tertiary Level,SPD,0.12443,141,1132,0.10520,0.14367
2016,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.16754,196,1132,0.14577,0.18930
2016,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.10829,123,1132,0.09018,0.12640
2016,No migration background,Post-secondary Non-tertiary Level,PDS/Linke,0.05303,49,1132,0.03997,0.06609
2016,No migration background,Post-secondary Non-tertiary Level,AfD,0.03430,31,1132,0.02369,0.04491
2016,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.51975,644,1178,0.49121,0.54829
2016,No migration background,First Stage of Tertiary Education,SPD,0.12557,152,1178,0.10664,0.14450
2016,No migration background,First Stage of Tertiary Education,CDU/CSU,0.20783,279,1178,0.18465,0.23102
2016,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.06897,68,1178,0.05450,0.08345
2016,No migration background,First Stage of Tertiary Education,AfD,0.02525,35,1178,0.01629,0.03422
2016,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.38447,1691,4369,0.37004,0.39890
2016,No migration background,Second Stage of Tertiary Education,SPD,0.13464,578,4369,0.12452,0.14477
2016,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.21187,919,4369,0.19975,0.22399
2016,No migration background,Second Stage of Tertiary Education,FDP,0.03094,136,4369,0.02581,0.03608
2016,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.14684,689,4369,0.13634,0.15733
2016,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.04276,222,4369,0.03676,0.04876
2016,No migration background,Second Stage of Tertiary Education,AfD,0.01386,62,4369,0.01039,0.01732
2016,No migration background,Second Stage of Tertiary Education,Others,0.00915,34,4369,0.00633,0.01198
2016,No migration background,Second Stage of Tertiary Education,Party combinations,0.01054,38,4369,0.00751,0.01357
2016,Direct migration background,Pre-primary Level,Not leaning towards specific party,0.59004,39,39,0.43366,0.74641
2016,Direct migration background,Primary Level,Not leaning towards specific party,0.67867,212,212,0.61566,0.74168
2016,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.81737,692,786,0.79034,0.84439
2016,Direct migration background,Lower Secondary Level,SPD,0.06879,49,786,0.05108,0.08649
2016,Direct migration background,Lower Secondary Level,CDU/CSU,0.06272,45,786,0.04576,0.07968
2016,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.73344,1293,1573,0.71158,0.75530
2016,Direct migration background,Upper Secondary Level,SPD,0.08582,109,1573,0.07197,0.09966
2016,Direct migration background,Upper Secondary Level,CDU/CSU,0.10947,171,1573,0.09403,0.12490
2016,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.73904,554,670,0.70576,0.77232
2016,Direct migration background,Post-secondary Non-tertiary Level,SPD,0.09258,60,670,0.07062,0.11455
2016,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.06461,56,670,0.04598,0.08324
2016,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.66482,63,63,0.54732,0.78232
2016,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.63850,916,1238,0.61173,0.66527
2016,Direct migration background,Second Stage of Tertiary Education,SPD,0.07848,77,1238,0.06349,0.09347
2016,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.10942,133,1238,0.09203,0.12682
2016,Direct migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.07757,73,1238,0.06266,0.09247
2016,Direct migration background,Second Stage of Tertiary Education,PDS/Linke,0.03607,39,1238,0.02568,0.04646
2016,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.38310,56,56,0.25462,0.51158
2016,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.76675,251,251,0.71433,0.81917
2016,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.73031,441,535,0.69267,0.76795
2016,Indirect migration background,Upper Secondary Level,SPD,0.11161,63,535,0.08490,0.13832
2016,Indirect migration background,Upper Secondary Level,CDU/CSU,0.03563,31,535,0.01991,0.05136
2016,Indirect migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.60607,64,64,0.48541,0.72673
2016,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.47574,114,146,0.39445,0.55703
2016,Indirect migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.13203,32,146,0.07693,0.18713
2017,No migration background,Pre-primary Level,Not leaning towards specific party,0.39405,204,204,0.32683,0.46127
2017,No migration background,Primary Level,Not leaning towards specific party,0.76547,130,130,0.69236,0.83859
2017,No migration background,Lower Secondary Level,Not leaning towards specific party,0.63604,1141,1605,0.61250,0.65959
2017,No migration background,Lower Secondary Level,SPD,0.12401,188,1605,0.10788,0.14014
2017,No migration background,Lower Secondary Level,CDU/CSU,0.14025,204,1605,0.12326,0.15724
2017,No migration background,Lower Secondary Level,PDS/Linke,0.01277,32,1605,0.00727,0.01826
2017,No migration background,Lower Secondary Level,AfD,0.02699,40,1605,0.01906,0.03492
2017,No migration background,Upper Secondary Level,Not leaning towards specific party,0.57937,5835,9561,0.56948,0.58927
2017,No migration background,Upper Secondary Level,SPD,0.13777,1240,9561,0.13086,0.14468
2017,No migration background,Upper Secondary Level,CDU/CSU,0.16180,1496,9561,0.15442,0.16918
2017,No migration background,Upper Secondary Level,FDP,0.01029,103,9561,0.00827,0.01231
2017,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.02719,284,9561,0.02393,0.03045
2017,No migration background,Upper Secondary Level,PDS/Linke,0.02320,252,9561,0.02018,0.02622
2017,No migration background,Upper Secondary Level,Far right parties,0.00321,45,9561,0.00208,0.00434
2017,No migration background,Upper Secondary Level,AfD,0.02919,266,9561,0.02582,0.03257
2017,No migration background,Upper Secondary Level,Others,0.00473,40,9561,0.00335,0.00611
2017,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.47719,721,1359,0.45063,0.50376
2017,No migration background,Post-secondary Non-tertiary Level,SPD,0.15205,201,1359,0.13295,0.17115
2017,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.17320,239,1359,0.15308,0.19333
2017,No migration background,Post-secondary Non-tertiary Level,FDP,0.03029,32,1359,0.02117,0.03940
2017,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.07237,113,1359,0.05859,0.08615
2017,No migration background,Post-secondary Non-tertiary Level,PDS/Linke,0.03290,53,1359,0.02341,0.04239
2017,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.46187,667,1309,0.43485,0.48889
2017,No migration background,First Stage of Tertiary Education,SPD,0.15573,190,1309,0.13608,0.17538
2017,No migration background,First Stage of Tertiary Education,CDU/CSU,0.23330,316,1309,0.21038,0.25622
2017,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.04844,64,1309,0.03680,0.06007
2017,No migration background,First Stage of Tertiary Education,PDS/Linke,0.02339,32,1309,0.01520,0.03158
2017,No migration background,First Stage of Tertiary Education,AfD,0.03105,40,1309,0.02165,0.04045
2017,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.39348,2022,4919,0.37982,0.40713
2017,No migration background,Second Stage of Tertiary Education,SPD,0.14416,713,4919,0.13435,0.15398
2017,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.20624,1032,4919,0.19493,0.21755
2017,No migration background,Second Stage of Tertiary Education,FDP,0.03644,190,4919,0.03120,0.04167
2017,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.11928,633,4919,0.11022,0.12834
2017,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.05220,240,4919,0.04599,0.05842
2017,No migration background,Second Stage of Tertiary Education,AfD,0.01381,58,4919,0.01055,0.01707
2017,No migration background,Second Stage of Tertiary Education,Party combinations,0.00764,31,4919,0.00521,0.01007
2017,Direct migration background,Pre-primary Level,Not leaning towards specific party,0.35597,32,32,0.18741,0.52452
2017,Direct migration background,Primary Level,Not leaning towards specific party,0.70054,826,945,0.67132,0.72976
2017,Direct migration background,Primary Level,SPD,0.13657,33,945,0.11466,0.15847
2017,Direct migration background,Primary Level,CDU/CSU,0.03584,86,945,0.02398,0.04769
2017,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.77530,991,1151,0.75118,0.79943
2017,Direct migration background,Lower Secondary Level,SPD,0.08871,56,1151,0.07227,0.10514
2017,Direct migration background,Lower Secondary Level,CDU/CSU,0.07968,104,1151,0.06403,0.09533
2017,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.70342,1523,1919,0.68298,0.72386
2017,Direct migration background,Upper Secondary Level,SPD,0.10179,131,1919,0.08826,0.11532
2017,Direct migration background,Upper Secondary Level,CDU/CSU,0.11651,229,1919,0.10216,0.13087
2017,Direct migration background,Upper Secondary Level,PDS/Linke,0.01802,36,1919,0.01207,0.02398
2017,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.75325,557,666,0.72048,0.78601
2017,Direct migration background,Post-secondary Non-tertiary Level,SPD,0.09123,52,666,0.06934,0.11311
2017,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.06665,57,666,0.04770,0.08561
2017,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.73521,63,63,0.62538,0.84504
2017,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.60188,1115,1571,0.57767,0.62609
2017,Direct migration background,Second Stage of Tertiary Education,SPD,0.09610,118,1571,0.08152,0.11068
2017,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.10233,200,1571,0.08734,0.11732
2017,Direct migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.08102,84,1571,0.06752,0.09452
2017,Direct migration background,Second Stage of Tertiary Education,PDS/Linke,0.04797,54,1571,0.03740,0.05854
2017,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.41453,71,71,0.29912,0.52994
2017,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.75843,225,225,0.70237,0.81448
2017,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.74906,502,612,0.71468,0.78344
2017,Indirect migration background,Upper Secondary Level,SPD,0.11472,70,612,0.08945,0.13998
2017,Indirect migration background,Upper Secondary Level,CDU/CSU,0.03983,40,612,0.02432,0.05533
2017,Indirect migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.69081,74,74,0.58479,0.79683
2017,Indirect migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.80064,31,31,0.65768,0.94361
2017,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.50512,129,197,0.43512,0.57512
2017,Indirect migration background,Second Stage of Tertiary Education,SPD,0.15450,35,197,0.10390,0.20510
2017,Indirect migration background,Second Stage of Tertiary Education,CDU/CSU,0.07244,33,197,0.03615,0.10873
2018,No migration background,Pre-primary Level,Not leaning towards specific party,0.36513,159,159,0.29005,0.44020
2018,No migration background,Primary Level,Not leaning towards specific party,0.77802,141,141,0.70918,0.84686
2018,No migration background,Lower Secondary Level,Not leaning towards specific party,0.60463,1094,1606,0.58071,0.62855
2018,No migration background,Lower Secondary Level,SPD,0.12384,180,1606,0.10773,0.13996
2018,No migration background,Lower Secondary Level,CDU/CSU,0.14545,204,1606,0.12821,0.16270
2018,No migration background,Lower Secondary Level,Bündnis90/Grüne,0.02129,40,1606,0.01422,0.02835
2018,No migration background,Lower Secondary Level,PDS/Linke,0.01473,36,1606,0.00884,0.02063
2018,No migration background,Lower Secondary Level,AfD,0.02998,52,1606,0.02164,0.03833
2018,No migration background,Upper Secondary Level,Not leaning towards specific party,0.56855,5409,9158,0.55840,0.57869
2018,No migration background,Upper Secondary Level,SPD,0.11641,1015,9158,0.10984,0.12298
2018,No migration background,Upper Secondary Level,CDU/CSU,0.16860,1446,9158,0.16093,0.17627
2018,No migration background,Upper Secondary Level,FDP,0.01583,146,9158,0.01327,0.01838
2018,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.03856,379,9158,0.03462,0.04251
2018,No migration background,Upper Secondary Level,PDS/Linke,0.02634,311,9158,0.02306,0.02962
2018,No migration background,Upper Secondary Level,AfD,0.03851,367,9158,0.03457,0.04245
2018,No migration background,Upper Secondary Level,Others,0.00576,54,9158,0.00421,0.00731
2018,No migration background,Upper Secondary Level,Party combinations,0.00523,31,9158,0.00375,0.00670
2018,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.47084,697,1358,0.44429,0.49740
2018,No migration background,Post-secondary Non-tertiary Level,SPD,0.12811,166,1358,0.11033,0.14589
2018,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.16695,218,1358,0.14710,0.18679
2018,No migration background,Post-secondary Non-tertiary Level,FDP,0.02611,37,1358,0.01763,0.03460
2018,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.09690,139,1358,0.08116,0.11264
2018,No migration background,Post-secondary Non-tertiary Level,PDS/Linke,0.04904,70,1358,0.03755,0.06053
2018,No migration background,Post-secondary Non-tertiary Level,AfD,0.02848,31,1358,0.01963,0.03733
2018,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.47127,632,1267,0.44377,0.49877
2018,No migration background,First Stage of Tertiary Education,SPD,0.13294,161,1267,0.11423,0.15164
2018,No migration background,First Stage of Tertiary Education,CDU/CSU,0.22055,283,1267,0.19771,0.24339
2018,No migration background,First Stage of Tertiary Education,FDP,0.02109,31,1267,0.01318,0.02901
2018,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.06735,84,1267,0.05355,0.08116
2018,No migration background,First Stage of Tertiary Education,PDS/Linke,0.03063,36,1267,0.02114,0.04012
2018,No migration background,First Stage of Tertiary Education,AfD,0.02785,40,1267,0.01878,0.03691
2018,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.39075,1905,4810,0.37696,0.40454
2018,No migration background,Second Stage of Tertiary Education,SPD,0.12175,594,4810,0.11251,0.13099
2018,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.19024,936,4810,0.17915,0.20134
2018,No migration background,Second Stage of Tertiary Education,FDP,0.04631,220,4810,0.04037,0.05225
2018,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.14427,753,4810,0.13434,0.15420
2018,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.05570,293,4810,0.04922,0.06218
2018,No migration background,Second Stage of Tertiary Education,AfD,0.01935,77,4810,0.01546,0.02325
2018,No migration background,Second Stage of Tertiary Education,Others,0.01067,32,4810,0.00776,0.01357
2018,Direct migration background,Pre-primary Level,Not leaning towards specific party,0.39737,38,38,0.23969,0.55505
2018,Direct migration background,Primary Level,Not leaning towards specific party,0.77390,1205,1357,0.75163,0.79616
2018,Direct migration background,Primary Level,SPD,0.10304,32,1357,0.08685,0.11922
2018,Direct migration background,Primary Level,CDU/CSU,0.05022,120,1357,0.03859,0.06184
2018,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.78942,1152,1320,0.76742,0.81143
2018,Direct migration background,Lower Secondary Level,SPD,0.08110,59,1320,0.06637,0.09583
2018,Direct migration background,Lower Secondary Level,CDU/CSU,0.06259,109,1320,0.04952,0.07566
2018,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.71910,1567,2021,0.69950,0.73870
2018,Direct migration background,Upper Secondary Level,SPD,0.10298,118,2021,0.08972,0.11623
2018,Direct migration background,Upper Secondary Level,CDU/CSU,0.10279,221,2021,0.08955,0.11604
2018,Direct migration background,Upper Secondary Level,Bündnis90/Grüne,0.01895,45,2021,0.01300,0.02490
2018,Direct migration background,Upper Secondary Level,PDS/Linke,0.01139,31,2021,0.00676,0.01602
2018,Direct migration background,Upper Secondary Level,AfD,0.03100,39,2021,0.02344,0.03856
2018,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.73756,515,625,0.70304,0.77208
2018,Direct migration background,Post-secondary Non-tertiary Level,SPD,0.08202,46,625,0.06049,0.10355
2018,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.10487,64,625,0.08083,0.12891
2018,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.60944,49,49,0.47141,0.74746
2018,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.62794,1181,1675,0.60478,0.65109
2018,Direct migration background,Second Stage of Tertiary Education,SPD,0.09359,104,1675,0.07964,0.10754
2018,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.09778,221,1675,0.08356,0.11201
2018,Direct migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.08409,116,1675,0.07079,0.09738
2018,Direct migration background,Second Stage of Tertiary Education,PDS/Linke,0.03371,53,1675,0.02507,0.04236
2018,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.41392,63,63,0.29131,0.53652
2018,Indirect migration background,Primary Level,Not leaning towards specific party,0.83233,34,34,0.70487,0.95979
2018,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.69987,216,216,0.63861,0.76113
2018,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.71877,483,586,0.68234,0.75521
2018,Indirect migration background,Upper Secondary Level,SPD,0.09220,59,586,0.06876,0.11565
2018,Indirect migration background,Upper Secondary Level,CDU/CSU,0.06044,44,586,0.04113,0.07975
2018,Indirect migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.58046,70,70,0.46402,0.69690
2018,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.47093,115,183,0.39841,0.54345
2018,Indirect migration background,Second Stage of Tertiary Education,SPD,0.13411,33,183,0.08460,0.18362
2018,Indirect migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.15201,35,183,0.09985,0.20417
2019,No migration background,Pre-primary Level,Not leaning towards specific party,0.30162,117,155,0.22913,0.37411
2019,No migration background,Pre-primary Level,Bündnis90/Grüne,0.10499,38,155,0.05657,0.15340
2019,No migration background,Primary Level,Not leaning towards specific party,0.75124,121,121,0.67390,0.82859
2019,No migration background,Lower Secondary Level,Not leaning towards specific party,0.60651,1019,1514,0.58189,0.63112
2019,No migration background,Lower Secondary Level,SPD,0.09767,142,1514,0.08271,0.11263
2019,No migration background,Lower Secondary Level,CDU/CSU,0.13091,174,1514,0.11391,0.14791
2019,No migration background,Lower Secondary Level,Bündnis90/Grüne,0.03762,75,1514,0.02803,0.04720
2019,No migration background,Lower Secondary Level,PDS/Linke,0.01849,43,1514,0.01170,0.02527
2019,No migration background,Lower Secondary Level,AfD,0.04042,61,1514,0.03050,0.05034
2019,No migration background,Upper Secondary Level,Not leaning towards specific party,0.56944,5181,8999,0.55921,0.57967
2019,No migration background,Upper Secondary Level,SPD,0.09781,817,8999,0.09167,0.10395
2019,No migration background,Upper Secondary Level,CDU/CSU,0.15154,1400,8999,0.14413,0.15895
2019,No migration background,Upper Secondary Level,FDP,0.01664,181,8999,0.01400,0.01928
2019,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.05952,632,8999,0.05463,0.06440
2019,No migration background,Upper Secondary Level,PDS/Linke,0.03011,306,8999,0.02658,0.03364
2019,No migration background,Upper Secondary Level,AfD,0.04217,380,8999,0.03801,0.04632
2019,No migration background,Upper Secondary Level,Others,0.00859,102,8999,0.00668,0.01050
2019,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.46690,710,1456,0.44126,0.49253
2019,No migration background,Post-secondary Non-tertiary Level,SPD,0.10506,135,1456,0.08930,0.12081
2019,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.13335,223,1456,0.11588,0.15082
2019,No migration background,Post-secondary Non-tertiary Level,FDP,0.02384,49,1456,0.01600,0.03168
2019,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.16221,237,1456,0.14327,0.18115
2019,No migration background,Post-secondary Non-tertiary Level,PDS/Linke,0.04708,63,1456,0.03620,0.05796
2019,No migration background,Post-secondary Non-tertiary Level,AfD,0.02954,39,1456,0.02084,0.03824
2019,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.45996,675,1448,0.43428,0.48564
2019,No migration background,First Stage of Tertiary Education,SPD,0.11386,152,1448,0.09750,0.13023
2019,No migration background,First Stage of Tertiary Education,CDU/CSU,0.19362,354,1448,0.17326,0.21398
2019,No migration background,First Stage of Tertiary Education,FDP,0.01662,44,1448,0.01004,0.02321
2019,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.09807,138,1448,0.08275,0.11340
2019,No migration background,First Stage of Tertiary Education,PDS/Linke,0.03229,38,1448,0.02318,0.04140
2019,No migration background,First Stage of Tertiary Education,AfD,0.04125,47,1448,0.03100,0.05150
2019,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.39129,2042,5519,0.37842,0.40417
2019,No migration background,Second Stage of Tertiary Education,SPD,0.08497,484,5519,0.07761,0.09232
2019,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.17317,1067,5519,0.16319,0.18316
2019,No migration background,Second Stage of Tertiary Education,FDP,0.04148,283,5519,0.03622,0.04674
2019,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.20417,1170,5519,0.19353,0.21480
2019,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.05201,294,5519,0.04615,0.05787
2019,No migration background,Second Stage of Tertiary Education,AfD,0.01809,88,5519,0.01457,0.02161
2019,No migration background,Second Stage of Tertiary Education,Others,0.01281,58,5519,0.00984,0.01578
2019,No migration background,Second Stage of Tertiary Education,Party combinations,0.00867,33,5519,0.00623,0.01112
2019,Direct migration background,Pre-primary Level,Not leaning towards specific party,0.37194,34,34,0.20704,0.53685
2019,Direct migration background,Primary Level,Not leaning towards specific party,0.64497,169,169,0.57261,0.71733
2019,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.74324,493,581,0.70769,0.77879
2019,Direct migration background,Lower Secondary Level,SPD,0.08469,43,581,0.06203,0.10735
2019,Direct migration background,Lower Secondary Level,CDU/CSU,0.06278,45,581,0.04304,0.08252
2019,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.70625,973,1256,0.68105,0.73145
2019,Direct migration background,Upper Secondary Level,SPD,0.07924,77,1256,0.06430,0.09419
2019,Direct migration background,Upper Secondary Level,CDU/CSU,0.08063,123,1256,0.06557,0.09569
2019,Direct migration background,Upper Secondary Level,Bündnis90/Grüne,0.03448,45,1256,0.02438,0.04457
2019,Direct migration background,Upper Secondary Level,AfD,0.03887,38,1256,0.02818,0.04957
2019,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.72222,388,476,0.68194,0.76250
2019,Direct migration background,Post-secondary Non-tertiary Level,SPD,0.07842,35,476,0.05424,0.10260
2019,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.08852,53,476,0.06297,0.11406
2019,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.65327,45,45,0.51264,0.79390
2019,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.58307,697,1041,0.55310,0.61304
2019,Direct migration background,Second Stage of Tertiary Education,SPD,0.06365,62,1041,0.04881,0.07849
2019,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.10427,129,1041,0.08570,0.12285
2019,Direct migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.11727,114,1041,0.09772,0.13683
2019,Direct migration background,Second Stage of Tertiary Education,PDS/Linke,0.03240,39,1041,0.02164,0.04316
2019,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.44397,56,56,0.31266,0.57528
2019,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.80805,188,188,0.75161,0.86450
2019,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.74088,443,577,0.70510,0.77667
2019,Indirect migration background,Upper Secondary Level,SPD,0.07230,47,577,0.05115,0.09345
2019,Indirect migration background,Upper Secondary Level,CDU/CSU,0.05201,37,577,0.03387,0.07014
2019,Indirect migration background,Upper Secondary Level,Bündnis90/Grüne,0.06473,50,577,0.04463,0.08482
2019,Indirect migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.66471,88,88,0.56551,0.76391
2019,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.48249,116,229,0.41763,0.54736
2019,Indirect migration background,Second Stage of Tertiary Education,CDU/CSU,0.10991,44,229,0.06931,0.15050
2019,Indirect migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.18578,69,229,0.13530,0.23626
2020,No migration background,Pre-primary Level,Not leaning towards specific party,0.29366,122,157,0.22219,0.36513
2020,No migration background,Pre-primary Level,Bündnis90/Grüne,0.07204,35,157,0.03147,0.11262
2020,No migration background,Primary Level,Not leaning towards specific party,0.80359,104,104,0.72687,0.88032
2020,No migration background,Lower Secondary Level,Not leaning towards specific party,0.63316,959,1370,0.60763,0.65869
2020,No migration background,Lower Secondary Level,SPD,0.11026,127,1370,0.09367,0.12686
2020,No migration background,Lower Secondary Level,CDU/CSU,0.12680,170,1370,0.10917,0.14443
2020,No migration background,Lower Secondary Level,Bündnis90/Grüne,0.03337,66,1370,0.02386,0.04288
2020,No migration background,Lower Secondary Level,AfD,0.02976,48,1370,0.02076,0.03877
2020,No migration background,Upper Secondary Level,Not leaning towards specific party,0.55261,4657,8286,0.54190,0.56332
2020,No migration background,Upper Secondary Level,SPD,0.09684,763,8286,0.09047,0.10320
2020,No migration background,Upper Secondary Level,CDU/CSU,0.16702,1359,8286,0.15899,0.17505
2020,No migration background,Upper Secondary Level,FDP,0.01324,118,8286,0.01078,0.01570
2020,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.06351,608,8286,0.05826,0.06876
2020,No migration background,Upper Secondary Level,PDS/Linke,0.03209,290,8286,0.02830,0.03589
2020,No migration background,Upper Secondary Level,AfD,0.04213,347,8286,0.03781,0.04646
2020,No migration background,Upper Secondary Level,Others,0.01063,98,8286,0.00842,0.01284
2020,No migration background,Upper Secondary Level,Party combinations,0.00628,46,8286,0.00458,0.00798
