year,quintil_oecd,regtyp,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,5th Quintile,Rural regions,Not leaning towards specific party,0.44207,682,1426,0.41629,0.46786
2007,5th Quintile,Rural regions,SPD,0.11414,194,1426,0.09763,0.13065
2007,5th Quintile,Rural regions,CDU/CSU,0.26489,406,1426,0.24198,0.28780
2007,5th Quintile,Rural regions,FDP,0.02514,55,1426,0.01701,0.03327
2007,5th Quintile,Rural regions,Bündnis90/Grüne,0.02935,52,1426,0.02059,0.03811
2007,5th Quintile,Rural regions,PDS/Linke,0.01928,37,1426,0.01214,0.02641
2008,1st Quintile,Urban regions,Not leaning towards specific party,0.52927,1274,1828,0.50638,0.55216
2008,1st Quintile,Urban regions,SPD,0.11202,256,1828,0.09756,0.12649
2008,1st Quintile,Urban regions,CDU/CSU,0.07751,183,1828,0.06525,0.08977
2008,1st Quintile,Urban regions,Bündnis90/Grüne,0.02856,60,1828,0.02092,0.03620
2008,1st Quintile,Urban regions,PDS/Linke,0.02055,55,1828,0.01405,0.02706
2008,1st Quintile,Rural regions,Not leaning towards specific party,0.57729,823,1052,0.54743,0.60716
2008,1st Quintile,Rural regions,SPD,0.07152,84,1052,0.05594,0.08709
2008,1st Quintile,Rural regions,CDU/CSU,0.08070,98,1052,0.06423,0.09716
2008,1st Quintile,Rural regions,PDS/Linke,0.03999,47,1052,0.02815,0.05184
2008,2nd Quintile,Urban regions,Not leaning towards specific party,0.47476,1251,2012,0.45294,0.49659
2008,2nd Quintile,Urban regions,SPD,0.12991,336,2012,0.11522,0.14461
2008,2nd Quintile,Urban regions,CDU/CSU,0.12187,296,2012,0.10757,0.13616
2008,2nd Quintile,Urban regions,FDP,0.01239,32,2012,0.00756,0.01723
2008,2nd Quintile,Urban regions,Bündnis90/Grüne,0.02426,50,2012,0.01753,0.03098
2008,2nd Quintile,Urban regions,PDS/Linke,0.01412,47,2012,0.00896,0.01927
2008,2nd Quintile,Rural regions,Not leaning towards specific party,0.59005,936,1280,0.56309,0.61700
2008,2nd Quintile,Rural regions,SPD,0.08343,123,1280,0.06828,0.09859
2008,2nd Quintile,Rural regions,CDU/CSU,0.09698,157,1280,0.08076,0.11320
2008,2nd Quintile,Rural regions,PDS/Linke,0.03871,64,1280,0.02814,0.04928
2008,3rd Quintile,Urban regions,Not leaning towards specific party,0.49296,1376,2237,0.47224,0.51368
2008,3rd Quintile,Urban regions,SPD,0.13744,357,2237,0.12317,0.15171
2008,3rd Quintile,Urban regions,CDU/CSU,0.12574,327,2237,0.11200,0.13948
2008,3rd Quintile,Urban regions,FDP,0.01191,34,2237,0.00742,0.01641
2008,3rd Quintile,Urban regions,Bündnis90/Grüne,0.02946,91,2237,0.02245,0.03647
2008,3rd Quintile,Urban regions,PDS/Linke,0.01589,52,2237,0.01070,0.02107
2008,3rd Quintile,Rural regions,Not leaning towards specific party,0.53358,985,1456,0.50795,0.55922
2008,3rd Quintile,Rural regions,SPD,0.08867,158,1456,0.07407,0.10328
2008,3rd Quintile,Rural regions,CDU/CSU,0.13964,232,1456,0.12183,0.15745
2008,3rd Quintile,Rural regions,PDS/Linke,0.04029,81,1456,0.03018,0.05039
2008,4th Quintile,Urban regions,Not leaning towards specific party,0.45678,1349,2514,0.43730,0.47626
2008,4th Quintile,Urban regions,SPD,0.16435,474,2514,0.14986,0.17884
2008,4th Quintile,Urban regions,CDU/CSU,0.14155,460,2514,0.12792,0.15518
2008,4th Quintile,Urban regions,FDP,0.00973,36,2514,0.00590,0.01357
2008,4th Quintile,Urban regions,Bündnis90/Grüne,0.04614,129,2514,0.03793,0.05434
2008,4th Quintile,Urban regions,PDS/Linke,0.01935,66,2514,0.01396,0.02474
2008,4th Quintile,Rural regions,Not leaning towards specific party,0.47486,746,1281,0.44750,0.50221
2008,4th Quintile,Rural regions,SPD,0.09277,147,1281,0.07688,0.10866
2008,4th Quintile,Rural regions,CDU/CSU,0.19322,274,1281,0.17159,0.21485
2008,4th Quintile,Rural regions,Bündnis90/Grüne,0.03158,44,1281,0.02200,0.04116
2008,4th Quintile,Rural regions,PDS/Linke,0.03621,70,1281,0.02597,0.04644
2008,5th Quintile,Urban regions,Not leaning towards specific party,0.35892,1510,3867,0.34380,0.37404
2008,5th Quintile,Urban regions,SPD,0.14313,648,3867,0.13209,0.15417
2008,5th Quintile,Urban regions,CDU/CSU,0.23847,1088,3867,0.22503,0.25190
2008,5th Quintile,Urban regions,FDP,0.04389,224,3867,0.03743,0.05034
2008,5th Quintile,Urban regions,Bündnis90/Grüne,0.07157,298,3867,0.06344,0.07969
2008,5th Quintile,Urban regions,PDS/Linke,0.01619,68,3867,0.01221,0.02016
2008,5th Quintile,Urban regions,Party combinations,0.00986,31,3867,0.00675,0.01298
2008,5th Quintile,Rural regions,Not leaning towards specific party,0.40328,620,1317,0.37678,0.42979
2008,5th Quintile,Rural regions,SPD,0.12569,188,1317,0.10778,0.14360
2008,5th Quintile,Rural regions,CDU/CSU,0.26733,368,1317,0.24342,0.29124
2008,5th Quintile,Rural regions,FDP,0.02442,43,1317,0.01608,0.03276
2008,5th Quintile,Rural regions,Bündnis90/Grüne,0.03517,54,1317,0.02522,0.04513
2008,5th Quintile,Rural regions,PDS/Linke,0.02724,44,1317,0.01844,0.03603
2009,1st Quintile,Urban regions,Not leaning towards specific party,0.54527,1221,1742,0.52188,0.56866
2009,1st Quintile,Urban regions,SPD,0.09427,228,1742,0.08055,0.10800
2009,1st Quintile,Urban regions,CDU/CSU,0.08805,184,1742,0.07474,0.10136
2009,1st Quintile,Urban regions,Bündnis90/Grüne,0.02713,55,1742,0.01950,0.03476
2009,1st Quintile,Urban regions,PDS/Linke,0.02166,54,1742,0.01483,0.02850
2009,1st Quintile,Rural regions,Not leaning towards specific party,0.61474,790,1024,0.58492,0.64456
2009,1st Quintile,Rural regions,SPD,0.05620,69,1024,0.04209,0.07032
2009,1st Quintile,Rural regions,CDU/CSU,0.07164,111,1024,0.05583,0.08744
2009,1st Quintile,Rural regions,PDS/Linke,0.04084,54,1024,0.02871,0.05297
2009,2nd Quintile,Urban regions,Not leaning towards specific party,0.49503,1157,1853,0.47226,0.51780
2009,2nd Quintile,Urban regions,SPD,0.12531,301,1853,0.11024,0.14039
2009,2nd Quintile,Urban regions,CDU/CSU,0.10615,247,1853,0.09212,0.12018
2009,2nd Quintile,Urban regions,FDP,0.01536,47,1853,0.00976,0.02097
2009,2nd Quintile,Urban regions,Bündnis90/Grüne,0.02874,60,1853,0.02113,0.03635
2009,2nd Quintile,Urban regions,PDS/Linke,0.01299,41,1853,0.00783,0.01815
2009,2nd Quintile,Rural regions,Not leaning towards specific party,0.58127,903,1210,0.55346,0.60908
2009,2nd Quintile,Rural regions,SPD,0.06832,104,1210,0.05410,0.08254
2009,2nd Quintile,Rural regions,CDU/CSU,0.09612,143,1210,0.07950,0.11273
2009,2nd Quintile,Rural regions,PDS/Linke,0.03474,60,1210,0.02442,0.04506
2009,3rd Quintile,Urban regions,Not leaning towards specific party,0.50119,1214,1993,0.47923,0.52314
2009,3rd Quintile,Urban regions,SPD,0.12760,299,1993,0.11295,0.14225
2009,3rd Quintile,Urban regions,CDU/CSU,0.12073,298,1993,0.10642,0.13504
2009,3rd Quintile,Urban regions,FDP,0.01907,45,1993,0.01306,0.02508
2009,3rd Quintile,Urban regions,Bündnis90/Grüne,0.03450,83,1993,0.02649,0.04252
2009,3rd Quintile,Urban regions,PDS/Linke,0.02254,54,1993,0.01602,0.02906
2009,3rd Quintile,Rural regions,Not leaning towards specific party,0.52048,873,1340,0.49372,0.54724
2009,3rd Quintile,Rural regions,SPD,0.08346,129,1340,0.06865,0.09828
2009,3rd Quintile,Rural regions,CDU/CSU,0.13177,210,1340,0.11366,0.14989
2009,3rd Quintile,Rural regions,Bündnis90/Grüne,0.02418,53,1340,0.01595,0.03241
2009,3rd Quintile,Rural regions,PDS/Linke,0.04102,75,1340,0.03040,0.05164
2009,4th Quintile,Urban regions,Not leaning towards specific party,0.46196,1295,2399,0.44201,0.48192
2009,4th Quintile,Urban regions,SPD,0.13046,375,2399,0.11698,0.14394
2009,4th Quintile,Urban regions,CDU/CSU,0.14217,447,2399,0.12819,0.15615
2009,4th Quintile,Urban regions,FDP,0.02301,74,2399,0.01701,0.02901
2009,4th Quintile,Urban regions,Bündnis90/Grüne,0.05777,150,2399,0.04843,0.06711
2009,4th Quintile,Urban regions,PDS/Linke,0.01687,58,2399,0.01171,0.02202
2009,4th Quintile,Rural regions,Not leaning towards specific party,0.54979,796,1267,0.52238,0.57719
2009,4th Quintile,Rural regions,SPD,0.07905,148,1267,0.06418,0.09391
2009,4th Quintile,Rural regions,CDU/CSU,0.14976,219,1267,0.13010,0.16941
2009,4th Quintile,Rural regions,Bündnis90/Grüne,0.02075,47,1267,0.01290,0.02860
2009,4th Quintile,Rural regions,PDS/Linke,0.03672,57,1267,0.02636,0.04708
2009,5th Quintile,Urban regions,Not leaning towards specific party,0.39350,1454,3482,0.37727,0.40972
2009,5th Quintile,Urban regions,SPD,0.13573,549,3482,0.12436,0.14711
2009,5th Quintile,Urban regions,CDU/CSU,0.19833,859,3482,0.18508,0.21157
2009,5th Quintile,Urban regions,FDP,0.06309,270,3482,0.05502,0.07117
2009,5th Quintile,Urban regions,Bündnis90/Grüne,0.07600,300,3482,0.06719,0.08480
2009,5th Quintile,Urban regions,PDS/Linke,0.00923,50,3482,0.00605,0.01241
2009,5th Quintile,Rural regions,Not leaning towards specific party,0.42775,596,1237,0.40016,0.45533
2009,5th Quintile,Rural regions,SPD,0.10578,161,1237,0.08864,0.12293
2009,5th Quintile,Rural regions,CDU/CSU,0.23993,325,1237,0.21612,0.26374
2009,5th Quintile,Rural regions,FDP,0.05492,72,1237,0.04222,0.06762
2009,5th Quintile,Rural regions,Bündnis90/Grüne,0.03398,50,1237,0.02388,0.04409
2009,5th Quintile,Rural regions,PDS/Linke,0.01394,33,1237,0.00740,0.02048
2010,1st Quintile,Urban regions,Not leaning towards specific party,0.54495,1019,1583,0.52041,0.56949
2010,1st Quintile,Urban regions,SPD,0.13187,237,1583,0.11520,0.14855
2010,1st Quintile,Urban regions,CDU/CSU,0.11183,176,1583,0.09630,0.12736
2010,1st Quintile,Urban regions,Bündnis90/Grüne,0.04416,78,1583,0.03404,0.05429
2010,1st Quintile,Urban regions,PDS/Linke,0.04794,73,1583,0.03741,0.05847
2010,1st Quintile,Rural regions,Not leaning towards specific party,0.64580,654,871,0.61402,0.67758
2010,1st Quintile,Rural regions,SPD,0.08706,83,871,0.06833,0.10580
2010,1st Quintile,Rural regions,CDU/CSU,0.08582,83,871,0.06721,0.10443
2010,1st Quintile,Rural regions,PDS/Linke,0.05179,51,871,0.03706,0.06651
2010,2nd Quintile,Urban regions,Not leaning towards specific party,0.50380,1023,1734,0.48026,0.52734
2010,2nd Quintile,Urban regions,SPD,0.14268,275,1734,0.12621,0.15914
2010,2nd Quintile,Urban regions,CDU/CSU,0.14498,267,1734,0.12840,0.16155
2010,2nd Quintile,Urban regions,FDP,0.01443,39,1734,0.00881,0.02004
2010,2nd Quintile,Urban regions,Bündnis90/Grüne,0.02976,69,1734,0.02176,0.03777
2010,2nd Quintile,Urban regions,PDS/Linke,0.02797,61,1734,0.02021,0.03573
2010,2nd Quintile,Rural regions,Not leaning towards specific party,0.53524,738,1162,0.50655,0.56393
2010,2nd Quintile,Rural regions,SPD,0.10263,137,1162,0.08518,0.12009
2010,2nd Quintile,Rural regions,CDU/CSU,0.15824,206,1162,0.13725,0.17924
2010,2nd Quintile,Rural regions,PDS/Linke,0.05108,81,1162,0.03842,0.06375
2010,3rd Quintile,Urban regions,Not leaning towards specific party,0.44585,951,1845,0.42317,0.46854
2010,3rd Quintile,Urban regions,SPD,0.17111,334,1845,0.15392,0.18830
2010,3rd Quintile,Urban regions,CDU/CSU,0.15652,348,1845,0.13993,0.17310
2010,3rd Quintile,Urban regions,FDP,0.01739,42,1845,0.01142,0.02335
2010,3rd Quintile,Urban regions,Bündnis90/Grüne,0.03875,112,1845,0.02994,0.04755
2010,3rd Quintile,Urban regions,PDS/Linke,0.02653,58,1845,0.01919,0.03386
2010,3rd Quintile,Rural regions,Not leaning towards specific party,0.49187,724,1253,0.46418,0.51957
2010,3rd Quintile,Rural regions,SPD,0.12107,169,1253,0.10300,0.13914
2010,3rd Quintile,Rural regions,CDU/CSU,0.14316,211,1253,0.12376,0.16256
2010,3rd Quintile,Rural regions,Bündnis90/Grüne,0.02129,44,1253,0.01329,0.02928
2010,3rd Quintile,Rural regions,PDS/Linke,0.06543,105,1253,0.05173,0.07912
2010,4th Quintile,Urban regions,Not leaning towards specific party,0.41500,1042,2205,0.39443,0.43557
2010,4th Quintile,Urban regions,SPD,0.18564,427,2205,0.16941,0.20187
2010,4th Quintile,Urban regions,CDU/CSU,0.14194,442,2205,0.12737,0.15651
2010,4th Quintile,Urban regions,FDP,0.02000,67,2205,0.01416,0.02585
2010,4th Quintile,Urban regions,Bündnis90/Grüne,0.07320,171,2205,0.06233,0.08408
2010,4th Quintile,Urban regions,PDS/Linke,0.02268,56,2205,0.01647,0.02890
2010,4th Quintile,Rural regions,Not leaning towards specific party,0.49817,648,1180,0.46963,0.52671
2010,4th Quintile,Rural regions,SPD,0.11486,156,1180,0.09666,0.13306
2010,4th Quintile,Rural regions,CDU/CSU,0.17709,232,1180,0.15530,0.19888
2010,4th Quintile,Rural regions,FDP,0.03312,34,1180,0.02290,0.04333
2010,4th Quintile,Rural regions,Bündnis90/Grüne,0.03269,51,1180,0.02254,0.04284
2010,4th Quintile,Rural regions,PDS/Linke,0.03854,59,1180,0.02756,0.04953
2010,5th Quintile,Urban regions,Not leaning towards specific party,0.35328,1174,3282,0.33693,0.36964
2010,5th Quintile,Urban regions,SPD,0.13814,504,3282,0.12633,0.14995
2010,5th Quintile,Urban regions,CDU/CSU,0.23427,875,3282,0.21977,0.24876
2010,5th Quintile,Urban regions,FDP,0.04820,216,3282,0.04087,0.05552
2010,5th Quintile,Urban regions,Bündnis90/Grüne,0.10465,403,3282,0.09418,0.11512
2010,5th Quintile,Urban regions,PDS/Linke,0.01795,75,3282,0.01341,0.02249
2010,5th Quintile,Urban regions,Party combinations,0.01223,35,3282,0.00847,0.01599
2010,5th Quintile,Rural regions,Not leaning towards specific party,0.37208,420,1027,0.34250,0.40166
2010,5th Quintile,Rural regions,SPD,0.09200,136,1027,0.07431,0.10968
2010,5th Quintile,Rural regions,CDU/CSU,0.31442,315,1027,0.28601,0.34283
2010,5th Quintile,Rural regions,FDP,0.03721,48,1027,0.02563,0.04879
2010,5th Quintile,Rural regions,Bündnis90/Grüne,0.05326,62,1027,0.03952,0.06700
2010,5th Quintile,Rural regions,PDS/Linke,0.03760,46,1027,0.02596,0.04924
2011,1st Quintile,Urban regions,Not leaning towards specific party,0.38726,940,1464,0.36230,0.41222
2011,1st Quintile,Urban regions,SPD,0.10642,214,1464,0.09062,0.12223
2011,1st Quintile,Urban regions,CDU/CSU,0.07403,163,1464,0.06061,0.08744
2011,1st Quintile,Urban regions,Bündnis90/Grüne,0.04084,96,1464,0.03070,0.05099
2011,1st Quintile,Urban regions,PDS/Linke,0.02319,51,1464,0.01548,0.03090
2011,1st Quintile,Rural regions,Not leaning towards specific party,0.47629,718,934,0.44424,0.50834
2011,1st Quintile,Rural regions,SPD,0.05227,67,934,0.03799,0.06655
2011,1st Quintile,Rural regions,CDU/CSU,0.08089,99,934,0.06340,0.09839
2011,1st Quintile,Rural regions,PDS/Linke,0.04195,50,934,0.02909,0.05482
2011,2nd Quintile,Urban regions,Not leaning towards specific party,0.42396,987,1574,0.39953,0.44838
2011,2nd Quintile,Urban regions,SPD,0.12158,239,1574,0.10543,0.13773
2011,2nd Quintile,Urban regions,CDU/CSU,0.11020,228,1574,0.09473,0.12568
2011,2nd Quintile,Urban regions,Bündnis90/Grüne,0.03664,76,1574,0.02735,0.04592
2011,2nd Quintile,Urban regions,PDS/Linke,0.01646,44,1574,0.01017,0.02274
2011,2nd Quintile,Rural regions,Not leaning towards specific party,0.46993,724,1065,0.43994,0.49992
2011,2nd Quintile,Rural regions,SPD,0.06801,93,1065,0.05288,0.08314
2011,2nd Quintile,Rural regions,CDU/CSU,0.10655,152,1065,0.08801,0.12509
2011,2nd Quintile,Rural regions,Bündnis90/Grüne,0.01558,35,1065,0.00814,0.02302
2011,2nd Quintile,Rural regions,PDS/Linke,0.03092,61,1065,0.02052,0.04132
2011,3rd Quintile,Urban regions,Not leaning towards specific party,0.42980,1041,1796,0.40689,0.45270
2011,3rd Quintile,Urban regions,SPD,0.13662,323,1796,0.12073,0.15251
2011,3rd Quintile,Urban regions,CDU/CSU,0.11601,271,1796,0.10120,0.13083
2011,3rd Quintile,Urban regions,Bündnis90/Grüne,0.03869,116,1796,0.02977,0.04761
2011,3rd Quintile,Urban regions,PDS/Linke,0.01843,45,1796,0.01221,0.02465
2011,3rd Quintile,Rural regions,Not leaning towards specific party,0.47005,706,1168,0.44141,0.49868
2011,3rd Quintile,Rural regions,SPD,0.09435,139,1168,0.07758,0.11112
2011,3rd Quintile,Rural regions,CDU/CSU,0.13543,176,1168,0.11579,0.15506
2011,3rd Quintile,Rural regions,Bündnis90/Grüne,0.03155,63,1168,0.02152,0.04158
2011,3rd Quintile,Rural regions,PDS/Linke,0.04317,84,1168,0.03151,0.05483
2011,4th Quintile,Urban regions,Not leaning towards specific party,0.40770,1097,2159,0.38696,0.42843
2011,4th Quintile,Urban regions,SPD,0.13745,361,2159,0.12292,0.15198
2011,4th Quintile,Urban regions,CDU/CSU,0.13852,443,2159,0.12395,0.15310
2011,4th Quintile,Urban regions,Bündnis90/Grüne,0.07990,218,2159,0.06846,0.09134
2011,4th Quintile,Urban regions,PDS/Linke,0.01462,40,2159,0.00955,0.01968
2011,4th Quintile,Rural regions,Not leaning towards specific party,0.47472,631,1029,0.44419,0.50525
2011,4th Quintile,Rural regions,SPD,0.09495,126,1029,0.07703,0.11287
2011,4th Quintile,Rural regions,CDU/CSU,0.15808,198,1029,0.13578,0.18038
2011,4th Quintile,Rural regions,Bündnis90/Grüne,0.02845,43,1029,0.01828,0.03861
2011,4th Quintile,Rural regions,PDS/Linke,0.02124,31,1029,0.01243,0.03006
2011,5th Quintile,Urban regions,Not leaning towards specific party,0.34123,1177,3008,0.32429,0.35818
2011,5th Quintile,Urban regions,SPD,0.13848,477,3008,0.12614,0.15083
2011,5th Quintile,Urban regions,CDU/CSU,0.20269,749,3008,0.18833,0.21706
2011,5th Quintile,Urban regions,FDP,0.02512,124,3008,0.01953,0.03072
2011,5th Quintile,Urban regions,Bündnis90/Grüne,0.11194,414,3008,0.10067,0.12321
2011,5th Quintile,Urban regions,PDS/Linke,0.00718,36,3008,0.00416,0.01020
2011,5th Quintile,Urban regions,Party combinations,0.01162,31,3008,0.00779,0.01545
2011,5th Quintile,Rural regions,Not leaning towards specific party,0.38421,466,1009,0.35418,0.41424
2011,5th Quintile,Rural regions,SPD,0.10086,138,1009,0.08227,0.11945
2011,5th Quintile,Rural regions,CDU/CSU,0.25198,292,1009,0.22518,0.27878
2011,5th Quintile,Rural regions,Bündnis90/Grüne,0.05871,78,1009,0.04420,0.07323
2011,5th Quintile,Rural regions,PDS/Linke,0.02145,35,1009,0.01250,0.03039
2012,1st Quintile,Urban regions,Not leaning towards specific party,0.42309,1256,1809,0.40031,0.44586
2012,1st Quintile,Urban regions,SPD,0.08782,223,1809,0.07478,0.10087
2012,1st Quintile,Urban regions,CDU/CSU,0.07396,190,1809,0.06190,0.08602
2012,1st Quintile,Urban regions,Bündnis90/Grüne,0.02844,86,1809,0.02078,0.03610
2012,1st Quintile,Urban regions,PDS/Linke,0.01881,54,1809,0.01255,0.02507
2012,1st Quintile,Rural regions,Not leaning towards specific party,0.47852,839,1075,0.44864,0.50839
2012,1st Quintile,Rural regions,SPD,0.05856,94,1075,0.04451,0.07260
2012,1st Quintile,Rural regions,CDU/CSU,0.06669,103,1075,0.05177,0.08161
2012,1st Quintile,Rural regions,PDS/Linke,0.02796,39,1075,0.01810,0.03782
2012,2nd Quintile,Urban regions,Not leaning towards specific party,0.42805,1127,1815,0.40528,0.45082
2012,2nd Quintile,Urban regions,SPD,0.11256,288,1815,0.09802,0.12711
2012,2nd Quintile,Urban regions,CDU/CSU,0.10094,244,1815,0.08707,0.11480
2012,2nd Quintile,Urban regions,Bündnis90/Grüne,0.03639,98,1815,0.02777,0.04500
2012,2nd Quintile,Urban regions,PDS/Linke,0.01884,58,1815,0.01258,0.02510
2012,2nd Quintile,Rural regions,Not leaning towards specific party,0.49209,864,1220,0.46403,0.52016
2012,2nd Quintile,Rural regions,SPD,0.09066,149,1220,0.07454,0.10678
2012,2nd Quintile,Rural regions,CDU/CSU,0.09845,158,1220,0.08172,0.11517
2012,2nd Quintile,Rural regions,PDS/Linke,0.02098,49,1220,0.01294,0.02903
2012,3rd Quintile,Urban regions,Not leaning towards specific party,0.42835,1177,2002,0.40666,0.45003
2012,3rd Quintile,Urban regions,SPD,0.11724,330,2002,0.10314,0.13134
2012,3rd Quintile,Urban regions,CDU/CSU,0.10552,315,2002,0.09206,0.11899
2012,3rd Quintile,Urban regions,Bündnis90/Grüne,0.05445,126,2002,0.04451,0.06440
2012,3rd Quintile,Urban regions,PDS/Linke,0.02217,54,2002,0.01572,0.02862
2012,3rd Quintile,Rural regions,Not leaning towards specific party,0.50173,888,1367,0.47521,0.52824
2012,3rd Quintile,Rural regions,SPD,0.08482,148,1367,0.07005,0.09960
2012,3rd Quintile,Rural regions,CDU/CSU,0.11042,205,1367,0.09380,0.12704
2012,3rd Quintile,Rural regions,Bündnis90/Grüne,0.02298,49,1367,0.01503,0.03092
2012,3rd Quintile,Rural regions,PDS/Linke,0.02522,77,1367,0.01691,0.03354
2012,4th Quintile,Urban regions,Not leaning towards specific party,0.41823,1257,2352,0.39829,0.43816
2012,4th Quintile,Urban regions,SPD,0.12963,391,2352,0.11605,0.14321
2012,4th Quintile,Urban regions,CDU/CSU,0.14652,461,2352,0.13223,0.16081
2012,4th Quintile,Urban regions,Bündnis90/Grüne,0.05840,199,2352,0.04892,0.06788
2012,4th Quintile,Urban regions,Others,0.01473,44,2352,0.00986,0.01960
2012,4th Quintile,Rural regions,Not leaning towards specific party,0.48041,800,1333,0.45358,0.50724
2012,4th Quintile,Rural regions,SPD,0.10813,178,1333,0.09145,0.12480
2012,4th Quintile,Rural regions,CDU/CSU,0.16174,257,1333,0.14197,0.18151
2012,4th Quintile,Rural regions,Bündnis90/Grüne,0.02735,54,1333,0.01859,0.03611
2012,4th Quintile,Rural regions,PDS/Linke,0.01763,44,1333,0.01057,0.02470
2012,5th Quintile,Urban regions,Not leaning towards specific party,0.35801,1337,3255,0.34153,0.37448
2012,5th Quintile,Urban regions,SPD,0.13080,511,3255,0.11922,0.14239
2012,5th Quintile,Urban regions,CDU/CSU,0.18941,812,3255,0.17595,0.20288
2012,5th Quintile,Urban regions,FDP,0.01607,95,3255,0.01175,0.02039
2012,5th Quintile,Urban regions,Bündnis90/Grüne,0.11257,424,3255,0.10171,0.12343
2012,5th Quintile,Urban regions,PDS/Linke,0.00960,38,3255,0.00625,0.01295
2012,5th Quintile,Urban regions,Others,0.01050,38,3255,0.00700,0.01401
2012,5th Quintile,Rural regions,Not leaning towards specific party,0.41834,610,1177,0.39015,0.44654
2012,5th Quintile,Rural regions,SPD,0.08536,136,1177,0.06939,0.10133
2012,5th Quintile,Rural regions,CDU/CSU,0.22795,302,1177,0.20398,0.25193
2012,5th Quintile,Rural regions,Bündnis90/Grüne,0.05244,93,1177,0.03970,0.06518
2012,5th Quintile,Rural regions,PDS/Linke,0.02886,36,1177,0.01929,0.03842
2013,1st Quintile,Urban regions,Not leaning towards specific party,0.43361,1195,1751,0.41039,0.45683
2013,1st Quintile,Urban regions,SPD,0.10086,230,1751,0.08675,0.11497
2013,1st Quintile,Urban regions,CDU/CSU,0.07789,175,1751,0.06533,0.09044
2013,1st Quintile,Urban regions,Bündnis90/Grüne,0.03904,98,1751,0.02996,0.04811
2013,1st Quintile,Urban regions,PDS/Linke,0.02357,53,1751,0.01646,0.03068
2013,1st Quintile,Rural regions,Not leaning towards specific party,0.47855,891,1213,0.45043,0.50668
2013,1st Quintile,Rural regions,SPD,0.05986,98,1213,0.04650,0.07322
2013,1st Quintile,Rural regions,CDU/CSU,0.07587,146,1213,0.06096,0.09077
2013,1st Quintile,Rural regions,Bündnis90/Grüne,0.01880,33,1213,0.01115,0.02644
2013,1st Quintile,Rural regions,PDS/Linke,0.03275,45,1213,0.02273,0.04277
2013,2nd Quintile,Urban regions,Not leaning towards specific party,0.42549,1212,1975,0.40368,0.44730
2013,2nd Quintile,Urban regions,SPD,0.13828,347,1975,0.12305,0.15351
2013,2nd Quintile,Urban regions,CDU/CSU,0.10133,263,1975,0.08802,0.11465
2013,2nd Quintile,Urban regions,Bündnis90/Grüne,0.03144,101,1975,0.02374,0.03914
2013,2nd Quintile,Urban regions,PDS/Linke,0.01550,52,1975,0.01005,0.02095
2013,2nd Quintile,Rural regions,Not leaning towards specific party,0.47252,916,1370,0.44607,0.49897
2013,2nd Quintile,Rural regions,SPD,0.08407,145,1370,0.06937,0.09877
2013,2nd Quintile,Rural regions,CDU/CSU,0.12078,207,1370,0.10352,0.13804
2013,2nd Quintile,Rural regions,Bündnis90/Grüne,0.01570,40,1370,0.00911,0.02228
2013,2nd Quintile,Rural regions,PDS/Linke,0.02088,62,1370,0.01330,0.02845
2013,3rd Quintile,Urban regions,Not leaning towards specific party,0.41937,1170,2055,0.39803,0.44071
2013,3rd Quintile,Urban regions,SPD,0.11030,311,2055,0.09676,0.12385
2013,3rd Quintile,Urban regions,CDU/CSU,0.14923,396,2055,0.13382,0.16464
2013,3rd Quintile,Urban regions,Bündnis90/Grüne,0.05288,133,2055,0.04320,0.06256
2013,3rd Quintile,Urban regions,PDS/Linke,0.01573,45,2055,0.01035,0.02111
2013,3rd Quintile,Rural regions,Not leaning towards specific party,0.49594,881,1426,0.46998,0.52190
2013,3rd Quintile,Rural regions,SPD,0.08582,163,1426,0.07128,0.10037
2013,3rd Quintile,Rural regions,CDU/CSU,0.14072,270,1426,0.12266,0.15877
2013,3rd Quintile,Rural regions,Bündnis90/Grüne,0.02387,48,1426,0.01594,0.03179
2013,3rd Quintile,Rural regions,PDS/Linke,0.03038,64,1426,0.02147,0.03930
2013,4th Quintile,Urban regions,Not leaning towards specific party,0.39748,1224,2413,0.37795,0.41701
2013,4th Quintile,Urban regions,SPD,0.14650,418,2413,0.13239,0.16062
2013,4th Quintile,Urban regions,CDU/CSU,0.16551,490,2413,0.15068,0.18034
2013,4th Quintile,Urban regions,FDP,0.00896,33,2413,0.00520,0.01272
2013,4th Quintile,Urban regions,Bündnis90/Grüne,0.06570,213,2413,0.05581,0.07559
2013,4th Quintile,Urban regions,PDS/Linke,0.01026,35,2413,0.00624,0.01428
2013,4th Quintile,Rural regions,Not leaning towards specific party,0.47326,817,1389,0.44699,0.49953
2013,4th Quintile,Rural regions,SPD,0.09921,169,1389,0.08348,0.11494
2013,4th Quintile,Rural regions,CDU/CSU,0.16589,279,1389,0.14632,0.18546
2013,4th Quintile,Rural regions,Bündnis90/Grüne,0.04653,84,1389,0.03545,0.05762
2013,4th Quintile,Rural regions,PDS/Linke,0.01585,40,1389,0.00928,0.02242
2013,5th Quintile,Urban regions,Not leaning towards specific party,0.36461,1435,3500,0.34866,0.38056
2013,5th Quintile,Urban regions,SPD,0.12765,554,3500,0.11659,0.13870
2013,5th Quintile,Urban regions,CDU/CSU,0.21001,921,3500,0.19652,0.22351
2013,5th Quintile,Urban regions,FDP,0.02246,117,3500,0.01755,0.02737
