"party","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"keine PI","2013","16-34 Jahre alt","indirekter Migrationshintergrund","806","0.706014360406208","0.679451264209067","0.73257745660335"
"keine PI","2013","35-65 Jahre alt","kein Migrationshintergrund","5013","0.563747083004442","0.553516798877583","0.573977367131301"
"keine PI","2013","35-65 Jahre alt","direkter Migrationshintergrund","2436","0.689789905045287","0.674050211198525","0.705529598892049"
"keine PI","2013","35-65 Jahre alt","indirekter Migrationshintergrund","314","0.624509035675627","0.58132297066552","0.667695100685735"
"keine PI","2013","66 und älter","kein Migrationshintergrund","1838","0.414877853549356","0.400618019868565","0.429137687230148"
"keine PI","2013","66 und älter","direkter Migrationshintergrund","272","0.602113397636055","0.556636912706562","0.647589882565548"
"keine PI","2013","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2013","16-34 Jahre alt","kein Migrationshintergrund","348","0.115496946692359","0.104183447879794","0.126810445504925"
"CDU/CSU","2013","16-34 Jahre alt","direkter Migrationshintergrund","141","0.0911602483654735","0.0770166665108877","0.105303830220059"
"CDU/CSU","2013","16-34 Jahre alt","indirekter Migrationshintergrund","71","0.0694016704940314","0.0545841694813225","0.0842191715067404"
"CDU/CSU","2013","35-65 Jahre alt","kein Migrationshintergrund","1534","0.167309927647164","0.15961013696799","0.175009718326339"
"CDU/CSU","2013","35-65 Jahre alt","direkter Migrationshintergrund","369","0.123264090510024","0.112078405499235","0.134449775520813"
"CDU/CSU","2013","35-65 Jahre alt","indirekter Migrationshintergrund","42","0.0685670638818615","0.0460294415261727","0.0911046862375503"
"CDU/CSU","2013","66 und älter","kein Migrationshintergrund","1361","0.293702401978363","0.280520481734967","0.306884322221759"
"CDU/CSU","2013","66 und älter","direkter Migrationshintergrund","95","0.188449031188434","0.152114217273001","0.224783845103867"
"CDU/CSU","2013","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","2013","16-34 Jahre alt","kein Migrationshintergrund","278","0.102624778954006","0.0918830257574718","0.11336653215054"
"SPD","2013","16-34 Jahre alt","direkter Migrationshintergrund","117","0.0757196230046508","0.0627203492692869","0.0887188967400147"
"SPD","2013","16-34 Jahre alt","indirekter Migrationshintergrund","151","0.133218476032732","0.113405672974917","0.153031279090547"
"SPD","2013","35-65 Jahre alt","kein Migrationshintergrund","1194","0.131998362501078","0.125015702212118","0.138981022790039"
"SPD","2013","35-65 Jahre alt","direkter Migrationshintergrund","319","0.12062192784803","0.109540114045232","0.131703741650829"
"SPD","2013","35-65 Jahre alt","indirekter Migrationshintergrund","74","0.14530874917277","0.113880149076417","0.176737349269123"
"SPD","2013","66 und älter","kein Migrationshintergrund","945","0.207429239289041","0.195694185722046","0.219164292856036"
"SPD","2013","66 und älter","direkter Migrationshintergrund","53","0.140273646873409","0.108008306626562","0.172538987120256"
"SPD","2013","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","2013","16-34 Jahre alt","kein Migrationshintergrund","35","0.0114739576567763","0.00770420639936362","0.0152437089141889"
"FDP","2013","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2013","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2013","35-65 Jahre alt","kein Migrationshintergrund","119","0.0114561868303641","0.00926088431608863","0.0136514893446395"
"FDP","2013","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2013","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2013","66 und älter","kein Migrationshintergrund","86","0.0152441626557703","0.0116980940406507","0.01879023127089"
"FDP","2013","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","2013","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","2013","16-34 Jahre alt","kein Migrationshintergrund","275","0.0933058206560857","0.0830103359423144","0.103601305369857"
"Grüne","2013","16-34 Jahre alt","direkter Migrationshintergrund","52","0.0571624318242567","0.0457550287092421","0.0685698349392713"
"Grüne","2013","16-34 Jahre alt","indirekter Migrationshintergrund","57","0.0458689474262027","0.0336714068469012","0.0580664880055042"
"Grüne","2013","35-65 Jahre alt","kein Migrationshintergrund","810","0.0841948576238733","0.0784666243965124","0.0899230908512343"
"Grüne","2013","35-65 Jahre alt","direkter Migrationshintergrund","105","0.0360380624630726","0.0296961453740262","0.0423799795521189"
"Grüne","2013","35-65 Jahre alt","indirekter Migrationshintergrund","38","0.119518863146531","0.0905885735840238","0.148449152709037"
"Grüne","2013","66 und älter","kein Migrationshintergrund","176","0.0369967886245901","0.0315338421209348","0.0424597351282454"
"Grüne","2013","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","2013","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2013","16-34 Jahre alt","kein Migrationshintergrund","51","0.0157347807243705","0.0113297551645609","0.0201398062841802"
"PDS/Linke","2013","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","2013","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2013","35-65 Jahre alt","kein Migrationshintergrund","251","0.0264009465606721","0.0230936267650797","0.0297082663562645"
"PDS/Linke","2013","35-65 Jahre alt","direkter Migrationshintergrund","40","0.0122173942890268","0.00847947532164499","0.0159553132564086"
"PDS/Linke","2013","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2013","66 und älter","kein Migrationshintergrund","156","0.0246531121335484","0.0201651778118726","0.0291410464552242"
"PDS/Linke","2013","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","2013","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2013","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Rechtsextrem","2013","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2013","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2013","35-65 Jahre alt","kein Migrationshintergrund","34","0.00498142938698317","0.00352908720185911","0.00643377157210722"
"Rechtsextrem","2013","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2013","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2013","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","2013","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2013","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","2013","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","2013","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2013","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2013","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","2013","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2013","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2013","66 und älter","kein Migrationshintergrund","","","",""
"AfD","2013","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","2013","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","2013","16-34 Jahre alt","kein Migrationshintergrund","45","0.0134475466160668","0.00937051916655627","0.0175245740655774"
"Sonstige","2013","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2013","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2013","35-65 Jahre alt","kein Migrationshintergrund","72","0.00991120644542285","0.00786769674588881","0.0119547161449569"
"Sonstige","2013","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2013","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2013","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","2013","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","2013","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","2014","16-34 Jahre alt","kein Migrationshintergrund","2564","0.591629092430788","0.576389003204285","0.606869181657292"
"keine PI","2014","16-34 Jahre alt","direkter Migrationshintergrund","1095","0.758660958622181","0.736294712992762","0.7810272042516"
"keine PI","2014","16-34 Jahre alt","indirekter Migrationshintergrund","779","0.696630925506253","0.669451750303388","0.723810100709118"
"keine PI","2014","35-65 Jahre alt","kein Migrationshintergrund","5820","0.517461828256449","0.508304705050161","0.526618951462737"
"keine PI","2014","35-65 Jahre alt","direkter Migrationshintergrund","2334","0.696732437625335","0.680928969459223","0.712535905791447"
"keine PI","2014","35-65 Jahre alt","indirekter Migrationshintergrund","409","0.587744787375094","0.550500102694754","0.624989472055434"
"keine PI","2014","66 und älter","kein Migrationshintergrund","1625","0.364827792267119","0.350780216649865","0.378875367884373"
"keine PI","2014","66 und älter","direkter Migrationshintergrund","247","0.5527134958397","0.506149100526224","0.599277891153176"
"keine PI","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2014","16-34 Jahre alt","kein Migrationshintergrund","499","0.141138420318381","0.130343496914298","0.151933343722464"
"CDU/CSU","2014","16-34 Jahre alt","direkter Migrationshintergrund","127","0.0807620280239118","0.0665199612818691","0.0950040947659545"
"CDU/CSU","2014","16-34 Jahre alt","indirekter Migrationshintergrund","69","0.06376142296557","0.0493162910879593","0.0782065548431808"
"CDU/CSU","2014","35-65 Jahre alt","kein Migrationshintergrund","2136","0.177906652818985","0.170898384477845","0.184914921160125"
"CDU/CSU","2014","35-65 Jahre alt","direkter Migrationshintergrund","381","0.121984999631376","0.110733495267555","0.133236503995198"
"CDU/CSU","2014","35-65 Jahre alt","indirekter Migrationshintergrund","65","0.0762920623587251","0.0562060444167028","0.0963780803007474"
"CDU/CSU","2014","66 und älter","kein Migrationshintergrund","1419","0.323005933349027","0.309359807923058","0.336652058774995"
"CDU/CSU","2014","66 und älter","direkter Migrationshintergrund","107","0.231700573420583","0.192187587966683","0.271213558874483"
"CDU/CSU","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","2014","16-34 Jahre alt","kein Migrationshintergrund","357","0.11181042686694","0.102039644516514","0.121581209217366"
"SPD","2014","16-34 Jahre alt","direkter Migrationshintergrund","87","0.0642400353734781","0.0514243880746858","0.0770556826722703"
"SPD","2014","16-34 Jahre alt","indirekter Migrationshintergrund","134","0.131536657881683","0.11155422365707","0.151519092106295"
"SPD","2014","35-65 Jahre alt","kein Migrationshintergrund","1581","0.145919818824","0.139450470665705","0.152389166982295"
"SPD","2014","35-65 Jahre alt","direkter Migrationshintergrund","298","0.10547886847379","0.0949183693735012","0.116039367574079"
"SPD","2014","35-65 Jahre alt","indirekter Migrationshintergrund","99","0.129764904663263","0.104338570297311","0.155191239029216"
"SPD","2014","66 und älter","kein Migrationshintergrund","973","0.217112185880866","0.205081135540164","0.229143236221568"
"SPD","2014","66 und älter","direkter Migrationshintergrund","62","0.166921048528641","0.131998199323849","0.201843897733433"
"SPD","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","2014","16-34 Jahre alt","kein Migrationshintergrund","48","0.0133836187228737","0.00982077896370179","0.0169464584820456"
"FDP","2014","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2014","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2014","35-65 Jahre alt","kein Migrationshintergrund","145","0.0126913888663402","0.0106400609088886","0.0147427168237919"
"FDP","2014","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2014","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2014","66 und älter","kein Migrationshintergrund","79","0.015308474927927","0.011725632230477","0.0188913176253771"
"FDP","2014","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","2014","16-34 Jahre alt","kein Migrationshintergrund","288","0.078652992963873","0.0703064892179753","0.0869994967097708"
"Grüne","2014","16-34 Jahre alt","direkter Migrationshintergrund","39","0.0494887591713189","0.0381520412229601","0.0608254771196777"
"Grüne","2014","16-34 Jahre alt","indirekter Migrationshintergrund","56","0.0517352367586222","0.0386401834215626","0.0648302900956818"
"Grüne","2014","35-65 Jahre alt","kein Migrationshintergrund","1063","0.0859616257958629","0.0808248739463795","0.0910983776453463"
"Grüne","2014","35-65 Jahre alt","direkter Migrationshintergrund","100","0.0385964634583847","0.0319737948406455","0.0452191320761239"
"Grüne","2014","35-65 Jahre alt","indirekter Migrationshintergrund","57","0.115018522171755","0.0908784917444018","0.139158552599108"
"Grüne","2014","66 und älter","kein Migrationshintergrund","148","0.0304037940574044","0.0253934099372148","0.0354141781775939"
"Grüne","2014","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2014","16-34 Jahre alt","kein Migrationshintergrund","110","0.0275711446389818","0.022494325777823","0.0326479635001406"
"PDS/Linke","2014","16-34 Jahre alt","direkter Migrationshintergrund","35","0.0301986624883792","0.021253449737279","0.0391438752394793"
"PDS/Linke","2014","16-34 Jahre alt","indirekter Migrationshintergrund","32","0.0339650554936923","0.0232557371804102","0.0446743738069745"
"PDS/Linke","2014","35-65 Jahre alt","kein Migrationshintergrund","436","0.0366172730603638","0.0331753870111278","0.0400591591095998"
"PDS/Linke","2014","35-65 Jahre alt","direkter Migrationshintergrund","86","0.0237387752193431","0.0185049576014465","0.0289725928372397"
"PDS/Linke","2014","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2014","66 und älter","kein Migrationshintergrund","209","0.036532102283207","0.0310573101529405","0.0420068944134734"
"PDS/Linke","2014","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2014","16-34 Jahre alt","kein Migrationshintergrund","38","0.0130648155776507","0.00954409702338215","0.0165855341319193"
"Rechtsextrem","2014","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2014","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2014","35-65 Jahre alt","kein Migrationshintergrund","49","0.00529112983042914","0.00396166679872506","0.00662059286213322"
"Rechtsextrem","2014","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2014","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2014","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","2014","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","2014","16-34 Jahre alt","kein Migrationshintergrund","32","0.00932277480971201","0.00634306453993062","0.0123024850794934"
"AfD","2014","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2014","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2014","35-65 Jahre alt","kein Migrationshintergrund","120","0.00994701602790824","0.00812844742677281","0.0117655846290437"
"AfD","2014","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2014","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2014","66 und älter","kein Migrationshintergrund","39","0.00918762317084967","0.00640336837667628","0.0119718779650231"
"AfD","2014","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","2014","16-34 Jahre alt","kein Migrationshintergrund","60","0.0134267136707994","0.00985822032788503","0.0169952070137138"
"Sonstige","2014","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2014","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2014","35-65 Jahre alt","kein Migrationshintergrund","89","0.00820326651966188","0.00655031997598995","0.00985621306333382"
"Sonstige","2014","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2014","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2014","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","2014","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","2014","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","2015","16-34 Jahre alt","kein Migrationshintergrund","2572","0.662197220137628","0.647006843535611","0.677387596739645"
"keine PI","2015","16-34 Jahre alt","direkter Migrationshintergrund","1672","0.819904642696288","0.802822871823092","0.836986413569483"
"keine PI","2015","16-34 Jahre alt","indirekter Migrationshintergrund","759","0.748810571658104","0.721889820465993","0.775731322850216"
"keine PI","2015","35-65 Jahre alt","kein Migrationshintergrund","6099","0.560605360082296","0.551256685925723","0.569954034238869"
"keine PI","2015","35-65 Jahre alt","direkter Migrationshintergrund","2729","0.733876583876067","0.719273209008931","0.748479958743204"
"keine PI","2015","35-65 Jahre alt","indirekter Migrationshintergrund","447","0.655804427339223","0.619962940575021","0.691645914103424"
"keine PI","2015","66 und älter","kein Migrationshintergrund","1746","0.391852938423964","0.377561431463554","0.406144445384373"
"keine PI","2015","66 und älter","direkter Migrationshintergrund","259","0.576962050050571","0.530374539283272","0.623549560817869"
"keine PI","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2015","16-34 Jahre alt","kein Migrationshintergrund","375","0.116333083092151","0.106035408311755","0.126630757872547"
"CDU/CSU","2015","16-34 Jahre alt","direkter Migrationshintergrund","109","0.0612600404758642","0.0505999411095433","0.0719201398421851"
"CDU/CSU","2015","16-34 Jahre alt","indirekter Migrationshintergrund","62","0.0653469290972767","0.0500064712340181","0.0806873869605353"
"CDU/CSU","2015","35-65 Jahre alt","kein Migrationshintergrund","1784","0.165030670709398","0.158038506541737","0.17202283487706"
"CDU/CSU","2015","35-65 Jahre alt","direkter Migrationshintergrund","334","0.109805691200219","0.0994743904284384","0.120136991972"
"CDU/CSU","2015","35-65 Jahre alt","indirekter Migrationshintergrund","59","0.0629840449348462","0.0446573153536044","0.081310774516088"
"CDU/CSU","2015","66 und älter","kein Migrationshintergrund","1322","0.306513483744117","0.29301590195795","0.320011065530284"
"CDU/CSU","2015","66 und älter","direkter Migrationshintergrund","99","0.224306347630978","0.184971984909913","0.263640710352044"
"CDU/CSU","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","2015","16-34 Jahre alt","kein Migrationshintergrund","236","0.067253199451429","0.0592090225286849","0.0752973763741732"
"SPD","2015","16-34 Jahre alt","direkter Migrationshintergrund","77","0.044488446075451","0.0353232544314319","0.0536536377194702"
"SPD","2015","16-34 Jahre alt","indirekter Migrationshintergrund","87","0.0909855423568696","0.0731341497614919","0.108836934952247"
"SPD","2015","35-65 Jahre alt","kein Migrationshintergrund","1298","0.126969997911612","0.120698675000787","0.133241320822436"
"SPD","2015","35-65 Jahre alt","direkter Migrationshintergrund","234","0.0883823414778942","0.0790026341054541","0.0977620488503343"
"SPD","2015","35-65 Jahre alt","indirekter Migrationshintergrund","91","0.12103302425543","0.09642739781668","0.14563865069418"
"SPD","2015","66 und älter","kein Migrationshintergrund","916","0.205987993150265","0.194148130807653","0.217827855492877"
"SPD","2015","66 und älter","direkter Migrationshintergrund","49","0.136067909657729","0.103736556823232","0.168399262492227"
"SPD","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","2015","16-34 Jahre alt","kein Migrationshintergrund","33","0.0113039441031745","0.0079085541727191","0.0146993340336299"
"FDP","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2015","35-65 Jahre alt","kein Migrationshintergrund","116","0.00913963198727425","0.00734710952676856","0.0109321544477799"
"FDP","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2015","66 und älter","kein Migrationshintergrund","95","0.0183843130720738","0.0144514700365035","0.022317156107644"
"FDP","2015","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","2015","16-34 Jahre alt","kein Migrationshintergrund","271","0.0782404471493701","0.0696152756260171","0.0868656186727231"
"Grüne","2015","16-34 Jahre alt","direkter Migrationshintergrund","34","0.0387730722138147","0.0301912792678195","0.04735486515981"
"Grüne","2015","16-34 Jahre alt","indirekter Migrationshintergrund","40","0.0421433663029872","0.02967196141346","0.0546147711925144"
"Grüne","2015","35-65 Jahre alt","kein Migrationshintergrund","895","0.0775082424765705","0.0724715061691571","0.082544978783984"
"Grüne","2015","35-65 Jahre alt","direkter Migrationshintergrund","84","0.038316562824628","0.0319733466304479","0.0446597790188082"
"Grüne","2015","35-65 Jahre alt","indirekter Migrationshintergrund","45","0.082940761874039","0.0621352258195833","0.103746297928495"
"Grüne","2015","66 und älter","kein Migrationshintergrund","148","0.0309286555218691","0.0258602592652358","0.0359970517785024"
"Grüne","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2015","16-34 Jahre alt","kein Migrationshintergrund","108","0.0249424899054966","0.0199337523862603","0.0299512274247328"
"PDS/Linke","2015","16-34 Jahre alt","direkter Migrationshintergrund","36","0.0286920047587459","0.0212710652817219","0.0361129442357698"
"PDS/Linke","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2015","35-65 Jahre alt","kein Migrationshintergrund","372","0.0342352527732954","0.0308102063186399","0.0376602992279509"
"PDS/Linke","2015","35-65 Jahre alt","direkter Migrationshintergrund","95","0.0196771278865715","0.0150876255504661","0.0242666302226768"
"PDS/Linke","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2015","66 und älter","kein Migrationshintergrund","177","0.0295451257092868","0.0245878535946991","0.0345023978238746"
"PDS/Linke","2015","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2015","16-34 Jahre alt","kein Migrationshintergrund","33","0.0104613609711368","0.00719357407251795","0.0137291478697557"
"Rechtsextrem","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2015","35-65 Jahre alt","kein Migrationshintergrund","53","0.00593154681154261","0.00448515435027558","0.00737793927280963"
"Rechtsextrem","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2015","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","2015","16-34 Jahre alt","kein Migrationshintergrund","49","0.0158703118215859","0.0118564524603131","0.0198841711828586"
"AfD","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2015","35-65 Jahre alt","kein Migrationshintergrund","142","0.0146983114165613","0.0124315158295539","0.0169651070035686"
"AfD","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2015","66 und älter","kein Migrationshintergrund","60","0.0130686087046342","0.00974377197443019","0.0163934454348382"
"AfD","2015","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","2015","16-34 Jahre alt","kein Migrationshintergrund","47","0.0133979433680282","0.00970533429924216","0.0170905524368142"
"Sonstige","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2015","35-65 Jahre alt","kein Migrationshintergrund","68","0.00588098583145034","0.0044407345197948","0.00732123714310587"
"Sonstige","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2015","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","2016","16-34 Jahre alt","kein Migrationshintergrund","2284","0.658049545217834","0.641966963835346","0.674132126600322"
"keine PI","2016","16-34 Jahre alt","direkter Migrationshintergrund","1182","0.8441149626747","0.825017771713346","0.863212153636054"
"keine PI","2016","16-34 Jahre alt","indirekter Migrationshintergrund","699","0.7560343308406","0.728099870640217","0.783968791040983"
"keine PI","2016","35-65 Jahre alt","kein Migrationshintergrund","5699","0.569461526359275","0.559783793362252","0.579139259356299"
"keine PI","2016","35-65 Jahre alt","direkter Migrationshintergrund","2359","0.728886108637218","0.71319196959924","0.744580247675196"
"keine PI","2016","35-65 Jahre alt","indirekter Migrationshintergrund","419","0.614169111978202","0.576659857492923","0.65167836646348"
"keine PI","2016","66 und älter","kein Migrationshintergrund","1806","0.429255373802215","0.414522677373377","0.443988070231054"
"keine PI","2016","66 und älter","direkter Migrationshintergrund","264","0.708515365268052","0.664310757239606","0.752719973296499"
"keine PI","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2016","16-34 Jahre alt","kein Migrationshintergrund","308","0.100510993037112","0.0903168768263868","0.110705109247838"
"CDU/CSU","2016","16-34 Jahre alt","direkter Migrationshintergrund","76","0.0532852476423552","0.0414608359434578","0.0651096593412526"
"CDU/CSU","2016","16-34 Jahre alt","indirekter Migrationshintergrund","46","0.0523990032144055","0.0379052976685318","0.0668927087602793"
"CDU/CSU","2016","35-65 Jahre alt","kein Migrationshintergrund","1602","0.153831956329463","0.146780366379487","0.160883546279438"
"CDU/CSU","2016","35-65 Jahre alt","direkter Migrationshintergrund","274","0.101254423828463","0.0906042386261543","0.111904609030772"
"CDU/CSU","2016","35-65 Jahre alt","indirekter Migrationshintergrund","61","0.0724219433536365","0.0524506463215557","0.0923932403857173"
"CDU/CSU","2016","66 und älter","kein Migrationshintergrund","1225","0.293063602457023","0.279515621816106","0.30661158309794"
"CDU/CSU","2016","66 und älter","direkter Migrationshintergrund","80","0.137686881844245","0.104169981116512","0.171203782571979"
"CDU/CSU","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","2016","16-34 Jahre alt","kein Migrationshintergrund","186","0.0632580172537703","0.0550050019901232","0.0715110325174174"
"SPD","2016","16-34 Jahre alt","direkter Migrationshintergrund","49","0.038914222355562","0.028732957643791","0.049095487067333"
"SPD","2016","16-34 Jahre alt","indirekter Migrationshintergrund","77","0.0953368269326505","0.0762348212837624","0.114438832581539"
"SPD","2016","35-65 Jahre alt","kein Migrationshintergrund","1059","0.110496691063582","0.10436918317428","0.116624198952884"
"SPD","2016","35-65 Jahre alt","direkter Migrationshintergrund","211","0.0903502935652866","0.0802290552785289","0.100471531852044"
"SPD","2016","35-65 Jahre alt","indirekter Migrationshintergrund","79","0.132423016655203","0.1063055108387","0.158540522471705"
"SPD","2016","66 und älter","kein Migrationshintergrund","784","0.175833961302202","0.164503119092595","0.18716480351181"
"SPD","2016","66 und älter","direkter Migrationshintergrund","38","0.107729833930394","0.077571922910835","0.137887744949952"
"SPD","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","2016","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"FDP","2016","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2016","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2016","35-65 Jahre alt","kein Migrationshintergrund","118","0.0122027612707615","0.0100569159171967","0.0143486066243263"
"FDP","2016","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2016","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2016","66 und älter","kein Migrationshintergrund","111","0.0208475026132561","0.0165948917847764","0.0251001134417357"
