year,bula_h,migback,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Saxony,No migration background,SPD,0.04215,60,1306,0.03125,0.05306
2016,Saxony,No migration background,CDU/CSU,0.11427,159,1306,0.09701,0.13153
2016,Saxony,No migration background,Bündnis90/Grüne,0.01755,37,1306,0.01043,0.02468
2016,Saxony,No migration background,PDS/Linke,0.06504,87,1306,0.05166,0.07842
2016,Saxony,No migration background,AfD,0.05267,67,1306,0.04055,0.06479
2016,Saxony,Direct migration background,Not leaning towards specific party,0.74163,43,43,0.60924,0.87402
2016,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.61713,466,723,0.58167,0.65259
2016,Saxony-Anhalt,No migration background,SPD,0.05631,47,723,0.03949,0.07312
2016,Saxony-Anhalt,No migration background,CDU/CSU,0.12235,98,723,0.09844,0.14625
2016,Saxony-Anhalt,No migration background,PDS/Linke,0.10588,78,723,0.08344,0.12832
2016,Saxony-Anhalt,No migration background,AfD,0.06247,34,723,0.04481,0.08012
2016,Saxony-Anhalt,Direct migration background,Not leaning towards specific party,0.85472,45,45,0.75060,0.95884
2016,Thuringa,No migration background,Not leaning towards specific party,0.68983,547,781,0.65737,0.72230
2016,Thuringa,No migration background,SPD,0.06335,41,781,0.04626,0.08045
2016,Thuringa,No migration background,CDU/CSU,0.10953,101,781,0.08761,0.13145
2016,Thuringa,No migration background,PDS/Linke,0.06710,53,781,0.04954,0.08466
2016,Thuringa,No migration background,AfD,0.04080,39,781,0.02692,0.05468
2016,Thuringa,Direct migration background,Not leaning towards specific party,0.76872,57,57,0.65828,0.87915
2017,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.48075,373,701,0.44374,0.51776
2017,Schleswig-Holstein,No migration background,SPD,0.21480,143,701,0.18437,0.24522
2017,Schleswig-Holstein,No migration background,CDU/CSU,0.18386,123,701,0.15516,0.21255
2017,Schleswig-Holstein,No migration background,Bündnis90/Grüne,0.07115,62,701,0.05211,0.09020
2017,Schleswig-Holstein,Direct migration background,Not leaning towards specific party,0.65859,217,253,0.60004,0.71714
2017,Schleswig-Holstein,Direct migration background,CDU/CSU,0.08345,36,253,0.04931,0.11760
2017,Hamburg,No migration background,Not leaning towards specific party,0.34989,125,278,0.29372,0.40605
2017,Hamburg,No migration background,SPD,0.23004,62,278,0.18048,0.27960
2017,Hamburg,No migration background,CDU/CSU,0.23162,56,278,0.18194,0.28130
2017,Hamburg,No migration background,Bündnis90/Grüne,0.09380,35,278,0.05947,0.12813
2017,Hamburg,Direct migration background,Not leaning towards specific party,0.70890,97,97,0.61803,0.79978
2017,Lower Saxony,No migration background,Not leaning towards specific party,0.49900,1064,2043,0.47731,0.52069
2017,Lower Saxony,No migration background,SPD,0.18223,386,2043,0.16548,0.19897
2017,Lower Saxony,No migration background,CDU/CSU,0.20932,388,2043,0.19167,0.22696
2017,Lower Saxony,No migration background,FDP,0.01469,33,2043,0.00947,0.01990
2017,Lower Saxony,No migration background,Bündnis90/Grüne,0.04609,104,2043,0.03699,0.05518
2017,Lower Saxony,No migration background,PDS/Linke,0.01848,34,2043,0.01264,0.02432
2017,Lower Saxony,No migration background,AfD,0.01711,34,2043,0.01148,0.02273
2017,Lower Saxony,Direct migration background,Not leaning towards specific party,0.73017,524,649,0.69599,0.76434
2017,Lower Saxony,Direct migration background,SPD,0.08993,38,649,0.06791,0.11196
2017,Lower Saxony,Direct migration background,CDU/CSU,0.12486,87,649,0.09941,0.15031
2017,Lower Saxony,Indirect migration background,Not leaning towards specific party,0.71194,88,88,0.61678,0.80710
2017,Bremen,No migration background,Not leaning towards specific party,0.55787,78,78,0.44694,0.66880
2017,Bremen,Direct migration background,Not leaning towards specific party,0.79106,73,73,0.69716,0.88497
2017,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.48115,1823,3672,0.46498,0.49731
2017,North Rhine-Westphalia,No migration background,SPD,0.19322,661,3672,0.18045,0.20599
2017,North Rhine-Westphalia,No migration background,CDU/CSU,0.19585,742,3672,0.18301,0.20869
2017,North Rhine-Westphalia,No migration background,FDP,0.02551,98,3672,0.02041,0.03061
2017,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.04899,212,3672,0.04201,0.05598
2017,North Rhine-Westphalia,No migration background,PDS/Linke,0.01727,61,3672,0.01306,0.02148
2017,North Rhine-Westphalia,No migration background,AfD,0.02609,75,3672,0.02093,0.03125
2017,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.70419,1216,1627,0.68201,0.72638
2017,North Rhine-Westphalia,Direct migration background,SPD,0.08792,127,1627,0.07415,0.10168
2017,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.12480,220,1627,0.10873,0.14086
2017,North Rhine-Westphalia,Direct migration background,Bündnis90/Grüne,0.02479,31,1627,0.01724,0.03235
2017,North Rhine-Westphalia,Direct migration background,PDS/Linke,0.02164,33,1627,0.01457,0.02871
2017,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.72305,333,435,0.68095,0.76515
2017,North Rhine-Westphalia,Indirect migration background,SPD,0.08110,52,435,0.05542,0.10678
2017,North Rhine-Westphalia,Indirect migration background,CDU/CSU,0.09659,50,435,0.06880,0.12438
2017,Hesse,No migration background,Not leaning towards specific party,0.56150,660,1166,0.53301,0.59000
2017,Hesse,No migration background,SPD,0.14205,187,1166,0.12201,0.16210
2017,Hesse,No migration background,CDU/CSU,0.17274,208,1166,0.15104,0.19445
2017,Hesse,No migration background,FDP,0.02229,36,1166,0.01381,0.03077
2017,Hesse,No migration background,Bündnis90/Grüne,0.05333,75,1166,0.04043,0.06623
2017,Hesse,Direct migration background,Not leaning towards specific party,0.75720,465,568,0.72191,0.79250
2017,Hesse,Direct migration background,SPD,0.07424,33,568,0.05266,0.09582
2017,Hesse,Direct migration background,CDU/CSU,0.07675,70,568,0.05484,0.09866
2017,Hesse,Indirect migration background,Not leaning towards specific party,0.73860,108,108,0.65535,0.82186
2017,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.53350,537,944,0.50166,0.56534
2017,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.14762,170,944,0.12498,0.17026
2017,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.19110,202,944,0.16600,0.21619
2017,"Rhineland-Palatinate, Saarland",No migration background,Bündnis90/Grüne,0.03977,35,944,0.02729,0.05224
2017,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.77603,421,463,0.73802,0.81405
2017,"Rhineland-Palatinate, Saarland",Direct migration background,CDU/CSU,0.11435,42,463,0.08533,0.14337
2017,"Rhineland-Palatinate, Saarland",Indirect migration background,Not leaning towards specific party,0.64178,68,68,0.52696,0.75659
2017,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.51390,1031,1977,0.49186,0.53594
2017,Baden-Wuerttemberg,No migration background,SPD,0.12776,227,1977,0.11305,0.14248
2017,Baden-Wuerttemberg,No migration background,CDU/CSU,0.17984,383,1977,0.16291,0.19677
2017,Baden-Wuerttemberg,No migration background,FDP,0.02007,48,1977,0.01388,0.02625
2017,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.10569,254,1977,0.09214,0.11925
2017,Baden-Wuerttemberg,No migration background,AfD,0.02046,34,1977,0.01422,0.02670
2017,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.68639,718,917,0.65635,0.71644
2017,Baden-Wuerttemberg,Direct migration background,SPD,0.12749,51,917,0.10589,0.14909
2017,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.10534,117,917,0.08546,0.12523
2017,Baden-Wuerttemberg,Direct migration background,Bündnis90/Grüne,0.04549,31,917,0.03199,0.05898
2017,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.70425,208,208,0.64208,0.76642
2017,Bavaria,No migration background,Not leaning towards specific party,0.56195,1751,3019,0.54425,0.57966
2017,Bavaria,No migration background,SPD,0.10282,302,3019,0.09199,0.11366
2017,Bavaria,No migration background,CDU/CSU,0.22029,642,3019,0.20550,0.23507
2017,Bavaria,No migration background,FDP,0.01704,48,3019,0.01242,0.02165
2017,Bavaria,No migration background,Bündnis90/Grüne,0.04509,186,3019,0.03769,0.05250
2017,Bavaria,No migration background,PDS/Linke,0.01385,36,3019,0.00968,0.01802
2017,Bavaria,No migration background,AfD,0.02088,54,3019,0.01578,0.02598
2017,Bavaria,Direct migration background,Not leaning towards specific party,0.79004,897,1027,0.76512,0.81497
2017,Bavaria,Direct migration background,SPD,0.08469,50,1027,0.06765,0.10173
2017,Bavaria,Direct migration background,CDU/CSU,0.05432,80,1027,0.04045,0.06819
2017,Bavaria,Indirect migration background,Not leaning towards specific party,0.81585,181,181,0.75923,0.87248
2017,Berlin,No migration background,Not leaning towards specific party,0.51786,369,717,0.48126,0.55446
2017,Berlin,No migration background,SPD,0.14128,108,717,0.11576,0.16679
2017,Berlin,No migration background,CDU/CSU,0.09696,90,717,0.07529,0.11864
2017,Berlin,No migration background,Bündnis90/Grüne,0.09876,83,717,0.07691,0.12061
2017,Berlin,No migration background,PDS/Linke,0.08058,67,717,0.06064,0.10052
2017,Berlin,Direct migration background,Not leaning towards specific party,0.55844,163,163,0.48197,0.63490
2017,Berlin,Indirect migration background,Not leaning towards specific party,0.64511,34,34,0.48186,0.80837
2017,Brandenburg,No migration background,Not leaning towards specific party,0.70251,621,845,0.67167,0.73335
2017,Brandenburg,No migration background,SPD,0.07053,80,845,0.05326,0.08781
2017,Brandenburg,No migration background,CDU/CSU,0.10075,73,845,0.08044,0.12106
2017,Brandenburg,No migration background,PDS/Linke,0.06795,71,845,0.05097,0.08493
2017,Brandenburg,Direct migration background,Not leaning towards specific party,0.79657,160,160,0.73400,0.85915
2017,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.67253,361,508,0.63168,0.71338
2017,Mecklenburg-Western Pomerania,No migration background,SPD,0.07251,47,508,0.04993,0.09508
2017,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.09319,62,508,0.06788,0.11849
2017,Mecklenburg-Western Pomerania,No migration background,PDS/Linke,0.07936,38,508,0.05583,0.10288
2017,Mecklenburg-Western Pomerania,Direct migration background,Not leaning towards specific party,0.60962,40,40,0.45651,0.76272
2017,Saxony,No migration background,Not leaning towards specific party,0.66814,1043,1484,0.64417,0.69210
2017,Saxony,No migration background,SPD,0.05938,84,1484,0.04736,0.07141
2017,Saxony,No migration background,CDU/CSU,0.09608,148,1484,0.08108,0.11108
2017,Saxony,No migration background,Bündnis90/Grüne,0.02007,40,1484,0.01293,0.02721
2017,Saxony,No migration background,PDS/Linke,0.07220,97,1484,0.05903,0.08538
2017,Saxony,No migration background,AfD,0.05582,72,1484,0.04413,0.06750
2017,Saxony,Direct migration background,Not leaning towards specific party,0.74705,124,124,0.67022,0.82387
2017,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.68695,580,796,0.65472,0.71919
2017,Saxony-Anhalt,No migration background,SPD,0.06643,54,796,0.04912,0.08374
2017,Saxony-Anhalt,No migration background,CDU/CSU,0.10746,94,796,0.08593,0.12898
2017,Saxony-Anhalt,No migration background,PDS/Linke,0.06938,68,796,0.05171,0.08704
2017,Saxony-Anhalt,Direct migration background,Not leaning towards specific party,0.86032,113,113,0.79612,0.92452
2017,Thuringa,No migration background,Not leaning towards specific party,0.64350,572,837,0.61103,0.67596
2017,Thuringa,No migration background,SPD,0.07328,60,837,0.05562,0.09095
2017,Thuringa,No migration background,CDU/CSU,0.13996,117,837,0.11644,0.16348
2017,Thuringa,No migration background,PDS/Linke,0.06279,52,837,0.04635,0.07924
2017,Thuringa,No migration background,AfD,0.03798,36,837,0.02502,0.05094
2017,Thuringa,Direct migration background,Not leaning towards specific party,0.83477,97,97,0.76048,0.90907
2018,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.48837,349,656,0.45009,0.52665
2018,Schleswig-Holstein,No migration background,SPD,0.17913,126,656,0.14976,0.20850
2018,Schleswig-Holstein,No migration background,CDU/CSU,0.16747,106,656,0.13887,0.19606
2018,Schleswig-Holstein,No migration background,Bündnis90/Grüne,0.07932,75,656,0.05863,0.10002
2018,Schleswig-Holstein,Direct migration background,Not leaning towards specific party,0.64187,213,213,0.57733,0.70641
2018,Hamburg,No migration background,Not leaning towards specific party,0.35196,118,269,0.29478,0.40914
2018,Hamburg,No migration background,SPD,0.20591,61,269,0.15750,0.25432
2018,Hamburg,No migration background,CDU/CSU,0.17177,45,269,0.12661,0.21692
2018,Hamburg,No migration background,Bündnis90/Grüne,0.12813,45,269,0.08811,0.16814
2018,Hamburg,Direct migration background,Not leaning towards specific party,0.72843,124,124,0.64983,0.80703
2018,Hamburg,Indirect migration background,Not leaning towards specific party,0.63784,36,36,0.47861,0.79707
2018,Lower Saxony,No migration background,Not leaning towards specific party,0.47465,951,1871,0.45202,0.49729
2018,Lower Saxony,No migration background,SPD,0.19553,346,1871,0.17755,0.21351
2018,Lower Saxony,No migration background,CDU/CSU,0.21020,378,1871,0.19173,0.22867
2018,Lower Saxony,No migration background,FDP,0.01689,33,1871,0.01105,0.02274
2018,Lower Saxony,No migration background,Bündnis90/Grüne,0.05301,123,1871,0.04285,0.06316
2018,Lower Saxony,No migration background,AfD,0.01837,40,1871,0.01228,0.02445
2018,Lower Saxony,Direct migration background,Not leaning towards specific party,0.72968,671,811,0.69910,0.76027
2018,Lower Saxony,Direct migration background,SPD,0.08810,35,811,0.06858,0.10762
2018,Lower Saxony,Direct migration background,CDU/CSU,0.10196,105,811,0.08112,0.12280
2018,Lower Saxony,Indirect migration background,Not leaning towards specific party,0.63064,94,94,0.53255,0.72874
2018,Bremen,No migration background,Not leaning towards specific party,0.48029,77,77,0.36797,0.59262
2018,Bremen,Direct migration background,Not leaning towards specific party,0.83264,114,114,0.76381,0.90147
2018,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.50344,1763,3561,0.48701,0.51986
2018,North Rhine-Westphalia,No migration background,SPD,0.15680,555,3561,0.14485,0.16874
2018,North Rhine-Westphalia,No migration background,CDU/CSU,0.18607,677,3561,0.17329,0.19886
2018,North Rhine-Westphalia,No migration background,FDP,0.02883,114,3561,0.02333,0.03432
2018,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.06376,274,3561,0.05574,0.07179
2018,North Rhine-Westphalia,No migration background,PDS/Linke,0.02795,85,3561,0.02253,0.03336
2018,North Rhine-Westphalia,No migration background,AfD,0.02525,93,3561,0.02010,0.03041
2018,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.72755,1545,1941,0.70774,0.74736
2018,North Rhine-Westphalia,Direct migration background,SPD,0.08985,113,1941,0.07712,0.10257
2018,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.11626,237,1941,0.10200,0.13053
2018,North Rhine-Westphalia,Direct migration background,Bündnis90/Grüne,0.02472,46,1941,0.01781,0.03163
2018,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.65522,326,420,0.60971,0.70074
2018,North Rhine-Westphalia,Indirect migration background,SPD,0.10623,59,420,0.07673,0.13574
2018,North Rhine-Westphalia,Indirect migration background,CDU/CSU,0.06821,35,420,0.04407,0.09235
2018,Hesse,No migration background,Not leaning towards specific party,0.53628,622,1181,0.50783,0.56474
2018,Hesse,No migration background,SPD,0.13389,159,1181,0.11446,0.15332
2018,Hesse,No migration background,CDU/CSU,0.16435,198,1181,0.14321,0.18550
2018,Hesse,No migration background,FDP,0.02930,45,1181,0.01968,0.03892
2018,Hesse,No migration background,Bündnis90/Grüne,0.07252,86,1181,0.05772,0.08732
2018,Hesse,No migration background,PDS/Linke,0.02711,40,1181,0.01784,0.03638
2018,Hesse,No migration background,AfD,0.02585,31,1181,0.01680,0.03491
2018,Hesse,Direct migration background,Not leaning towards specific party,0.70865,488,629,0.67311,0.74419
2018,Hesse,Direct migration background,SPD,0.12905,52,629,0.10283,0.15527
2018,Hesse,Direct migration background,CDU/CSU,0.08426,89,629,0.06253,0.10599
2018,Hesse,Indirect migration background,Not leaning towards specific party,0.70869,91,91,0.61482,0.80256
2018,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.51850,539,939,0.48653,0.55048
2018,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.12172,140,939,0.10079,0.14264
2018,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.21210,200,939,0.18594,0.23826
2018,"Rhineland-Palatinate, Saarland",No migration background,Bündnis90/Grüne,0.05744,60,939,0.04255,0.07233
2018,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.72692,429,485,0.68723,0.76662
2018,"Rhineland-Palatinate, Saarland",Direct migration background,CDU/CSU,0.13126,56,485,0.10117,0.16134
2018,"Rhineland-Palatinate, Saarland",Indirect migration background,Not leaning towards specific party,0.53603,59,59,0.40769,0.66438
2018,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.46221,858,1889,0.43972,0.48470
2018,Baden-Wuerttemberg,No migration background,SPD,0.10067,185,1889,0.08710,0.11424
2018,Baden-Wuerttemberg,No migration background,CDU/CSU,0.20843,400,1889,0.19011,0.22675
2018,Baden-Wuerttemberg,No migration background,FDP,0.03060,61,1889,0.02283,0.03837
2018,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.13757,300,1889,0.12203,0.15311
2018,Baden-Wuerttemberg,No migration background,PDS/Linke,0.02183,42,1889,0.01524,0.02842
2018,Baden-Wuerttemberg,No migration background,AfD,0.02749,43,1889,0.02012,0.03487
2018,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.70264,707,896,0.67269,0.73259
2018,Baden-Wuerttemberg,Direct migration background,SPD,0.09361,51,896,0.07452,0.11269
2018,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.10968,93,896,0.08921,0.13015
2018,Baden-Wuerttemberg,Direct migration background,Bündnis90/Grüne,0.04271,45,896,0.02946,0.05595
2018,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.65984,166,166,0.58755,0.73213
2018,Bavaria,No migration background,Not leaning towards specific party,0.53491,1593,2887,0.51672,0.55311
2018,Bavaria,No migration background,SPD,0.08486,231,2887,0.07469,0.09503
2018,Bavaria,No migration background,CDU/CSU,0.22290,573,2887,0.20771,0.23808
2018,Bavaria,No migration background,FDP,0.02356,63,2887,0.01803,0.02909
2018,Bavaria,No migration background,Bündnis90/Grüne,0.06751,239,2887,0.05836,0.07666
2018,Bavaria,No migration background,PDS/Linke,0.01598,62,2887,0.01141,0.02056
2018,Bavaria,No migration background,AfD,0.02925,83,2887,0.02310,0.03540
2018,Bavaria,No migration background,Others,0.01506,43,2887,0.01062,0.01951
2018,Bavaria,Direct migration background,Not leaning towards specific party,0.75769,892,1041,0.73165,0.78373
2018,Bavaria,Direct migration background,SPD,0.07396,40,1041,0.05806,0.08987
2018,Bavaria,Direct migration background,CDU/CSU,0.05117,76,1041,0.03777,0.06456
2018,Bavaria,Direct migration background,Bündnis90/Grüne,0.05587,33,1041,0.04191,0.06983
2018,Bavaria,Indirect migration background,Not leaning towards specific party,0.73846,177,177,0.67353,0.80339
2018,Berlin,No migration background,Not leaning towards specific party,0.51122,353,713,0.47451,0.54794
2018,Berlin,No migration background,SPD,0.10895,93,713,0.08607,0.13184
2018,Berlin,No migration background,CDU/CSU,0.09043,76,713,0.06936,0.11149
2018,Berlin,No migration background,Bündnis90/Grüne,0.11186,106,713,0.08870,0.13501
2018,Berlin,No migration background,PDS/Linke,0.09528,85,713,0.07372,0.11685
2018,Berlin,Direct migration background,Not leaning towards specific party,0.60505,194,194,0.53608,0.67402
2018,Berlin,Indirect migration background,Not leaning towards specific party,0.69093,32,32,0.52826,0.85361
2018,Brandenburg,No migration background,Not leaning towards specific party,0.71706,625,866,0.68704,0.74707
2018,Brandenburg,No migration background,SPD,0.06572,68,866,0.04921,0.08224
2018,Brandenburg,No migration background,CDU/CSU,0.08996,75,866,0.07089,0.10902
2018,Brandenburg,No migration background,PDS/Linke,0.06342,63,866,0.04718,0.07967
2018,Brandenburg,No migration background,AfD,0.03372,35,866,0.02169,0.04574
2018,Brandenburg,Direct migration background,Not leaning towards specific party,0.87699,141,141,0.82258,0.93139
2018,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.64076,351,511,0.59912,0.68240
2018,Mecklenburg-Western Pomerania,No migration background,SPD,0.06077,44,511,0.04003,0.08150
2018,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.11208,69,511,0.08470,0.13946
2018,Mecklenburg-Western Pomerania,No migration background,PDS/Linke,0.07582,47,511,0.05284,0.09879
2018,Mecklenburg-Western Pomerania,Direct migration background,Not leaning towards specific party,0.61471,55,55,0.48490,0.74451
2018,Saxony,No migration background,Not leaning towards specific party,0.63728,968,1439,0.61243,0.66213
2018,Saxony,No migration background,SPD,0.03745,54,1439,0.02764,0.04727
2018,Saxony,No migration background,CDU/CSU,0.10503,148,1439,0.08918,0.12087
2018,Saxony,No migration background,Bündnis90/Grüne,0.03468,46,1439,0.02522,0.04413
2018,Saxony,No migration background,PDS/Linke,0.07731,125,1439,0.06351,0.09112
2018,Saxony,No migration background,AfD,0.08083,98,1439,0.06674,0.09492
2018,Saxony,Direct migration background,Not leaning towards specific party,0.76143,150,150,0.69300,0.82987
2018,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.68342,574,771,0.65056,0.71627
2018,Saxony-Anhalt,No migration background,SPD,0.05755,43,771,0.04110,0.07399
2018,Saxony-Anhalt,No migration background,CDU/CSU,0.09569,87,771,0.07491,0.11647
2018,Saxony-Anhalt,No migration background,PDS/Linke,0.08616,67,771,0.06634,0.10598
2018,Saxony-Anhalt,Direct migration background,Not leaning towards specific party,0.90385,124,124,0.85175,0.95595
2018,Thuringa,No migration background,Not leaning towards specific party,0.64869,553,792,0.61542,0.68196
2018,Thuringa,No migration background,SPD,0.06262,40,792,0.04573,0.07950
2018,Thuringa,No migration background,CDU/CSU,0.12015,89,792,0.09749,0.14281
2018,Thuringa,No migration background,PDS/Linke,0.06654,64,792,0.04917,0.08391
2018,Thuringa,No migration background,AfD,0.05676,46,792,0.04063,0.07288
2018,Thuringa,Direct migration background,Not leaning towards specific party,0.82316,134,134,0.75832,0.88800
2019,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.53712,382,710,0.50041,0.57382
2019,Schleswig-Holstein,No migration background,SPD,0.14567,96,710,0.11970,0.17163
2019,Schleswig-Holstein,No migration background,CDU/CSU,0.13238,126,710,0.10743,0.15732
2019,Schleswig-Holstein,No migration background,Bündnis90/Grüne,0.11210,106,710,0.08887,0.13532
2019,Schleswig-Holstein,Direct migration background,Not leaning towards specific party,0.62395,92,92,0.52442,0.72347
2019,Hamburg,No migration background,Not leaning towards specific party,0.39275,144,321,0.33924,0.44625
2019,Hamburg,No migration background,SPD,0.16654,57,321,0.12572,0.20736
2019,Hamburg,No migration background,CDU/CSU,0.14467,54,321,0.10612,0.18321
2019,Hamburg,No migration background,Bündnis90/Grüne,0.16688,66,321,0.12603,0.20774
2019,Hamburg,Direct migration background,Not leaning towards specific party,0.76481,88,88,0.67568,0.85393
2019,Hamburg,Indirect migration background,Not leaning towards specific party,0.54550,33,33,0.37298,0.71803
2019,Lower Saxony,No migration background,Not leaning towards specific party,0.51141,991,1928,0.48909,0.53373
2019,Lower Saxony,No migration background,SPD,0.15035,261,1928,0.13439,0.16631
2019,Lower Saxony,No migration background,CDU/CSU,0.17729,351,1928,0.16023,0.19434
2019,Lower Saxony,No migration background,FDP,0.02307,46,1928,0.01637,0.02978
2019,Lower Saxony,No migration background,Bündnis90/Grüne,0.09141,202,1928,0.07854,0.10427
2019,Lower Saxony,No migration background,PDS/Linke,0.01024,31,1928,0.00575,0.01474
2019,Lower Saxony,No migration background,AfD,0.02422,46,1928,0.01736,0.03109
2019,Lower Saxony,Direct migration background,Not leaning towards specific party,0.67998,290,326,0.62927,0.73070
2019,Lower Saxony,Direct migration background,CDU/CSU,0.11845,36,326,0.08332,0.15358
2019,Lower Saxony,Indirect migration background,Not leaning towards specific party,0.77034,87,87,0.68144,0.85924
2019,Bremen,No migration background,Not leaning towards specific party,0.41819,63,63,0.29540,0.54097
2019,Bremen,Direct migration background,Not leaning towards specific party,0.75143,41,41,0.61750,0.88537
2019,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.49511,1779,3738,0.47908,0.51114
2019,North Rhine-Westphalia,No migration background,SPD,0.12572,443,3738,0.11509,0.13635
2019,North Rhine-Westphalia,No migration background,CDU/CSU,0.18504,717,3738,0.17259,0.19749
2019,North Rhine-Westphalia,No migration background,FDP,0.02255,132,3738,0.01779,0.02731
2019,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.10056,454,3738,0.09092,0.11020
2019,North Rhine-Westphalia,No migration background,PDS/Linke,0.02273,80,3738,0.01795,0.02751
2019,North Rhine-Westphalia,No migration background,AfD,0.03304,100,3738,0.02731,0.03877
2019,North Rhine-Westphalia,No migration background,Others,0.00546,33,3738,0.00310,0.00782
2019,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.72556,778,1031,0.69831,0.75281
2019,North Rhine-Westphalia,Direct migration background,SPD,0.07802,79,1031,0.06164,0.09440
2019,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.11640,130,1031,0.09682,0.13599
2019,North Rhine-Westphalia,Direct migration background,Bündnis90/Grüne,0.03309,44,1031,0.02217,0.04402
2019,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.75564,326,441,0.71548,0.79579
2019,North Rhine-Westphalia,Indirect migration background,SPD,0.06647,33,441,0.04320,0.08975
2019,North Rhine-Westphalia,Indirect migration background,CDU/CSU,0.06078,39,441,0.03845,0.08310
2019,North Rhine-Westphalia,Indirect migration background,Bündnis90/Grüne,0.05206,43,441,0.03131,0.07282
2019,Hesse,No migration background,Not leaning towards specific party,0.52018,598,1236,0.49232,0.54804
2019,Hesse,No migration background,SPD,0.10161,139,1236,0.08475,0.11846
2019,Hesse,No migration background,CDU/CSU,0.13801,179,1236,0.11877,0.15725
2019,Hesse,No migration background,FDP,0.02747,58,1236,0.01836,0.03659
2019,Hesse,No migration background,Bündnis90/Grüne,0.12138,187,1236,0.10317,0.13960
2019,Hesse,No migration background,PDS/Linke,0.04367,39,1236,0.03228,0.05507
2019,Hesse,No migration background,AfD,0.02652,36,1236,0.01756,0.03548
2019,Hesse,Direct migration background,Not leaning towards specific party,0.73037,211,211,0.67035,0.79039
2019,Hesse,Indirect migration background,Not leaning towards specific party,0.74768,82,82,0.65309,0.84227
2019,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.53354,540,928,0.50143,0.56566
2019,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.10170,99,928,0.08224,0.12116
2019,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.18062,194,928,0.15585,0.20538
2019,"Rhineland-Palatinate, Saarland",No migration background,Bündnis90/Grüne,0.08844,95,928,0.07016,0.10672
2019,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.75976,246,246,0.70626,0.81326
2019,"Rhineland-Palatinate, Saarland",Indirect migration background,Not leaning towards specific party,0.54216,56,56,0.41049,0.67383
2019,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.46996,861,1980,0.44797,0.49195
2019,Baden-Wuerttemberg,No migration background,SPD,0.07460,152,1980,0.06303,0.08618
2019,Baden-Wuerttemberg,No migration background,CDU/CSU,0.17174,376,1980,0.15512,0.18836
2019,Baden-Wuerttemberg,No migration background,FDP,0.02838,82,1980,0.02106,0.03570
2019,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.17780,420,1980,0.16096,0.19465
