year,migback,regtyp,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,No migration background,Urban regions,SPD,0.10216,1273,11037,0.09651,0.10782
2022,No migration background,Urban regions,CDU/CSU,0.12551,1501,11037,0.11933,0.13170
2022,No migration background,Urban regions,FDP,0.02700,423,11037,0.02398,0.03003
2022,No migration background,Urban regions,Bündnis90/Grüne,0.14637,2226,11037,0.13978,0.15297
2022,No migration background,Urban regions,PDS/Linke,0.01831,297,11037,0.01581,0.02081
2022,No migration background,Urban regions,AfD,0.01643,207,11037,0.01406,0.01880
2022,No migration background,Urban regions,Others,0.00977,136,11037,0.00793,0.01160
2022,No migration background,Rural regions,Not leaning towards specific party,0.44689,3782,6870,0.43513,0.45864
2022,No migration background,Rural regions,SPD,0.09198,619,6870,0.08514,0.09881
2022,No migration background,Rural regions,CDU/CSU,0.13321,1006,6870,0.12517,0.14124
2022,No migration background,Rural regions,FDP,0.02160,177,6870,0.01816,0.02503
2022,No migration background,Rural regions,Bündnis90/Grüne,0.07638,656,6870,0.07010,0.08267
2022,No migration background,Rural regions,PDS/Linke,0.01897,219,6870,0.01574,0.02219
2022,No migration background,Rural regions,AfD,0.03124,316,6870,0.02712,0.03535
2022,No migration background,Rural regions,Others,0.01071,95,6870,0.00828,0.01315
2022,Direct migration background,Urban regions,Not leaning towards specific party,0.59940,4080,5244,0.58613,0.61266
2022,Direct migration background,Urban regions,SPD,0.07070,292,5244,0.06376,0.07763
2022,Direct migration background,Urban regions,CDU/CSU,0.06721,268,5244,0.06044,0.07399
2022,Direct migration background,Urban regions,FDP,0.01289,59,5244,0.00983,0.01594
2022,Direct migration background,Urban regions,Bündnis90/Grüne,0.07656,367,5244,0.06936,0.08376
2022,Direct migration background,Urban regions,PDS/Linke,0.01523,95,5244,0.01192,0.01855
2022,Direct migration background,Urban regions,AfD,0.01440,46,5244,0.01118,0.01763
2022,Direct migration background,Urban regions,Others,0.00520,37,5244,0.00326,0.00715
2022,Direct migration background,Rural regions,Not leaning towards specific party,0.65428,819,983,0.62453,0.68402
2022,Direct migration background,Rural regions,SPD,0.04898,42,983,0.03548,0.06248
2022,Direct migration background,Rural regions,CDU/CSU,0.05430,74,983,0.04013,0.06848
2022,Direct migration background,Rural regions,Bündnis90/Grüne,0.04433,48,983,0.03146,0.05721
2022,Indirect migration background,Urban regions,Not leaning towards specific party,0.33277,605,1028,0.30395,0.36159
2022,Indirect migration background,Urban regions,SPD,0.04741,93,1028,0.03441,0.06040
2022,Indirect migration background,Urban regions,CDU/CSU,0.05197,92,1028,0.03840,0.06555
2022,Indirect migration background,Urban regions,FDP,0.01232,31,1028,0.00557,0.01906
2022,Indirect migration background,Urban regions,Bündnis90/Grüne,0.07634,207,1028,0.06010,0.09259
2022,Indirect migration background,Rural regions,Not leaning towards specific party,0.33244,208,247,0.27357,0.39131
2022,Indirect migration background,Rural regions,CDU/CSU,0.04411,39,247,0.01845,0.06976
