year,pgisced97,regtyp,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Upper Secondary Level,Urban regions,FDP,0.01359,104,6439,0.01077,0.01642
2005,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.03161,190,6439,0.02734,0.03589
2005,Upper Secondary Level,Urban regions,PDS/Linke,0.00953,71,6439,0.00716,0.01191
2005,Upper Secondary Level,Urban regions,Far right parties,0.00783,52,6439,0.00568,0.00999
2005,Upper Secondary Level,Urban regions,Others,0.00613,35,6439,0.00422,0.00804
2005,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.63529,2400,3698,0.61977,0.65081
2005,Upper Secondary Level,Rural regions,SPD,0.11726,426,3698,0.10689,0.12763
2005,Upper Secondary Level,Rural regions,CDU/CSU,0.17539,648,3698,0.16313,0.18765
2005,Upper Secondary Level,Rural regions,FDP,0.00750,34,3698,0.00472,0.01029
2005,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.01164,52,3698,0.00818,0.01510
2005,Upper Secondary Level,Rural regions,PDS/Linke,0.02326,102,3698,0.01840,0.02812
2005,Upper Secondary Level,Rural regions,Far right parties,0.01186,36,3698,0.00837,0.01535
2005,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.50442,430,809,0.46995,0.53890
2005,Post-secondary Non-tertiary Level,Urban regions,SPD,0.17525,151,809,0.14903,0.20146
2005,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.17907,164,809,0.15263,0.20550
2005,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.08142,64,809,0.06256,0.10027
2005,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.55770,152,234,0.49393,0.62147
2005,Post-secondary Non-tertiary Level,Rural regions,SPD,0.10022,32,234,0.06166,0.13878
2005,Post-secondary Non-tertiary Level,Rural regions,CDU/CSU,0.19640,50,234,0.14539,0.24741
2005,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.47543,476,949,0.44364,0.50722
2005,First Stage of Tertiary Education,Urban regions,SPD,0.21311,208,949,0.18705,0.23918
2005,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.22046,221,949,0.19407,0.24684
2005,First Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.04794,44,949,0.03434,0.06154
2005,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.56440,327,513,0.52145,0.60735
2005,First Stage of Tertiary Education,Rural regions,SPD,0.14900,72,513,0.11815,0.17984
2005,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.18986,114,513,0.15589,0.22383
2005,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.38196,1082,2900,0.36428,0.39965
2005,Second Stage of Tertiary Education,Urban regions,SPD,0.19317,563,2900,0.17880,0.20754
2005,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.21245,692,2900,0.19756,0.22734
2005,Second Stage of Tertiary Education,Urban regions,FDP,0.03312,121,2900,0.02661,0.03964
2005,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.13748,366,2900,0.12495,0.15002
2005,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.02581,76,2900,0.02004,0.03158
2005,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.45203,535,1184,0.42367,0.48039
2005,Second Stage of Tertiary Education,Rural regions,SPD,0.12874,171,1184,0.10965,0.14782
2005,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.22405,257,1184,0.20029,0.24781
2005,Second Stage of Tertiary Education,Rural regions,FDP,0.03321,36,1184,0.02300,0.04342
2005,Second Stage of Tertiary Education,Rural regions,Bündnis90/Grüne,0.05676,74,1184,0.04358,0.06995
2005,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.08571,111,1184,0.06976,0.10167
2006,Pre-primary Level,Urban regions,Not leaning towards specific party,0.43416,164,242,0.37159,0.49674
2006,Pre-primary Level,Urban regions,SPD,0.10362,46,242,0.06514,0.14209
2006,Pre-primary Level,Urban regions,CDU/CSU,0.06162,32,242,0.03126,0.09198
2006,Pre-primary Level,Rural regions,Not leaning towards specific party,0.39266,84,84,0.28760,0.49772
2006,Primary Level,Urban regions,Not leaning towards specific party,0.72763,137,137,0.65281,0.80245
2006,Primary Level,Rural regions,Not leaning towards specific party,0.69341,51,51,0.56560,0.82121
2006,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.62755,1064,1546,0.60344,0.65165
2006,Lower Secondary Level,Urban regions,SPD,0.17600,273,1546,0.15701,0.19499
2006,Lower Secondary Level,Urban regions,CDU/CSU,0.13096,209,1546,0.11414,0.14779
2006,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.64056,563,794,0.60716,0.67396
2006,Lower Secondary Level,Rural regions,SPD,0.12572,95,794,0.10264,0.14879
2006,Lower Secondary Level,Rural regions,CDU/CSU,0.15933,136,794,0.13386,0.18481
2006,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.52533,3605,6910,0.51356,0.53711
2006,Upper Secondary Level,Urban regions,SPD,0.19796,1392,6910,0.18856,0.20736
2006,Upper Secondary Level,Urban regions,CDU/CSU,0.19152,1390,6910,0.18224,0.20079
2006,Upper Secondary Level,Urban regions,FDP,0.01388,111,6910,0.01112,0.01664
2006,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.02702,188,6910,0.02320,0.03084
2006,Upper Secondary Level,Urban regions,PDS/Linke,0.01859,137,6910,0.01541,0.02178
2006,Upper Secondary Level,Urban regions,Far right parties,0.00871,54,6910,0.00652,0.01090
2006,Upper Secondary Level,Urban regions,Others,0.00472,33,6910,0.00310,0.00633
2006,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.59963,2472,4045,0.58453,0.61473
2006,Upper Secondary Level,Rural regions,SPD,0.13242,528,4045,0.12197,0.14286
2006,Upper Secondary Level,Rural regions,CDU/CSU,0.18615,757,4045,0.17415,0.19815
2006,Upper Secondary Level,Rural regions,FDP,0.01434,54,4045,0.01067,0.01800
2006,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.01346,58,4045,0.00991,0.01701
2006,Upper Secondary Level,Rural regions,PDS/Linke,0.03173,137,4045,0.02633,0.03713
2006,Upper Secondary Level,Rural regions,Far right parties,0.00899,39,4045,0.00608,0.01190
2006,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.45913,423,893,0.42643,0.49183
2006,Post-secondary Non-tertiary Level,Urban regions,SPD,0.20461,182,893,0.17814,0.23108
2006,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.18880,183,893,0.16311,0.21448
2006,Post-secondary Non-tertiary Level,Urban regions,FDP,0.04316,39,893,0.02982,0.05649
2006,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.07612,66,893,0.05871,0.09352
2006,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.54260,162,265,0.48250,0.60269
2006,Post-secondary Non-tertiary Level,Rural regions,SPD,0.14152,49,265,0.09947,0.18356
2006,Post-secondary Non-tertiary Level,Rural regions,CDU/CSU,0.19119,54,265,0.14375,0.23863
2006,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.41506,430,966,0.38397,0.44615
2006,First Stage of Tertiary Education,Urban regions,SPD,0.22622,230,966,0.19983,0.25262
2006,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.23430,250,966,0.20757,0.26102
2006,First Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.05566,56,966,0.04120,0.07013
2006,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.49564,309,546,0.45367,0.53762
2006,First Stage of Tertiary Education,Rural regions,SPD,0.16385,96,546,0.13277,0.19492
2006,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.20987,141,546,0.17568,0.24405
2006,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.37336,1123,3187,0.35657,0.39016
2006,Second Stage of Tertiary Education,Urban regions,SPD,0.18697,612,3187,0.17343,0.20051
2006,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.21622,794,3187,0.20192,0.23051
2006,Second Stage of Tertiary Education,Urban regions,FDP,0.04724,171,3187,0.03987,0.05461
2006,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.12569,381,3187,0.11418,0.13720
2006,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.03251,106,3187,0.02635,0.03866
2006,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.41353,554,1307,0.38682,0.44024
2006,Second Stage of Tertiary Education,Rural regions,SPD,0.15511,209,1307,0.13547,0.17474
2006,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.23762,307,1307,0.21454,0.26070
2006,Second Stage of Tertiary Education,Rural regions,FDP,0.03726,38,1307,0.02699,0.04754
2006,Second Stage of Tertiary Education,Rural regions,Bündnis90/Grüne,0.04682,74,1307,0.03537,0.05828
2006,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.09042,125,1307,0.07486,0.10597
2007,Pre-primary Level,Urban regions,Not leaning towards specific party,0.34093,147,181,0.27168,0.41018
2007,Pre-primary Level,Urban regions,SPD,0.07468,34,181,0.03628,0.11308
2007,Pre-primary Level,Rural regions,Not leaning towards specific party,0.38446,79,79,0.27650,0.49242
2007,Primary Level,Urban regions,Not leaning towards specific party,0.87859,130,130,0.82223,0.93495
2007,Primary Level,Rural regions,Not leaning towards specific party,0.82583,57,57,0.72650,0.92516
2007,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.68278,1020,1410,0.65848,0.70708
2007,Lower Secondary Level,Urban regions,SPD,0.16254,230,1410,0.14328,0.18181
2007,Lower Secondary Level,Urban regions,CDU/CSU,0.10868,160,1410,0.09242,0.12493
2007,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.70413,556,720,0.67077,0.73750
2007,Lower Secondary Level,Rural regions,SPD,0.09171,67,720,0.07061,0.11280
2007,Lower Secondary Level,Rural regions,CDU/CSU,0.13599,97,720,0.11093,0.16105
2007,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.57112,3665,6397,0.55899,0.58325
2007,Upper Secondary Level,Urban regions,SPD,0.17726,1161,6397,0.16790,0.18662
2007,Upper Secondary Level,Urban regions,CDU/CSU,0.17118,1148,6397,0.16195,0.18041
2007,Upper Secondary Level,Urban regions,FDP,0.01134,103,6397,0.00874,0.01393
2007,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.02839,166,6397,0.02432,0.03246
2007,Upper Secondary Level,Urban regions,PDS/Linke,0.01733,109,6397,0.01413,0.02052
2007,Upper Secondary Level,Urban regions,Far right parties,0.00687,45,6397,0.00485,0.00889
2007,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.64889,2520,3804,0.63372,0.66406
2007,Upper Secondary Level,Rural regions,SPD,0.11326,413,3804,0.10319,0.12333
2007,Upper Secondary Level,Rural regions,CDU/CSU,0.16189,607,3804,0.15018,0.17360
2007,Upper Secondary Level,Rural regions,FDP,0.01236,47,3804,0.00885,0.01587
2007,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.01257,55,3804,0.00903,0.01611
2007,Upper Secondary Level,Rural regions,PDS/Linke,0.03225,128,3804,0.02664,0.03787
2007,Upper Secondary Level,Rural regions,Far right parties,0.00975,34,3804,0.00663,0.01288
2007,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.51483,460,853,0.48127,0.54839
2007,Post-secondary Non-tertiary Level,Urban regions,SPD,0.18063,155,853,0.15479,0.20646
2007,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.14465,138,853,0.12103,0.16826
2007,Post-secondary Non-tertiary Level,Urban regions,FDP,0.03742,35,853,0.02467,0.05016
2007,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.09061,65,853,0.07133,0.10988
2007,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.59354,175,253,0.53290,0.65418
2007,Post-secondary Non-tertiary Level,Rural regions,SPD,0.10963,36,253,0.07105,0.14820
2007,Post-secondary Non-tertiary Level,Rural regions,CDU/CSU,0.15208,42,253,0.10774,0.19642
2007,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.49341,474,898,0.46070,0.52613
2007,First Stage of Tertiary Education,Urban regions,SPD,0.20606,187,898,0.17959,0.23253
2007,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.19230,191,898,0.16651,0.21809
2007,First Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.05750,46,898,0.04227,0.07274
2007,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.59365,349,522,0.55148,0.63583
2007,First Stage of Tertiary Education,Rural regions,SPD,0.10638,57,522,0.07990,0.13285
2007,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.18890,116,522,0.15529,0.22251
2007,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.40667,1164,3058,0.38925,0.42408
2007,Second Stage of Tertiary Education,Urban regions,SPD,0.17369,552,3058,0.16026,0.18712
2007,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.20093,712,3058,0.18673,0.21514
2007,Second Stage of Tertiary Education,Urban regions,FDP,0.04205,161,3058,0.03494,0.04917
2007,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.12444,359,3058,0.11274,0.13614
2007,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.03281,110,3058,0.02649,0.03912
2007,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.46603,590,1255,0.43842,0.49364
2007,Second Stage of Tertiary Education,Rural regions,SPD,0.12982,183,1255,0.11121,0.14842
2007,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.21645,263,1255,0.19366,0.23924
2007,Second Stage of Tertiary Education,Rural regions,FDP,0.03503,38,1255,0.02485,0.04520
2007,Second Stage of Tertiary Education,Rural regions,Bündnis90/Grüne,0.05296,73,1255,0.04056,0.06535
2007,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.07985,108,1255,0.06485,0.09486
2008,Pre-primary Level,Urban regions,Not leaning towards specific party,0.40309,163,196,0.33425,0.47194
2008,Pre-primary Level,Urban regions,SPD,0.09692,33,196,0.05540,0.13845
2008,Pre-primary Level,Rural regions,Not leaning towards specific party,0.42511,80,80,0.31610,0.53412
2008,Primary Level,Urban regions,Not leaning towards specific party,0.82396,110,110,0.75246,0.89546
2008,Primary Level,Rural regions,Not leaning towards specific party,0.69899,40,40,0.55502,0.84295
2008,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.67521,920,1275,0.64950,0.70093
2008,Lower Secondary Level,Urban regions,SPD,0.14614,194,1275,0.12674,0.16554
2008,Lower Secondary Level,Urban regions,CDU/CSU,0.11624,161,1275,0.09864,0.13384
2008,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.72838,515,647,0.69408,0.76268
2008,Lower Secondary Level,Rural regions,SPD,0.07980,54,647,0.05890,0.10070
2008,Lower Secondary Level,Rural regions,CDU/CSU,0.11329,78,647,0.08885,0.13773
2008,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.57420,3465,6012,0.56170,0.58670
2008,Upper Secondary Level,Urban regions,SPD,0.16066,987,6012,0.15137,0.16994
2008,Upper Secondary Level,Urban regions,CDU/CSU,0.17377,1124,6012,0.16419,0.18335
2008,Upper Secondary Level,Urban regions,FDP,0.01566,110,6012,0.01253,0.01880
2008,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.02858,153,6012,0.02437,0.03280
2008,Upper Secondary Level,Urban regions,PDS/Linke,0.01941,130,6012,0.01593,0.02290
2008,Upper Secondary Level,Urban regions,Far right parties,0.00801,43,6012,0.00576,0.01026
2008,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.62764,2352,3561,0.61176,0.64352
2008,Upper Secondary Level,Rural regions,SPD,0.10913,368,3561,0.09889,0.11937
2008,Upper Secondary Level,Rural regions,CDU/CSU,0.17964,619,3561,0.16703,0.19225
2008,Upper Secondary Level,Rural regions,FDP,0.01188,39,3561,0.00832,0.01544
2008,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.01554,47,3561,0.01148,0.01961
2008,Upper Secondary Level,Rural regions,PDS/Linke,0.03815,136,3561,0.03186,0.04444
2008,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.52465,420,759,0.48910,0.56021
2008,Post-secondary Non-tertiary Level,Urban regions,SPD,0.18086,141,759,0.15346,0.20826
2008,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.14939,139,759,0.12401,0.17477
2008,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.08069,59,759,0.06130,0.10008
2008,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.55487,156,244,0.49238,0.61735
2008,Post-secondary Non-tertiary Level,Rural regions,SPD,0.13068,38,244,0.08830,0.17306
2008,Post-secondary Non-tertiary Level,Rural regions,CDU/CSU,0.19178,50,244,0.14227,0.24128
2008,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.49925,438,826,0.46513,0.53337
2008,First Stage of Tertiary Education,Urban regions,SPD,0.19060,158,826,0.16380,0.21740
2008,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.20694,188,826,0.17929,0.23458
2008,First Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.05371,42,826,0.03833,0.06909
2008,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.58568,313,478,0.54147,0.62988
2008,First Stage of Tertiary Education,Rural regions,SPD,0.11195,57,478,0.08366,0.14025
2008,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.18085,108,478,0.14631,0.21539
2008,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.37528,1084,2921,0.35771,0.39284
2008,Second Stage of Tertiary Education,Urban regions,SPD,0.17732,513,2921,0.16347,0.19118
2008,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.21376,699,2921,0.19890,0.22863
2008,Second Stage of Tertiary Education,Urban regions,FDP,0.05215,171,2921,0.04409,0.06022
2008,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.12184,344,2921,0.10998,0.13371
2008,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.03489,110,2921,0.02824,0.04155
2008,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.44215,557,1190,0.41392,0.47038
2008,Second Stage of Tertiary Education,Rural regions,SPD,0.12729,167,1190,0.10834,0.14623
2008,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.23350,250,1190,0.20945,0.25754
2008,Second Stage of Tertiary Education,Rural regions,FDP,0.03234,34,1190,0.02229,0.04240
2008,Second Stage of Tertiary Education,Rural regions,Bündnis90/Grüne,0.04877,64,1190,0.03652,0.06101
2008,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.08821,118,1190,0.07209,0.10433
2009,Pre-primary Level,Urban regions,Not leaning towards specific party,0.46848,144,144,0.38669,0.55026
2009,Pre-primary Level,Rural regions,Not leaning towards specific party,0.57758,67,67,0.45841,0.69675
2009,Primary Level,Urban regions,Not leaning towards specific party,0.85418,104,104,0.78602,0.92234
2009,Primary Level,Rural regions,Not leaning towards specific party,0.84113,38,38,0.72333,0.95892
2009,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.66490,823,1129,0.63735,0.69245
2009,Lower Secondary Level,Urban regions,SPD,0.14735,164,1129,0.12666,0.16803
2009,Lower Secondary Level,Urban regions,CDU/CSU,0.11035,142,1129,0.09206,0.12863
2009,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.72576,438,560,0.68878,0.76275
2009,Lower Secondary Level,Rural regions,SPD,0.07371,46,560,0.05205,0.09537
2009,Lower Secondary Level,Rural regions,CDU/CSU,0.12008,76,560,0.09314,0.14703
2009,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.59590,3247,5524,0.58296,0.60884
2009,Upper Secondary Level,Urban regions,SPD,0.14218,831,5524,0.13297,0.15139
2009,Upper Secondary Level,Urban regions,CDU/CSU,0.16340,984,5524,0.15365,0.17315
2009,Upper Secondary Level,Urban regions,FDP,0.02218,149,5524,0.01830,0.02607
2009,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.02774,157,5524,0.02340,0.03207
2009,Upper Secondary Level,Urban regions,PDS/Linke,0.02193,123,5524,0.01806,0.02579
2009,Upper Secondary Level,Urban regions,Far right parties,0.00763,33,5524,0.00533,0.00992
2009,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.65419,2279,3395,0.63819,0.67019
2009,Upper Secondary Level,Rural regions,SPD,0.08969,319,3395,0.08007,0.09930
2009,Upper Secondary Level,Rural regions,CDU/CSU,0.16204,555,3395,0.14965,0.17444
2009,Upper Secondary Level,Rural regions,FDP,0.01896,63,3395,0.01437,0.02355
2009,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.01164,50,3395,0.00803,0.01525
2009,Upper Secondary Level,Rural regions,PDS/Linke,0.03933,129,3395,0.03279,0.04587
2009,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.53373,390,706,0.49690,0.57055
2009,Post-secondary Non-tertiary Level,Urban regions,SPD,0.15523,115,706,0.12850,0.18197
2009,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.13309,105,706,0.10802,0.15817
2009,Post-secondary Non-tertiary Level,Urban regions,FDP,0.04325,39,706,0.02824,0.05827
2009,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.09546,57,706,0.07377,0.11715
2009,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.55173,146,221,0.48601,0.61744
2009,Post-secondary Non-tertiary Level,Rural regions,SPD,0.12419,32,221,0.08061,0.16777
2009,Post-secondary Non-tertiary Level,Rural regions,CDU/CSU,0.16591,43,221,0.11675,0.21506
2009,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.50453,412,759,0.46893,0.54012
2009,First Stage of Tertiary Education,Urban regions,SPD,0.17381,138,759,0.14683,0.20078
2009,First Stage of Tertiary Education,Urban regions,CDU/CSU,0.19969,167,759,0.17123,0.22814
2009,First Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.05782,42,759,0.04120,0.07444
2009,First Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.59642,300,455,0.55129,0.64155
2009,First Stage of Tertiary Education,Rural regions,SPD,0.10082,50,455,0.07312,0.12851
2009,First Stage of Tertiary Education,Rural regions,CDU/CSU,0.18024,105,455,0.14488,0.21560
2009,Second Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.41739,1072,2778,0.39905,0.43574
2009,Second Stage of Tertiary Education,Urban regions,SPD,0.15695,454,2778,0.14342,0.17048
2009,Second Stage of Tertiary Education,Urban regions,CDU/CSU,0.18612,599,2778,0.17165,0.20060
2009,Second Stage of Tertiary Education,Urban regions,FDP,0.06332,209,2778,0.05426,0.07238
2009,Second Stage of Tertiary Education,Urban regions,Bündnis90/Grüne,0.13065,353,2778,0.11811,0.14318
2009,Second Stage of Tertiary Education,Urban regions,PDS/Linke,0.02530,91,2778,0.01946,0.03114
2009,Second Stage of Tertiary Education,Rural regions,Not leaning towards specific party,0.49704,592,1188,0.46860,0.52549
2009,Second Stage of Tertiary Education,Rural regions,SPD,0.11046,154,1188,0.09263,0.12829
2009,Second Stage of Tertiary Education,Rural regions,CDU/CSU,0.17649,211,1188,0.15481,0.19818
2009,Second Stage of Tertiary Education,Rural regions,FDP,0.05644,50,1188,0.04331,0.06956
2009,Second Stage of Tertiary Education,Rural regions,Bündnis90/Grüne,0.06268,78,1188,0.04889,0.07647
2009,Second Stage of Tertiary Education,Rural regions,PDS/Linke,0.07125,103,1188,0.05661,0.08588
2010,Pre-primary Level,Urban regions,Not leaning towards specific party,0.34503,170,237,0.28438,0.40568
2010,Pre-primary Level,Urban regions,SPD,0.14309,33,237,0.09841,0.18776
2010,Pre-primary Level,Urban regions,Bündnis90/Grüne,0.09865,34,237,0.06061,0.13670
2010,Pre-primary Level,Rural regions,Not leaning towards specific party,0.47161,85,85,0.36486,0.57836
2010,Primary Level,Urban regions,Not leaning towards specific party,0.77794,205,205,0.72091,0.83498
2010,Primary Level,Rural regions,Not leaning towards specific party,0.66649,71,71,0.55604,0.77694
2010,Lower Secondary Level,Urban regions,Not leaning towards specific party,0.61639,1110,1585,0.59245,0.64034
2010,Lower Secondary Level,Urban regions,SPD,0.16987,249,1585,0.15138,0.18837
2010,Lower Secondary Level,Urban regions,CDU/CSU,0.12183,162,1585,0.10572,0.13794
2010,Lower Secondary Level,Urban regions,Bündnis90/Grüne,0.00962,32,1585,0.00482,0.01443
2010,Lower Secondary Level,Urban regions,PDS/Linke,0.02108,32,1585,0.01400,0.02815
2010,Lower Secondary Level,Rural regions,Not leaning towards specific party,0.66272,558,721,0.62818,0.69725
2010,Lower Secondary Level,Rural regions,SPD,0.10373,71,721,0.08146,0.12600
2010,Lower Secondary Level,Rural regions,CDU/CSU,0.12217,92,721,0.09825,0.14609
2010,Upper Secondary Level,Urban regions,Not leaning towards specific party,0.53766,3888,7034,0.52600,0.54931
2010,Upper Secondary Level,Urban regions,SPD,0.16319,1073,7034,0.15455,0.17182
2010,Upper Secondary Level,Urban regions,CDU/CSU,0.17327,1245,7034,0.16442,0.18211
2010,Upper Secondary Level,Urban regions,FDP,0.02184,179,7034,0.01842,0.02525
2010,Upper Secondary Level,Urban regions,Bündnis90/Grüne,0.04042,311,7034,0.03582,0.04502
2010,Upper Secondary Level,Urban regions,PDS/Linke,0.03018,199,7034,0.02618,0.03418
2010,Upper Secondary Level,Urban regions,Far right parties,0.01060,63,7034,0.00821,0.01299
2010,Upper Secondary Level,Urban regions,Others,0.00619,39,7034,0.00435,0.00802
2010,Upper Secondary Level,Urban regions,Party combinations,0.00772,37,7034,0.00567,0.00976
2010,Upper Secondary Level,Rural regions,Not leaning towards specific party,0.58920,2847,4537,0.57488,0.60352
2010,Upper Secondary Level,Rural regions,SPD,0.11114,480,4537,0.10200,0.12029
2010,Upper Secondary Level,Rural regions,CDU/CSU,0.18194,769,4537,0.17072,0.19317
2010,Upper Secondary Level,Rural regions,FDP,0.02346,90,4537,0.01906,0.02787
2010,Upper Secondary Level,Rural regions,Bündnis90/Grüne,0.01582,87,4537,0.01219,0.01945
2010,Upper Secondary Level,Rural regions,PDS/Linke,0.05051,220,4537,0.04414,0.05688
2010,Upper Secondary Level,Rural regions,Far right parties,0.01011,44,4537,0.00720,0.01302
2010,Post-secondary Non-tertiary Level,Urban regions,Not leaning towards specific party,0.46339,624,1215,0.43534,0.49144
2010,Post-secondary Non-tertiary Level,Urban regions,SPD,0.16963,185,1215,0.14851,0.19074
2010,Post-secondary Non-tertiary Level,Urban regions,CDU/CSU,0.17190,197,1215,0.15068,0.19312
2010,Post-secondary Non-tertiary Level,Urban regions,FDP,0.02585,45,1215,0.01693,0.03478
2010,Post-secondary Non-tertiary Level,Urban regions,Bündnis90/Grüne,0.08733,133,1215,0.07145,0.10321
2010,Post-secondary Non-tertiary Level,Urban regions,PDS/Linke,0.03837,31,1215,0.02756,0.04917
2010,Post-secondary Non-tertiary Level,Rural regions,Not leaning towards specific party,0.51602,237,409,0.46753,0.56452
2010,Post-secondary Non-tertiary Level,Rural regions,SPD,0.12442,53,409,0.09239,0.15645
2010,Post-secondary Non-tertiary Level,Rural regions,CDU/CSU,0.21026,88,409,0.17072,0.24980
2010,Post-secondary Non-tertiary Level,Rural regions,Bündnis90/Grüne,0.06743,31,409,0.04310,0.09176
2010,First Stage of Tertiary Education,Urban regions,Not leaning towards specific party,0.41136,426,931,0.37973,0.44298
2010,First Stage of Tertiary Education,Urban regions,SPD,0.20116,169,931,0.17540,0.22693
