"plh0033","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","2013","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2013","Baden-Wuerttemberg","kein Migrationshintergrund","287","","",""
"Grosse Sorgen","2013","Baden-Wuerttemberg","direkter Migrationshintergrund","238","","",""
"Grosse Sorgen","2013","Baden-Wuerttemberg","indirekter Migrationshintergrund","81","0.180597905157269","0.142172131927593","0.219023678386946"
"Grosse Sorgen","2013","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2013","Bayern","kein Migrationshintergrund","418","0.126624174845697","0.115498321043425","0.137750028647969"
"Grosse Sorgen","2013","Bayern","direkter Migrationshintergrund","201","","",""
"Grosse Sorgen","2013","Bayern","indirekter Migrationshintergrund","55","0.168123626416266","0.128831798025191","0.207415454807341"
"Grosse Sorgen","2013","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2013","Saarland","kein Migrationshintergrund","","","",""
"Grosse Sorgen","2013","Saarland","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","2013","Saarland","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2013","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2013","Berlin","kein Migrationshintergrund","152","","",""
"Grosse Sorgen","2013","Berlin","direkter Migrationshintergrund","55","0.321202249474796","0.257283150150052","0.38512134879954"
"Grosse Sorgen","2013","Berlin","indirekter Migrationshintergrund","13","","",""
"Grosse Sorgen","2013","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2013","Brandenburg","kein Migrationshintergrund","197","","",""
"Grosse Sorgen","2013","Brandenburg","direkter Migrationshintergrund","33","0.249417620727823","0.175324959895172","0.323510281560474"
"Grosse Sorgen","2013","Brandenburg","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","2013","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2013","Mecklenburg-Vorpommern","kein Migrationshintergrund","121","","",""
"Grosse Sorgen","2013","Mecklenburg-Vorpommern","direkter Migrationshintergrund","4","0.0283461651262507","-0.0367088867575724","0.0934012170100739"
"Grosse Sorgen","2013","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","2013","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2013","Sachsen","kein Migrationshintergrund","314","0.20114344056403","0.181889114944561","0.220397766183499"
"Grosse Sorgen","2013","Sachsen","direkter Migrationshintergrund","18","","",""
"Grosse Sorgen","2013","Sachsen","indirekter Migrationshintergrund","5","0.433294852574536","0.24638312459325","0.620206580555821"
"Grosse Sorgen","2013","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2013","Sachsen-Anhalt","kein Migrationshintergrund","245","","",""
"Grosse Sorgen","2013","Sachsen-Anhalt","direkter Migrationshintergrund","23","","",""
"Grosse Sorgen","2013","Sachsen-Anhalt","indirekter Migrationshintergrund","9","0.413863102661161","0.228085183525206","0.599641021797116"
"Grosse Sorgen","2013","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2013","Thueringen","kein Migrationshintergrund","202","","",""
"Grosse Sorgen","2013","Thueringen","direkter Migrationshintergrund","5","0.127450754181","0.0340788470078877","0.220822661354112"
"Grosse Sorgen","2013","Thueringen","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","2013","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Schleswig-Holstein","kein Migrationshintergrund","383","0.499696046475926","0.465177659419174","0.534214433532678"
"Einige Sorgen","2013","Schleswig-Holstein","direkter Migrationshintergrund","98","0.501198906963161","0.433734358310849","0.568663455615473"
"Einige Sorgen","2013","Schleswig-Holstein","indirekter Migrationshintergrund","32","0.498989092102074","0.373515511873814","0.624462672330335"
"Einige Sorgen","2013","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Hamburg","kein Migrationshintergrund","165","","",""
"Einige Sorgen","2013","Hamburg","direkter Migrationshintergrund","99","0.63787494764805","0.564981764820573","0.710768130475527"
"Einige Sorgen","2013","Hamburg","indirekter Migrationshintergrund","25","","",""
"Einige Sorgen","2013","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Niedersachsen","kein Migrationshintergrund","999","0.451346911388383","0.430423987294044","0.472269835482722"
"Einige Sorgen","2013","Niedersachsen","direkter Migrationshintergrund","317","0.525087967952932","0.484377434653934","0.565798501251931"
"Einige Sorgen","2013","Niedersachsen","indirekter Migrationshintergrund","66","0.538375343338527","0.454590450886833","0.62216023579022"
"Einige Sorgen","2013","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Bremen","kein Migrationshintergrund","57","0.378322955324448","0.300190585721808","0.456455324927088"
"Einige Sorgen","2013","Bremen","direkter Migrationshintergrund","38","0.521905329763624","0.40960161759767","0.634209041929578"
"Einige Sorgen","2013","Bremen","indirekter Migrationshintergrund","7","0.484872120362916","0.247300387940162","0.72244385278567"
"Einige Sorgen","2013","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Nordrhein-Westfalen","kein Migrationshintergrund","1857","","",""
"Einige Sorgen","2013","Nordrhein-Westfalen","direkter Migrationshintergrund","910","0.509622077844854","0.485745800272956","0.533498355416751"
"Einige Sorgen","2013","Nordrhein-Westfalen","indirekter Migrationshintergrund","315","0.515761070038845","0.476829639182727","0.554692500894962"
"Einige Sorgen","2013","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Hessen","kein Migrationshintergrund","636","0.448971121293618","0.422851377266423","0.475090865320813"
"Einige Sorgen","2013","Hessen","direkter Migrationshintergrund","318","0.48788149041328","0.447852274139107","0.527910706687452"
"Einige Sorgen","2013","Hessen","indirekter Migrationshintergrund","106","","",""
"Einige Sorgen","2013","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","561","0.47449176749465","0.446274212494583","0.502709322494716"
"Einige Sorgen","2013","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","234","","",""
"Einige Sorgen","2013","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","64","0.507254521428276","0.419258804131143","0.595250238725408"
"Einige Sorgen","2013","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Baden-Wuerttemberg","kein Migrationshintergrund","1058","","",""
"Einige Sorgen","2013","Baden-Wuerttemberg","direkter Migrationshintergrund","471","0.438642583710322","0.407415074027282","0.469870093393362"
"Einige Sorgen","2013","Baden-Wuerttemberg","indirekter Migrationshintergrund","174","","",""
"Einige Sorgen","2013","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Bayern","kein Migrationshintergrund","1619","","",""
"Einige Sorgen","2013","Bayern","direkter Migrationshintergrund","559","0.539291561857042","0.509213714078593","0.56936940963549"
"Einige Sorgen","2013","Bayern","indirekter Migrationshintergrund","182","","",""
"Einige Sorgen","2013","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Saarland","kein Migrationshintergrund","","","",""
"Einige Sorgen","2013","Saarland","direkter Migrationshintergrund","","","",""
"Einige Sorgen","2013","Saarland","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2013","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Berlin","kein Migrationshintergrund","474","0.54155077156907","0.508704417425995","0.574397125712146"
"Einige Sorgen","2013","Berlin","direkter Migrationshintergrund","100","","",""
"Einige Sorgen","2013","Berlin","indirekter Migrationshintergrund","36","0.456904813184956","0.344911488279746","0.568898138090165"
"Einige Sorgen","2013","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Brandenburg","kein Migrationshintergrund","549","0.568427584813383","0.537417749136522","0.599437420490245"
"Einige Sorgen","2013","Brandenburg","direkter Migrationshintergrund","75","0.526404050734753","0.440902095917394","0.611906005552112"
"Einige Sorgen","2013","Brandenburg","indirekter Migrationshintergrund","6","0.854671221930466","0.655267702420022","1.05407474144091"
"Einige Sorgen","2013","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Mecklenburg-Vorpommern","kein Migrationshintergrund","283","","",""
"Einige Sorgen","2013","Mecklenburg-Vorpommern","direkter Migrationshintergrund","11","","",""
"Einige Sorgen","2013","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","8","0.667885117493473","0.401412541819604","0.934357693167341"
"Einige Sorgen","2013","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Sachsen","kein Migrationshintergrund","841","0.504627538484492","0.480611997423381","0.528643079545604"
"Einige Sorgen","2013","Sachsen","direkter Migrationshintergrund","49","0.430716304391394","0.327257659960088","0.5341749488227"
"Einige Sorgen","2013","Sachsen","indirekter Migrationshintergrund","14","","",""
"Einige Sorgen","2013","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Sachsen-Anhalt","kein Migrationshintergrund","478","0.449905533578564","0.418237344603037","0.48157372255409"
"Einige Sorgen","2013","Sachsen-Anhalt","direkter Migrationshintergrund","50","0.509024990523142","0.409539105050187","0.608510875996098"
"Einige Sorgen","2013","Sachsen-Anhalt","indirekter Migrationshintergrund","9","0.311159970927901","0.136530612576858","0.485789329278944"
"Einige Sorgen","2013","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","Thueringen","kein Migrationshintergrund","494","0.489465674605063","0.458184202611687","0.520747146598439"
"Einige Sorgen","2013","Thueringen","direkter Migrationshintergrund","28","","",""
"Einige Sorgen","2013","Thueringen","indirekter Migrationshintergrund","3","","",""
"Einige Sorgen","2013","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Schleswig-Holstein","kein Migrationshintergrund","318","0.383940671012468","0.350365061979627","0.417516280045309"
"Keine Sorgen","2013","Schleswig-Holstein","direkter Migrationshintergrund","52","0.216988783093196","0.161371534896384","0.272606031290007"
"Keine Sorgen","2013","Schleswig-Holstein","indirekter Migrationshintergrund","15","","",""
"Keine Sorgen","2013","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Hamburg","kein Migrationshintergrund","147","","",""
"Keine Sorgen","2013","Hamburg","direkter Migrationshintergrund","34","0.154867642345591","0.0999979451103296","0.209737339580853"
"Keine Sorgen","2013","Hamburg","indirekter Migrationshintergrund","22","","",""
"Keine Sorgen","2013","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Niedersachsen","kein Migrationshintergrund","853","0.408797986756948","0.38812798306604","0.429467990447856"
"Keine Sorgen","2013","Niedersachsen","direkter Migrationshintergrund","140","","",""
"Keine Sorgen","2013","Niedersachsen","indirekter Migrationshintergrund","50","0.327456551362282","0.24858585924231","0.406327243482255"
"Keine Sorgen","2013","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Bremen","kein Migrationshintergrund","64","0.377795255558149","0.299684265535645","0.455906245580654"
"Keine Sorgen","2013","Bremen","direkter Migrationshintergrund","14","","",""
"Keine Sorgen","2013","Bremen","indirekter Migrationshintergrund","4","0.29887045249042","0.0812677644911041","0.516473140489735"
"Keine Sorgen","2013","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Nordrhein-Westfalen","kein Migrationshintergrund","1593","","",""
"Keine Sorgen","2013","Nordrhein-Westfalen","direkter Migrationshintergrund","384","0.241837517797677","0.22138625965826","0.262288775937094"
"Keine Sorgen","2013","Nordrhein-Westfalen","indirekter Migrationshintergrund","195","","",""
"Keine Sorgen","2013","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Hessen","kein Migrationshintergrund","575","0.413425650575226","0.387565397192328","0.439285903958124"
"Keine Sorgen","2013","Hessen","direkter Migrationshintergrund","151","","",""
"Keine Sorgen","2013","Hessen","indirekter Migrationshintergrund","63","0.310574751121423","0.246920599057741","0.374228903185105"
"Keine Sorgen","2013","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","487","0.393705951413118","0.366097444530528","0.421314458295708"
"Keine Sorgen","2013","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","119","","",""
"Keine Sorgen","2013","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","27","","",""
"Keine Sorgen","2013","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Baden-Wuerttemberg","kein Migrationshintergrund","1068","","",""
"Keine Sorgen","2013","Baden-Wuerttemberg","direkter Migrationshintergrund","261","","",""
"Keine Sorgen","2013","Baden-Wuerttemberg","indirekter Migrationshintergrund","130","","",""
"Keine Sorgen","2013","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Bayern","kein Migrationshintergrund","1395","","",""
"Keine Sorgen","2013","Bayern","direkter Migrationshintergrund","295","","",""
"Keine Sorgen","2013","Bayern","indirekter Migrationshintergrund","111","","",""
"Keine Sorgen","2013","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Saarland","kein Migrationshintergrund","","","",""
"Keine Sorgen","2013","Saarland","direkter Migrationshintergrund","","","",""
"Keine Sorgen","2013","Saarland","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","2013","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Berlin","kein Migrationshintergrund","258","","",""
"Keine Sorgen","2013","Berlin","direkter Migrationshintergrund","50","0.235049827602578","0.177004441759825","0.29309521344533"
"Keine Sorgen","2013","Berlin","indirekter Migrationshintergrund","27","","",""
"Keine Sorgen","2013","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Brandenburg","kein Migrationshintergrund","234","","",""
"Keine Sorgen","2013","Brandenburg","direkter Migrationshintergrund","23","","",""
"Keine Sorgen","2013","Brandenburg","indirekter Migrationshintergrund","4","0.0667767074510788","-0.0744649332275076","0.208018348129665"
"Keine Sorgen","2013","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Mecklenburg-Vorpommern","kein Migrationshintergrund","162","","",""
"Keine Sorgen","2013","Mecklenburg-Vorpommern","direkter Migrationshintergrund","10","","",""
"Keine Sorgen","2013","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","2013","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Sachsen","kein Migrationshintergrund","510","0.294229020951478","0.272340539958658","0.316117501944297"
"Keine Sorgen","2013","Sachsen","direkter Migrationshintergrund","21","","",""
"Keine Sorgen","2013","Sachsen","indirekter Migrationshintergrund","8","0.280227897699876","0.1108255603845","0.449630235015253"
"Keine Sorgen","2013","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Sachsen-Anhalt","kein Migrationshintergrund","225","","",""
"Keine Sorgen","2013","Sachsen-Anhalt","direkter Migrationshintergrund","24","","",""
"Keine Sorgen","2013","Sachsen-Anhalt","indirekter Migrationshintergrund","9","0.274976926410938","0.106558250132672","0.443395602689204"
"Keine Sorgen","2013","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","Thueringen","kein Migrationshintergrund","285","","",""
"Keine Sorgen","2013","Thueringen","direkter Migrationshintergrund","16","","",""
"Keine Sorgen","2013","Thueringen","indirekter Migrationshintergrund","6","0.695345008855332","0.423353047959356","0.967336969751309"
"Keine Sorgen","2013","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Schleswig-Holstein","kein Migrationshintergrund","97","0.111963385390462","0.0884528502579033","0.13547392052302"
"Grosse Sorgen","2014","Schleswig-Holstein","direkter Migrationshintergrund","46","0.271589308212161","0.20606447137371","0.337114145050611"
"Grosse Sorgen","2014","Schleswig-Holstein","indirekter Migrationshintergrund","11","","",""
"Grosse Sorgen","2014","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Hamburg","kein Migrationshintergrund","28","","",""
"Grosse Sorgen","2014","Hamburg","direkter Migrationshintergrund","19","","",""
"Grosse Sorgen","2014","Hamburg","indirekter Migrationshintergrund","4","0.126128112440101","0.0191544016205089","0.233101823259694"
"Grosse Sorgen","2014","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Niedersachsen","kein Migrationshintergrund","270","","",""
"Grosse Sorgen","2014","Niedersachsen","direkter Migrationshintergrund","115","","",""
"Grosse Sorgen","2014","Niedersachsen","indirekter Migrationshintergrund","24","","",""
"Grosse Sorgen","2014","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Bremen","kein Migrationshintergrund","21","","",""
"Grosse Sorgen","2014","Bremen","direkter Migrationshintergrund","22","","",""
"Grosse Sorgen","2014","Bremen","indirekter Migrationshintergrund","4","0.607024961969299","0.341526400449064","0.872523523489534"
"Grosse Sorgen","2014","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Nordrhein-Westfalen","kein Migrationshintergrund","559","0.131607508954778","0.120775860318707","0.142439157590849"
"Grosse Sorgen","2014","Nordrhein-Westfalen","direkter Migrationshintergrund","371","0.281396135844827","0.257479392401826","0.305312879287828"
"Grosse Sorgen","2014","Nordrhein-Westfalen","indirekter Migrationshintergrund","131","","",""
"Grosse Sorgen","2014","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Hessen","kein Migrationshintergrund","182","","",""
"Grosse Sorgen","2014","Hessen","direkter Migrationshintergrund","118","","",""
"Grosse Sorgen","2014","Hessen","indirekter Migrationshintergrund","28","","",""
"Grosse Sorgen","2014","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","147","","",""
"Grosse Sorgen","2014","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","83","0.285347168652871","0.239519473207527","0.331174864098216"
"Grosse Sorgen","2014","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","39","0.330671013422932","0.246497520784662","0.414844506061203"
"Grosse Sorgen","2014","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Baden-Wuerttemberg","kein Migrationshintergrund","236","","",""
"Grosse Sorgen","2014","Baden-Wuerttemberg","direkter Migrationshintergrund","184","","",""
"Grosse Sorgen","2014","Baden-Wuerttemberg","indirekter Migrationshintergrund","69","0.180574765911346","0.137891858812736","0.223257673009956"
"Grosse Sorgen","2014","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Bayern","kein Migrationshintergrund","375","0.108961225434395","0.0981721028281027","0.119750348040687"
"Grosse Sorgen","2014","Bayern","direkter Migrationshintergrund","205","","",""
"Grosse Sorgen","2014","Bayern","indirekter Migrationshintergrund","55","0.147788766973311","0.106943340765967","0.188634193180654"
"Grosse Sorgen","2014","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Saarland","kein Migrationshintergrund","","","",""
"Grosse Sorgen","2014","Saarland","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","2014","Saarland","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","2014","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Berlin","kein Migrationshintergrund","131","","",""
"Grosse Sorgen","2014","Berlin","direkter Migrationshintergrund","29","","",""
"Grosse Sorgen","2014","Berlin","indirekter Migrationshintergrund","7","0.125927608535029","0.042671261305643","0.209183955764414"
"Grosse Sorgen","2014","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Brandenburg","kein Migrationshintergrund","182","","",""
"Grosse Sorgen","2014","Brandenburg","direkter Migrationshintergrund","30","0.230965120215441","0.149574249054661","0.312355991376222"
"Grosse Sorgen","2014","Brandenburg","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","2014","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Mecklenburg-Vorpommern","kein Migrationshintergrund","103","","",""
"Grosse Sorgen","2014","Mecklenburg-Vorpommern","direkter Migrationshintergrund","1","","",""
"Grosse Sorgen","2014","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","2014","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Sachsen","kein Migrationshintergrund","267","","",""
"Grosse Sorgen","2014","Sachsen","direkter Migrationshintergrund","16","","",""
"Grosse Sorgen","2014","Sachsen","indirekter Migrationshintergrund","5","0.165172912991406","0.0196116662645544","0.310734159718257"
"Grosse Sorgen","2014","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Sachsen-Anhalt","kein Migrationshintergrund","207","","",""
"Grosse Sorgen","2014","Sachsen-Anhalt","direkter Migrationshintergrund","13","","",""
"Grosse Sorgen","2014","Sachsen-Anhalt","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","2014","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","Thueringen","kein Migrationshintergrund","170","","",""
"Grosse Sorgen","2014","Thueringen","direkter Migrationshintergrund","15","","",""
"Grosse Sorgen","2014","Thueringen","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","2014","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2014","Schleswig-Holstein","kein Migrationshintergrund","324","0.465973813651872","0.428779966694748","0.503167660608996"
"Einige Sorgen","2014","Schleswig-Holstein","direkter Migrationshintergrund","96","0.547545761117317","0.474219591500571","0.620871930734062"
"Einige Sorgen","2014","Schleswig-Holstein","indirekter Migrationshintergrund","30","0.607687403018761","0.478647808457128","0.736726997580395"
"Einige Sorgen","2014","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2014","Hamburg","kein Migrationshintergrund","131","","",""
"Einige Sorgen","2014","Hamburg","direkter Migrationshintergrund","72","0.615909196556303","0.52542725722498","0.706391135887625"
"Einige Sorgen","2014","Hamburg","indirekter Migrationshintergrund","20","","",""
"Einige Sorgen","2014","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2014","Niedersachsen","kein Migrationshintergrund","881","0.426063036934856","0.404385460761811","0.447740613107901"
"Einige Sorgen","2014","Niedersachsen","direkter Migrationshintergrund","241","","",""
"Einige Sorgen","2014","Niedersachsen","indirekter Migrationshintergrund","51","0.423458056593038","0.333541482755463","0.513374630430614"
"Einige Sorgen","2014","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2014","Bremen","kein Migrationshintergrund","56","0.489270830604623","0.404946830446953","0.573594830762294"
"Einige Sorgen","2014","Bremen","direkter Migrationshintergrund","35","0.456786030306104","0.335689058118561","0.577883002493648"
"Einige Sorgen","2014","Bremen","indirekter Migrationshintergrund","4","0.126379822984373","-0.0542446588294493","0.307004304798195"
"Einige Sorgen","2014","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2014","Nordrhein-Westfalen","kein Migrationshintergrund","1703","","",""
"Einige Sorgen","2014","Nordrhein-Westfalen","direkter Migrationshintergrund","733","0.516893388827775","0.490315518073878","0.543471259581671"
"Einige Sorgen","2014","Nordrhein-Westfalen","indirekter Migrationshintergrund","259","","",""
"Einige Sorgen","2014","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2014","Hessen","kein Migrationshintergrund","552","0.442943989336589","0.415494668135573","0.470393310537604"
"Einige Sorgen","2014","Hessen","direkter Migrationshintergrund","244","","",""
"Einige Sorgen","2014","Hessen","indirekter Migrationshintergrund","83","0.406379960563057","0.331209608265702","0.481550312860411"
"Einige Sorgen","2014","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2014","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","486","0.474578796859608","0.44485245878329","0.504305134935925"
"Einige Sorgen","2014","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","199","","",""
"Einige Sorgen","2014","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","56","0.464703386306864","0.37546686444419","0.553939908169538"
"Einige Sorgen","2014","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2014","Baden-Wuerttemberg","kein Migrationshintergrund","901","0.435093264494801","0.414176142592467","0.456010386397135"
"Einige Sorgen","2014","Baden-Wuerttemberg","direkter Migrationshintergrund","355","0.473522471313397","0.437499450710147","0.509545491916647"
"Einige Sorgen","2014","Baden-Wuerttemberg","indirekter Migrationshintergrund","147","","",""
"Einige Sorgen","2014","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2014","Bayern","kein Migrationshintergrund","1495","","",""
"Einige Sorgen","2014","Bayern","direkter Migrationshintergrund","435","0.458718268712488","0.425851845575679","0.491584691849297"
"Einige Sorgen","2014","Bayern","indirekter Migrationshintergrund","135","","",""
"Einige Sorgen","2014","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2014","Saarland","kein Migrationshintergrund","","","",""
"Einige Sorgen","2014","Saarland","direkter Migrationshintergrund","","","",""
"Einige Sorgen","2014","Saarland","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","2014","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2014","Berlin","kein Migrationshintergrund","394","0.500765762489324","0.465921655042984","0.535609869935664"
"Einige Sorgen","2014","Berlin","direkter Migrationshintergrund","71","0.523017793143386","0.438132668288961","0.607902917997811"
"Einige Sorgen","2014","Berlin","indirekter Migrationshintergrund","35","0.612119238642627","0.489840680824007","0.734397796461247"
"Einige Sorgen","2014","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2014","Brandenburg","kein Migrationshintergrund","490","0.55803459375846","0.525768076260675","0.590301111256244"
"Einige Sorgen","2014","Brandenburg","direkter Migrationshintergrund","62","0.703381934239661","0.615170703238732","0.79159316524059"
"Einige Sorgen","2014","Brandenburg","indirekter Migrationshintergrund","4","0.41634694960288","0.125035991334179","0.70765790787158"
"Einige Sorgen","2014","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2014","Mecklenburg-Vorpommern","kein Migrationshintergrund","249","","",""
"Einige Sorgen","2014","Mecklenburg-Vorpommern","direkter Migrationshintergrund","10","","",""
