"pli0081","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Taeglich","2015","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2015","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2015","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2015","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2015","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2015","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2015","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2015","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2015","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2015","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2015","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2015","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2015","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2015","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2015","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2015","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2015","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2015","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2015","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2015","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2015","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2015","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2015","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taeglich","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2016","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2016","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2016","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2016","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2016","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taeglich","2017","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2017","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2017","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2017","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2017","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2017","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2017","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2017","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2017","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2017","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2017","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2017","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2017","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2017","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2017","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2017","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2017","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2017","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2017","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2017","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2017","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2017","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2017","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2017","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2017","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2017","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2017","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2017","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2017","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2017","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taeglich","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2018","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2018","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2018","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2018","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2018","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2018","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2018","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2018","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2018","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2018","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2018","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2018","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Taeglich","2019","kein Migrationshintergrund","Westdeutschland","980","0.0647474297232846","0.0607979371295428","0.0686969223170264"
"Taeglich","2019","kein Migrationshintergrund","Ostdeutschland","369","0.0696798439515703","0.062693536987082","0.0766661509160585"
"Taeglich","2019","direkter Migrationshintergrund","Westdeutschland","288","","",""
"Taeglich","2019","direkter Migrationshintergrund","Ostdeutschland","20","","",""
"Taeglich","2019","indirekter Migrationshintergrund","Westdeutschland","118","","",""
"Taeglich","2019","indirekter Migrationshintergrund","Ostdeutschland","13","","",""
"Taeglich","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Taeglich","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Woche","2019","kein Migrationshintergrund","Westdeutschland","5486","0.352730185025684","0.345061346870894","0.360399023180473"
"Min 1x pro Woche","2019","kein Migrationshintergrund","Ostdeutschland","1875","","",""
"Min 1x pro Woche","2019","direkter Migrationshintergrund","Westdeutschland","1290","","",""
"Min 1x pro Woche","2019","direkter Migrationshintergrund","Ostdeutschland","81","0.254557968972829","0.204248221901183","0.304867716044475"
"Min 1x pro Woche","2019","indirekter Migrationshintergrund","Westdeutschland","667","0.416544140770995","0.392828843946413","0.440259437595577"
"Min 1x pro Woche","2019","indirekter Migrationshintergrund","Ostdeutschland","54","0.290482684165365","0.219469352459843","0.361496015870888"
"Min 1x pro Woche","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Woche","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Min 1x pro Monat","2019","kein Migrationshintergrund","Westdeutschland","4755","0.318260854311115","0.310784905651712","0.325736802970518"
"Min 1x pro Monat","2019","kein Migrationshintergrund","Ostdeutschland","1681","","",""
"Min 1x pro Monat","2019","direkter Migrationshintergrund","Westdeutschland","838","0.234060788170492","0.220150197211821","0.247971379129164"
"Min 1x pro Monat","2019","direkter Migrationshintergrund","Ostdeutschland","66","0.201611469063631","0.155275675104874","0.247947263022387"
"Min 1x pro Monat","2019","indirekter Migrationshintergrund","Westdeutschland","471","0.273207421159086","0.251771332971612","0.29464350934656"
"Min 1x pro Monat","2019","indirekter Migrationshintergrund","Ostdeutschland","56","0.395685263230228","0.319195239569418","0.472175286891039"
"Min 1x pro Monat","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Min 1x pro Monat","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2019","kein Migrationshintergrund","Westdeutschland","3246","0.231444380785576","0.224675348995468","0.238213412575684"
"Seltener","2019","kein Migrationshintergrund","Ostdeutschland","1044","","",""
"Seltener","2019","direkter Migrationshintergrund","Westdeutschland","910","0.260230399541079","0.245815508909648","0.27464529017251"
"Seltener","2019","direkter Migrationshintergrund","Ostdeutschland","96","0.359477773116867","0.3040592470521","0.414896299181635"
"Seltener","2019","indirekter Migrationshintergrund","Westdeutschland","346","0.208837618730079","0.189283816077559","0.228391421382598"
"Seltener","2019","indirekter Migrationshintergrund","Ostdeutschland","32","0.229270096280277","0.163515960171143","0.295024232389411"
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nie","2019","kein Migrationshintergrund","Westdeutschland","446","0.0328171501543404","0.0299577804747186","0.0356765198339621"
"Nie","2019","kein Migrationshintergrund","Ostdeutschland","133","","",""
"Nie","2019","direkter Migrationshintergrund","Westdeutschland","233","","",""
"Nie","2019","direkter Migrationshintergrund","Ostdeutschland","25","","",""
"Nie","2019","indirekter Migrationshintergrund","Westdeutschland","58","0.0359243918615113","0.0269718923289232","0.0448768913940994"
"Nie","2019","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Nie","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nie","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
