"plh0012_h","year","migback","n","percent","lower_confidence","upper_confidence"
"SPD/FDP","2012","direkter Migrationshintergrund","","","",""
"SPD/FDP","2012","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2012","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2012","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2012","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2012","kein Migrationshintergrund","","","",""
"CDU/CSU","2012","direkter Migrationshintergrund","","","",""
"CDU/CSU","2012","indirekter Migrationshintergrund","","","",""
"CDU/FDP","2012","kein Migrationshintergrund","","","",""
"CDU/FDP","2012","direkter Migrationshintergrund","","","",""
"CDU/FDP","2012","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2012","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2012","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2012","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2012","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2012","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2012","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","2012","kein Migrationshintergrund","","","",""
"SPD/Die Linke","2012","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","2012","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2012","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2012","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2012","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2012","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2012","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2012","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","2012","kein Migrationshintergrund","","","",""
"CDU/Die Linke","2012","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","2012","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2012","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2012","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2012","indirekter Migrationshintergrund","","","",""
"CSU/FDP","2012","kein Migrationshintergrund","","","",""
"CSU/FDP","2012","direkter Migrationshintergrund","","","",""
"CSU/FDP","2012","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","2012","kein Migrationshintergrund","","","",""
"Gruene/FDP","2012","direkter Migrationshintergrund","","","",""
"Gruene/FDP","2012","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","2012","kein Migrationshintergrund","","","",""
"FDP/Die Linke","2012","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","2012","indirekter Migrationshintergrund","","","",""
"FDP/NPD","2012","kein Migrationshintergrund","","","",""
"FDP/NPD","2012","direkter Migrationshintergrund","","","",""
"FDP/NPD","2012","indirekter Migrationshintergrund","","","",""
"Piratenpartei","2012","kein Migrationshintergrund","181","0.0240252088675904","0.0206845102030045","0.0273659075321762"
"Piratenpartei","2012","direkter Migrationshintergrund","","","",""
"Piratenpartei","2012","indirekter Migrationshintergrund","","","",""
"AfD","2012","kein Migrationshintergrund","","","",""
"AfD","2012","direkter Migrationshintergrund","","","",""
"AfD","2012","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2012","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2012","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2012","indirekter Migrationshintergrund","","","",""
"SPD/AfD","2012","kein Migrationshintergrund","","","",""
"SPD/AfD","2012","direkter Migrationshintergrund","","","",""
"SPD/AfD","2012","indirekter Migrationshintergrund","","","",""
"SPD","2013","kein Migrationshintergrund","2415","0.318771511589653","0.308439198938784","0.329103824240521"
"SPD","2013","direkter Migrationshintergrund","489","0.362414873413832","0.337207825725291","0.387621921102373"
"SPD","2013","indirekter Migrationshintergrund","223","0.419012119358621","0.375502884558667","0.462521354158575"
"CDU","2013","kein Migrationshintergrund","2684","0.349687177268836","0.339113832345446","0.360260522192226"
"CDU","2013","direkter Migrationshintergrund","542","0.364112230545297","0.338879877213895","0.389344583876699"
"CDU","2013","indirekter Migrationshintergrund","94","0.188342686273814","0.15386442551446","0.222820947033167"
"CSU","2013","kein Migrationshintergrund","539","0.0654786910011834","0.0599939517428482","0.0709634302595186"
"CSU","2013","direkter Migrationshintergrund","63","0.0415762071511262","0.0311085108239546","0.0520439034782979"
"CSU","2013","indirekter Migrationshintergrund","","","",""
"FDP","2013","kein Migrationshintergrund","229","0.0242313675356893","0.0208220003526921","0.0276407347186866"
"FDP","2013","direkter Migrationshintergrund","31","0.0318293069136511","0.022623975154659","0.0410346386726432"
"FDP","2013","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","2013","kein Migrationshintergrund","1209","0.146577583308815","0.138735576966914","0.154419589650717"
"Buendnis90/Gruene","2013","direkter Migrationshintergrund","162","0.124500411668948","0.107187773406282","0.141813049931615"
"Buendnis90/Gruene","2013","indirekter Migrationshintergrund","93","0.205927676048409","0.170268442394623","0.241586909702195"
"Die Linke","2013","kein Migrationshintergrund","442","0.0498460390767373","0.0450207458948243","0.0546713322586503"
"Die Linke","2013","direkter Migrationshintergrund","67","0.0466955318207884","0.0356317560526519","0.057759307588925"
"Die Linke","2013","indirekter Migrationshintergrund","30","0.0489385646975371","0.0299140092877783","0.067963120107296"
"NPD/Republikaner/Die Rechte","2013","kein Migrationshintergrund","57","0.00969228667420727","0.00752003773435544","0.0118645356140591"
"NPD/Republikaner/Die Rechte","2013","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2013","indirekter Migrationshintergrund","","","",""
"Andere","2013","kein Migrationshintergrund","79","0.0134189612856079","0.0108678040886392","0.0159701184825766"
"Andere","2013","direkter Migrationshintergrund","","","",""
"Andere","2013","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2013","kein Migrationshintergrund","47","0.00716603788894859","0.00529583273286366","0.00903624304503352"
"SPD/Buendnis90/Gruene","2013","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2013","indirekter Migrationshintergrund","","","",""
"SPD/CDU","2013","kein Migrationshintergrund","","","",""
"SPD/CDU","2013","direkter Migrationshintergrund","","","",""
"SPD/CDU","2013","indirekter Migrationshintergrund","","","",""
"SPD/FDP","2013","kein Migrationshintergrund","","","",""
"SPD/FDP","2013","direkter Migrationshintergrund","","","",""
"SPD/FDP","2013","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2013","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2013","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2013","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2013","kein Migrationshintergrund","","","",""
"CDU/CSU","2013","direkter Migrationshintergrund","","","",""
"CDU/CSU","2013","indirekter Migrationshintergrund","","","",""
"CDU/FDP","2013","kein Migrationshintergrund","","","",""
"CDU/FDP","2013","direkter Migrationshintergrund","","","",""
"CDU/FDP","2013","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2013","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2013","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2013","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2013","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2013","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2013","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","2013","kein Migrationshintergrund","","","",""
"SPD/Die Linke","2013","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","2013","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2013","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2013","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2013","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2013","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2013","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2013","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","2013","kein Migrationshintergrund","","","",""
"CDU/Die Linke","2013","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","2013","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2013","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2013","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2013","indirekter Migrationshintergrund","","","",""
"CSU/FDP","2013","kein Migrationshintergrund","","","",""
"CSU/FDP","2013","direkter Migrationshintergrund","","","",""
"CSU/FDP","2013","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","2013","kein Migrationshintergrund","","","",""
"Gruene/FDP","2013","direkter Migrationshintergrund","","","",""
"Gruene/FDP","2013","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","2013","kein Migrationshintergrund","","","",""
"FDP/Die Linke","2013","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","2013","indirekter Migrationshintergrund","","","",""
"FDP/NPD","2013","kein Migrationshintergrund","","","",""
"FDP/NPD","2013","direkter Migrationshintergrund","","","",""
"FDP/NPD","2013","indirekter Migrationshintergrund","","","",""
"Piratenpartei","2013","kein Migrationshintergrund","59","0.00728390179563414","0.0053984911244999","0.00916931246676838"
"Piratenpartei","2013","direkter Migrationshintergrund","","","",""
"Piratenpartei","2013","indirekter Migrationshintergrund","","","",""
"AfD","2013","kein Migrationshintergrund","","","",""
"AfD","2013","direkter Migrationshintergrund","","","",""
"AfD","2013","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2013","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2013","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2013","indirekter Migrationshintergrund","","","",""
"SPD/AfD","2013","kein Migrationshintergrund","","","",""
"SPD/AfD","2013","direkter Migrationshintergrund","","","",""
"SPD/AfD","2013","indirekter Migrationshintergrund","","","",""
"SPD","2014","kein Migrationshintergrund","2907","0.310967337884014","0.301866157154416","0.320068518613613"
"SPD","2014","direkter Migrationshintergrund","447","0.336949421409596","0.31234769059477","0.361551152224422"
"SPD","2014","indirekter Migrationshintergrund","234","0.389378223840905","0.349865030279717","0.428891417402093"
"CDU","2014","kein Migrationshintergrund","3306","0.343558547797398","0.334221301299889","0.352895794294907"
"CDU","2014","direkter Migrationshintergrund","544","0.369551950898213","0.344428900022321","0.394675001774105"
"CDU","2014","indirekter Migrationshintergrund","112","0.171700540417409","0.141140798795591","0.202260282039227"
"CSU","2014","kein Migrationshintergrund","720","0.0670088513674467","0.0620926994521649","0.0719250032827286"
"CSU","2014","direkter Migrationshintergrund","68","0.0412196999441757","0.0308725214812425","0.0515668784071089"
"CSU","2014","indirekter Migrationshintergrund","","","",""
"FDP","2014","kein Migrationshintergrund","263","0.0240588365451941","0.021046041593377","0.0270716314970113"
"FDP","2014","direkter Migrationshintergrund","","","",""
"FDP","2014","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","2014","kein Migrationshintergrund","1455","0.129033281255426","0.122441965804772","0.13562459670608"
"Buendnis90/Gruene","2014","direkter Migrationshintergrund","147","0.129061158494679","0.111610911242694","0.146511405746663"
"Buendnis90/Gruene","2014","indirekter Migrationshintergrund","109","0.198688677356857","0.166354831986754","0.231022522726961"
"Die Linke","2014","kein Migrationshintergrund","735","0.0664905374739174","0.0615920756225661","0.0713889993252687"
"Die Linke","2014","direkter Migrationshintergrund","130","0.0768084541159982","0.0629485445307189","0.0906683637012776"
"Die Linke","2014","indirekter Migrationshintergrund","49","0.0897493781215822","0.0665878945414625","0.112910861701702"
"NPD/Republikaner/Die Rechte","2014","kein Migrationshintergrund","88","0.0102268260868836","0.00824867836229913","0.0122049738114681"
"NPD/Republikaner/Die Rechte","2014","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2014","indirekter Migrationshintergrund","","","",""
"Andere","2014","kein Migrationshintergrund","91","0.00852175483378406","0.00671447018930662","0.0103290394782615"
"Andere","2014","direkter Migrationshintergrund","","","",""
"Andere","2014","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2014","kein Migrationshintergrund","41","0.00603410195726105","0.0045114083992567","0.00755679551526539"
"SPD/Buendnis90/Gruene","2014","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2014","indirekter Migrationshintergrund","","","",""
"SPD/CDU","2014","kein Migrationshintergrund","","","",""
"SPD/CDU","2014","direkter Migrationshintergrund","","","",""
"SPD/CDU","2014","indirekter Migrationshintergrund","","","",""
"SPD/FDP","2014","kein Migrationshintergrund","","","",""
"SPD/FDP","2014","direkter Migrationshintergrund","","","",""
"SPD/FDP","2014","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2014","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2014","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2014","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2014","kein Migrationshintergrund","","","",""
"CDU/CSU","2014","direkter Migrationshintergrund","","","",""
"CDU/CSU","2014","indirekter Migrationshintergrund","","","",""
"CDU/FDP","2014","kein Migrationshintergrund","","","",""
"CDU/FDP","2014","direkter Migrationshintergrund","","","",""
"CDU/FDP","2014","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2014","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2014","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2014","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2014","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2014","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2014","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","2014","kein Migrationshintergrund","","","",""
"SPD/Die Linke","2014","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","2014","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2014","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2014","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2014","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2014","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2014","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2014","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","2014","kein Migrationshintergrund","","","",""
"CDU/Die Linke","2014","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","2014","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2014","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2014","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2014","indirekter Migrationshintergrund","","","",""
"CSU/FDP","2014","kein Migrationshintergrund","","","",""
"CSU/FDP","2014","direkter Migrationshintergrund","","","",""
"CSU/FDP","2014","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","2014","kein Migrationshintergrund","","","",""
"Gruene/FDP","2014","direkter Migrationshintergrund","","","",""
"Gruene/FDP","2014","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","2014","kein Migrationshintergrund","","","",""
"FDP/Die Linke","2014","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","2014","indirekter Migrationshintergrund","","","",""
"FDP/NPD","2014","kein Migrationshintergrund","","","",""
"FDP/NPD","2014","direkter Migrationshintergrund","","","",""
"FDP/NPD","2014","indirekter Migrationshintergrund","","","",""
"Piratenpartei","2014","kein Migrationshintergrund","73","0.00671268519667348","0.00510720101477947","0.0083181693785675"
"Piratenpartei","2014","direkter Migrationshintergrund","","","",""
"Piratenpartei","2014","indirekter Migrationshintergrund","","","",""
"AfD","2014","kein Migrationshintergrund","181","0.0160925212147739","0.0136184646649715","0.0185665777645763"
"AfD","2014","direkter Migrationshintergrund","","","",""
"AfD","2014","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2014","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2014","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2014","indirekter Migrationshintergrund","","","",""
"SPD/AfD","2014","kein Migrationshintergrund","","","",""
"SPD/AfD","2014","direkter Migrationshintergrund","","","",""
"SPD/AfD","2014","indirekter Migrationshintergrund","","","",""
"SPD","2015","kein Migrationshintergrund","2448","0.29387338303985","0.284254676757825","0.303492089321874"
"SPD","2015","direkter Migrationshintergrund","359","0.314226805677278","0.288326649725386","0.34012696162917"
"SPD","2015","indirekter Migrationshintergrund","179","0.356241992857129","0.312901330176189","0.39958265553807"
"CDU","2015","kein Migrationshintergrund","2866","0.346913869272707","0.336863285037992","0.356964453507421"
"CDU","2015","direkter Migrationshintergrund","479","0.390384143181245","0.363165609625985","0.417602676736504"
"CDU","2015","indirekter Migrationshintergrund","108","0.212415377834148","0.175398203801942","0.249432551866353"
"CSU","2015","kein Migrationshintergrund","592","0.0678590153912509","0.0625484614484964","0.0731695693340054"
"CSU","2015","direkter Migrationshintergrund","62","0.0359574238143331","0.0255694008041693","0.0463454468244969"
"CSU","2015","indirekter Migrationshintergrund","","","",""
"FDP","2015","kein Migrationshintergrund","237","0.0250672787114482","0.0217663498561778","0.0283682075667185"
"FDP","2015","direkter Migrationshintergrund","","","",""
"FDP","2015","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","2015","kein Migrationshintergrund","1267","0.131404807146043","0.124271193519661","0.138538420772425"
"Buendnis90/Gruene","2015","direkter Migrationshintergrund","122","0.133739733469098","0.114748860218428","0.152730606719767"
"Buendnis90/Gruene","2015","indirekter Migrationshintergrund","84","0.191293535998433","0.155697037964235","0.226890034032631"
"Die Linke","2015","kein Migrationshintergrund","638","0.0633050695945464","0.0581632885838234","0.0684468506052694"
"Die Linke","2015","direkter Migrationshintergrund","144","0.0847221159306893","0.0691851793747055","0.100259052486673"
"Die Linke","2015","indirekter Migrationshintergrund","40","0.0919858471023786","0.0658300183899238","0.118141675814833"
"NPD/Republikaner/Die Rechte","2015","kein Migrationshintergrund","87","0.0109595158498312","0.00876116014470212","0.0131578715549602"
"NPD/Republikaner/Die Rechte","2015","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2015","indirekter Migrationshintergrund","","","",""
"Andere","2015","kein Migrationshintergrund","80","0.0098937236742605","0.00780386922110042","0.0119835781274206"
"Andere","2015","direkter Migrationshintergrund","","","",""
"Andere","2015","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2015","kein Migrationshintergrund","44","0.00593921651546921","0.00431678529361529","0.00756164773732313"
"SPD/Buendnis90/Gruene","2015","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2015","indirekter Migrationshintergrund","","","",""
"SPD/CDU","2015","kein Migrationshintergrund","","","",""
"SPD/CDU","2015","direkter Migrationshintergrund","","","",""
"SPD/CDU","2015","indirekter Migrationshintergrund","","","",""
"SPD/FDP","2015","kein Migrationshintergrund","","","",""
"SPD/FDP","2015","direkter Migrationshintergrund","","","",""
"SPD/FDP","2015","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2015","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2015","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2015","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2015","kein Migrationshintergrund","","","",""
"CDU/CSU","2015","direkter Migrationshintergrund","","","",""
"CDU/CSU","2015","indirekter Migrationshintergrund","","","",""
"CDU/FDP","2015","kein Migrationshintergrund","","","",""
"CDU/FDP","2015","direkter Migrationshintergrund","","","",""
"CDU/FDP","2015","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2015","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2015","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2015","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2015","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2015","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2015","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","2015","kein Migrationshintergrund","","","",""
"SPD/Die Linke","2015","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","2015","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2015","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2015","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2015","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2015","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2015","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2015","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","2015","kein Migrationshintergrund","","","",""
"CDU/Die Linke","2015","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","2015","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2015","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2015","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2015","indirekter Migrationshintergrund","","","",""
"CSU/FDP","2015","kein Migrationshintergrund","","","",""
"CSU/FDP","2015","direkter Migrationshintergrund","","","",""
"CSU/FDP","2015","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","2015","kein Migrationshintergrund","","","",""
"Gruene/FDP","2015","direkter Migrationshintergrund","","","",""
"Gruene/FDP","2015","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","2015","kein Migrationshintergrund","","","",""
"FDP/Die Linke","2015","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","2015","indirekter Migrationshintergrund","","","",""
"FDP/NPD","2015","kein Migrationshintergrund","","","",""
"FDP/NPD","2015","direkter Migrationshintergrund","","","",""
"FDP/NPD","2015","indirekter Migrationshintergrund","","","",""
"Piratenpartei","2015","kein Migrationshintergrund","49","0.00425758888711049","0.00288275379027483","0.00563242398394615"
"Piratenpartei","2015","direkter Migrationshintergrund","","","",""
"Piratenpartei","2015","indirekter Migrationshintergrund","","","",""
"AfD","2015","kein Migrationshintergrund","247","0.0304684302037767","0.0268393107537004","0.0340975496538529"
"AfD","2015","direkter Migrationshintergrund","","","",""
"AfD","2015","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2015","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2015","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2015","indirekter Migrationshintergrund","","","",""
"SPD/AfD","2015","kein Migrationshintergrund","","","",""
"SPD/AfD","2015","direkter Migrationshintergrund","","","",""
"SPD/AfD","2015","indirekter Migrationshintergrund","","","",""
"SPD","2016","kein Migrationshintergrund","2025","0.262974771303266","0.253294236283029","0.272655306323504"
"SPD","2016","direkter Migrationshintergrund","298","0.327177613915299","0.299052049581752","0.355303178248845"
"SPD","2016","indirekter Migrationshintergrund","158","0.375666239342293","0.330414919956135","0.42091755872845"
"CDU","2016","kein Migrationshintergrund","2543","0.325606260047003","0.31530229733523","0.335910222758775"
"CDU","2016","direkter Migrationshintergrund","378","0.350430607367345","0.32183014655291","0.37903106818178"
"CDU","2016","indirekter Migrationshintergrund","91","0.178960432237917","0.143144001328919","0.214776863146915"
"CSU","2016","kein Migrationshintergrund","577","0.0747150835837787","0.0689335503711066","0.0804966167964508"
"CSU","2016","direkter Migrationshintergrund","51","0.0367108445085896","0.0254379676841979","0.0479837213329813"
"CSU","2016","indirekter Migrationshintergrund","","","",""
"FDP","2016","kein Migrationshintergrund","246","0.0298351645465858","0.0260941609689325","0.0335761681242391"
"FDP","2016","direkter Migrationshintergrund","","","",""
"FDP","2016","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","2016","kein Migrationshintergrund","1280","0.153857832715331","0.145924007752135","0.161791657678526"
"Buendnis90/Gruene","2016","direkter Migrationshintergrund","143","0.142204246563071","0.121267583342216","0.163140909783927"
"Buendnis90/Gruene","2016","indirekter Migrationshintergrund","78","0.171105055279857","0.13591637990999","0.206293730649724"
"Die Linke","2016","kein Migrationshintergrund","559","0.0623850521382003","0.057066986752834","0.0677031175235665"
"Die Linke","2016","direkter Migrationshintergrund","99","0.0763599032273648","0.0604398941094737","0.0922799123452558"
"Die Linke","2016","indirekter Migrationshintergrund","45","0.0870574173062944","0.0607155611118582","0.113399273500731"
"NPD/Republikaner/Die Rechte","2016","kein Migrationshintergrund","59","0.0093797525169329","0.007260169503824","0.0114993355300418"
"NPD/Republikaner/Die Rechte","2016","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2016","indirekter Migrationshintergrund","","","",""
"Andere","2016","kein Migrationshintergrund","83","0.0107208509662405","0.00845633598881908","0.0129853659436619"
"Andere","2016","direkter Migrationshintergrund","","","",""
"Andere","2016","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2016","kein Migrationshintergrund","33","0.00287288044970803","0.00169599232323419","0.00404976857618186"
"SPD/Buendnis90/Gruene","2016","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2016","indirekter Migrationshintergrund","","","",""
"SPD/CDU","2016","kein Migrationshintergrund","","","",""
"SPD/CDU","2016","direkter Migrationshintergrund","","","",""
"SPD/CDU","2016","indirekter Migrationshintergrund","","","",""
"SPD/FDP","2016","kein Migrationshintergrund","","","",""
"SPD/FDP","2016","direkter Migrationshintergrund","","","",""
"SPD/FDP","2016","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2016","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2016","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2016","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2016","kein Migrationshintergrund","","","",""
"CDU/CSU","2016","direkter Migrationshintergrund","","","",""
"CDU/CSU","2016","indirekter Migrationshintergrund","","","",""
"CDU/FDP","2016","kein Migrationshintergrund","","","",""
"CDU/FDP","2016","direkter Migrationshintergrund","","","",""
"CDU/FDP","2016","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2016","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2016","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2016","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2016","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2016","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2016","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","2016","kein Migrationshintergrund","","","",""
"SPD/Die Linke","2016","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","2016","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2016","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2016","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2016","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2016","kein Migrationshintergrund","","","",""
