year,pgisced97,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Upper Secondary Level,Rural regions,Full-Time Employment,0.38562,1820,4827,0.37189,0.39936
2015,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.12858,745,4827,0.11914,0.13803
2015,Upper Secondary Level,Rural regions,Vocational Training,0.01572,84,4827,0.01221,0.01923
2015,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.06311,310,4827,0.05625,0.06997
2015,Upper Secondary Level,Rural regions,Not Employed,0.40575,1868,4827,0.39189,0.41960
2015,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.49217,707,1558,0.46734,0.51700
2015,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.19346,389,1558,0.17384,0.21308
2015,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05520,89,1558,0.04386,0.06655
2015,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.25458,373,1558,0.23294,0.27622
2015,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.52209,274,581,0.48144,0.56275
2015,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.14167,111,581,0.11329,0.17005
2015,Post-secondary Non-tertiary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.06585,48,581,0.04566,0.08603
2015,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.25856,148,581,0.22293,0.29419
2015,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.52372,486,888,0.49085,0.55659
2015,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10082,110,888,0.08101,0.12063
2015,First Stage of Tertiary Education,Urban regions,Not Employed,0.35756,292,888,0.32601,0.38910
2015,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.51074,297,585,0.47019,0.55128
2015,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10382,91,585,0.07908,0.12856
2015,First Stage of Tertiary Education,Rural regions,Not Employed,0.34250,197,585,0.30401,0.38099
2015,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.52135,2283,4650,0.50699,0.53571
2015,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.13309,792,4650,0.12333,0.14286
2015,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.04284,226,4650,0.03702,0.04866
2015,Second Stage of Tertiary Education,Urban regions,Not Employed,0.30166,1349,4650,0.28847,0.31486
2015,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.46728,832,1750,0.44390,0.49067
2015,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.14505,280,1750,0.12855,0.16155
2015,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.03993,76,1750,0.03076,0.04911
2015,Second Stage of Tertiary Education,Rural regions,Not Employed,0.33900,562,1750,0.31681,0.36118
2016,No answer / don't know,Urban regions,Full-Time Employment,0.15313,51,518,0.12209,0.18417
2016,No answer / don't know,Urban regions,Vocational Training,0.18255,84,518,0.14925,0.21585
2016,No answer / don't know,Urban regions,"Marginal, Irregular Part-Time Employment",0.13726,46,518,0.10760,0.16693
2016,No answer / don't know,Urban regions,Not Employed,0.47000,337,518,0.42698,0.51302
2016,No answer / don't know,Rural regions,Vocational Training,0.27598,66,214,0.21595,0.33602
2016,No answer / don't know,Rural regions,Not Employed,0.43344,148,214,0.36689,0.49999
2016,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.16296,91,602,0.13343,0.19249
2016,Pre-primary Level,Urban regions,Not Employed,0.82794,511,602,0.79776,0.85811
2016,Pre-primary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.10958,32,258,0.07139,0.14777
2016,Pre-primary Level,Rural regions,Not Employed,0.85961,226,258,0.81714,0.90209
2016,Primary Level,Urban regions,Full-Time Employment,0.21473,76,965,0.18881,0.24065
2016,Primary Level,Urban regions,Regular Part-Time Employment,0.08874,49,965,0.07079,0.10669
2016,Primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04706,36,965,0.03370,0.06043
2016,Primary Level,Urban regions,Not Employed,0.62957,804,965,0.59909,0.66006
2016,Primary Level,Rural regions,Full-Time Employment,0.14991,33,412,0.11539,0.18442
2016,Primary Level,Rural regions,Not Employed,0.59857,379,412,0.55117,0.64596
2016,Lower Secondary Level,Urban regions,Full-Time Employment,0.18426,355,2164,0.16792,0.20060
2016,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.09226,184,2164,0.08006,0.10445
2016,Lower Secondary Level,Urban regions,Vocational Training,0.07774,196,2164,0.06645,0.08902
2016,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05881,143,2164,0.04889,0.06872
2016,Lower Secondary Level,Urban regions,Not Employed,0.57605,1286,2164,0.55522,0.59688
2016,Lower Secondary Level,Rural regions,Full-Time Employment,0.17856,177,1123,0.15615,0.20097
2016,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.07528,85,1123,0.05984,0.09072
2016,Lower Secondary Level,Rural regions,Vocational Training,0.10479,152,1123,0.08687,0.12272
2016,Lower Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05733,68,1123,0.04373,0.07093
2016,Lower Secondary Level,Rural regions,Not Employed,0.58404,641,1123,0.55520,0.61288
2016,Upper Secondary Level,Urban regions,Full-Time Employment,0.36039,2338,6989,0.34913,0.37164
2016,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.11663,1008,6989,0.10910,0.12415
2016,Upper Secondary Level,Urban regions,Vocational Training,0.01786,141,6989,0.01475,0.02097
2016,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06511,495,6989,0.05932,0.07089
2016,Upper Secondary Level,Urban regions,Not Employed,0.43876,3007,6989,0.42713,0.45040
2016,Upper Secondary Level,Rural regions,Full-Time Employment,0.38309,1676,4546,0.36896,0.39722
2016,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.13914,710,4546,0.12907,0.14920
2016,Upper Secondary Level,Rural regions,Vocational Training,0.01603,72,4546,0.01238,0.01968
2016,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05801,278,4546,0.05122,0.06481
2016,Upper Secondary Level,Rural regions,Not Employed,0.40141,1810,4546,0.38716,0.41566
2016,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.53593,697,1515,0.51081,0.56105
2016,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.17267,371,1515,0.15363,0.19171
2016,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05480,92,1515,0.04334,0.06627
2016,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.23266,355,1515,0.21137,0.25394
2016,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.47673,242,562,0.43540,0.51806
2016,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.21602,135,562,0.18196,0.25007
2016,Post-secondary Non-tertiary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.04692,32,562,0.02942,0.06442
2016,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.25021,153,562,0.21437,0.28606
2016,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.53323,437,831,0.49929,0.56717
2016,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10268,99,831,0.08203,0.12333
2016,First Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03832,32,831,0.02526,0.05138
2016,First Stage of Tertiary Education,Urban regions,Not Employed,0.32577,263,831,0.29388,0.35765
2016,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.52657,273,547,0.48469,0.56845
2016,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10944,92,547,0.08326,0.13563
2016,First Stage of Tertiary Education,Rural regions,Not Employed,0.33618,182,547,0.29656,0.37581
2016,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.51236,2074,4665,0.49802,0.52671
2016,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.13490,764,4665,0.12510,0.14470
2016,Second Stage of Tertiary Education,Urban regions,Vocational Training,0.00405,31,4665,0.00223,0.00587
2016,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03974,201,4665,0.03413,0.04534
2016,Second Stage of Tertiary Education,Urban regions,Not Employed,0.30895,1595,4665,0.29569,0.32221
2016,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.47703,792,1812,0.45402,0.50003
2016,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.14883,270,1812,0.13243,0.16522
2016,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.03104,68,1812,0.02305,0.03902
2016,Second Stage of Tertiary Education,Rural regions,Not Employed,0.34068,682,1812,0.31885,0.36250
2017,No answer / don't know,Urban regions,Full-Time Employment,0.16311,67,585,0.13314,0.19307
2017,No answer / don't know,Urban regions,Regular Part-Time Employment,0.07827,35,585,0.05649,0.10005
2017,No answer / don't know,Urban regions,Vocational Training,0.20656,88,585,0.17373,0.23940
2017,No answer / don't know,Urban regions,"Marginal, Irregular Part-Time Employment",0.10184,45,585,0.07731,0.12637
2017,No answer / don't know,Urban regions,Not Employed,0.44819,350,585,0.40785,0.48852
2017,No answer / don't know,Rural regions,Vocational Training,0.25109,64,207,0.19187,0.31030
2017,No answer / don't know,Rural regions,Not Employed,0.44949,143,207,0.38156,0.51742
2017,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.17334,99,647,0.14414,0.20253
2017,Pre-primary Level,Urban regions,Not Employed,0.81881,548,647,0.78910,0.84851
2017,Pre-primary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.14375,43,269,0.10174,0.18575
2017,Pre-primary Level,Rural regions,Not Employed,0.84676,226,269,0.80364,0.88989
2017,Primary Level,Urban regions,Full-Time Employment,0.20367,100,1285,0.18164,0.22570
2017,Primary Level,Urban regions,Regular Part-Time Employment,0.07161,66,1285,0.05750,0.08571
2017,Primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05429,54,1285,0.04189,0.06668
2017,Primary Level,Urban regions,Not Employed,0.64590,1065,1285,0.61974,0.67205
2017,Primary Level,Rural regions,Full-Time Employment,0.20056,58,556,0.16725,0.23388
2017,Primary Level,Rural regions,Not Employed,0.61828,498,556,0.57786,0.65870
2017,Lower Secondary Level,Urban regions,Full-Time Employment,0.19642,414,2378,0.18045,0.21239
2017,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.08555,207,2378,0.07430,0.09679
2017,Lower Secondary Level,Urban regions,Vocational Training,0.08100,203,2378,0.07003,0.09197
2017,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.07633,147,2378,0.06565,0.08700
2017,Lower Secondary Level,Urban regions,Not Employed,0.55078,1407,2378,0.53079,0.57078
2017,Lower Secondary Level,Rural regions,Full-Time Employment,0.21103,241,1315,0.18897,0.23310
2017,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.08087,98,1315,0.06613,0.09561
2017,Lower Secondary Level,Rural regions,Vocational Training,0.08327,154,1315,0.06833,0.09820
2017,Lower Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.06681,82,1315,0.05331,0.08032
2017,Lower Secondary Level,Rural regions,Not Employed,0.55092,740,1315,0.52402,0.57781
2017,Upper Secondary Level,Urban regions,Full-Time Employment,0.36091,2652,7705,0.35019,0.37163
2017,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.11956,1167,7705,0.11231,0.12680
2017,Upper Secondary Level,Urban regions,Vocational Training,0.01931,183,7705,0.01624,0.02238
2017,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06293,518,7705,0.05750,0.06835
2017,Upper Secondary Level,Urban regions,Not Employed,0.43631,3185,7705,0.42523,0.44738
2017,Upper Secondary Level,Rural regions,Full-Time Employment,0.39130,1930,5046,0.37783,0.40476
2017,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.13418,776,5046,0.12477,0.14359
2017,Upper Secondary Level,Rural regions,Vocational Training,0.01679,98,5046,0.01324,0.02033
2017,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.06320,318,5046,0.05649,0.06992
2017,Upper Secondary Level,Rural regions,Not Employed,0.39267,1924,5046,0.37919,0.40615
2017,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.47739,736,1641,0.45322,0.50157
2017,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.20265,413,1641,0.18320,0.22211
2017,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05424,98,1641,0.04328,0.06521
2017,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.25685,394,1641,0.23570,0.27799
2017,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.50379,288,644,0.46514,0.54244
2017,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.17320,146,644,0.14395,0.20245
2017,Post-secondary Non-tertiary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05859,39,644,0.04044,0.07674
2017,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.25942,171,644,0.22554,0.29330
2017,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.54054,485,873,0.50746,0.57362
2017,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10893,114,873,0.08825,0.12961
2017,First Stage of Tertiary Education,Urban regions,Not Employed,0.32187,274,873,0.29086,0.35288
2017,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.52500,319,614,0.48547,0.56453
2017,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.12255,105,614,0.09659,0.14851
2017,First Stage of Tertiary Education,Rural regions,Not Employed,0.33289,190,614,0.29559,0.37020
2017,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.52010,2383,5234,0.50656,0.53364
2017,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.13915,895,5234,0.12977,0.14852
2017,Second Stage of Tertiary Education,Urban regions,Vocational Training,0.00515,34,5234,0.00321,0.00708
2017,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.04331,218,5234,0.03779,0.04882
2017,Second Stage of Tertiary Education,Urban regions,Not Employed,0.29230,1704,5234,0.27998,0.30462
2017,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.50319,924,2001,0.48128,0.52510
2017,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.13188,282,2001,0.11705,0.14671
2017,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.04411,75,2001,0.03511,0.05311
2017,Second Stage of Tertiary Education,Rural regions,Not Employed,0.31855,720,2001,0.29813,0.33897
2018,No answer / don't know,Urban regions,Full-Time Employment,0.24551,107,632,0.21193,0.27910
2018,No answer / don't know,Urban regions,Regular Part-Time Employment,0.09793,52,632,0.07474,0.12112
2018,No answer / don't know,Urban regions,Vocational Training,0.15169,77,632,0.12370,0.17968
2018,No answer / don't know,Urban regions,"Marginal, Irregular Part-Time Employment",0.09573,50,632,0.07277,0.11868
2018,No answer / don't know,Urban regions,Not Employed,0.39804,346,632,0.35985,0.43623
2018,No answer / don't know,Rural regions,Vocational Training,0.27208,62,196,0.20962,0.33455
2018,No answer / don't know,Rural regions,Not Employed,0.42910,134,196,0.35963,0.49857
2018,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.19013,88,536,0.15688,0.22339
2018,Pre-primary Level,Urban regions,Not Employed,0.80167,448,536,0.76788,0.83546
2018,Pre-primary Level,Rural regions,Not Employed,0.89024,201,201,0.84692,0.93356
2018,Primary Level,Urban regions,Full-Time Employment,0.18070,133,1263,0.15947,0.20193
2018,Primary Level,Urban regions,Regular Part-Time Employment,0.10344,87,1263,0.08664,0.12025
2018,Primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04561,45,1263,0.03410,0.05712
2018,Primary Level,Urban regions,Not Employed,0.63354,998,1263,0.60696,0.66012
2018,Primary Level,Rural regions,Full-Time Employment,0.17642,61,457,0.14143,0.21141
2018,Primary Level,Rural regions,Not Employed,0.60744,396,457,0.56262,0.65226
2018,Lower Secondary Level,Urban regions,Full-Time Employment,0.19292,427,2304,0.17680,0.20904
2018,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.09561,217,2304,0.08360,0.10762
2018,Lower Secondary Level,Urban regions,Vocational Training,0.09102,218,2304,0.07928,0.10277
2018,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06996,165,2304,0.05954,0.08037
2018,Lower Secondary Level,Urban regions,Not Employed,0.53744,1277,2304,0.51708,0.55780
2018,Lower Secondary Level,Rural regions,Full-Time Employment,0.19973,225,1258,0.17763,0.22183
2018,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.08703,116,1258,0.07145,0.10261
2018,Lower Secondary Level,Rural regions,Vocational Training,0.07383,151,1258,0.05937,0.08829
2018,Lower Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.06491,75,1258,0.05129,0.07853
2018,Lower Secondary Level,Rural regions,Not Employed,0.56370,691,1258,0.53629,0.59112
2018,Upper Secondary Level,Urban regions,Full-Time Employment,0.36354,2500,7376,0.35257,0.37452
2018,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.12516,1143,7376,0.11761,0.13272
2018,Upper Secondary Level,Urban regions,Vocational Training,0.01875,175,7376,0.01565,0.02184
2018,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06257,534,7376,0.05705,0.06810
2018,Upper Secondary Level,Urban regions,Not Employed,0.42795,3024,7376,0.41666,0.43924
2018,Upper Secondary Level,Rural regions,Full-Time Employment,0.38673,1810,4766,0.37290,0.40056
2018,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.14174,773,4766,0.13184,0.15165
2018,Upper Secondary Level,Rural regions,Vocational Training,0.01366,87,4766,0.01037,0.01696
2018,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.06270,276,4766,0.05582,0.06959
2018,Upper Secondary Level,Rural regions,Not Employed,0.39430,1820,4766,0.38043,0.40818
2018,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.48681,704,1564,0.46203,0.51159
2018,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.19461,393,1564,0.17498,0.21423
2018,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06131,93,1564,0.04942,0.07320
2018,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.25031,374,1564,0.22884,0.27179
2018,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.53218,292,630,0.49318,0.57117
2018,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.19260,151,630,0.16178,0.22342
2018,Post-secondary Non-tertiary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.04511,36,630,0.02889,0.06133
2018,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.22705,151,630,0.19431,0.25979
2018,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.53233,445,816,0.49807,0.56658
2018,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.11225,110,816,0.09057,0.13392
2018,First Stage of Tertiary Education,Urban regions,Not Employed,0.31900,261,816,0.28700,0.35100
2018,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.53094,303,588,0.49057,0.57131
2018,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.14246,104,588,0.11418,0.17074
2018,First Stage of Tertiary Education,Rural regions,Not Employed,0.31060,181,588,0.27317,0.34804
2018,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.51748,2342,5080,0.50373,0.53122
2018,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.14248,891,5080,0.13286,0.15209
2018,Second Stage of Tertiary Education,Urban regions,Vocational Training,0.00597,43,5080,0.00385,0.00809
2018,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.04436,231,5080,0.03870,0.05003
2018,Second Stage of Tertiary Education,Urban regions,Not Employed,0.28971,1573,5080,0.27724,0.30219
2018,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.49793,870,1881,0.47533,0.52053
2018,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.13568,284,1881,0.12020,0.15116
2018,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.02616,65,1881,0.01895,0.03338
2018,Second Stage of Tertiary Education,Rural regions,Not Employed,0.33805,662,1881,0.31666,0.35943
2019,No answer / don't know,Urban regions,Full-Time Employment,0.20089,98,568,0.16791,0.23387
2019,No answer / don't know,Urban regions,Regular Part-Time Employment,0.08988,50,568,0.06634,0.11343
2019,No answer / don't know,Urban regions,Vocational Training,0.18724,68,568,0.15513,0.21935
2019,No answer / don't know,Urban regions,"Marginal, Irregular Part-Time Employment",0.12860,48,568,0.10105,0.15616
2019,No answer / don't know,Urban regions,Not Employed,0.39104,304,568,0.35087,0.43120
2019,No answer / don't know,Rural regions,Full-Time Employment,0.13342,50,213,0.08765,0.17920
2019,No answer / don't know,Rural regions,Vocational Training,0.23676,45,213,0.17953,0.29398
2019,No answer / don't know,Rural regions,Not Employed,0.53114,118,213,0.46396,0.59832
2019,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.19672,84,424,0.15883,0.23460
2019,Pre-primary Level,Urban regions,Not Employed,0.79552,340,424,0.75708,0.83395
2019,Pre-primary Level,Rural regions,Not Employed,0.85519,145,145,0.79771,0.91267
2019,Primary Level,Urban regions,Full-Time Employment,0.19272,171,1201,0.17040,0.21504
2019,Primary Level,Urban regions,Regular Part-Time Employment,0.13855,82,1201,0.11900,0.15810
2019,Primary Level,Urban regions,Vocational Training,0.02085,55,1201,0.01277,0.02894
2019,Primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04863,52,1201,0.03646,0.06080
2019,Primary Level,Urban regions,Not Employed,0.57889,841,1201,0.55095,0.60683
2019,Primary Level,Rural regions,Full-Time Employment,0.18375,82,435,0.14732,0.22019
2019,Primary Level,Rural regions,Not Employed,0.54705,353,435,0.50022,0.59388
2019,Lower Secondary Level,Urban regions,Full-Time Employment,0.19852,418,2024,0.18114,0.21590
2019,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.11258,195,2024,0.09880,0.12635
2019,Lower Secondary Level,Urban regions,Vocational Training,0.08559,199,2024,0.07340,0.09778
2019,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04814,129,2024,0.03881,0.05747
2019,Lower Secondary Level,Urban regions,Not Employed,0.54431,1083,2024,0.52261,0.56601
2019,Lower Secondary Level,Rural regions,Full-Time Employment,0.20612,241,1147,0.18270,0.22954
2019,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.08991,107,1147,0.07335,0.10648
2019,Lower Secondary Level,Rural regions,Vocational Training,0.09498,135,1147,0.07801,0.11196
2019,Lower Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.06839,75,1147,0.05378,0.08301
2019,Lower Secondary Level,Rural regions,Not Employed,0.52841,589,1147,0.49951,0.55731
2019,Upper Secondary Level,No answer / don't know,Full-Time Employment,0.29066,71,214,0.22968,0.35164
2019,Upper Secondary Level,No answer / don't know,Regular Part-Time Employment,0.14618,39,214,0.09873,0.19363
2019,Upper Secondary Level,No answer / don't know,Not Employed,0.44194,104,214,0.37524,0.50863
2019,Upper Secondary Level,Urban regions,Full-Time Employment,0.36131,2512,6996,0.35005,0.37257
2019,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.13511,1126,6996,0.12710,0.14312
2019,Upper Secondary Level,Urban regions,Vocational Training,0.01769,160,6996,0.01460,0.02078
2019,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05502,447,6996,0.04968,0.06036
2019,Upper Secondary Level,Urban regions,Not Employed,0.42974,2751,6996,0.41814,0.44134
2019,Upper Secondary Level,Rural regions,Full-Time Employment,0.38675,1739,4453,0.37244,0.40105
2019,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.15329,732,4453,0.14270,0.16387
2019,Upper Secondary Level,Rural regions,Vocational Training,0.01460,81,4453,0.01108,0.01812
2019,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05227,254,4453,0.04573,0.05880
2019,Upper Secondary Level,Rural regions,Not Employed,0.39252,1647,4453,0.37818,0.40687
2019,Post-secondary Non-tertiary Level,No answer / don't know,Full-Time Employment,0.46783,32,32,0.29218,0.64347
2019,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.50552,744,1560,0.48070,0.53034
2019,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.19476,383,1560,0.17510,0.21442
2019,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05494,91,1560,0.04362,0.06625
2019,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.23520,342,1560,0.21415,0.25626
2019,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.51798,300,612,0.47836,0.55760
2019,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.18053,140,612,0.15003,0.21102
2019,Post-secondary Non-tertiary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05591,36,612,0.03769,0.07412
2019,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.24082,136,612,0.20692,0.27473
2019,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.53380,545,916,0.50148,0.56612
2019,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.12345,113,916,0.10214,0.14477
2019,First Stage of Tertiary Education,Urban regions,Not Employed,0.30565,258,916,0.27580,0.33550
2019,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.52366,388,659,0.48550,0.56182
2019,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.11349,89,659,0.08925,0.13772
2019,First Stage of Tertiary Education,Rural regions,Not Employed,0.33831,182,659,0.30216,0.37446
2019,Second Stage of Tertiary Education,No answer / don't know,Full-Time Employment,0.48189,92,172,0.40700,0.55678
2019,Second Stage of Tertiary Education,No answer / don't know,Regular Part-Time Employment,0.16318,32,172,0.10780,0.21857
2019,Second Stage of Tertiary Education,No answer / don't know,Not Employed,0.25213,48,172,0.18704,0.31721
2019,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.52712,2696,5368,0.51376,0.54048
2019,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.14549,968,5368,0.13606,0.15493
2019,Second Stage of Tertiary Education,Urban regions,Vocational Training,0.00376,43,5368,0.00212,0.00539
2019,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03263,200,5368,0.02788,0.03738
2019,Second Stage of Tertiary Education,Urban regions,Not Employed,0.29100,1461,5368,0.27885,0.30315
2019,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.48871,983,2016,0.46688,0.51054
2019,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.15000,327,2016,0.13441,0.16559
2019,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.02667,68,2016,0.01964,0.03371
2019,Second Stage of Tertiary Education,Rural regions,Not Employed,0.33352,638,2016,0.31294,0.35411
2020,No answer / don't know,Urban regions,Full-Time Employment,0.24255,242,828,0.21334,0.27176
