year,migback,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.13305,126,1067,0.11266,0.15344
2015,Direct migration background,Lower Secondary Level,Vocational Training,0.03241,47,1067,0.02178,0.04304
2015,Direct migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.08729,100,1067,0.07034,0.10423
2015,Direct migration background,Lower Secondary Level,Not Employed,0.46094,460,1067,0.43102,0.49087
2015,Direct migration background,Upper Secondary Level,Full-Time Employment,0.40151,854,2023,0.38015,0.42288
2015,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.11945,269,2023,0.10531,0.13358
2015,Direct migration background,Upper Secondary Level,Vocational Training,0.02138,35,2023,0.01508,0.02769
2015,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.07762,154,2023,0.06596,0.08928
2015,Direct migration background,Upper Secondary Level,Not Employed,0.37959,711,2023,0.35844,0.40075
2015,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.45155,350,810,0.41726,0.48585
2015,Direct migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.17801,152,810,0.15165,0.20437
2015,Direct migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.04624,62,810,0.03177,0.06072
2015,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.31971,246,810,0.28757,0.35185
2015,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.44053,55,90,0.33739,0.54368
2015,Direct migration background,First Stage of Tertiary Education,Not Employed,0.38300,35,90,0.28200,0.48400
2015,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.50918,736,1498,0.48385,0.53450
2015,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.14744,243,1498,0.12948,0.16540
2015,Direct migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.05680,94,1498,0.04508,0.06853
2015,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.28114,425,1498,0.25836,0.30391
2015,Indirect migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.15888,34,177,0.10487,0.21288
2015,Indirect migration background,Pre-primary Level,Not Employed,0.84112,143,177,0.78712,0.89513
2015,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.24374,67,301,0.19516,0.29232
2015,Indirect migration background,Lower Secondary Level,Vocational Training,0.22981,85,301,0.18220,0.27742
2015,Indirect migration background,Lower Secondary Level,Not Employed,0.36573,149,301,0.31123,0.42023
2015,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.46602,276,654,0.42776,0.50428
2015,Indirect migration background,Upper Secondary Level,Regular Part-Time Employment,0.07670,87,654,0.05629,0.09712
2015,Indirect migration background,Upper Secondary Level,Vocational Training,0.05857,31,654,0.04056,0.07658
2015,Indirect migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.09127,50,654,0.06918,0.11336
2015,Indirect migration background,Upper Secondary Level,Not Employed,0.30274,210,654,0.26750,0.33798
2015,Indirect migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.49333,54,54,0.35873,0.62793
2015,Indirect migration background,First Stage of Tertiary Education,Full-Time Employment,0.76305,35,35,0.62012,0.90598
2015,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.70370,144,225,0.64390,0.76349
2015,Indirect migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10087,42,225,0.06143,0.14031
2015,Indirect migration background,Second Stage of Tertiary Education,Not Employed,0.16012,39,225,0.11210,0.20815
2016,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.13641,87,481,0.10571,0.16712
2016,No migration background,Pre-primary Level,Not Employed,0.84415,394,481,0.81170,0.87659
2016,No migration background,Primary Level,Not Employed,0.60615,86,86,0.50228,0.71003
2016,No migration background,Lower Secondary Level,Full-Time Employment,0.14842,212,1575,0.13086,0.16598
2016,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.06399,126,1575,0.05190,0.07608
2016,No migration background,Lower Secondary Level,Vocational Training,0.09699,213,1575,0.08237,0.11161
2016,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.04746,87,1575,0.03695,0.05796
2016,No migration background,Lower Secondary Level,Not Employed,0.63196,937,1575,0.60813,0.65578
2016,No migration background,Upper Secondary Level,Full-Time Employment,0.35767,3031,8730,0.34761,0.36772
2016,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.12783,1386,8730,0.12083,0.13483
2016,No migration background,Upper Secondary Level,Vocational Training,0.01545,143,8730,0.01286,0.01803
2016,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05816,552,8730,0.05325,0.06307
2016,No migration background,Upper Secondary Level,Not Employed,0.43924,3618,8730,0.42883,0.44965
2016,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.55875,566,1171,0.53029,0.58720
2016,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.17534,323,1171,0.15355,0.19712
2016,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.04745,62,1171,0.03527,0.05963
2016,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.21450,220,1171,0.19098,0.23802
2016,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.53589,616,1244,0.50817,0.56362
2016,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.09707,172,1244,0.08061,0.11352
2016,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03192,47,1244,0.02215,0.04169
2016,No migration background,First Stage of Tertiary Education,Not Employed,0.33403,409,1244,0.30781,0.36025
2016,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.49760,2080,4411,0.48284,0.51235
2016,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.13484,752,4411,0.12476,0.14492
2016,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03585,171,4411,0.03036,0.04134
2016,No migration background,Second Stage of Tertiary Education,Not Employed,0.32856,1408,4411,0.31469,0.34242
2016,Direct migration background,Pre-primary Level,Not Employed,0.83364,206,206,0.78266,0.88462
2016,Direct migration background,Primary Level,Full-Time Employment,0.17648,79,1257,0.15539,0.19756
2016,Direct migration background,Primary Level,Regular Part-Time Employment,0.09273,52,1257,0.07669,0.10877
2016,Direct migration background,Primary Level,"Marginal, Irregular Part-Time Employment",0.05190,44,1257,0.03963,0.06417
2016,Direct migration background,Primary Level,Not Employed,0.66475,1082,1257,0.63864,0.69086
2016,Direct migration background,Lower Secondary Level,Full-Time Employment,0.25026,261,1384,0.22743,0.27309
2016,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.13365,110,1384,0.11572,0.15158
2016,Direct migration background,Lower Secondary Level,Vocational Training,0.02561,58,1384,0.01728,0.03394
2016,Direct migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.08839,97,1384,0.07343,0.10335
2016,Direct migration background,Lower Secondary Level,Not Employed,0.50209,858,1384,0.47574,0.52844
2016,Direct migration background,Upper Secondary Level,Full-Time Employment,0.42613,735,2203,0.40548,0.44679
2016,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.11575,251,2203,0.10239,0.12912
2016,Direct migration background,Upper Secondary Level,Vocational Training,0.01040,40,2203,0.00616,0.01464
2016,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.09492,169,2203,0.08267,0.10716
2016,Direct migration background,Upper Secondary Level,Not Employed,0.35232,1008,2203,0.33237,0.37228
2016,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.44074,324,804,0.40640,0.47508
2016,Direct migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.19269,154,804,0.16541,0.21997
2016,Direct migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.06173,55,804,0.04508,0.07837
2016,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.29837,271,804,0.26672,0.33001
2016,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.35754,57,57,0.23201,0.48306
2016,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.48708,656,1825,0.46414,0.51002
2016,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.15414,235,1825,0.13757,0.17071
2016,Direct migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.05240,91,1825,0.04217,0.06262
2016,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.30102,843,1825,0.27997,0.32207
2016,Indirect migration background,Pre-primary Level,Not Employed,0.81295,137,137,0.74741,0.87849
2016,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.23271,59,301,0.18489,0.28052
2016,Indirect migration background,Lower Secondary Level,Regular Part-Time Employment,0.11520,33,301,0.07907,0.15132
2016,Indirect migration background,Lower Secondary Level,Vocational Training,0.19012,77,301,0.14571,0.23452
2016,Indirect migration background,Lower Secondary Level,Not Employed,0.41087,132,301,0.35520,0.46655
2016,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.43209,248,572,0.39146,0.47272
2016,Indirect migration background,Upper Secondary Level,Regular Part-Time Employment,0.09176,81,572,0.06808,0.11544
2016,Indirect migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06576,52,572,0.04543,0.08609
2016,Indirect migration background,Upper Secondary Level,Not Employed,0.34211,191,572,0.30319,0.38102
2016,Indirect migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.44441,49,49,0.30384,0.58499
2016,Indirect migration background,First Stage of Tertiary Education,Full-Time Employment,0.86043,37,37,0.74722,0.97363
2016,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.66353,130,177,0.59372,0.73334
2016,Indirect migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.14687,47,177,0.09457,0.19916
2017,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.17897,100,533,0.14639,0.21154
2017,No migration background,Pre-primary Level,Not Employed,0.81055,433,533,0.77725,0.84385
2017,No migration background,Primary Level,Full-Time Employment,0.22566,33,127,0.15267,0.29865
2017,No migration background,Primary Level,Not Employed,0.55008,94,127,0.46321,0.63694
2017,No migration background,Lower Secondary Level,Full-Time Employment,0.17311,298,1771,0.15549,0.19074
2017,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.06841,151,1771,0.05665,0.08017
2017,No migration background,Lower Secondary Level,Vocational Training,0.08797,226,1771,0.07478,0.10117
2017,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.06497,110,1771,0.05349,0.07645
2017,No migration background,Lower Secondary Level,Not Employed,0.59310,986,1771,0.57021,0.61599
2017,No migration background,Upper Secondary Level,Full-Time Employment,0.36160,3563,9763,0.35207,0.37113
2017,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.12679,1567,9763,0.12018,0.13339
2017,No migration background,Upper Secondary Level,Vocational Training,0.01602,180,9763,0.01353,0.01851
2017,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05845,625,9763,0.05380,0.06311
2017,No migration background,Upper Secondary Level,Not Employed,0.43581,3828,9763,0.42597,0.44564
2017,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.50980,681,1417,0.48376,0.53584
2017,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.20246,399,1417,0.18153,0.22339
2017,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05092,69,1417,0.03947,0.06237
2017,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.22884,268,1417,0.20696,0.25072
2017,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.53382,716,1339,0.50709,0.56055
2017,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.10931,195,1339,0.09259,0.12603
2017,No migration background,First Stage of Tertiary Education,Not Employed,0.33737,428,1339,0.31204,0.36270
2017,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.51279,2498,5024,0.49897,0.52662
2017,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.13391,871,5024,0.12449,0.14333
2017,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03772,183,5024,0.03245,0.04299
2017,No migration background,Second Stage of Tertiary Education,Not Employed,0.31220,1472,5024,0.29938,0.32501
2017,Direct migration background,Pre-primary Level,Not Employed,0.93948,181,181,0.90465,0.97432
2017,Direct migration background,Primary Level,Full-Time Employment,0.16907,114,1724,0.15137,0.18677
2017,Direct migration background,Primary Level,Regular Part-Time Employment,0.06785,70,1724,0.05598,0.07973
2017,Direct migration background,Primary Level,Vocational Training,0.01534,35,1724,0.00954,0.02115
2017,Direct migration background,Primary Level,"Marginal, Irregular Part-Time Employment",0.03293,56,1724,0.02450,0.04135
2017,Direct migration background,Primary Level,Not Employed,0.70896,1449,1724,0.68751,0.73041
2017,Direct migration background,Lower Secondary Level,Full-Time Employment,0.25532,298,1629,0.23414,0.27650
2017,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.12571,126,1629,0.10961,0.14182
2017,Direct migration background,Lower Secondary Level,Vocational Training,0.03490,70,1629,0.02599,0.04382
2017,Direct migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.09720,97,1629,0.08281,0.11159
2017,Direct migration background,Lower Secondary Level,Not Employed,0.48686,1038,1629,0.46258,0.51114
2017,Direct migration background,Upper Secondary Level,Full-Time Employment,0.43187,743,2302,0.41163,0.45211
2017,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.11321,262,2302,0.10026,0.12616
2017,Direct migration background,Upper Secondary Level,Vocational Training,0.01682,65,2302,0.01156,0.02207
2017,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.08715,154,2302,0.07562,0.09867
2017,Direct migration background,Upper Secondary Level,Not Employed,0.35051,1078,2302,0.33102,0.37001
2017,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.39717,280,753,0.36219,0.43214
2017,Direct migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.18276,139,753,0.15513,0.21038
2017,Direct migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.07066,62,753,0.05234,0.08897
2017,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.34691,272,753,0.31289,0.38093
2017,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.41315,51,51,0.27667,0.54964
2017,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.49356,657,1958,0.47141,0.51572
2017,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.14242,252,1958,0.12693,0.15790
2017,Direct migration background,Second Stage of Tertiary Education,Vocational Training,0.00567,34,1958,0.00234,0.00900
2017,Direct migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.06811,99,1958,0.05695,0.07927
2017,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.29024,916,1958,0.27013,0.31034
2017,Indirect migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.15622,34,194,0.10500,0.20745
2017,Indirect migration background,Pre-primary Level,Not Employed,0.84108,160,194,0.78950,0.89266
2017,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.25426,59,243,0.19940,0.30913
2017,Indirect migration background,Lower Secondary Level,Vocational Training,0.18899,61,243,0.13966,0.23831
2017,Indirect migration background,Lower Secondary Level,Not Employed,0.41281,123,243,0.35078,0.47484
2017,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.41280,276,686,0.37593,0.44967
2017,Indirect migration background,Upper Secondary Level,Regular Part-Time Employment,0.11614,114,686,0.09215,0.14013
2017,Indirect migration background,Upper Secondary Level,Vocational Training,0.06255,36,686,0.04442,0.08069
2017,Indirect migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.08784,57,686,0.06665,0.10904
2017,Indirect migration background,Upper Secondary Level,Not Employed,0.31808,203,686,0.28320,0.35295
2017,Indirect migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.53947,63,63,0.41540,0.66354
2017,Indirect migration background,First Stage of Tertiary Education,Full-Time Employment,0.89942,37,37,0.80117,0.99767
2017,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.64629,152,242,0.58592,0.70665
2017,Indirect migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.18038,54,242,0.13183,0.22892
2017,Indirect migration background,Second Stage of Tertiary Education,Not Employed,0.09408,36,242,0.05722,0.13094
2018,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.18752,81,437,0.15088,0.22416
2018,No migration background,Pre-primary Level,Not Employed,0.80047,356,437,0.76296,0.83799
2018,No migration background,Primary Level,Not Employed,0.57321,103,103,0.47722,0.66920
2018,No migration background,Lower Secondary Level,Full-Time Employment,0.16309,281,1750,0.14577,0.18040
2018,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.07092,150,1750,0.05889,0.08295
2018,No migration background,Lower Secondary Level,Vocational Training,0.08870,230,1750,0.07537,0.10202
2018,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.06487,117,1750,0.05332,0.07641
2018,No migration background,Lower Secondary Level,Not Employed,0.59499,972,1750,0.57198,0.61800
2018,No migration background,Upper Secondary Level,Full-Time Employment,0.35498,3290,9336,0.34527,0.36469
2018,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.13076,1522,9336,0.12392,0.13759
2018,No migration background,Upper Secondary Level,Vocational Training,0.01499,165,9336,0.01253,0.01746
2018,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05936,589,9336,0.05457,0.06415
2018,No migration background,Upper Secondary Level,Not Employed,0.43814,3770,9336,0.42808,0.44821
2018,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.52072,669,1392,0.49447,0.54698
2018,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.20231,386,1392,0.18120,0.22342
2018,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05389,71,1392,0.04202,0.06576
2018,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.21785,266,1392,0.19616,0.23954
2018,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.53088,673,1309,0.50384,0.55793
2018,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.11878,193,1309,0.10124,0.13631
2018,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02362,33,1309,0.01539,0.03185
2018,No migration background,First Stage of Tertiary Education,Not Employed,0.32514,410,1309,0.29975,0.35053
2018,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.51073,2388,4903,0.49674,0.52473
2018,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.14009,872,4903,0.13038,0.14981
2018,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03510,174,4903,0.02995,0.04025
2018,No migration background,Second Stage of Tertiary Education,Not Employed,0.31027,1469,4903,0.29732,0.32322
2018,Direct migration background,Pre-primary Level,Not Employed,0.89259,156,156,0.84385,0.94134
2018,Direct migration background,Primary Level,Full-Time Employment,0.17618,164,1618,0.15761,0.19475
2018,Direct migration background,Primary Level,Regular Part-Time Employment,0.10456,91,1618,0.08965,0.11948
2018,Direct migration background,Primary Level,Vocational Training,0.02280,44,1618,0.01553,0.03008
2018,Direct migration background,Primary Level,"Marginal, Irregular Part-Time Employment",0.02783,53,1618,0.01981,0.03584
2018,Direct migration background,Primary Level,Not Employed,0.65938,1266,1618,0.63628,0.68248
2018,Direct migration background,Lower Secondary Level,Full-Time Employment,0.27124,309,1503,0.24875,0.29372
2018,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.14618,154,1503,0.12831,0.16405
2018,Direct migration background,Lower Secondary Level,Vocational Training,0.02556,72,1503,0.01757,0.03354
2018,Direct migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.06430,95,1503,0.05189,0.07670
2018,Direct migration background,Lower Secondary Level,Not Employed,0.49273,873,1503,0.46744,0.51801
2018,Direct migration background,Upper Secondary Level,Full-Time Employment,0.45199,741,2131,0.43085,0.47312
2018,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.13776,284,2131,0.12312,0.15240
2018,Direct migration background,Upper Secondary Level,Vocational Training,0.01568,58,2131,0.01041,0.02096
2018,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06979,155,2131,0.05897,0.08061
2018,Direct migration background,Upper Secondary Level,Not Employed,0.32448,893,2131,0.30459,0.34436
2018,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.42779,270,683,0.39066,0.46493
2018,Direct migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.15330,128,683,0.12626,0.18034
2018,Direct migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.07403,50,683,0.05438,0.09368
2018,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.33503,235,683,0.29961,0.37046
2018,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.42537,43,43,0.27585,0.57489
2018,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.47728,679,1817,0.45431,0.50025
2018,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.14149,259,1817,0.12546,0.15752
2018,Direct migration background,Second Stage of Tertiary Education,Vocational Training,0.00507,44,1817,0.00180,0.00833
2018,Direct migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.05948,104,1817,0.04860,0.07036
2018,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.31668,731,1817,0.29528,0.33807
2018,Indirect migration background,Pre-primary Level,Not Employed,0.87593,137,137,0.82052,0.93133
2018,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.20765,62,252,0.15747,0.25783
2018,Indirect migration background,Lower Secondary Level,Vocational Training,0.23317,67,252,0.18086,0.28548
2018,Indirect migration background,Lower Secondary Level,Not Employed,0.34019,123,252,0.28158,0.39881
2018,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.46885,279,675,0.43118,0.50653
2018,Indirect migration background,Upper Secondary Level,Regular Part-Time Employment,0.12175,110,675,0.09706,0.14643
2018,Indirect migration background,Upper Secondary Level,Vocational Training,0.05139,39,675,0.03472,0.06806
2018,Indirect migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.09998,66,675,0.07734,0.12263
2018,Indirect migration background,Upper Secondary Level,Not Employed,0.25627,181,675,0.22331,0.28923
2018,Indirect migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.50614,57,57,0.37519,0.63709
2018,Indirect migration background,First Stage of Tertiary Education,Full-Time Employment,0.90486,32,32,0.80157,1.00815
2018,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.66595,145,224,0.60405,0.72786
2018,Indirect migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.15189,44,224,0.10478,0.19900
2018,Indirect migration background,Second Stage of Tertiary Education,Not Employed,0.09877,35,224,0.05961,0.13793
2019,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.17220,78,388,0.13459,0.20982
2019,No migration background,Pre-primary Level,Not Employed,0.81282,310,388,0.77396,0.85169
2019,No migration background,Primary Level,Not Employed,0.52772,78,78,0.41621,0.63923
2019,No migration background,Lower Secondary Level,Full-Time Employment,0.17670,309,1666,0.15838,0.19502
2019,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.07659,142,1666,0.06381,0.08936
2019,No migration background,Lower Secondary Level,Vocational Training,0.10257,220,1666,0.08800,0.11715
2019,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.05668,103,1666,0.04557,0.06778
2019,No migration background,Lower Secondary Level,Not Employed,0.57284,892,1666,0.54908,0.59660
2019,No migration background,Upper Secondary Level,Full-Time Employment,0.35477,3382,9202,0.34499,0.36455
2019,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.14012,1518,9202,0.13303,0.14721
2019,No migration background,Upper Secondary Level,Vocational Training,0.01681,173,9202,0.01419,0.01944
2019,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05206,540,9202,0.04752,0.05660
2019,No migration background,Upper Secondary Level,Not Employed,0.43518,3589,9202,0.42505,0.44531
2019,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.53329,763,1493,0.50798,0.55861
2019,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.20266,394,1493,0.18226,0.22305
2019,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05475,78,1493,0.04321,0.06630
2019,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.20141,258,1493,0.18106,0.22176
2019,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.52845,851,1507,0.50324,0.55366
2019,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.11715,189,1507,0.10090,0.13339
2019,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02719,44,1507,0.01898,0.03541
2019,No migration background,First Stage of Tertiary Education,Not Employed,0.32456,423,1507,0.30091,0.34821
2019,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.51429,2915,5610,0.50121,0.52737
2019,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.13926,986,5610,0.13020,0.14832
2019,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03186,190,5610,0.02726,0.03646
2019,No migration background,Second Stage of Tertiary Education,Not Employed,0.31307,1519,5610,0.30093,0.32520
2019,Direct migration background,Pre-primary Level,Not Employed,0.74278,58,58,0.62930,0.85625
2019,Direct migration background,Primary Level,Full-Time Employment,0.17717,222,1536,0.15807,0.19627
2019,Direct migration background,Primary Level,Regular Part-Time Employment,0.14214,84,1536,0.12467,0.15961
2019,Direct migration background,Primary Level,Vocational Training,0.02655,72,1536,0.01851,0.03459
2019,Direct migration background,Primary Level,"Marginal, Irregular Part-Time Employment",0.05315,60,1536,0.04193,0.06437
2019,Direct migration background,Primary Level,Not Employed,0.59158,1098,1536,0.56699,0.61617
2019,Direct migration background,Lower Secondary Level,Full-Time Employment,0.26073,305,1290,0.23676,0.28470
2019,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.16057,130,1290,0.14053,0.18061
2019,Direct migration background,Lower Secondary Level,Vocational Training,0.01945,67,1290,0.01191,0.02699
2019,Direct migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.05290,85,1290,0.04068,0.06512
2019,Direct migration background,Lower Secondary Level,Not Employed,0.50635,703,1290,0.47905,0.53364
2019,Direct migration background,Upper Secondary Level,Full-Time Employment,0.44010,675,1853,0.41749,0.46270
2019,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.14579,270,1853,0.12971,0.16186
2019,Direct migration background,Upper Secondary Level,Vocational Training,0.00943,45,1853,0.00503,0.01384
2019,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06810,121,1853,0.05662,0.07957
2019,Direct migration background,Upper Secondary Level,Not Employed,0.33619,742,1853,0.31467,0.35770
2019,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.41338,241,610,0.37427,0.45250
2019,Direct migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.15371,112,610,0.12507,0.18236
2019,Direct migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.07068,50,610,0.05032,0.09103
2019,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.35298,207,610,0.31502,0.39093
2019,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.40269,48,48,0.26247,0.54290
