year,migback,quintil_oecd,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Direct migration background,1st Quintile,Not Employed,0.61575,908,1592,0.59185,0.63965
2015,Direct migration background,2nd Quintile,Full-Time Employment,0.34451,441,1120,0.31667,0.37236
2015,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.14348,206,1120,0.12294,0.16402
2015,Direct migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.09382,120,1120,0.07674,0.11091
2015,Direct migration background,2nd Quintile,Not Employed,0.39814,353,1120,0.36946,0.42682
2015,Direct migration background,3rd Quintile,Full-Time Employment,0.46097,395,810,0.42662,0.49532
2015,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.17678,147,810,0.15050,0.20307
2015,Direct migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.08304,61,810,0.06402,0.10205
2015,Direct migration background,3rd Quintile,Not Employed,0.26330,207,810,0.23295,0.29365
2015,Direct migration background,4th Quintile,Full-Time Employment,0.55363,286,491,0.50962,0.59765
2015,Direct migration background,4th Quintile,Regular Part-Time Employment,0.18138,92,491,0.14726,0.21550
2015,Direct migration background,4th Quintile,Not Employed,0.23409,113,491,0.19660,0.27158
2015,Direct migration background,5th Quintile,Full-Time Employment,0.66046,292,446,0.61646,0.70446
2015,Direct migration background,5th Quintile,Regular Part-Time Employment,0.13690,68,446,0.10496,0.16884
2015,Direct migration background,5th Quintile,Not Employed,0.16747,86,446,0.13277,0.20216
2015,Indirect migration background,1st Quintile,Full-Time Employment,0.14825,71,544,0.11836,0.17814
2015,Indirect migration background,1st Quintile,Regular Part-Time Employment,0.06642,48,544,0.04548,0.08737
2015,Indirect migration background,1st Quintile,Vocational Training,0.13112,63,544,0.10273,0.15951
2015,Indirect migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.14053,58,544,0.11130,0.16976
2015,Indirect migration background,1st Quintile,Not Employed,0.50436,304,544,0.46231,0.54641
2015,Indirect migration background,2nd Quintile,Full-Time Employment,0.36260,125,343,0.31165,0.41355
2015,Indirect migration background,2nd Quintile,Regular Part-Time Employment,0.08875,46,343,0.05861,0.11889
2015,Indirect migration background,2nd Quintile,Vocational Training,0.10626,40,343,0.07360,0.13892
2015,Indirect migration background,2nd Quintile,Not Employed,0.37118,132,343,0.31997,0.42238
2015,Indirect migration background,3rd Quintile,Full-Time Employment,0.47004,117,239,0.40663,0.53345
2015,Indirect migration background,3rd Quintile,Regular Part-Time Employment,0.13640,38,239,0.09280,0.18001
2015,Indirect migration background,3rd Quintile,Not Employed,0.26350,84,239,0.20753,0.31947
2015,Indirect migration background,4th Quintile,Full-Time Employment,0.62307,143,233,0.56071,0.68543
2015,Indirect migration background,4th Quintile,Regular Part-Time Employment,0.09659,37,233,0.05858,0.13460
2015,Indirect migration background,4th Quintile,Not Employed,0.17229,53,233,0.12370,0.22088
2015,Indirect migration background,5th Quintile,Full-Time Employment,0.74915,127,169,0.68360,0.81470
2015,Indirect migration background,5th Quintile,Not Employed,0.15966,42,169,0.10427,0.21505
2016,No migration background,1st Quintile,Full-Time Employment,0.15203,494,2875,0.13891,0.16516
2016,No migration background,1st Quintile,Regular Part-Time Employment,0.09312,375,2875,0.08249,0.10374
2016,No migration background,1st Quintile,Vocational Training,0.04381,141,2875,0.03633,0.05129
2016,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.07647,248,2875,0.06675,0.08619
2016,No migration background,1st Quintile,Not Employed,0.62237,1617,2875,0.60465,0.64010
2016,No migration background,2nd Quintile,Full-Time Employment,0.26096,998,3564,0.24654,0.27538
2016,No migration background,2nd Quintile,Regular Part-Time Employment,0.11903,516,3564,0.10840,0.12966
2016,No migration background,2nd Quintile,Vocational Training,0.02220,106,3564,0.01736,0.02704
2016,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.05590,233,3564,0.04836,0.06344
2016,No migration background,2nd Quintile,Not Employed,0.54097,1711,3564,0.52461,0.55734
2016,No migration background,3rd Quintile,Full-Time Employment,0.37985,1304,3611,0.36402,0.39569
2016,No migration background,3rd Quintile,Regular Part-Time Employment,0.12700,599,3611,0.11614,0.13786
2016,No migration background,3rd Quintile,Vocational Training,0.02713,118,3611,0.02183,0.03243
2016,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.05118,197,3611,0.04399,0.05837
2016,No migration background,3rd Quintile,Not Employed,0.41269,1393,3611,0.39663,0.42875
2016,No migration background,4th Quintile,Full-Time Employment,0.48373,1745,3844,0.46793,0.49953
2016,No migration background,4th Quintile,Regular Part-Time Employment,0.13417,644,3844,0.12339,0.14494
2016,No migration background,4th Quintile,Vocational Training,0.01444,68,3844,0.01067,0.01821
2016,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.04716,187,3844,0.04046,0.05386
2016,No migration background,4th Quintile,Not Employed,0.31928,1200,3844,0.30454,0.33402
2016,No migration background,5th Quintile,Full-Time Employment,0.54134,2034,4222,0.52631,0.55637
2016,No migration background,5th Quintile,Regular Part-Time Employment,0.11876,650,4222,0.10900,0.12852
2016,No migration background,5th Quintile,Vocational Training,0.01514,51,4222,0.01146,0.01883
2016,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.04018,185,4222,0.03426,0.04611
2016,No migration background,5th Quintile,Not Employed,0.28449,1302,4222,0.27087,0.29810
2016,Direct migration background,1st Quintile,Full-Time Employment,0.18861,403,1862,0.17084,0.20639
2016,Direct migration background,1st Quintile,Regular Part-Time Employment,0.09619,216,1862,0.08280,0.10959
2016,Direct migration background,1st Quintile,Vocational Training,0.01922,46,1862,0.01298,0.02545
2016,Direct migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.12201,201,1862,0.10714,0.13688
2016,Direct migration background,1st Quintile,Not Employed,0.57204,996,1862,0.54956,0.59452
2016,Direct migration background,2nd Quintile,Full-Time Employment,0.37592,540,1251,0.34907,0.40277
2016,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.14954,202,1251,0.12977,0.16931
2016,Direct migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.10168,127,1251,0.08493,0.11844
2016,Direct migration background,2nd Quintile,Not Employed,0.36048,382,1251,0.33386,0.38710
2016,Direct migration background,3rd Quintile,Full-Time Employment,0.44912,391,797,0.41456,0.48367
2016,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.20724,159,797,0.17908,0.23540
2016,Direct migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.04622,45,797,0.03163,0.06080
2016,Direct migration background,3rd Quintile,Not Employed,0.28735,202,797,0.25591,0.31878
2016,Direct migration background,4th Quintile,Full-Time Employment,0.60955,367,586,0.57002,0.64909
2016,Direct migration background,4th Quintile,Regular Part-Time Employment,0.14635,102,586,0.11771,0.17499
2016,Direct migration background,4th Quintile,Not Employed,0.21101,117,586,0.17795,0.24408
2016,Direct migration background,5th Quintile,Full-Time Employment,0.63848,325,487,0.59577,0.68120
2016,Direct migration background,5th Quintile,Regular Part-Time Employment,0.14738,67,487,0.11586,0.17889
2016,Direct migration background,5th Quintile,Not Employed,0.19521,95,487,0.15997,0.23045
2016,Indirect migration background,1st Quintile,Full-Time Employment,0.16109,64,480,0.12816,0.19401
2016,Indirect migration background,1st Quintile,Regular Part-Time Employment,0.09701,50,480,0.07051,0.12352
2016,Indirect migration background,1st Quintile,Vocational Training,0.08158,50,480,0.05706,0.10609
2016,Indirect migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.08201,50,480,0.05744,0.10658
2016,Indirect migration background,1st Quintile,Not Employed,0.57399,266,480,0.52970,0.61827
2016,Indirect migration background,2nd Quintile,Full-Time Employment,0.25515,107,387,0.21166,0.29864
2016,Indirect migration background,2nd Quintile,Regular Part-Time Employment,0.11250,51,387,0.08098,0.14402
2016,Indirect migration background,2nd Quintile,Vocational Training,0.09997,43,387,0.07005,0.12989
2016,Indirect migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.10563,47,387,0.07496,0.13629
2016,Indirect migration background,2nd Quintile,Not Employed,0.41971,139,387,0.37048,0.46894
2016,Indirect migration background,3rd Quintile,Full-Time Employment,0.51731,125,234,0.45315,0.58147
2016,Indirect migration background,3rd Quintile,Regular Part-Time Employment,0.11644,46,234,0.07526,0.15763
2016,Indirect migration background,3rd Quintile,Not Employed,0.18901,63,234,0.13874,0.23928
2016,Indirect migration background,4th Quintile,Full-Time Employment,0.57934,119,217,0.51350,0.64518
2016,Indirect migration background,4th Quintile,Regular Part-Time Employment,0.10064,34,217,0.06052,0.14076
2016,Indirect migration background,4th Quintile,Not Employed,0.22212,64,217,0.16669,0.27756
2016,Indirect migration background,5th Quintile,Full-Time Employment,0.71612,127,168,0.64774,0.78451
2016,Indirect migration background,5th Quintile,Not Employed,0.15432,41,168,0.09952,0.20911
2017,No migration background,1st Quintile,Full-Time Employment,0.14365,463,2709,0.13044,0.15686
2017,No migration background,1st Quintile,Regular Part-Time Employment,0.10101,365,2709,0.08966,0.11236
2017,No migration background,1st Quintile,Vocational Training,0.03931,144,2709,0.03199,0.04663
2017,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.07430,214,2709,0.06442,0.08418
2017,No migration background,1st Quintile,Not Employed,0.62918,1523,2709,0.61098,0.64737
2017,No migration background,2nd Quintile,Full-Time Employment,0.25946,1002,3396,0.24472,0.27421
2017,No migration background,2nd Quintile,Regular Part-Time Employment,0.11269,483,3396,0.10205,0.12333
2017,No migration background,2nd Quintile,Vocational Training,0.02727,111,3396,0.02179,0.03275
2017,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.06061,217,3396,0.05258,0.06863
2017,No migration background,2nd Quintile,Not Employed,0.53943,1583,3396,0.52266,0.55620
2017,No migration background,3rd Quintile,Full-Time Employment,0.35562,1295,3511,0.33978,0.37145
2017,No migration background,3rd Quintile,Regular Part-Time Employment,0.12179,558,3511,0.11097,0.13261
2017,No migration background,3rd Quintile,Vocational Training,0.01590,79,3511,0.01177,0.02004
2017,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.05354,198,3511,0.04609,0.06098
2017,No migration background,3rd Quintile,Not Employed,0.45177,1381,3511,0.43531,0.46824
2017,No migration background,4th Quintile,Full-Time Employment,0.45694,1641,3684,0.44086,0.47303
2017,No migration background,4th Quintile,Regular Part-Time Employment,0.13110,632,3684,0.12020,0.14200
2017,No migration background,4th Quintile,Vocational Training,0.02150,83,3684,0.01682,0.02619
2017,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.05042,177,3684,0.04335,0.05748
2017,No migration background,4th Quintile,Not Employed,0.33888,1151,3684,0.32359,0.35417
2017,No migration background,5th Quintile,Full-Time Employment,0.54042,1965,3951,0.52488,0.55596
2017,No migration background,5th Quintile,Regular Part-Time Employment,0.12091,619,3951,0.11074,0.13107
2017,No migration background,5th Quintile,Vocational Training,0.01585,48,3951,0.01195,0.01974
2017,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.03519,162,3951,0.02945,0.04094
2017,No migration background,5th Quintile,Not Employed,0.28736,1157,3951,0.27324,0.30147
2017,Direct migration background,1st Quintile,Full-Time Employment,0.17365,481,3255,0.16064,0.18667
2017,Direct migration background,1st Quintile,Regular Part-Time Employment,0.09453,289,3255,0.08448,0.10458
2017,Direct migration background,1st Quintile,Vocational Training,0.02498,111,3255,0.01962,0.03034
2017,Direct migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.11928,235,3255,0.10814,0.13041
2017,Direct migration background,1st Quintile,Not Employed,0.58560,2139,3255,0.56867,0.60253
2017,Direct migration background,2nd Quintile,Full-Time Employment,0.38139,508,1297,0.35495,0.40784
2017,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.16128,228,1297,0.14126,0.18131
2017,Direct migration background,2nd Quintile,Vocational Training,0.02362,38,1297,0.01535,0.03189
2017,Direct migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.06224,108,1297,0.04908,0.07539
2017,Direct migration background,2nd Quintile,Not Employed,0.37147,415,1297,0.34516,0.39777
2017,Direct migration background,3rd Quintile,Full-Time Employment,0.43272,370,740,0.39700,0.46845
2017,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.16439,131,740,0.13767,0.19112
2017,Direct migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.08626,48,740,0.06601,0.10650
2017,Direct migration background,3rd Quintile,Not Employed,0.31256,191,740,0.27914,0.34598
2017,Direct migration background,4th Quintile,Full-Time Employment,0.56727,291,493,0.52349,0.61105
2017,Direct migration background,4th Quintile,Regular Part-Time Employment,0.16989,91,493,0.13671,0.20307
2017,Direct migration background,4th Quintile,Not Employed,0.23655,111,493,0.19900,0.27411
2017,Direct migration background,5th Quintile,Full-Time Employment,0.67804,291,425,0.63356,0.72251
2017,Direct migration background,5th Quintile,Regular Part-Time Employment,0.11551,56,425,0.08508,0.14593
2017,Direct migration background,5th Quintile,Not Employed,0.15592,78,425,0.12139,0.19045
2017,Indirect migration background,1st Quintile,Full-Time Employment,0.15309,73,494,0.12130,0.18487
2017,Indirect migration background,1st Quintile,Regular Part-Time Employment,0.17037,68,494,0.13719,0.20356
2017,Indirect migration background,1st Quintile,Vocational Training,0.07002,41,494,0.04750,0.09255
2017,Indirect migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.11249,53,494,0.08460,0.14038
2017,Indirect migration background,1st Quintile,Not Employed,0.48240,259,494,0.43829,0.52651
2017,Indirect migration background,2nd Quintile,Full-Time Employment,0.29565,93,333,0.24656,0.34474
2017,Indirect migration background,2nd Quintile,Regular Part-Time Employment,0.07210,35,333,0.04428,0.09993
2017,Indirect migration background,2nd Quintile,Vocational Training,0.10942,34,333,0.07584,0.14300
2017,Indirect migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.12910,40,333,0.09303,0.16517
2017,Indirect migration background,2nd Quintile,Not Employed,0.38774,131,333,0.33533,0.44015
2017,Indirect migration background,3rd Quintile,Full-Time Employment,0.51221,115,226,0.44690,0.57753
2017,Indirect migration background,3rd Quintile,Regular Part-Time Employment,0.14779,46,226,0.10142,0.19416
2017,Indirect migration background,3rd Quintile,Not Employed,0.20480,65,226,0.15206,0.25753
2017,Indirect migration background,4th Quintile,Full-Time Employment,0.60949,119,206,0.54271,0.67628
2017,Indirect migration background,4th Quintile,Regular Part-Time Employment,0.10284,36,206,0.06126,0.14442
2017,Indirect migration background,4th Quintile,Not Employed,0.20144,51,206,0.14653,0.25634
2017,Indirect migration background,5th Quintile,Full-Time Employment,0.69699,120,160,0.62555,0.76842
2017,Indirect migration background,5th Quintile,Not Employed,0.18559,40,160,0.12516,0.24602
2018,No migration background,1st Quintile,Full-Time Employment,0.15831,513,2908,0.14504,0.17158
2018,No migration background,1st Quintile,Regular Part-Time Employment,0.11128,401,2908,0.09985,0.12272
2018,No migration background,1st Quintile,Vocational Training,0.04502,150,2908,0.03748,0.05255
2018,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.08796,262,2908,0.07766,0.09826
2018,No migration background,1st Quintile,Not Employed,0.58126,1582,2908,0.56333,0.59920
2018,No migration background,2nd Quintile,Full-Time Employment,0.28350,1137,3751,0.26907,0.29792
2018,No migration background,2nd Quintile,Regular Part-Time Employment,0.12584,578,3751,0.11522,0.13645
2018,No migration background,2nd Quintile,Vocational Training,0.02244,136,3751,0.01770,0.02718
2018,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.05143,216,3751,0.04436,0.05850
2018,No migration background,2nd Quintile,Not Employed,0.51303,1684,3751,0.49704,0.52903
2018,No migration background,3rd Quintile,Full-Time Employment,0.36910,1411,3747,0.35365,0.38455
2018,No migration background,3rd Quintile,Regular Part-Time Employment,0.12038,626,3747,0.10996,0.13080
2018,No migration background,3rd Quintile,Vocational Training,0.01981,83,3747,0.01535,0.02427
2018,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.05635,214,3747,0.04897,0.06374
2018,No migration background,3rd Quintile,Not Employed,0.43339,1413,3747,0.41752,0.44926
2018,No migration background,4th Quintile,Full-Time Employment,0.46437,1821,4053,0.44901,0.47972
2018,No migration background,4th Quintile,Regular Part-Time Employment,0.14997,755,4053,0.13897,0.16096
2018,No migration background,4th Quintile,Vocational Training,0.01642,78,4053,0.01251,0.02034
2018,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.04829,200,4053,0.04169,0.05489
2018,No migration background,4th Quintile,Not Employed,0.32000,1199,4053,0.30563,0.33436
2018,No migration background,5th Quintile,Full-Time Employment,0.56260,2296,4472,0.54805,0.57714
2018,No migration background,5th Quintile,Regular Part-Time Employment,0.13124,724,4472,0.12134,0.14114
2018,No migration background,5th Quintile,Vocational Training,0.01046,53,4472,0.00747,0.01344
2018,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.03905,175,4472,0.03337,0.04473
2018,No migration background,5th Quintile,Not Employed,0.25650,1224,4472,0.24370,0.26930
2018,Direct migration background,1st Quintile,Full-Time Employment,0.15211,623,4034,0.14102,0.16319
2018,Direct migration background,1st Quintile,Regular Part-Time Employment,0.11980,354,4034,0.10978,0.12982
2018,Direct migration background,1st Quintile,Vocational Training,0.02131,145,4034,0.01685,0.02577
2018,Direct migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.08727,260,4034,0.07856,0.09598
2018,Direct migration background,1st Quintile,Not Employed,0.61723,2652,4034,0.60223,0.63223
2018,Direct migration background,2nd Quintile,Full-Time Employment,0.40552,483,1288,0.37870,0.43235
2018,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.14561,217,1288,0.12634,0.16488
2018,Direct migration background,2nd Quintile,Vocational Training,0.01250,35,1288,0.00643,0.01857
2018,Direct migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.06938,102,1288,0.05550,0.08326
2018,Direct migration background,2nd Quintile,Not Employed,0.36700,451,1288,0.34066,0.39333
2018,Direct migration background,3rd Quintile,Full-Time Employment,0.53140,408,827,0.49737,0.56543
2018,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.15705,150,827,0.13224,0.18186
2018,Direct migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.04002,46,827,0.02665,0.05338
2018,Direct migration background,3rd Quintile,Not Employed,0.26060,223,827,0.23066,0.29054
2018,Direct migration background,4th Quintile,Full-Time Employment,0.55784,296,511,0.51474,0.60094
2018,Direct migration background,4th Quintile,Regular Part-Time Employment,0.16245,92,511,0.13044,0.19447
2018,Direct migration background,4th Quintile,Not Employed,0.21725,123,511,0.18146,0.25304
2018,Direct migration background,5th Quintile,Full-Time Employment,0.64505,276,421,0.59929,0.69082
2018,Direct migration background,5th Quintile,Regular Part-Time Employment,0.12107,58,421,0.08987,0.15227
2018,Direct migration background,5th Quintile,Not Employed,0.18373,87,421,0.14670,0.22077
2018,Indirect migration background,1st Quintile,Full-Time Employment,0.17467,73,471,0.14035,0.20900
2018,Indirect migration background,1st Quintile,Regular Part-Time Employment,0.07612,39,471,0.05215,0.10010
2018,Indirect migration background,1st Quintile,Vocational Training,0.12291,54,471,0.09322,0.15259
2018,Indirect migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.12035,55,471,0.09094,0.14977
2018,Indirect migration background,1st Quintile,Not Employed,0.48989,250,471,0.44470,0.53509
2018,Indirect migration background,2nd Quintile,Full-Time Employment,0.33889,124,404,0.29267,0.38510
2018,Indirect migration background,2nd Quintile,Regular Part-Time Employment,0.20290,69,404,0.16363,0.24216
2018,Indirect migration background,2nd Quintile,Vocational Training,0.08281,34,404,0.05591,0.10972
2018,Indirect migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.10528,43,404,0.07531,0.13524
2018,Indirect migration background,2nd Quintile,Not Employed,0.25518,134,404,0.21261,0.29774
2018,Indirect migration background,3rd Quintile,Full-Time Employment,0.44307,119,287,0.38550,0.50065
2018,Indirect migration background,3rd Quintile,Regular Part-Time Employment,0.13404,53,287,0.09456,0.17353
2018,Indirect migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.06626,31,287,0.03743,0.09508
2018,Indirect migration background,3rd Quintile,Not Employed,0.28590,84,287,0.23354,0.33827
2018,Indirect migration background,4th Quintile,Full-Time Employment,0.66665,113,153,0.59170,0.74159
2018,Indirect migration background,4th Quintile,Not Employed,0.14834,40,153,0.09184,0.20485
2018,Indirect migration background,5th Quintile,Full-Time Employment,0.73256,133,175,0.66680,0.79833
2018,Indirect migration background,5th Quintile,Not Employed,0.11318,42,175,0.06611,0.16026
2019,No migration background,1st Quintile,Full-Time Employment,0.14963,471,2769,0.13634,0.16292
2019,No migration background,1st Quintile,Regular Part-Time Employment,0.11975,371,2769,0.10766,0.13185
2019,No migration background,1st Quintile,Vocational Training,0.03993,127,2769,0.03263,0.04722
2019,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.07576,233,2769,0.06590,0.08562
2019,No migration background,1st Quintile,Not Employed,0.60017,1567,2769,0.58192,0.61842
2019,No migration background,2nd Quintile,Full-Time Employment,0.28884,1047,3557,0.27395,0.30374
2019,No migration background,2nd Quintile,Regular Part-Time Employment,0.12989,553,3557,0.11884,0.14094
2019,No migration background,2nd Quintile,Vocational Training,0.02042,125,3557,0.01577,0.02507
2019,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.04991,194,3557,0.04276,0.05707
2019,No migration background,2nd Quintile,Not Employed,0.50974,1638,3557,0.49331,0.52618
2019,No migration background,3rd Quintile,Full-Time Employment,0.40205,1366,3545,0.38591,0.41820
2019,No migration background,3rd Quintile,Regular Part-Time Employment,0.13482,613,3545,0.12358,0.14606
2019,No migration background,3rd Quintile,Vocational Training,0.03210,109,3545,0.02630,0.03790
2019,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.04125,176,3545,0.03470,0.04780
2019,No migration background,3rd Quintile,Not Employed,0.38944,1281,3545,0.37338,0.40549
2019,No migration background,4th Quintile,Full-Time Employment,0.46492,1633,3695,0.44884,0.48101
2019,No migration background,4th Quintile,Regular Part-Time Employment,0.14762,653,3695,0.13618,0.15906
2019,No migration background,4th Quintile,Vocational Training,0.01781,79,3695,0.01355,0.02208
2019,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.04646,195,3695,0.03967,0.05325
2019,No migration background,4th Quintile,Not Employed,0.32206,1135,3695,0.30699,0.33713
2019,No migration background,5th Quintile,Full-Time Employment,0.54935,2119,4191,0.53428,0.56441
2019,No migration background,5th Quintile,Regular Part-Time Employment,0.13109,694,4191,0.12088,0.14131
2019,No migration background,5th Quintile,Vocational Training,0.00932,43,4191,0.00641,0.01222
2019,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.03754,180,4191,0.03178,0.04329
2019,No migration background,5th Quintile,Not Employed,0.27253,1155,4191,0.25904,0.28601
2019,Direct migration background,1st Quintile,Full-Time Employment,0.16627,698,4013,0.15475,0.17779
2019,Direct migration background,1st Quintile,Regular Part-Time Employment,0.13688,360,4013,0.12625,0.14752
2019,Direct migration background,1st Quintile,Vocational Training,0.01899,188,4013,0.01477,0.02321
2019,Direct migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.06705,248,4013,0.05931,0.07479
2019,Direct migration background,1st Quintile,Not Employed,0.60795,2519,4013,0.59284,0.62305
2019,Direct migration background,2nd Quintile,Full-Time Employment,0.37085,441,1144,0.34285,0.39886
2019,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.15216,212,1144,0.13134,0.17299
2019,Direct migration background,2nd Quintile,Vocational Training,0.02447,31,1144,0.01552,0.03343
2019,Direct migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.06970,84,1144,0.05494,0.08446
2019,Direct migration background,2nd Quintile,Not Employed,0.38281,376,1144,0.35463,0.41099
2019,Direct migration background,3rd Quintile,Full-Time Employment,0.49380,340,673,0.45599,0.53160
2019,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.18197,122,673,0.15280,0.21114
2019,Direct migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.05323,37,673,0.03626,0.07020
2019,Direct migration background,3rd Quintile,Not Employed,0.26972,174,673,0.23616,0.30328
2019,Direct migration background,4th Quintile,Full-Time Employment,0.53727,248,432,0.49020,0.58435
2019,Direct migration background,4th Quintile,Regular Part-Time Employment,0.18370,90,432,0.14714,0.22026
2019,Direct migration background,4th Quintile,Not Employed,0.25268,94,432,0.21165,0.29370
2019,Direct migration background,5th Quintile,Full-Time Employment,0.65681,284,436,0.61219,0.70143
2019,Direct migration background,5th Quintile,Regular Part-Time Employment,0.13281,75,436,0.10092,0.16470
2019,Direct migration background,5th Quintile,Not Employed,0.14692,77,436,0.11365,0.18019
2019,Indirect migration background,1st Quintile,Full-Time Employment,0.13834,69,453,0.10651,0.17017
2019,Indirect migration background,1st Quintile,Regular Part-Time Employment,0.15226,49,453,0.11914,0.18538
2019,Indirect migration background,1st Quintile,Vocational Training,0.08877,38,453,0.06255,0.11499
2019,Indirect migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.09056,46,453,0.06411,0.11702
2019,Indirect migration background,1st Quintile,Not Employed,0.52465,251,453,0.47861,0.57069
2019,Indirect migration background,2nd Quintile,Full-Time Employment,0.37426,105,304,0.31977,0.42875
2019,Indirect migration background,2nd Quintile,Regular Part-Time Employment,0.16708,63,304,0.12507,0.20908
2019,Indirect migration background,2nd Quintile,Vocational Training,0.06525,36,304,0.03744,0.09305
2019,Indirect migration background,2nd Quintile,Not Employed,0.33531,100,304,0.28215,0.38847
2019,Indirect migration background,3rd Quintile,Full-Time Employment,0.44942,121,246,0.38713,0.51171
2019,Indirect migration background,3rd Quintile,Regular Part-Time Employment,0.15160,48,246,0.10669,0.19651
2019,Indirect migration background,3rd Quintile,Not Employed,0.26545,77,246,0.21016,0.32075
2019,Indirect migration background,4th Quintile,Full-Time Employment,0.62446,111,142,0.54453,0.70439
2019,Indirect migration background,4th Quintile,Regular Part-Time Employment,0.16891,31,142,0.10707,0.23076
2019,Indirect migration background,5th Quintile,Full-Time Employment,0.74105,124,190,0.67859,0.80350
2019,Indirect migration background,5th Quintile,Regular Part-Time Employment,0.09474,32,190,0.05299,0.13649
2019,Indirect migration background,5th Quintile,Not Employed,0.09930,34,190,0.05666,0.14194
2020,No migration background,1st Quintile,Full-Time Employment,0.15671,444,2687,0.14296,0.17046
2020,No migration background,1st Quintile,Regular Part-Time Employment,0.10996,368,2687,0.09813,0.12179
2020,No migration background,1st Quintile,Vocational Training,0.03702,123,2687,0.02988,0.04416
2020,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.07821,208,2687,0.06806,0.08837
2020,No migration background,1st Quintile,Not Employed,0.60235,1544,2687,0.58384,0.62086
2020,No migration background,2nd Quintile,Full-Time Employment,0.29129,1047,3536,0.27632,0.30627
2020,No migration background,2nd Quintile,Regular Part-Time Employment,0.13542,558,3536,0.12414,0.14670
2020,No migration background,2nd Quintile,Vocational Training,0.02559,106,3536,0.02038,0.03079
2020,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.04649,197,3536,0.03955,0.05343
2020,No migration background,2nd Quintile,Not Employed,0.49856,1628,3536,0.48208,0.51504
2020,No migration background,3rd Quintile,Full-Time Employment,0.38772,1337,3457,0.37148,0.40397
2020,No migration background,3rd Quintile,Regular Part-Time Employment,0.14321,597,3457,0.13154,0.15489
2020,No migration background,3rd Quintile,Vocational Training,0.02381,98,3457,0.01873,0.02889
2020,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.04223,166,3457,0.03553,0.04894
2020,No migration background,3rd Quintile,Not Employed,0.40292,1259,3457,0.38657,0.41927
