year,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Upper Secondary Level,Regular Part-Time Employment,0.13109,1916,12142,0.12509,0.13710
2018,Upper Secondary Level,Vocational Training,0.01693,262,12142,0.01463,0.01922
2018,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.06262,810,12142,0.05831,0.06693
2018,Upper Secondary Level,Not Employed,0.41592,4844,12142,0.40715,0.42468
2018,Post-secondary Non-tertiary Level,Full-Time Employment,0.49785,996,2194,0.47692,0.51877
2018,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.19412,544,2194,0.17756,0.21067
2018,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05737,129,2194,0.04763,0.06710
2018,Post-secondary Non-tertiary Level,Not Employed,0.24465,525,2194,0.22666,0.26265
2018,First Stage of Tertiary Education,Full-Time Employment,0.53181,748,1444,0.50606,0.55756
2018,First Stage of Tertiary Education,Regular Part-Time Employment,0.12352,214,1444,0.10654,0.14049
2018,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02738,40,1444,0.01896,0.03580
2018,First Stage of Tertiary Education,Not Employed,0.31587,442,1444,0.29188,0.33985
2018,Second Stage of Tertiary Education,Full-Time Employment,0.51292,3212,6977,0.50119,0.52465
2018,Second Stage of Tertiary Education,Regular Part-Time Employment,0.14089,1175,6977,0.13273,0.14906
2018,Second Stage of Tertiary Education,Vocational Training,0.00508,59,6977,0.00342,0.00675
2018,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04012,296,6977,0.03551,0.04472
2018,Second Stage of Tertiary Education,Not Employed,0.30098,2235,6977,0.29022,0.31175
2019,No answer / don't know,Full-Time Employment,0.18252,148,815,0.15599,0.20906
2019,No answer / don't know,Regular Part-Time Employment,0.08028,65,815,0.06162,0.09895
2019,No answer / don't know,Vocational Training,0.19835,113,815,0.17095,0.22574
2019,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.10472,65,815,0.08369,0.12576
2019,No answer / don't know,Not Employed,0.42845,424,815,0.39445,0.46244
2019,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.18085,115,600,0.15003,0.21168
2019,Pre-primary Level,Not Employed,0.80943,485,600,0.77798,0.84088
2019,Primary Level,Full-Time Employment,0.19178,254,1706,0.17309,0.21047
2019,Primary Level,Regular Part-Time Employment,0.12969,108,1706,0.11374,0.14563
2019,Primary Level,Vocational Training,0.02179,78,1706,0.01486,0.02872
2019,Primary Level,"Marginal, Irregular Part-Time Employment",0.04648,72,1706,0.03648,0.05647
2019,Primary Level,Not Employed,0.56706,1194,1706,0.54354,0.59058
2019,Lower Secondary Level,Full-Time Employment,0.20164,670,3209,0.18776,0.21552
2019,Lower Secondary Level,Regular Part-Time Employment,0.10377,304,3209,0.09322,0.11433
2019,Lower Secondary Level,Vocational Training,0.09005,341,3209,0.08015,0.09996
2019,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.05476,206,3209,0.04688,0.06263
2019,Lower Secondary Level,Not Employed,0.53821,1688,3209,0.52096,0.55546
2019,Upper Secondary Level,Full-Time Employment,0.36918,4322,11688,0.36043,0.37793
2019,Upper Secondary Level,Regular Part-Time Employment,0.14170,1897,11688,0.13538,0.14802
2019,Upper Secondary Level,Vocational Training,0.01715,250,11688,0.01479,0.01950
2019,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05426,717,11688,0.05015,0.05837
2019,Upper Secondary Level,Not Employed,0.41679,4502,11688,0.40786,0.42573
2019,Post-secondary Non-tertiary Level,Full-Time Employment,0.50762,1076,2231,0.48687,0.52837
2019,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.19063,533,2231,0.17433,0.20694
2019,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05700,133,2231,0.04737,0.06662
2019,Post-secondary Non-tertiary Level,Not Employed,0.23613,489,2231,0.21850,0.25376
2019,First Stage of Tertiary Education,Full-Time Employment,0.52946,946,1651,0.50538,0.55355
2019,First Stage of Tertiary Education,Regular Part-Time Employment,0.12095,206,1651,0.10522,0.13668
2019,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02953,52,1651,0.02136,0.03770
2019,First Stage of Tertiary Education,Not Employed,0.31757,447,1651,0.29511,0.34003
2019,Second Stage of Tertiary Education,Full-Time Employment,0.51732,3771,7584,0.50608,0.52857
2019,Second Stage of Tertiary Education,Regular Part-Time Employment,0.14690,1327,7584,0.13893,0.15487
2019,Second Stage of Tertiary Education,Vocational Training,0.00306,58,7584,0.00182,0.00431
2019,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03270,281,7584,0.02870,0.03670
2019,Second Stage of Tertiary Education,Not Employed,0.30001,2147,7584,0.28970,0.31033
2020,No answer / don't know,Full-Time Employment,0.22446,306,1059,0.19932,0.24960
2020,No answer / don't know,Regular Part-Time Employment,0.06454,78,1059,0.04973,0.07934
2020,No answer / don't know,Vocational Training,0.19112,135,1059,0.16743,0.21481
2020,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.10425,59,1059,0.08584,0.12266
2020,No answer / don't know,Not Employed,0.40604,481,1059,0.37645,0.43564
2020,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.18498,98,673,0.15562,0.21433
2020,Pre-primary Level,Not Employed,0.80836,575,673,0.77860,0.83812
2020,Primary Level,Full-Time Employment,0.17964,378,1818,0.16199,0.19729
2020,Primary Level,Regular Part-Time Employment,0.15225,125,1818,0.13574,0.16877
2020,Primary Level,Vocational Training,0.01856,56,1818,0.01236,0.02477
2020,Primary Level,"Marginal, Irregular Part-Time Employment",0.02967,71,1818,0.02187,0.03747
2020,Primary Level,Not Employed,0.58072,1188,1818,0.55803,0.60341
2020,Lower Secondary Level,Full-Time Employment,0.20805,787,3326,0.19425,0.22184
2020,Lower Secondary Level,Regular Part-Time Employment,0.09889,299,3326,0.08875,0.10904
2020,Lower Secondary Level,Vocational Training,0.09656,360,3326,0.08652,0.10660
2020,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.04024,174,3326,0.03356,0.04692
2020,Lower Secondary Level,Not Employed,0.54362,1706,3326,0.52669,0.56055
2020,Upper Secondary Level,Full-Time Employment,0.36469,4263,11374,0.35584,0.37353
2020,Upper Secondary Level,Regular Part-Time Employment,0.13814,1789,11374,0.13180,0.14449
2020,Upper Secondary Level,Vocational Training,0.01723,284,11374,0.01484,0.01962
2020,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05342,616,11374,0.04929,0.05756
2020,Upper Secondary Level,Not Employed,0.42539,4422,11374,0.41630,0.43448
2020,Post-secondary Non-tertiary Level,Full-Time Employment,0.50953,1175,2356,0.48934,0.52972
2020,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.20183,538,2356,0.18562,0.21804
2020,Post-secondary Non-tertiary Level,Vocational Training,0.00804,36,2356,0.00443,0.01164
2020,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05360,113,2356,0.04451,0.06270
2020,Post-secondary Non-tertiary Level,Not Employed,0.22666,494,2356,0.20975,0.24357
2020,First Stage of Tertiary Education,Full-Time Employment,0.53076,782,1456,0.50512,0.55640
2020,First Stage of Tertiary Education,Regular Part-Time Employment,0.12755,204,1456,0.11041,0.14469
2020,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02993,53,1456,0.02117,0.03868
2020,First Stage of Tertiary Education,Not Employed,0.30917,417,1456,0.28543,0.33292
2020,Second Stage of Tertiary Education,Full-Time Employment,0.51202,3969,7762,0.50090,0.52314
2020,Second Stage of Tertiary Education,Regular Part-Time Employment,0.15339,1303,7762,0.14537,0.16140
2020,Second Stage of Tertiary Education,Vocational Training,0.00392,96,7762,0.00253,0.00532
2020,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03567,283,7762,0.03154,0.03979
2020,Second Stage of Tertiary Education,Not Employed,0.29500,2111,7762,0.28485,0.30515
2021,No answer / don't know,Full-Time Employment,0.40710,265,805,0.37314,0.44106
2021,No answer / don't know,Regular Part-Time Employment,0.14099,109,805,0.11694,0.16505
2021,No answer / don't know,Vocational Training,0.06447,45,805,0.04750,0.08145
2021,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.05535,46,805,0.03955,0.07116
2021,No answer / don't know,Not Employed,0.32911,340,805,0.29663,0.36159
2021,Pre-primary Level,Full-Time Employment,0.10067,50,401,0.07118,0.13016
2021,Pre-primary Level,Not Employed,0.83293,351,401,0.79637,0.86949
2021,Primary Level,Full-Time Employment,0.24462,244,974,0.21761,0.27163
2021,Primary Level,Regular Part-Time Employment,0.08003,80,974,0.06298,0.09708
2021,Primary Level,Not Employed,0.55646,650,974,0.52525,0.58768
2021,Lower Secondary Level,Full-Time Employment,0.21987,421,1859,0.20103,0.23870
2021,Lower Secondary Level,Regular Part-Time Employment,0.10950,181,1859,0.09530,0.12370
2021,Lower Secondary Level,Vocational Training,0.06534,152,1859,0.05410,0.07657
2021,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.05327,108,1859,0.04306,0.06348
2021,Lower Secondary Level,Not Employed,0.54706,997,1859,0.52442,0.56969
2021,Upper Secondary Level,Full-Time Employment,0.35423,2596,7355,0.34329,0.36516
2021,Upper Secondary Level,Regular Part-Time Employment,0.13446,1138,7355,0.12666,0.14226
2021,Upper Secondary Level,Vocational Training,0.02075,171,7355,0.01749,0.02400
2021,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05951,412,7355,0.05411,0.06492
2021,Upper Secondary Level,Not Employed,0.42364,2980,7355,0.41235,0.43494
2021,Upper Secondary Level,In short-time work (since 2021),0.00741,58,7355,0.00545,0.00937
2021,Post-secondary Non-tertiary Level,Full-Time Employment,0.52009,785,1558,0.49527,0.54491
2021,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.18853,364,1558,0.16910,0.20796
2021,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.04376,66,1558,0.03359,0.05392
2021,Post-secondary Non-tertiary Level,Not Employed,0.22676,343,1558,0.20596,0.24755
2021,First Stage of Tertiary Education,Full-Time Employment,0.50147,511,963,0.46987,0.53307
2021,First Stage of Tertiary Education,Regular Part-Time Employment,0.12101,136,963,0.10040,0.14162
2021,First Stage of Tertiary Education,Not Employed,0.33036,316,963,0.30064,0.36009
2021,Second Stage of Tertiary Education,Full-Time Employment,0.51223,2832,5682,0.49923,0.52523
2021,Second Stage of Tertiary Education,Regular Part-Time Employment,0.14905,974,5682,0.13979,0.15832
2021,Second Stage of Tertiary Education,Vocational Training,0.00306,49,5682,0.00163,0.00450
2021,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03742,178,5682,0.03249,0.04236
2021,Second Stage of Tertiary Education,Not Employed,0.29342,1606,5682,0.28158,0.30526
2021,Second Stage of Tertiary Education,In short-time work (since 2021),0.00481,43,5682,0.00301,0.00661
2022,No answer / don't know,Full-Time Employment,0.49188,1791,3468,0.47524,0.50852
2022,No answer / don't know,Regular Part-Time Employment,0.18145,548,3468,0.16862,0.19428
2022,No answer / don't know,Vocational Training,0.02800,153,3468,0.02251,0.03349
2022,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.05442,158,3468,0.04687,0.06197
2022,No answer / don't know,Not Employed,0.24266,818,3468,0.22839,0.25693
2022,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.16969,80,418,0.13366,0.20572
2022,Pre-primary Level,Not Employed,0.71663,338,418,0.67338,0.75988
2022,Primary Level,Full-Time Employment,0.29713,241,801,0.26546,0.32880
2022,Primary Level,Regular Part-Time Employment,0.09133,66,801,0.07137,0.11130
2022,Primary Level,Not Employed,0.52629,494,801,0.49169,0.56089
2022,Lower Secondary Level,Full-Time Employment,0.22374,504,1892,0.20495,0.24252
2022,Lower Secondary Level,Regular Part-Time Employment,0.08986,194,1892,0.07697,0.10275
2022,Lower Secondary Level,Vocational Training,0.06784,181,1892,0.05651,0.07918
2022,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.05036,98,1892,0.04050,0.06021
2022,Lower Secondary Level,Not Employed,0.56544,915,1892,0.54309,0.58778
2022,Upper Secondary Level,Full-Time Employment,0.34616,3572,9180,0.33643,0.35590
2022,Upper Secondary Level,Regular Part-Time Employment,0.14359,1529,9180,0.13642,0.15076
2022,Upper Secondary Level,Vocational Training,0.01998,282,9180,0.01712,0.02284
2022,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05724,557,9180,0.05248,0.06199
2022,Upper Secondary Level,Not Employed,0.43084,3240,9180,0.42071,0.44097
2022,Post-secondary Non-tertiary Level,Full-Time Employment,0.50795,1147,2164,0.48688,0.52901
2022,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.22564,530,2164,0.20803,0.24326
2022,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.04200,97,2164,0.03354,0.05045
2022,Post-secondary Non-tertiary Level,Not Employed,0.21356,390,2164,0.19629,0.23083
2022,First Stage of Tertiary Education,Full-Time Employment,0.49027,741,1355,0.46364,0.51690
2022,First Stage of Tertiary Education,Regular Part-Time Employment,0.12082,190,1355,0.10346,0.13818
2022,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02422,41,1355,0.01603,0.03241
2022,First Stage of Tertiary Education,Not Employed,0.36343,383,1355,0.33781,0.38905
2022,Second Stage of Tertiary Education,Full-Time Employment,0.49621,5003,8653,0.48567,0.50675
2022,Second Stage of Tertiary Education,Regular Part-Time Employment,0.17169,1396,8653,0.16374,0.17963
2022,Second Stage of Tertiary Education,Vocational Training,0.00368,73,8653,0.00240,0.00496
2022,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03550,256,8653,0.03161,0.03940
2022,Second Stage of Tertiary Education,Not Employed,0.29038,1893,8653,0.28082,0.29995
2022,Second Stage of Tertiary Education,In short-time work (since 2021),0.00253,32,8653,0.00147,0.00359
