year,migback,pgisced97,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,Direct migration background,Post-secondary Non-tertiary Level,No,0.95896,523,558,0.94249,0.97544
2022,Direct migration background,First Stage of Tertiary Education,No,0.96660,78,78,0.92646,1.00673
2022,Direct migration background,Second Stage of Tertiary Education,Yes,0.05654,144,2723,0.04786,0.06522
2022,Direct migration background,Second Stage of Tertiary Education,No,0.93871,2579,2723,0.92969,0.94772
2022,Indirect migration background,Pre-primary Level,No,0.50112,36,36,0.33547,0.66677
2022,Indirect migration background,Lower Secondary Level,No,0.86650,112,112,0.80323,0.92977
2022,Indirect migration background,Upper Secondary Level,Yes,0.07536,36,581,0.05387,0.09684
2022,Indirect migration background,Upper Secondary Level,No,0.92069,545,581,0.89870,0.94268
2022,Indirect migration background,Post-secondary Non-tertiary Level,No,0.98303,144,144,0.96186,1.00420
2022,Indirect migration background,First Stage of Tertiary Education,No,0.99080,68,68,0.96794,1.01366
2022,Indirect migration background,Second Stage of Tertiary Education,No,0.99333,417,417,0.98551,1.00115
