year,age_gr,regtyp,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,66 and older,Urban regions,Southern Europe,0.03451,69,3173,0.02816,0.04086
2019,66 and older,Urban regions,Western Asia,0.01241,42,3173,0.00856,0.01627
2019,66 and older,Urban regions,Eastern Europe,0.03275,127,3173,0.02655,0.03894
2019,66 and older,Urban regions,Western Europe,0.02087,37,3173,0.01590,0.02585
2019,66 and older,Rural regions,Germany,0.94568,1757,1819,0.93526,0.95610
2019,66 and older,Rural regions,Eastern Europe,0.02070,62,1819,0.01416,0.02725
2020,17-29 y.,Urban regions,Germany,0.88554,2513,4274,0.87600,0.89509
2020,17-29 y.,Urban regions,Northern Africa,0.00182,33,4274,0.00054,0.00310
2020,17-29 y.,Urban regions,Southern Asia,0.01555,185,4274,0.01184,0.01926
2020,17-29 y.,Urban regions,Southern Europe,0.02275,146,4274,0.01828,0.02722
2020,17-29 y.,Urban regions,Western Asia,0.03130,862,4274,0.02607,0.03652
2020,17-29 y.,Urban regions,Eastern Europe,0.02516,298,4274,0.02047,0.02986
2020,17-29 y.,Urban regions,Sub-Saharan Africa,0.00439,188,4274,0.00241,0.00638
2020,17-29 y.,Urban regions,Latin America and the Caribbean,0.00473,49,4274,0.00268,0.00679
2020,17-29 y.,Rural regions,Germany,0.92368,1160,1647,0.91086,0.93651
2020,17-29 y.,Rural regions,Southern Asia,0.01573,58,1647,0.00972,0.02174
2020,17-29 y.,Rural regions,Southern Europe,0.00530,53,1647,0.00179,0.00881
2020,17-29 y.,Rural regions,Western Asia,0.02649,226,1647,0.01873,0.03425
2020,17-29 y.,Rural regions,Eastern Europe,0.01507,111,1647,0.00918,0.02095
2020,17-29 y.,Rural regions,Sub-Saharan Africa,0.00328,39,1647,0.00052,0.00604
2020,30-45 y.,Urban regions,Germany,0.74802,2717,5853,0.73690,0.75914
2020,30-45 y.,Urban regions,Northern Africa,0.00501,63,5853,0.00320,0.00682
2020,30-45 y.,Urban regions,Southern Asia,0.01690,320,5853,0.01360,0.02021
2020,30-45 y.,Urban regions,Southern Europe,0.04230,356,5853,0.03714,0.04745
2020,30-45 y.,Urban regions,Central Asia,0.01959,120,5853,0.01604,0.02314
2020,30-45 y.,Urban regions,Western Asia,0.04161,1214,5853,0.03649,0.04673
2020,30-45 y.,Urban regions,Eastern Europe,0.06793,726,5853,0.06149,0.07438
2020,30-45 y.,Urban regions,Western Europe,0.01335,47,5853,0.01041,0.01629
2020,30-45 y.,Urban regions,Sub-Saharan Africa,0.01876,208,5853,0.01528,0.02224
2020,30-45 y.,Urban regions,Latin America and the Caribbean,0.01422,82,5853,0.01119,0.01726
2020,30-45 y.,Rural regions,Germany,0.84066,1518,2474,0.82624,0.85509
2020,30-45 y.,Rural regions,Southern Asia,0.00671,100,2474,0.00349,0.00992
2020,30-45 y.,Rural regions,Southern Europe,0.02552,94,2474,0.01930,0.03173
2020,30-45 y.,Rural regions,Central Asia,0.03125,65,2474,0.02439,0.03810
2020,30-45 y.,Rural regions,Western Asia,0.02337,358,2474,0.01742,0.02933
2020,30-45 y.,Rural regions,Eastern Europe,0.04976,303,2474,0.04119,0.05833
2020,30-45 y.,Rural regions,Sub-Saharan Africa,0.00568,36,2474,0.00272,0.00865
2020,46-65 y.,Urban regions,Germany,0.82079,5111,6783,0.81166,0.82992
2020,46-65 y.,Urban regions,Southern Asia,0.00518,75,6783,0.00347,0.00689
2020,46-65 y.,Urban regions,Southern Europe,0.03665,240,6783,0.03218,0.04112
2020,46-65 y.,Urban regions,Central Asia,0.01622,78,6783,0.01322,0.01923
2020,46-65 y.,Urban regions,Western Asia,0.04065,658,6783,0.03595,0.04535
2020,46-65 y.,Urban regions,Eastern Europe,0.03925,463,6783,0.03462,0.04387
2020,46-65 y.,Urban regions,Western Europe,0.01990,77,6783,0.01657,0.02322
2020,46-65 y.,Urban regions,Sub-Saharan Africa,0.00419,42,6783,0.00265,0.00573
2020,46-65 y.,Urban regions,Latin America and the Caribbean,0.00484,39,6783,0.00318,0.00649
2020,46-65 y.,Rural regions,Germany,0.90433,3068,3571,0.89468,0.91398
2020,46-65 y.,Rural regions,Southern Europe,0.01179,59,3571,0.00825,0.01533
2020,46-65 y.,Rural regions,Central Asia,0.01343,58,3571,0.00966,0.01721
2020,46-65 y.,Rural regions,Western Asia,0.00764,177,3571,0.00478,0.01050
2020,46-65 y.,Rural regions,Eastern Europe,0.02716,209,3571,0.02183,0.03249
2020,66 and older,Urban regions,Germany,0.89151,2771,3051,0.88047,0.90254
2020,66 and older,Urban regions,Southern Europe,0.03129,68,3051,0.02511,0.03746
2020,66 and older,Urban regions,Western Asia,0.01169,53,3051,0.00787,0.01550
2020,66 and older,Urban regions,Eastern Europe,0.02183,122,3051,0.01664,0.02701
2020,66 and older,Urban regions,Western Europe,0.01941,37,3051,0.01452,0.02431
2020,66 and older,Rural regions,Germany,0.93527,1673,1749,0.92373,0.94680
2020,66 and older,Rural regions,Eastern Europe,0.02356,76,1749,0.01645,0.03067
2021,17-29 y.,Urban regions,Germany,0.86537,1679,2570,0.85217,0.87857
2021,17-29 y.,Urban regions,Southern Asia,0.01576,77,2570,0.01094,0.02057
2021,17-29 y.,Urban regions,Southern Europe,0.02902,54,2570,0.02253,0.03552
2021,17-29 y.,Urban regions,Western Asia,0.03158,554,2570,0.02482,0.03834
2021,17-29 y.,Urban regions,Eastern Europe,0.03231,116,2570,0.02547,0.03915
2021,17-29 y.,Urban regions,Sub-Saharan Africa,0.00975,90,2570,0.00595,0.01355
2021,17-29 y.,Rural regions,Germany,0.92009,769,941,0.90275,0.93742
2021,17-29 y.,Rural regions,Western Asia,0.02409,139,941,0.01429,0.03389
2021,17-29 y.,Rural regions,Eastern Europe,0.01266,33,941,0.00551,0.01980
2021,30-45 y.,Urban regions,Germany,0.76042,1885,3652,0.74658,0.77427
2021,30-45 y.,Urban regions,Southern Asia,0.01795,201,3652,0.01364,0.02225
2021,30-45 y.,Urban regions,Southern Europe,0.04131,164,3652,0.03485,0.04776
2021,30-45 y.,Urban regions,Central Asia,0.01661,65,3652,0.01246,0.02075
2021,30-45 y.,Urban regions,Western Asia,0.03539,844,3652,0.02939,0.04138
2021,30-45 y.,Urban regions,Eastern Europe,0.06760,340,3652,0.05945,0.07574
2021,30-45 y.,Urban regions,Sub-Saharan Africa,0.01384,113,3652,0.01005,0.01763
2021,30-45 y.,Urban regions,Latin America and the Caribbean,0.01215,40,3652,0.00860,0.01571
2021,30-45 y.,Rural regions,Germany,0.82483,1044,1519,0.80571,0.84395
2021,30-45 y.,Rural regions,Southern Asia,0.00614,39,1519,0.00221,0.01007
2021,30-45 y.,Rural regions,Southern Europe,0.03404,45,1519,0.02492,0.04316
2021,30-45 y.,Rural regions,Central Asia,0.03317,33,1519,0.02416,0.04218
2021,30-45 y.,Rural regions,Western Asia,0.02116,212,1519,0.01392,0.02840
2021,30-45 y.,Rural regions,Eastern Europe,0.06030,146,1519,0.04833,0.07228
2021,46-65 y.,Urban regions,Germany,0.80583,3659,4786,0.79462,0.81704
2021,46-65 y.,Urban regions,Southern Asia,0.00518,57,4786,0.00315,0.00722
2021,46-65 y.,Urban regions,Southern Europe,0.03986,154,4786,0.03432,0.04541
2021,46-65 y.,Urban regions,Central Asia,0.01935,44,4786,0.01544,0.02325
2021,46-65 y.,Urban regions,Western Asia,0.04746,502,4786,0.04143,0.05348
2021,46-65 y.,Urban regions,Eastern Europe,0.04202,283,4786,0.03634,0.04771
2021,46-65 y.,Urban regions,Western Europe,0.01903,56,4786,0.01516,0.02290
2021,46-65 y.,Urban regions,Latin America and the Caribbean,0.00603,31,4786,0.00383,0.00822
2021,46-65 y.,Rural regions,Germany,0.89800,2137,2401,0.88589,0.91011
2021,46-65 y.,Rural regions,Central Asia,0.01614,38,2401,0.01110,0.02119
2021,46-65 y.,Rural regions,Western Asia,0.00842,113,2401,0.00476,0.01208
2021,46-65 y.,Rural regions,Eastern Europe,0.03546,113,2401,0.02806,0.04286
2021,66 and older,Urban regions,Germany,0.88923,2026,2192,0.87609,0.90237
2021,66 and older,Urban regions,Southern Europe,0.03221,37,2192,0.02482,0.03961
2021,66 and older,Urban regions,Western Asia,0.01320,43,2192,0.00842,0.01798
2021,66 and older,Urban regions,Eastern Europe,0.02951,86,2192,0.02242,0.03659
2021,66 and older,Rural regions,Germany,0.93101,1231,1281,0.91712,0.94489
2021,66 and older,Rural regions,Eastern Europe,0.02591,50,1281,0.01721,0.03461
