year,age_gr,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,46-65 y.,Second Stage of Tertiary Education,Yes,0.39956,1010,1496,0.37473,0.42439
2020,46-65 y.,Second Stage of Tertiary Education,No,0.16655,486,1496,0.14766,0.18544
2021,17-29 y.,Primary Level,Yes,0.11563,31,31,0.00120,0.23007
2021,17-29 y.,Lower Secondary Level,Yes,0.19601,100,138,0.12953,0.26248
2021,17-29 y.,Lower Secondary Level,No,0.04117,38,138,0.00790,0.07444
2021,17-29 y.,Upper Secondary Level,Yes,0.28849,292,436,0.24591,0.33107
2021,17-29 y.,Upper Secondary Level,No,0.13799,144,436,0.10558,0.17040
2021,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.52538,111,111,0.43206,0.61870
2021,17-29 y.,Second Stage of Tertiary Education,Yes,0.52364,218,278,0.46482,0.58245
2021,17-29 y.,Second Stage of Tertiary Education,No,0.09731,60,278,0.06241,0.13222
2021,30-45 y.,Primary Level,Yes,0.15985,46,46,0.05278,0.26693
2021,30-45 y.,Lower Secondary Level,Yes,0.13933,74,125,0.07838,0.20028
2021,30-45 y.,Lower Secondary Level,No,0.10779,51,125,0.05320,0.16237
2021,30-45 y.,Upper Secondary Level,Yes,0.46123,563,774,0.42609,0.49637
2021,30-45 y.,Upper Secondary Level,No,0.12816,211,774,0.10459,0.15172
2021,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.46995,241,303,0.41366,0.52624
2021,30-45 y.,Post-secondary Non-tertiary Level,No,0.14069,62,303,0.10148,0.17991
2021,30-45 y.,First Stage of Tertiary Education,Yes,0.54814,99,142,0.46599,0.63028
2021,30-45 y.,First Stage of Tertiary Education,No,0.22646,43,142,0.15738,0.29555
2021,30-45 y.,Second Stage of Tertiary Education,Yes,0.49566,738,967,0.46413,0.52719
2021,30-45 y.,Second Stage of Tertiary Education,No,0.15256,229,967,0.12989,0.17524
2021,46-65 y.,Lower Secondary Level,Yes,0.24102,85,122,0.16481,0.31723
2021,46-65 y.,Lower Secondary Level,No,0.12215,37,122,0.06380,0.18050
2021,46-65 y.,Upper Secondary Level,Yes,0.33289,953,1337,0.30762,0.35816
2021,46-65 y.,Upper Secondary Level,No,0.13798,384,1337,0.11948,0.15647
2021,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.44966,270,356,0.39791,0.50140
2021,46-65 y.,Post-secondary Non-tertiary Level,No,0.12909,86,356,0.09421,0.16397
2021,46-65 y.,First Stage of Tertiary Education,Yes,0.38645,191,250,0.32597,0.44694
2021,46-65 y.,First Stage of Tertiary Education,No,0.13373,59,250,0.09145,0.17601
2021,46-65 y.,Second Stage of Tertiary Education,Yes,0.40665,883,1211,0.37897,0.43433
2021,46-65 y.,Second Stage of Tertiary Education,No,0.15220,328,1211,0.13196,0.17244
