"hgeqpgar","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2013","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Nordrhein-Westfalen","2","983","0.473254915954594","0.452233283047544","0.494276548861644"
"Nein","2013","Nordrhein-Westfalen","3","568","0.30379485396233","0.282507740878582","0.325081967046078"
"Nein","2013","Nordrhein-Westfalen","4","541","0.283747849387432","0.26457121657042","0.302924482204444"
"Nein","2013","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Hessen","2","274","","",""
"Nein","2013","Hessen","3","213","","",""
"Nein","2013","Hessen","4","208","","",""
"Nein","2013","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Rheinland-Pfalz,Saarland","2","216","","",""
"Nein","2013","Rheinland-Pfalz,Saarland","3","122","","",""
"Nein","2013","Rheinland-Pfalz,Saarland","4","109","","",""
"Nein","2013","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Baden-Wuerttemberg","2","411","0.40586580840225","0.376078494099842","0.435653122704657"
"Nein","2013","Baden-Wuerttemberg","3","369","0.31483582894015","0.289789961393103","0.339881696487197"
"Nein","2013","Baden-Wuerttemberg","4","363","0.274453241223378","0.252027316027227","0.296879166419529"
"Nein","2013","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Bayern","2","496","0.345668950906164","0.321257236571769","0.370080665240558"
"Nein","2013","Bayern","3","526","0.30863007810322","0.286528337477934","0.330731818728506"
"Nein","2013","Bayern","4","462","0.25358056446029","0.234105159975766","0.273055968944813"
"Nein","2013","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Saarland","2","","","",""
"Nein","2013","Saarland","3","","","",""
"Nein","2013","Saarland","4","","","",""
"Nein","2013","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Berlin","2","257","","",""
"Nein","2013","Berlin","3","233","","",""
"Nein","2013","Berlin","4","224","","",""
"Nein","2013","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Brandenburg","2","216","","",""
"Nein","2013","Brandenburg","3","88","0.294547623365577","0.239351438916989","0.349743807814165"
"Nein","2013","Brandenburg","4","99","0.392764743385641","0.339088851586795","0.446440635184487"
"Nein","2013","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Mecklenburg-Vorpommern","2","115","","",""
"Nein","2013","Mecklenburg-Vorpommern","3","90","0.528705615403229","0.460206320443302","0.597204910363156"
"Nein","2013","Mecklenburg-Vorpommern","4","54","0.434259673571848","0.355202199095238","0.513317148048457"
"Nein","2013","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Sachsen","2","233","","",""
"Nein","2013","Sachsen","3","225","","",""
"Nein","2013","Sachsen","4","206","","",""
"Nein","2013","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Sachsen-Anhalt","2","132","","",""
"Nein","2013","Sachsen-Anhalt","3","97","0.337370768122385","0.282574107245236","0.392167428999534"
"Nein","2013","Sachsen-Anhalt","4","71","0.270689211051373","0.216888348600438","0.324490073502307"
"Nein","2013","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Thueringen","2","109","","",""
"Nein","2013","Thueringen","3","74","0.235561885172837","0.188093705197461","0.283030065148213"
"Nein","2013","Thueringen","4","79","0.227761186018288","0.184677478384032","0.270844893652544"
"Nein","2013","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Schleswig-Holstein","2","208","","",""
"Ja","2014","Schleswig-Holstein","3","200","","",""
"Ja","2014","Schleswig-Holstein","4","244","","",""
"Ja","2014","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Hamburg","2","21","","",""
"Ja","2014","Hamburg","3","56","0.489960677577053","0.41022695133187","0.569694403822237"
"Ja","2014","Hamburg","4","60","0.442044923302308","0.362033857843511","0.522055988761106"
"Ja","2014","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Niedersachsen","2","562","0.75397908372019","0.722863722380355","0.785094445060024"
"Ja","2014","Niedersachsen","3","635","0.818574608514914","0.790994521736969","0.846154695292859"
"Ja","2014","Niedersachsen","4","846","0.817858356212597","0.793594566576376","0.842122145848817"
"Ja","2014","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Bremen","2","36","0.478703267176196","0.373124991996067","0.584281542356325"
"Ja","2014","Bremen","3","32","0.547688749682951","0.411089407479654","0.684288091886249"
"Ja","2014","Bremen","4","38","0.657330649528962","0.528334724482829","0.786326574575095"
"Ja","2014","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Nordrhein-Westfalen","2","1045","","",""
"Ja","2014","Nordrhein-Westfalen","3","1157","","",""
"Ja","2014","Nordrhein-Westfalen","4","1496","","",""
"Ja","2014","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Hessen","2","244","","",""
"Ja","2014","Hessen","3","419","0.747673379258174","0.712140562230512","0.783206196285835"
"Ja","2014","Hessen","4","471","0.727716423450716","0.693337128271347","0.762095718630084"
"Ja","2014","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Rheinland-Pfalz,Saarland","2","317","0.650009410843937","0.608202209647089","0.691816612040785"
"Ja","2014","Rheinland-Pfalz,Saarland","3","389","0.766555865877857","0.728869106162166","0.804242625593547"
"Ja","2014","Rheinland-Pfalz,Saarland","4","440","0.780073863980754","0.745041678321306","0.815106049640203"
"Ja","2014","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Baden-Wuerttemberg","2","459","0.592378030703672","0.557350021391529","0.627406040015814"
"Ja","2014","Baden-Wuerttemberg","3","727","0.707742295619734","0.680180798254509","0.735303792984959"
"Ja","2014","Baden-Wuerttemberg","4","959","0.730395839353427","0.706123702086747","0.754667976620106"
"Ja","2014","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Bayern","2","738","0.657789669357109","0.629739252025599","0.685840086688619"
"Ja","2014","Bayern","3","1076","","",""
"Ja","2014","Bayern","4","1288","","",""
"Ja","2014","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Saarland","2","","","",""
"Ja","2014","Saarland","3","","","",""
"Ja","2014","Saarland","4","","","",""
"Ja","2014","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Berlin","2","51","0.242442928531107","0.188559230563577","0.296326626498637"
"Ja","2014","Berlin","3","68","0.301377273233789","0.244383813420233","0.358370733047345"
"Ja","2014","Berlin","4","138","","",""
"Ja","2014","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Brandenburg","2","139","","",""
"Ja","2014","Brandenburg","3","218","","",""
"Ja","2014","Brandenburg","4","239","","",""
"Ja","2014","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Mecklenburg-Vorpommern","2","88","0.405119337776238","0.337252677956682","0.472985997595793"
"Ja","2014","Mecklenburg-Vorpommern","3","78","0.514377945268189","0.433583817947112","0.595172072589267"
"Ja","2014","Mecklenburg-Vorpommern","4","142","","",""
"Ja","2014","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Sachsen","2","270","","",""
"Ja","2014","Sachsen","3","351","0.607945484608153","0.567218327044441","0.648672642171865"
"Ja","2014","Sachsen","4","365","0.67384992007305","0.635091124896408","0.712608715249693"
"Ja","2014","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Sachsen-Anhalt","2","180","","",""
"Ja","2014","Sachsen-Anhalt","3","140","","",""
"Ja","2014","Sachsen-Anhalt","4","209","","",""
"Ja","2014","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Thueringen","2","198","","",""
"Ja","2014","Thueringen","3","246","","",""
"Ja","2014","Thueringen","4","260","","",""
"Ja","2014","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Schleswig-Holstein","2","112","","",""
"Nein","2014","Schleswig-Holstein","3","83","0.443128428656714","0.385252602509117","0.501004254804312"
"Nein","2014","Schleswig-Holstein","4","60","0.191483542111312","0.147253081932287","0.235714002290337"
"Nein","2014","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Hamburg","2","81","0.749806183014839","0.665751715697086","0.833860650332593"
"Nein","2014","Hamburg","3","95","0.510039322422947","0.430305596177763","0.58977304866813"
"Nein","2014","Hamburg","4","88","0.557955076697692","0.477944011238894","0.63796614215649"
"Nein","2014","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Niedersachsen","2","174","","",""
"Nein","2014","Niedersachsen","3","115","","",""
"Nein","2014","Niedersachsen","4","126","","",""
"Nein","2014","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Bremen","2","50","0.521296732823804","0.415718457643675","0.626875008003933"
"Nein","2014","Bremen","3","19","","",""
"Nein","2014","Bremen","4","14","","",""
"Nein","2014","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Nordrhein-Westfalen","2","760","0.442074681528357","0.419163613003047","0.464985750053667"
"Nein","2014","Nordrhein-Westfalen","3","459","0.331584480593709","0.308631041056394","0.354537920131024"
"Nein","2014","Nordrhein-Westfalen","4","474","0.258560696881908","0.239226148390077","0.277895245373738"
"Nein","2014","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Hessen","2","253","","",""
"Nein","2014","Hessen","3","155","","",""
"Nein","2014","Hessen","4","173","","",""
"Nein","2014","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Rheinland-Pfalz,Saarland","2","183","","",""
"Nein","2014","Rheinland-Pfalz,Saarland","3","95","0.233444134122144","0.195757374406453","0.271130893837834"
"Nein","2014","Rheinland-Pfalz,Saarland","4","97","0.219926136019246","0.184893950359797","0.254958321678694"
"Nein","2014","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Baden-Wuerttemberg","2","297","","",""
"Nein","2014","Baden-Wuerttemberg","3","319","0.292257704380266","0.264696207015041","0.319819201745491"
"Nein","2014","Baden-Wuerttemberg","4","325","0.269604160646573","0.245332023379894","0.293876297913253"
"Nein","2014","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Bayern","2","361","0.342210330642891","0.314159913311381","0.370260747974401"
"Nein","2014","Bayern","3","357","0.273783909344217","0.250697207741441","0.296870610946992"
"Nein","2014","Bayern","4","393","0.252671648843078","0.231898696697194","0.273444600988962"
"Nein","2014","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Saarland","2","","","",""
"Nein","2014","Saarland","3","","","",""
"Nein","2014","Saarland","4","","","",""
"Nein","2014","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Berlin","2","192","","",""
"Nein","2014","Berlin","3","181","","",""
"Nein","2014","Berlin","4","191","","",""
"Nein","2014","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Brandenburg","2","173","","",""
"Nein","2014","Brandenburg","3","94","0.363726706979823","0.310346502064122","0.417106911895525"
"Nein","2014","Brandenburg","4","79","0.338126333378616","0.286131333703034","0.390121333054198"
"Nein","2014","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Mecklenburg-Vorpommern","2","113","","",""
"Nein","2014","Mecklenburg-Vorpommern","3","69","0.485622054731811","0.404827927410733","0.566416182052888"
"Nein","2014","Mecklenburg-Vorpommern","4","59","0.391387316055539","0.32391526140746","0.458859370703618"
"Nein","2014","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Sachsen","2","239","","",""
"Nein","2014","Sachsen","3","201","","",""
"Nein","2014","Sachsen","4","197","","",""
"Nein","2014","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Sachsen-Anhalt","2","159","","",""
"Nein","2014","Sachsen-Anhalt","3","137","","",""
"Nein","2014","Sachsen-Anhalt","4","85","0.259990077127638","0.209851548623095","0.31012860563218"
"Nein","2014","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Thueringen","2","141","","",""
"Nein","2014","Thueringen","3","67","0.233861436036942","0.186968341863145","0.280754530210738"
"Nein","2014","Thueringen","4","81","0.232209671671166","0.187393745887051","0.27702559745528"
"Nein","2014","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Schleswig-Holstein","2","153","","",""
"Ja","2015","Schleswig-Holstein","3","198","","",""
"Ja","2015","Schleswig-Holstein","4","244","","",""
"Ja","2015","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Hamburg","2","33","0.182881945600563","0.108227220852879","0.257536670348246"
"Ja","2015","Hamburg","3","57","0.313304163580873","0.236195001970197","0.390413325191549"
"Ja","2015","Hamburg","4","51","0.46634487680913","0.387038110226607","0.545651643391653"
"Ja","2015","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Niedersachsen","2","538","0.748746698727731","0.717538443645666","0.779954953809796"
"Ja","2015","Niedersachsen","3","511","0.778481871090956","0.746872182617152","0.810091559564761"
"Ja","2015","Niedersachsen","4","790","0.791919966227795","0.765858671599874","0.817981260855716"
"Ja","2015","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Bremen","2","10","","",""
"Ja","2015","Bremen","3","42","0.688573606264395","0.566191016119549","0.810956196409241"
"Ja","2015","Bremen","4","35","0.581160199643442","0.44301940335138","0.719300995935503"
"Ja","2015","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Nordrhein-Westfalen","2","815","0.497700281147529","0.473382693540821","0.522017868754238"
"Ja","2015","Nordrhein-Westfalen","3","989","0.648342486865443","0.624486852342056","0.672198121388831"
"Ja","2015","Nordrhein-Westfalen","4","1357","","",""
"Ja","2015","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Hessen","2","248","","",""
"Ja","2015","Hessen","3","352","0.58387398467753","0.543964944826741","0.62378302452832"
"Ja","2015","Hessen","4","473","0.753458251376995","0.72019665674846","0.78671984600553"
"Ja","2015","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Rheinland-Pfalz,Saarland","2","292","","",""
"Ja","2015","Rheinland-Pfalz,Saarland","3","313","0.732012831274434","0.69072203069176","0.773303631857107"
"Ja","2015","Rheinland-Pfalz,Saarland","4","409","0.735426166246924","0.697621950696927","0.773230381796921"
"Ja","2015","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Baden-Wuerttemberg","2","352","0.59505493773834","0.557940743184464","0.632169132292215"
"Ja","2015","Baden-Wuerttemberg","3","683","0.708498154250547","0.679943185648077","0.737053122853016"
"Ja","2015","Baden-Wuerttemberg","4","996","0.677650623097665","0.652865614158565","0.702435632036766"
"Ja","2015","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Bayern","2","618","0.449276471736523","0.419706087195627","0.478846856277419"
"Ja","2015","Bayern","3","1014","","",""
"Ja","2015","Bayern","4","1247","","",""
"Ja","2015","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Saarland","2","","","",""
"Ja","2015","Saarland","3","","","",""
"Ja","2015","Saarland","4","","","",""
"Ja","2015","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Berlin","2","33","0.168933102880334","0.121528791556849","0.216337414203819"
"Ja","2015","Berlin","3","72","0.308397655025307","0.253105380433527","0.363689929617086"
"Ja","2015","Berlin","4","122","","",""
"Ja","2015","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Brandenburg","2","157","","",""
"Ja","2015","Brandenburg","3","177","","",""
"Ja","2015","Brandenburg","4","219","","",""
"Ja","2015","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Mecklenburg-Vorpommern","2","48","0.390920531298753","0.315780425186085","0.466060637411422"
"Ja","2015","Mecklenburg-Vorpommern","3","109","","",""
"Ja","2015","Mecklenburg-Vorpommern","4","133","","",""
"Ja","2015","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Sachsen","2","239","","",""
"Ja","2015","Sachsen","3","349","0.604682856668888","0.564580796049484","0.644784917288292"
"Ja","2015","Sachsen","4","394","0.712112379822509","0.675007089038606","0.749217670606412"
"Ja","2015","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Sachsen-Anhalt","2","122","","",""
"Ja","2015","Sachsen-Anhalt","3","163","","",""
"Ja","2015","Sachsen-Anhalt","4","183","","",""
"Ja","2015","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Thueringen","2","145","","",""
"Ja","2015","Thueringen","3","234","","",""
"Ja","2015","Thueringen","4","245","","",""
"Ja","2015","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Schleswig-Holstein","2","76","0.334292993143298","0.273193789354006","0.39539219693259"
"Nein","2015","Schleswig-Holstein","3","85","0.385610921522696","0.328902014157105","0.442319828888286"
"Nein","2015","Schleswig-Holstein","4","64","0.217486581204816","0.17141481487684","0.263558347532793"
"Nein","2015","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Hamburg","2","70","0.817118054399437","0.742463329651754","0.891772779147121"
"Nein","2015","Hamburg","3","82","0.686695836419127","0.609586674808451","0.763804998029803"
"Nein","2015","Hamburg","4","101","","",""
"Nein","2015","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Niedersachsen","2","204","","",""
"Nein","2015","Niedersachsen","3","152","","",""
"Nein","2015","Niedersachsen","4","142","","",""
"Nein","2015","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Bremen","2","56","0.642826961927492","0.527225720174719","0.758428203680266"
"Nein","2015","Bremen","3","13","","",""
"Nein","2015","Bremen","4","14","","",""
"Nein","2015","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Nordrhein-Westfalen","2","809","0.502299718852471","0.477982131245762","0.526617306459179"
"Nein","2015","Nordrhein-Westfalen","3","550","0.351657513134557","0.327801878611169","0.375513147657944"
"Nein","2015","Nordrhein-Westfalen","4","489","0.271424795537412","0.251138899484929","0.291710691589895"
"Nein","2015","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Hessen","2","256","","",""
"Nein","2015","Hessen","3","234","","",""
"Nein","2015","Hessen","4","172","","",""
"Nein","2015","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Rheinland-Pfalz,Saarland","2","215","","",""
"Nein","2015","Rheinland-Pfalz,Saarland","3","129","","",""
"Nein","2015","Rheinland-Pfalz,Saarland","4","114","","",""
"Nein","2015","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Baden-Wuerttemberg","2","320","0.40494506226166","0.367830867707785","0.442059256815536"
"Nein","2015","Baden-Wuerttemberg","3","290","","",""
"Nein","2015","Baden-Wuerttemberg","4","370","0.322349376902335","0.297564367963234","0.347134385841435"
"Nein","2015","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Bayern","2","469","0.550723528263477","0.521153143722581","0.580293912804373"
"Nein","2015","Bayern","3","361","0.254166355744779","0.231153169187304","0.277179542302255"
"Nein","2015","Bayern","4","475","0.285818094233102","0.264478763304914","0.307157425161289"
"Nein","2015","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Saarland","2","","","",""
"Nein","2015","Saarland","3","","","",""
"Nein","2015","Saarland","4","","","",""
"Nein","2015","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Berlin","2","207","","",""
"Nein","2015","Berlin","3","196","","",""
"Nein","2015","Berlin","4","212","","",""
"Nein","2015","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Brandenburg","2","149","","",""
"Nein","2015","Brandenburg","3","103","","",""
"Nein","2015","Brandenburg","4","93","0.328235761716205","0.276131627695157","0.380339895737253"
"Nein","2015","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Mecklenburg-Vorpommern","2","114","","",""
"Nein","2015","Mecklenburg-Vorpommern","3","82","0.538974490725291","0.468281233745215","0.609667747705366"
"Nein","2015","Mecklenburg-Vorpommern","4","48","0.32255420081181","0.254454150652609","0.390654250971012"
"Nein","2015","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Sachsen","2","215","","",""
"Nein","2015","Sachsen","3","222","","",""
"Nein","2015","Sachsen","4","178","","",""
"Nein","2015","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Sachsen-Anhalt","2","123","","",""
"Nein","2015","Sachsen-Anhalt","3","126","","",""
"Nein","2015","Sachsen-Anhalt","4","82","0.33341226787318","0.276651978593339","0.39017255715302"
"Nein","2015","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Thueringen","2","129","","",""
"Nein","2015","Thueringen","3","85","0.304933563582112","0.254412960888757","0.355454166275467"
"Nein","2015","Thueringen","4","91","0.305307577009686","0.256064687976776","0.354550466042596"
"Nein","2015","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Schleswig-Holstein","2","175","","",""
"Ja","2016","Schleswig-Holstein","3","150","","",""
"Ja","2016","Schleswig-Holstein","4","282","","",""
"Ja","2016","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Hamburg","1 Einkommensschwächstes Quintil","","","",""
