"pgstib","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Angestellte, qualifizierte Tätigkeit","2017","Ostdeutschland, neue Bundeslaender","weiblich","597","0.183534156208191","0.170507059730181","0.196561252686202"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2017","Westdeutschland, alte Bundeslaender","maennlich","1321","0.122362123779748","0.116702491675726","0.12802175588377"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2017","Westdeutschland, alte Bundeslaender","weiblich","718","0.061790844188969","0.0577295828498657","0.0658521055280724"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2017","Ostdeutschland, neue Bundeslaender","maennlich","260","0.0856322835312634","0.0757340406100866","0.0955305264524402"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2017","Ostdeutschland, neue Bundeslaender","weiblich","235","0.0701965996664562","0.0615990682404503","0.0787941310924621"
"Angestellte, umfassende Führungsaufgaben","2017","Westdeutschland, alte Bundeslaender","maennlich","158","0.0119122060056517","0.0100385024354526","0.0137859095758508"
"Angestellte, umfassende Führungsaufgaben","2017","Westdeutschland, alte Bundeslaender","weiblich","43","0.00299072516380462","0.00206966735087071","0.00391178297673853"
"Angestellte, umfassende Führungsaufgaben","2017","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","2017","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2017","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2017","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2017","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2017","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, einfacher Dienst","2017","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Beamte, einfacher Dienst","2017","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Beamte, einfacher Dienst","2017","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, einfacher Dienst","2017","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, mittlerer Dienst","2017","Westdeutschland, alte Bundeslaender","maennlich","96","0.0100809663676193","0.00835569291512396","0.0118062398201146"
"Beamte, mittlerer Dienst","2017","Westdeutschland, alte Bundeslaender","weiblich","77","0.00544492530955917","0.0042036748525328","0.00668617576658554"
"Beamte, mittlerer Dienst","2017","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, mittlerer Dienst","2017","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, gehobener Dienst","2017","Westdeutschland, alte Bundeslaender","maennlich","210","0.0196774134820455","0.0172787157217531","0.022076111242338"
"Beamte, gehobener Dienst","2017","Westdeutschland, alte Bundeslaender","weiblich","245","0.0184164823431541","0.0161486235586571","0.0206843411276512"
"Beamte, gehobener Dienst","2017","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, gehobener Dienst","2017","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, höherer Dienst","2017","Westdeutschland, alte Bundeslaender","maennlich","138","0.0112328683767259","0.00941275112934646","0.0130529856241054"
"Beamte, höherer Dienst","2017","Westdeutschland, alte Bundeslaender","weiblich","145","0.0117052804354119","0.00989108868333203","0.0135194721874918"
"Beamte, höherer Dienst","2017","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, höherer Dienst","2017","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2018","Westdeutschland, alte Bundeslaender","maennlich","1106","0.0284286932695951","0.0254244569557856","0.0314329295834047"
"nicht erwerbstätig (NE): keine weitere Angaben","2018","Westdeutschland, alte Bundeslaender","weiblich","2059","0.0945586756548374","0.0894392130174101","0.0996781382922648"
"nicht erwerbstätig (NE): keine weitere Angaben","2018","Ostdeutschland, neue Bundeslaender","maennlich","152","0.0313131373912567","0.0250283284486809","0.0375979463338324"
"nicht erwerbstätig (NE): keine weitere Angaben","2018","Ostdeutschland, neue Bundeslaender","weiblich","302","0.0543651444260395","0.0465890413325047","0.0621412475195742"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2018","Westdeutschland, alte Bundeslaender","maennlich","554","0.037898703631622","0.0344469413436353","0.0413504659196086"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2018","Westdeutschland, alte Bundeslaender","weiblich","568","0.0358795569546425","0.0326254433313784","0.0391336705779065"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2018","Ostdeutschland, neue Bundeslaender","maennlich","96","0.0276776698882535","0.0217578706905074","0.0335974690859995"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2018","Ostdeutschland, neue Bundeslaender","weiblich","116","0.0345321272305128","0.0282700188430647","0.0407942356179608"
"NE: arbeitslos gemeldet","2018","Westdeutschland, alte Bundeslaender","maennlich","1058","0.0477306652866966","0.0438767963069562","0.051584534266437"
"NE: arbeitslos gemeldet","2018","Westdeutschland, alte Bundeslaender","weiblich","1062","0.0379074209566104","0.0345661316345466","0.0412487102786741"
"NE: arbeitslos gemeldet","2018","Ostdeutschland, neue Bundeslaender","maennlich","335","0.0723952140557023","0.0630438815034461","0.0817465466079585"
"NE: arbeitslos gemeldet","2018","Ostdeutschland, neue Bundeslaender","weiblich","324","0.0596156537629965","0.0514953392242899","0.0677359683017032"
"NE: Rentner/Rentnerin","2018","Westdeutschland, alte Bundeslaender","maennlich","1995","0.237657417562485","0.229963118213565","0.245351716911406"
"NE: Rentner/Rentnerin","2018","Westdeutschland, alte Bundeslaender","weiblich","2090","0.278162467334558","0.270322531174382","0.286002403494734"
"NE: Rentner/Rentnerin","2018","Ostdeutschland, neue Bundeslaender","maennlich","682","0.240098203527138","0.224684383851312","0.255512023202964"
"NE: Rentner/Rentnerin","2018","Ostdeutschland, neue Bundeslaender","weiblich","830","0.330515119488442","0.314382456810097","0.346647782166787"
"NE: Wehr- und Zivildienst","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Wehr- und Zivildienst","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: Wehr- und Zivildienst","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Wehr- und Zivildienst","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2018","Westdeutschland, alte Bundeslaender","maennlich","297","0.018908669952375","0.0164465822897104","0.0213707576150396"
"Auszubildende, gewerblich-technisch (ab 2000)","2018","Westdeutschland, alte Bundeslaender","weiblich","114","0.00669153258268914","0.00526510936665743","0.00811795579872085"
"Auszubildende, gewerblich-technisch (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","maennlich","68","0.0126877148289916","0.00864888032379958","0.0167265493341836"
"Auszubildende, gewerblich-technisch (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2018","Westdeutschland, alte Bundeslaender","maennlich","93","0.00695641110729653","0.00545397823119839","0.00845884398339468"
"Auszubildende, kaufmännisch (ab 2000)","2018","Westdeutschland, alte Bundeslaender","weiblich","130","0.0114575338086801","0.00959550339455463","0.0133195642228057"
"Auszubildende, kaufmännisch (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Volontäre, Praktikanten","2018","Westdeutschland, alte Bundeslaender","maennlich","67","0.00525803707897253","0.0039507067277262","0.00656536743021887"
"Volontäre, Praktikanten","2018","Westdeutschland, alte Bundeslaender","weiblich","51","0.00271130011376856","0.00180150672502234","0.00362109350251479"
"Volontäre, Praktikanten","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Volontäre, Praktikanten","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Aspiranten (1990 Ost)","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Aspiranten (1990 Ost)","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Aspiranten (1990 Ost)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Aspiranten (1990 Ost)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"ungelernter Arbeiter","2018","Westdeutschland, alte Bundeslaender","maennlich","401","0.0199100991672249","0.0173849445762816","0.0224352537581682"
"ungelernter Arbeiter","2018","Westdeutschland, alte Bundeslaender","weiblich","338","0.0250094228125154","0.0222773292057158","0.0277415164193149"
"ungelernter Arbeiter","2018","Ostdeutschland, neue Bundeslaender","maennlich","75","0.0195700900257646","0.0145715661523671","0.024568613899162"
"ungelernter Arbeiter","2018","Ostdeutschland, neue Bundeslaender","weiblich","50","0.0131729044568157","0.00926268345016463","0.0170831254634667"
"angelernter Arbeiter","2018","Westdeutschland, alte Bundeslaender","maennlich","678","0.0486456398454288","0.0447568773567179","0.0525344023341398"
"angelernter Arbeiter","2018","Westdeutschland, alte Bundeslaender","weiblich","412","0.033434057267286","0.0302888170758923","0.0365792974586797"
"angelernter Arbeiter","2018","Ostdeutschland, neue Bundeslaender","maennlich","167","0.0559758299820874","0.0476805908387151","0.0642710691254597"
"angelernter Arbeiter","2018","Ostdeutschland, neue Bundeslaender","weiblich","88","0.0269568345620988","0.0214023917362688","0.0325112773879287"
"gelernte und Facharbeiter","2018","Westdeutschland, alte Bundeslaender","maennlich","700","0.0785603001003622","0.0736967507268078","0.0834238494739166"
"gelernte und Facharbeiter","2018","Westdeutschland, alte Bundeslaender","weiblich","98","0.0104714544285952","0.00869046558723749","0.012252443269953"
"gelernte und Facharbeiter","2018","Ostdeutschland, neue Bundeslaender","maennlich","256","0.111396929530802","0.100043486162353","0.122750372899251"
"gelernte und Facharbeiter","2018","Ostdeutschland, neue Bundeslaender","weiblich","66","0.0227434715842244","0.017630508357091","0.0278564348113578"
"Vorarbeiter, Kolonnenführer","2018","Westdeutschland, alte Bundeslaender","maennlich","105","0.0105022775048257","0.00865952314837846","0.012345031861273"
"Vorarbeiter, Kolonnenführer","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","2018","Ostdeutschland, neue Bundeslaender","maennlich","44","0.0118273659468827","0.00792617227099766","0.0157285596227676"
"Vorarbeiter, Kolonnenführer","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Meister, Polier","2018","Westdeutschland, alte Bundeslaender","maennlich","38","0.00362264678074711","0.00253661328081292","0.00470868028068129"
"Meister, Polier","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Meister, Polier","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Meister, Polier","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2018","Westdeutschland, alte Bundeslaender","maennlich","135","0.0134022170495239","0.0113235894308173","0.0154808446682304"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2018","Westdeutschland, alte Bundeslaender","weiblich","143","0.0130418848928834","0.0110568731790593","0.0150268966067076"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2018","Westdeutschland, alte Bundeslaender","maennlich","59","0.00642305292732132","0.00497897773973969","0.00786712811490295"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2018","Westdeutschland, alte Bundeslaender","weiblich","39","0.00387488340486585","0.00278788277367642","0.00496188403605529"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"sonstige selbständiger","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2018","Westdeutschland, alte Bundeslaender","maennlich","203","0.0217848896858537","0.0191460490186739","0.0244237303530336"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2018","Westdeutschland, alte Bundeslaender","weiblich","150","0.0122074685994224","0.0102861950295977","0.0141287421692471"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2018","Ostdeutschland, neue Bundeslaender","maennlich","63","0.0344661482522126","0.0278832489573662","0.0410490475470589"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2018","Ostdeutschland, neue Bundeslaender","weiblich","55","0.0163929830712681","0.0120380668442364","0.0207478992982997"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2018","Westdeutschland, alte Bundeslaender","maennlich","143","0.0134908685557127","0.0114054712286538","0.0155762658827716"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2018","Westdeutschland, alte Bundeslaender","weiblich","53","0.00545711908291167","0.00416816631545489","0.00674607185036846"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2018","Ostdeutschland, neue Bundeslaender","maennlich","41","0.0142819709194724","0.0100003569840837","0.018563584854861"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2018","Westdeutschland, alte Bundeslaender","maennlich","42","0.00527906191917764","0.00396913426690461","0.00658898957145066"
"sonstige selbständiger, 10+ Mitarbeiter","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"mithelfende Familienangehörige","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"mithelfende Familienangehörige","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"mithelfende Familienangehörige","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"mithelfende Familienangehörige","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2018","Westdeutschland, alte Bundeslaender","maennlich","58","0.00567576670029799","0.0043177829219235","0.00703375047867247"
"Angestellte, Industrie- und Werkmeister","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2018","Westdeutschland, alte Bundeslaender","maennlich","510","0.0341518252773144","0.0308687586689221","0.0374348918857067"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2018","Westdeutschland, alte Bundeslaender","weiblich","753","0.0575257847679968","0.0534518924442306","0.0615996770917629"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2018","Ostdeutschland, neue Bundeslaender","maennlich","104","0.0263694885055141","0.0205873961589458","0.0321515808520823"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2018","Ostdeutschland, neue Bundeslaender","weiblich","186","0.0546934321545261","0.0468952400942561","0.0624916242147961"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2018","Westdeutschland, alte Bundeslaender","maennlich","359","0.0378056633328865","0.0343579739475047","0.0412533527182682"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2018","Westdeutschland, alte Bundeslaender","weiblich","747","0.0641276454980353","0.0598414252065096","0.068413865789561"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2018","Ostdeutschland, neue Bundeslaender","maennlich","123","0.0542488757963035","0.0460751345082211","0.0624226170843859"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2018","Ostdeutschland, neue Bundeslaender","weiblich","228","0.080317655548218","0.0709966141476634","0.0896386969487726"
"Angestellte, qualifizierte Tätigkeit","2018","Westdeutschland, alte Bundeslaender","maennlich","1268","0.131026089051449","0.124926500223008","0.13712567787989"
"Angestellte, qualifizierte Tätigkeit","2018","Westdeutschland, alte Bundeslaender","weiblich","2450","0.199810431026319","0.192814443079508","0.206806418973129"
"Angestellte, qualifizierte Tätigkeit","2018","Ostdeutschland, neue Bundeslaender","maennlich","268","0.111790747360636","0.100419773549082","0.123161721172191"
"Angestellte, qualifizierte Tätigkeit","2018","Ostdeutschland, neue Bundeslaender","weiblich","574","0.178201724096919","0.165077351104246","0.191326097089591"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2018","Westdeutschland, alte Bundeslaender","maennlich","1239","0.128666684694602","0.122614063176689","0.134719306212515"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2018","Westdeutschland, alte Bundeslaender","weiblich","692","0.0604765272862082","0.0563060018794766","0.0646470526929398"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2018","Ostdeutschland, neue Bundeslaender","maennlich","280","0.109509087996142","0.0982403077462931","0.12077786824599"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2018","Ostdeutschland, neue Bundeslaender","weiblich","236","0.0698251328493669","0.0610847956758941","0.0785654700228398"
"Angestellte, umfassende Führungsaufgaben","2018","Westdeutschland, alte Bundeslaender","maennlich","138","0.0107823164719332","0.0089154198265863","0.0126492131172801"
"Angestellte, umfassende Führungsaufgaben","2018","Westdeutschland, alte Bundeslaender","weiblich","44","0.00385325365762146","0.00276927934311773","0.0049372279721252"
"Angestellte, umfassende Führungsaufgaben","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, einfacher Dienst","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Beamte, einfacher Dienst","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Beamte, einfacher Dienst","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, einfacher Dienst","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, mittlerer Dienst","2018","Westdeutschland, alte Bundeslaender","maennlich","88","0.00967281253953495","0.00790358358255818","0.0114420414965117"
"Beamte, mittlerer Dienst","2018","Westdeutschland, alte Bundeslaender","weiblich","73","0.00453528789176909","0.00335968973530616","0.00571088604823203"
"Beamte, mittlerer Dienst","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, mittlerer Dienst","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, gehobener Dienst","2018","Westdeutschland, alte Bundeslaender","maennlich","195","0.0185112146596858","0.0160746472464174","0.0209477820729541"
"Beamte, gehobener Dienst","2018","Westdeutschland, alte Bundeslaender","weiblich","235","0.0194763883118157","0.0170585526892564","0.021894223934375"
"Beamte, gehobener Dienst","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, gehobener Dienst","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, höherer Dienst","2018","Westdeutschland, alte Bundeslaender","maennlich","129","0.0109381838082539","0.00905798995409312","0.0128183776624146"
"Beamte, höherer Dienst","2018","Westdeutschland, alte Bundeslaender","weiblich","141","0.011343599605047","0.00949074361053407","0.0131964555995599"
"Beamte, höherer Dienst","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, höherer Dienst","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2019","Westdeutschland, alte Bundeslaender","maennlich","904","0.0307910969701229","0.0276902766798432","0.0338919172604025"
"nicht erwerbstätig (NE): keine weitere Angaben","2019","Westdeutschland, alte Bundeslaender","weiblich","1847","0.0959757963763846","0.0907271870970071","0.101224405655762"
"nicht erwerbstätig (NE): keine weitere Angaben","2019","Ostdeutschland, neue Bundeslaender","maennlich","176","0.0315821042829333","0.0253230056853052","0.0378412028805613"
"nicht erwerbstätig (NE): keine weitere Angaben","2019","Ostdeutschland, neue Bundeslaender","weiblich","277","0.0538103943026972","0.0459604458770829","0.0616603427283114"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2019","Westdeutschland, alte Bundeslaender","maennlich","475","0.0367216601650007","0.0333457384269777","0.0400975819030237"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2019","Westdeutschland, alte Bundeslaender","weiblich","449","0.0306792622404465","0.027606495731989","0.033752028748904"
