"pgstib","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig (NE): keine weitere Angaben","2010","35-65 Jahre alt","(noch) kein Abschluss","46","0.189521646129891","0.130950464235511","0.248092828024271"
"nicht erwerbstätig (NE): keine weitere Angaben","2010","35-65 Jahre alt","Hauptschulabschluss","438","0.0958438762554809","0.086522159255765","0.105165593255197"
"nicht erwerbstätig (NE): keine weitere Angaben","2010","35-65 Jahre alt","Realschulabschluss","373","0.0533232838374404","0.0465429028938188","0.060103664781062"
"nicht erwerbstätig (NE): keine weitere Angaben","2010","35-65 Jahre alt","(Fach-)Abitur","221","0.0949985642028702","0.0803636877999427","0.109633440605798"
"nicht erwerbstätig (NE): keine weitere Angaben","2010","35-65 Jahre alt","AkademikerInnen","324","0.0475647329363111","0.0405621968304071","0.054567269042215"
"nicht erwerbstätig (NE): keine weitere Angaben","2010","66 und älter","(noch) kein Abschluss","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2010","66 und älter","Hauptschulabschluss","32","0.0141572156879888","0.00938074721818078","0.0189336841577969"
"nicht erwerbstätig (NE): keine weitere Angaben","2010","66 und älter","Realschulabschluss","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2010","66 und älter","(Fach-)Abitur","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2010","66 und älter","AkademikerInnen","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","16-34 Jahre alt","(noch) kein Abschluss","363","0.544649950914491","0.51095238442645","0.578347517402531"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","16-34 Jahre alt","Hauptschulabschluss","56","0.0720235797657492","0.0583736849643746","0.0856734745671237"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","16-34 Jahre alt","Realschulabschluss","115","0.0848631521714098","0.0726862531755278","0.0970400511672918"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","16-34 Jahre alt","(Fach-)Abitur","329","0.278936258552529","0.255021845233121","0.302850671871937"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","16-34 Jahre alt","AkademikerInnen","48","0.0530110985970151","0.0385172874803062","0.0675049097137239"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","66 und älter","(noch) kein Abschluss","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","66 und älter","Hauptschulabschluss","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","66 und älter","Realschulabschluss","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","66 und älter","(Fach-)Abitur","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","66 und älter","AkademikerInnen","","","",""
"NE: arbeitslos gemeldet","2010","16-34 Jahre alt","(noch) kein Abschluss","56","0.0500347244510941","0.0352825264715892","0.0647869224305991"
"NE: arbeitslos gemeldet","2010","16-34 Jahre alt","Hauptschulabschluss","325","0.214611333529049","0.19293468560618","0.236287981451917"
"NE: arbeitslos gemeldet","2010","16-34 Jahre alt","Realschulabschluss","218","0.0795077887830343","0.0676869308052064","0.0913286467608622"
"NE: arbeitslos gemeldet","2010","16-34 Jahre alt","(Fach-)Abitur","57","0.0195508170713304","0.012168113737813","0.0269335204048478"
"NE: arbeitslos gemeldet","2010","16-34 Jahre alt","AkademikerInnen","42","0.052315590108131","0.0379118862799189","0.0667192939363431"
"NE: arbeitslos gemeldet","2010","35-65 Jahre alt","(noch) kein Abschluss","39","0.158444587753316","0.103873334118275","0.213015841388357"
"NE: arbeitslos gemeldet","2010","35-65 Jahre alt","Hauptschulabschluss","414","0.0947372422667617","0.0854638269310433","0.10401065760248"
"NE: arbeitslos gemeldet","2010","35-65 Jahre alt","Realschulabschluss","320","0.0778454126706515","0.0697597953791228","0.0859310299621802"
"NE: arbeitslos gemeldet","2010","35-65 Jahre alt","(Fach-)Abitur","81","0.0480686937427435","0.0373919241844567","0.0587454633010303"
"NE: arbeitslos gemeldet","2010","35-65 Jahre alt","AkademikerInnen","98","0.0326016852486409","0.0267589288498746","0.0384444416474073"
"NE: arbeitslos gemeldet","2010","66 und älter","(noch) kein Abschluss","","","",""
"NE: arbeitslos gemeldet","2010","66 und älter","Hauptschulabschluss","","","",""
"NE: arbeitslos gemeldet","2010","66 und älter","Realschulabschluss","","","",""
"NE: arbeitslos gemeldet","2010","66 und älter","(Fach-)Abitur","","","",""
"NE: arbeitslos gemeldet","2010","66 und älter","AkademikerInnen","","","",""
"NE: Rentner/Rentnerin","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Rentner/Rentnerin","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: Rentner/Rentnerin","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: Rentner/Rentnerin","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: Rentner/Rentnerin","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: Rentner/Rentnerin","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Rentner/Rentnerin","2010","35-65 Jahre alt","Hauptschulabschluss","427","0.136592036540735","0.125717450591607","0.147466622489864"
"NE: Rentner/Rentnerin","2010","35-65 Jahre alt","Realschulabschluss","273","0.0845733533063486","0.0761763687667397","0.0929703378459575"
"NE: Rentner/Rentnerin","2010","35-65 Jahre alt","(Fach-)Abitur","56","0.0399956353470048","0.0302154112051168","0.0497758594888927"
"NE: Rentner/Rentnerin","2010","35-65 Jahre alt","AkademikerInnen","176","0.0524696307744479","0.0451338614795684","0.0598054000693274"
"NE: Rentner/Rentnerin","2010","66 und älter","(noch) kein Abschluss","48","0.959197407608221","0.904902277325286","1.01349253789116"
"NE: Rentner/Rentnerin","2010","66 und älter","Hauptschulabschluss","2232","0.947451715233654","0.938430356030887","0.956473074436421"
"NE: Rentner/Rentnerin","2010","66 und älter","Realschulabschluss","546","0.935921640151868","0.916144391142179","0.955698889161558"
"NE: Rentner/Rentnerin","2010","66 und älter","(Fach-)Abitur","160","0.945420095610266","0.911472214894592","0.97936797632594"
"NE: Rentner/Rentnerin","2010","66 und älter","AkademikerInnen","799","0.895433998038569","0.875453894380778","0.91541410169636"
"NE: Wehr- und Zivildienst","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Wehr- und Zivildienst","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: Wehr- und Zivildienst","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: Wehr- und Zivildienst","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: Wehr- und Zivildienst","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: Wehr- und Zivildienst","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: Wehr- und Zivildienst","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: Wehr- und Zivildienst","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: Wehr- und Zivildienst","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: Wehr- und Zivildienst","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: Wehr- und Zivildienst","2010","66 und älter","(noch) kein Abschluss","","","",""
"NE: Wehr- und Zivildienst","2010","66 und älter","Hauptschulabschluss","","","",""
"NE: Wehr- und Zivildienst","2010","66 und älter","Realschulabschluss","","","",""
"NE: Wehr- und Zivildienst","2010","66 und älter","(Fach-)Abitur","","","",""
"NE: Wehr- und Zivildienst","2010","66 und älter","AkademikerInnen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","66 und älter","(noch) kein Abschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","66 und älter","Hauptschulabschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","66 und älter","Realschulabschluss","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","66 und älter","(Fach-)Abitur","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","66 und älter","AkademikerInnen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","16-34 Jahre alt","Hauptschulabschluss","64","0.0631870925159187","0.0503412054006502","0.0760329796311873"
"Auszubildende, gewerblich-technisch (ab 2000)","2010","16-34 Jahre alt","Realschulabschluss","102","0.068552729274346","0.0575112918614739","0.0795941666872181"
"Auszubildende, gewerblich-technisch (ab 2000)","2010","16-34 Jahre alt","(Fach-)Abitur","44","0.0585047604075649","0.0459899266979268","0.0710195941172029"
"Auszubildende, gewerblich-technisch (ab 2000)","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","66 und älter","(noch) kein Abschluss","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","66 und älter","Hauptschulabschluss","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","66 und älter","Realschulabschluss","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","66 und älter","(Fach-)Abitur","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","66 und älter","AkademikerInnen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","16-34 Jahre alt","Realschulabschluss","68","0.0580961591700551","0.0478747423809822","0.0683175759591279"
"Auszubildende, kaufmännisch (ab 2000)","2010","16-34 Jahre alt","(Fach-)Abitur","47","0.0551146379995317","0.042945958390534","0.0672833176085294"
"Auszubildende, kaufmännisch (ab 2000)","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","66 und älter","(noch) kein Abschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","66 und älter","Hauptschulabschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","66 und älter","Realschulabschluss","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","66 und älter","(Fach-)Abitur","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","66 und älter","AkademikerInnen","","","",""
"Volontäre, Praktikanten","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Volontäre, Praktikanten","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Volontäre, Praktikanten","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"Volontäre, Praktikanten","2010","16-34 Jahre alt","(Fach-)Abitur","34","0.0302060713514276","0.0210795080807704","0.0393326346220849"
"Volontäre, Praktikanten","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Volontäre, Praktikanten","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Volontäre, Praktikanten","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Volontäre, Praktikanten","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"Volontäre, Praktikanten","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Volontäre, Praktikanten","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Volontäre, Praktikanten","2010","66 und älter","(noch) kein Abschluss","","","",""
"Volontäre, Praktikanten","2010","66 und älter","Hauptschulabschluss","","","",""
"Volontäre, Praktikanten","2010","66 und älter","Realschulabschluss","","","",""
"Volontäre, Praktikanten","2010","66 und älter","(Fach-)Abitur","","","",""
"Volontäre, Praktikanten","2010","66 und älter","AkademikerInnen","","","",""
"Aspiranten (1990 Ost)","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Aspiranten (1990 Ost)","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Aspiranten (1990 Ost)","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"Aspiranten (1990 Ost)","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Aspiranten (1990 Ost)","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Aspiranten (1990 Ost)","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Aspiranten (1990 Ost)","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Aspiranten (1990 Ost)","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"Aspiranten (1990 Ost)","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Aspiranten (1990 Ost)","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Aspiranten (1990 Ost)","2010","66 und älter","(noch) kein Abschluss","","","",""
"Aspiranten (1990 Ost)","2010","66 und älter","Hauptschulabschluss","","","",""
"Aspiranten (1990 Ost)","2010","66 und älter","Realschulabschluss","","","",""
"Aspiranten (1990 Ost)","2010","66 und älter","(Fach-)Abitur","","","",""
"Aspiranten (1990 Ost)","2010","66 und älter","AkademikerInnen","","","",""
"ungelernter Arbeiter","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"ungelernter Arbeiter","2010","16-34 Jahre alt","Hauptschulabschluss","74","0.0496979828513003","0.0382237492130962","0.0611722164895045"
"ungelernter Arbeiter","2010","16-34 Jahre alt","Realschulabschluss","38","0.01592151925559","0.0104520998958835","0.0213909386152966"
"ungelernter Arbeiter","2010","16-34 Jahre alt","(Fach-)Abitur","33","0.0282174766435425","0.0193874086892456","0.0370475445978393"
"ungelernter Arbeiter","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"ungelernter Arbeiter","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"ungelernter Arbeiter","2010","35-65 Jahre alt","Hauptschulabschluss","226","0.0670911370879211","0.0591689662995898","0.0750133078762523"
"ungelernter Arbeiter","2010","35-65 Jahre alt","Realschulabschluss","104","0.0233443928424304","0.0187876258821918","0.027901159802669"
"ungelernter Arbeiter","2010","35-65 Jahre alt","(Fach-)Abitur","40","0.034917057835769","0.0257547043053664","0.0440794113661716"
"ungelernter Arbeiter","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"ungelernter Arbeiter","2010","66 und älter","(noch) kein Abschluss","","","",""
"ungelernter Arbeiter","2010","66 und älter","Hauptschulabschluss","","","",""
"ungelernter Arbeiter","2010","66 und älter","Realschulabschluss","","","",""
"ungelernter Arbeiter","2010","66 und älter","(Fach-)Abitur","","","",""
"ungelernter Arbeiter","2010","66 und älter","AkademikerInnen","","","",""
"angelernter Arbeiter","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"angelernter Arbeiter","2010","16-34 Jahre alt","Hauptschulabschluss","136","0.108458878956906","0.09204063413376","0.124877123780051"
"angelernter Arbeiter","2010","16-34 Jahre alt","Realschulabschluss","59","0.032675781130339","0.0249073535281027","0.0404442087325753"
"angelernter Arbeiter","2010","16-34 Jahre alt","(Fach-)Abitur","31","0.0159821895502367","0.00929505541560387","0.0226693236848695"
"angelernter Arbeiter","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"angelernter Arbeiter","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"angelernter Arbeiter","2010","35-65 Jahre alt","Hauptschulabschluss","519","0.14198580835693","0.130933277914287","0.153038338799574"
"angelernter Arbeiter","2010","35-65 Jahre alt","Realschulabschluss","226","0.0620931969331407","0.0548104258928111","0.0693759679734704"
"angelernter Arbeiter","2010","35-65 Jahre alt","(Fach-)Abitur","64","0.0523503511538131","0.0412332999300335","0.0634674023775926"
"angelernter Arbeiter","2010","35-65 Jahre alt","AkademikerInnen","31","0.0123980634821354","0.00875754713398396","0.0160385798302868"
"angelernter Arbeiter","2010","66 und älter","(noch) kein Abschluss","","","",""
"angelernter Arbeiter","2010","66 und älter","Hauptschulabschluss","","","",""
"angelernter Arbeiter","2010","66 und älter","Realschulabschluss","","","",""
"angelernter Arbeiter","2010","66 und älter","(Fach-)Abitur","","","",""
"angelernter Arbeiter","2010","66 und älter","AkademikerInnen","","","",""
"gelernte und Facharbeiter","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"gelernte und Facharbeiter","2010","16-34 Jahre alt","Hauptschulabschluss","142","0.142976377716814","0.124494247592562","0.161458507841065"
"gelernte und Facharbeiter","2010","16-34 Jahre alt","Realschulabschluss","198","0.145050875473716","0.129663504794776","0.160438246152655"
"gelernte und Facharbeiter","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"gelernte und Facharbeiter","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"gelernte und Facharbeiter","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"gelernte und Facharbeiter","2010","35-65 Jahre alt","Hauptschulabschluss","464","0.125444341787606","0.114955892552243","0.135932791022968"
"gelernte und Facharbeiter","2010","35-65 Jahre alt","Realschulabschluss","415","0.114423600207522","0.104817090530625","0.124030109884419"
"gelernte und Facharbeiter","2010","35-65 Jahre alt","(Fach-)Abitur","51","0.0429211141794033","0.0328049640609435","0.0530372642978632"
"gelernte und Facharbeiter","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"gelernte und Facharbeiter","2010","66 und älter","(noch) kein Abschluss","","","",""
"gelernte und Facharbeiter","2010","66 und älter","Hauptschulabschluss","","","",""
"gelernte und Facharbeiter","2010","66 und älter","Realschulabschluss","","","",""
"gelernte und Facharbeiter","2010","66 und älter","(Fach-)Abitur","","","",""
"gelernte und Facharbeiter","2010","66 und älter","AkademikerInnen","","","",""
"Vorarbeiter, Kolonnenführer","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Vorarbeiter, Kolonnenführer","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Vorarbeiter, Kolonnenführer","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"Vorarbeiter, Kolonnenführer","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Vorarbeiter, Kolonnenführer","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Vorarbeiter, Kolonnenführer","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Vorarbeiter, Kolonnenführer","2010","35-65 Jahre alt","Hauptschulabschluss","105","0.0297564349834572","0.0243759323304394","0.0351369376364751"
"Vorarbeiter, Kolonnenführer","2010","35-65 Jahre alt","Realschulabschluss","54","0.0144058652777564","0.0108099162006775","0.0180018143548353"
"Vorarbeiter, Kolonnenführer","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Vorarbeiter, Kolonnenführer","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Vorarbeiter, Kolonnenführer","2010","66 und älter","(noch) kein Abschluss","","","",""
"Vorarbeiter, Kolonnenführer","2010","66 und älter","Hauptschulabschluss","","","",""
"Vorarbeiter, Kolonnenführer","2010","66 und älter","Realschulabschluss","","","",""
"Vorarbeiter, Kolonnenführer","2010","66 und älter","(Fach-)Abitur","","","",""
"Vorarbeiter, Kolonnenführer","2010","66 und älter","AkademikerInnen","","","",""
"Meister, Polier","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Meister, Polier","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Meister, Polier","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"Meister, Polier","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Meister, Polier","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Meister, Polier","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Meister, Polier","2010","35-65 Jahre alt","Hauptschulabschluss","32","0.0119459577050246","0.00850568514831156","0.0153862302617376"
"Meister, Polier","2010","35-65 Jahre alt","Realschulabschluss","33","0.010867085840842","0.00773827952995017","0.0139958921517338"
"Meister, Polier","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Meister, Polier","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Meister, Polier","2010","66 und älter","(noch) kein Abschluss","","","",""
"Meister, Polier","2010","66 und älter","Hauptschulabschluss","","","",""
"Meister, Polier","2010","66 und älter","Realschulabschluss","","","",""
"Meister, Polier","2010","66 und älter","(Fach-)Abitur","","","",""
"Meister, Polier","2010","66 und älter","AkademikerInnen","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","66 und älter","(noch) kein Abschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","66 und älter","Hauptschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","66 und älter","Realschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","66 und älter","(Fach-)Abitur","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","66 und älter","AkademikerInnen","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","66 und älter","(noch) kein Abschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","66 und älter","Hauptschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","66 und älter","Realschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","66 und älter","(Fach-)Abitur","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","66 und älter","AkademikerInnen","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","66 und älter","(noch) kein Abschluss","","","",""
