"pgstib","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"angelernter Arbeiter","2015","66 und älter","kein Migrationshintergrund","","","",""
"angelernter Arbeiter","2015","66 und älter","direkter Migrationshintergrund","","","",""
"angelernter Arbeiter","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","2015","16-34 Jahre alt","kein Migrationshintergrund","164","0.0506067414033481","0.0439030656764008","0.0573104171302954"
"gelernte und Facharbeiter","2015","16-34 Jahre alt","direkter Migrationshintergrund","68","0.0323871170187543","0.0246209846459664","0.0401532493915422"
"gelernte und Facharbeiter","2015","16-34 Jahre alt","indirekter Migrationshintergrund","37","0.0342086946997634","0.0234770276313238","0.044940361768203"
"gelernte und Facharbeiter","2015","35-65 Jahre alt","kein Migrationshintergrund","694","0.0745682526477152","0.0696589402329783","0.0794775650624522"
"gelernte und Facharbeiter","2015","35-65 Jahre alt","direkter Migrationshintergrund","201","0.0625285373345161","0.0545484044008115","0.0705086702682206"
"gelernte und Facharbeiter","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","2015","66 und älter","kein Migrationshintergrund","","","",""
"gelernte und Facharbeiter","2015","66 und älter","direkter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","2015","35-65 Jahre alt","kein Migrationshintergrund","106","0.00931261455832523","0.00751756839988265","0.0111076607167678"
"Vorarbeiter, Kolonnenführer","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","2015","66 und älter","kein Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Meister, Polier","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Meister, Polier","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Meister, Polier","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Meister, Polier","2015","35-65 Jahre alt","kein Migrationshintergrund","54","0.00587198231908406","0.00444412432781793","0.0072998403103502"
"Meister, Polier","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Meister, Polier","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Meister, Polier","2015","66 und älter","kein Migrationshintergrund","","","",""
"Meister, Polier","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Meister, Polier","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2015","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2015","66 und älter","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2015","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2015","66 und älter","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2015","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2015","66 und älter","kein Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2015","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2015","66 und älter","kein Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt","2015","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt","2015","66 und älter","kein Migrationshintergrund","","","",""
"selbständiger Landwirt","2015","66 und älter","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2015","66 und älter","kein Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2015","66 und älter","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2015","66 und älter","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","2015","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","2015","66 und älter","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","kein Migrationshintergrund","209","0.0218781139688134","0.0191442750710276","0.0246119528665993"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","direkter Migrationshintergrund","48","0.0151986225566094","0.0111661780314734","0.0192310670817453"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2015","66 und älter","kein Migrationshintergrund","37","0.00597074725787668","0.00372582803153466","0.0082156664842187"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","kein Migrationshintergrund","112","0.0104808966644887","0.00857770379877822","0.0123840895301992"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","66 und älter","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","66 und älter","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger","2015","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger","2015","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger","2015","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","16-34 Jahre alt","kein Migrationshintergrund","48","0.0131812733861659","0.00969322007053182","0.0166693267018"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","35-65 Jahre alt","kein Migrationshintergrund","286","0.0277740004766885","0.024703039309429","0.0308449616439479"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","35-65 Jahre alt","direkter Migrationshintergrund","67","0.0278593632407355","0.0224350831786302","0.0332836433028408"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","66 und älter","kein Migrationshintergrund","44","0.0107624815459177","0.0077557594272047","0.0137692036646306"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","35-65 Jahre alt","kein Migrationshintergrund","212","0.0196138740908384","0.0170223708287626","0.0222053773529142"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","35-65 Jahre alt","direkter Migrationshintergrund","54","0.0163780591369331","0.0121945831150232","0.0205615351588429"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","35-65 Jahre alt","kein Migrationshintergrund","54","0.00367743521892033","0.00254622325755251","0.00480864718028816"
"sonstige selbständiger, 10+ Mitarbeiter","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"mithelfende Familienangehörige","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","2015","35-65 Jahre alt","kein Migrationshintergrund","30","0.00295459936730143","0.00194027173320608","0.00396892700139677"
"mithelfende Familienangehörige","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","2015","66 und älter","kein Migrationshintergrund","","","",""
"mithelfende Familienangehörige","2015","66 und älter","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","2015","35-65 Jahre alt","kein Migrationshintergrund","53","0.00491045835179517","0.00360409620770809","0.00621682049588224"
"Angestellte, Industrie- und Werkmeister","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","2015","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","16-34 Jahre alt","kein Migrationshintergrund","216","0.0514456790117396","0.0446896532831184","0.0582017047403608"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","16-34 Jahre alt","direkter Migrationshintergrund","203","0.127406420548165","0.112778941445049","0.142033899651281"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","75","0.0786230567808007","0.0627320678112204","0.094514045750381"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","35-65 Jahre alt","kein Migrationshintergrund","472","0.0387314997387182","0.0351254974129622","0.0423375020644741"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","35-65 Jahre alt","direkter Migrationshintergrund","317","0.0907147031113355","0.0812483894838153","0.100181016738856"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","35","0.0413459909432671","0.0263822120060858","0.0563097698804483"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","16-34 Jahre alt","kein Migrationshintergrund","262","0.065014981963425","0.0574745749491472","0.0725553889777028"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","16-34 Jahre alt","direkter Migrationshintergrund","100","0.0477476614528531","0.0383931760972845","0.0571021468084216"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","16-34 Jahre alt","indirekter Migrationshintergrund","47","0.0469520795611057","0.0344626650683954","0.059441494053816"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","35-65 Jahre alt","kein Migrationshintergrund","768","0.0706308499659169","0.0658427541527215","0.0754189457791124"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","35-65 Jahre alt","direkter Migrationshintergrund","181","0.0369439721924654","0.0307268481252269","0.043161096259704"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","35-65 Jahre alt","indirekter Migrationshintergrund","43","0.0471620940174184","0.0312290158227951","0.0630951722120417"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","2015","16-34 Jahre alt","kein Migrationshintergrund","537","0.166109429819907","0.154726936221684","0.17749192341813"
"Angestellte, qualifizierte Tätigkeit","2015","16-34 Jahre alt","direkter Migrationshintergrund","230","0.149561659631174","0.133915801929351","0.165207517332996"
"Angestellte, qualifizierte Tätigkeit","2015","16-34 Jahre alt","indirekter Migrationshintergrund","111","0.124709735970022","0.105203048651213","0.144216423288831"
"Angestellte, qualifizierte Tätigkeit","2015","35-65 Jahre alt","kein Migrationshintergrund","2535","0.221169567405595","0.213413248968718","0.228925885842472"
"Angestellte, qualifizierte Tätigkeit","2015","35-65 Jahre alt","direkter Migrationshintergrund","451","0.124888321011583","0.113991881400895","0.135784760622272"
"Angestellte, qualifizierte Tätigkeit","2015","35-65 Jahre alt","indirekter Migrationshintergrund","166","0.26385647146799","0.230731252397944","0.296981690538037"
"Angestellte, qualifizierte Tätigkeit","2015","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","2015","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","2015","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","16-34 Jahre alt","kein Migrationshintergrund","307","0.107150360666945","0.0976907835516526","0.116609937782238"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","16-34 Jahre alt","direkter Migrationshintergrund","144","0.102852358399859","0.0895261405164568","0.116178576283261"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","16-34 Jahre alt","indirekter Migrationshintergrund","43","0.0743936814142993","0.0589005760516743","0.0898867867769243"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","35-65 Jahre alt","kein Migrationshintergrund","1472","0.126088954601166","0.119885356901997","0.132292552300334"
