"pgstib","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Auszubildende, gewerblich-technisch (ab 2000)","2013","Hauptschulabschluss","maennlich","99","0.0150281393502831","0.0115229140772804","0.0185333646232859"
"Auszubildende, gewerblich-technisch (ab 2000)","2013","Hauptschulabschluss","weiblich","44","0.00530762384816066","0.00326588058277585","0.00734936711354548"
"Auszubildende, gewerblich-technisch (ab 2000)","2013","Realschulabschluss","maennlich","138","0.0346476670323035","0.0282066060324766","0.0410887280321305"
"Auszubildende, gewerblich-technisch (ab 2000)","2013","Realschulabschluss","weiblich","74","0.0143135427054288","0.0109331707300673","0.0176939146807903"
"Auszubildende, gewerblich-technisch (ab 2000)","2013","(Fach-)Abitur","maennlich","48","0.025369326890655","0.0182462164383247","0.0324924373429854"
"Auszubildende, gewerblich-technisch (ab 2000)","2013","(Fach-)Abitur","weiblich","32","0.0100267512482243","0.00620229739144844","0.0138512051050001"
"Auszubildende, gewerblich-technisch (ab 2000)","2013","AkademikerInnen","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2013","AkademikerInnen","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2013","(noch) kein Abschluss","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2013","(noch) kein Abschluss","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2013","Hauptschulabschluss","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2013","Hauptschulabschluss","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2013","Realschulabschluss","maennlich","31","0.00819340832417776","0.00501855780074366","0.0113682588476119"
"Auszubildende, kaufmännisch (ab 2000)","2013","Realschulabschluss","weiblich","67","0.00980108389736408","0.00699745966273529","0.0126047081319929"
"Auszubildende, kaufmännisch (ab 2000)","2013","(Fach-)Abitur","maennlich","37","0.0241385530897854","0.0171859911560187","0.031091115023552"
"Auszubildende, kaufmännisch (ab 2000)","2013","(Fach-)Abitur","weiblich","64","0.0283908054457716","0.0220153349505747","0.0347662759409686"
"Auszubildende, kaufmännisch (ab 2000)","2013","AkademikerInnen","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2013","AkademikerInnen","weiblich","","","",""
"Volontäre, Praktikanten","2013","(noch) kein Abschluss","maennlich","","","",""
"Volontäre, Praktikanten","2013","(noch) kein Abschluss","weiblich","","","",""
"Volontäre, Praktikanten","2013","Hauptschulabschluss","maennlich","","","",""
"Volontäre, Praktikanten","2013","Hauptschulabschluss","weiblich","","","",""
"Volontäre, Praktikanten","2013","Realschulabschluss","maennlich","","","",""
"Volontäre, Praktikanten","2013","Realschulabschluss","weiblich","","","",""
"Volontäre, Praktikanten","2013","(Fach-)Abitur","maennlich","","","",""
"Volontäre, Praktikanten","2013","(Fach-)Abitur","weiblich","","","",""
"Volontäre, Praktikanten","2013","AkademikerInnen","maennlich","","","",""
"Volontäre, Praktikanten","2013","AkademikerInnen","weiblich","","","",""
"Aspiranten (1990 Ost)","2013","(noch) kein Abschluss","maennlich","","","",""
"Aspiranten (1990 Ost)","2013","(noch) kein Abschluss","weiblich","","","",""
"Aspiranten (1990 Ost)","2013","Hauptschulabschluss","maennlich","","","",""
"Aspiranten (1990 Ost)","2013","Hauptschulabschluss","weiblich","","","",""
"Aspiranten (1990 Ost)","2013","Realschulabschluss","maennlich","","","",""
"Aspiranten (1990 Ost)","2013","Realschulabschluss","weiblich","","","",""
"Aspiranten (1990 Ost)","2013","(Fach-)Abitur","maennlich","","","",""
"Aspiranten (1990 Ost)","2013","(Fach-)Abitur","weiblich","","","",""
"Aspiranten (1990 Ost)","2013","AkademikerInnen","maennlich","","","",""
"Aspiranten (1990 Ost)","2013","AkademikerInnen","weiblich","","","",""
"ungelernter Arbeiter","2013","(noch) kein Abschluss","maennlich","46","0.0513175609461391","0.0364141567755435","0.0662209651167346"
"ungelernter Arbeiter","2013","(noch) kein Abschluss","weiblich","64","0.0714785044760033","0.0547860095168499","0.0881709994351568"
"ungelernter Arbeiter","2013","Hauptschulabschluss","maennlich","180","0.0281181480224421","0.0233554668605404","0.0328808291843438"
"ungelernter Arbeiter","2013","Hauptschulabschluss","weiblich","296","0.0429558457623084","0.0372583528535756","0.0486533386710413"
"ungelernter Arbeiter","2013","Realschulabschluss","maennlich","42","0.00827264060584487","0.00508260364988367","0.0114626775618061"
"ungelernter Arbeiter","2013","Realschulabschluss","weiblich","104","0.0236637890320774","0.0193380195777898","0.0279895584863651"
"ungelernter Arbeiter","2013","(Fach-)Abitur","maennlich","55","0.0232030061552126","0.0163832404655843","0.0300227718448409"
"ungelernter Arbeiter","2013","(Fach-)Abitur","weiblich","96","0.0292844749102378","0.0228124186502663","0.0357565311702093"
"ungelernter Arbeiter","2013","AkademikerInnen","maennlich","","","",""
"ungelernter Arbeiter","2013","AkademikerInnen","weiblich","44","0.00947228440261057","0.00622735448199672","0.0127172143232244"
"angelernter Arbeiter","2013","(noch) kein Abschluss","maennlich","53","0.0544800378185798","0.0391498986798861","0.0698101769572736"
"angelernter Arbeiter","2013","(noch) kein Abschluss","weiblich","31","0.0362731342841064","0.0241585903634555","0.0483876782047573"
"angelernter Arbeiter","2013","Hauptschulabschluss","maennlich","577","0.103382544980008","0.0946109489959386","0.112154140964077"
"angelernter Arbeiter","2013","Hauptschulabschluss","weiblich","335","0.0581742706946824","0.0515968227796504","0.0647517186097144"
"angelernter Arbeiter","2013","Realschulabschluss","maennlich","167","0.0490211187604974","0.0414169011984906","0.0566253363225042"
"angelernter Arbeiter","2013","Realschulabschluss","weiblich","187","0.0343372669061705","0.0291550316269718","0.0395195021853692"
"angelernter Arbeiter","2013","(Fach-)Abitur","maennlich","137","0.0494135720987321","0.0395957739579524","0.0592313702395118"
"angelernter Arbeiter","2013","(Fach-)Abitur","weiblich","99","0.0347792573153798","0.0277460883593019","0.0418124262714576"
"angelernter Arbeiter","2013","AkademikerInnen","maennlich","48","0.00891487466028561","0.00577468587792003","0.0120550634426512"
"angelernter Arbeiter","2013","AkademikerInnen","weiblich","50","0.0106935653022678","0.00724791402931813","0.0141392165752175"
"gelernte und Facharbeiter","2013","(noch) kein Abschluss","maennlich","","","",""
"gelernte und Facharbeiter","2013","(noch) kein Abschluss","weiblich","","","",""
"gelernte und Facharbeiter","2013","Hauptschulabschluss","maennlich","578","0.119050638825083","0.109720400150977","0.128380877499189"
"gelernte und Facharbeiter","2013","Hauptschulabschluss","weiblich","73","0.0149619974755572","0.0115506343542873","0.0183733605968271"
"gelernte und Facharbeiter","2013","Realschulabschluss","maennlich","482","0.170585086530437","0.157337586218473","0.183832586842402"
"gelernte und Facharbeiter","2013","Realschulabschluss","weiblich","107","0.0271581371664997","0.0225322754847072","0.0317839988482922"
"gelernte und Facharbeiter","2013","(Fach-)Abitur","maennlich","103","0.0464360939842561","0.0369037893845529","0.0559683985839593"
"gelernte und Facharbeiter","2013","(Fach-)Abitur","weiblich","","","",""
"gelernte und Facharbeiter","2013","AkademikerInnen","maennlich","","","",""
"gelernte und Facharbeiter","2013","AkademikerInnen","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","2013","(noch) kein Abschluss","maennlich","","","",""
"Vorarbeiter, Kolonnenführer","2013","(noch) kein Abschluss","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","2013","Hauptschulabschluss","maennlich","112","0.0268236334768579","0.022168780206441","0.0314784867472748"
"Vorarbeiter, Kolonnenführer","2013","Hauptschulabschluss","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","2013","Realschulabschluss","maennlich","60","0.0164291832287388","0.0119521708813797","0.0209061955760978"
"Vorarbeiter, Kolonnenführer","2013","Realschulabschluss","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","2013","(Fach-)Abitur","maennlich","","","",""
"Vorarbeiter, Kolonnenführer","2013","(Fach-)Abitur","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","2013","AkademikerInnen","maennlich","","","",""
"Vorarbeiter, Kolonnenführer","2013","AkademikerInnen","weiblich","","","",""
"Meister, Polier","2013","(noch) kein Abschluss","maennlich","","","",""
"Meister, Polier","2013","(noch) kein Abschluss","weiblich","","","",""
"Meister, Polier","2013","Hauptschulabschluss","maennlich","","","",""
"Meister, Polier","2013","Hauptschulabschluss","weiblich","","","",""
"Meister, Polier","2013","Realschulabschluss","maennlich","30","0.0119478662339835","0.00812127039980733","0.0157744620681597"
"Meister, Polier","2013","Realschulabschluss","weiblich","","","",""
"Meister, Polier","2013","(Fach-)Abitur","maennlich","","","",""
"Meister, Polier","2013","(Fach-)Abitur","weiblich","","","",""
"Meister, Polier","2013","AkademikerInnen","maennlich","","","",""
"Meister, Polier","2013","AkademikerInnen","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2013","(noch) kein Abschluss","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2013","(noch) kein Abschluss","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2013","Hauptschulabschluss","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2013","Hauptschulabschluss","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2013","Realschulabschluss","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2013","Realschulabschluss","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2013","(Fach-)Abitur","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2013","(Fach-)Abitur","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2013","AkademikerInnen","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2013","AkademikerInnen","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2013","(noch) kein Abschluss","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2013","(noch) kein Abschluss","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2013","Hauptschulabschluss","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2013","Hauptschulabschluss","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2013","Realschulabschluss","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2013","Realschulabschluss","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2013","(Fach-)Abitur","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2013","(Fach-)Abitur","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2013","AkademikerInnen","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2013","AkademikerInnen","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2013","(noch) kein Abschluss","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2013","(noch) kein Abschluss","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2013","Hauptschulabschluss","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2013","Hauptschulabschluss","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2013","Realschulabschluss","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2013","Realschulabschluss","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2013","(Fach-)Abitur","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2013","(Fach-)Abitur","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2013","AkademikerInnen","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2013","AkademikerInnen","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2013","(noch) kein Abschluss","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2013","(noch) kein Abschluss","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2013","Hauptschulabschluss","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2013","Hauptschulabschluss","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2013","Realschulabschluss","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2013","Realschulabschluss","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2013","(Fach-)Abitur","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2013","(Fach-)Abitur","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2013","AkademikerInnen","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2013","AkademikerInnen","weiblich","","","",""
"selbständiger Landwirt","2013","(noch) kein Abschluss","maennlich","","","",""
"selbständiger Landwirt","2013","(noch) kein Abschluss","weiblich","","","",""
"selbständiger Landwirt","2013","Hauptschulabschluss","maennlich","","","",""
"selbständiger Landwirt","2013","Hauptschulabschluss","weiblich","","","",""
"selbständiger Landwirt","2013","Realschulabschluss","maennlich","","","",""
"selbständiger Landwirt","2013","Realschulabschluss","weiblich","","","",""
"selbständiger Landwirt","2013","(Fach-)Abitur","maennlich","","","",""
"selbständiger Landwirt","2013","(Fach-)Abitur","weiblich","","","",""
"selbständiger Landwirt","2013","AkademikerInnen","maennlich","","","",""
"selbständiger Landwirt","2013","AkademikerInnen","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2013","(noch) kein Abschluss","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2013","(noch) kein Abschluss","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2013","Hauptschulabschluss","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2013","Hauptschulabschluss","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2013","Realschulabschluss","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2013","Realschulabschluss","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2013","(Fach-)Abitur","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2013","(Fach-)Abitur","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2013","AkademikerInnen","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2013","AkademikerInnen","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2013","(noch) kein Abschluss","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2013","(noch) kein Abschluss","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2013","Hauptschulabschluss","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2013","Hauptschulabschluss","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2013","Realschulabschluss","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2013","Realschulabschluss","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2013","(Fach-)Abitur","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2013","(Fach-)Abitur","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2013","AkademikerInnen","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2013","AkademikerInnen","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2013","(noch) kein Abschluss","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2013","(noch) kein Abschluss","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2013","Hauptschulabschluss","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2013","Hauptschulabschluss","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2013","Realschulabschluss","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2013","Realschulabschluss","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2013","(Fach-)Abitur","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2013","(Fach-)Abitur","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2013","AkademikerInnen","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2013","AkademikerInnen","weiblich","","","",""
"Freiberufler, Akademiker","2013","(noch) kein Abschluss","maennlich","","","",""
"Freiberufler, Akademiker","2013","(noch) kein Abschluss","weiblich","","","",""
"Freiberufler, Akademiker","2013","Hauptschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker","2013","Hauptschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker","2013","Realschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker","2013","Realschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker","2013","(Fach-)Abitur","maennlich","","","",""
"Freiberufler, Akademiker","2013","(Fach-)Abitur","weiblich","","","",""
"Freiberufler, Akademiker","2013","AkademikerInnen","maennlich","","","",""
"Freiberufler, Akademiker","2013","AkademikerInnen","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2013","(noch) kein Abschluss","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2013","(noch) kein Abschluss","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2013","Hauptschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2013","Hauptschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2013","Realschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2013","Realschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2013","(Fach-)Abitur","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2013","(Fach-)Abitur","weiblich","40","0.017393104545599","0.012374811334491","0.022411397756707"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2013","AkademikerInnen","maennlich","141","0.0344288930519876","0.0283377847886714","0.0405200013153037"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2013","AkademikerInnen","weiblich","155","0.0541416811743599","0.0465607325422535","0.0617226298064663"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2013","(noch) kein Abschluss","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2013","(noch) kein Abschluss","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2013","Hauptschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2013","Hauptschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2013","Realschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2013","Realschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2013","(Fach-)Abitur","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2013","(Fach-)Abitur","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2013","AkademikerInnen","maennlich","97","0.0270653184864172","0.0216441728902192","0.0324864640826153"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2013","AkademikerInnen","weiblich","54","0.0185648139875221","0.0140429160628795","0.0230867119121647"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2013","(noch) kein Abschluss","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2013","(noch) kein Abschluss","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2013","Hauptschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2013","Hauptschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2013","Realschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2013","Realschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2013","(Fach-)Abitur","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2013","(Fach-)Abitur","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2013","AkademikerInnen","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2013","AkademikerInnen","weiblich","","","",""
"sonstige selbständiger","2013","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger","2013","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger","2013","Hauptschulabschluss","maennlich","","","",""
"sonstige selbständiger","2013","Hauptschulabschluss","weiblich","","","",""
"sonstige selbständiger","2013","Realschulabschluss","maennlich","","","",""
"sonstige selbständiger","2013","Realschulabschluss","weiblich","","","",""
"sonstige selbständiger","2013","(Fach-)Abitur","maennlich","","","",""
"sonstige selbständiger","2013","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger","2013","AkademikerInnen","maennlich","","","",""
"sonstige selbständiger","2013","AkademikerInnen","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2013","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2013","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2013","Hauptschulabschluss","maennlich","98","0.021676063356894","0.0174805707366315","0.0258715559771566"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2013","Hauptschulabschluss","weiblich","53","0.00942647800271797","0.00671113463785936","0.0121418213675766"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2013","Realschulabschluss","maennlich","98","0.033331292927984","0.0270094689632916","0.0396531168926764"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2013","Realschulabschluss","weiblich","92","0.0190565520706685","0.0151655122354093","0.0229475919059277"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2013","(Fach-)Abitur","maennlich","62","0.0359345220368128","0.0275030312273629","0.0443660128462627"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2013","(Fach-)Abitur","weiblich","64","0.0212605971963866","0.01572328714701","0.0267979072457632"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2013","AkademikerInnen","maennlich","82","0.0245169693039273","0.0193505945062677","0.0296833441015869"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2013","AkademikerInnen","weiblich","77","0.0209940202006019","0.0161913239634923","0.0257967164377115"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2013","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2013","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2013","Hauptschulabschluss","maennlich","82","0.0147279635559969","0.0112573932648209","0.0181985338471728"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2013","Hauptschulabschluss","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2013","Realschulabschluss","maennlich","94","0.0294871373303768","0.0235292204175118","0.0354450542432419"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2013","Realschulabschluss","weiblich","35","0.00660930469867476","0.00430330386708357","0.00891530553026596"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2013","(Fach-)Abitur","maennlich","42","0.0183341588482918","0.0122569032368265","0.024411414459757"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2013","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2013","AkademikerInnen","maennlich","51","0.0146135668827818","0.0106046775908049","0.0186224561747588"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2013","AkademikerInnen","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2013","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2013","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2013","Hauptschulabschluss","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2013","Hauptschulabschluss","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2013","Realschulabschluss","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2013","Realschulabschluss","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2013","(Fach-)Abitur","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2013","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2013","AkademikerInnen","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2013","AkademikerInnen","weiblich","","","",""
"mithelfende Familienangehörige","2013","(noch) kein Abschluss","maennlich","","","",""
"mithelfende Familienangehörige","2013","(noch) kein Abschluss","weiblich","","","",""
"mithelfende Familienangehörige","2013","Hauptschulabschluss","maennlich","","","",""
"mithelfende Familienangehörige","2013","Hauptschulabschluss","weiblich","","","",""
"mithelfende Familienangehörige","2013","Realschulabschluss","maennlich","","","",""
"mithelfende Familienangehörige","2013","Realschulabschluss","weiblich","","","",""
"mithelfende Familienangehörige","2013","(Fach-)Abitur","maennlich","","","",""
"mithelfende Familienangehörige","2013","(Fach-)Abitur","weiblich","","","",""
"mithelfende Familienangehörige","2013","AkademikerInnen","maennlich","","","",""
"mithelfende Familienangehörige","2013","AkademikerInnen","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2013","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","2013","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2013","Hauptschulabschluss","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","2013","Hauptschulabschluss","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2013","Realschulabschluss","maennlich","38","0.0104079432055805","0.00683366753057047","0.0139822188805905"
"Angestellte, Industrie- und Werkmeister","2013","Realschulabschluss","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2013","(Fach-)Abitur","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","2013","(Fach-)Abitur","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2013","AkademikerInnen","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","2013","AkademikerInnen","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2013","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2013","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2013","Hauptschulabschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2013","Hauptschulabschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2013","Realschulabschluss","maennlich","","","",""
