"ple0044_h","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2015","Bremen","indirekter Migrationshintergrund","6","","",""
"Ja","2015","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Nordrhein-Westfalen","kein Migrationshintergrund","2660","0.759401015619544","0.745270177928955","0.773531853310132"
"Ja","2015","Nordrhein-Westfalen","direkter Migrationshintergrund","1037","0.739301986057914","0.717166163918464","0.761437808197365"
"Ja","2015","Nordrhein-Westfalen","indirekter Migrationshintergrund","343","0.749296985696742","0.710604080212824","0.78798989118066"
"Ja","2015","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Hessen","kein Migrationshintergrund","924","0.790052089994915","0.766824359242988","0.813279820746842"
"Ja","2015","Hessen","direkter Migrationshintergrund","353","0.688894041577369","0.649555101574088","0.728232981580649"
"Ja","2015","Hessen","indirekter Migrationshintergrund","114","0.738553427348161","0.667275658223542","0.809831196472779"
"Ja","2015","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","792","0.779093098313482","0.753903946007939","0.804282250619025"
"Ja","2015","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","292","0.706166974475154","0.663604608890748","0.748729340059559"
"Ja","2015","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","82","0.751619941971802","0.67265093440832","0.830588949535284"
"Ja","2015","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Baden-Württemberg","kein Migrationshintergrund","1483","0.733295006553483","0.714118528622022","0.752471484484945"
"Ja","2015","Baden-Württemberg","direkter Migrationshintergrund","561","0.692475993390936","0.661005761686638","0.723946225095234"
"Ja","2015","Baden-Württemberg","indirekter Migrationshintergrund","229","0.717502603928392","0.666641731142066","0.768363476714717"
"Ja","2015","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Bayern","kein Migrationshintergrund","2196","0.729757645513525","0.713958457104795","0.745556833922255"
"Ja","2015","Bayern","direkter Migrationshintergrund","670","0.711431371201867","0.683638956347534","0.739223786056201"
"Ja","2015","Bayern","indirekter Migrationshintergrund","193","0.705962786481895","0.651415550671248","0.760510022292541"
"Ja","2015","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Saarland","kein Migrationshintergrund","","","",""
"Ja","2015","Saarland","direkter Migrationshintergrund","","","",""
"Ja","2015","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","2015","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Berlin","kein Migrationshintergrund","576","0.783353875798837","0.753712347038586","0.812995404559087"
"Ja","2015","Berlin","direkter Migrationshintergrund","137","0.744428888917155","0.681575352717973","0.807282425116337"
"Ja","2015","Berlin","indirekter Migrationshintergrund","40","0.835230745031518","0.733417488629364","0.937044001433671"
"Ja","2015","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Brandenburg","kein Migrationshintergrund","651","0.744422833790979","0.715321455305045","0.773524212276912"
"Ja","2015","Brandenburg","direkter Migrationshintergrund","87","0.74326775424111","0.664450746464243","0.822084762017977"
"Ja","2015","Brandenburg","indirekter Migrationshintergrund","9","","",""
"Ja","2015","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Mecklenburg-Vorpommern","kein Migrationshintergrund","383","0.686591957836144","0.646797988238289","0.726385927433999"
"Ja","2015","Mecklenburg-Vorpommern","direkter Migrationshintergrund","14","","",""
"Ja","2015","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","11","","",""
"Ja","2015","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Sachsen","kein Migrationshintergrund","992","0.709792439273119","0.685958678345774","0.733626200200465"
"Ja","2015","Sachsen","direkter Migrationshintergrund","55","0.72736295622289","0.630384871401184","0.824341041044596"
"Ja","2015","Sachsen","indirekter Migrationshintergrund","18","","",""
"Ja","2015","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Sachsen-Anhalt","kein Migrationshintergrund","591","0.748070452673959","0.718174225469906","0.777966679878012"
"Ja","2015","Sachsen-Anhalt","direkter Migrationshintergrund","35","0.616287901984231","0.487770684650659","0.744805119317802"
"Ja","2015","Sachsen-Anhalt","indirekter Migrationshintergrund","14","","",""
"Ja","2015","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Thüringen","kein Migrationshintergrund","632","0.735430113850743","0.705983499551581","0.764876728149904"
"Ja","2015","Thüringen","direkter Migrationshintergrund","57","0.775126276073421","0.686888520863938","0.863364031282904"
"Ja","2015","Thüringen","indirekter Migrationshintergrund","10","","",""
"Ja","2015","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Schleswig-Holstein","kein Migrationshintergrund","159","0.225143846407174","0.192476876455939","0.257810816358409"
"Nein","2016","Schleswig-Holstein","direkter Migrationshintergrund","45","0.235538425629831","0.165498246381823","0.30557860487784"
"Nein","2016","Schleswig-Holstein","indirekter Migrationshintergrund","7","","",""
"Nein","2016","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Hamburg","kein Migrationshintergrund","76","0.179421406553743","0.134873953263536","0.22396885984395"
"Nein","2016","Hamburg","direkter Migrationshintergrund","35","0.304488920111825","0.21429321366728","0.394684626556369"
"Nein","2016","Hamburg","indirekter Migrationshintergrund","10","","",""
"Nein","2016","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Niedersachsen","kein Migrationshintergrund","413","0.21797594643504","0.198643118673564","0.237308774196516"
"Nein","2016","Niedersachsen","direkter Migrationshintergrund","145","0.28402762087222","0.243894249493855","0.324160992250586"
"Nein","2016","Niedersachsen","indirekter Migrationshintergrund","34","0.221991086506422","0.143247306839631","0.300734866173213"
"Nein","2016","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Bremen","kein Migrationshintergrund","17","","",""
"Nein","2016","Bremen","direkter Migrationshintergrund","16","","",""
"Nein","2016","Bremen","indirekter Migrationshintergrund","1","","",""
"Nein","2016","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Nordrhein-Westfalen","kein Migrationshintergrund","799","0.256159665903988","0.241241638853783","0.271077692954192"
"Nein","2016","Nordrhein-Westfalen","direkter Migrationshintergrund","395","0.299563656720014","0.274469534788574","0.324657778651453"
"Nein","2016","Nordrhein-Westfalen","indirekter Migrationshintergrund","127","0.261344187337611","0.220928716089773","0.301759658585449"
"Nein","2016","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Hessen","kein Migrationshintergrund","260","0.233681918017068","0.20844401284614","0.258919823187997"
"Nein","2016","Hessen","direkter Migrationshintergrund","116","0.230514397932545","0.189344068525178","0.271684727339913"
"Nein","2016","Hessen","indirekter Migrationshintergrund","28","","",""
"Nein","2016","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","260","0.238696767830919","0.211966524322653","0.265427011339185"
"Nein","2016","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","153","0.337798682478074","0.290616455599282","0.384980909356866"
"Nein","2016","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","40","0.364926111184603","0.275368768330109","0.454483454039097"
"Nein","2016","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Baden-Württemberg","kein Migrationshintergrund","507","0.269720094890972","0.249610073877807","0.289830115904137"
"Nein","2016","Baden-Württemberg","direkter Migrationshintergrund","203","0.324308943446102","0.288994712521491","0.359623174370713"
"Nein","2016","Baden-Württemberg","indirekter Migrationshintergrund","77","0.302063045101496","0.246359256679792","0.357766833523199"
"Nein","2016","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Bayern","kein Migrationshintergrund","736","0.26188217310218","0.245488605956962","0.278275740247397"
"Nein","2016","Bayern","direkter Migrationshintergrund","256","0.248824355976961","0.219412242142007","0.278236469811915"
"Nein","2016","Bayern","indirekter Migrationshintergrund","79","0.340950085708448","0.282768901476147","0.39913126994075"
"Nein","2016","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Saarland","kein Migrationshintergrund","","","",""
"Nein","2016","Saarland","direkter Migrationshintergrund","","","",""
"Nein","2016","Saarland","indirekter Migrationshintergrund","","","",""
"Nein","2016","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Berlin","kein Migrationshintergrund","143","0.198239815106796","0.168663908615989","0.227815721597602"
"Nein","2016","Berlin","direkter Migrationshintergrund","33","0.231535110300723","0.164256027688637","0.29881419291281"
"Nein","2016","Berlin","indirekter Migrationshintergrund","15","","",""
"Nein","2016","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Brandenburg","kein Migrationshintergrund","187","0.241972060891189","0.212349981840391","0.271594139941987"
"Nein","2016","Brandenburg","direkter Migrationshintergrund","20","","",""
"Nein","2016","Brandenburg","indirekter Migrationshintergrund","4","","",""
"Nein","2016","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Mecklenburg-Vorpommern","kein Migrationshintergrund","124","0.300280570519671","0.259274037249911","0.341287103789431"
"Nein","2016","Mecklenburg-Vorpommern","direkter Migrationshintergrund","5","","",""
"Nein","2016","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","3","","",""
"Nein","2016","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Sachsen","kein Migrationshintergrund","372","0.263360976174577","0.239617984723298","0.287103967625855"
"Nein","2016","Sachsen","direkter Migrationshintergrund","15","","",""
"Nein","2016","Sachsen","indirekter Migrationshintergrund","8","","",""
"Nein","2016","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Sachsen-Anhalt","kein Migrationshintergrund","195","0.261163441003486","0.229683952170383","0.292642929836589"
"Nein","2016","Sachsen-Anhalt","direkter Migrationshintergrund","15","","",""
"Nein","2016","Sachsen-Anhalt","indirekter Migrationshintergrund","6","","",""
"Nein","2016","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Thüringen","kein Migrationshintergrund","206","0.274895561120615","0.244187370922641","0.305603751318589"
"Nein","2016","Thüringen","direkter Migrationshintergrund","19","","",""
"Nein","2016","Thüringen","indirekter Migrationshintergrund","3","","",""
"Nein","2016","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Schleswig-Holstein","kein Migrationshintergrund","469","0.774856153592826","0.742189183641591","0.807523123544061"
"Ja","2016","Schleswig-Holstein","direkter Migrationshintergrund","96","0.764461574370168","0.69442139512216","0.834501753618177"
"Ja","2016","Schleswig-Holstein","indirekter Migrationshintergrund","38","0.920619437866773","0.841635462364743","0.999603413368803"
"Ja","2016","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Hamburg","kein Migrationshintergrund","209","0.820578593446257","0.77603114015605","0.865126046736464"
"Ja","2016","Hamburg","direkter Migrationshintergrund","65","0.695511079888176","0.605315373443631","0.78570678633272"
"Ja","2016","Hamburg","indirekter Migrationshintergrund","27","","",""
"Ja","2016","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Niedersachsen","kein Migrationshintergrund","1339","0.78202405356496","0.762691225803484","0.801356881326436"
"Ja","2016","Niedersachsen","direkter Migrationshintergrund","340","0.715972379127779","0.675839007749414","0.756105750506145"
"Ja","2016","Niedersachsen","indirekter Migrationshintergrund","73","0.778008913493578","0.699265133826787","0.856752693160369"
"Ja","2016","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Bremen","kein Migrationshintergrund","93","0.90560724472722","0.850969718991372","0.960244770463068"
"Ja","2016","Bremen","direkter Migrationshintergrund","44","0.668754519061804","0.549663006352226","0.787846031771383"
"Ja","2016","Bremen","indirekter Migrationshintergrund","5","","",""
"Ja","2016","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Nordrhein-Westfalen","kein Migrationshintergrund","2490","0.743840334096012","0.728922307045808","0.758758361146216"
"Ja","2016","Nordrhein-Westfalen","direkter Migrationshintergrund","885","0.700436343279986","0.675342221348547","0.725530465211426"
"Ja","2016","Nordrhein-Westfalen","indirekter Migrationshintergrund","327","0.738655812662389","0.698240341414551","0.779071283910227"
"Ja","2016","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Hessen","kein Migrationshintergrund","820","0.766318081982932","0.741080176812003","0.79155598715386"
"Ja","2016","Hessen","direkter Migrationshintergrund","286","0.769485602067455","0.728315272660087","0.810655931474823"
"Ja","2016","Hessen","indirekter Migrationshintergrund","93","0.756944366955816","0.680518524996129","0.833370208915502"
"Ja","2016","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","717","0.761303232169081","0.734572988660815","0.788033475677347"
"Ja","2016","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","233","0.662201317521926","0.615019090643134","0.709383544400718"
"Ja","2016","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","71","0.635073888815397","0.545516545960903","0.724631231669891"
"Ja","2016","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Baden-Württemberg","kein Migrationshintergrund","1364","0.730279905109028","0.710169884095863","0.750389926122193"
"Ja","2016","Baden-Württemberg","direkter Migrationshintergrund","472","0.675691056553898","0.640376825629287","0.711005287478509"
"Ja","2016","Baden-Württemberg","indirekter Migrationshintergrund","184","0.697936954898504","0.642233166476801","0.753640743320208"
"Ja","2016","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Bayern","kein Migrationshintergrund","2027","0.73811782689782","0.721724259752603","0.754511394043037"
"Ja","2016","Bayern","direkter Migrationshintergrund","574","0.751175644023039","0.721763530188085","0.780587757857993"
"Ja","2016","Bayern","indirekter Migrationshintergrund","176","0.659049914291552","0.60086873005925","0.717231098523853"
"Ja","2016","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Saarland","kein Migrationshintergrund","","","",""
"Ja","2016","Saarland","direkter Migrationshintergrund","","","",""
"Ja","2016","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","2016","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Berlin","kein Migrationshintergrund","555","0.801760184893205","0.772184278402398","0.831336091384011"
"Ja","2016","Berlin","direkter Migrationshintergrund","118","0.768464889699277","0.70118580708719","0.835743972311363"
"Ja","2016","Berlin","indirekter Migrationshintergrund","35","0.710328096452624","0.584596111446955","0.836060081458293"
"Ja","2016","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Brandenburg","kein Migrationshintergrund","616","0.758027939108811","0.728405860058013","0.787650018159609"
"Ja","2016","Brandenburg","direkter Migrationshintergrund","81","0.695561253237179","0.605817328692008","0.785305177782349"
"Ja","2016","Brandenburg","indirekter Migrationshintergrund","16","","",""
"Ja","2016","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Mecklenburg-Vorpommern","kein Migrationshintergrund","356","0.699719429480329","0.658712896210569","0.740725962750089"
"Ja","2016","Mecklenburg-Vorpommern","direkter Migrationshintergrund","14","","",""
"Ja","2016","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","9","","",""
"Ja","2016","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Sachsen","kein Migrationshintergrund","950","0.736639023825423","0.712896032374145","0.760382015276702"
"Ja","2016","Sachsen","direkter Migrationshintergrund","46","0.784164042931051","0.680923914921889","0.887404170940213"
"Ja","2016","Sachsen","indirekter Migrationshintergrund","19","","",""
"Ja","2016","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Sachsen-Anhalt","kein Migrationshintergrund","553","0.738836558996514","0.707357070163411","0.770316047829617"
"Ja","2016","Sachsen-Anhalt","direkter Migrationshintergrund","32","0.696737132333115","0.565322640781933","0.828151623884297"
"Ja","2016","Sachsen-Anhalt","indirekter Migrationshintergrund","17","","",""
"Ja","2016","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Thüringen","kein Migrationshintergrund","606","0.725104438879385","0.694396248681411","0.755812629077359"
"Ja","2016","Thüringen","direkter Migrationshintergrund","48","0.606473558155451","0.489495721773498","0.723451394537405"
"Ja","2016","Thüringen","indirekter Migrationshintergrund","10","","",""
"Ja","2016","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Schleswig-Holstein","kein Migrationshintergrund","156","0.176558585913399","0.14934265512784","0.203774516698957"
"Nein","2017","Schleswig-Holstein","direkter Migrationshintergrund","38","0.177998093755098","0.115738228289153","0.240257959221043"
"Nein","2017","Schleswig-Holstein","indirekter Migrationshintergrund","9","","",""
"Nein","2017","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Hamburg","kein Migrationshintergrund","74","0.194971108350504","0.151563689137958","0.23837852756305"
"Nein","2017","Hamburg","direkter Migrationshintergrund","30","0.201852142592517","0.121560409470251","0.282143875714783"
"Nein","2017","Hamburg","indirekter Migrationshintergrund","10","","",""
"Nein","2017","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Niedersachsen","kein Migrationshintergrund","450","0.188736358131979","0.171936406730573","0.205536309533386"
"Nein","2017","Niedersachsen","direkter Migrationshintergrund","117","0.255968931548754","0.215692685689652","0.296245177407857"
"Nein","2017","Niedersachsen","indirekter Migrationshintergrund","35","0.262522661994564","0.188299586428408","0.336745737560719"
"Nein","2017","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Bremen","kein Migrationshintergrund","35","0.205035196828316","0.137676029802542","0.272394363854091"
"Nein","2017","Bremen","direkter Migrationshintergrund","23","","",""
"Nein","2017","Bremen","indirekter Migrationshintergrund","1","","",""
"Nein","2017","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Nordrhein-Westfalen","kein Migrationshintergrund","894","0.247301920143552","0.233504132789386","0.261099707497718"
"Nein","2017","Nordrhein-Westfalen","direkter Migrationshintergrund","347","0.288851594217579","0.263186835433487","0.314516353001671"
"Nein","2017","Nordrhein-Westfalen","indirekter Migrationshintergrund","138","0.24771346467374","0.210100351233559","0.285326578113921"
"Nein","2017","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Hessen","kein Migrationshintergrund","262","0.202858927203966","0.180494800261936","0.225223054145996"
"Nein","2017","Hessen","direkter Migrationshintergrund","108","0.252404008459496","0.208842990958841","0.295965025960152"
"Nein","2017","Hessen","indirekter Migrationshintergrund","29","","",""
"Nein","2017","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","237","0.208355118970409","0.183600564576644","0.233109673364174"
"Nein","2017","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","144","0.385397109789448","0.335536329098838","0.435257890480059"
"Nein","2017","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","28","","",""
"Nein","2017","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Baden-Württemberg","kein Migrationshintergrund","543","0.270496081570093","0.25143334516479","0.289558817975395"
"Nein","2017","Baden-Württemberg","direkter Migrationshintergrund","195","0.28113053120895","0.245744547568678","0.316516514849222"
"Nein","2017","Baden-Württemberg","indirekter Migrationshintergrund","75","0.253667825503402","0.203063493510665","0.304272157496139"
"Nein","2017","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Bayern","kein Migrationshintergrund","840","0.264989609603114","0.249459005245286","0.280520213960942"
"Nein","2017","Bayern","direkter Migrationshintergrund","248","0.284426602100404","0.25333908550055","0.315514118700258"
"Nein","2017","Bayern","indirekter Migrationshintergrund","78","0.327547969549969","0.269717603553908","0.38537833554603"
"Nein","2017","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Saarland","kein Migrationshintergrund","","","",""
"Nein","2017","Saarland","direkter Migrationshintergrund","","","",""
"Nein","2017","Saarland","indirekter Migrationshintergrund","","","",""
"Nein","2017","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Berlin","kein Migrationshintergrund","150","0.203375930083021","0.174927296647338","0.231824563518705"
"Nein","2017","Berlin","direkter Migrationshintergrund","44","0.253401068541291","0.183794477566331","0.323007659516251"
"Nein","2017","Berlin","indirekter Migrationshintergrund","19","","",""
"Nein","2017","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Brandenburg","kein Migrationshintergrund","209","0.197209270265495","0.171328928676041","0.223089611854948"
"Nein","2017","Brandenburg","direkter Migrationshintergrund","16","","",""
"Nein","2017","Brandenburg","indirekter Migrationshintergrund","3","","",""
"Nein","2017","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Mecklenburg-Vorpommern","kein Migrationshintergrund","115","0.240728295398349","0.204501211399497","0.2769553793972"
"Nein","2017","Mecklenburg-Vorpommern","direkter Migrationshintergrund","2","","",""
"Nein","2017","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","4","","",""
"Nein","2017","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Sachsen","kein Migrationshintergrund","392","0.24582920460394","0.224310232793702","0.267348176414177"
"Nein","2017","Sachsen","direkter Migrationshintergrund","14","","",""
"Nein","2017","Sachsen","indirekter Migrationshintergrund","6","","",""
"Nein","2017","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Sachsen-Anhalt","kein Migrationshintergrund","212","0.228062156612375","0.199568815991809","0.25655549723294"
"Nein","2017","Sachsen-Anhalt","direkter Migrationshintergrund","14","","",""
"Nein","2017","Sachsen-Anhalt","indirekter Migrationshintergrund","4","","",""
"Nein","2017","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Thüringen","kein Migrationshintergrund","237","0.268201945945198","0.238914584911405","0.297489306978991"
"Nein","2017","Thüringen","direkter Migrationshintergrund","26","","",""
"Nein","2017","Thüringen","indirekter Migrationshintergrund","2","","",""
"Nein","2017","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Schleswig-Holstein","kein Migrationshintergrund","598","0.823441414086601","0.796225483301043","0.850657344872159"
"Ja","2017","Schleswig-Holstein","direkter Migrationshintergrund","107","0.822001906244902","0.759742040778957","0.884261771710847"
"Ja","2017","Schleswig-Holstein","indirekter Migrationshintergrund","36","0.761543415943975","0.637036399251223","0.886050432636726"
"Ja","2017","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Hamburg","kein Migrationshintergrund","246","0.805028891649496","0.761621472436949","0.848436310862042"
"Ja","2017","Hamburg","direkter Migrationshintergrund","66","0.798147857407483","0.717856124285216","0.878439590529749"
"Ja","2017","Hamburg","indirekter Migrationshintergrund","34","0.782065693690595","0.660080766667198","0.904050620713992"
"Ja","2017","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Niedersachsen","kein Migrationshintergrund","1634","0.811263641868021","0.794463690466614","0.828063593269427"
"Ja","2017","Niedersachsen","direkter Migrationshintergrund","334","0.744031068451245","0.703754822592143","0.784307314310348"
"Ja","2017","Niedersachsen","indirekter Migrationshintergrund","100","0.737477338005436","0.663254262439281","0.811700413571592"
"Ja","2017","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Bremen","kein Migrationshintergrund","103","0.794964803171684","0.72760563614591","0.862323970197458"
"Ja","2017","Bremen","direkter Migrationshintergrund","43","0.724367897853127","0.616567436493677","0.832168359212577"
"Ja","2017","Bremen","indirekter Migrationshintergrund","11","","",""
"Ja","2017","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Nordrhein-Westfalen","kein Migrationshintergrund","2862","0.752698079856448","0.738900292502282","0.766495867210614"
"Ja","2017","Nordrhein-Westfalen","direkter Migrationshintergrund","851","0.711148405782421","0.685483646998329","0.736813164566513"
"Ja","2017","Nordrhein-Westfalen","indirekter Migrationshintergrund","368","0.75228653532626","0.714673421886079","0.789899648766441"
"Ja","2017","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Hessen","kein Migrationshintergrund","980","0.797141072796034","0.774776945854004","0.819505199738064"
"Ja","2017","Hessen","direkter Migrationshintergrund","274","0.747595991540504","0.704034974039848","0.791157009041159"
"Ja","2017","Hessen","indirekter Migrationshintergrund","118","0.796330000392172","0.73122722646062","0.861432774323724"
"Ja","2017","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","797","0.791644881029591","0.766890326635826","0.816399435423356"
"Ja","2017","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","222","0.614602890210552","0.564742109519941","0.664463670901163"
"Ja","2017","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","77","0.747156716838975","0.664021505622496","0.830291928055455"
"Ja","2017","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Baden-Württemberg","kein Migrationshintergrund","1543","0.729503918429907","0.710441182024605","0.74856665483521"
"Ja","2017","Baden-Württemberg","direkter Migrationshintergrund","425","0.71886946879105","0.683483485150778","0.754255452431322"
"Ja","2017","Baden-Württemberg","indirekter Migrationshintergrund","209","0.746332174496598","0.695727842503861","0.796936506489335"
"Ja","2017","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Bayern","kein Migrationshintergrund","2262","0.735010390396886","0.719479786039058","0.750540994754714"
"Ja","2017","Bayern","direkter Migrationshintergrund","561","0.715573397899596","0.684485881299742","0.74666091449945"
"Ja","2017","Bayern","indirekter Migrationshintergrund","175","0.672452030450031","0.61462166445397","0.730282396446091"
"Ja","2017","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Saarland","kein Migrationshintergrund","","","",""
"Ja","2017","Saarland","direkter Migrationshintergrund","","","",""
"Ja","2017","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","2017","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Berlin","kein Migrationshintergrund","619","0.796624069916979","0.768175436481295","0.825072703352662"
"Ja","2017","Berlin","direkter Migrationshintergrund","106","0.746598931458709","0.676992340483749","0.816205522433669"
"Ja","2017","Berlin","indirekter Migrationshintergrund","42","0.715947737811305","0.602779915125465","0.829115560497145"
"Ja","2017","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Brandenburg","kein Migrationshintergrund","699","0.802790729734505","0.776910388145052","0.828671071323959"
"Ja","2017","Brandenburg","direkter Migrationshintergrund","83","0.720019463765544","0.631575839175893","0.808463088355195"
"Ja","2017","Brandenburg","indirekter Migrationshintergrund","13","","",""
