"religion","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"evangelisch","2007","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","718","0.339580404698639","0.318715976839233","0.360444832558045"
"evangelisch","2007","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","107","0.278410974699882","0.234153348626958","0.322668600772805"
"evangelisch","2007","AkademikerInnen","Westdeutschland, alte Bundeslaender","1144","0.357182349987748","0.340290100773527","0.374074599201969"
"evangelisch","2007","AkademikerInnen","Ostdeutschland, neue Bundeslaender","286","0.231620228344128","0.208678838774784","0.254561617913472"
"islamische Religionsgemeinschaft","2007","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","83","0.217389342822607","0.179531342262969","0.255247343382246"
"islamische Religionsgemeinschaft","2007","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2007","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","332","0.0497928898734067","0.0443356981699144","0.055250081576899"
"islamische Religionsgemeinschaft","2007","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2007","Realschulabschluss","Westdeutschland, alte Bundeslaender","51","0.0176228586424027","0.0133121909469254","0.0219335263378801"
"islamische Religionsgemeinschaft","2007","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2007","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","80","0.0481068628217945","0.0386787925702191","0.0575349330733699"
"islamische Religionsgemeinschaft","2007","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2007","AkademikerInnen","Westdeutschland, alte Bundeslaender","36","0.0152159477133961","0.0109005721736945","0.0195313232530978"
"islamische Religionsgemeinschaft","2007","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2007","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","43","0.115300343204474","0.0859860856593101","0.144614600749639"
"konfessionslos","2007","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","74","0.686378747840165","0.59633933351305","0.776418162167279"
"konfessionslos","2007","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","723","0.130187245455885","0.121744697991137","0.138629792920633"
"konfessionslos","2007","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","796","0.624548933266527","0.598031381038294","0.651066485494761"
"konfessionslos","2007","Realschulabschluss","Westdeutschland, alte Bundeslaender","794","0.248589172384416","0.234429700010875","0.262748644757956"
"konfessionslos","2007","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1347","0.758406266895558","0.738794517505215","0.778018016285901"
"konfessionslos","2007","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","401","0.203078119900197","0.185354001751125","0.220802238049269"
"konfessionslos","2007","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","260","0.626299940161156","0.578530214308079","0.674069666014234"
"konfessionslos","2007","AkademikerInnen","Westdeutschland, alte Bundeslaender","778","0.244572575578649","0.229419567995623","0.259725583161675"
"konfessionslos","2007","AkademikerInnen","Ostdeutschland, neue Bundeslaender","929","0.709992953150394","0.685316950395011","0.734668955905778"
"andere","2007","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2007","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2007","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","214","0.0318256652271986","0.0274217197455943","0.0362296107088029"
"andere","2007","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2007","Realschulabschluss","Westdeutschland, alte Bundeslaender","70","0.0204934132944285","0.015851702568047","0.02513512402081"
"andere","2007","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2007","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","93","0.0500319273326378","0.0404267958285191","0.0596370588367565"
"andere","2007","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2007","AkademikerInnen","Westdeutschland, alte Bundeslaender","100","0.0462259070222904","0.0388236515445476","0.0536281625000331"
"andere","2007","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2008","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2008","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2008","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2008","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2008","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2008","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2008","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2008","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2008","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2008","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2008","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2008","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2008","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2008","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2008","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2008","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2008","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2008","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2008","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2008","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2008","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2008","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2008","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2008","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2008","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2008","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2008","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2008","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2008","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2008","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2008","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2008","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2008","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2008","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2008","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2008","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2008","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2008","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","2008","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2008","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","2008","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2009","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2009","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2009","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2009","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2009","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2009","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2009","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2009","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2009","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2009","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2009","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2009","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2009","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2009","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2009","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2009","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2009","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2009","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2009","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2009","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2009","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2009","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2009","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2009","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2009","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2009","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2009","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2009","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2009","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2009","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2009","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2009","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2009","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2009","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2009","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2009","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2009","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2009","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2009","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2009","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2009","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2009","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2009","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2009","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2009","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2009","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2009","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","2009","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2009","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","2009","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2010","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2010","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2010","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2010","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2010","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2010","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2010","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2010","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2010","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2010","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2010","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2010","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2010","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2010","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2010","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2010","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2010","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2010","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2010","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2010","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2010","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2010","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2010","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2010","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2010","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2010","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2010","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2010","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2010","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2010","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2010","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2010","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2010","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2010","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2010","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2010","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2010","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2010","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2010","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2010","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2010","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2010","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2010","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2010","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2010","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2010","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2010","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","2010","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2010","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","2010","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2011","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","195","0.318816340349677","0.28025349619452","0.357379184504835"
"katholisch","2011","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2011","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2562","0.40901399944841","0.396772064437244","0.421255934459576"
"katholisch","2011","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","51","0.0377100597901252","0.0271201049026909","0.0483000146775594"
"katholisch","2011","Realschulabschluss","Westdeutschland, alte Bundeslaender","1376","0.322283256030746","0.30783624369424","0.336730268367252"
"katholisch","2011","Realschulabschluss","Ostdeutschland, neue Bundeslaender","76","0.0330056895771596","0.0251207022348805","0.0408906769194387"
"katholisch","2011","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","735","0.29896464939737","0.280135989859448","0.317793308935293"
"katholisch","2011","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2011","AkademikerInnen","Westdeutschland, alte Bundeslaender","1154","0.323823071114212","0.308537526795758","0.339108615432666"
"katholisch","2011","AkademikerInnen","Ostdeutschland, neue Bundeslaender","79","0.0597367161317796","0.0470235749651124","0.0724498572984467"
"evangelisch","2011","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","208","0.341917158956748","0.302664652650607","0.38116966526289"
"evangelisch","2011","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2011","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2359","0.372381562733249","0.360344117668634","0.384419007797865"
"evangelisch","2011","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","333","0.300607585522629","0.275117402531671","0.326097768513587"
"evangelisch","2011","Realschulabschluss","Westdeutschland, alte Bundeslaender","1523","0.362091879712009","0.347235139732335","0.376948619691683"
"evangelisch","2011","Realschulabschluss","Ostdeutschland, neue Bundeslaender","380","0.185191873384723","0.168047039795168","0.202336706974277"
"evangelisch","2011","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","883","0.395961872521535","0.375847875342097","0.416075869700974"
"evangelisch","2011","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","114","0.255676836168262","0.214492135384055","0.29686153695247"
"evangelisch","2011","AkademikerInnen","Westdeutschland, alte Bundeslaender","1328","0.349046142471252","0.333475255059397","0.364617029883108"
"evangelisch","2011","AkademikerInnen","Ostdeutschland, neue Bundeslaender","294","0.215337896610259","0.193287874436653","0.237387918783865"
"islamische Religionsgemeinschaft","2011","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","57","0.127800920504642","0.100173428408408","0.155428412600876"
"islamische Religionsgemeinschaft","2011","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2011","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","233","0.0360884989533087","0.0314444651007465","0.040732532805871"
"islamische Religionsgemeinschaft","2011","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2011","Realschulabschluss","Westdeutschland, alte Bundeslaender","55","0.00750393719971891","0.00483619378718738","0.0101716806122504"
"islamische Religionsgemeinschaft","2011","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2011","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","82","0.0298807891183675","0.0228783698968856","0.0368832083398493"
"islamische Religionsgemeinschaft","2011","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2011","AkademikerInnen","Westdeutschland, alte Bundeslaender","36","0.0133137282496169","0.00956972490890311","0.0170577315903308"
"islamische Religionsgemeinschaft","2011","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2011","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","72","0.155646570640983","0.125648137303868","0.185645003978098"
"konfessionslos","2011","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","48","0.686148542153203","0.57895885819775","0.793338226108656"
"konfessionslos","2011","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","866","0.155602294763737","0.146576739964043","0.164627849563431"
"konfessionslos","2011","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","847","0.653478398664294","0.627024279768576","0.679932517560011"
"konfessionslos","2011","Realschulabschluss","Westdeutschland, alte Bundeslaender","962","0.284178562645558","0.270236306048213","0.298120819242902"
"konfessionslos","2011","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1499","0.770471759240348","0.751911199808221","0.789032318672474"
"konfessionslos","2011","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","476","0.231061045249014","0.213725048286476","0.248397042211552"
"konfessionslos","2011","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","284","0.691878270602631","0.648288411531221","0.735468129674041"
"konfessionslos","2011","AkademikerInnen","Westdeutschland, alte Bundeslaender","975","0.277402727967811","0.26277757681485","0.292027879120772"
"konfessionslos","2011","AkademikerInnen","Ostdeutschland, neue Bundeslaender","951","0.716542529739943","0.692367200468236","0.740717859011651"
"andere","2011","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2011","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2011","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","176","0.0269136441012956","0.0228841146844052","0.0309431735181861"
"andere","2011","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2011","Realschulabschluss","Westdeutschland, alte Bundeslaender","104","0.0239423644119686","0.0192167714131816","0.0286679574107556"
"andere","2011","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2011","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","95","0.044131643713713","0.0356844273550121","0.0525788600724139"
"andere","2011","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2011","AkademikerInnen","Westdeutschland, alte Bundeslaender","107","0.0364143301971075","0.0302953623667945","0.0425332980274205"
"andere","2011","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2012","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2012","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2012","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2012","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2012","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2012","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2012","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2012","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2012","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2012","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2012","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2012","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2012","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2012","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2012","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2012","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2012","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2012","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2012","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2012","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2012","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2012","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2012","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2012","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2012","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2012","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2012","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2012","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2012","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2012","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2012","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2012","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2012","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2012","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2012","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2012","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2012","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2012","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2012","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2012","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2012","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2012","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2012","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2012","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
