"religion","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"islamische Religionsgemeinschaft","2015","Niedersachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Bremen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Bremen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Bremen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Nordrhein-Westfalen","direkter Migrationshintergrund","368","0.243747518093667","0.222234275070692","0.265260761116643"
"islamische Religionsgemeinschaft","2015","Nordrhein-Westfalen","indirekter Migrationshintergrund","160","0.302641100196842","0.261923161056966","0.343359039336718"
"islamische Religionsgemeinschaft","2015","Hessen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Hessen","direkter Migrationshintergrund","111","0.238028206499382","0.201974546750228","0.274081866248537"
"islamische Religionsgemeinschaft","2015","Hessen","indirekter Migrationshintergrund","38","0.263350872034953","0.192390652040212","0.334311092029694"
"islamische Religionsgemeinschaft","2015","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","84","0.205266911231097","0.163944545215825","0.246589277246368"
"islamische Religionsgemeinschaft","2015","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Baden-Wuerttemberg","direkter Migrationshintergrund","123","0.169109034459535","0.143849907670741","0.194368161248329"
"islamische Religionsgemeinschaft","2015","Baden-Wuerttemberg","indirekter Migrationshintergrund","63","0.269658098140424","0.219853663561923","0.319462532718926"
"islamische Religionsgemeinschaft","2015","Bayern","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Bayern","direkter Migrationshintergrund","119","0.129237935567802","0.108898696456654","0.14957717467895"
"islamische Religionsgemeinschaft","2015","Bayern","indirekter Migrationshintergrund","43","0.122500917310435","0.0834657134724448","0.161536121148425"
"islamische Religionsgemeinschaft","2015","Saarland","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Saarland","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Saarland","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Berlin","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Berlin","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Berlin","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Brandenburg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Brandenburg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Brandenburg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Sachsen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Sachsen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Sachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Thueringen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Thueringen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2015","Thueringen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2015","Schleswig-Holstein","kein Migrationshintergrund","245","0.372461890970699","0.33620431935568","0.408719462585718"
"konfessionslos","2015","Schleswig-Holstein","direkter Migrationshintergrund","47","0.197632928779322","0.136872291424313","0.258393566134332"
"konfessionslos","2015","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"konfessionslos","2015","Hamburg","kein Migrationshintergrund","141","0.376662216014531","0.322013196498479","0.431311235530582"
"konfessionslos","2015","Hamburg","direkter Migrationshintergrund","58","0.461168271827565","0.373780759792497","0.548555783862632"
"konfessionslos","2015","Hamburg","indirekter Migrationshintergrund","","","",""
"konfessionslos","2015","Niedersachsen","kein Migrationshintergrund","488","0.280206065459272","0.260017758944416","0.300394371974127"
"konfessionslos","2015","Niedersachsen","direkter Migrationshintergrund","109","0.219918203779452","0.186831728274811","0.253004679284092"
"konfessionslos","2015","Niedersachsen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2015","Bremen","kein Migrationshintergrund","46","0.359442752268106","0.269773078716251","0.449112425819961"
"konfessionslos","2015","Bremen","direkter Migrationshintergrund","","","",""
"konfessionslos","2015","Bremen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2015","Nordrhein-Westfalen","kein Migrationshintergrund","699","0.213397600136413","0.199916396014231","0.226878804258594"
"konfessionslos","2015","Nordrhein-Westfalen","direkter Migrationshintergrund","269","0.172062249650382","0.153149964099954","0.19097453520081"
"konfessionslos","2015","Nordrhein-Westfalen","indirekter Migrationshintergrund","84","0.199762992498826","0.164325703125848","0.235200281871803"
"konfessionslos","2015","Hessen","kein Migrationshintergrund","298","0.257141825434562","0.232382413211906","0.281901237657219"
"konfessionslos","2015","Hessen","direkter Migrationshintergrund","114","0.203542554815014","0.169456668197608","0.23762844143242"
"konfessionslos","2015","Hessen","indirekter Migrationshintergrund","32","0.239985558231941","0.171180445687394","0.308790670776487"
"konfessionslos","2015","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","149","0.17284245971852","0.148098385758671","0.197586533678369"
"konfessionslos","2015","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","48","0.117557114764261","0.0846050356896904","0.150509193838832"
"konfessionslos","2015","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","2015","Baden-Wuerttemberg","kein Migrationshintergrund","412","0.212958075034934","0.19532171694278","0.230594433127088"
"konfessionslos","2015","Baden-Wuerttemberg","direkter Migrationshintergrund","165","0.198955270240868","0.172054233527688","0.225856306954048"
"konfessionslos","2015","Baden-Wuerttemberg","indirekter Migrationshintergrund","43","0.137026681084929","0.0984344910167566","0.175618871153102"
"konfessionslos","2015","Bayern","kein Migrationshintergrund","547","0.192646875748559","0.17869858687976","0.206595164617358"
"konfessionslos","2015","Bayern","direkter Migrationshintergrund","248","0.253211382996435","0.22684622348369","0.279576542509179"
"konfessionslos","2015","Bayern","indirekter Migrationshintergrund","58","0.171977408037675","0.12704908193668","0.216905734138671"
"konfessionslos","2015","Saarland","kein Migrationshintergrund","","","",""
"konfessionslos","2015","Saarland","direkter Migrationshintergrund","","","",""
"konfessionslos","2015","Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","2015","Berlin","kein Migrationshintergrund","488","0.65624110791577","0.622339436953826","0.690142778877714"
"konfessionslos","2015","Berlin","direkter Migrationshintergrund","99","0.557977006910646","0.487174640884263","0.628779372937028"
"konfessionslos","2015","Berlin","indirekter Migrationshintergrund","","","",""
"konfessionslos","2015","Brandenburg","kein Migrationshintergrund","653","0.729842070790751","0.700537382591892","0.759146758989611"
"konfessionslos","2015","Brandenburg","direkter Migrationshintergrund","48","0.463458041317866","0.372318628349241","0.55459745428649"
"konfessionslos","2015","Brandenburg","indirekter Migrationshintergrund","","","",""
"konfessionslos","2015","Mecklenburg-Vorpommern","kein Migrationshintergrund","439","0.849836175891724","0.819423094575248","0.8802492572082"
"konfessionslos","2015","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"konfessionslos","2015","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"konfessionslos","2015","Sachsen","kein Migrationshintergrund","1030","0.739971538511828","0.717260188681409","0.762682888342246"
"konfessionslos","2015","Sachsen","direkter Migrationshintergrund","35","0.529109077179539","0.419729595002711","0.638488559356367"
"konfessionslos","2015","Sachsen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2015","Sachsen-Anhalt","kein Migrationshintergrund","645","0.795223755600724","0.767502024405435","0.822945486796013"
"konfessionslos","2015","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"konfessionslos","2015","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"konfessionslos","2015","Thueringen","kein Migrationshintergrund","534","0.621463922013135","0.58930851771101","0.65361932631526"
"konfessionslos","2015","Thueringen","direkter Migrationshintergrund","51","0.520285658405683","0.417071538227217","0.62349977858415"
"konfessionslos","2015","Thueringen","indirekter Migrationshintergrund","","","",""
"andere","2015","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"andere","2015","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"andere","2015","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"andere","2015","Hamburg","kein Migrationshintergrund","","","",""
"andere","2015","Hamburg","direkter Migrationshintergrund","","","",""
"andere","2015","Hamburg","indirekter Migrationshintergrund","","","",""
"andere","2015","Niedersachsen","kein Migrationshintergrund","","","",""
"andere","2015","Niedersachsen","direkter Migrationshintergrund","122","0.154642161161176","0.125759707005072","0.18352461531728"
"andere","2015","Niedersachsen","indirekter Migrationshintergrund","","","",""
"andere","2015","Bremen","kein Migrationshintergrund","","","",""
"andere","2015","Bremen","direkter Migrationshintergrund","","","",""
"andere","2015","Bremen","indirekter Migrationshintergrund","","","",""
"andere","2015","Nordrhein-Westfalen","kein Migrationshintergrund","68","0.0152530980938042","0.0112203821837377","0.0192858140038707"
"andere","2015","Nordrhein-Westfalen","direkter Migrationshintergrund","282","0.140699192599229","0.123276278790777","0.15812210640768"
"andere","2015","Nordrhein-Westfalen","indirekter Migrationshintergrund","65","0.0718280024403097","0.0489427985116675","0.094713206368952"
"andere","2015","Hessen","kein Migrationshintergrund","","","",""
"andere","2015","Hessen","direkter Migrationshintergrund","89","0.111528284207963","0.0848793398526091","0.138177228563316"
"andere","2015","Hessen","indirekter Migrationshintergrund","","","",""
"andere","2015","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"andere","2015","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","72","0.105650843539804","0.0742019699973383","0.137099717082269"
"andere","2015","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"andere","2015","Baden-Wuerttemberg","kein Migrationshintergrund","56","0.0264449312442565","0.0195327614074461","0.033357101081067"
"andere","2015","Baden-Wuerttemberg","direkter Migrationshintergrund","173","0.11710689802377","0.0954394277193994","0.138774368328141"
"andere","2015","Baden-Wuerttemberg","indirekter Migrationshintergrund","46","0.0738901703004218","0.0445324213721739","0.10324791922867"
"andere","2015","Bayern","kein Migrationshintergrund","","","",""
"andere","2015","Bayern","direkter Migrationshintergrund","205","0.0990169992933049","0.0809076383548991","0.117126360231711"
"andere","2015","Bayern","indirekter Migrationshintergrund","","","",""
"andere","2015","Saarland","kein Migrationshintergrund","","","",""
"andere","2015","Saarland","direkter Migrationshintergrund","","","",""
"andere","2015","Saarland","indirekter Migrationshintergrund","","","",""
"andere","2015","Berlin","kein Migrationshintergrund","","","",""
"andere","2015","Berlin","direkter Migrationshintergrund","","","",""
"andere","2015","Berlin","indirekter Migrationshintergrund","","","",""
"andere","2015","Brandenburg","kein Migrationshintergrund","","","",""
"andere","2015","Brandenburg","direkter Migrationshintergrund","","","",""
"andere","2015","Brandenburg","indirekter Migrationshintergrund","","","",""
"andere","2015","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"andere","2015","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"andere","2015","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"andere","2015","Sachsen","kein Migrationshintergrund","","","",""
"andere","2015","Sachsen","direkter Migrationshintergrund","","","",""
"andere","2015","Sachsen","indirekter Migrationshintergrund","","","",""
"andere","2015","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"andere","2015","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"andere","2015","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"andere","2015","Thueringen","kein Migrationshintergrund","","","",""
"andere","2015","Thueringen","direkter Migrationshintergrund","","","",""
"andere","2015","Thueringen","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"katholisch","2016","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"katholisch","2016","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Hamburg","kein Migrationshintergrund","","","",""
"katholisch","2016","Hamburg","direkter Migrationshintergrund","","","",""
"katholisch","2016","Hamburg","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Niedersachsen","kein Migrationshintergrund","","","",""
"katholisch","2016","Niedersachsen","direkter Migrationshintergrund","","","",""
"katholisch","2016","Niedersachsen","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Bremen","kein Migrationshintergrund","","","",""
"katholisch","2016","Bremen","direkter Migrationshintergrund","","","",""
"katholisch","2016","Bremen","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"katholisch","2016","Nordrhein-Westfalen","direkter Migrationshintergrund","39","0.0879540531365203","0.0686390690353266","0.107269037237714"
"katholisch","2016","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Hessen","kein Migrationshintergrund","","","",""
"katholisch","2016","Hessen","direkter Migrationshintergrund","","","",""
"katholisch","2016","Hessen","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"katholisch","2016","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"katholisch","2016","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"katholisch","2016","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"katholisch","2016","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Bayern","kein Migrationshintergrund","","","",""
"katholisch","2016","Bayern","direkter Migrationshintergrund","","","",""
"katholisch","2016","Bayern","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Saarland","kein Migrationshintergrund","","","",""
"katholisch","2016","Saarland","direkter Migrationshintergrund","","","",""
"katholisch","2016","Saarland","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Berlin","kein Migrationshintergrund","","","",""
"katholisch","2016","Berlin","direkter Migrationshintergrund","","","",""
"katholisch","2016","Berlin","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Brandenburg","kein Migrationshintergrund","","","",""
"katholisch","2016","Brandenburg","direkter Migrationshintergrund","","","",""
"katholisch","2016","Brandenburg","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"katholisch","2016","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"katholisch","2016","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Sachsen","kein Migrationshintergrund","","","",""
"katholisch","2016","Sachsen","direkter Migrationshintergrund","","","",""
"katholisch","2016","Sachsen","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"katholisch","2016","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"katholisch","2016","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"katholisch","2016","Thueringen","kein Migrationshintergrund","","","",""
"katholisch","2016","Thueringen","direkter Migrationshintergrund","","","",""
"katholisch","2016","Thueringen","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"evangelisch","2016","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Hamburg","kein Migrationshintergrund","","","",""
"evangelisch","2016","Hamburg","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Hamburg","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Niedersachsen","kein Migrationshintergrund","","","",""
"evangelisch","2016","Niedersachsen","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Niedersachsen","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Bremen","kein Migrationshintergrund","","","",""
"evangelisch","2016","Bremen","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Bremen","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"evangelisch","2016","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Hessen","kein Migrationshintergrund","","","",""
"evangelisch","2016","Hessen","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Hessen","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"evangelisch","2016","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"evangelisch","2016","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Bayern","kein Migrationshintergrund","","","",""
"evangelisch","2016","Bayern","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Bayern","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Saarland","kein Migrationshintergrund","","","",""
"evangelisch","2016","Saarland","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Saarland","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Berlin","kein Migrationshintergrund","","","",""
"evangelisch","2016","Berlin","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Berlin","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Brandenburg","kein Migrationshintergrund","","","",""
"evangelisch","2016","Brandenburg","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Brandenburg","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"evangelisch","2016","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Sachsen","kein Migrationshintergrund","","","",""
"evangelisch","2016","Sachsen","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Sachsen","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"evangelisch","2016","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"evangelisch","2016","Thueringen","kein Migrationshintergrund","","","",""
"evangelisch","2016","Thueringen","direkter Migrationshintergrund","","","",""
"evangelisch","2016","Thueringen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Schleswig-Holstein","direkter Migrationshintergrund","163","0.745107743318097","0.687651157778909","0.802564328857285"
"islamische Religionsgemeinschaft","2016","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Hamburg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Hamburg","direkter Migrationshintergrund","63","0.364952616835485","0.264368811658965","0.465536422012005"
"islamische Religionsgemeinschaft","2016","Hamburg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Niedersachsen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Niedersachsen","direkter Migrationshintergrund","223","0.591533591431314","0.54256016529618","0.640507017566449"
"islamische Religionsgemeinschaft","2016","Niedersachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Bremen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Bremen","direkter Migrationshintergrund","44","0.782477020211842","0.676301973138052","0.888652067285632"
"islamische Religionsgemeinschaft","2016","Bremen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Nordrhein-Westfalen","direkter Migrationshintergrund","548","0.518307815531291","0.484232746361532","0.55238288470105"
"islamische Religionsgemeinschaft","2016","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Hessen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Hessen","direkter Migrationshintergrund","212","0.330005793125759","0.279728167708739","0.380283418542779"
"islamische Religionsgemeinschaft","2016","Hessen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","98","0.735229992248458","0.66414740367742","0.806312580819496"
"islamische Religionsgemeinschaft","2016","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Baden-Wuerttemberg","direkter Migrationshintergrund","490","0.678683387594931","0.642304749591756","0.715062025598106"
"islamische Religionsgemeinschaft","2016","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Bayern","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Bayern","direkter Migrationshintergrund","446","0.500127652573828","0.461570778042203","0.538684527105453"
"islamische Religionsgemeinschaft","2016","Bayern","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Saarland","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Saarland","direkter Migrationshintergrund","116","0.786134747779821","0.719163952606575","0.853105542953068"
"islamische Religionsgemeinschaft","2016","Saarland","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Berlin","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Berlin","direkter Migrationshintergrund","226","0.596844633252202","0.54029028017005","0.653398986334355"
"islamische Religionsgemeinschaft","2016","Berlin","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Brandenburg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Brandenburg","direkter Migrationshintergrund","156","0.684999809936826","0.622617863319608","0.747381756554044"
"islamische Religionsgemeinschaft","2016","Brandenburg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Mecklenburg-Vorpommern","direkter Migrationshintergrund","52","0.496113216833108","0.391649941863189","0.600576491803027"
"islamische Religionsgemeinschaft","2016","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Sachsen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Sachsen","direkter Migrationshintergrund","127","0.654838754739883","0.583789084249566","0.725888425230199"
"islamische Religionsgemeinschaft","2016","Sachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Sachsen-Anhalt","direkter Migrationshintergrund","83","0.710049238125567","0.622844962005864","0.797253514245269"
"islamische Religionsgemeinschaft","2016","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Thueringen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2016","Thueringen","direkter Migrationshintergrund","53","0.463883405639138","0.364641232088891","0.563125579189384"
"islamische Religionsgemeinschaft","2016","Thueringen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"konfessionslos","2016","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Hamburg","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Hamburg","direkter Migrationshintergrund","","","",""
"konfessionslos","2016","Hamburg","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Niedersachsen","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Niedersachsen","direkter Migrationshintergrund","","","",""
"konfessionslos","2016","Niedersachsen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Bremen","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Bremen","direkter Migrationshintergrund","","","",""
"konfessionslos","2016","Bremen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Nordrhein-Westfalen","direkter Migrationshintergrund","51","0.122299005271974","0.0999559363610671","0.144642074182881"
"konfessionslos","2016","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Hessen","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Hessen","direkter Migrationshintergrund","","","",""
"konfessionslos","2016","Hessen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"konfessionslos","2016","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"konfessionslos","2016","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Bayern","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Bayern","direkter Migrationshintergrund","39","0.192128262212594","0.161747499900943","0.222509024524244"
"konfessionslos","2016","Bayern","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Saarland","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Saarland","direkter Migrationshintergrund","","","",""
"konfessionslos","2016","Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Berlin","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Berlin","direkter Migrationshintergrund","","","",""
"konfessionslos","2016","Berlin","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Brandenburg","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Brandenburg","direkter Migrationshintergrund","","","",""
"konfessionslos","2016","Brandenburg","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"konfessionslos","2016","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
