"pld0045","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Manchmal","2013","(noch) kein Abschluss","kein Migrationshintergrund","50","0.110892158703808","0.0838779624121309","0.137906354995486"
"Manchmal","2013","(noch) kein Abschluss","direkter Migrationshintergrund","15","","",""
"Manchmal","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","7","","",""
"Manchmal","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2013","Hauptschule","kein Migrationshintergrund","622","0.0936705289191904","0.0864921714680302","0.100848886370351"
"Manchmal","2013","Hauptschule","direkter Migrationshintergrund","101","0.0954780119054134","0.077736565094688","0.113219458716139"
"Manchmal","2013","Hauptschule","indirekter Migrationshintergrund","30","0.114369927705252","0.0781746454943549","0.150565209916148"
"Manchmal","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2013","Realschule","kein Migrationshintergrund","765","0.110837856541398","0.10328126638648","0.118394446696317"
"Manchmal","2013","Realschule","direkter Migrationshintergrund","24","","",""
"Manchmal","2013","Realschule","indirekter Migrationshintergrund","38","0.145391836712815","0.10530300534386","0.18548066808177"
"Manchmal","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2013","(Fach-)Abitur","kein Migrationshintergrund","278","0.0960426091255108","0.0845247593670114","0.10756045888401"
"Manchmal","2013","(Fach-)Abitur","direkter Migrationshintergrund","67","0.106359762485755","0.0805709136878615","0.132148611283649"
"Manchmal","2013","(Fach-)Abitur","indirekter Migrationshintergrund","9","","",""
"Manchmal","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2013","AkademikerIn","kein Migrationshintergrund","667","0.116123832866853","0.107299992647003","0.124947673086702"
"Manchmal","2013","AkademikerIn","direkter Migrationshintergrund","73","0.0991768601841735","0.0744209429664825","0.123932777401865"
"Manchmal","2013","AkademikerIn","indirekter Migrationshintergrund","32","0.235669122249182","0.174177692550684","0.297160551947679"
"Manchmal","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2013","(noch) kein Abschluss","kein Migrationshintergrund","83","0.146197352685878","0.115801599112705","0.176593106259051"
"Selten","2013","(noch) kein Abschluss","direkter Migrationshintergrund","24","","",""
"Selten","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","20","","",""
"Selten","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2013","Hauptschule","kein Migrationshintergrund","1083","0.174115788894131","0.164773372878642","0.18345820490962"
"Selten","2013","Hauptschule","direkter Migrationshintergrund","153","0.122422096708695","0.102634159116236","0.142210034301155"
"Selten","2013","Hauptschule","indirekter Migrationshintergrund","50","0.139712547020532","0.100284127768899","0.179140966272165"
"Selten","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2013","Realschule","kein Migrationshintergrund","1202","0.180969864295639","0.171702752590564","0.190236976000714"
"Selten","2013","Realschule","direkter Migrationshintergrund","40","0.194846986837217","0.144840582507026","0.244853391167408"
"Selten","2013","Realschule","indirekter Migrationshintergrund","51","0.152472117681047","0.111589181415758","0.193355053946336"
"Selten","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2013","(Fach-)Abitur","kein Migrationshintergrund","493","0.209259620254038","0.19335859492981","0.225160645578266"
"Selten","2013","(Fach-)Abitur","direkter Migrationshintergrund","69","0.172135971805096","0.140558508232289","0.203713435377903"
"Selten","2013","(Fach-)Abitur","indirekter Migrationshintergrund","35","0.211389646955069","0.152870177296695","0.269909116613442"
"Selten","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2013","AkademikerIn","kein Migrationshintergrund","1011","0.199580482611873","0.188572211630008","0.210588753593738"
"Selten","2013","AkademikerIn","direkter Migrationshintergrund","96","0.173681868080656","0.142305334662122","0.205058401499189"
"Selten","2013","AkademikerIn","indirekter Migrationshintergrund","31","0.124493171490448","0.0766604511862113","0.172325891794684"
"Selten","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","(noch) kein Abschluss","kein Migrationshintergrund","283","0.566141485213566","0.523503078815602","0.60877989161153"
"Nie","2013","(noch) kein Abschluss","direkter Migrationshintergrund","101","0.628521363951028","0.555015668599911","0.702027059302146"
"Nie","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","66","0.622491255638468","0.53230990465326","0.712672606623676"
"Nie","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","Hauptschule","kein Migrationshintergrund","3684","0.604137962912406","0.592089808242703","0.616186117582108"
"Nie","2013","Hauptschule","direkter Migrationshintergrund","662","0.679562500085965","0.651390728687149","0.707734271484781"
"Nie","2013","Hauptschule","indirekter Migrationshintergrund","168","0.6282840564077","0.573323201375569","0.683244911439832"
"Nie","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","Realschule","kein Migrationshintergrund","3428","0.552445875782896","0.540476845206267","0.564414906359525"
"Nie","2013","Realschule","direkter Migrationshintergrund","123","0.521040569203496","0.457970297191089","0.584110841215902"
"Nie","2013","Realschule","indirekter Migrationshintergrund","156","0.576794719516967","0.520605106222419","0.632984332811516"
"Nie","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","(Fach-)Abitur","kein Migrationshintergrund","1213","0.516924975498835","0.497391185945431","0.536458765052238"
"Nie","2013","(Fach-)Abitur","direkter Migrationshintergrund","321","0.604021676094653","0.563112202862861","0.644931149326445"
"Nie","2013","(Fach-)Abitur","indirekter Migrationshintergrund","102","0.536652260611293","0.465181682741585","0.608122838481001"
"Nie","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","AkademikerIn","kein Migrationshintergrund","2386","0.510298113068117","0.496529851361087","0.524066374775148"
"Nie","2013","AkademikerIn","direkter Migrationshintergrund","288","0.512166689043472","0.470767153580473","0.553566224506471"
"Nie","2013","AkademikerIn","indirekter Migrationshintergrund","83","0.530196650590747","0.457886529229976","0.602506771951518"
"Nie","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2014","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","Realschule","kein Migrationshintergrund","","","",""
"Oft","2014","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2014","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","Realschule","kein Migrationshintergrund","","","",""
"Selten","2014","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","Realschule","kein Migrationshintergrund","","","",""
"Nie","2014","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2015","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","Realschule","kein Migrationshintergrund","","","",""
"Oft","2015","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2015","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","Realschule","kein Migrationshintergrund","","","",""
"Selten","2015","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","Realschule","kein Migrationshintergrund","","","",""
"Nie","2015","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2016","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","Realschule","kein Migrationshintergrund","","","",""
"Oft","2016","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2016","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2016","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2016","Realschule","kein Migrationshintergrund","","","",""
"Selten","2016","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
