year,migback,pgisced97,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,No migration background,Post-secondary Non-tertiary Level,No,0.87374,1346,1509,0.85697,0.89050
2019,No migration background,First Stage of Tertiary Education,Yes,0.11906,214,1512,0.10273,0.13539
2019,No migration background,First Stage of Tertiary Education,No,0.88094,1298,1512,0.86461,0.89727
2019,No migration background,Second Stage of Tertiary Education,Yes,0.12453,679,5612,0.11589,0.13317
2019,No migration background,Second Stage of Tertiary Education,No,0.87547,4933,5612,0.86683,0.88411
2019,Direct migration background,No answer / don't know,No,0.87505,101,101,0.81024,0.93986
2019,Direct migration background,Pre-primary Level,No,0.95272,41,41,0.88695,1.01849
2019,Direct migration background,Primary Level,Yes,0.25353,47,206,0.19398,0.31308
2019,Direct migration background,Primary Level,No,0.74647,159,206,0.68692,0.80602
2019,Direct migration background,Lower Secondary Level,Yes,0.11529,84,612,0.08997,0.14062
2019,Direct migration background,Lower Secondary Level,No,0.88471,528,612,0.85938,0.91003
2019,Direct migration background,Upper Secondary Level,Yes,0.10833,177,1312,0.09150,0.12515
2019,Direct migration background,Upper Secondary Level,No,0.89167,1135,1312,0.87485,0.90850
2019,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.15633,77,534,0.12550,0.18716
2019,Direct migration background,Post-secondary Non-tertiary Level,No,0.84367,457,534,0.81284,0.87450
2019,Direct migration background,First Stage of Tertiary Education,No,0.93219,71,71,0.87330,0.99109
2019,Direct migration background,Second Stage of Tertiary Education,Yes,0.10504,122,1113,0.08702,0.12306
2019,Direct migration background,Second Stage of Tertiary Education,No,0.89496,991,1113,0.87694,0.91298
2019,Indirect migration background,No answer / don't know,No,0.88411,96,96,0.81975,0.94848
2019,Indirect migration background,Pre-primary Level,No,0.88322,72,72,0.80851,0.95792
2019,Indirect migration background,Lower Secondary Level,Yes,0.18379,33,231,0.13373,0.23385
2019,Indirect migration background,Lower Secondary Level,No,0.81621,198,231,0.76615,0.86627
2019,Indirect migration background,Upper Secondary Level,Yes,0.09981,65,628,0.07634,0.12327
2019,Indirect migration background,Upper Secondary Level,No,0.90019,563,628,0.87673,0.92366
2019,Indirect migration background,Post-secondary Non-tertiary Level,No,0.87115,116,116,0.80992,0.93239
2019,Indirect migration background,First Stage of Tertiary Education,No,0.92938,50,50,0.85764,1.00111
2019,Indirect migration background,Second Stage of Tertiary Education,Yes,0.09732,33,287,0.06297,0.13167
2019,Indirect migration background,Second Stage of Tertiary Education,No,0.90268,254,287,0.86833,0.93703
2020,No migration background,No answer / don't know,No,0.88926,259,259,0.85097,0.92755
2020,No migration background,Pre-primary Level,No,0.89772,178,178,0.85307,0.94236
2020,No migration background,Primary Level,No,0.75543,111,111,0.67510,0.83575
2020,No migration background,Lower Secondary Level,Yes,0.17007,246,1444,0.15069,0.18946
2020,No migration background,Lower Secondary Level,No,0.82993,1198,1444,0.81054,0.84931
2020,No migration background,Upper Secondary Level,Yes,0.15885,1244,8393,0.15103,0.16667
2020,No migration background,Upper Secondary Level,No,0.84115,7149,8393,0.83333,0.84897
2020,No migration background,Post-secondary Non-tertiary Level,Yes,0.11856,165,1435,0.10183,0.13529
2020,No migration background,Post-secondary Non-tertiary Level,No,0.88144,1270,1435,0.86471,0.89817
2020,No migration background,First Stage of Tertiary Education,Yes,0.14381,178,1328,0.12493,0.16270
2020,No migration background,First Stage of Tertiary Education,No,0.85619,1150,1328,0.83730,0.87507
2020,No migration background,Second Stage of Tertiary Education,Yes,0.12697,615,5273,0.11798,0.13596
2020,No migration background,Second Stage of Tertiary Education,No,0.87303,4658,5273,0.86404,0.88202
2020,Direct migration background,No answer / don't know,Yes,0.15606,60,485,0.12372,0.18839
2020,Direct migration background,No answer / don't know,No,0.84394,425,485,0.81161,0.87628
2020,Direct migration background,Pre-primary Level,No,0.97186,64,64,0.93103,1.01270
2020,Direct migration background,Primary Level,Yes,0.19234,190,1309,0.17098,0.21370
2020,Direct migration background,Primary Level,No,0.80766,1119,1309,0.78630,0.82902
2020,Direct migration background,Lower Secondary Level,Yes,0.12848,172,1359,0.11069,0.14628
2020,Direct migration background,Lower Secondary Level,No,0.87152,1187,1359,0.85372,0.88931
2020,Direct migration background,Upper Secondary Level,Yes,0.12204,284,2172,0.10827,0.13581
2020,Direct migration background,Upper Secondary Level,No,0.87796,1888,2172,0.86419,0.89173
2020,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.13407,84,774,0.11005,0.15809
2020,Direct migration background,Post-secondary Non-tertiary Level,No,0.86593,690,774,0.84191,0.88995
2020,Direct migration background,First Stage of Tertiary Education,No,0.91617,65,65,0.84827,0.98407
2020,Direct migration background,Second Stage of Tertiary Education,Yes,0.09393,197,2097,0.08144,0.10642
2020,Direct migration background,Second Stage of Tertiary Education,No,0.90607,1900,2097,0.89358,0.91856
2020,Indirect migration background,No answer / don't know,No,0.85810,85,85,0.78348,0.93272
2020,Indirect migration background,Pre-primary Level,No,0.99179,80,80,0.97189,1.01169
2020,Indirect migration background,Primary Level,No,0.95970,32,32,0.89047,1.02893
2020,Indirect migration background,Lower Secondary Level,No,0.91997,200,200,0.88227,0.95767
2020,Indirect migration background,Upper Secondary Level,Yes,0.15290,79,612,0.12436,0.18144
2020,Indirect migration background,Upper Secondary Level,No,0.84710,533,612,0.81856,0.87564
2020,Indirect migration background,Post-secondary Non-tertiary Level,No,0.84776,123,123,0.78402,0.91151
2020,Indirect migration background,First Stage of Tertiary Education,No,0.92019,49,49,0.84353,0.99686
2020,Indirect migration background,Second Stage of Tertiary Education,No,0.92608,274,274,0.89505,0.95712
2021,No migration background,No answer / don't know,Yes,0.14950,33,315,0.11006,0.18894
2021,No migration background,No answer / don't know,No,0.85050,282,315,0.81106,0.88994
2021,No migration background,Pre-primary Level,No,0.95674,96,96,0.91584,0.99765
2021,No migration background,Primary Level,No,0.81370,75,75,0.72499,0.90241
2021,No migration background,Lower Secondary Level,Yes,0.16818,146,885,0.14352,0.19283
2021,No migration background,Lower Secondary Level,No,0.83182,739,885,0.80717,0.85648
2021,No migration background,Upper Secondary Level,Yes,0.14117,771,5706,0.13213,0.15021
2021,No migration background,Upper Secondary Level,No,0.85883,4935,5706,0.84979,0.86787
2021,No migration background,Post-secondary Non-tertiary Level,Yes,0.13004,114,1049,0.10968,0.15041
2021,No migration background,Post-secondary Non-tertiary Level,No,0.86996,935,1049,0.84959,0.89032
2021,No migration background,First Stage of Tertiary Education,Yes,0.13692,129,902,0.11447,0.15937
2021,No migration background,First Stage of Tertiary Education,No,0.86308,773,902,0.84063,0.88553
2021,No migration background,Second Stage of Tertiary Education,Yes,0.10176,420,4083,0.09248,0.11103
2021,No migration background,Second Stage of Tertiary Education,No,0.89824,3663,4083,0.88897,0.90752
2021,Direct migration background,No answer / don't know,Yes,0.16793,33,266,0.12292,0.21293
2021,Direct migration background,No answer / don't know,No,0.83207,233,266,0.78707,0.87708
2021,Direct migration background,Pre-primary Level,No,0.91798,40,40,0.83186,1.00410
2021,Direct migration background,Primary Level,No,0.80905,88,88,0.72646,0.89164
2021,Direct migration background,Lower Secondary Level,Yes,0.09353,44,367,0.06370,0.12336
2021,Direct migration background,Lower Secondary Level,No,0.90647,323,367,0.87664,0.93630
2021,Direct migration background,Upper Secondary Level,Yes,0.11211,94,854,0.09094,0.13328
2021,Direct migration background,Upper Secondary Level,No,0.88789,760,854,0.86672,0.90906
2021,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.10107,53,392,0.07119,0.13094
2021,Direct migration background,Post-secondary Non-tertiary Level,No,0.89893,339,392,0.86906,0.92881
2021,Direct migration background,First Stage of Tertiary Education,No,0.92458,50,50,0.85064,0.99852
2021,Direct migration background,Second Stage of Tertiary Education,Yes,0.08659,94,1014,0.06927,0.10391
2021,Direct migration background,Second Stage of Tertiary Education,No,0.91341,920,1014,0.89609,0.93073
2021,Indirect migration background,Pre-primary Level,No,0.98414,35,35,0.94216,1.02613
2021,Indirect migration background,Lower Secondary Level,No,0.84485,105,105,0.77527,0.91444
2021,Indirect migration background,Upper Secondary Level,Yes,0.10496,41,384,0.07426,0.13565
2021,Indirect migration background,Upper Secondary Level,No,0.89504,343,384,0.86435,0.92574
2021,Indirect migration background,Post-secondary Non-tertiary Level,No,0.90799,83,83,0.84542,0.97055
2021,Indirect migration background,First Stage of Tertiary Education,No,0.90246,35,35,0.80273,1.00219
2021,Indirect migration background,Second Stage of Tertiary Education,No,0.90644,195,195,0.86546,0.94742
2022,No migration background,No answer / don't know,Yes,0.11039,193,1782,0.09583,0.12494
2022,No migration background,No answer / don't know,No,0.88961,1589,1782,0.87506,0.90417
2022,No migration background,Pre-primary Level,No,0.93481,164,164,0.89692,0.97271
2022,No migration background,Primary Level,No,0.88466,101,101,0.82205,0.94727
2022,No migration background,Lower Secondary Level,Yes,0.14953,133,974,0.12712,0.17194
2022,No migration background,Lower Secondary Level,No,0.85047,841,974,0.82806,0.87288
2022,No migration background,Upper Secondary Level,Yes,0.14301,885,6999,0.13481,0.15122
2022,No migration background,Upper Secondary Level,No,0.85699,6114,6999,0.84878,0.86519
2022,No migration background,Post-secondary Non-tertiary Level,Yes,0.11464,151,1493,0.09847,0.13081
2022,No migration background,Post-secondary Non-tertiary Level,No,0.88536,1342,1493,0.86919,0.90153
2022,No migration background,First Stage of Tertiary Education,Yes,0.12999,135,1219,0.11111,0.14888
2022,No migration background,First Stage of Tertiary Education,No,0.87001,1084,1219,0.85112,0.88889
2022,No migration background,Second Stage of Tertiary Education,Yes,0.10000,525,5500,0.09207,0.10793
2022,No migration background,Second Stage of Tertiary Education,No,0.90000,4975,5500,0.89207,0.90793
2022,Direct migration background,No answer / don't know,Yes,0.10070,137,1540,0.08567,0.11574
2022,Direct migration background,No answer / don't know,No,0.89930,1403,1540,0.88426,0.91433
2022,Direct migration background,Pre-primary Level,No,0.94491,95,95,0.89878,0.99103
2022,Direct migration background,Primary Level,Yes,0.18488,117,700,0.15610,0.21366
2022,Direct migration background,Primary Level,No,0.81512,583,700,0.78634,0.84390
2022,Direct migration background,Lower Secondary Level,Yes,0.14733,115,765,0.12220,0.17246
2022,Direct migration background,Lower Secondary Level,No,0.85267,650,765,0.82754,0.87780
2022,Direct migration background,Upper Secondary Level,Yes,0.12593,167,1633,0.10983,0.14202
2022,Direct migration background,Upper Secondary Level,No,0.87407,1466,1633,0.85798,0.89017
2022,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.18155,62,557,0.14951,0.21360
2022,Direct migration background,Post-secondary Non-tertiary Level,No,0.81845,495,557,0.78640,0.85049
2022,Direct migration background,First Stage of Tertiary Education,No,0.91437,70,70,0.84834,0.98039
2022,Direct migration background,Second Stage of Tertiary Education,Yes,0.10268,193,2731,0.09129,0.11406
2022,Direct migration background,Second Stage of Tertiary Education,No,0.89732,2538,2731,0.88594,0.90871
2022,Indirect migration background,No answer / don't know,No,0.85237,37,37,0.73649,0.96825
2022,Indirect migration background,Pre-primary Level,No,0.93140,35,35,0.84643,1.01637
2022,Indirect migration background,Lower Secondary Level,No,0.82595,106,106,0.75343,0.89847
2022,Indirect migration background,Upper Secondary Level,Yes,0.09967,57,581,0.07529,0.12405
2022,Indirect migration background,Upper Secondary Level,No,0.90033,524,581,0.87595,0.92471
2022,Indirect migration background,Post-secondary Non-tertiary Level,No,0.95593,138,138,0.92157,0.99030
2022,Indirect migration background,First Stage of Tertiary Education,No,0.91245,60,60,0.84033,0.98457
2022,Indirect migration background,Second Stage of Tertiary Education,Yes,0.12665,43,422,0.09488,0.15842
2022,Indirect migration background,Second Stage of Tertiary Education,No,0.87335,379,422,0.84158,0.90512
