"germborn","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht in Deutschland geboren","2013","(Fach-)Abitur","Mecklenburg-Vorpommern","5","0.013367585938496","-0.0164460432290679","0.0431812151060598"
"nicht in Deutschland geboren","2013","(Fach-)Abitur","Sachsen","10","","",""
"nicht in Deutschland geboren","2013","(Fach-)Abitur","Sachsen-Anhalt","8","0.0269911413084191","-0.00874466347079312","0.0627269460876314"
"nicht in Deutschland geboren","2013","(Fach-)Abitur","Thueringen","11","","",""
"nicht in Deutschland geboren","2013","AkademikerIn","Schleswig-Holstein","41","0.137304124951766","0.0867439296379341","0.187864320265598"
"nicht in Deutschland geboren","2013","AkademikerIn","Hamburg","43","0.107084820510121","0.0601863245590351","0.153983316461207"
"nicht in Deutschland geboren","2013","AkademikerIn","Niedersachsen","111","","",""
"nicht in Deutschland geboren","2013","AkademikerIn","Bremen","9","0.0828824785085142","0.0113086046811633","0.154456352335865"
"nicht in Deutschland geboren","2013","AkademikerIn","Nordrhein-Westfalen","290","","",""
"nicht in Deutschland geboren","2013","AkademikerIn","Hessen","146","","",""
"nicht in Deutschland geboren","2013","AkademikerIn","Rheinland-Pfalz,Saarland","68","0.177846594503554","0.135142261842625","0.220550927164484"
"nicht in Deutschland geboren","2013","AkademikerIn","Baden-Wuerttemberg","203","","",""
"nicht in Deutschland geboren","2013","AkademikerIn","Bayern","251","","",""
"nicht in Deutschland geboren","2013","AkademikerIn","Saarland","","","",""
"nicht in Deutschland geboren","2013","AkademikerIn","Berlin","77","0.106908008808164","0.0775999286067991","0.136216089009529"
"nicht in Deutschland geboren","2013","AkademikerIn","Brandenburg","21","","",""
"nicht in Deutschland geboren","2013","AkademikerIn","Mecklenburg-Vorpommern","8","0.0424712210211957","0.0101992305373616","0.0747432115050298"
"nicht in Deutschland geboren","2013","AkademikerIn","Sachsen","35","0.0334201750561912","0.0174574573413376","0.0493828927710447"
"nicht in Deutschland geboren","2013","AkademikerIn","Sachsen-Anhalt","19","","",""
"nicht in Deutschland geboren","2013","AkademikerIn","Thueringen","20","","",""
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Schleswig-Holstein","53","0.740602411439855","0.63865071779416","0.842554105085551"
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Hamburg","17","","",""
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Niedersachsen","113","","",""
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Bremen","9","0.66094217320782","0.458473860922582","0.863410485493058"
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Nordrhein-Westfalen","234","","",""
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Hessen","85","0.596965506230126","0.512969590262527","0.680961422197724"
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","52","0.685473295120452","0.581761832032367","0.789184758208537"
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Baden-Wuerttemberg","125","","",""
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Bayern","151","","",""
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Berlin","37","0.783441118780678","0.664410043850226","0.90247219371113"
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Brandenburg","23","","",""
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Mecklenburg-Vorpommern","25","","",""
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Sachsen","32","0.94340667671103","0.864570928716999","1.02224242470506"
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Sachsen-Anhalt","33","0.849218667441615","0.740998799283319","0.957438535599911"
"in Deutschland geboren oder immigr.<1950","2014","(noch) kein Abschluss","Thueringen","25","","",""
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Schleswig-Holstein","238","","",""
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Hamburg","65","0.870114481940888","0.802154582406483","0.938074381475294"
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Niedersachsen","655","0.866186645250624","0.842870239123333","0.889503051377915"
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Bremen","40","0.834001711247456","0.738244967203133","0.929758455291778"
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Nordrhein-Westfalen","1273","","",""
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Hessen","357","0.790957048211764","0.755208030630142","0.826706065793386"
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Rheinland-Pfalz,Saarland","502","0.814013501803888","0.784507091804355","0.843519911803421"
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Baden-Wuerttemberg","733","0.771133982212962","0.745428249458969","0.796839714966956"
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Bayern","1292","","",""
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Berlin","147","","",""
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Brandenburg","208","","",""
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Mecklenburg-Vorpommern","109","","",""
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Sachsen","291","","",""
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Sachsen-Anhalt","219","","",""
"in Deutschland geboren oder immigr.<1950","2014","Hauptschule","Thueringen","246","","",""
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Schleswig-Holstein","236","","",""
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Hamburg","70","0.905139240565544","0.841326620461956","0.968951860669132"
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Niedersachsen","674","0.946779409373187","0.930551272254896","0.963007546491477"
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Bremen","39","0.898972493811165","0.812815174029837","0.985129813592492"
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Nordrhein-Westfalen","1016","","",""
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Hessen","359","0.955541533653674","0.935368188101467","0.975714879205881"
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Rheinland-Pfalz,Saarland","285","","",""
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Baden-Wuerttemberg","692","0.94121262777627","0.924433842675336","0.957991412877204"
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Bayern","948","0.954818021366735","0.941951119790747","0.967684922942722"
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Berlin","241","","",""
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Brandenburg","342","0.992385474528918","0.983291449312189","1.00147949974565"
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Mecklenburg-Vorpommern","222","","",""
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Sachsen","667","0.994320285455459","0.988634201924665","1.00000636898625"
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Sachsen-Anhalt","361","0.998917428185545","0.9955391877782","1.00229566859289"
"in Deutschland geboren oder immigr.<1950","2014","Realschule","Thueringen","397","0.999673301764337","0.997897849515688","1.00144875401299"
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Schleswig-Holstein","101","","",""
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Hamburg","62","0.84298760434341","0.766539621778536","0.919435586908285"
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Niedersachsen","263","","",""
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Bremen","13","","",""
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Nordrhein-Westfalen","792","0.75540555007191","0.730163833821183","0.780647266322636"
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Hessen","219","","",""
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Rheinland-Pfalz,Saarland","147","","",""
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Baden-Wuerttemberg","283","","",""
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Bayern","362","0.708685556202032","0.671991286946145","0.74537982545792"
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Berlin","115","","",""
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Brandenburg","92","0.837982503325323","0.772865565467298","0.903099441183347"
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Mecklenburg-Vorpommern","51","0.992984057004012","0.97072199567566","1.01524611833236"
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Sachsen","131","","",""
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Sachsen-Anhalt","68","0.987268537232978","0.961372182027033","1.01316489243892"
"in Deutschland geboren oder immigr.<1950","2014","(Fach-)Abitur","Thueringen","75","0.923312606688921","0.867073911489444","0.979551301888397"
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Schleswig-Holstein","121","","",""
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Hamburg","117","","",""
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Niedersachsen","411","0.871867632343849","0.842745207329535","0.900990057358163"
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Bremen","42","0.877302594668747","0.785439209036603","0.969165980300891"
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Nordrhein-Westfalen","931","0.85443908659659","0.834153156679768","0.874725016513412"
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Hessen","414","0.827045153120006","0.794815826331126","0.859274479908887"
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Rheinland-Pfalz,Saarland","211","","",""
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Baden-Wuerttemberg","637","0.820948961483643","0.794364907975031","0.847533014992255"
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Bayern","733","0.811155451550029","0.786293575979062","0.836017327120997"
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Berlin","314","0.874165078498652","0.84086211196017","0.907468045037135"
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Brandenburg","243","","",""
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Mecklenburg-Vorpommern","129","","",""
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Sachsen","406","0.959401904823674","0.940919258519607","0.977884551127742"
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Sachsen-Anhalt","204","","",""
"in Deutschland geboren oder immigr.<1950","2014","AkademikerIn","Thueringen","203","","",""
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Schleswig-Holstein","18","","",""
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Hamburg","6","0.408761764166603","0.207852223074729","0.609671305258477"
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Niedersachsen","57","0.314833113455767","0.245015979726666","0.384650247184867"
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Bremen","12","","",""
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Nordrhein-Westfalen","136","","",""
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Hessen","46","0.403034493769874","0.319038577802275","0.487030409737473"
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","25","","",""
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Baden-Wuerttemberg","36","0.262322988974798","0.194373459502493","0.330272518447104"
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Bayern","56","0.313034948831077","0.24986265401998","0.376207243642174"
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Saarland","","","",""
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Berlin","9","0.216558881219322","0.0975278062888696","0.335589956149774"
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Brandenburg","7","0.105556187287157","-0.00439649876217847","0.215508873336492"
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Mecklenburg-Vorpommern","2","","",""
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Sachsen","1","","",""
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Sachsen-Anhalt","9","0.150781332558385","0.0425614644000894","0.259001200716681"
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","Thueringen","4","0.0491866635182046","-0.0295216136729606","0.12789494070937"
"nicht in Deutschland geboren","2014","Hauptschule","Schleswig-Holstein","68","0.112629278209481","0.0772078901487072","0.148050666270254"
"nicht in Deutschland geboren","2014","Hauptschule","Hamburg","29","","",""
"nicht in Deutschland geboren","2014","Hauptschule","Niedersachsen","164","","",""
"nicht in Deutschland geboren","2014","Hauptschule","Bremen","18","","",""
"nicht in Deutschland geboren","2014","Hauptschule","Nordrhein-Westfalen","543","0.190808581611996","0.172736226372888","0.208880936851104"
"nicht in Deutschland geboren","2014","Hauptschule","Hessen","140","","",""
"nicht in Deutschland geboren","2014","Hauptschule","Rheinland-Pfalz,Saarland","166","","",""
"nicht in Deutschland geboren","2014","Hauptschule","Baden-Wuerttemberg","293","","",""
"nicht in Deutschland geboren","2014","Hauptschule","Bayern","327","0.151510119050612","0.134045109799338","0.168975128301886"
"nicht in Deutschland geboren","2014","Hauptschule","Saarland","","","",""
"nicht in Deutschland geboren","2014","Hauptschule","Berlin","13","","",""
"nicht in Deutschland geboren","2014","Hauptschule","Brandenburg","39","0.0607075520064775","0.0309277785263024","0.0904873254866527"
"nicht in Deutschland geboren","2014","Hauptschule","Mecklenburg-Vorpommern","7","0.0501408717264668","0.0104267797916065","0.0898549636613272"
"nicht in Deutschland geboren","2014","Hauptschule","Sachsen","30","0.0585766399178956","0.032887457180219","0.0842658226555722"
"nicht in Deutschland geboren","2014","Hauptschule","Sachsen-Anhalt","34","0.0493990499246498","0.0226968987327391","0.0761012011165605"
"nicht in Deutschland geboren","2014","Hauptschule","Thueringen","15","","",""
"nicht in Deutschland geboren","2014","Realschule","Schleswig-Holstein","13","","",""
"nicht in Deutschland geboren","2014","Realschule","Hamburg","11","","",""
"nicht in Deutschland geboren","2014","Realschule","Niedersachsen","61","0.0532205906268133","0.0369924535085229","0.0694487277451038"
"nicht in Deutschland geboren","2014","Realschule","Bremen","8","0.101027506188835","0.0148701864075076","0.187184825970163"
"nicht in Deutschland geboren","2014","Realschule","Nordrhein-Westfalen","96","0.0480318122593653","0.0354636609162265","0.0605999636025041"
"nicht in Deutschland geboren","2014","Realschule","Hessen","42","0.0444584663463259","0.0242851207941192","0.0646318118985325"
"nicht in Deutschland geboren","2014","Realschule","Rheinland-Pfalz,Saarland","26","","",""
"nicht in Deutschland geboren","2014","Realschule","Baden-Wuerttemberg","63","0.0587873722237301","0.0420085871227965","0.0755661573246638"
"nicht in Deutschland geboren","2014","Realschule","Bayern","53","0.0451819786332655","0.0323150770572776","0.0580488802092533"
"nicht in Deutschland geboren","2014","Realschule","Saarland","","","",""
"nicht in Deutschland geboren","2014","Realschule","Berlin","9","0.0227762488204959","0.00428287310701971","0.041269624533972"
"nicht in Deutschland geboren","2014","Realschule","Brandenburg","9","0.00761452547108237","-0.00147949974564598","0.0167085506878107"
"nicht in Deutschland geboren","2014","Realschule","Mecklenburg-Vorpommern","1","","",""
"nicht in Deutschland geboren","2014","Realschule","Sachsen","4","0.00567971454454084","-6.36898625359147e-06","0.0113657980753353"
"nicht in Deutschland geboren","2014","Realschule","Sachsen-Anhalt","3","","",""
"nicht in Deutschland geboren","2014","Realschule","Thueringen","1","","",""
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Schleswig-Holstein","36","0.140363397634104","0.0821969966299943","0.198529798638215"
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Hamburg","25","","",""
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Niedersachsen","84","0.164593478441181","0.125577850958949","0.203609105923412"
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Bremen","17","","",""
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Nordrhein-Westfalen","322","0.24459444992809","0.219352733677364","0.269836166178817"
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Hessen","108","","",""
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Rheinland-Pfalz,Saarland","90","0.203219769457316","0.151989555439817","0.254449983474815"
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Baden-Wuerttemberg","179","","",""
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Bayern","227","","",""
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Saarland","","","",""
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Berlin","36","0.217743658520614","0.151916225258228","0.283571091783001"
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Brandenburg","31","0.162017496674677","0.0969005588166527","0.227134434532701"
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Mecklenburg-Vorpommern","3","","",""
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Sachsen","7","0.0245468215929639","-0.00127039361511682","0.0503640368010445"
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Sachsen-Anhalt","4","0.012731462767022","-0.0131648924389226","0.0386278179729665"
"nicht in Deutschland geboren","2014","(Fach-)Abitur","Thueringen","11","","",""
"nicht in Deutschland geboren","2014","AkademikerIn","Schleswig-Holstein","33","0.149726103128359","0.0933732492862728","0.206078956970446"
"nicht in Deutschland geboren","2014","AkademikerIn","Hamburg","36","0.108322080780215","0.0590767704407951","0.157567391119635"
"nicht in Deutschland geboren","2014","AkademikerIn","Niedersachsen","95","0.128132367656151","0.0990099426418369","0.157254792670465"
"nicht in Deutschland geboren","2014","AkademikerIn","Bremen","7","0.122697405331253","0.0308340196991091","0.214560790963397"
"nicht in Deutschland geboren","2014","AkademikerIn","Nordrhein-Westfalen","230","","",""
"nicht in Deutschland geboren","2014","AkademikerIn","Hessen","115","","",""
"nicht in Deutschland geboren","2014","AkademikerIn","Rheinland-Pfalz,Saarland","61","0.201617374525168","0.153937713943754","0.249297035106582"
"nicht in Deutschland geboren","2014","AkademikerIn","Baden-Wuerttemberg","162","","",""
"nicht in Deutschland geboren","2014","AkademikerIn","Bayern","219","","",""
"nicht in Deutschland geboren","2014","AkademikerIn","Saarland","","","",""
"nicht in Deutschland geboren","2014","AkademikerIn","Berlin","67","0.125834921501348","0.0925319549628652","0.15913788803983"
"nicht in Deutschland geboren","2014","AkademikerIn","Brandenburg","17","","",""
"nicht in Deutschland geboren","2014","AkademikerIn","Mecklenburg-Vorpommern","7","0.0422476940056501","0.00844068537591697","0.0760547026353832"
"nicht in Deutschland geboren","2014","AkademikerIn","Sachsen","32","0.0405980951763257","0.0221154488722579","0.0590807414803935"
"nicht in Deutschland geboren","2014","AkademikerIn","Sachsen-Anhalt","14","","",""
"nicht in Deutschland geboren","2014","AkademikerIn","Thueringen","16","","",""
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Schleswig-Holstein","42","0.729998669610053","0.6176633171718","0.842334022048305"
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Hamburg","14","","",""
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Niedersachsen","95","0.690031888539618","0.619678157149477","0.76038561992976"
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Bremen","9","0.585337776224849","0.357742967796534","0.812932584653164"
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Nordrhein-Westfalen","211","","",""
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Hessen","65","0.58031292807724","0.485918282521945","0.674707573632536"
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","53","0.66513770860346","0.562361051234474","0.767914365972447"
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Baden-Wuerttemberg","92","0.76406544339452","0.690222791114789","0.837908095674252"
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Bayern","132","","",""
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Berlin","30","0.648332028625495","0.510346252162485","0.786317805088506"
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Brandenburg","26","","",""
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Mecklenburg-Vorpommern","28","","",""
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Sachsen","37","0.979975061397217","0.936562920501069","1.02338720229337"
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Sachsen-Anhalt","31","0.845059281988101","0.72846598072115","0.961652583255051"
"in Deutschland geboren oder immigr.<1950","2015","(noch) kein Abschluss","Thueringen","23","","",""
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Schleswig-Holstein","221","","",""
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Hamburg","59","0.872136548394275","0.802759064869559","0.941514031918992"
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Niedersachsen","599","0.855893178754349","0.831183375797933","0.880602981710764"
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Bremen","34","0.811434069880871","0.704079327007835","0.918788812753908"
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Nordrhein-Westfalen","1180","","",""
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Hessen","326","0.77867523383093","0.741104051886017","0.816246415775844"
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Rheinland-Pfalz,Saarland","472","0.789263485638355","0.758336274335726","0.820190696940984"
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Baden-Wuerttemberg","674","0.771047742349607","0.744259434147742","0.797836050551473"
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Bayern","1191","","",""
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Berlin","142","","",""
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Brandenburg","197","","",""
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Mecklenburg-Vorpommern","106","","",""
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Sachsen","271","","",""
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Sachsen-Anhalt","200","","",""
"in Deutschland geboren oder immigr.<1950","2015","Hauptschule","Thueringen","230","","",""
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Schleswig-Holstein","233","","",""
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Hamburg","77","0.906179320383351","0.845258868547733","0.967099772218968"
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Niedersachsen","627","0.945978333356706","0.929135326407153","0.962821340306258"
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Bremen","34","0.953084045363677","0.886718653038792","1.01944943768856"
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Nordrhein-Westfalen","957","0.940298649354477","0.925981214837471","0.954616083871484"
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Hessen","347","0.947713274406031","0.925506338287733","0.96992021052433"
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Rheinland-Pfalz,Saarland","282","","",""
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Baden-Wuerttemberg","671","0.935047164549456","0.917145302036022","0.952949027062891"
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Bayern","921","0.95558696555554","0.942609175497501","0.968564755613579"
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Berlin","220","","",""
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Brandenburg","335","0.992658009607371","0.983623433878876","1.00169258533587"
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Mecklenburg-Vorpommern","224","","",""
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Sachsen","629","0.993747603904496","0.987607050329147","0.999888157479846"
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Sachsen-Anhalt","340","0.99807254002418","0.993424083475184","1.00272099657318"
"in Deutschland geboren oder immigr.<1950","2015","Realschule","Thueringen","367","0.99964436506064","0.997717953154939","1.00157077696634"
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Schleswig-Holstein","99","0.855876542724203","0.797698786062588","0.914054299385818"
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Hamburg","54","0.838194613953019","0.759439753213867","0.916949474692171"
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Niedersachsen","259","","",""
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Bremen","15","","",""
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Nordrhein-Westfalen","775","0.759082644739638","0.734430895097776","0.7837343943815"
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Hessen","211","","",""
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Rheinland-Pfalz,Saarland","142","","",""
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Baden-Wuerttemberg","283","","",""
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Bayern","359","0.692618748947125","0.656531474882314","0.728706023011936"
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Berlin","110","","",""
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Brandenburg","97","0.833529747491391","0.77022283379145","0.896836661191333"
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Mecklenburg-Vorpommern","45","0.990868745383579","0.963959546801311","1.01777794396585"
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Sachsen","126","","",""
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Sachsen-Anhalt","60","0.971138581566146","0.930122181189732","1.01215498194256"
"in Deutschland geboren oder immigr.<1950","2015","(Fach-)Abitur","Thueringen","64","0.893087550541678","0.825795038768911","0.960380062314445"
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Schleswig-Holstein","125","","",""
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Hamburg","123","","",""
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Niedersachsen","412","0.853822331819813","0.824216402529582","0.883428261110043"
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Bremen","32","0.888942788093786","0.795030125916482","0.98285545027109"
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Nordrhein-Westfalen","885","0.857417396622281","0.837287766793931","0.87754702645063"
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Hessen","386","0.825882770658642","0.794104189372751","0.857661351944532"
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Rheinland-Pfalz,Saarland","211","","",""
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Baden-Wuerttemberg","616","0.793947532845968","0.766756641818981","0.821138423872956"
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Bayern","724","0.799250224260103","0.77479972811491","0.823700720405297"
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Saarland","","","",""
