year,pgisced97,sampreg,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Lower Secondary Level,East,Not born in Germany,0.11409,70,270,0.07609,0.15208
2021,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.88226,4565,5724,0.87391,0.89061
2021,Upper Secondary Level,West,Not born in Germany,0.11774,1159,5724,0.10939,0.12609
2021,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.96206,1558,1687,0.95294,0.97118
2021,Upper Secondary Level,East,Not born in Germany,0.03794,129,1687,0.02882,0.04706
2021,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.76852,951,1377,0.74624,0.79081
2021,Post-secondary Non-tertiary Level,West,Not born in Germany,0.23148,426,1377,0.20919,0.25376
2021,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.96675,190,223,0.94316,0.99033
2021,Post-secondary Non-tertiary Level,East,Not born in Germany,0.03325,33,223,0.00967,0.05684
2021,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.91186,679,737,0.89137,0.93234
2021,First Stage of Tertiary Education,West,Not born in Germany,0.08814,58,737,0.06766,0.10863
2021,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.99748,265,265,0.99142,1.00353
2021,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.82904,3281,4515,0.81806,0.84003
2021,Second Stage of Tertiary Education,West,Not born in Germany,0.17096,1234,4515,0.15997,0.18194
2021,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.91667,1017,1191,0.90097,0.93237
2021,Second Stage of Tertiary Education,East,Not born in Germany,0.08333,174,1191,0.06763,0.09903
2022,No answer / don't know,West,Born in Germany or immigrated <1950,0.63039,1359,2752,0.61235,0.64842
2022,No answer / don't know,West,Not born in Germany,0.36961,1393,2752,0.35158,0.38765
2022,No answer / don't know,East,Born in Germany or immigrated <1950,0.81250,540,723,0.78403,0.84097
2022,No answer / don't know,East,Not born in Germany,0.18750,183,723,0.15903,0.21597
2022,Pre-primary Level,West,Born in Germany or immigrated <1950,0.83392,300,405,0.79763,0.87021
2022,Pre-primary Level,West,Not born in Germany,0.16608,105,405,0.12979,0.20237
2022,Pre-primary Level,East,Born in Germany or immigrated <1950,0.94952,75,75,0.89963,0.99940
2022,Primary Level,West,Born in Germany or immigrated <1950,0.37642,103,749,0.34169,0.41114
2022,Primary Level,West,Not born in Germany,0.62358,646,749,0.58886,0.65831
2022,Primary Level,East,Born in Germany or immigrated <1950,0.56773,38,126,0.48089,0.65458
2022,Primary Level,East,Not born in Germany,0.43227,88,126,0.34542,0.51911
2022,Lower Secondary Level,West,Born in Germany or immigrated <1950,0.68815,887,1558,0.66514,0.71116
2022,Lower Secondary Level,West,Not born in Germany,0.31185,671,1558,0.28884,0.33486
2022,Lower Secondary Level,East,Born in Germany or immigrated <1950,0.83678,253,362,0.79866,0.87490
2022,Lower Secondary Level,East,Not born in Germany,0.16322,109,362,0.12510,0.20134
2022,Upper Secondary Level,West,Born in Germany or immigrated <1950,0.87430,5660,7117,0.86660,0.88201
2022,Upper Secondary Level,West,Not born in Germany,0.12570,1457,7117,0.11799,0.13340
2022,Upper Secondary Level,East,Born in Germany or immigrated <1950,0.95731,1943,2134,0.94873,0.96589
2022,Upper Secondary Level,East,Not born in Germany,0.04269,191,2134,0.03411,0.05127
2022,Post-secondary Non-tertiary Level,West,Born in Germany or immigrated <1950,0.77255,1317,1820,0.75329,0.79181
2022,Post-secondary Non-tertiary Level,West,Not born in Germany,0.22745,503,1820,0.20819,0.24671
2022,Post-secondary Non-tertiary Level,East,Born in Germany or immigrated <1950,0.94219,326,383,0.91878,0.96559
2022,Post-secondary Non-tertiary Level,East,Not born in Germany,0.05781,57,383,0.03441,0.08122
2022,First Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.92197,951,1025,0.90554,0.93840
2022,First Stage of Tertiary Education,West,Not born in Germany,0.07803,74,1025,0.06160,0.09446
2022,First Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.98421,337,337,0.97089,0.99754
2022,Second Stage of Tertiary Education,West,Born in Germany or immigrated <1950,0.82895,4559,6915,0.82008,0.83783
2022,Second Stage of Tertiary Education,West,Not born in Germany,0.17105,2356,6915,0.16217,0.17992
2022,Second Stage of Tertiary Education,East,Born in Germany or immigrated <1950,0.91488,1378,1758,0.90184,0.92793
2022,Second Stage of Tertiary Education,East,Not born in Germany,0.08512,380,1758,0.07207,0.09816
