year,pgisced97,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Upper Secondary Level,5th Quintile,Not born in Germany,0.04562,83,1668,0.03560,0.05564
2014,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.57610,164,367,0.52547,0.62673
2014,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.42390,203,367,0.37327,0.47453
2014,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.70294,261,414,0.65886,0.74701
2014,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.29706,153,414,0.25299,0.34114
2014,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.74595,303,424,0.70446,0.78744
2014,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.25405,121,424,0.21256,0.29554
2014,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.87336,361,458,0.84287,0.90385
2014,Post-secondary Non-tertiary Level,4th Quintile,Not born in Germany,0.12664,97,458,0.09615,0.15713
2014,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.88006,326,383,0.84748,0.91264
2014,Post-secondary Non-tertiary Level,5th Quintile,Not born in Germany,0.11994,57,383,0.08736,0.15252
2014,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.82965,105,105,0.75740,0.90191
2014,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.95891,260,260,0.93473,0.98308
2014,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.93505,315,315,0.90779,0.96230
2014,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.94119,405,405,0.91824,0.96413
2014,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.93905,391,391,0.91531,0.96280
2014,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.69186,307,536,0.65273,0.73098
2014,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.30814,229,536,0.26902,0.34727
2014,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.73182,429,664,0.69810,0.76555
2014,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.26818,235,664,0.23445,0.30190
2014,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.83996,792,991,0.81712,0.86280
2014,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.16004,199,991,0.13720,0.18288
2014,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.90612,1172,1364,0.89064,0.92161
2014,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.09388,192,1364,0.07839,0.10936
2014,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.90453,2374,2671,0.89339,0.91568
2014,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.09547,297,2671,0.08432,0.10661
2015,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.91896,197,231,0.88369,0.95423
2015,Pre-primary Level,1st Quintile,Not born in Germany,0.08104,34,231,0.04577,0.11631
2015,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.95139,134,134,0.91484,0.98794
2015,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.98885,131,131,0.97079,1.00690
2015,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.95677,112,112,0.91893,0.99460
2015,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.98409,101,101,0.95956,1.00861
2015,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.52914,117,269,0.46938,0.58890
2015,Primary Level,1st Quintile,Not born in Germany,0.47086,152,269,0.41110,0.53062
2015,Primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.58215,47,84,0.47605,0.68826
2015,Primary Level,2nd Quintile,Not born in Germany,0.41785,37,84,0.31174,0.52395
2015,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.72922,775,1166,0.70370,0.75473
2015,Lower Secondary Level,1st Quintile,Not born in Germany,0.27078,391,1166,0.24527,0.29630
2015,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.74855,546,756,0.71760,0.77950
2015,Lower Secondary Level,2nd Quintile,Not born in Germany,0.25145,210,756,0.22050,0.28240
2015,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.80775,365,491,0.77285,0.84264
2015,Lower Secondary Level,3rd Quintile,Not born in Germany,0.19225,126,491,0.15736,0.22715
2015,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.79598,229,285,0.74911,0.84285
2015,Lower Secondary Level,4th Quintile,Not born in Germany,0.20402,56,285,0.15715,0.25089
2015,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.84944,110,110,0.78230,0.91658
2015,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.81913,1889,2453,0.80389,0.83437
2015,Upper Secondary Level,1st Quintile,Not born in Germany,0.18087,564,2453,0.16563,0.19611
2015,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.87621,2439,2903,0.86423,0.88820
2015,Upper Secondary Level,2nd Quintile,Not born in Germany,0.12379,464,2903,0.11180,0.13577
2015,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.92026,2211,2525,0.90970,0.93083
2015,Upper Secondary Level,3rd Quintile,Not born in Germany,0.07974,314,2525,0.06917,0.09030
2015,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.94140,2076,2248,0.93169,0.95111
2015,Upper Secondary Level,4th Quintile,Not born in Germany,0.05860,172,2248,0.04889,0.06831
2015,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.94747,1489,1569,0.93643,0.95851
2015,Upper Secondary Level,5th Quintile,Not born in Germany,0.05253,80,1569,0.04149,0.06357
2015,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.52591,152,342,0.47291,0.57891
2015,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.47409,190,342,0.42109,0.52709
2015,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.64145,238,421,0.59558,0.68731
2015,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.35855,183,421,0.31269,0.40442
2015,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.76982,292,427,0.72985,0.80980
2015,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.23018,135,427,0.19020,0.27015
2015,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.88981,337,412,0.85953,0.92008
2015,Post-secondary Non-tertiary Level,4th Quintile,Not born in Germany,0.11019,75,412,0.07992,0.14047
2015,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.86818,309,359,0.83314,0.90323
2015,Post-secondary Non-tertiary Level,5th Quintile,Not born in Germany,0.13182,50,359,0.09677,0.16686
2015,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.84713,106,106,0.77830,0.91596
2015,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.90224,253,253,0.86557,0.93891
2015,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.93311,293,293,0.90446,0.96177
2015,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.92353,372,372,0.89649,0.95057
2015,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.97762,390,390,0.96293,0.99232
2015,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.73502,282,490,0.69590,0.77414
2015,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.26498,208,490,0.22586,0.30410
2015,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.79867,471,652,0.76787,0.82948
2015,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.20133,181,652,0.17052,0.23213
2015,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.84936,724,903,0.82602,0.87271
2015,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.15064,179,903,0.12729,0.17398
2015,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.91080,1134,1309,0.89535,0.92625
2015,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.08920,175,1309,0.07375,0.10465
2015,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.90998,2253,2531,0.89883,0.92114
2015,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.09002,278,2531,0.07886,0.10117
2016,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.84741,165,208,0.79843,0.89640
2016,Pre-primary Level,1st Quintile,Not born in Germany,0.15259,43,208,0.10360,0.20157
2016,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.95852,161,161,0.92762,0.98942
2016,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.97796,117,117,0.95124,1.00468
2016,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.98168,109,109,0.95639,1.00697
2016,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.98450,100,100,0.96016,1.00883
2016,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.49848,104,264,0.43805,0.55891
2016,Primary Level,1st Quintile,Not born in Germany,0.50152,160,264,0.44109,0.56195
2016,Primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.49135,34,84,0.38380,0.59891
2016,Primary Level,2nd Quintile,Not born in Germany,0.50865,50,84,0.40109,0.61620
2016,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.70669,712,1142,0.68027,0.73311
2016,Lower Secondary Level,1st Quintile,Not born in Germany,0.29331,430,1142,0.26689,0.31973
2016,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.72103,525,742,0.68873,0.75332
2016,Lower Secondary Level,2nd Quintile,Not born in Germany,0.27897,217,742,0.24668,0.31127
2016,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.76852,340,451,0.72955,0.80749
2016,Lower Secondary Level,3rd Quintile,Not born in Germany,0.23148,111,451,0.19251,0.27045
2016,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.85198,216,260,0.80873,0.89523
2016,Lower Secondary Level,4th Quintile,Not born in Germany,0.14802,44,260,0.10477,0.19127
2016,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.82384,114,114,0.75360,0.89408
2016,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.80357,1705,2350,0.78750,0.81964
2016,Upper Secondary Level,1st Quintile,Not born in Germany,0.19643,645,2350,0.18036,0.21250
2016,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.87502,2268,2740,0.86264,0.88741
2016,Upper Secondary Level,2nd Quintile,Not born in Germany,0.12498,472,2740,0.11259,0.13736
2016,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.90883,2073,2361,0.89721,0.92044
2016,Upper Secondary Level,3rd Quintile,Not born in Germany,0.09117,288,2361,0.07956,0.10279
2016,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.93724,1907,2100,0.92686,0.94761
2016,Upper Secondary Level,4th Quintile,Not born in Germany,0.06276,193,2100,0.05239,0.07314
2016,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.94280,1387,1468,0.93092,0.95469
2016,Upper Secondary Level,5th Quintile,Not born in Germany,0.05720,81,1468,0.04531,0.06908
2016,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.46726,135,363,0.41586,0.51866
2016,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.53274,228,363,0.48134,0.58414
2016,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.60398,221,454,0.55894,0.64902
2016,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.39602,233,454,0.35098,0.44106
2016,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.78505,302,430,0.74617,0.82392
2016,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.21495,128,430,0.17608,0.25383
2016,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.83439,327,425,0.79900,0.86977
2016,Post-secondary Non-tertiary Level,4th Quintile,Not born in Germany,0.16561,98,425,0.13023,0.20100
2016,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.85558,297,349,0.81864,0.89251
2016,Post-secondary Non-tertiary Level,5th Quintile,Not born in Germany,0.14442,52,349,0.10749,0.18136
2016,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.81582,95,95,0.73745,0.89418
2016,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.89364,230,230,0.85371,0.93357
2016,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.95712,278,278,0.93327,0.98098
2016,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.91286,327,327,0.88224,0.94347
2016,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.97639,370,370,0.96090,0.99188
2016,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.69751,282,546,0.65895,0.73607
2016,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.30249,264,546,0.26393,0.34105
2016,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.75095,417,649,0.71765,0.78425
2016,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.24905,232,649,0.21575,0.28235
2016,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.82659,694,912,0.80201,0.85118
2016,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.17341,218,912,0.14882,0.19799
2016,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.87167,1131,1371,0.85396,0.88938
2016,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.12833,240,1371,0.11062,0.14604
2016,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.89291,2109,2426,0.88060,0.90522
2016,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.10709,317,2426,0.09478,0.11940
2017,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.81950,170,255,0.77220,0.86680
2017,Pre-primary Level,1st Quintile,Not born in Germany,0.18050,85,255,0.13320,0.22780
2017,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.96500,143,143,0.93478,0.99523
2017,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.99162,128,128,0.97576,1.00747
2017,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.99008,105,105,0.97104,1.00913
2017,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.98667,84,84,0.96200,1.01134
2017,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.35844,98,770,0.32455,0.39233
2017,Primary Level,1st Quintile,Not born in Germany,0.64156,672,770,0.60767,0.67545
2017,Primary Level,2nd Quintile,Not born in Germany,0.61842,97,97,0.52124,0.71559
2017,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.69809,665,1353,0.67362,0.72257
2017,Lower Secondary Level,1st Quintile,Not born in Germany,0.30191,688,1353,0.27743,0.32638
2017,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.74824,474,684,0.71569,0.78079
2017,Lower Secondary Level,2nd Quintile,Not born in Germany,0.25176,210,684,0.21921,0.28431
2017,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.72394,323,428,0.68154,0.76634
2017,Lower Secondary Level,3rd Quintile,Not born in Germany,0.27606,105,428,0.23366,0.31846
2017,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.79863,212,254,0.74921,0.84805
2017,Lower Secondary Level,4th Quintile,Not born in Germany,0.20137,42,254,0.15195,0.25079
2017,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.85219,92,92,0.77927,0.92511
2017,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.80179,1642,2461,0.78604,0.81754
2017,Upper Secondary Level,1st Quintile,Not born in Germany,0.19821,819,2461,0.18246,0.21396
2017,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.86122,2116,2608,0.84795,0.87449
2017,Upper Secondary Level,2nd Quintile,Not born in Germany,0.13878,492,2608,0.12551,0.15205
2017,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.92288,1977,2246,0.91185,0.93392
2017,Upper Secondary Level,3rd Quintile,Not born in Germany,0.07712,269,2246,0.06608,0.08815
2017,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.93365,1812,1953,0.92261,0.94469
2017,Upper Secondary Level,4th Quintile,Not born in Germany,0.06635,141,1953,0.05531,0.07739
2017,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.94532,1291,1375,0.93330,0.95734
2017,Upper Secondary Level,5th Quintile,Not born in Germany,0.05468,84,1375,0.04266,0.06670
2017,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.52568,139,388,0.47593,0.57543
2017,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.47432,249,388,0.42457,0.52407
2017,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.56478,224,422,0.51742,0.61214
2017,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.43522,198,422,0.38786,0.48258
2017,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.76996,285,402,0.72877,0.81116
2017,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.23004,117,402,0.18884,0.27123
2017,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.83054,306,377,0.79262,0.86846
2017,Post-secondary Non-tertiary Level,4th Quintile,Not born in Germany,0.16946,71,377,0.13154,0.20738
2017,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.86981,278,318,0.83277,0.90686
2017,Post-secondary Non-tertiary Level,5th Quintile,Not born in Germany,0.13019,40,318,0.09314,0.16723
2017,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.74656,91,91,0.65669,0.83643
2017,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.89030,212,212,0.84813,0.93247
2017,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.95763,262,262,0.93319,0.98207
2017,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.91880,316,316,0.88863,0.94896
2017,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.96061,336,336,0.93979,0.98144
2017,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.66075,246,794,0.62780,0.69370
2017,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.33925,548,794,0.30630,0.37220
2017,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.73724,427,668,0.70384,0.77064
2017,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.26276,241,668,0.22936,0.29616
2017,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.82105,723,920,0.79627,0.84583
2017,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.17895,197,920,0.15417,0.20373
2017,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.88491,1074,1296,0.86753,0.90229
2017,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.11509,222,1296,0.09771,0.13247
2017,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.89016,2017,2297,0.87737,0.90295
2017,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.10984,280,2297,0.09705,0.12263
2018,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.85782,152,246,0.81409,0.90155
2018,Pre-primary Level,1st Quintile,Not born in Germany,0.14007,94,246,0.09661,0.18353
2018,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.95816,144,144,0.92534,0.99098
2018,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.97303,118,118,0.94367,1.00238
2018,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.99661,98,98,0.98504,1.00818
2018,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.97474,88,88,0.94176,1.00771
2018,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.39045,111,1155,0.36230,0.41860
2018,Primary Level,1st Quintile,Not born in Germany,0.60955,1044,1155,0.58140,0.63770
2018,Primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.30739,39,168,0.23741,0.37738
2018,Primary Level,2nd Quintile,Not born in Germany,0.69261,129,168,0.62262,0.76259
2018,Primary Level,3rd Quintile,Not born in Germany,0.44514,37,37,0.28279,0.60749
2018,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.71023,699,1553,0.68766,0.73280
2018,Lower Secondary Level,1st Quintile,Not born in Germany,0.28977,854,1553,0.26720,0.31234
2018,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.76014,569,775,0.73006,0.79023
2018,Lower Secondary Level,2nd Quintile,Not born in Germany,0.23986,206,775,0.20977,0.26994
2018,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.76493,356,470,0.72655,0.80331
2018,Lower Secondary Level,3rd Quintile,Not born in Germany,0.23507,114,470,0.19669,0.27345
2018,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.77952,213,255,0.72853,0.83050
2018,Lower Secondary Level,4th Quintile,Not born in Germany,0.22048,42,255,0.16950,0.27147
2018,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.87220,117,117,0.81145,0.93296
2018,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.81617,1721,2645,0.80140,0.83093
2018,Upper Secondary Level,1st Quintile,Not born in Germany,0.18383,924,2645,0.16907,0.19860
2018,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.86909,2292,2749,0.85647,0.88170
2018,Upper Secondary Level,2nd Quintile,Not born in Germany,0.13091,457,2749,0.11830,0.14353
2018,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.90406,2138,2408,0.89229,0.91582
2018,Upper Secondary Level,3rd Quintile,Not born in Germany,0.09594,270,2408,0.08418,0.10771
2018,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.93118,1939,2105,0.92037,0.94200
2018,Upper Secondary Level,4th Quintile,Not born in Germany,0.06882,166,2105,0.05800,0.07963
2018,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.92957,1501,1579,0.91694,0.94219
2018,Upper Secondary Level,5th Quintile,Not born in Germany,0.07043,78,1579,0.05781,0.08306
2018,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.54808,164,416,0.50020,0.59596
2018,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.45192,252,416,0.40404,0.49980
2018,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.66849,284,443,0.62460,0.71237
2018,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.33151,159,443,0.28763,0.37540
2018,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.80466,344,462,0.76847,0.84085
2018,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.19534,118,462,0.15915,0.23153
2018,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.84783,354,427,0.81372,0.88194
2018,Post-secondary Non-tertiary Level,4th Quintile,Not born in Germany,0.15217,73,427,0.11806,0.18628
2018,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.87622,320,360,0.84215,0.91029
2018,Post-secondary Non-tertiary Level,5th Quintile,Not born in Germany,0.12378,40,360,0.08971,0.15785
2018,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.81878,91,91,0.73919,0.89836
2018,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.94337,242,242,0.91418,0.97255
2018,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.92956,281,281,0.89958,0.95953
2018,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.89113,343,343,0.85811,0.92414
2018,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.97262,359,359,0.95572,0.98952
2018,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.64323,284,927,0.61238,0.67409
2018,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.35677,643,927,0.32591,0.38762
2018,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.76389,489,740,0.73327,0.79451
2018,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.23611,251,740,0.20549,0.26673
2018,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.79687,721,975,0.77160,0.82213
2018,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.20313,254,975,0.17787,0.22840
2018,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.90039,1227,1438,0.88491,0.91587
2018,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.09961,211,1438,0.08413,0.11509
2018,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.89361,2251,2522,0.88157,0.90565
2018,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.10639,271,2522,0.09435,0.11843
2019,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.83127,129,171,0.77497,0.88757
2019,Pre-primary Level,1st Quintile,Not born in Germany,0.16854,42,171,0.11226,0.22481
2019,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.93522,117,117,0.89042,0.98001
2019,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.98349,100,100,0.95838,1.00859
2019,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.97687,87,87,0.94510,1.00864
2019,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.98531,93,93,0.96072,1.00989
2019,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.33772,115,1275,0.31175,0.36369
2019,Primary Level,1st Quintile,Not born in Germany,0.66228,1160,1275,0.63631,0.68825
2019,Primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.32365,36,129,0.24259,0.40470
2019,Primary Level,2nd Quintile,Not born in Germany,0.67635,93,129,0.59530,0.75741
2019,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.67880,667,1507,0.65521,0.70238
2019,Lower Secondary Level,1st Quintile,Not born in Germany,0.32120,840,1507,0.29762,0.34479
2019,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.76767,527,709,0.73656,0.79878
2019,Lower Secondary Level,2nd Quintile,Not born in Germany,0.23233,182,709,0.20122,0.26344
2019,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.77166,312,396,0.73027,0.81306
2019,Lower Secondary Level,3rd Quintile,Not born in Germany,0.22834,84,396,0.18694,0.26973
2019,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.77824,216,261,0.72774,0.82874
