"germborn","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht in Deutschland geboren","2006","AkademikerIn","direkter Migrationshintergrund","366","1","1","1"
"nicht in Deutschland geboren","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2007","(noch) kein Abschluss","kein Migrationshintergrund","585","1","1","1"
"in Deutschland geboren","2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","101","1","1","1"
"in Deutschland geboren","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2007","Hauptschule","kein Migrationshintergrund","6088","1","1","1"
"in Deutschland geboren","2007","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2007","Hauptschule","indirekter Migrationshintergrund","245","1","1","1"
"in Deutschland geboren","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2007","Realschule","kein Migrationshintergrund","5060","1","1","1"
"in Deutschland geboren","2007","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2007","Realschule","indirekter Migrationshintergrund","195","1","1","1"
"in Deutschland geboren","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2007","(Fach-)Abitur","kein Migrationshintergrund","1853","1","1","1"
"in Deutschland geboren","2007","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2007","(Fach-)Abitur","indirekter Migrationshintergrund","137","1","1","1"
"in Deutschland geboren","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2007","AkademikerIn","kein Migrationshintergrund","3960","1","1","1"
"in Deutschland geboren","2007","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2007","AkademikerIn","indirekter Migrationshintergrund","85","1","1","1"
"in Deutschland geboren","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","direkter Migrationshintergrund","157","1","1","1"
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2007","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2007","Hauptschule","direkter Migrationshintergrund","1028","1","1","1"
"nicht in Deutschland geboren","2007","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2007","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2007","Realschule","direkter Migrationshintergrund","180","1","1","1"
"nicht in Deutschland geboren","2007","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2007","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2007","(Fach-)Abitur","direkter Migrationshintergrund","372","1","1","1"
"nicht in Deutschland geboren","2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2007","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2007","AkademikerIn","direkter Migrationshintergrund","344","1","1","1"
"nicht in Deutschland geboren","2007","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2008","(noch) kein Abschluss","kein Migrationshintergrund","518","1","1","1"
"in Deutschland geboren","2008","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","104","1","1","1"
"in Deutschland geboren","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2008","Hauptschule","kein Migrationshintergrund","5683","1","1","1"
"in Deutschland geboren","2008","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2008","Hauptschule","indirekter Migrationshintergrund","238","1","1","1"
"in Deutschland geboren","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2008","Realschule","kein Migrationshintergrund","4789","1","1","1"
"in Deutschland geboren","2008","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2008","Realschule","indirekter Migrationshintergrund","192","1","1","1"
"in Deutschland geboren","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2008","(Fach-)Abitur","kein Migrationshintergrund","1708","1","1","1"
"in Deutschland geboren","2008","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2008","(Fach-)Abitur","indirekter Migrationshintergrund","126","1","1","1"
"in Deutschland geboren","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2008","AkademikerIn","kein Migrationshintergrund","3794","1","1","1"
"in Deutschland geboren","2008","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2008","AkademikerIn","indirekter Migrationshintergrund","85","1","1","1"
"in Deutschland geboren","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2008","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2008","(noch) kein Abschluss","direkter Migrationshintergrund","124","1","1","1"
"nicht in Deutschland geboren","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2008","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2008","Hauptschule","direkter Migrationshintergrund","917","1","1","1"
"nicht in Deutschland geboren","2008","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2008","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2008","Realschule","direkter Migrationshintergrund","165","1","1","1"
"nicht in Deutschland geboren","2008","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2008","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2008","(Fach-)Abitur","direkter Migrationshintergrund","340","1","1","1"
"nicht in Deutschland geboren","2008","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2008","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2008","AkademikerIn","direkter Migrationshintergrund","313","1","1","1"
"nicht in Deutschland geboren","2008","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2009","(noch) kein Abschluss","kein Migrationshintergrund","466","1","1","1"
"in Deutschland geboren","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","91","1","1","1"
"in Deutschland geboren","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2009","Hauptschule","kein Migrationshintergrund","5243","1","1","1"
"in Deutschland geboren","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2009","Hauptschule","indirekter Migrationshintergrund","214","1","1","1"
"in Deutschland geboren","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2009","Realschule","kein Migrationshintergrund","4515","1","1","1"
"in Deutschland geboren","2009","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2009","Realschule","indirekter Migrationshintergrund","174","1","1","1"
"in Deutschland geboren","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2009","(Fach-)Abitur","kein Migrationshintergrund","1605","1","1","1"
"in Deutschland geboren","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2009","(Fach-)Abitur","indirekter Migrationshintergrund","105","1","1","1"
"in Deutschland geboren","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2009","AkademikerIn","kein Migrationshintergrund","3656","1","1","1"
"in Deutschland geboren","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2009","AkademikerIn","indirekter Migrationshintergrund","87","1","1","1"
"in Deutschland geboren","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2009","(noch) kein Abschluss","direkter Migrationshintergrund","120","1","1","1"
"nicht in Deutschland geboren","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2009","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2009","Hauptschule","direkter Migrationshintergrund","778","1","1","1"
"nicht in Deutschland geboren","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2009","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2009","Realschule","direkter Migrationshintergrund","142","1","1","1"
"nicht in Deutschland geboren","2009","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2009","(Fach-)Abitur","direkter Migrationshintergrund","295","1","1","1"
"nicht in Deutschland geboren","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2009","AkademikerIn","direkter Migrationshintergrund","292","1","1","1"
"nicht in Deutschland geboren","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2010","(noch) kein Abschluss","kein Migrationshintergrund","675","1","1","1"
"in Deutschland geboren","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","157","1","1","1"
"in Deutschland geboren","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2010","Hauptschule","kein Migrationshintergrund","5948","1","1","1"
"in Deutschland geboren","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2010","Hauptschule","indirekter Migrationshintergrund","329","1","1","1"
"in Deutschland geboren","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2010","Realschule","kein Migrationshintergrund","6262","1","1","1"
"in Deutschland geboren","2010","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2010","Realschule","indirekter Migrationshintergrund","311","1","1","1"
"in Deutschland geboren","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2010","(Fach-)Abitur","kein Migrationshintergrund","2308","1","1","1"
"in Deutschland geboren","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2010","(Fach-)Abitur","indirekter Migrationshintergrund","183","1","1","1"
"in Deutschland geboren","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2010","AkademikerIn","kein Migrationshintergrund","4671","1","1","1"
"in Deutschland geboren","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2010","AkademikerIn","indirekter Migrationshintergrund","164","1","1","1"
"in Deutschland geboren","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2010","(noch) kein Abschluss","direkter Migrationshintergrund","235","1","1","1"
"nicht in Deutschland geboren","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2010","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2010","Hauptschule","direkter Migrationshintergrund","1254","1","1","1"
"nicht in Deutschland geboren","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2010","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2010","Realschule","direkter Migrationshintergrund","253","1","1","1"
"nicht in Deutschland geboren","2010","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2010","(Fach-)Abitur","direkter Migrationshintergrund","571","1","1","1"
"nicht in Deutschland geboren","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2010","AkademikerIn","direkter Migrationshintergrund","541","1","1","1"
"nicht in Deutschland geboren","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2011","(noch) kein Abschluss","kein Migrationshintergrund","882","1","1","1"
"in Deutschland geboren","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","192","1","1","1"
"in Deutschland geboren","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2011","Hauptschule","kein Migrationshintergrund","7305","1","1","1"
"in Deutschland geboren","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2011","Hauptschule","indirekter Migrationshintergrund","343","1","1","1"
"in Deutschland geboren","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2011","Realschule","kein Migrationshintergrund","7332","1","1","1"
"in Deutschland geboren","2011","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2011","Realschule","indirekter Migrationshintergrund","341","1","1","1"
"in Deutschland geboren","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2011","(Fach-)Abitur","kein Migrationshintergrund","2759","1","1","1"
"in Deutschland geboren","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2011","(Fach-)Abitur","indirekter Migrationshintergrund","223","1","1","1"
"in Deutschland geboren","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2011","AkademikerIn","kein Migrationshintergrund","5400","1","1","1"
"in Deutschland geboren","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2011","AkademikerIn","indirekter Migrationshintergrund","193","1","1","1"
"in Deutschland geboren","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2011","(noch) kein Abschluss","direkter Migrationshintergrund","246","1","1","1"
"nicht in Deutschland geboren","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2011","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2011","Hauptschule","direkter Migrationshintergrund","1342","1","1","1"
"nicht in Deutschland geboren","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2011","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2011","Realschule","direkter Migrationshintergrund","291","1","1","1"
"nicht in Deutschland geboren","2011","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2011","(Fach-)Abitur","direkter Migrationshintergrund","653","1","1","1"
"nicht in Deutschland geboren","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2011","AkademikerIn","direkter Migrationshintergrund","619","1","1","1"
"nicht in Deutschland geboren","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2012","(noch) kein Abschluss","kein Migrationshintergrund","927","1","1","1"
"in Deutschland geboren","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","195","1","1","1"
"in Deutschland geboren","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2012","Hauptschule","kein Migrationshintergrund","7116","1","1","1"
"in Deutschland geboren","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2012","Hauptschule","indirekter Migrationshintergrund","334","1","1","1"
"in Deutschland geboren","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2012","Realschule","kein Migrationshintergrund","7192","1","1","1"
"in Deutschland geboren","2012","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2012","Realschule","indirekter Migrationshintergrund","333","1","1","1"
"in Deutschland geboren","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2012","(Fach-)Abitur","kein Migrationshintergrund","2698","1","1","1"
"in Deutschland geboren","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2012","(Fach-)Abitur","indirekter Migrationshintergrund","222","1","1","1"
"in Deutschland geboren","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2012","AkademikerIn","kein Migrationshintergrund","5344","1","1","1"
"in Deutschland geboren","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2012","AkademikerIn","indirekter Migrationshintergrund","193","1","1","1"
"in Deutschland geboren","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2012","(noch) kein Abschluss","direkter Migrationshintergrund","208","1","1","1"
"nicht in Deutschland geboren","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2012","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2012","Hauptschule","direkter Migrationshintergrund","1256","1","1","1"
"nicht in Deutschland geboren","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2012","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2012","Realschule","direkter Migrationshintergrund","280","1","1","1"
"nicht in Deutschland geboren","2012","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2012","(Fach-)Abitur","direkter Migrationshintergrund","637","1","1","1"
"nicht in Deutschland geboren","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2012","AkademikerIn","direkter Migrationshintergrund","609","1","1","1"
"nicht in Deutschland geboren","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2013","(noch) kein Abschluss","kein Migrationshintergrund","912","1","1","1"
"in Deutschland geboren","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","300","1","1","1"
"in Deutschland geboren","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2013","Hauptschule","kein Migrationshintergrund","6512","1","1","1"
"in Deutschland geboren","2013","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2013","Hauptschule","indirekter Migrationshintergrund","579","1","1","1"
"in Deutschland geboren","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2013","Realschule","kein Migrationshintergrund","6820","1","1","1"
"in Deutschland geboren","2013","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2013","Realschule","indirekter Migrationshintergrund","534","1","1","1"
"in Deutschland geboren","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2013","(Fach-)Abitur","kein Migrationshintergrund","2609","1","1","1"
"in Deutschland geboren","2013","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2013","(Fach-)Abitur","indirekter Migrationshintergrund","379","1","1","1"
"in Deutschland geboren","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2013","AkademikerIn","kein Migrationshintergrund","5194","1","1","1"
"in Deutschland geboren","2013","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2013","AkademikerIn","indirekter Migrationshintergrund","326","1","1","1"
"in Deutschland geboren","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2013","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2013","(noch) kein Abschluss","direkter Migrationshintergrund","548","1","1","1"
"nicht in Deutschland geboren","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2013","Hauptschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2013","Hauptschule","direkter Migrationshintergrund","2375","1","1","1"
"nicht in Deutschland geboren","2013","Hauptschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2013","Realschule","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2013","Realschule","direkter Migrationshintergrund","498","1","1","1"
"nicht in Deutschland geboren","2013","Realschule","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2013","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2013","(Fach-)Abitur","direkter Migrationshintergrund","1477","1","1","1"
"nicht in Deutschland geboren","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2013","AkademikerIn","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2013","AkademikerIn","direkter Migrationshintergrund","1342","1","1","1"
"nicht in Deutschland geboren","2013","AkademikerIn","indirekter Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2014","(noch) kein Abschluss","kein Migrationshintergrund","770","1","1","1"
"in Deutschland geboren","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","244","1","1","1"
"in Deutschland geboren","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2014","Hauptschule","kein Migrationshintergrund","5906","1","1","1"
"in Deutschland geboren","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2014","Hauptschule","indirekter Migrationshintergrund","469","1","1","1"
"in Deutschland geboren","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2014","Realschule","kein Migrationshintergrund","6089","1","1","1"
"in Deutschland geboren","2014","Realschule","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2014","Realschule","indirekter Migrationshintergrund","460","1","1","1"
"in Deutschland geboren","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2014","(Fach-)Abitur","kein Migrationshintergrund","2430","1","1","1"
"in Deutschland geboren","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2014","(Fach-)Abitur","indirekter Migrationshintergrund","344","1","1","1"
"in Deutschland geboren","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"in Deutschland geboren","2014","AkademikerIn","kein Migrationshintergrund","4844","1","1","1"
"in Deutschland geboren","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"in Deutschland geboren","2014","AkademikerIn","indirekter Migrationshintergrund","272","1","1","1"
"in Deutschland geboren","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nicht in Deutschland geboren","2014","(noch) kein Abschluss","direkter Migrationshintergrund","424","1","1","1"
