year,pgisced97,regtyp,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.86256,5859,7383,0.85470,0.87041
2018,Upper Secondary Level,Urban regions,Not born in Germany,0.13744,1524,7383,0.12959,0.14530
2018,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.92835,4161,4769,0.92103,0.93567
2018,Upper Secondary Level,Rural regions,Not born in Germany,0.07165,608,4769,0.06433,0.07897
2018,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.75058,1072,1577,0.72922,0.77194
2018,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.24942,505,1577,0.22806,0.27078
2018,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.80175,450,635,0.77072,0.83278
2018,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.19825,185,635,0.16722,0.22928
2018,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.89158,766,842,0.87057,0.91259
2018,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.10842,76,842,0.08741,0.12943
2018,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.97838,592,592,0.96666,0.99011
2018,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.82822,3673,5080,0.81785,0.83860
2018,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.17178,1407,5080,0.16140,0.18215
2018,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.87471,1487,1897,0.85980,0.88961
2018,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.12529,410,1897,0.11039,0.14020
2019,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.93008,380,433,0.90603,0.95412
2019,Pre-primary Level,Urban regions,Not born in Germany,0.06987,53,433,0.04583,0.09391
2019,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.95661,157,157,0.92464,0.98858
2019,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.30507,120,1209,0.27910,0.33103
2019,Primary Level,Urban regions,Not born in Germany,0.69493,1089,1209,0.66897,0.72090
2019,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.50246,60,508,0.45894,0.54598
2019,Primary Level,Rural regions,Not born in Germany,0.49754,448,508,0.45402,0.54106
2019,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.70064,1111,2029,0.68071,0.72058
2019,Lower Secondary Level,Urban regions,Not born in Germany,0.29936,918,2029,0.27942,0.31929
2019,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.82796,782,1151,0.80614,0.84977
2019,Lower Secondary Level,Rural regions,Not born in Germany,0.17204,369,1151,0.15023,0.19386
2019,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.86127,5672,7002,0.85317,0.86937
2019,Upper Secondary Level,Urban regions,Not born in Germany,0.13873,1330,7002,0.13063,0.14683
2019,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.92669,3939,4454,0.91903,0.93434
2019,Upper Secondary Level,Rural regions,Not born in Germany,0.07331,515,4454,0.06566,0.08097
2019,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.75340,1122,1577,0.73212,0.77468
2019,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.24660,455,1577,0.22532,0.26788
2019,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.76877,461,619,0.73553,0.80201
2019,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.23123,158,619,0.19799,0.26447
2019,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.90418,880,948,0.88543,0.92293
2019,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.09582,68,948,0.07707,0.11457
2019,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.97123,669,669,0.95855,0.98391
2019,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.82128,4075,5368,0.81103,0.83153
2019,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.17872,1293,5368,0.16847,0.18897
2019,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.89102,1663,2031,0.87746,0.90458
2019,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.10898,368,2031,0.09542,0.12254
2020,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.90994,398,533,0.88561,0.93426
2020,Pre-primary Level,Urban regions,Not born in Germany,0.09005,135,533,0.06573,0.11438
2020,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.96881,184,235,0.94654,0.99109
2020,Pre-primary Level,Rural regions,Not born in Germany,0.03119,51,235,0.00891,0.05346
2020,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.31017,105,1342,0.28541,0.33493
2020,Primary Level,Urban regions,Not born in Germany,0.68983,1237,1342,0.66507,0.71459
2020,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.55537,59,489,0.51128,0.59946
2020,Primary Level,Rural regions,Not born in Germany,0.44463,430,489,0.40054,0.48872
2020,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.70789,1052,2215,0.68895,0.72684
2020,Lower Secondary Level,Urban regions,Not born in Germany,0.29211,1163,2215,0.27316,0.31105
2020,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.82022,720,1120,0.79772,0.84272
2020,Lower Secondary Level,Rural regions,Not born in Germany,0.17978,400,1120,0.15728,0.20228
2020,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.87867,5371,7091,0.87107,0.88627
2020,Upper Secondary Level,Urban regions,Not born in Germany,0.12133,1720,7091,0.11373,0.12893
2020,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.92636,3660,4290,0.91854,0.93418
2020,Upper Secondary Level,Rural regions,Not born in Germany,0.07364,630,4290,0.06582,0.08146
2020,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.79545,1119,1711,0.77633,0.81457
2020,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.20455,592,1711,0.18543,0.22367
2020,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.81073,451,646,0.78050,0.84096
2020,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.18927,195,646,0.15904,0.21950
2020,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.91480,790,852,0.89605,0.93356
2020,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.08520,62,852,0.06644,0.10395
2020,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.97510,592,592,0.96253,0.98766
2020,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.83495,3983,5738,0.82535,0.84456
2020,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.16505,1755,5738,0.15544,0.17465
2020,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.90126,1590,2024,0.88826,0.91426
2020,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.09874,434,2024,0.08574,0.11174
2021,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.86016,214,305,0.82117,0.89914
2021,Pre-primary Level,Urban regions,Not born in Germany,0.13984,91,305,0.10086,0.17883
2021,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.97345,121,121,0.94469,1.00222
2021,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.32531,75,818,0.29318,0.35743
2021,Primary Level,Urban regions,Not born in Germany,0.67469,743,818,0.64257,0.70682
2021,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.62628,31,235,0.56430,0.68827
2021,Primary Level,Rural regions,Not born in Germany,0.37372,204,235,0.31173,0.43570
2021,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.66975,602,1236,0.64352,0.69598
2021,Lower Secondary Level,Urban regions,Not born in Germany,0.33025,634,1236,0.30402,0.35648
2021,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.78870,466,659,0.75751,0.81989
2021,Lower Secondary Level,Rural regions,Not born in Germany,0.21130,193,659,0.18011,0.24249
2021,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.88479,3647,4593,0.87556,0.89403
2021,Upper Secondary Level,Urban regions,Not born in Germany,0.11521,946,4593,0.10597,0.12444
2021,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.91868,2476,2818,0.90859,0.92877
2021,Upper Secondary Level,Rural regions,Not born in Germany,0.08132,342,2818,0.07123,0.09141
2021,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.77740,825,1173,0.75358,0.80122
2021,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.22260,348,1173,0.19878,0.24642
2021,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.83713,315,426,0.80202,0.87223
2021,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.16287,111,426,0.12777,0.19798
2021,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.91175,541,590,0.88884,0.93466
2021,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.08825,49,590,0.06534,0.11116
2021,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.96418,403,403,0.94602,0.98235
2021,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.82517,3076,4210,0.81369,0.83664
2021,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.17483,1134,4210,0.16336,0.18631
2021,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.90220,1222,1496,0.88714,0.91725
2021,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.09780,274,1496,0.08275,0.11286
2022,Pre-primary Level,Urban regions,Born in Germany or immigrated <1950,0.82953,259,366,0.79096,0.86811
2022,Pre-primary Level,Urban regions,Not born in Germany,0.17047,107,366,0.13189,0.20904
2022,Pre-primary Level,Rural regions,Born in Germany or immigrated <1950,0.91205,116,116,0.86028,0.96381
2022,Primary Level,Urban regions,Born in Germany or immigrated <1950,0.36546,89,656,0.32858,0.40234
2022,Primary Level,Urban regions,Not born in Germany,0.63454,567,656,0.59766,0.67142
2022,Primary Level,Rural regions,Born in Germany or immigrated <1950,0.49466,52,219,0.42829,0.56103
2022,Primary Level,Rural regions,Not born in Germany,0.50534,167,219,0.43897,0.57171
2022,Lower Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.64576,625,1209,0.61879,0.67273
2022,Lower Secondary Level,Urban regions,Not born in Germany,0.35424,584,1209,0.32727,0.38121
2022,Lower Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.81668,515,711,0.78821,0.84514
2022,Lower Secondary Level,Rural regions,Not born in Germany,0.18332,196,711,0.15486,0.21179
2022,Upper Secondary Level,Urban regions,Born in Germany or immigrated <1950,0.87161,4377,5650,0.86288,0.88033
2022,Upper Secondary Level,Urban regions,Not born in Germany,0.12839,1273,5650,0.11967,0.13712
2022,Upper Secondary Level,Rural regions,Born in Germany or immigrated <1950,0.91760,3226,3601,0.90862,0.92658
2022,Upper Secondary Level,Rural regions,Not born in Germany,0.08240,375,3601,0.07342,0.09138
2022,Post-secondary Non-tertiary Level,Urban regions,Born in Germany or immigrated <1950,0.78378,1134,1575,0.76344,0.80411
2022,Post-secondary Non-tertiary Level,Urban regions,Not born in Germany,0.21622,441,1575,0.19589,0.23656
2022,Post-secondary Non-tertiary Level,Rural regions,Born in Germany or immigrated <1950,0.82043,509,628,0.79038,0.85047
2022,Post-secondary Non-tertiary Level,Rural regions,Not born in Germany,0.17957,119,628,0.14953,0.20962
2022,First Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.91426,729,790,0.89472,0.93380
2022,First Stage of Tertiary Education,Urban regions,Not born in Germany,0.08574,61,790,0.06620,0.10528
2022,First Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.96711,559,559,0.95231,0.98190
2022,Second Stage of Tertiary Education,Urban regions,Born in Germany or immigrated <1950,0.82378,4252,6683,0.81465,0.83292
2022,Second Stage of Tertiary Education,Urban regions,Not born in Germany,0.17622,2431,6683,0.16708,0.18535
2022,Second Stage of Tertiary Education,Rural regions,Born in Germany or immigrated <1950,0.90612,1685,1990,0.89330,0.91894
2022,Second Stage of Tertiary Education,Rural regions,Not born in Germany,0.09388,305,1990,0.08106,0.10670
