year,pgisced97,sex,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Lower Secondary Level,male,Not born in Germany,0.31083,513,1255,0.28521,0.33644
2015,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.78416,1296,1850,0.76541,0.80292
2015,Lower Secondary Level,female,Not born in Germany,0.21584,554,1850,0.19708,0.23459
2015,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.88008,4494,5475,0.87147,0.88869
2015,Upper Secondary Level,male,Not born in Germany,0.11992,981,5475,0.11131,0.12853
2015,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.90049,5657,6700,0.89332,0.90766
2015,Upper Secondary Level,female,Not born in Germany,0.09951,1043,6700,0.09234,0.10668
2015,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.73554,479,810,0.70515,0.76593
2015,Post-secondary Non-tertiary Level,male,Not born in Germany,0.26446,331,810,0.23407,0.29485
2015,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.76197,862,1346,0.73921,0.78473
2015,Post-secondary Non-tertiary Level,female,Not born in Germany,0.23803,484,1346,0.21527,0.26079
2015,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.93854,885,947,0.92323,0.95384
2015,First Stage of Tertiary Education,male,Not born in Germany,0.06146,62,947,0.04616,0.07677
2015,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.91210,534,582,0.88908,0.93513
2015,First Stage of Tertiary Education,female,Not born in Germany,0.08790,48,582,0.06487,0.11092
2015,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.87216,2551,3198,0.86059,0.88374
2015,Second Stage of Tertiary Education,male,Not born in Germany,0.12784,647,3198,0.11626,0.13941
2015,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.82593,2360,3224,0.81284,0.83902
2015,Second Stage of Tertiary Education,female,Not born in Germany,0.17407,864,3224,0.16098,0.18716
2016,No answer / don't know,male,Born in Germany or immigrated <1950,0.86359,243,445,0.83166,0.89551
2016,No answer / don't know,male,Not born in Germany,0.13641,202,445,0.10449,0.16834
2016,No answer / don't know,female,Born in Germany or immigrated <1950,0.86034,225,393,0.82603,0.89466
2016,No answer / don't know,female,Not born in Germany,0.13966,168,393,0.10534,0.17397
2016,Pre-primary Level,male,Born in Germany or immigrated <1950,0.93161,310,414,0.90726,0.95595
2016,Pre-primary Level,male,Not born in Germany,0.06839,104,414,0.04405,0.09274
2016,Pre-primary Level,female,Born in Germany or immigrated <1950,0.93638,342,454,0.91391,0.95886
2016,Pre-primary Level,female,Not born in Germany,0.06362,112,454,0.04114,0.08609
2016,Primary Level,male,Born in Germany or immigrated <1950,0.45669,74,725,0.42041,0.49297
2016,Primary Level,male,Not born in Germany,0.54331,651,725,0.50703,0.57959
2016,Primary Level,female,Born in Germany or immigrated <1950,0.43949,89,717,0.40314,0.47585
2016,Primary Level,female,Not born in Germany,0.56051,628,717,0.52415,0.59686
2016,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.68422,690,1421,0.66004,0.70839
2016,Lower Secondary Level,male,Not born in Germany,0.31578,731,1421,0.29161,0.33996
2016,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.77701,1218,1871,0.75814,0.79587
2016,Lower Secondary Level,female,Not born in Germany,0.22299,653,1871,0.20413,0.24186
2016,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.87918,4143,5272,0.87038,0.88798
2016,Upper Secondary Level,male,Not born in Germany,0.12082,1129,5272,0.11202,0.12962
2016,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.90163,5197,6272,0.89425,0.90900
2016,Upper Secondary Level,female,Not born in Germany,0.09837,1075,6272,0.09100,0.10575
2016,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.72381,451,799,0.69279,0.75483
2016,Post-secondary Non-tertiary Level,male,Not born in Germany,0.27619,348,799,0.24517,0.30721
2016,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.74690,831,1294,0.72321,0.77060
2016,Post-secondary Non-tertiary Level,female,Not born in Germany,0.25310,463,1294,0.22940,0.27679
2016,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.93805,797,858,0.92191,0.95419
2016,First Stage of Tertiary Education,male,Not born in Germany,0.06195,61,858,0.04581,0.07809
2016,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.91010,503,543,0.88602,0.93418
2016,First Stage of Tertiary Education,female,Not born in Germany,0.08990,40,543,0.06582,0.11398
2016,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.86452,2397,3294,0.85283,0.87621
2016,Second Stage of Tertiary Education,male,Not born in Germany,0.13548,897,3294,0.12379,0.14717
2016,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.81937,2237,3194,0.80602,0.83271
2016,Second Stage of Tertiary Education,female,Not born in Germany,0.18063,957,3194,0.16729,0.19398
2017,No answer / don't know,male,Born in Germany or immigrated <1950,0.88606,266,477,0.85752,0.91460
2017,No answer / don't know,male,Not born in Germany,0.11394,211,477,0.08540,0.14248
2017,No answer / don't know,female,Born in Germany or immigrated <1950,0.79463,219,382,0.75407,0.83520
2017,No answer / don't know,female,Not born in Germany,0.20537,163,382,0.16480,0.24593
2017,Pre-primary Level,male,Born in Germany or immigrated <1950,0.92503,346,442,0.90045,0.94961
2017,Pre-primary Level,male,Not born in Germany,0.07497,96,442,0.05039,0.09955
2017,Pre-primary Level,female,Born in Germany or immigrated <1950,0.94792,386,479,0.92801,0.96784
2017,Pre-primary Level,female,Not born in Germany,0.05208,93,479,0.03216,0.07199
2017,Primary Level,male,Born in Germany or immigrated <1950,0.43202,92,952,0.40054,0.46350
2017,Primary Level,male,Not born in Germany,0.56798,860,952,0.53650,0.59946
2017,Primary Level,female,Born in Germany or immigrated <1950,0.39597,109,976,0.36527,0.42667
2017,Primary Level,female,Not born in Germany,0.60403,867,976,0.57333,0.63473
2017,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.69863,763,1606,0.67618,0.72108
2017,Lower Secondary Level,male,Not born in Germany,0.30137,843,1606,0.27892,0.32382
2017,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.75766,1308,2095,0.73930,0.77601
2017,Lower Secondary Level,female,Not born in Germany,0.24234,787,2095,0.22399,0.26070
2017,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.88060,4696,5864,0.87230,0.88890
2017,Upper Secondary Level,male,Not born in Germany,0.11940,1168,5864,0.11110,0.12770
2017,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.90150,5760,6895,0.89446,0.90853
2017,Upper Secondary Level,female,Not born in Germany,0.09850,1135,6895,0.09147,0.10554
2017,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.75161,562,874,0.72295,0.78028
2017,Post-secondary Non-tertiary Level,male,Not born in Germany,0.24839,312,874,0.21972,0.27705
2017,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.75097,988,1438,0.72861,0.77333
2017,Post-secondary Non-tertiary Level,female,Not born in Germany,0.24903,450,1438,0.22667,0.27139
2017,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.94209,885,940,0.92715,0.95703
2017,First Stage of Tertiary Education,male,Not born in Germany,0.05791,55,940,0.04297,0.07285
2017,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.88723,540,587,0.86162,0.91284
2017,First Stage of Tertiary Education,female,Not born in Germany,0.11277,47,587,0.08716,0.13838
2017,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.86599,2747,3731,0.85506,0.87692
2017,Second Stage of Tertiary Education,male,Not born in Germany,0.13401,984,3731,0.12308,0.14494
2017,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.82062,2546,3520,0.80794,0.83329
2017,Second Stage of Tertiary Education,female,Not born in Germany,0.17938,974,3520,0.16671,0.19206
2018,No answer / don't know,male,Born in Germany or immigrated <1950,0.81647,282,513,0.78294,0.85000
2018,No answer / don't know,male,Not born in Germany,0.18353,231,513,0.15000,0.21706
2018,No answer / don't know,female,Born in Germany or immigrated <1950,0.84708,229,400,0.81176,0.88239
2018,No answer / don't know,female,Not born in Germany,0.15292,171,400,0.11761,0.18824
2018,Pre-primary Level,male,Born in Germany or immigrated <1950,0.93515,309,406,0.91116,0.95913
2018,Pre-primary Level,male,Not born in Germany,0.06485,97,406,0.04087,0.08884
2018,Pre-primary Level,female,Born in Germany or immigrated <1950,0.94903,299,369,0.92656,0.97150
2018,Pre-primary Level,female,Not born in Germany,0.05097,70,369,0.02850,0.07344
2018,Primary Level,male,Born in Germany or immigrated <1950,0.38203,88,911,0.35046,0.41359
2018,Primary Level,male,Not born in Germany,0.61797,823,911,0.58641,0.64954
2018,Primary Level,female,Born in Germany or immigrated <1950,0.38737,123,923,0.35593,0.41882
2018,Primary Level,female,Not born in Germany,0.61263,800,923,0.58118,0.64407
2018,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.69860,791,1592,0.67605,0.72115
2018,Lower Secondary Level,male,Not born in Germany,0.30140,801,1592,0.27885,0.32395
2018,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.77079,1282,1984,0.75229,0.78929
2018,Lower Secondary Level,female,Not born in Germany,0.22921,702,1984,0.21071,0.24771
2018,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.87790,4468,5562,0.86929,0.88650
2018,Upper Secondary Level,male,Not born in Germany,0.12210,1094,5562,0.11350,0.13071
2018,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.89358,5552,6590,0.88613,0.90103
2018,Upper Secondary Level,female,Not born in Germany,0.10642,1038,6590,0.09897,0.11387
2018,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.76100,555,840,0.73215,0.78986
2018,Post-secondary Non-tertiary Level,male,Not born in Germany,0.23900,285,840,0.21014,0.26785
2018,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.76464,967,1372,0.74218,0.78709
2018,Post-secondary Non-tertiary Level,female,Not born in Germany,0.23536,405,1372,0.21291,0.25782
2018,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.94613,827,875,0.93116,0.96110
2018,First Stage of Tertiary Education,male,Not born in Germany,0.05387,48,875,0.03890,0.06884
2018,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.88380,531,571,0.85749,0.91010
2018,First Stage of Tertiary Education,female,Not born in Germany,0.11620,40,571,0.08990,0.14251
2018,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.85970,2669,3555,0.84828,0.87112
2018,Second Stage of Tertiary Education,male,Not born in Germany,0.14030,886,3555,0.12888,0.15172
2018,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.81558,2491,3422,0.80258,0.82858
2018,Second Stage of Tertiary Education,female,Not born in Germany,0.18442,931,3422,0.17142,0.19742
2019,Not included in this version of the questionnaire,male,Born in Germany or immigrated <1950,0.90784,76,138,0.85941,0.95628
2019,Not included in this version of the questionnaire,male,Not born in Germany,0.09216,62,138,0.04372,0.14059
2019,Not included in this version of the questionnaire,female,Born in Germany or immigrated <1950,0.95749,77,126,0.92212,0.99286
2019,Not included in this version of the questionnaire,female,Not born in Germany,0.04251,49,126,0.00714,0.07788
2019,No answer / don't know,male,Born in Germany or immigrated <1950,0.83236,243,440,0.79741,0.86730
2019,No answer / don't know,male,Not born in Germany,0.16764,197,440,0.13270,0.20259
2019,No answer / don't know,female,Born in Germany or immigrated <1950,0.80535,221,379,0.76544,0.84527
2019,No answer / don't know,female,Not born in Germany,0.19465,158,379,0.15473,0.23456
2019,Pre-primary Level,male,Born in Germany or immigrated <1950,0.93839,281,319,0.91196,0.96482
2019,Pre-primary Level,male,Not born in Germany,0.06161,38,319,0.03518,0.08804
2019,Pre-primary Level,female,Born in Germany or immigrated <1950,0.93598,257,294,0.90795,0.96401
2019,Pre-primary Level,female,Not born in Germany,0.06402,37,294,0.03599,0.09205
2019,Primary Level,male,Born in Germany or immigrated <1950,0.35545,84,889,0.32397,0.38693
2019,Primary Level,male,Not born in Germany,0.64455,805,889,0.61307,0.67603
2019,Primary Level,female,Born in Germany or immigrated <1950,0.35357,99,832,0.32107,0.38608
2019,Primary Level,female,Not born in Germany,0.64643,733,832,0.61392,0.67893
2019,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.70046,755,1466,0.67700,0.72391
2019,Lower Secondary Level,male,Not born in Germany,0.29954,711,1466,0.27609,0.32300
2019,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.77828,1173,1752,0.75883,0.79774
2019,Lower Secondary Level,female,Not born in Germany,0.22172,579,1752,0.20226,0.24117
2019,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.87740,4452,5386,0.86864,0.88616
2019,Upper Secondary Level,male,Not born in Germany,0.12260,934,5386,0.11384,0.13136
2019,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.89363,5386,6306,0.88602,0.90124
2019,Upper Secondary Level,female,Not born in Germany,0.10637,920,6306,0.09876,0.11398
2019,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.75984,624,882,0.73163,0.78805
2019,Post-secondary Non-tertiary Level,male,Not born in Germany,0.24016,258,882,0.21195,0.26837
2019,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.75985,1016,1375,0.73727,0.78244
2019,Post-secondary Non-tertiary Level,female,Not born in Germany,0.24015,359,1375,0.21756,0.26273
2019,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.94793,1028,1077,0.93466,0.96121
2019,First Stage of Tertiary Education,male,Not born in Germany,0.05207,49,1077,0.03879,0.06534
2019,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.89759,545,580,0.87289,0.92228
2019,First Stage of Tertiary Education,female,Not born in Germany,0.10241,35,580,0.07772,0.12711
2019,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.85336,3202,4033,0.84244,0.86428
2019,Second Stage of Tertiary Education,male,Not born in Germany,0.14664,831,4033,0.13572,0.15756
2019,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.82259,2705,3550,0.81003,0.83516
2019,Second Stage of Tertiary Education,female,Not born in Germany,0.17741,845,3550,0.16484,0.18997
2020,No answer / don't know,male,Born in Germany or immigrated <1950,0.79926,209,655,0.76856,0.82996
2020,No answer / don't know,male,Not born in Germany,0.20074,446,655,0.17004,0.23144
2020,No answer / don't know,female,Born in Germany or immigrated <1950,0.80717,182,458,0.77100,0.84334
2020,No answer / don't know,female,Not born in Germany,0.19283,276,458,0.15666,0.22900
2020,Pre-primary Level,male,Born in Germany or immigrated <1950,0.91781,299,398,0.89079,0.94483
2020,Pre-primary Level,male,Not born in Germany,0.08219,99,398,0.05517,0.10921
2020,Pre-primary Level,female,Born in Germany or immigrated <1950,0.94418,283,370,0.92075,0.96760
2020,Pre-primary Level,female,Not born in Germany,0.05582,87,370,0.03240,0.07925
2020,Primary Level,male,Born in Germany or immigrated <1950,0.35975,76,1016,0.33023,0.38928
2020,Primary Level,male,Not born in Germany,0.64025,940,1016,0.61072,0.66977
2020,Primary Level,female,Born in Germany or immigrated <1950,0.38544,88,815,0.35200,0.41887
2020,Primary Level,female,Not born in Germany,0.61456,727,815,0.58113,0.64800
2020,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.69655,689,1574,0.67383,0.71927
2020,Lower Secondary Level,male,Not born in Germany,0.30345,885,1574,0.28073,0.32617
2020,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.78199,1082,1760,0.76270,0.80129
2020,Lower Secondary Level,female,Not born in Germany,0.21801,678,1760,0.19871,0.23730
2020,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.89223,4036,5308,0.88389,0.90057
2020,Upper Secondary Level,male,Not born in Germany,0.10777,1272,5308,0.09943,0.11611
2020,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.89923,4992,6070,0.89166,0.90681
2020,Upper Secondary Level,female,Not born in Germany,0.10077,1078,6070,0.09319,0.10834
2020,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.79407,587,946,0.76828,0.81985
2020,Post-secondary Non-tertiary Level,male,Not born in Germany,0.20593,359,946,0.18015,0.23172
2020,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.80280,982,1410,0.78203,0.82358
2020,Post-secondary Non-tertiary Level,female,Not born in Germany,0.19720,428,1410,0.17642,0.21797
2020,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.95203,877,922,0.93823,0.96583
2020,First Stage of Tertiary Education,male,Not born in Germany,0.04797,45,922,0.03417,0.06177
2020,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.91233,505,538,0.88841,0.93625
2020,First Stage of Tertiary Education,female,Not born in Germany,0.08767,33,538,0.06375,0.11159
2020,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.85932,2953,4099,0.84867,0.86996
2020,Second Stage of Tertiary Education,male,Not born in Germany,0.14068,1146,4099,0.13004,0.15133
2020,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.84097,2619,3662,0.82913,0.85282
2020,Second Stage of Tertiary Education,female,Not born in Germany,0.15903,1043,3662,0.14718,0.17087
2021,No answer / don't know,male,Born in Germany or immigrated <1950,0.70327,180,441,0.66059,0.74595
2021,No answer / don't know,male,Not born in Germany,0.29673,261,441,0.25405,0.33941
2021,No answer / don't know,female,Born in Germany or immigrated <1950,0.68846,167,380,0.64184,0.73509
2021,No answer / don't know,female,Not born in Germany,0.31154,213,380,0.26491,0.35816
2021,Pre-primary Level,male,Born in Germany or immigrated <1950,0.88873,173,226,0.84764,0.92982
2021,Pre-primary Level,male,Not born in Germany,0.11127,53,226,0.07018,0.15236
2021,Pre-primary Level,female,Born in Germany or immigrated <1950,0.89446,162,215,0.85329,0.93562
2021,Pre-primary Level,female,Not born in Germany,0.10554,53,215,0.06438,0.14671
2021,Primary Level,male,Born in Germany or immigrated <1950,0.39947,46,567,0.35912,0.43982
2021,Primary Level,male,Not born in Germany,0.60053,521,567,0.56018,0.64088
2021,Primary Level,female,Born in Germany or immigrated <1950,0.39654,60,486,0.35300,0.44008
2021,Primary Level,female,Not born in Germany,0.60346,426,486,0.55992,0.64700
2021,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.65864,424,865,0.62702,0.69026
2021,Lower Secondary Level,male,Not born in Germany,0.34136,441,865,0.30974,0.37298
2021,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.75371,643,1029,0.72738,0.78005
2021,Lower Secondary Level,female,Not born in Germany,0.24629,386,1029,0.21995,0.27262
2021,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.89455,2724,3386,0.88420,0.90489
2021,Upper Secondary Level,male,Not born in Germany,0.10545,662,3386,0.09511,0.11580
2021,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.89951,3397,4023,0.89022,0.90880
2021,Upper Secondary Level,female,Not born in Germany,0.10049,626,4023,0.09120,0.10978
2021,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.80386,424,619,0.77255,0.83516
2021,Post-secondary Non-tertiary Level,male,Not born in Germany,0.19614,195,619,0.16484,0.22745
2021,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.78372,716,980,0.75793,0.80951
2021,Post-secondary Non-tertiary Level,female,Not born in Germany,0.21628,264,980,0.19049,0.24207
2021,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.94522,576,612,0.92718,0.96327
2021,First Stage of Tertiary Education,male,Not born in Germany,0.05478,36,612,0.03673,0.07282
2021,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.90726,368,368,0.87758,0.93693
2021,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.85704,2248,2960,0.84443,0.86965
2021,Second Stage of Tertiary Education,male,Not born in Germany,0.14296,712,2960,0.13035,0.15557
2021,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.82943,2048,2744,0.81535,0.84351
2021,Second Stage of Tertiary Education,female,Not born in Germany,0.17057,696,2744,0.15649,0.18465
2022,No answer / don't know,male,Born in Germany or immigrated <1950,0.65616,929,1749,0.63389,0.67843
2022,No answer / don't know,male,Not born in Germany,0.34384,820,1749,0.32157,0.36611
2022,No answer / don't know,female,Born in Germany or immigrated <1950,0.67341,969,1724,0.65127,0.69556
2022,No answer / don't know,female,Not born in Germany,0.32659,755,1724,0.30444,0.34873
2022,Pre-primary Level,male,Born in Germany or immigrated <1950,0.86149,178,235,0.81723,0.90575
2022,Pre-primary Level,male,Not born in Germany,0.13851,57,235,0.09425,0.18277
2022,Pre-primary Level,female,Born in Germany or immigrated <1950,0.83819,197,267,0.79393,0.88244
2022,Pre-primary Level,female,Not born in Germany,0.16181,70,267,0.11756,0.20607
2022,Primary Level,male,Born in Germany or immigrated <1950,0.40758,71,469,0.36306,0.45210
2022,Primary Level,male,Not born in Germany,0.59242,398,469,0.54790,0.63694
2022,Primary Level,female,Born in Germany or immigrated <1950,0.39691,70,406,0.34926,0.44456
2022,Primary Level,female,Not born in Germany,0.60309,336,406,0.55544,0.65074
2022,Lower Secondary Level,male,Born in Germany or immigrated <1950,0.66893,473,870,0.63764,0.70022
2022,Lower Secondary Level,male,Not born in Germany,0.33107,397,870,0.29978,0.36236
2022,Lower Secondary Level,female,Born in Germany or immigrated <1950,0.73150,665,1048,0.70465,0.75834
2022,Lower Secondary Level,female,Not born in Germany,0.26850,383,1048,0.24166,0.29535
2022,Upper Secondary Level,male,Born in Germany or immigrated <1950,0.88484,3402,4230,0.87522,0.89446
2022,Upper Secondary Level,male,Not born in Germany,0.11516,828,4230,0.10554,0.12478
2022,Upper Secondary Level,female,Born in Germany or immigrated <1950,0.89141,4197,5016,0.88280,0.90002
2022,Upper Secondary Level,female,Not born in Germany,0.10859,819,5016,0.09998,0.11720
2022,Post-secondary Non-tertiary Level,male,Born in Germany or immigrated <1950,0.79262,630,875,0.76574,0.81950
2022,Post-secondary Non-tertiary Level,male,Not born in Germany,0.20738,245,875,0.18050,0.23426
2022,Post-secondary Non-tertiary Level,female,Born in Germany or immigrated <1950,0.79372,1011,1326,0.77194,0.81551
2022,Post-secondary Non-tertiary Level,female,Not born in Germany,0.20628,315,1326,0.18449,0.22806
2022,First Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.93364,821,871,0.91709,0.95018
2022,First Stage of Tertiary Education,male,Not born in Germany,0.06636,50,871,0.04982,0.08291
2022,First Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.94096,467,467,0.91956,0.96236
2022,Second Stage of Tertiary Education,male,Born in Germany or immigrated <1950,0.85109,3087,4487,0.84068,0.86151
2022,Second Stage of Tertiary Education,male,Not born in Germany,0.14891,1400,4487,0.13849,0.15932
2022,Second Stage of Tertiary Education,female,Born in Germany or immigrated <1950,0.83381,2846,4178,0.82252,0.84510
2022,Second Stage of Tertiary Education,female,Not born in Germany,0.16619,1332,4178,0.15490,0.17748
