"plj0588","year","bildungsniveau","bula_h","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Sehr oft","2018","Hauptschule","Schleswig-Holstein","","","",""
"Sehr oft","2018","Hauptschule","Hamburg","","","",""
"Sehr oft","2018","Hauptschule","Niedersachsen","1","","",""
"Sehr oft","2018","Hauptschule","Bremen","","","",""
"Sehr oft","2018","Hauptschule","Nordrhein-Westfalen","5","","",""
"Sehr oft","2018","Hauptschule","Hessen","1","","",""
"Sehr oft","2018","Hauptschule","Rheinland-Pfalz,Saarland","1","","",""
"Sehr oft","2018","Hauptschule","Baden-Wuerttemberg","1","","",""
"Sehr oft","2018","Hauptschule","Bayern","2","","",""
"Sehr oft","2018","Hauptschule","Saarland","","","",""
"Sehr oft","2018","Hauptschule","Berlin","","","",""
"Sehr oft","2018","Hauptschule","Brandenburg","","","",""
"Sehr oft","2018","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2018","Hauptschule","Sachsen","1","","",""
"Sehr oft","2018","Hauptschule","Sachsen-Anhalt","","","",""
"Sehr oft","2018","Hauptschule","Thueringen","","","",""
"Sehr oft","2018","Realschule","Schleswig-Holstein","","","",""
"Sehr oft","2018","Realschule","Hamburg","","","",""
"Sehr oft","2018","Realschule","Niedersachsen","","","",""
"Sehr oft","2018","Realschule","Bremen","","","",""
"Sehr oft","2018","Realschule","Nordrhein-Westfalen","","","",""
"Sehr oft","2018","Realschule","Hessen","","","",""
"Sehr oft","2018","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2018","Realschule","Baden-Wuerttemberg","","","",""
"Sehr oft","2018","Realschule","Bayern","","","",""
"Sehr oft","2018","Realschule","Saarland","","","",""
"Sehr oft","2018","Realschule","Berlin","","","",""
"Sehr oft","2018","Realschule","Brandenburg","","","",""
"Sehr oft","2018","Realschule","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2018","Realschule","Sachsen","","","",""
"Sehr oft","2018","Realschule","Sachsen-Anhalt","","","",""
"Sehr oft","2018","Realschule","Thueringen","","","",""
"Sehr oft","2018","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Sehr oft","2018","(Fach-)Abitur","Hamburg","","","",""
"Sehr oft","2018","(Fach-)Abitur","Niedersachsen","","","",""
"Sehr oft","2018","(Fach-)Abitur","Bremen","","","",""
"Sehr oft","2018","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Sehr oft","2018","(Fach-)Abitur","Hessen","","","",""
"Sehr oft","2018","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2018","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Sehr oft","2018","(Fach-)Abitur","Bayern","","","",""
"Sehr oft","2018","(Fach-)Abitur","Saarland","","","",""
"Sehr oft","2018","(Fach-)Abitur","Berlin","","","",""
"Sehr oft","2018","(Fach-)Abitur","Brandenburg","","","",""
"Sehr oft","2018","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2018","(Fach-)Abitur","Sachsen","","","",""
"Sehr oft","2018","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Sehr oft","2018","(Fach-)Abitur","Thueringen","","","",""
"Sehr oft","2018","AkademikerIn","Schleswig-Holstein","","","",""
"Sehr oft","2018","AkademikerIn","Hamburg","","","",""
"Sehr oft","2018","AkademikerIn","Niedersachsen","","","",""
"Sehr oft","2018","AkademikerIn","Bremen","","","",""
"Sehr oft","2018","AkademikerIn","Nordrhein-Westfalen","","","",""
"Sehr oft","2018","AkademikerIn","Hessen","1","","",""
"Sehr oft","2018","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2018","AkademikerIn","Baden-Wuerttemberg","2","","",""
"Sehr oft","2018","AkademikerIn","Bayern","","","",""
"Sehr oft","2018","AkademikerIn","Saarland","","","",""
"Sehr oft","2018","AkademikerIn","Berlin","","","",""
"Sehr oft","2018","AkademikerIn","Brandenburg","","","",""
"Sehr oft","2018","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2018","AkademikerIn","Sachsen","1","","",""
"Sehr oft","2018","AkademikerIn","Sachsen-Anhalt","","","",""
"Sehr oft","2018","AkademikerIn","Thueringen","","","",""
"Oft","2018","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Oft","2018","(noch) kein Abschluss","Hamburg","","","",""
"Oft","2018","(noch) kein Abschluss","Niedersachsen","3","","",""
"Oft","2018","(noch) kein Abschluss","Bremen","","","",""
"Oft","2018","(noch) kein Abschluss","Nordrhein-Westfalen","4","","",""
"Oft","2018","(noch) kein Abschluss","Hessen","2","","",""
"Oft","2018","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Oft","2018","(noch) kein Abschluss","Baden-Wuerttemberg","1","","",""
"Oft","2018","(noch) kein Abschluss","Bayern","","","",""
"Oft","2018","(noch) kein Abschluss","Saarland","","","",""
"Oft","2018","(noch) kein Abschluss","Berlin","","","",""
"Oft","2018","(noch) kein Abschluss","Brandenburg","","","",""
"Oft","2018","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Oft","2018","(noch) kein Abschluss","Sachsen","","","",""
"Oft","2018","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Oft","2018","(noch) kein Abschluss","Thueringen","","","",""
"Oft","2018","Hauptschule","Schleswig-Holstein","","","",""
"Oft","2018","Hauptschule","Hamburg","","","",""
"Oft","2018","Hauptschule","Niedersachsen","3","","",""
"Oft","2018","Hauptschule","Bremen","","","",""
"Oft","2018","Hauptschule","Nordrhein-Westfalen","2","","",""
"Oft","2018","Hauptschule","Hessen","1","","",""
"Oft","2018","Hauptschule","Rheinland-Pfalz,Saarland","1","","",""
"Oft","2018","Hauptschule","Baden-Wuerttemberg","","","",""
"Oft","2018","Hauptschule","Bayern","","","",""
"Oft","2018","Hauptschule","Saarland","","","",""
"Oft","2018","Hauptschule","Berlin","","","",""
"Oft","2018","Hauptschule","Brandenburg","","","",""
"Oft","2018","Hauptschule","Mecklenburg-Vorpommern","1","","",""
"Oft","2018","Hauptschule","Sachsen","1","","",""
"Oft","2018","Hauptschule","Sachsen-Anhalt","","","",""
"Oft","2018","Hauptschule","Thueringen","","","",""
"Oft","2018","Realschule","Schleswig-Holstein","","","",""
"Oft","2018","Realschule","Hamburg","","","",""
"Oft","2018","Realschule","Niedersachsen","","","",""
"Oft","2018","Realschule","Bremen","","","",""
"Oft","2018","Realschule","Nordrhein-Westfalen","","","",""
"Oft","2018","Realschule","Hessen","","","",""
"Oft","2018","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Oft","2018","Realschule","Baden-Wuerttemberg","","","",""
"Oft","2018","Realschule","Bayern","","","",""
"Oft","2018","Realschule","Saarland","","","",""
"Oft","2018","Realschule","Berlin","","","",""
"Oft","2018","Realschule","Brandenburg","","","",""
"Oft","2018","Realschule","Mecklenburg-Vorpommern","","","",""
"Oft","2018","Realschule","Sachsen","","","",""
"Oft","2018","Realschule","Sachsen-Anhalt","","","",""
"Oft","2018","Realschule","Thueringen","","","",""
"Oft","2018","(Fach-)Abitur","Schleswig-Holstein","1","","",""
"Oft","2018","(Fach-)Abitur","Hamburg","","","",""
"Oft","2018","(Fach-)Abitur","Niedersachsen","2","","",""
"Oft","2018","(Fach-)Abitur","Bremen","","","",""
"Oft","2018","(Fach-)Abitur","Nordrhein-Westfalen","2","","",""
"Oft","2018","(Fach-)Abitur","Hessen","2","","",""
"Oft","2018","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Oft","2018","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Oft","2018","(Fach-)Abitur","Bayern","","","",""
"Oft","2018","(Fach-)Abitur","Saarland","","","",""
"Oft","2018","(Fach-)Abitur","Berlin","","","",""
"Oft","2018","(Fach-)Abitur","Brandenburg","2","","",""
"Oft","2018","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Oft","2018","(Fach-)Abitur","Sachsen","","","",""
"Oft","2018","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Oft","2018","(Fach-)Abitur","Thueringen","","","",""
"Oft","2018","AkademikerIn","Schleswig-Holstein","","","",""
"Oft","2018","AkademikerIn","Hamburg","","","",""
"Oft","2018","AkademikerIn","Niedersachsen","","","",""
"Oft","2018","AkademikerIn","Bremen","1","","",""
"Oft","2018","AkademikerIn","Nordrhein-Westfalen","3","","",""
"Oft","2018","AkademikerIn","Hessen","","","",""
"Oft","2018","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Oft","2018","AkademikerIn","Baden-Wuerttemberg","","","",""
"Oft","2018","AkademikerIn","Bayern","1","","",""
"Oft","2018","AkademikerIn","Saarland","","","",""
"Oft","2018","AkademikerIn","Berlin","","","",""
"Oft","2018","AkademikerIn","Brandenburg","","","",""
"Oft","2018","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Oft","2018","AkademikerIn","Sachsen","","","",""
"Oft","2018","AkademikerIn","Sachsen-Anhalt","","","",""
"Oft","2018","AkademikerIn","Thueringen","1","","",""
"Manchmal","2018","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Manchmal","2018","(noch) kein Abschluss","Hamburg","1","","",""
"Manchmal","2018","(noch) kein Abschluss","Niedersachsen","19","","",""
"Manchmal","2018","(noch) kein Abschluss","Bremen","2","","",""
"Manchmal","2018","(noch) kein Abschluss","Nordrhein-Westfalen","8","","",""
"Manchmal","2018","(noch) kein Abschluss","Hessen","2","","",""
"Manchmal","2018","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","3","","",""
"Manchmal","2018","(noch) kein Abschluss","Baden-Wuerttemberg","2","","",""
"Manchmal","2018","(noch) kein Abschluss","Bayern","5","","",""
"Manchmal","2018","(noch) kein Abschluss","Saarland","","","",""
"Manchmal","2018","(noch) kein Abschluss","Berlin","1","","",""
"Manchmal","2018","(noch) kein Abschluss","Brandenburg","2","","",""
"Manchmal","2018","(noch) kein Abschluss","Mecklenburg-Vorpommern","2","","",""
"Manchmal","2018","(noch) kein Abschluss","Sachsen","","","",""
"Manchmal","2018","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Manchmal","2018","(noch) kein Abschluss","Thueringen","2","","",""
"Manchmal","2018","Hauptschule","Schleswig-Holstein","2","","",""
"Manchmal","2018","Hauptschule","Hamburg","2","","",""
"Manchmal","2018","Hauptschule","Niedersachsen","2","","",""
"Manchmal","2018","Hauptschule","Bremen","","","",""
"Manchmal","2018","Hauptschule","Nordrhein-Westfalen","3","","",""
"Manchmal","2018","Hauptschule","Hessen","3","","",""
"Manchmal","2018","Hauptschule","Rheinland-Pfalz,Saarland","1","","",""
"Manchmal","2018","Hauptschule","Baden-Wuerttemberg","1","","",""
"Manchmal","2018","Hauptschule","Bayern","2","","",""
"Manchmal","2018","Hauptschule","Saarland","","","",""
"Manchmal","2018","Hauptschule","Berlin","1","","",""
"Manchmal","2018","Hauptschule","Brandenburg","","","",""
"Manchmal","2018","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Manchmal","2018","Hauptschule","Sachsen","","","",""
"Manchmal","2018","Hauptschule","Sachsen-Anhalt","2","","",""
"Manchmal","2018","Hauptschule","Thueringen","","","",""
"Manchmal","2018","Realschule","Schleswig-Holstein","","","",""
"Manchmal","2018","Realschule","Hamburg","","","",""
"Manchmal","2018","Realschule","Niedersachsen","","","",""
"Manchmal","2018","Realschule","Bremen","","","",""
"Manchmal","2018","Realschule","Nordrhein-Westfalen","","","",""
"Manchmal","2018","Realschule","Hessen","","","",""
"Manchmal","2018","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2018","Realschule","Baden-Wuerttemberg","","","",""
"Manchmal","2018","Realschule","Bayern","","","",""
"Manchmal","2018","Realschule","Saarland","","","",""
"Manchmal","2018","Realschule","Berlin","","","",""
"Manchmal","2018","Realschule","Brandenburg","","","",""
"Manchmal","2018","Realschule","Mecklenburg-Vorpommern","","","",""
"Manchmal","2018","Realschule","Sachsen","","","",""
"Manchmal","2018","Realschule","Sachsen-Anhalt","","","",""
"Manchmal","2018","Realschule","Thueringen","","","",""
"Manchmal","2018","(Fach-)Abitur","Schleswig-Holstein","1","","",""
"Manchmal","2018","(Fach-)Abitur","Hamburg","1","","",""
"Manchmal","2018","(Fach-)Abitur","Niedersachsen","8","","",""
"Manchmal","2018","(Fach-)Abitur","Bremen","","","",""
"Manchmal","2018","(Fach-)Abitur","Nordrhein-Westfalen","4","","",""
"Manchmal","2018","(Fach-)Abitur","Hessen","2","","",""
"Manchmal","2018","(Fach-)Abitur","Rheinland-Pfalz,Saarland","1","","",""
"Manchmal","2018","(Fach-)Abitur","Baden-Wuerttemberg","1","","",""
"Manchmal","2018","(Fach-)Abitur","Bayern","1","","",""
"Manchmal","2018","(Fach-)Abitur","Saarland","","","",""
"Manchmal","2018","(Fach-)Abitur","Berlin","","","",""
"Manchmal","2018","(Fach-)Abitur","Brandenburg","","","",""
"Manchmal","2018","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Manchmal","2018","(Fach-)Abitur","Sachsen","","","",""
"Manchmal","2018","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Manchmal","2018","(Fach-)Abitur","Thueringen","1","","",""
"Manchmal","2018","AkademikerIn","Schleswig-Holstein","","","",""
"Manchmal","2018","AkademikerIn","Hamburg","","","",""
"Manchmal","2018","AkademikerIn","Niedersachsen","3","","",""
"Manchmal","2018","AkademikerIn","Bremen","","","",""
"Manchmal","2018","AkademikerIn","Nordrhein-Westfalen","1","","",""
"Manchmal","2018","AkademikerIn","Hessen","1","","",""
"Manchmal","2018","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2018","AkademikerIn","Baden-Wuerttemberg","1","","",""
"Manchmal","2018","AkademikerIn","Bayern","","","",""
"Manchmal","2018","AkademikerIn","Saarland","","","",""
"Manchmal","2018","AkademikerIn","Berlin","","","",""
"Manchmal","2018","AkademikerIn","Brandenburg","1","","",""
"Manchmal","2018","AkademikerIn","Mecklenburg-Vorpommern","1","","",""
"Manchmal","2018","AkademikerIn","Sachsen","","","",""
"Manchmal","2018","AkademikerIn","Sachsen-Anhalt","","","",""
"Manchmal","2018","AkademikerIn","Thueringen","","","",""
"Selten","2018","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Selten","2018","(noch) kein Abschluss","Hamburg","","","",""
"Selten","2018","(noch) kein Abschluss","Niedersachsen","6","","",""
"Selten","2018","(noch) kein Abschluss","Bremen","1","","",""
"Selten","2018","(noch) kein Abschluss","Nordrhein-Westfalen","7","","",""
"Selten","2018","(noch) kein Abschluss","Hessen","2","","",""
"Selten","2018","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"Selten","2018","(noch) kein Abschluss","Baden-Wuerttemberg","1","","",""
"Selten","2018","(noch) kein Abschluss","Bayern","1","","",""
"Selten","2018","(noch) kein Abschluss","Saarland","","","",""
"Selten","2018","(noch) kein Abschluss","Berlin","","","",""
"Selten","2018","(noch) kein Abschluss","Brandenburg","1","","",""
"Selten","2018","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Selten","2018","(noch) kein Abschluss","Sachsen","","","",""
"Selten","2018","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Selten","2018","(noch) kein Abschluss","Thueringen","","","",""
"Selten","2018","Hauptschule","Schleswig-Holstein","","","",""
"Selten","2018","Hauptschule","Hamburg","","","",""
"Selten","2018","Hauptschule","Niedersachsen","3","","",""
"Selten","2018","Hauptschule","Bremen","1","","",""
"Selten","2018","Hauptschule","Nordrhein-Westfalen","3","","",""
"Selten","2018","Hauptschule","Hessen","1","","",""
"Selten","2018","Hauptschule","Rheinland-Pfalz,Saarland","2","","",""
"Selten","2018","Hauptschule","Baden-Wuerttemberg","","","",""
"Selten","2018","Hauptschule","Bayern","","","",""
"Selten","2018","Hauptschule","Saarland","","","",""
"Selten","2018","Hauptschule","Berlin","1","","",""
"Selten","2018","Hauptschule","Brandenburg","","","",""
"Selten","2018","Hauptschule","Mecklenburg-Vorpommern","1","","",""
"Selten","2018","Hauptschule","Sachsen","2","","",""
"Selten","2018","Hauptschule","Sachsen-Anhalt","","","",""
"Selten","2018","Hauptschule","Thueringen","1","","",""
"Selten","2018","Realschule","Schleswig-Holstein","","","",""
"Selten","2018","Realschule","Hamburg","","","",""
"Selten","2018","Realschule","Niedersachsen","","","",""
"Selten","2018","Realschule","Bremen","","","",""
"Selten","2018","Realschule","Nordrhein-Westfalen","1","","",""
"Selten","2018","Realschule","Hessen","","","",""
"Selten","2018","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Selten","2018","Realschule","Baden-Wuerttemberg","","","",""
"Selten","2018","Realschule","Bayern","","","",""
"Selten","2018","Realschule","Saarland","","","",""
"Selten","2018","Realschule","Berlin","","","",""
"Selten","2018","Realschule","Brandenburg","","","",""
"Selten","2018","Realschule","Mecklenburg-Vorpommern","","","",""
"Selten","2018","Realschule","Sachsen","","","",""
"Selten","2018","Realschule","Sachsen-Anhalt","","","",""
"Selten","2018","Realschule","Thueringen","","","",""
"Selten","2018","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Selten","2018","(Fach-)Abitur","Hamburg","","","",""
"Selten","2018","(Fach-)Abitur","Niedersachsen","3","","",""
"Selten","2018","(Fach-)Abitur","Bremen","","","",""
"Selten","2018","(Fach-)Abitur","Nordrhein-Westfalen","2","","",""
"Selten","2018","(Fach-)Abitur","Hessen","2","","",""
"Selten","2018","(Fach-)Abitur","Rheinland-Pfalz,Saarland","1","","",""
"Selten","2018","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Selten","2018","(Fach-)Abitur","Bayern","2","","",""
"Selten","2018","(Fach-)Abitur","Saarland","","","",""
"Selten","2018","(Fach-)Abitur","Berlin","","","",""
"Selten","2018","(Fach-)Abitur","Brandenburg","1","","",""
"Selten","2018","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Selten","2018","(Fach-)Abitur","Sachsen","","","",""
"Selten","2018","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Selten","2018","(Fach-)Abitur","Thueringen","","","",""
"Selten","2018","AkademikerIn","Schleswig-Holstein","","","",""
"Selten","2018","AkademikerIn","Hamburg","","","",""
"Selten","2018","AkademikerIn","Niedersachsen","","","",""
"Selten","2018","AkademikerIn","Bremen","","","",""
"Selten","2018","AkademikerIn","Nordrhein-Westfalen","1","","",""
"Selten","2018","AkademikerIn","Hessen","3","","",""
"Selten","2018","AkademikerIn","Rheinland-Pfalz,Saarland","2","","",""
"Selten","2018","AkademikerIn","Baden-Wuerttemberg","1","","",""
"Selten","2018","AkademikerIn","Bayern","","","",""
"Selten","2018","AkademikerIn","Saarland","","","",""
"Selten","2018","AkademikerIn","Berlin","","","",""
"Selten","2018","AkademikerIn","Brandenburg","","","",""
"Selten","2018","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Selten","2018","AkademikerIn","Sachsen","","","",""
"Selten","2018","AkademikerIn","Sachsen-Anhalt","","","",""
"Selten","2018","AkademikerIn","Thueringen","1","","",""
"Nie","2018","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Nie","2018","(noch) kein Abschluss","Hamburg","1","","",""
"Nie","2018","(noch) kein Abschluss","Niedersachsen","21","","",""
"Nie","2018","(noch) kein Abschluss","Bremen","2","","",""
"Nie","2018","(noch) kein Abschluss","Nordrhein-Westfalen","6","","",""
"Nie","2018","(noch) kein Abschluss","Hessen","7","","",""
"Nie","2018","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","3","","",""
"Nie","2018","(noch) kein Abschluss","Baden-Wuerttemberg","3","","",""
"Nie","2018","(noch) kein Abschluss","Bayern","4","","",""
"Nie","2018","(noch) kein Abschluss","Saarland","","","",""
"Nie","2018","(noch) kein Abschluss","Berlin","","","",""
"Nie","2018","(noch) kein Abschluss","Brandenburg","","","",""
"Nie","2018","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"Nie","2018","(noch) kein Abschluss","Sachsen","","","",""
"Nie","2018","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nie","2018","(noch) kein Abschluss","Thueringen","2","","",""
"Nie","2018","Hauptschule","Schleswig-Holstein","1","","",""
"Nie","2018","Hauptschule","Hamburg","1","","",""
"Nie","2018","Hauptschule","Niedersachsen","10","","",""
"Nie","2018","Hauptschule","Bremen","","","",""
"Nie","2018","Hauptschule","Nordrhein-Westfalen","7","","",""
"Nie","2018","Hauptschule","Hessen","","","",""
"Nie","2018","Hauptschule","Rheinland-Pfalz,Saarland","2","","",""
"Nie","2018","Hauptschule","Baden-Wuerttemberg","2","","",""
"Nie","2018","Hauptschule","Bayern","3","","",""
"Nie","2018","Hauptschule","Saarland","","","",""
"Nie","2018","Hauptschule","Berlin","","","",""
"Nie","2018","Hauptschule","Brandenburg","1","","",""
"Nie","2018","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nie","2018","Hauptschule","Sachsen","","","",""
"Nie","2018","Hauptschule","Sachsen-Anhalt","1","","",""
"Nie","2018","Hauptschule","Thueringen","5","","",""
"Nie","2018","Realschule","Schleswig-Holstein","","","",""
"Nie","2018","Realschule","Hamburg","","","",""
"Nie","2018","Realschule","Niedersachsen","2","","",""
"Nie","2018","Realschule","Bremen","","","",""
"Nie","2018","Realschule","Nordrhein-Westfalen","","","",""
"Nie","2018","Realschule","Hessen","","","",""
"Nie","2018","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Nie","2018","Realschule","Baden-Wuerttemberg","","","",""
"Nie","2018","Realschule","Bayern","1","","",""
"Nie","2018","Realschule","Saarland","","","",""
"Nie","2018","Realschule","Berlin","","","",""
"Nie","2018","Realschule","Brandenburg","","","",""
"Nie","2018","Realschule","Mecklenburg-Vorpommern","","","",""
"Nie","2018","Realschule","Sachsen","","","",""
"Nie","2018","Realschule","Sachsen-Anhalt","","","",""
"Nie","2018","Realschule","Thueringen","","","",""
"Nie","2018","(Fach-)Abitur","Schleswig-Holstein","3","","",""
"Nie","2018","(Fach-)Abitur","Hamburg","1","","",""
"Nie","2018","(Fach-)Abitur","Niedersachsen","7","","",""
"Nie","2018","(Fach-)Abitur","Bremen","1","","",""
"Nie","2018","(Fach-)Abitur","Nordrhein-Westfalen","2","","",""
"Nie","2018","(Fach-)Abitur","Hessen","1","","",""
"Nie","2018","(Fach-)Abitur","Rheinland-Pfalz,Saarland","1","","",""
"Nie","2018","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Nie","2018","(Fach-)Abitur","Bayern","1","","",""
"Nie","2018","(Fach-)Abitur","Saarland","","","",""
"Nie","2018","(Fach-)Abitur","Berlin","1","","",""
"Nie","2018","(Fach-)Abitur","Brandenburg","","","",""
"Nie","2018","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nie","2018","(Fach-)Abitur","Sachsen","","","",""
"Nie","2018","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nie","2018","(Fach-)Abitur","Thueringen","1","","",""
"Nie","2018","AkademikerIn","Schleswig-Holstein","1","","",""
"Nie","2018","AkademikerIn","Hamburg","","","",""
"Nie","2018","AkademikerIn","Niedersachsen","3","","",""
"Nie","2018","AkademikerIn","Bremen","","","",""
"Nie","2018","AkademikerIn","Nordrhein-Westfalen","4","","",""
"Nie","2018","AkademikerIn","Hessen","4","","",""
"Nie","2018","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Nie","2018","AkademikerIn","Baden-Wuerttemberg","","","",""
"Nie","2018","AkademikerIn","Bayern","1","","",""
"Nie","2018","AkademikerIn","Saarland","","","",""
"Nie","2018","AkademikerIn","Berlin","","","",""
"Nie","2018","AkademikerIn","Brandenburg","","","",""
"Nie","2018","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nie","2018","AkademikerIn","Sachsen","1","","",""
"Nie","2018","AkademikerIn","Sachsen-Anhalt","","","",""
"Nie","2018","AkademikerIn","Thueringen","4","","",""
"Sehr oft","2019","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Sehr oft","2019","(noch) kein Abschluss","Hamburg","","","",""
"Sehr oft","2019","(noch) kein Abschluss","Niedersachsen","3","","",""
"Sehr oft","2019","(noch) kein Abschluss","Bremen","","","",""
"Sehr oft","2019","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Sehr oft","2019","(noch) kein Abschluss","Hessen","","","",""
"Sehr oft","2019","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2019","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Sehr oft","2019","(noch) kein Abschluss","Bayern","","","",""
"Sehr oft","2019","(noch) kein Abschluss","Saarland","","","",""
"Sehr oft","2019","(noch) kein Abschluss","Berlin","","","",""
"Sehr oft","2019","(noch) kein Abschluss","Brandenburg","1","","",""
"Sehr oft","2019","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2019","(noch) kein Abschluss","Sachsen","","","",""
"Sehr oft","2019","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Sehr oft","2019","(noch) kein Abschluss","Thueringen","","","",""
"Sehr oft","2019","Hauptschule","Schleswig-Holstein","","","",""
"Sehr oft","2019","Hauptschule","Hamburg","","","",""
"Sehr oft","2019","Hauptschule","Niedersachsen","","","",""
"Sehr oft","2019","Hauptschule","Bremen","","","",""
"Sehr oft","2019","Hauptschule","Nordrhein-Westfalen","","","",""
"Sehr oft","2019","Hauptschule","Hessen","","","",""
"Sehr oft","2019","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2019","Hauptschule","Baden-Wuerttemberg","","","",""
"Sehr oft","2019","Hauptschule","Bayern","","","",""
"Sehr oft","2019","Hauptschule","Saarland","","","",""
"Sehr oft","2019","Hauptschule","Berlin","","","",""
"Sehr oft","2019","Hauptschule","Brandenburg","","","",""
"Sehr oft","2019","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2019","Hauptschule","Sachsen","","","",""
"Sehr oft","2019","Hauptschule","Sachsen-Anhalt","","","",""
"Sehr oft","2019","Hauptschule","Thueringen","","","",""
"Sehr oft","2019","Realschule","Schleswig-Holstein","","","",""
"Sehr oft","2019","Realschule","Hamburg","","","",""
"Sehr oft","2019","Realschule","Niedersachsen","","","",""
"Sehr oft","2019","Realschule","Bremen","","","",""
"Sehr oft","2019","Realschule","Nordrhein-Westfalen","","","",""
"Sehr oft","2019","Realschule","Hessen","","","",""
"Sehr oft","2019","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2019","Realschule","Baden-Wuerttemberg","","","",""
"Sehr oft","2019","Realschule","Bayern","","","",""
"Sehr oft","2019","Realschule","Saarland","","","",""
"Sehr oft","2019","Realschule","Berlin","","","",""
"Sehr oft","2019","Realschule","Brandenburg","","","",""
"Sehr oft","2019","Realschule","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2019","Realschule","Sachsen","","","",""
"Sehr oft","2019","Realschule","Sachsen-Anhalt","","","",""
"Sehr oft","2019","Realschule","Thueringen","","","",""
"Sehr oft","2019","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Sehr oft","2019","(Fach-)Abitur","Hamburg","","","",""
"Sehr oft","2019","(Fach-)Abitur","Niedersachsen","","","",""
"Sehr oft","2019","(Fach-)Abitur","Bremen","","","",""
"Sehr oft","2019","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Sehr oft","2019","(Fach-)Abitur","Hessen","","","",""
"Sehr oft","2019","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2019","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
