"plh0110","year","bula_h","n","percent","lowerconfidence_percent","upperconfidence_percent"
"1 Sehr wichtig","2010","Niedersachsen","440","0.61335822909969","0.576809911727303","0.649906546472077"
"1 Sehr wichtig","2010","Bremen","49","0.695579005270395","0.582841443735981","0.808316566804809"
"1 Sehr wichtig","2010","Nordrhein-Westfalen","1161","0.69400949610018","0.671429452272071","0.716589539928288"
"1 Sehr wichtig","2010","Hessen","397","0.679259040467573","0.640426435472677","0.71809164546247"
"1 Sehr wichtig","2010","Rheinland-Pfalz,Saarland","260","0.663895030694755","0.616021058230634","0.711769003158875"
"1 Sehr wichtig","2010","Baden-Wuerttemberg","667","0.675762580298468","0.645854956001999","0.705670204594937"
"1 Sehr wichtig","2010","Bayern","817","0.689078736861489","0.662499361862345","0.715658111860632"
"1 Sehr wichtig","2010","Saarland","","","",""
"1 Sehr wichtig","2010","Berlin","198","0.672987905129639","0.617542280352648","0.72843352990663"
"1 Sehr wichtig","2010","Brandenburg","161","0.646738375840211","0.586764001736085","0.706712749944337"
"1 Sehr wichtig","2010","Mecklenburg-Vorpommern","113","0.67680146272869","0.605654005276583","0.747948920180796"
"1 Sehr wichtig","2010","Sachsen","324","0.695190675093528","0.652129891907046","0.73825145828001"
"1 Sehr wichtig","2010","Sachsen-Anhalt","132","0.652429237183076","0.585419864545233","0.719438609820918"
"1 Sehr wichtig","2010","Thueringen","136","0.631540582988721","0.564852915970008","0.698228250007434"
"2 Wichtig","2010","Schleswig-Holstein","85","0.322491507745614","0.268507097641096","0.376475917850131"
"2 Wichtig","2010","Hamburg","37","0.343827270976029","0.258126182890113","0.429528359061945"
"2 Wichtig","2010","Niedersachsen","213","0.328773334821131","0.293516867214936","0.364029802427325"
"2 Wichtig","2010","Bremen","10","","",""
"2 Wichtig","2010","Nordrhein-Westfalen","394","0.267195900376481","0.245514020197138","0.288877780555823"
"2 Wichtig","2010","Hessen","142","0.277550364478385","0.240296074678758","0.314804654278012"
"2 Wichtig","2010","Rheinland-Pfalz,Saarland","103","0.295321591086256","0.249088240092375","0.341554942080137"
"2 Wichtig","2010","Baden-Wuerttemberg","238","0.26952096671538","0.241170942468317","0.297870990962443"
"2 Wichtig","2010","Bayern","310","0.2735204276138","0.247923271613499","0.2991175836141"
"2 Wichtig","2010","Saarland","","","",""
"2 Wichtig","2010","Berlin","65","0.247295440352501","0.196303437317312","0.298287443387691"
"2 Wichtig","2010","Brandenburg","73","0.306339273992577","0.248499302492509","0.364179245492645"
"2 Wichtig","2010","Mecklenburg-Vorpommern","45","0.261515357050974","0.194663514786319","0.328367199315628"
"2 Wichtig","2010","Sachsen","107","0.273319473485235","0.231630338908976","0.315008608061495"
"2 Wichtig","2010","Sachsen-Anhalt","54","0.297583898764608","0.233248622559331","0.361919174969884"
"2 Wichtig","2010","Thueringen","60","0.331286307854069","0.266217640307024","0.396354975401115"
"3 Weniger wichtig","2010","Schleswig-Holstein","9","","",""
"3 Weniger wichtig","2010","Hamburg","4","","",""
"3 Weniger wichtig","2010","Niedersachsen","25","","",""
"3 Weniger wichtig","2010","Bremen","5","","",""
"3 Weniger wichtig","2010","Nordrhein-Westfalen","39","0.0328267570003411","0.0240959532476137","0.0415575607530685"
"3 Weniger wichtig","2010","Hessen","13","","",""
"3 Weniger wichtig","2010","Rheinland-Pfalz,Saarland","11","","",""
"3 Weniger wichtig","2010","Baden-Wuerttemberg","30","0.0473872740151887","0.0338121960679742","0.0609623519624032"
"3 Weniger wichtig","2010","Bayern","35","0.0320652979849936","0.021948902511566","0.0421816934584212"
"3 Weniger wichtig","2010","Saarland","","","",""
"3 Weniger wichtig","2010","Berlin","11","","",""
"3 Weniger wichtig","2010","Brandenburg","10","","",""
"3 Weniger wichtig","2010","Mecklenburg-Vorpommern","7","","",""
"3 Weniger wichtig","2010","Sachsen","6","","",""
"3 Weniger wichtig","2010","Sachsen-Anhalt","5","","",""
"3 Weniger wichtig","2010","Thueringen","4","","",""
"4 Ganz unwichtig","2010","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","2010","Hamburg","2","","",""
"4 Ganz unwichtig","2010","Niedersachsen","4","","",""
"4 Ganz unwichtig","2010","Bremen","","","",""
"4 Ganz unwichtig","2010","Nordrhein-Westfalen","6","","",""
"4 Ganz unwichtig","2010","Hessen","3","","",""
"4 Ganz unwichtig","2010","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","2010","Baden-Wuerttemberg","6","","",""
"4 Ganz unwichtig","2010","Bayern","3","","",""
"4 Ganz unwichtig","2010","Saarland","","","",""
"4 Ganz unwichtig","2010","Berlin","1","","",""
"4 Ganz unwichtig","2010","Brandenburg","","","",""
"4 Ganz unwichtig","2010","Mecklenburg-Vorpommern","1","","",""
"4 Ganz unwichtig","2010","Sachsen","2","","",""
"4 Ganz unwichtig","2010","Sachsen-Anhalt","3","","",""
"4 Ganz unwichtig","2010","Thueringen","1","","",""
"1 Sehr wichtig","2011","Schleswig-Holstein","","","",""
"1 Sehr wichtig","2011","Hamburg","","","",""
"1 Sehr wichtig","2011","Niedersachsen","","","",""
"1 Sehr wichtig","2011","Bremen","","","",""
"1 Sehr wichtig","2011","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","2011","Hessen","","","",""
"1 Sehr wichtig","2011","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","2011","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","2011","Bayern","","","",""
"1 Sehr wichtig","2011","Saarland","","","",""
"1 Sehr wichtig","2011","Berlin","","","",""
"1 Sehr wichtig","2011","Brandenburg","","","",""
"1 Sehr wichtig","2011","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","2011","Sachsen","","","",""
"1 Sehr wichtig","2011","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","2011","Thueringen","","","",""
"2 Wichtig","2011","Schleswig-Holstein","","","",""
"2 Wichtig","2011","Hamburg","","","",""
"2 Wichtig","2011","Niedersachsen","","","",""
"2 Wichtig","2011","Bremen","","","",""
"2 Wichtig","2011","Nordrhein-Westfalen","","","",""
"2 Wichtig","2011","Hessen","","","",""
"2 Wichtig","2011","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","2011","Baden-Wuerttemberg","","","",""
"2 Wichtig","2011","Bayern","","","",""
"2 Wichtig","2011","Saarland","","","",""
"2 Wichtig","2011","Berlin","","","",""
"2 Wichtig","2011","Brandenburg","","","",""
"2 Wichtig","2011","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","2011","Sachsen","","","",""
"2 Wichtig","2011","Sachsen-Anhalt","","","",""
"2 Wichtig","2011","Thueringen","","","",""
"3 Weniger wichtig","2011","Schleswig-Holstein","","","",""
"3 Weniger wichtig","2011","Hamburg","","","",""
"3 Weniger wichtig","2011","Niedersachsen","","","",""
"3 Weniger wichtig","2011","Bremen","","","",""
"3 Weniger wichtig","2011","Nordrhein-Westfalen","","","",""
"3 Weniger wichtig","2011","Hessen","","","",""
"3 Weniger wichtig","2011","Rheinland-Pfalz,Saarland","","","",""
"3 Weniger wichtig","2011","Baden-Wuerttemberg","","","",""
"3 Weniger wichtig","2011","Bayern","","","",""
"3 Weniger wichtig","2011","Saarland","","","",""
"3 Weniger wichtig","2011","Berlin","","","",""
"3 Weniger wichtig","2011","Brandenburg","","","",""
"3 Weniger wichtig","2011","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","2011","Sachsen","","","",""
"3 Weniger wichtig","2011","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","2011","Thueringen","","","",""
"4 Ganz unwichtig","2011","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","2011","Hamburg","","","",""
"4 Ganz unwichtig","2011","Niedersachsen","","","",""
"4 Ganz unwichtig","2011","Bremen","","","",""
"4 Ganz unwichtig","2011","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","2011","Hessen","","","",""
"4 Ganz unwichtig","2011","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","2011","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","2011","Bayern","","","",""
"4 Ganz unwichtig","2011","Saarland","","","",""
"4 Ganz unwichtig","2011","Berlin","","","",""
"4 Ganz unwichtig","2011","Brandenburg","","","",""
"4 Ganz unwichtig","2011","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","2011","Sachsen","","","",""
"4 Ganz unwichtig","2011","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","2011","Thueringen","","","",""
"1 Sehr wichtig","2012","Schleswig-Holstein","519","0.480032871362904","0.448689434517976","0.511376308207832"
"1 Sehr wichtig","2012","Hamburg","230","0.416537079185957","0.370209785877426","0.462864372494488"
"1 Sehr wichtig","2012","Niedersachsen","1314","0.414826682655241","0.395700038742677","0.433953326567804"
"1 Sehr wichtig","2012","Bremen","106","0.495703433792969","0.42534742488352","0.566059442702418"
"1 Sehr wichtig","2012","Nordrhein-Westfalen","2851","0.430085107696764","0.416954216344289","0.443215999049238"
"1 Sehr wichtig","2012","Hessen","964","0.448044249624014","0.425582917166089","0.470505582081939"
"1 Sehr wichtig","2012","Rheinland-Pfalz,Saarland","761","0.419053763332839","0.394402928882825","0.443704597782852"
"1 Sehr wichtig","2012","Baden-Wuerttemberg","1770","0.43927795659963","0.422326940134148","0.456228973065112"
"1 Sehr wichtig","2012","Bayern","2263","0.445195104049579","0.430324994568771","0.460065213530387"
"1 Sehr wichtig","2012","Saarland","","","",""
"1 Sehr wichtig","2012","Berlin","493","0.367118042688347","0.337580490899379","0.396655594477314"
"1 Sehr wichtig","2012","Brandenburg","534","0.439652068425087","0.410063858522752","0.469240278327422"
"1 Sehr wichtig","2012","Mecklenburg-Vorpommern","351","0.461441623266328","0.422668034106853","0.500215212425804"
"1 Sehr wichtig","2012","Sachsen","1004","0.453230015992559","0.430340727551829","0.476119304433289"
"1 Sehr wichtig","2012","Sachsen-Anhalt","530","0.435101673009678","0.404706601884216","0.465496744135141"
"1 Sehr wichtig","2012","Thueringen","569","0.43745915736809","0.407790920612364","0.467127394123815"
"2 Wichtig","2012","Schleswig-Holstein","329","0.357976332187577","0.327899931753011","0.388052732622144"
"2 Wichtig","2012","Hamburg","130","0.338222350998325","0.293763251486871","0.382681450509779"
"2 Wichtig","2012","Niedersachsen","904","0.383148456767564","0.364275626182575","0.402021287352553"
"2 Wichtig","2012","Bremen","61","0.309119980616464","0.244090231093536","0.374149730139393"
"2 Wichtig","2012","Nordrhein-Westfalen","1816","0.35577972623472","0.343082180227867","0.368477272241573"
"2 Wichtig","2012","Hessen","638","0.337265160027135","0.31591119278455","0.358619127269721"
"2 Wichtig","2012","Rheinland-Pfalz,Saarland","538","0.361169326569838","0.337171213728054","0.385167439411621"
"2 Wichtig","2012","Baden-Wuerttemberg","1053","0.343045496122997","0.326831288354656","0.359259703891339"
"2 Wichtig","2012","Bayern","1440","0.34965414347105","0.335386233441486","0.363922053500614"
"2 Wichtig","2012","Saarland","","","",""
"2 Wichtig","2012","Berlin","324","0.341422201385245","0.312364604380602","0.370479798389889"
"2 Wichtig","2012","Brandenburg","402","0.382450527261371","0.353479842953316","0.411421211569426"
"2 Wichtig","2012","Mecklenburg-Vorpommern","219","0.377096933958468","0.339400700076082","0.414793167840854"
"2 Wichtig","2012","Sachsen","584","0.357149238807513","0.33511740874814","0.379181068866885"
"2 Wichtig","2012","Sachsen-Anhalt","363","0.389559343518627","0.359662097778702","0.419456589258553"
"2 Wichtig","2012","Thueringen","381","0.40756008686105","0.378172499836448","0.436947673885652"
"3 Weniger wichtig","2012","Schleswig-Holstein","95","0.116828262557434","0.0966761897977963","0.136980335317072"
"3 Weniger wichtig","2012","Hamburg","39","0.0964689970489832","0.0687250099535889","0.124212984144377"
"3 Weniger wichtig","2012","Niedersachsen","202","0.116803117796783","0.104334475825394","0.129271759768172"
"3 Weniger wichtig","2012","Bremen","15","","",""
"3 Weniger wichtig","2012","Nordrhein-Westfalen","529","0.141897905435099","0.132643053474936","0.151152757395262"
"3 Weniger wichtig","2012","Hessen","175","0.128002310976385","0.112912301821098","0.143092320131672"
"3 Weniger wichtig","2012","Rheinland-Pfalz,Saarland","167","0.142471599031463","0.125008666072834","0.159934531990093"
"3 Weniger wichtig","2012","Baden-Wuerttemberg","340","0.148044820070567","0.135914920425578","0.160174719715556"
"3 Weniger wichtig","2012","Bayern","376","0.128700769501289","0.118681338225055","0.138720200777522"
"3 Weniger wichtig","2012","Saarland","","","",""
"3 Weniger wichtig","2012","Berlin","119","0.162846425654447","0.140220729145656","0.185472122163238"
"3 Weniger wichtig","2012","Brandenburg","95","0.106929572425004","0.0885079866108754","0.125351158239133"
"3 Weniger wichtig","2012","Mecklenburg-Vorpommern","44","0.114020723833884","0.0892997880220856","0.138741659645683"
"3 Weniger wichtig","2012","Sachsen","156","0.121967510452587","0.106920577003663","0.137014443901511"
"3 Weniger wichtig","2012","Sachsen-Anhalt","89","0.11650757584706","0.0968377216342245","0.136177430059895"
"3 Weniger wichtig","2012","Thueringen","74","0.100083220087812","0.0821347365851045","0.118031703590519"
"4 Ganz unwichtig","2012","Schleswig-Holstein","33","0.0451625338920847","0.0321345546404809","0.0581905131436885"
"4 Ganz unwichtig","2012","Hamburg","36","0.148771572766734","0.115330015032468","0.182213130501001"
"4 Ganz unwichtig","2012","Niedersachsen","129","0.0852217427804129","0.0743825660927846","0.0960609194680412"
"4 Ganz unwichtig","2012","Bremen","12","","",""
"4 Ganz unwichtig","2012","Nordrhein-Westfalen","265","0.0722372606334171","0.0653711452053782","0.0791033760614559"
"4 Ganz unwichtig","2012","Hessen","106","0.0866882793724659","0.0739792425497307","0.099397316195201"
"4 Ganz unwichtig","2012","Rheinland-Pfalz,Saarland","73","0.0773053110658605","0.0639620354279535","0.0906485867037675"
"4 Ganz unwichtig","2012","Baden-Wuerttemberg","130","0.0696317272068052","0.0609384554625684","0.0783249989510421"
"4 Ganz unwichtig","2012","Bayern","212","0.0764499829780823","0.0684996056560429","0.0844003603001218"
"4 Ganz unwichtig","2012","Saarland","","","",""
"4 Ganz unwichtig","2012","Berlin","87","0.128613330271961","0.108098934868217","0.149127725675704"
"4 Ganz unwichtig","2012","Brandenburg","50","0.0709678318885383","0.0556611382932315","0.0862745254838451"
"4 Ganz unwichtig","2012","Mecklenburg-Vorpommern","21","","",""
"4 Ganz unwichtig","2012","Sachsen","73","0.0676532347473413","0.0561053179833668","0.0792011515113158"
"4 Ganz unwichtig","2012","Sachsen-Anhalt","40","0.0588314076246344","0.044404907763314","0.0732579074859548"
"4 Ganz unwichtig","2012","Thueringen","50","0.0548975356830486","0.0412748786470367","0.0685201927190605"
"1 Sehr wichtig","2013","Schleswig-Holstein","","","",""
"1 Sehr wichtig","2013","Hamburg","","","",""
"1 Sehr wichtig","2013","Niedersachsen","","","",""
"1 Sehr wichtig","2013","Bremen","","","",""
"1 Sehr wichtig","2013","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","2013","Hessen","","","",""
"1 Sehr wichtig","2013","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","2013","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","2013","Bayern","","","",""
"1 Sehr wichtig","2013","Saarland","","","",""
"1 Sehr wichtig","2013","Berlin","","","",""
"1 Sehr wichtig","2013","Brandenburg","","","",""
"1 Sehr wichtig","2013","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","2013","Sachsen","","","",""
"1 Sehr wichtig","2013","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","2013","Thueringen","","","",""
"2 Wichtig","2013","Schleswig-Holstein","","","",""
"2 Wichtig","2013","Hamburg","","","",""
"2 Wichtig","2013","Niedersachsen","","","",""
"2 Wichtig","2013","Bremen","","","",""
"2 Wichtig","2013","Nordrhein-Westfalen","","","",""
"2 Wichtig","2013","Hessen","","","",""
"2 Wichtig","2013","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","2013","Baden-Wuerttemberg","","","",""
"2 Wichtig","2013","Bayern","","","",""
"2 Wichtig","2013","Saarland","","","",""
"2 Wichtig","2013","Berlin","","","",""
"2 Wichtig","2013","Brandenburg","","","",""
"2 Wichtig","2013","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","2013","Sachsen","","","",""
"2 Wichtig","2013","Sachsen-Anhalt","","","",""
"2 Wichtig","2013","Thueringen","","","",""
"3 Weniger wichtig","2013","Schleswig-Holstein","","","",""
"3 Weniger wichtig","2013","Hamburg","","","",""
"3 Weniger wichtig","2013","Niedersachsen","","","",""
"3 Weniger wichtig","2013","Bremen","","","",""
"3 Weniger wichtig","2013","Nordrhein-Westfalen","","","",""
"3 Weniger wichtig","2013","Hessen","","","",""
"3 Weniger wichtig","2013","Rheinland-Pfalz,Saarland","","","",""
"3 Weniger wichtig","2013","Baden-Wuerttemberg","","","",""
"3 Weniger wichtig","2013","Bayern","","","",""
"3 Weniger wichtig","2013","Saarland","","","",""
"3 Weniger wichtig","2013","Berlin","","","",""
"3 Weniger wichtig","2013","Brandenburg","","","",""
"3 Weniger wichtig","2013","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","2013","Sachsen","","","",""
"3 Weniger wichtig","2013","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","2013","Thueringen","","","",""
"4 Ganz unwichtig","2013","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","2013","Hamburg","","","",""
"4 Ganz unwichtig","2013","Niedersachsen","","","",""
"4 Ganz unwichtig","2013","Bremen","","","",""
"4 Ganz unwichtig","2013","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","2013","Hessen","","","",""
"4 Ganz unwichtig","2013","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","2013","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","2013","Bayern","","","",""
"4 Ganz unwichtig","2013","Saarland","","","",""
"4 Ganz unwichtig","2013","Berlin","","","",""
"4 Ganz unwichtig","2013","Brandenburg","","","",""
"4 Ganz unwichtig","2013","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","2013","Sachsen","","","",""
"4 Ganz unwichtig","2013","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","2013","Thueringen","","","",""
"1 Sehr wichtig","2014","Schleswig-Holstein","","","",""
"1 Sehr wichtig","2014","Hamburg","","","",""
"1 Sehr wichtig","2014","Niedersachsen","","","",""
"1 Sehr wichtig","2014","Bremen","","","",""
"1 Sehr wichtig","2014","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","2014","Hessen","","","",""
"1 Sehr wichtig","2014","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","2014","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","2014","Bayern","","","",""
"1 Sehr wichtig","2014","Saarland","","","",""
"1 Sehr wichtig","2014","Berlin","","","",""
"1 Sehr wichtig","2014","Brandenburg","","","",""
"1 Sehr wichtig","2014","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","2014","Sachsen","","","",""
"1 Sehr wichtig","2014","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","2014","Thueringen","","","",""
"2 Wichtig","2014","Schleswig-Holstein","","","",""
"2 Wichtig","2014","Hamburg","","","",""
"2 Wichtig","2014","Niedersachsen","","","",""
"2 Wichtig","2014","Bremen","","","",""
"2 Wichtig","2014","Nordrhein-Westfalen","","","",""
"2 Wichtig","2014","Hessen","","","",""
"2 Wichtig","2014","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","2014","Baden-Wuerttemberg","","","",""
"2 Wichtig","2014","Bayern","","","",""
"2 Wichtig","2014","Saarland","","","",""
"2 Wichtig","2014","Berlin","","","",""
"2 Wichtig","2014","Brandenburg","","","",""
"2 Wichtig","2014","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","2014","Sachsen","","","",""
"2 Wichtig","2014","Sachsen-Anhalt","","","",""
"2 Wichtig","2014","Thueringen","","","",""
"3 Weniger wichtig","2014","Schleswig-Holstein","","","",""
"3 Weniger wichtig","2014","Hamburg","","","",""
"3 Weniger wichtig","2014","Niedersachsen","","","",""
"3 Weniger wichtig","2014","Bremen","","","",""
"3 Weniger wichtig","2014","Nordrhein-Westfalen","","","",""
"3 Weniger wichtig","2014","Hessen","","","",""
"3 Weniger wichtig","2014","Rheinland-Pfalz,Saarland","","","",""
"3 Weniger wichtig","2014","Baden-Wuerttemberg","","","",""
"3 Weniger wichtig","2014","Bayern","","","",""
"3 Weniger wichtig","2014","Saarland","","","",""
"3 Weniger wichtig","2014","Berlin","","","",""
"3 Weniger wichtig","2014","Brandenburg","","","",""
"3 Weniger wichtig","2014","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","2014","Sachsen","","","",""
"3 Weniger wichtig","2014","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","2014","Thueringen","","","",""
"4 Ganz unwichtig","2014","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","2014","Hamburg","","","",""
"4 Ganz unwichtig","2014","Niedersachsen","","","",""
"4 Ganz unwichtig","2014","Bremen","","","",""
"4 Ganz unwichtig","2014","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","2014","Hessen","","","",""
"4 Ganz unwichtig","2014","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","2014","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","2014","Bayern","","","",""
"4 Ganz unwichtig","2014","Saarland","","","",""
"4 Ganz unwichtig","2014","Berlin","","","",""
"4 Ganz unwichtig","2014","Brandenburg","","","",""
"4 Ganz unwichtig","2014","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","2014","Sachsen","","","",""
"4 Ganz unwichtig","2014","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","2014","Thueringen","","","",""
"1 Sehr wichtig","2015","Schleswig-Holstein","","","",""
"1 Sehr wichtig","2015","Hamburg","","","",""
"1 Sehr wichtig","2015","Niedersachsen","","","",""
"1 Sehr wichtig","2015","Bremen","","","",""
"1 Sehr wichtig","2015","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","2015","Hessen","","","",""
"1 Sehr wichtig","2015","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","2015","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","2015","Bayern","","","",""
"1 Sehr wichtig","2015","Saarland","","","",""
"1 Sehr wichtig","2015","Berlin","","","",""
"1 Sehr wichtig","2015","Brandenburg","","","",""
"1 Sehr wichtig","2015","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","2015","Sachsen","","","",""
"1 Sehr wichtig","2015","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","2015","Thueringen","","","",""
"2 Wichtig","2015","Schleswig-Holstein","","","",""
"2 Wichtig","2015","Hamburg","","","",""
"2 Wichtig","2015","Niedersachsen","","","",""
"2 Wichtig","2015","Bremen","","","",""
"2 Wichtig","2015","Nordrhein-Westfalen","","","",""
"2 Wichtig","2015","Hessen","","","",""
"2 Wichtig","2015","Rheinland-Pfalz,Saarland","","","",""
"2 Wichtig","2015","Baden-Wuerttemberg","","","",""
"2 Wichtig","2015","Bayern","","","",""
"2 Wichtig","2015","Saarland","","","",""
"2 Wichtig","2015","Berlin","","","",""
"2 Wichtig","2015","Brandenburg","","","",""
"2 Wichtig","2015","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","2015","Sachsen","","","",""
"2 Wichtig","2015","Sachsen-Anhalt","","","",""
"2 Wichtig","2015","Thueringen","","","",""
"3 Weniger wichtig","2015","Schleswig-Holstein","","","",""
"3 Weniger wichtig","2015","Hamburg","","","",""
"3 Weniger wichtig","2015","Niedersachsen","","","",""
"3 Weniger wichtig","2015","Bremen","","","",""
"3 Weniger wichtig","2015","Nordrhein-Westfalen","","","",""
"3 Weniger wichtig","2015","Hessen","","","",""
"3 Weniger wichtig","2015","Rheinland-Pfalz,Saarland","","","",""
"3 Weniger wichtig","2015","Baden-Wuerttemberg","","","",""
"3 Weniger wichtig","2015","Bayern","","","",""
"3 Weniger wichtig","2015","Saarland","","","",""
"3 Weniger wichtig","2015","Berlin","","","",""
"3 Weniger wichtig","2015","Brandenburg","","","",""
"3 Weniger wichtig","2015","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","2015","Sachsen","","","",""
"3 Weniger wichtig","2015","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","2015","Thueringen","","","",""
"4 Ganz unwichtig","2015","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","2015","Hamburg","","","",""
"4 Ganz unwichtig","2015","Niedersachsen","","","",""
"4 Ganz unwichtig","2015","Bremen","","","",""
"4 Ganz unwichtig","2015","Nordrhein-Westfalen","","","",""
"4 Ganz unwichtig","2015","Hessen","","","",""
"4 Ganz unwichtig","2015","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","2015","Baden-Wuerttemberg","","","",""
"4 Ganz unwichtig","2015","Bayern","","","",""
"4 Ganz unwichtig","2015","Saarland","","","",""
"4 Ganz unwichtig","2015","Berlin","","","",""
"4 Ganz unwichtig","2015","Brandenburg","","","",""
"4 Ganz unwichtig","2015","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","2015","Sachsen","","","",""
"4 Ganz unwichtig","2015","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","2015","Thueringen","","","",""
"1 Sehr wichtig","2016","Schleswig-Holstein","468","0.528590651055912","0.494256294663746","0.562925007448078"
"1 Sehr wichtig","2016","Hamburg","221","0.418935898008003","0.37158089436379","0.466290901652216"
"1 Sehr wichtig","2016","Niedersachsen","1253","0.449475980915545","0.429359687437293","0.469592274393798"
"1 Sehr wichtig","2016","Bremen","98","0.479732469176879","0.405924258776702","0.553540679577055"
"1 Sehr wichtig","2016","Nordrhein-Westfalen","2764","0.470418907952418","0.456606228059171","0.484231587845664"
"1 Sehr wichtig","2016","Hessen","834","0.437068500410638","0.412748575317828","0.461388425503447"
"1 Sehr wichtig","2016","Rheinland-Pfalz,Saarland","782","0.443163820534054","0.417769576131623","0.468558064936485"
"1 Sehr wichtig","2016","Baden-Wuerttemberg","1550","0.485513551374926","0.467047514748924","0.503979588000929"
"1 Sehr wichtig","2016","Bayern","2129","0.478649698306575","0.462839434511062","0.494459962102088"
"1 Sehr wichtig","2016","Saarland","","","",""
"1 Sehr wichtig","2016","Berlin","454","0.428462820130606","0.396186573108039","0.460739067153174"
"1 Sehr wichtig","2016","Brandenburg","518","0.474001196178559","0.441857906587284","0.506144485769834"
"1 Sehr wichtig","2016","Mecklenburg-Vorpommern","319","0.593863147886533","0.55128203300885","0.636444262764215"
"1 Sehr wichtig","2016","Sachsen","828","0.513864917912771","0.487950888777705","0.539778947047837"
"1 Sehr wichtig","2016","Sachsen-Anhalt","430","0.450517795308765","0.416566690768045","0.484468899849484"
"1 Sehr wichtig","2016","Thueringen","476","0.443318331145927","0.410754114399998","0.475882547891857"
"2 Wichtig","2016","Schleswig-Holstein","253","0.334588775700182","0.302134582179864","0.3670429692205"
"2 Wichtig","2016","Hamburg","131","0.334607390158583","0.289319007191473","0.379895773125693"
"2 Wichtig","2016","Niedersachsen","750","0.351350639811639","0.332045099805835","0.370656179817443"
"2 Wichtig","2016","Bremen","52","0.277875968963359","0.211696519338536","0.344055418588182"
"2 Wichtig","2016","Nordrhein-Westfalen","1525","0.319184379679562","0.306283928557194","0.332084830801931"
"2 Wichtig","2016","Hessen","508","0.339481090493887","0.316263875370975","0.362698305616798"
"2 Wichtig","2016","Rheinland-Pfalz,Saarland","486","0.340306225237976","0.316085030386335","0.364527420089616"
"2 Wichtig","2016","Baden-Wuerttemberg","876","0.326909182611457","0.309577671209171","0.344240694013743"
