"corigin","year","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Estland","2016","3","","","",""
"Estland","2016","4","","","",""
"Estland","2016","5 Einkommensstärkstes Quintil","","","",""
"Angola","2016","1 Einkommensschwächstes Quintil","1","","",""
"Angola","2016","2","1","","",""
"Angola","2016","3","","","",""
"Angola","2016","4","","","",""
"Angola","2016","5 Einkommensstärkstes Quintil","","","",""
"Lettland","2016","1 Einkommensschwächstes Quintil","3","","",""
"Lettland","2016","2","5","","",""
"Lettland","2016","3","1","","",""
"Lettland","2016","4","3","","",""
"Lettland","2016","5 Einkommensstärkstes Quintil","2","","",""
"Namibia","2016","1 Einkommensschwächstes Quintil","","","",""
"Namibia","2016","2","","","",""
"Namibia","2016","3","1","","",""
"Namibia","2016","4","2","","",""
"Namibia","2016","5 Einkommensstärkstes Quintil","","","",""
"Dominikanische Republik","2016","1 Einkommensschwächstes Quintil","","","",""
"Dominikanische Republik","2016","2","","","",""
"Dominikanische Republik","2016","3","","","",""
"Dominikanische Republik","2016","4","1","","",""
"Dominikanische Republik","2016","5 Einkommensstärkstes Quintil","","","",""
"Nicaragua","2016","1 Einkommensschwächstes Quintil","","","",""
"Nicaragua","2016","2","","","",""
"Nicaragua","2016","3","1","","",""
"Nicaragua","2016","4","","","",""
"Nicaragua","2016","5 Einkommensstärkstes Quintil","1","","",""
"Kenia","2016","1 Einkommensschwächstes Quintil","1","","",""
"Kenia","2016","2","1","","",""
"Kenia","2016","3","2","","",""
"Kenia","2016","4","1","","",""
"Kenia","2016","5 Einkommensstärkstes Quintil","","","",""
"Libyen","2016","1 Einkommensschwächstes Quintil","17","","",""
"Libyen","2016","2","","","",""
"Libyen","2016","3","","","",""
"Libyen","2016","4","","","",""
"Libyen","2016","5 Einkommensstärkstes Quintil","","","",""
"Botswana","2016","1 Einkommensschwächstes Quintil","","","",""
"Botswana","2016","2","","","",""
"Botswana","2016","3","","","",""
"Botswana","2016","4","","","",""
"Botswana","2016","5 Einkommensstärkstes Quintil","1","","",""
"Haiti","2016","1 Einkommensschwächstes Quintil","","","",""
"Haiti","2016","2","","","",""
"Haiti","2016","3","","","",""
"Haiti","2016","4","","","",""
"Haiti","2016","5 Einkommensstärkstes Quintil","","","",""
"Luxemburg","2016","1 Einkommensschwächstes Quintil","","","",""
"Luxemburg","2016","2","","","",""
"Luxemburg","2016","3","","","",""
"Luxemburg","2016","4","2","","",""
"Luxemburg","2016","5 Einkommensstärkstes Quintil","","","",""
"Belgien","2016","1 Einkommensschwächstes Quintil","","","",""
"Belgien","2016","2","1","","",""
"Belgien","2016","3","","","",""
"Belgien","2016","4","","","",""
"Belgien","2016","5 Einkommensstärkstes Quintil","8","","",""
"Niederlande","2016","1 Einkommensschwächstes Quintil","4","","",""
"Niederlande","2016","2","5","","",""
"Niederlande","2016","3","7","","",""
"Niederlande","2016","4","6","","",""
"Niederlande","2016","5 Einkommensstärkstes Quintil","15","","",""
"Kroatien","2016","1 Einkommensschwächstes Quintil","5","","",""
"Kroatien","2016","2","5","","",""
"Kroatien","2016","3","6","","",""
"Kroatien","2016","4","25","","",""
"Kroatien","2016","5 Einkommensstärkstes Quintil","15","","",""
"Bosnien/Herzegowina","2016","1 Einkommensschwächstes Quintil","18","","",""
"Bosnien/Herzegowina","2016","2","15","","",""
"Bosnien/Herzegowina","2016","3","9","","",""
"Bosnien/Herzegowina","2016","4","24","","",""
"Bosnien/Herzegowina","2016","5 Einkommensstärkstes Quintil","10","","",""
"Makedonien","2016","1 Einkommensschwächstes Quintil","20","","",""
"Makedonien","2016","2","12","","",""
"Makedonien","2016","3","6","","",""
"Makedonien","2016","4","6","","",""
"Makedonien","2016","5 Einkommensstärkstes Quintil","7","","",""
"Slowenien","2016","1 Einkommensschwächstes Quintil","2","","",""
"Slowenien","2016","2","2","","",""
"Slowenien","2016","3","2","","",""
"Slowenien","2016","4","5","","",""
"Slowenien","2016","5 Einkommensstärkstes Quintil","4","","",""
"Slowakei","2016","1 Einkommensschwächstes Quintil","3","","",""
"Slowakei","2016","2","5","","",""
"Slowakei","2016","3","4","","",""
"Slowakei","2016","4","5","","",""
"Slowakei","2016","5 Einkommensstärkstes Quintil","6","","",""
"Paraguay","2016","1 Einkommensschwächstes Quintil","","","",""
"Paraguay","2016","2","","","",""
"Paraguay","2016","3","","","",""
"Paraguay","2016","4","","","",""
"Paraguay","2016","5 Einkommensstärkstes Quintil","","","",""
"Guinea","2016","1 Einkommensschwächstes Quintil","6","","",""
"Guinea","2016","2","1","","",""
"Guinea","2016","3","","","",""
"Guinea","2016","4","","","",""
"Guinea","2016","5 Einkommensstärkstes Quintil","","","",""
"Kuwait","2016","1 Einkommensschwächstes Quintil","10","","",""
"Kuwait","2016","2","1","","",""
"Kuwait","2016","3","1","","",""
"Kuwait","2016","4","","","",""
"Kuwait","2016","5 Einkommensstärkstes Quintil","1","","",""
"Elfenbeinkueste","2016","1 Einkommensschwächstes Quintil","","","",""
"Elfenbeinkueste","2016","2","","","",""
"Elfenbeinkueste","2016","3","","","",""
"Elfenbeinkueste","2016","4","","","",""
"Elfenbeinkueste","2016","5 Einkommensstärkstes Quintil","","","",""
"Malaysia_(128)","2016","1 Einkommensschwächstes Quintil","","","",""
"Malaysia_(128)","2016","2","","","",""
"Malaysia_(128)","2016","3","1","","",""
"Malaysia_(128)","2016","4","","","",""
"Malaysia_(128)","2016","5 Einkommensstärkstes Quintil","","","",""
"Samoa","2016","1 Einkommensschwächstes Quintil","","","",""
"Samoa","2016","2","2","","",""
"Samoa","2016","3","","","",""
"Samoa","2016","4","","","",""
"Samoa","2016","5 Einkommensstärkstes Quintil","","","",""
"Aserbaidschan","2016","1 Einkommensschwächstes Quintil","16","","",""
"Aserbaidschan","2016","2","7","","",""
"Aserbaidschan","2016","3","2","","",""
"Aserbaidschan","2016","4","1","","",""
"Aserbaidschan","2016","5 Einkommensstärkstes Quintil","1","","",""
"Weissrussland","2016","1 Einkommensschwächstes Quintil","2","","",""
"Weissrussland","2016","2","5","","",""
"Weissrussland","2016","3","10","","",""
"Weissrussland","2016","4","4","","",""
"Weissrussland","2016","5 Einkommensstärkstes Quintil","2","","",""
"Uruguay","2016","1 Einkommensschwächstes Quintil","","","",""
"Uruguay","2016","2","1","","",""
"Uruguay","2016","3","","","",""
"Uruguay","2016","4","","","",""
"Uruguay","2016","5 Einkommensstärkstes Quintil","","","",""
"Uganda","2016","1 Einkommensschwächstes Quintil","","","",""
"Uganda","2016","2","","","",""
"Uganda","2016","3","","","",""
"Uganda","2016","4","","","",""
"Uganda","2016","5 Einkommensstärkstes Quintil","","","",""
"Mali","2016","1 Einkommensschwächstes Quintil","1","","",""
"Mali","2016","2","","","",""
"Mali","2016","3","","","",""
"Mali","2016","4","","","",""
"Mali","2016","5 Einkommensstärkstes Quintil","","","",""
"Kamerun","2016","1 Einkommensschwächstes Quintil","2","","",""
"Kamerun","2016","2","5","","",""
"Kamerun","2016","3","2","","",""
"Kamerun","2016","4","3","","",""
"Kamerun","2016","5 Einkommensstärkstes Quintil","2","","",""
"Kosovo-Albaner","2016","1 Einkommensschwächstes Quintil","104","0.00856133075284549","0.0062788917505371","0.0108437697551539"
"Kosovo-Albaner","2016","2","53","0.0086366948515445","0.00585804707312873","0.0114153426299603"
"Kosovo-Albaner","2016","3","31","0.00401077122609709","0.00212430088747043","0.00589724156472374"
"Kosovo-Albaner","2016","4","10","","",""
"Kosovo-Albaner","2016","5 Einkommensstärkstes Quintil","3","","",""
"Georgien","2016","1 Einkommensschwächstes Quintil","11","","",""
"Georgien","2016","2","8","","",""
"Georgien","2016","3","1","","",""
"Georgien","2016","4","1","","",""
"Georgien","2016","5 Einkommensstärkstes Quintil","3","","",""
"Sudan","2016","1 Einkommensschwächstes Quintil","6","","",""
"Sudan","2016","2","","","",""
"Sudan","2016","3","","","",""
"Sudan","2016","4","1","","",""
"Sudan","2016","5 Einkommensstärkstes Quintil","","","",""
"Kongo","2016","1 Einkommensschwächstes Quintil","1","","",""
"Kongo","2016","2","","","",""
"Kongo","2016","3","","","",""
"Kongo","2016","4","1","","",""
"Kongo","2016","5 Einkommensstärkstes Quintil","","","",""
"Togo","2016","1 Einkommensschwächstes Quintil","3","","",""
"Togo","2016","2","2","","",""
"Togo","2016","3","1","","",""
"Togo","2016","4","","","",""
"Togo","2016","5 Einkommensstärkstes Quintil","","","",""
"Mongolei","2016","1 Einkommensschwächstes Quintil","1","","",""
"Mongolei","2016","2","","","",""
"Mongolei","2016","3","","","",""
"Mongolei","2016","4","","","",""
"Mongolei","2016","5 Einkommensstärkstes Quintil","","","",""
"Litauen","2016","1 Einkommensschwächstes Quintil","4","","",""
"Litauen","2016","2","2","","",""
"Litauen","2016","3","9","","",""
"Litauen","2016","4","1","","",""
"Litauen","2016","5 Einkommensstärkstes Quintil","5","","",""
"Tschad","2016","1 Einkommensschwächstes Quintil","","","",""
"Tschad","2016","2","","","",""
"Tschad","2016","3","","","",""
"Tschad","2016","4","","","",""
"Tschad","2016","5 Einkommensstärkstes Quintil","","","",""
"Armenien","2016","1 Einkommensschwächstes Quintil","21","","",""
"Armenien","2016","2","","","",""
"Armenien","2016","3","2","","",""
"Armenien","2016","4","1","","",""
"Armenien","2016","5 Einkommensstärkstes Quintil","","","",""
"Kurdistan_(149)","2016","1 Einkommensschwächstes Quintil","","","",""
"Kurdistan_(149)","2016","2","","","",""
"Kurdistan_(149)","2016","3","","","",""
"Kurdistan_(149)","2016","4","","","",""
"Kurdistan_(149)","2016","5 Einkommensstärkstes Quintil","","","",""
"Liberia","2016","1 Einkommensschwächstes Quintil","","","",""
"Liberia","2016","2","","","",""
"Liberia","2016","3","","","",""
"Liberia","2016","4","","","",""
"Liberia","2016","5 Einkommensstärkstes Quintil","","","",""
"Jemen","2016","1 Einkommensschwächstes Quintil","2","","",""
"Jemen","2016","2","","","",""
"Jemen","2016","3","","","",""
"Jemen","2016","4","","","",""
"Jemen","2016","5 Einkommensstärkstes Quintil","","","",""
"Palaestina","2016","1 Einkommensschwächstes Quintil","10","","",""
"Palaestina","2016","2","2","","",""
"Palaestina","2016","3","1","","",""
"Palaestina","2016","4","","","",""
"Palaestina","2016","5 Einkommensstärkstes Quintil","1","","",""
"Taiwan","2016","1 Einkommensschwächstes Quintil","1","","",""
"Taiwan","2016","2","1","","",""
"Taiwan","2016","3","","","",""
"Taiwan","2016","4","","","",""
"Taiwan","2016","5 Einkommensstärkstes Quintil","3","","",""
"Turkmenistan","2016","1 Einkommensschwächstes Quintil","1","","",""
"Turkmenistan","2016","2","","","",""
"Turkmenistan","2016","3","","","",""
"Turkmenistan","2016","4","2","","",""
"Turkmenistan","2016","5 Einkommensstärkstes Quintil","2","","",""
"Afrika","2016","1 Einkommensschwächstes Quintil","","","",""
"Afrika","2016","2","","","",""
"Afrika","2016","3","","","",""
"Afrika","2016","4","","","",""
"Afrika","2016","5 Einkommensstärkstes Quintil","","","",""
"Sierra Leone(Westafrika)","2016","1 Einkommensschwächstes Quintil","","","",""
"Sierra Leone(Westafrika)","2016","2","","","",""
"Sierra Leone(Westafrika)","2016","3","","","",""
"Sierra Leone(Westafrika)","2016","4","","","",""
"Sierra Leone(Westafrika)","2016","5 Einkommensstärkstes Quintil","","","",""
"Senegal","2016","1 Einkommensschwächstes Quintil","1","","",""
"Senegal","2016","2","","","",""
"Senegal","2016","3","","","",""
"Senegal","2016","4","","","",""
"Senegal","2016","5 Einkommensstärkstes Quintil","","","",""
"Malediven","2016","1 Einkommensschwächstes Quintil","","","",""
"Malediven","2016","2","","","",""
"Malediven","2016","3","","","",""
"Malediven","2016","4","","","",""
"Malediven","2016","5 Einkommensstärkstes Quintil","","","",""
"Serbien","2016","1 Einkommensschwächstes Quintil","73","0.00643577029601437","0.00445472750480772","0.00841681308722102"
"Serbien","2016","2","26","","",""
"Serbien","2016","3","16","","",""
"Serbien","2016","4","11","","",""
"Serbien","2016","5 Einkommensstärkstes Quintil","9","","",""
"Gambia","2016","1 Einkommensschwächstes Quintil","4","","",""
"Gambia","2016","2","1","","",""
"Gambia","2016","3","1","","",""
"Gambia","2016","4","","","",""
"Gambia","2016","5 Einkommensstärkstes Quintil","1","","",""
"Honduras","2016","1 Einkommensschwächstes Quintil","","","",""
"Honduras","2016","2","","","",""
"Honduras","2016","3","","","",""
"Honduras","2016","4","","","",""
"Honduras","2016","5 Einkommensstärkstes Quintil","","","",""
"Montenegro_(168)","2016","1 Einkommensschwächstes Quintil","5","","",""
"Montenegro_(168)","2016","2","2","","",""
"Montenegro_(168)","2016","3","1","","",""
"Montenegro_(168)","2016","4","","","",""
"Montenegro_(168)","2016","5 Einkommensstärkstes Quintil","","","",""
"Kambodscha","2016","1 Einkommensschwächstes Quintil","","","",""
"Kambodscha","2016","2","","","",""
"Kambodscha","2016","3","1","","",""
"Kambodscha","2016","4","","","",""
"Kambodscha","2016","5 Einkommensstärkstes Quintil","","","",""
"Surinam","2016","1 Einkommensschwächstes Quintil","","","",""
"Surinam","2016","2","","","",""
"Surinam","2016","3","","","",""
"Surinam","2016","4","","","",""
"Surinam","2016","5 Einkommensstärkstes Quintil","2","","",""
"Guyana","2016","1 Einkommensschwächstes Quintil","","","",""
"Guyana","2016","2","","","",""
"Guyana","2016","3","","","",""
"Guyana","2016","4","1","","",""
"Guyana","2016","5 Einkommensstärkstes Quintil","","","",""
"Simbabwe","2016","1 Einkommensschwächstes Quintil","","","",""
"Simbabwe","2016","2","1","","",""
"Simbabwe","2016","3","","","",""
"Simbabwe","2016","4","","","",""
"Simbabwe","2016","5 Einkommensstärkstes Quintil","","","",""
"Madagaskar","2016","1 Einkommensschwächstes Quintil","","","",""
"Madagaskar","2016","2","","","",""
"Madagaskar","2016","3","","","",""
"Madagaskar","2016","4","","","",""
"Madagaskar","2016","5 Einkommensstärkstes Quintil","","","",""
"Lesotho","2016","1 Einkommensschwächstes Quintil","","","",""
"Lesotho","2016","2","","","",""
"Lesotho","2016","3","","","",""
"Lesotho","2016","4","","","",""
"Lesotho","2016","5 Einkommensstärkstes Quintil","1","","",""
"Ruanda","2016","1 Einkommensschwächstes Quintil","1","","",""
"Ruanda","2016","2","","","",""
"Ruanda","2016","3","","","",""
"Ruanda","2016","4","","","",""
"Ruanda","2016","5 Einkommensstärkstes Quintil","","","",""
"Myanmar","2016","1 Einkommensschwächstes Quintil","","","",""
"Myanmar","2016","2","","","",""
"Myanmar","2016","3","","","",""
"Myanmar","2016","4","","","",""
"Myanmar","2016","5 Einkommensstärkstes Quintil","","","",""
"Niger","2016","1 Einkommensschwächstes Quintil","3","","",""
"Niger","2016","2","","","",""
"Niger","2016","3","","","",""
"Niger","2016","4","","","",""
"Niger","2016","5 Einkommensstärkstes Quintil","","","",""
"Dschibuti","2016","1 Einkommensschwächstes Quintil","","","",""
"Dschibuti","2016","2","","","",""
"Dschibuti","2016","3","","","",""
"Dschibuti","2016","4","","","",""
"Dschibuti","2016","5 Einkommensstärkstes Quintil","","","",""
"Katar","2016","1 Einkommensschwächstes Quintil","","","",""
"Katar","2016","2","","","",""
"Katar","2016","3","","","",""
"Katar","2016","4","","","",""
"Katar","2016","5 Einkommensstärkstes Quintil","","","",""
"Kosovo","2016","1 Einkommensschwächstes Quintil","","","",""
"Kosovo","2016","2","1","","",""
"Kosovo","2016","3","","","",""
"Kosovo","2016","4","","","",""
"Kosovo","2016","5 Einkommensstärkstes Quintil","","","",""
"Eastern Europe","2016","1 Einkommensschwächstes Quintil","1","","",""
"Eastern Europe","2016","2","2","","",""
"Eastern Europe","2016","3","","","",""
"Eastern Europe","2016","4","","","",""
"Eastern Europe","2016","5 Einkommensstärkstes Quintil","","","",""
"Ethnische Minderheiten","2016","1 Einkommensschwächstes Quintil","1","","",""
"Ethnische Minderheiten","2016","2","","","",""
"Ethnische Minderheiten","2016","3","","","",""
"Ethnische Minderheiten","2016","4","","","",""
"Ethnische Minderheiten","2016","5 Einkommensstärkstes Quintil","","","",""
"Deutschland","2017","1 Einkommensschwächstes Quintil","2135","0.683041773967185","0.672068707509779","0.694014840424591"
"Deutschland","2017","2","3041","0.779082973262809","0.766784133619705","0.791381812905912"
"Deutschland","2017","3","3743","0.831473758604638","0.820739928545902","0.842207588663374"
"Deutschland","2017","4","5819","0.889410676703368","0.881896560717493","0.896924792689244"
"Deutschland","2017","5 Einkommensstärkstes Quintil","7659","0.902941886207814","0.896649239288624","0.909234533127005"
"Türkei","2017","1 Einkommensschwächstes Quintil","121","0.0431305469995432","0.038339590900848","0.0479215030982384"
"Türkei","2017","2","109","0.0290235623235108","0.024046908966889","0.0340002156801326"
"Türkei","2017","3","70","0.0225777045880372","0.0183180175953444","0.02683739158073"
"Türkei","2017","4","58","0.00897248019207036","0.00671320446577426","0.0112317559183664"
"Türkei","2017","5 Einkommensstärkstes Quintil","41","0.0041070864817598","0.00274764416157326","0.00546652880194634"
"Ex-Jugoslawien","2017","1 Einkommensschwächstes Quintil","3","","",""
"Ex-Jugoslawien","2017","2","","","",""
"Ex-Jugoslawien","2017","3","2","","",""
"Ex-Jugoslawien","2017","4","2","","",""
"Ex-Jugoslawien","2017","5 Einkommensstärkstes Quintil","1","","",""
"Griechenland","2017","1 Einkommensschwächstes Quintil","13","","",""
"Griechenland","2017","2","19","","",""
"Griechenland","2017","3","31","0.0060538005511455","0.00382950667086556","0.00827809443142543"
"Griechenland","2017","4","18","","",""
"Griechenland","2017","5 Einkommensstärkstes Quintil","28","","",""
"Italien","2017","1 Einkommensschwächstes Quintil","42","0.0176721683448898","0.0145649161218289","0.0207794205679508"
"Italien","2017","2","25","","",""
"Italien","2017","3","37","0.0194565211389147","0.015495905509487","0.0234171367683424"
"Italien","2017","4","40","0.00537381349696987","0.00362218757205661","0.00712543942188314"
"Italien","2017","5 Einkommensstärkstes Quintil","35","0.00366401822857617","0.00237971001241399","0.00494832644473834"
"Spanien","2017","1 Einkommensschwächstes Quintil","5","","",""
"Spanien","2017","2","5","","",""
"Spanien","2017","3","9","","",""
"Spanien","2017","4","17","","",""
"Spanien","2017","5 Einkommensstärkstes Quintil","17","","",""
"österreich","2017","1 Einkommensschwächstes Quintil","10","","",""
"österreich","2017","2","4","","",""
"österreich","2017","3","6","","",""
"österreich","2017","4","12","","",""
"österreich","2017","5 Einkommensstärkstes Quintil","38","0.00786677905265576","0.00598888531779958","0.00974467278751193"
"Frankreich","2017","1 Einkommensschwächstes Quintil","2","","",""
"Frankreich","2017","2","4","","",""
"Frankreich","2017","3","4","","",""
"Frankreich","2017","4","10","","",""
"Frankreich","2017","5 Einkommensstärkstes Quintil","21","","",""
"Benelux","2017","1 Einkommensschwächstes Quintil","","","",""
"Benelux","2017","2","","","",""
"Benelux","2017","3","","","",""
"Benelux","2017","4","","","",""
"Benelux","2017","5 Einkommensstärkstes Quintil","","","",""
"Dänemark","2017","1 Einkommensschwächstes Quintil","1","","",""
"Dänemark","2017","2","","","",""
"Dänemark","2017","3","1","","",""
"Dänemark","2017","4","3","","",""
"Dänemark","2017","5 Einkommensstärkstes Quintil","6","","",""
"Grossbritannien","2017","1 Einkommensschwächstes Quintil","1","","",""
"Grossbritannien","2017","2","","","",""
"Grossbritannien","2017","3","4","","",""
"Grossbritannien","2017","4","11","","",""
"Grossbritannien","2017","5 Einkommensstärkstes Quintil","10","","",""
"Schweden","2017","1 Einkommensschwächstes Quintil","","","",""
"Schweden","2017","2","2","","",""
"Schweden","2017","3","","","",""
"Schweden","2017","4","1","","",""
"Schweden","2017","5 Einkommensstärkstes Quintil","5","","",""
"Norwegen","2017","1 Einkommensschwächstes Quintil","","","",""
"Norwegen","2017","2","","","",""
"Norwegen","2017","3","","","",""
"Norwegen","2017","4","2","","",""
"Norwegen","2017","5 Einkommensstärkstes Quintil","1","","",""
"Finnland","2017","1 Einkommensschwächstes Quintil","","","",""
"Finnland","2017","2","","","",""
"Finnland","2017","3","","","",""
"Finnland","2017","4","4","","",""
"Finnland","2017","5 Einkommensstärkstes Quintil","1","","",""
"USA","2017","1 Einkommensschwächstes Quintil","2","","",""
"USA","2017","2","3","","",""
"USA","2017","3","9","","",""
"USA","2017","4","5","","",""
"USA","2017","5 Einkommensstärkstes Quintil","19","","",""
"Schweiz","2017","1 Einkommensschwächstes Quintil","3","","",""
"Schweiz","2017","2","4","","",""
"Schweiz","2017","3","2","","",""
"Schweiz","2017","4","5","","",""
"Schweiz","2017","5 Einkommensstärkstes Quintil","10","","",""
"Chile","2017","1 Einkommensschwächstes Quintil","2","","",""
"Chile","2017","2","1","","",""
"Chile","2017","3","2","","",""
"Chile","2017","4","4","","",""
"Chile","2017","5 Einkommensstärkstes Quintil","2","","",""
"Rumaenien","2017","1 Einkommensschwächstes Quintil","40","0.0042422524978532","0.00270947729038957","0.00577502770531683"
"Rumaenien","2017","2","68","0.00993504124188197","0.00699485819007455","0.0128752242936894"
"Rumaenien","2017","3","76","0.00653254627563169","0.00422253157631211","0.00884256097495126"
"Rumaenien","2017","4","82","0.00707620199570674","0.00506790381134367","0.0090845001800698"
"Rumaenien","2017","5 Einkommensstärkstes Quintil","81","0.00495061394873606","0.00345871506390685","0.00644251283356526"
"Polen","2017","1 Einkommensschwächstes Quintil","75","0.0147759465218129","0.0119305124898924","0.0176213805537333"
"Polen","2017","2","137","0.0253860441762153","0.0207229786695725","0.0300491096828582"
"Polen","2017","3","113","0.0188781031877026","0.014975653289965","0.0227805530854401"
"Polen","2017","4","112","0.0141502475256471","0.0113204360124969","0.0169800590387972"
"Polen","2017","5 Einkommensstärkstes Quintil","112","0.012860905745706","0.010465867271638","0.015255944219774"
"Korea","2017","1 Einkommensschwächstes Quintil","1","","",""
"Korea","2017","2","","","",""
"Korea","2017","3","","","",""
"Korea","2017","4","","","",""
"Korea","2017","5 Einkommensstärkstes Quintil","1","","",""
"Iran","2017","1 Einkommensschwächstes Quintil","95","0.0052754637506078","0.00356708130623921","0.0069838461949764"
"Iran","2017","2","25","","",""
"Iran","2017","3","2","","",""
"Iran","2017","4","6","","",""
"Iran","2017","5 Einkommensstärkstes Quintil","7","","",""
"Indonesien","2017","1 Einkommensschwächstes Quintil","","","",""
"Indonesien","2017","2","1","","",""
"Indonesien","2017","3","2","","",""
"Indonesien","2017","4","","","",""
"Indonesien","2017","5 Einkommensstärkstes Quintil","","","",""
"Ungarn","2017","1 Einkommensschwächstes Quintil","3","","",""
"Ungarn","2017","2","6","","",""
"Ungarn","2017","3","25","","",""
"Ungarn","2017","4","19","","",""
"Ungarn","2017","5 Einkommensstärkstes Quintil","13","","",""
"Bolivien","2017","1 Einkommensschwächstes Quintil","","","",""
"Bolivien","2017","2","","","",""
"Bolivien","2017","3","","","",""
"Bolivien","2017","4","1","","",""
"Bolivien","2017","5 Einkommensstärkstes Quintil","","","",""
"Portugal","2017","1 Einkommensschwächstes Quintil","1","","",""
"Portugal","2017","2","4","","",""
"Portugal","2017","3","10","","",""
"Portugal","2017","4","2","","",""
"Portugal","2017","5 Einkommensstärkstes Quintil","7","","",""
"Bulgarien","2017","1 Einkommensschwächstes Quintil","26","","",""
"Bulgarien","2017","2","33","0.00318542102761553","0.00151491402824921","0.00485592802698184"
"Bulgarien","2017","3","8","","",""
"Bulgarien","2017","4","18","","",""
"Bulgarien","2017","5 Einkommensstärkstes Quintil","16","","",""
"Syrien","2017","1 Einkommensschwächstes Quintil","2280","0.0388028011662462","0.0342482965096491","0.0433573058228432"
"Syrien","2017","2","200","0.00418932379341472","0.00227454750402705","0.00610410008280239"
"Syrien","2017","3","28","","",""
"Syrien","2017","4","19","","",""
"Syrien","2017","5 Einkommensstärkstes Quintil","11","","",""
"Tschechien","2017","1 Einkommensschwächstes Quintil","4","","",""
"Tschechien","2017","2","4","","",""
"Tschechien","2017","3","10","","",""
"Tschechien","2017","4","18","","",""
"Tschechien","2017","5 Einkommensstärkstes Quintil","12","","",""
"Russland","2017","1 Einkommensschwächstes Quintil","183","0.0221825514270168","0.0187092857638554","0.0256558170901783"
"Russland","2017","2","113","0.0170043022080968","0.0131715309266388","0.0208370734895548"
"Russland","2017","3","128","0.0145454417968968","0.0111124051952188","0.0179784783985749"
"Russland","2017","4","118","0.0106179577210798","0.00816227286232456","0.013073642579835"
"Russland","2017","5 Einkommensstärkstes Quintil","61","0.0049634141271191","0.0034695973881695","0.0064572308660687"
"Mexiko","2017","1 Einkommensschwächstes Quintil","","","",""
"Mexiko","2017","2","1","","",""
"Mexiko","2017","3","4","","",""
"Mexiko","2017","4","2","","",""
"Mexiko","2017","5 Einkommensstärkstes Quintil","4","","",""
"Argentinien","2017","1 Einkommensschwächstes Quintil","1","","",""
"Argentinien","2017","2","3","","",""
"Argentinien","2017","3","1","","",""
"Argentinien","2017","4","1","","",""
"Argentinien","2017","5 Einkommensstärkstes Quintil","4","","",""
"Benin","2017","1 Einkommensschwächstes Quintil","","","",""
"Benin","2017","2","","","",""
"Benin","2017","3","","","",""
"Benin","2017","4","","","",""
"Benin","2017","5 Einkommensstärkstes Quintil","","","",""
"Philippinen","2017","1 Einkommensschwächstes Quintil","1","","",""
"Philippinen","2017","2","3","","",""
"Philippinen","2017","3","8","","",""
"Philippinen","2017","4","1","","",""
"Philippinen","2017","5 Einkommensstärkstes Quintil","3","","",""
"Israel","2017","1 Einkommensschwächstes Quintil","","","",""
"Israel","2017","2","","","",""
"Israel","2017","3","","","",""
"Israel","2017","4","1","","",""
"Israel","2017","5 Einkommensstärkstes Quintil","","","",""
"Japan","2017","1 Einkommensschwächstes Quintil","","","",""
"Japan","2017","2","1","","",""
"Japan","2017","3","1","","",""
"Japan","2017","4","","","",""
"Japan","2017","5 Einkommensstärkstes Quintil","3","","",""
"Australien","2017","1 Einkommensschwächstes Quintil","","","",""
"Australien","2017","2","","","",""
"Australien","2017","3","1","","",""
"Australien","2017","4","1","","",""
"Australien","2017","5 Einkommensstärkstes Quintil","1","","",""
"Indien","2017","1 Einkommensschwächstes Quintil","5","","",""
"Indien","2017","2","5","","",""
"Indien","2017","3","","","",""
"Indien","2017","4","2","","",""
"Indien","2017","5 Einkommensstärkstes Quintil","14","","",""
"Afghanistan","2017","1 Einkommensschwächstes Quintil","420","0.0100696552044733","0.00771507774801614","0.0124242326609305"
"Afghanistan","2017","2","28","","",""
"Afghanistan","2017","3","2","","",""
"Afghanistan","2017","4","1","","",""
"Afghanistan","2017","5 Einkommensstärkstes Quintil","1","","",""
"Thailand","2017","1 Einkommensschwächstes Quintil","2","","",""
"Thailand","2017","2","5","","",""
"Thailand","2017","3","1","","",""
"Thailand","2017","4","6","","",""
"Thailand","2017","5 Einkommensstärkstes Quintil","4","","",""
"Jamaika","2017","1 Einkommensschwächstes Quintil","","","",""
"Jamaika","2017","2","","","",""
"Jamaika","2017","3","3","","",""
"Jamaika","2017","4","1","","",""
"Jamaika","2017","5 Einkommensstärkstes Quintil","","","",""
"Saudi-Arabien","2017","1 Einkommensschwächstes Quintil","11","","",""
"Saudi-Arabien","2017","2","3","","",""
"Saudi-Arabien","2017","3","","","",""
"Saudi-Arabien","2017","4","","","",""
"Saudi-Arabien","2017","5 Einkommensstärkstes Quintil","","","",""
"Aethiopien","2017","1 Einkommensschwächstes Quintil","10","","",""
"Aethiopien","2017","2","2","","",""
"Aethiopien","2017","3","1","","",""
"Aethiopien","2017","4","1","","",""
"Aethiopien","2017","5 Einkommensstärkstes Quintil","1","","",""
"Kolumbien","2017","1 Einkommensschwächstes Quintil","1","","",""
"Kolumbien","2017","2","3","","",""
"Kolumbien","2017","3","1","","",""
"Kolumbien","2017","4","3","","",""
"Kolumbien","2017","5 Einkommensstärkstes Quintil","3","","",""
"Ghana","2017","1 Einkommensschwächstes Quintil","7","","",""
"Ghana","2017","2","3","","",""
"Ghana","2017","3","2","","",""
