"corigin","year","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Afrika","2018","kein Migrationshintergrund","","","",""
"Afrika","2018","direkter Migrationshintergrund","","","",""
"Afrika","2018","indirekter Migrationshintergrund","","","",""
"Afrika","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sierra Leone(Westafrika)","2018","kein Migrationshintergrund","","","",""
"Sierra Leone(Westafrika)","2018","direkter Migrationshintergrund","1","","",""
"Sierra Leone(Westafrika)","2018","indirekter Migrationshintergrund","","","",""
"Sierra Leone(Westafrika)","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Senegal","2018","kein Migrationshintergrund","","","",""
"Senegal","2018","direkter Migrationshintergrund","1","","",""
"Senegal","2018","indirekter Migrationshintergrund","","","",""
"Senegal","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Malediven","2018","kein Migrationshintergrund","","","",""
"Malediven","2018","direkter Migrationshintergrund","","","",""
"Malediven","2018","indirekter Migrationshintergrund","","","",""
"Malediven","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Serbien","2018","kein Migrationshintergrund","","","",""
"Serbien","2018","direkter Migrationshintergrund","114","0.0239229787558761","0.020600317419607","0.0272456400921453"
"Serbien","2018","indirekter Migrationshintergrund","","","",""
"Serbien","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gambia","2018","kein Migrationshintergrund","","","",""
"Gambia","2018","direkter Migrationshintergrund","4","","",""
"Gambia","2018","indirekter Migrationshintergrund","","","",""
"Gambia","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Honduras","2018","kein Migrationshintergrund","","","",""
"Honduras","2018","direkter Migrationshintergrund","","","",""
"Honduras","2018","indirekter Migrationshintergrund","","","",""
"Honduras","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Montenegro_(168)","2018","kein Migrationshintergrund","","","",""
"Montenegro_(168)","2018","direkter Migrationshintergrund","8","","",""
"Montenegro_(168)","2018","indirekter Migrationshintergrund","","","",""
"Montenegro_(168)","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kambodscha","2018","kein Migrationshintergrund","","","",""
"Kambodscha","2018","direkter Migrationshintergrund","1","","",""
"Kambodscha","2018","indirekter Migrationshintergrund","","","",""
"Kambodscha","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Surinam","2018","kein Migrationshintergrund","","","",""
"Surinam","2018","direkter Migrationshintergrund","2","","",""
"Surinam","2018","indirekter Migrationshintergrund","","","",""
"Surinam","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Guyana","2018","kein Migrationshintergrund","","","",""
"Guyana","2018","direkter Migrationshintergrund","1","","",""
"Guyana","2018","indirekter Migrationshintergrund","","","",""
"Guyana","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Simbabwe","2018","kein Migrationshintergrund","","","",""
"Simbabwe","2018","direkter Migrationshintergrund","1","","",""
"Simbabwe","2018","indirekter Migrationshintergrund","","","",""
"Simbabwe","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Madagaskar","2018","kein Migrationshintergrund","","","",""
"Madagaskar","2018","direkter Migrationshintergrund","","","",""
"Madagaskar","2018","indirekter Migrationshintergrund","","","",""
"Madagaskar","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lesotho","2018","kein Migrationshintergrund","","","",""
"Lesotho","2018","direkter Migrationshintergrund","1","","",""
"Lesotho","2018","indirekter Migrationshintergrund","","","",""
"Lesotho","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ruanda","2018","kein Migrationshintergrund","","","",""
"Ruanda","2018","direkter Migrationshintergrund","","","",""
"Ruanda","2018","indirekter Migrationshintergrund","","","",""
"Ruanda","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Myanmar","2018","kein Migrationshintergrund","","","",""
"Myanmar","2018","direkter Migrationshintergrund","","","",""
"Myanmar","2018","indirekter Migrationshintergrund","","","",""
"Myanmar","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Niger","2018","kein Migrationshintergrund","","","",""
"Niger","2018","direkter Migrationshintergrund","3","","",""
"Niger","2018","indirekter Migrationshintergrund","","","",""
"Niger","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Dschibuti","2018","kein Migrationshintergrund","","","",""
"Dschibuti","2018","direkter Migrationshintergrund","2","","",""
"Dschibuti","2018","indirekter Migrationshintergrund","","","",""
"Dschibuti","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Katar","2018","kein Migrationshintergrund","","","",""
"Katar","2018","direkter Migrationshintergrund","1","","",""
"Katar","2018","indirekter Migrationshintergrund","","","",""
"Katar","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kosovo","2018","kein Migrationshintergrund","","","",""
"Kosovo","2018","direkter Migrationshintergrund","2","","",""
"Kosovo","2018","indirekter Migrationshintergrund","","","",""
"Kosovo","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Eastern Europe","2018","kein Migrationshintergrund","","","",""
"Eastern Europe","2018","direkter Migrationshintergrund","","","",""
"Eastern Europe","2018","indirekter Migrationshintergrund","","","",""
"Eastern Europe","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ethnische Minderheiten","2018","kein Migrationshintergrund","","","",""
"Ethnische Minderheiten","2018","direkter Migrationshintergrund","","","",""
"Ethnische Minderheiten","2018","indirekter Migrationshintergrund","","","",""
"Ethnische Minderheiten","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Deutschland","2019","kein Migrationshintergrund","20451","1","1","1"
"Deutschland","2019","direkter Migrationshintergrund","","","",""
"Deutschland","2019","indirekter Migrationshintergrund","1905","1","1","1"
"Deutschland","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Türkei","2019","kein Migrationshintergrund","","","",""
"Türkei","2019","direkter Migrationshintergrund","316","0.105907180651593","0.0988525689078279","0.112961792395358"
"Türkei","2019","indirekter Migrationshintergrund","","","",""
"Türkei","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ex-Jugoslawien","2019","kein Migrationshintergrund","","","",""
"Ex-Jugoslawien","2019","direkter Migrationshintergrund","6","","",""
"Ex-Jugoslawien","2019","indirekter Migrationshintergrund","","","",""
"Ex-Jugoslawien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Griechenland","2019","kein Migrationshintergrund","","","",""
"Griechenland","2019","direkter Migrationshintergrund","73","0.0171901348993429","0.0142102910540741","0.0201699787446116"
"Griechenland","2019","indirekter Migrationshintergrund","","","",""
"Griechenland","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Italien","2019","kein Migrationshintergrund","","","",""
"Italien","2019","direkter Migrationshintergrund","129","0.043004141806463","0.0383533244793045","0.0476549591336216"
"Italien","2019","indirekter Migrationshintergrund","","","",""
"Italien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Spanien","2019","kein Migrationshintergrund","","","",""
"Spanien","2019","direkter Migrationshintergrund","47","0.0127227056641824","0.0101533251590133","0.0152920861693515"
"Spanien","2019","indirekter Migrationshintergrund","","","",""
"Spanien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"österreich","2019","kein Migrationshintergrund","","","",""
"österreich","2019","direkter Migrationshintergrund","67","0.0249297104622059","0.0213553718786598","0.028504049045752"
"österreich","2019","indirekter Migrationshintergrund","","","",""
"österreich","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Frankreich","2019","kein Migrationshintergrund","","","",""
"Frankreich","2019","direkter Migrationshintergrund","43","0.0131343782645219","0.0105243039068321","0.0157444526222117"
"Frankreich","2019","indirekter Migrationshintergrund","","","",""
"Frankreich","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Benelux","2019","kein Migrationshintergrund","","","",""
"Benelux","2019","direkter Migrationshintergrund","","","",""
"Benelux","2019","indirekter Migrationshintergrund","","","",""
"Benelux","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Dänemark","2019","kein Migrationshintergrund","","","",""
"Dänemark","2019","direkter Migrationshintergrund","12","","",""
"Dänemark","2019","indirekter Migrationshintergrund","","","",""
"Dänemark","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grossbritannien","2019","kein Migrationshintergrund","","","",""
"Grossbritannien","2019","direkter Migrationshintergrund","24","","",""
"Grossbritannien","2019","indirekter Migrationshintergrund","","","",""
"Grossbritannien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schweden","2019","kein Migrationshintergrund","","","",""
"Schweden","2019","direkter Migrationshintergrund","8","","",""
"Schweden","2019","indirekter Migrationshintergrund","","","",""
"Schweden","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Norwegen","2019","kein Migrationshintergrund","","","",""
"Norwegen","2019","direkter Migrationshintergrund","4","","",""
"Norwegen","2019","indirekter Migrationshintergrund","","","",""
"Norwegen","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Finnland","2019","kein Migrationshintergrund","","","",""
"Finnland","2019","direkter Migrationshintergrund","4","","",""
"Finnland","2019","indirekter Migrationshintergrund","","","",""
"Finnland","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"USA","2019","kein Migrationshintergrund","","","",""
"USA","2019","direkter Migrationshintergrund","33","0.0187146101673907","0.0156078540012756","0.0218213663335058"
"USA","2019","indirekter Migrationshintergrund","","","",""
"USA","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schweiz","2019","kein Migrationshintergrund","","","",""
"Schweiz","2019","direkter Migrationshintergrund","28","","",""
"Schweiz","2019","indirekter Migrationshintergrund","","","",""
"Schweiz","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Chile","2019","kein Migrationshintergrund","","","",""
"Chile","2019","direkter Migrationshintergrund","11","","",""
"Chile","2019","indirekter Migrationshintergrund","","","",""
"Chile","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rumaenien","2019","kein Migrationshintergrund","","","",""
"Rumaenien","2019","direkter Migrationshintergrund","286","0.0436735823741417","0.0389883450433768","0.0483588197049066"
"Rumaenien","2019","indirekter Migrationshintergrund","","","",""
"Rumaenien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Polen","2019","kein Migrationshintergrund","","","",""
"Polen","2019","direkter Migrationshintergrund","459","0.10852993283624","0.101398984993464","0.115660880679016"
"Polen","2019","indirekter Migrationshintergrund","","","",""
"Polen","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Korea","2019","kein Migrationshintergrund","","","",""
"Korea","2019","direkter Migrationshintergrund","2","","",""
"Korea","2019","indirekter Migrationshintergrund","","","",""
"Korea","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Iran","2019","kein Migrationshintergrund","","","",""
"Iran","2019","direkter Migrationshintergrund","111","0.0119078906834292","0.00942112282654953","0.0143946585403088"
"Iran","2019","indirekter Migrationshintergrund","","","",""
"Iran","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Indonesien","2019","kein Migrationshintergrund","","","",""
"Indonesien","2019","direkter Migrationshintergrund","2","","",""
"Indonesien","2019","indirekter Migrationshintergrund","","","",""
"Indonesien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ungarn","2019","kein Migrationshintergrund","","","",""
"Ungarn","2019","direkter Migrationshintergrund","60","0.0144068481986639","0.0116750259434016","0.0171386704539261"
"Ungarn","2019","indirekter Migrationshintergrund","","","",""
"Ungarn","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Bolivien","2019","kein Migrationshintergrund","","","",""
"Bolivien","2019","direkter Migrationshintergrund","1","","",""
"Bolivien","2019","indirekter Migrationshintergrund","","","",""
"Bolivien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Portugal","2019","kein Migrationshintergrund","","","",""
"Portugal","2019","direkter Migrationshintergrund","18","","",""
"Portugal","2019","indirekter Migrationshintergrund","","","",""
"Portugal","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Bulgarien","2019","kein Migrationshintergrund","","","",""
"Bulgarien","2019","direkter Migrationshintergrund","80","0.00943660812690192","0.00722010572005444","0.0116531105337494"
"Bulgarien","2019","indirekter Migrationshintergrund","","","",""
"Bulgarien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Syrien","2019","kein Migrationshintergrund","","","",""
"Syrien","2019","direkter Migrationshintergrund","2287","0.0432528285739853","0.0385891891974148","0.0479164679505559"
"Syrien","2019","indirekter Migrationshintergrund","","","",""
"Syrien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tschechien","2019","kein Migrationshintergrund","","","",""
"Tschechien","2019","direkter Migrationshintergrund","34","0.00812212960093175","0.00606442433947254","0.010179834862391"
"Tschechien","2019","indirekter Migrationshintergrund","","","",""
"Tschechien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Russland","2019","kein Migrationshintergrund","","","",""
"Russland","2019","direkter Migrationshintergrund","470","0.0710736873002872","0.0651830244591111","0.0769643501414633"
"Russland","2019","indirekter Migrationshintergrund","","","",""
"Russland","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mexiko","2019","kein Migrationshintergrund","","","",""
"Mexiko","2019","direkter Migrationshintergrund","12","","",""
"Mexiko","2019","indirekter Migrationshintergrund","","","",""
"Mexiko","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Argentinien","2019","kein Migrationshintergrund","","","",""
"Argentinien","2019","direkter Migrationshintergrund","7","","",""
"Argentinien","2019","indirekter Migrationshintergrund","","","",""
"Argentinien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Cap Verden","2019","kein Migrationshintergrund","","","",""
"Cap Verden","2019","direkter Migrationshintergrund","","","",""
"Cap Verden","2019","indirekter Migrationshintergrund","","","",""
"Cap Verden","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Benin","2019","kein Migrationshintergrund","","","",""
"Benin","2019","direkter Migrationshintergrund","","","",""
"Benin","2019","indirekter Migrationshintergrund","","","",""
"Benin","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Philippinen","2019","kein Migrationshintergrund","","","",""
"Philippinen","2019","direkter Migrationshintergrund","10","","",""
"Philippinen","2019","indirekter Migrationshintergrund","","","",""
"Philippinen","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Israel","2019","kein Migrationshintergrund","","","",""
"Israel","2019","direkter Migrationshintergrund","2","","",""
"Israel","2019","indirekter Migrationshintergrund","","","",""
"Israel","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Japan","2019","kein Migrationshintergrund","","","",""
"Japan","2019","direkter Migrationshintergrund","2","","",""
"Japan","2019","indirekter Migrationshintergrund","","","",""
"Japan","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Australien","2019","kein Migrationshintergrund","","","",""
"Australien","2019","direkter Migrationshintergrund","5","","",""
"Australien","2019","indirekter Migrationshintergrund","","","",""
"Australien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Indien","2019","kein Migrationshintergrund","","","",""
"Indien","2019","direkter Migrationshintergrund","20","","",""
"Indien","2019","indirekter Migrationshintergrund","","","",""
"Indien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Afghanistan","2019","kein Migrationshintergrund","","","",""
"Afghanistan","2019","direkter Migrationshintergrund","340","0.011701286817523","0.00923592856574005","0.014166645069306"
"Afghanistan","2019","indirekter Migrationshintergrund","","","",""
"Afghanistan","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Thailand","2019","kein Migrationshintergrund","","","",""
"Thailand","2019","direkter Migrationshintergrund","12","","",""
"Thailand","2019","indirekter Migrationshintergrund","","","",""
"Thailand","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Jamaika","2019","kein Migrationshintergrund","","","",""
"Jamaika","2019","direkter Migrationshintergrund","4","","",""
"Jamaika","2019","indirekter Migrationshintergrund","","","",""
"Jamaika","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Saudi-Arabien","2019","kein Migrationshintergrund","","","",""
"Saudi-Arabien","2019","direkter Migrationshintergrund","10","","",""
"Saudi-Arabien","2019","indirekter Migrationshintergrund","","","",""
"Saudi-Arabien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Aethiopien","2019","kein Migrationshintergrund","","","",""
"Aethiopien","2019","direkter Migrationshintergrund","14","","",""
"Aethiopien","2019","indirekter Migrationshintergrund","","","",""
"Aethiopien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kolumbien","2019","kein Migrationshintergrund","","","",""
"Kolumbien","2019","direkter Migrationshintergrund","8","","",""
"Kolumbien","2019","indirekter Migrationshintergrund","","","",""
"Kolumbien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ghana","2019","kein Migrationshintergrund","","","",""
"Ghana","2019","direkter Migrationshintergrund","14","","",""
"Ghana","2019","indirekter Migrationshintergrund","","","",""
"Ghana","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Bangla Desh","2019","kein Migrationshintergrund","","","",""
"Bangla Desh","2019","direkter Migrationshintergrund","8","","",""
"Bangla Desh","2019","indirekter Migrationshintergrund","","","",""
"Bangla Desh","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Venezuela","2019","kein Migrationshintergrund","","","",""
"Venezuela","2019","direkter Migrationshintergrund","5","","",""
"Venezuela","2019","indirekter Migrationshintergrund","","","",""
"Venezuela","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tunesien","2019","kein Migrationshintergrund","","","",""
"Tunesien","2019","direkter Migrationshintergrund","17","","",""
"Tunesien","2019","indirekter Migrationshintergrund","","","",""
"Tunesien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mauritius","2019","kein Migrationshintergrund","","","",""
"Mauritius","2019","direkter Migrationshintergrund","","","",""
"Mauritius","2019","indirekter Migrationshintergrund","","","",""
"Mauritius","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nigeria","2019","kein Migrationshintergrund","","","",""
"Nigeria","2019","direkter Migrationshintergrund","16","","",""
"Nigeria","2019","indirekter Migrationshintergrund","","","",""
"Nigeria","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kanada","2019","kein Migrationshintergrund","","","",""
"Kanada","2019","direkter Migrationshintergrund","2","","",""
"Kanada","2019","indirekter Migrationshintergrund","","","",""
"Kanada","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Neuseeland","2019","kein Migrationshintergrund","","","",""
"Neuseeland","2019","direkter Migrationshintergrund","3","","",""
"Neuseeland","2019","indirekter Migrationshintergrund","","","",""
"Neuseeland","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tansania","2019","kein Migrationshintergrund","","","",""
"Tansania","2019","direkter Migrationshintergrund","","","",""
"Tansania","2019","indirekter Migrationshintergrund","","","",""
"Tansania","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zypern","2019","kein Migrationshintergrund","","","",""
"Zypern","2019","direkter Migrationshintergrund","","","",""
"Zypern","2019","indirekter Migrationshintergrund","","","",""
"Zypern","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kuba","2019","kein Migrationshintergrund","","","",""
"Kuba","2019","direkter Migrationshintergrund","8","","",""
"Kuba","2019","indirekter Migrationshintergrund","","","",""
"Kuba","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Irak","2019","kein Migrationshintergrund","","","",""
"Irak","2019","direkter Migrationshintergrund","564","0.0179960037066012","0.0149483629373606","0.0210436444758418"
"Irak","2019","indirekter Migrationshintergrund","","","",""
"Irak","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Brasilien","2019","kein Migrationshintergrund","","","",""
"Brasilien","2019","direkter Migrationshintergrund","22","","",""
"Brasilien","2019","indirekter Migrationshintergrund","","","",""
"Brasilien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Hongkong","2019","kein Migrationshintergrund","","","",""
"Hongkong","2019","direkter Migrationshintergrund","","","",""
"Hongkong","2019","indirekter Migrationshintergrund","","","",""
"Hongkong","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Peru","2019","kein Migrationshintergrund","","","",""
"Peru","2019","direkter Migrationshintergrund","8","","",""
"Peru","2019","indirekter Migrationshintergrund","","","",""
"Peru","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sri Lanka","2019","kein Migrationshintergrund","","","",""
"Sri Lanka","2019","direkter Migrationshintergrund","14","","",""
"Sri Lanka","2019","indirekter Migrationshintergrund","","","",""
"Sri Lanka","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nepal","2019","kein Migrationshintergrund","","","",""
"Nepal","2019","direkter Migrationshintergrund","2","","",""
"Nepal","2019","indirekter Migrationshintergrund","","","",""
"Nepal","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Marokko","2019","kein Migrationshintergrund","","","",""
"Marokko","2019","direkter Migrationshintergrund","45","0.00909311747565141","0.00691695191275411","0.0112692830385487"
"Marokko","2019","indirekter Migrationshintergrund","","","",""
"Marokko","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"China","2019","kein Migrationshintergrund","","","",""
"China","2019","direkter Migrationshintergrund","11","","",""
"China","2019","indirekter Migrationshintergrund","","","",""
"China","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Irland","2019","kein Migrationshintergrund","","","",""
"Irland","2019","direkter Migrationshintergrund","2","","",""
"Irland","2019","indirekter Migrationshintergrund","","","",""
"Irland","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Moldawien","2019","kein Migrationshintergrund","","","",""
"Moldawien","2019","direkter Migrationshintergrund","7","","",""
"Moldawien","2019","indirekter Migrationshintergrund","","","",""
"Moldawien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kasachstan","2019","kein Migrationshintergrund","","","",""
"Kasachstan","2019","direkter Migrationshintergrund","359","0.0678370483641847","0.0620720591282265","0.073602037600143"
"Kasachstan","2019","indirekter Migrationshintergrund","","","",""
"Kasachstan","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Albanien","2019","kein Migrationshintergrund","","","",""
"Albanien","2019","direkter Migrationshintergrund","21","","",""
"Albanien","2019","indirekter Migrationshintergrund","","","",""
"Albanien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Libanon","2019","kein Migrationshintergrund","","","",""
"Libanon","2019","direkter Migrationshintergrund","32","0.00563846902741033","0.00392185812353693","0.00735507993128373"
"Libanon","2019","indirekter Migrationshintergrund","","","",""
"Libanon","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kirgistan","2019","kein Migrationshintergrund","","","",""
"Kirgistan","2019","direkter Migrationshintergrund","28","","",""
"Kirgistan","2019","indirekter Migrationshintergrund","","","",""
"Kirgistan","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ukraine","2019","kein Migrationshintergrund","","","",""
"Ukraine","2019","direkter Migrationshintergrund","129","0.0188604694065207","0.0157418617141307","0.0219790770989108"
"Ukraine","2019","indirekter Migrationshintergrund","","","",""
"Ukraine","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Algerien","2019","kein Migrationshintergrund","","","",""
"Algerien","2019","direkter Migrationshintergrund","5","","",""
"Algerien","2019","indirekter Migrationshintergrund","","","",""
"Algerien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mocambique","2019","kein Migrationshintergrund","","","",""
"Mocambique","2019","direkter Migrationshintergrund","1","","",""
"Mocambique","2019","indirekter Migrationshintergrund","","","",""
"Mocambique","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Aegypten","2019","kein Migrationshintergrund","","","",""
"Aegypten","2019","direkter Migrationshintergrund","15","","",""
"Aegypten","2019","indirekter Migrationshintergrund","","","",""
"Aegypten","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tadschikistan","2019","kein Migrationshintergrund","","","",""
"Tadschikistan","2019","direkter Migrationshintergrund","10","","",""
"Tadschikistan","2019","indirekter Migrationshintergrund","","","",""
"Tadschikistan","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vietnam","2019","kein Migrationshintergrund","","","",""
"Vietnam","2019","direkter Migrationshintergrund","13","","",""
"Vietnam","2019","indirekter Migrationshintergrund","","","",""
"Vietnam","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Somalia","2019","kein Migrationshintergrund","","","",""
"Somalia","2019","direkter Migrationshintergrund","33","0.000777397283872854","0.000138440119289527","0.00141635444845618"
"Somalia","2019","indirekter Migrationshintergrund","","","",""
"Somalia","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Pakistan","2019","kein Migrationshintergrund","","","",""
"Pakistan","2019","direkter Migrationshintergrund","40","0.0101342945699514","0.00783812471563248","0.0124304644242704"
"Pakistan","2019","indirekter Migrationshintergrund","","","",""
"Pakistan","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Südafrika","2019","kein Migrationshintergrund","","","",""
"Südafrika","2019","direkter Migrationshintergrund","7","","",""
"Südafrika","2019","indirekter Migrationshintergrund","","","",""
"Südafrika","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vereinigte Arabische Emirate","2019","kein Migrationshintergrund","","","",""
"Vereinigte Arabische Emirate","2019","direkter Migrationshintergrund","8","","",""
"Vereinigte Arabische Emirate","2019","indirekter Migrationshintergrund","","","",""
"Vereinigte Arabische Emirate","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"El Salvador","2019","kein Migrationshintergrund","","","",""
"El Salvador","2019","direkter Migrationshintergrund","1","","",""
"El Salvador","2019","indirekter Migrationshintergrund","","","",""
"El Salvador","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Eritrea","2019","kein Migrationshintergrund","","","",""
"Eritrea","2019","direkter Migrationshintergrund","123","0.00416882350826173","0.00269169348998747","0.00564595352653599"
"Eritrea","2019","indirekter Migrationshintergrund","","","",""
"Eritrea","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Jordanien","2019","kein Migrationshintergrund","","","",""
"Jordanien","2019","direkter Migrationshintergrund","6","","",""
"Jordanien","2019","indirekter Migrationshintergrund","","","",""
"Jordanien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Costa Rica","2019","kein Migrationshintergrund","","","",""
"Costa Rica","2019","direkter Migrationshintergrund","","","",""
"Costa Rica","2019","indirekter Migrationshintergrund","","","",""
"Costa Rica","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Singapur","2019","kein Migrationshintergrund","","","",""
"Singapur","2019","direkter Migrationshintergrund","1","","",""
"Singapur","2019","indirekter Migrationshintergrund","","","",""
"Singapur","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Burkina Faso","2019","kein Migrationshintergrund","","","",""
"Burkina Faso","2019","direkter Migrationshintergrund","1","","",""
"Burkina Faso","2019","indirekter Migrationshintergrund","","","",""
"Burkina Faso","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sambia","2019","kein Migrationshintergrund","","","",""
"Sambia","2019","direkter Migrationshintergrund","","","",""
"Sambia","2019","indirekter Migrationshintergrund","","","",""
"Sambia","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ecuador","2019","kein Migrationshintergrund","","","",""
"Ecuador","2019","direkter Migrationshintergrund","","","",""
"Ecuador","2019","indirekter Migrationshintergrund","","","",""
"Ecuador","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Usbekistan","2019","kein Migrationshintergrund","","","",""
"Usbekistan","2019","direkter Migrationshintergrund","14","","",""
"Usbekistan","2019","indirekter Migrationshintergrund","","","",""
"Usbekistan","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Staatenlos","2019","kein Migrationshintergrund","","","",""
"Staatenlos","2019","direkter Migrationshintergrund","","","",""
"Staatenlos","2019","indirekter Migrationshintergrund","","","",""
